log_id,channel,lag_s,n,correlation
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,-0.16,1579,0.18740406230002493
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,-0.16,1579,-0.18556635053935194
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,-0.16,1579,0.13796246309715207
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,-0.14,1466,0.08383191346229235
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,-0.14,1466,-0.027834353671236548
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,-0.14,1466,0.0881188389565091
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,-0.12,1576,0.07941888437324177
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,-0.12,1576,0.03097140110356383
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,-0.12,1576,0.07549255813765605
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,-0.1,1683,0.03372466994688126
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,-0.1,1683,0.2266046908326162
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,-0.1,1683,0.01169248523407157
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,-0.08,1495,-0.1590503574365884
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,-0.08,1495,0.36933365560154624
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,-0.08,1495,-0.07370899246688639
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,-0.06,1506,-0.3969268279766943
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,-0.06,1506,0.3734433782809704
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,-0.06,1506,-0.17293389094348444
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,-0.04,1747,-0.6195766724785375
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,-0.04,1747,0.32993527652193677
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,-0.04,1747,-0.2681867129919595
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,-0.02,1551,-0.6794798476438868
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,-0.02,1551,0.30563202728919187
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,-0.02,1551,-0.35818589266539097
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,0.0,1474,-0.3961171932802922
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,0.0,1474,0.05012280278324287
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,0.0,1474,-0.3580550513161189
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,0.02,1546,0.07314928417034
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,0.02,1546,-0.14958546963676123
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,0.02,1546,-0.25619069190039173
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,0.04,1740,0.4529506803460077
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,0.04,1740,-0.26479300420719987
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,0.04,1740,-0.13458080694472133
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,0.06,1506,0.6205367479768319
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,0.06,1506,-0.33770875044537657
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,0.06,1506,-0.018213815190510522
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,0.08,1486,0.5492615067528026
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,0.08,1486,-0.4015086704659745
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,0.08,1486,0.05842668495809594
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,0.1,1684,0.3392644264891941
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,0.1,1684,-0.3395763043204385
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,0.1,1684,0.12529056083563295
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,0.12,1579,0.09970745295662092
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,0.12,1579,-0.22617264577708
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,0.12,1579,0.09414254665345896
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,0.14,1471,0.019472667103762872
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,0.14,1471,-0.14079121605560352
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,0.14,1471,0.07967837669408767
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,0.16,1574,-0.024545789886146342
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,0.16,1574,-0.005392611329655975
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,0.16,1574,0.05693396414978064
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,0.18,1689,-0.1095563311360451
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,0.18,1689,0.1400650761675322
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,0.18,1689,0.047819285148570784
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,0.2,1483,-0.2090019549048861
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,0.2,1483,0.24077312192228803
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,0.2,1483,0.01046573042485433
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,0.22,1500,-0.3301525643578184
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,0.22,1500,0.23594565043859683
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,0.22,1500,-0.01652012586560202
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,0.24,1667,-0.29445487937683656
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,0.24,1667,0.24949151490646887
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,0.24,1667,-0.05322792752238163
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,0.26,1545,-0.11775008691888318
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,0.26,1545,0.14880449441003363
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,0.26,1545,-0.0743952883519574
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,0.28,1460,0.1353954930189774
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,0.28,1460,0.0770300025354711
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,0.28,1460,-0.07001916312438149
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,0.3,1591,0.32397040378902753
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,0.3,1591,-0.046788707160894054
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,0.3,1591,-0.025511076583339665
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,0.32,1637,0.4037681976210492
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,0.32,1637,-0.09684746918192359
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,0.32,1637,0.03748201901239918
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,0.34,1466,0.3394262673418511
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,0.34,1466,-0.15190861562615607
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,0.34,1466,0.03581764100515711
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,0.36,1505,0.18775338976054665
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,0.36,1505,-0.2032713878773805
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,0.36,1505,0.09431696860067064
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,0.38,1616,0.08898082290622868
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,0.38,1616,-0.17957636883481565
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,0.38,1616,0.10306107528679256
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,0.4,1506,-0.042037013504340706
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,0.4,1506,-0.09271016856453061
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,0.4,1506,0.13045567184367213
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,0.42,1458,-0.12159455036605599
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,0.42,1458,-0.03249680169624612
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,0.42,1458,0.12386477778884049
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,0.44,1593,-0.23596604835755505
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,0.44,1593,0.01696668792090146
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,0.44,1593,0.08297429306414898
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,0.46,1588,-0.3162707692688681
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,0.46,1588,0.08619790658639946
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,0.46,1588,0.04367793868114797
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,0.48,1441,-0.37328019394239315
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,0.48,1441,0.10359594482640107
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,0.48,1441,0.04551300276404313
2026.9.6/log_17_2026-9-6-18-34-06.ulg,common,0.5,1514,-0.27527292386647606
2026.9.6/log_17_2026-9-6-18-34-06.ulg,differential,0.5,1514,0.1110878593930686
2026.9.6/log_17_2026-9-6-18-34-06.ulg,rudder,0.5,1514,0.03471352913967669
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,-0.5,1149,-0.08648166894387431
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,-0.5,1149,0.03226287883601887
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,-0.5,1149,-0.03274348907122117
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,-0.48,1153,0.13115163450526318
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,-0.48,1153,-0.031059207919988962
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,-0.48,1153,-0.03146528550657452
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,-0.46,1130,0.25620040389453996
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,-0.46,1130,-0.023092876607301187
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,-0.46,1130,0.059794949742878724
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,-0.44,1075,0.304431736766139
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,-0.44,1075,-0.04862072368888337
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,-0.44,1075,0.06831935820920551
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,-0.42,1029,0.31176174727073047
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,-0.42,1029,-0.04252828221889377
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,-0.42,1029,0.09875617305615932
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,-0.4,1018,0.2695465220748568
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,-0.4,1018,-0.05441070098639134
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,-0.4,1018,0.12158718484191304
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,-0.38,949,0.16924176120506668
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,-0.38,949,-0.016408528793968376
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,-0.38,949,0.1489002691678375
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,-0.36,928,0.055465685203705775
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,-0.36,928,-0.020043347448946872
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,-0.36,928,0.07353341046609692
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,-0.34,896,-0.10321788845927075
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,-0.34,896,-0.030121290295785655
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,-0.34,896,0.029656520340323015
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,-0.32,825,-0.23387247749085702
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,-0.32,825,0.1211042740300126
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,-0.32,825,-0.05266865726511078
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,-0.3,816,-0.4027517342031128
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,-0.3,816,0.13092413524815866
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,-0.3,816,-0.10001978646060118
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,-0.28,753,-0.4488950388042185
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,-0.28,753,0.03613021480534423
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,-0.28,753,-0.15795890769754356
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,-0.26,772,-0.34475740907684826
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,-0.26,772,0.04891554745378192
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,-0.26,772,-0.1958041696930029
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,-0.24,894,0.0992465286871599
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,-0.24,894,-0.027452706549918764
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,-0.24,894,-0.040983153456445674
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,-0.22,809,0.31147109084767544
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,-0.22,809,-0.06126162189202225
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,-0.22,809,0.05630307898071625
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,-0.2,793,0.3516481511626408
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,-0.2,793,-0.0574701224900573
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,-0.2,793,0.16596413122894688
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,-0.18,864,0.3105284562759544
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,-0.18,864,-0.0569680682817662
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,-0.18,864,0.13322884063117035
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,-0.16,886,0.12033908235344612
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,-0.16,886,-0.040618632108726925
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,-0.16,886,0.20238333652808857
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,-0.14,920,0.04206087969627646
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,-0.14,920,0.011558594125551016
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,-0.14,920,0.13461197201320996
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,-0.12,991,0.08337261915773096
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,-0.12,991,-0.004881199136756741
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,-0.12,991,0.11800769186481876
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,-0.1,997,0.10352171719632138
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,-0.1,997,0.07417903802695429
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,-0.1,997,0.018077064838538923
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,-0.08,1069,-0.1470601607046779
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,-0.08,1069,0.1397317839735638
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,-0.08,1069,-0.003720479850087771
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,-0.06,1079,-0.37792597428757474
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,-0.06,1079,0.1880204027641443
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,-0.06,1079,-0.11346129721119592
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,-0.04,1121,-0.6617437097616926
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,-0.04,1121,0.18626886792006683
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,-0.04,1121,-0.2643216570035065
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,-0.02,1196,-0.706061829373923
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,-0.02,1196,0.14946151748284323
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,-0.02,1196,-0.41738034220120057
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,0.0,1145,-0.46978210226919553
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,0.0,1145,0.03550595580215158
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,0.0,1145,-0.45842057916146706
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,0.02,1134,0.052315359378929484
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,0.02,1134,-0.1129392129850087
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,0.02,1134,-0.3720078977178487
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,0.04,1112,0.4451722894259867
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,0.04,1112,-0.15539488141105207
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,0.04,1112,-0.3255829590545677
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,0.06,1065,0.6473108099868385
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,0.06,1065,-0.19627775360349284
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,0.06,1065,-0.10430873564239772
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,0.08,1007,0.5685525836024992
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,0.08,1007,-0.21319816018308263
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,0.08,1007,0.07339949703778423
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,0.1,1000,0.33933989746887705
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,0.1,1000,-0.22653488817863038
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,0.1,1000,0.21984717022472353
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,0.12,930,0.07520082997181611
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,0.12,930,-0.08019416846943345
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,0.12,930,0.14497721762971996
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,0.14,908,0.04680913735477935
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,0.14,908,-0.03288200409164885
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,0.14,908,0.25451261561439675
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,0.16,878,0.004069090766352165
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,0.16,878,-0.0024401155255423528
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,0.16,878,0.2548336385491939
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,0.18,804,-0.03441900215826441
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,0.18,804,0.050774352931775124
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,0.18,804,0.21144890668535146
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,0.2,795,-0.1628312139418163
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,0.2,795,0.2125945825087888
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,0.2,795,0.09058955536775236
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,0.22,754,-0.3122319829869636
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,0.22,754,0.0934372951473608
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,0.22,754,0.104406233237747
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,0.24,908,-0.39788963613294587
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,0.24,908,0.10131809089333255
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,0.24,908,-0.008165933662860099
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,0.26,830,-0.12424518657187925
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,0.26,830,0.09131615024655503
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,0.26,830,-0.10382534379053505
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,0.28,813,0.19447206034794168
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,0.28,813,-0.030377681515557583
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,0.28,813,-0.14707817363155135
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,0.3,814,0.35761437780380356
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,0.3,814,-0.01646188438100884
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,0.3,814,-0.03189857779424986
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,0.32,885,0.42839269763909876
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,0.32,885,-0.012802363769735928
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,0.32,885,0.06760858748466533
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,0.34,906,0.36550814710408747
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,0.34,906,-0.1109982252939722
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,0.34,906,0.182770568553669
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,0.36,936,0.24525099877356943
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,0.36,936,-0.07579424286714047
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,0.36,936,0.22876275561815534
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,0.38,1009,0.10355174955653458
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,0.38,1009,0.0025063564008235228
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,0.38,1009,0.2430323206550988
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,0.4,1017,-0.04144731199449679
2026.9.6/log_18_2026-9-6-18-46-20.ulg,differential,0.4,1017,-0.004708160787833387
2026.9.6/log_18_2026-9-6-18-46-20.ulg,rudder,0.4,1017,0.14087517579224734
2026.9.6/log_18_2026-9-6-18-46-20.ulg,common,0.42,1087,-0.15414286816241113
