log_id,topic,rows,hold_age_median_s,hold_age_p95_s,sample_time_available,publication_minus_sample_median_s,publication_minus_sample_p95_s,negative_publication_steps
2026.9.6/log_28_2026-9-6-07-01-38.ulg,actuator_motors,7881,0.013137999999999999,0.02029,7881,0.000126,0.000192,0
2026.9.6/log_28_2026-9-6-07-01-38.ulg,vehicle_angular_velocity,7881,0.005288,0.010282,7881,8.099999999999999e-05,0.00014,0
2026.9.6/log_28_2026-9-6-07-01-38.ulg,vehicle_attitude,7881,0.019490999999999998,0.02514,7881,0.000479,0.0007289999999999999,0
2026.9.6/log_28_2026-9-6-07-01-38.ulg,vehicle_local_position,7881,0.0,0.0,7881,0.00049,0.000727,0
9.11数据/log_13_2026-9-11-18-28-08.ulg,actuator_servos,4833,0.015219,0.0202764,4833,0.000127,0.000195,0
9.11数据/log_13_2026-9-11-18-28-08.ulg,actuator_motors,4833,0.015219,0.020276,4833,0.000127,0.000195,0
9.11数据/log_13_2026-9-11-18-28-08.ulg,vehicle_angular_velocity,4833,0.005306,0.010269799999999999,4833,8.099999999999999e-05,0.00015,0
9.11数据/log_13_2026-9-11-18-28-08.ulg,vehicle_attitude,4833,0.019679,0.025122,4833,0.000489,0.0006203999999999997,0
9.11数据/log_13_2026-9-11-18-28-08.ulg,vehicle_local_position,4833,0.0,0.0,4833,0.00046499999999999997,0.000636,0
9.11数据/log_14_2026-9-11-18-34-58.ulg,actuator_servos,6350,0.015085999999999999,0.020055,6350,0.00023799999999999998,0.00026399999999999997,0
9.11数据/log_14_2026-9-11-18-34-58.ulg,actuator_motors,6350,0.015085999999999999,0.020055,6350,0.00023799999999999998,0.00026399999999999997,0
9.11数据/log_14_2026-9-11-18-34-58.ulg,vehicle_angular_velocity,6350,0.0052885,0.010236,6350,0.000179,0.00018899999999999999,0
9.11数据/log_14_2026-9-11-18-34-58.ulg,vehicle_attitude,6350,0.0193795,0.024835,6350,0.0005279999999999999,0.000869,0
9.11数据/log_14_2026-9-11-18-34-58.ulg,vehicle_local_position,6350,0.0,0.0,6350,0.000579,0.0008275499999999993,0
9.11数据/log_15_2026-9-11-18-40-48.ulg,actuator_servos,4616,0.0129115,0.020269,4616,0.000126,0.0002005,0
9.11数据/log_15_2026-9-11-18-40-48.ulg,actuator_motors,4616,0.0129115,0.020269,4616,0.000126,0.0002005,0
9.11数据/log_15_2026-9-11-18-40-48.ulg,vehicle_angular_velocity,4616,0.0030805,0.010277499999999998,4616,8.099999999999999e-05,0.000143,0
9.11数据/log_15_2026-9-11-18-40-48.ulg,vehicle_attitude,4616,0.01961,0.025128249999999998,4616,0.0004919999999999999,0.00068025,0
9.11数据/log_15_2026-9-11-18-40-48.ulg,vehicle_local_position,4616,0.0,0.0,4616,0.00046499999999999997,0.000674,0
9.12数据/log_10_2026-9-12-06-13-40.ulg,actuator_servos,8081,0.015078999999999999,0.02004,8081,0.00023799999999999998,0.00026399999999999997,0
9.12数据/log_10_2026-9-12-06-13-40.ulg,actuator_motors,8081,0.015078999999999999,0.02004,8081,0.00023799999999999998,0.00026399999999999997,0
9.12数据/log_10_2026-9-12-06-13-40.ulg,vehicle_angular_velocity,8081,0.005278,0.010218999999999999,8081,0.000179,0.00018899999999999999,0
9.12数据/log_10_2026-9-12-06-13-40.ulg,vehicle_attitude,8081,0.019396,0.024815,8081,0.0006079999999999999,0.0008629999999999999,0
9.12数据/log_10_2026-9-12-06-13-40.ulg,vehicle_local_position,8081,0.0,0.0,8081,0.000575,0.0008359999999999999,0
9.12数据/log_11_2026-9-12-06-21-12.ulg,actuator_servos,7413,0.015094999999999999,0.020057,7413,0.00023899999999999998,0.000265,0
9.12数据/log_11_2026-9-12-06-21-12.ulg,actuator_motors,7413,0.015094999999999999,0.020057,7413,0.00023899999999999998,0.000265,0
9.12数据/log_11_2026-9-12-06-21-12.ulg,vehicle_angular_velocity,7413,0.0052959999999999995,0.010232999999999999,7413,0.000179,0.00018999999999999998,0
9.12数据/log_11_2026-9-12-06-21-12.ulg,vehicle_attitude,7413,0.019315,0.024825,7413,0.000637,0.0009609999999999999,0
9.12数据/log_11_2026-9-12-06-21-12.ulg,vehicle_local_position,7413,0.0,0.0,7413,0.000594,0.0008723999999999996,0
9.12数据/log_12_2026-9-12-06-29-44.ulg,actuator_servos,7190,0.015092999999999999,0.02005255,7190,0.00023799999999999998,0.000266,0
9.12数据/log_12_2026-9-12-06-29-44.ulg,actuator_motors,7190,0.015092999999999999,0.02005255,7190,0.00023799999999999998,0.000266,0
9.12数据/log_12_2026-9-12-06-29-44.ulg,vehicle_angular_velocity,7190,0.005293,0.010228,7190,0.000179,0.000192,0
9.12数据/log_12_2026-9-12-06-29-44.ulg,vehicle_attitude,7190,0.0193145,0.024828,7190,0.0006389999999999999,0.000957,0
9.12数据/log_12_2026-9-12-06-29-44.ulg,vehicle_local_position,7190,0.0,0.0,7190,0.0005899999999999999,0.000879,0
9.12数据/log_2_2026-9-12-18-32-54.ulg,actuator_servos,7805,0.013137999999999999,0.0202778,7805,0.000126,0.000193,0
9.12数据/log_2_2026-9-12-18-32-54.ulg,actuator_motors,7805,0.013139999999999999,0.0202778,7805,0.000126,0.000193,0
9.12数据/log_2_2026-9-12-18-32-54.ulg,vehicle_angular_velocity,7805,0.005274,0.010281799999999992,7805,8.099999999999999e-05,0.00014679999999999926,0
9.12数据/log_2_2026-9-12-18-32-54.ulg,vehicle_attitude,7805,0.019568,0.025128799999999996,7805,0.0005,0.0007437999999999992,0
9.12数据/log_2_2026-9-12-18-32-54.ulg,vehicle_local_position,7805,0.0,0.0,7805,0.000475,0.0007167999999999992,0
9.12数据/log_3_2026-9-12-18-40-02.ulg,actuator_servos,8333,0.015094999999999999,0.020054,8333,0.00023799999999999998,0.000266,0
9.12数据/log_3_2026-9-12-18-40-02.ulg,actuator_motors,8333,0.015094999999999999,0.020054,8333,0.00023799999999999998,0.000266,0
9.12数据/log_3_2026-9-12-18-40-02.ulg,vehicle_angular_velocity,8333,0.005294999999999999,0.010230399999999999,8333,0.000179,0.00019099999999999998,0
9.12数据/log_3_2026-9-12-18-40-02.ulg,vehicle_attitude,8333,0.019325,0.024832,8333,0.000638,0.0009623999999999996,0
9.12数据/log_3_2026-9-12-18-40-02.ulg,vehicle_local_position,8333,0.0,0.0,8333,0.0005899999999999999,0.0008669999999999999,0
9.12数据/log_7_2026-9-12-05-49-02.ulg,actuator_servos,6756,0.013094499999999999,0.02027025,6756,0.000126,0.000194,0
9.12数据/log_7_2026-9-12-05-49-02.ulg,actuator_motors,6756,0.013094499999999999,0.02027025,6756,0.000126,0.000194,0
9.12数据/log_7_2026-9-12-05-49-02.ulg,vehicle_angular_velocity,6756,0.0031869999999999997,0.0102445,6756,8.099999999999999e-05,0.000146,0
9.12数据/log_7_2026-9-12-05-49-02.ulg,vehicle_attitude,6756,0.0195445,0.025122,6756,0.000493,0.0007175,0
9.12数据/log_7_2026-9-12-05-49-02.ulg,vehicle_local_position,6756,0.0,0.0,6756,0.00047,0.00071525,0
9.12数据/log_8_2026-9-12-05-55-30.ulg,actuator_servos,8654,0.0129375,0.020266,8654,0.000126,0.000196,0
9.12数据/log_8_2026-9-12-05-55-30.ulg,actuator_motors,8654,0.012938,0.020266,8654,0.000126,0.000196,0
9.12数据/log_8_2026-9-12-05-55-30.ulg,vehicle_angular_velocity,8654,0.005284,0.010219450000000003,8654,8.099999999999999e-05,0.000147,0
9.12数据/log_8_2026-9-12-05-55-30.ulg,vehicle_attitude,8654,0.019549999999999998,0.025129,8654,0.000507,0.000705,0
9.12数据/log_8_2026-9-12-05-55-30.ulg,vehicle_local_position,8654,0.0,0.0,8654,0.00046699999999999997,0.000634,0
9.12数据/log_9_2026-9-12-06-03-32.ulg,actuator_servos,10670,0.015125,0.020267,10670,0.000127,0.000194,0
9.12数据/log_9_2026-9-12-06-03-32.ulg,actuator_motors,10670,0.0151295,0.020267,10670,0.000127,0.000194,0
9.12数据/log_9_2026-9-12-06-03-32.ulg,vehicle_angular_velocity,10670,0.0053089999999999995,0.010270549999999998,10670,8.099999999999999e-05,0.000148,0
9.12数据/log_9_2026-9-12-06-03-32.ulg,vehicle_attitude,10670,0.0196145,0.025122,10670,0.000489,0.000628,0
9.12数据/log_9_2026-9-12-06-03-32.ulg,vehicle_local_position,10670,0.0,0.0,10670,0.000464,0.000661,0
9.13数据/log_1_2026-9-13-06-11-06.ulg,actuator_servos,7329,0.015125999999999999,0.020278599999999997,7329,0.000127,0.00018999999999999998,0
9.13数据/log_1_2026-9-13-06-11-06.ulg,actuator_motors,7329,0.015125,0.020278599999999997,7329,0.000127,0.00018999999999999998,0
9.13数据/log_1_2026-9-13-06-11-06.ulg,vehicle_angular_velocity,7329,0.00528,0.010223399999999997,7329,8.099999999999999e-05,0.000149,0
9.13数据/log_1_2026-9-13-06-11-06.ulg,vehicle_attitude,7329,0.015559,0.02513,7329,0.00047,0.00069,0
9.13数据/log_1_2026-9-13-06-11-06.ulg,vehicle_local_position,7329,0.0,0.0,7329,0.000474,0.000616,0
9.13数据/log_2_2026-9-13-06-20-06.ulg,actuator_servos,7306,0.015099,0.02005475,7306,0.00023799999999999998,0.000265,0
9.13数据/log_2_2026-9-13-06-20-06.ulg,actuator_motors,7306,0.015099,0.020054,7306,0.00023799999999999998,0.000265,0
9.13数据/log_2_2026-9-13-06-20-06.ulg,vehicle_angular_velocity,7306,0.005298,0.010234,7306,0.000179,0.000188,0
9.13数据/log_2_2026-9-13-06-20-06.ulg,vehicle_attitude,7306,0.01936,0.024825,7306,0.000621,0.0009149999999999999,0
9.13数据/log_2_2026-9-13-06-20-06.ulg,vehicle_local_position,7306,0.0,0.0,7306,0.000593,0.0008547499999999999,0
9.13数据/log_3_2026-9-13-06-31-26.ulg,actuator_servos,7519,0.015085999999999999,0.020054,7519,0.00023799999999999998,0.000269,0
9.13数据/log_3_2026-9-13-06-31-26.ulg,actuator_motors,7519,0.015085999999999999,0.020054,7519,0.00023799999999999998,0.000269,0
9.13数据/log_3_2026-9-13-06-31-26.ulg,vehicle_angular_velocity,7519,0.005287,0.010234,7519,0.000179,0.00018999999999999998,0
9.13数据/log_3_2026-9-13-06-31-26.ulg,vehicle_attitude,7519,0.019343,0.024832999999999997,7519,0.000623,0.000949,0
9.13数据/log_3_2026-9-13-06-31-26.ulg,vehicle_local_position,7519,0.0,0.0,7519,0.000583,0.0008770999999999994,0
9.13数据/log_4_2026-9-13-06-36-26.ulg,actuator_servos,7239,0.013130999999999999,0.020273,7239,0.000127,0.000197,0
9.13数据/log_4_2026-9-13-06-36-26.ulg,actuator_motors,7239,0.013132,0.0202731,7239,0.000127,0.000197,0
9.13数据/log_4_2026-9-13-06-36-26.ulg,vehicle_angular_velocity,7239,0.0052829999999999995,0.010254099999999999,7239,8.099999999999999e-05,0.00014609999999999946,0
9.13数据/log_4_2026-9-13-06-36-26.ulg,vehicle_attitude,7239,0.019402,0.025129,7239,0.000489,0.000744,0
9.13数据/log_4_2026-9-13-06-36-26.ulg,vehicle_local_position,7239,0.0,0.0,7239,0.000475,0.0006879999999999999,0
9.13数据/log_5_2026-9-13-06-42-40.ulg,actuator_servos,7660,0.0128955,0.020262,7660,0.000127,0.000196,0
9.13数据/log_5_2026-9-13-06-42-40.ulg,actuator_motors,7660,0.0128955,0.020262,7660,0.000127,0.000196,0
9.13数据/log_5_2026-9-13-06-42-40.ulg,vehicle_angular_velocity,7660,0.0052755,0.010278749999999988,7660,8.099999999999999e-05,0.000147,0
9.13数据/log_5_2026-9-13-06-42-40.ulg,vehicle_attitude,7660,0.0195655,0.025125049999999996,7660,0.000495,0.0007289999999999999,0
9.13数据/log_5_2026-9-13-06-42-40.ulg,vehicle_local_position,7660,0.0,0.0,7660,0.00046899999999999996,0.000701,0
9.13数据/log_7_2026-9-13-18-12-52.ulg,actuator_servos,4847,0.015142999999999998,0.020279,4847,0.000129,0.000204,0
9.13数据/log_7_2026-9-13-18-12-52.ulg,actuator_motors,4847,0.015142999999999998,0.020279,4847,0.000129,0.000204,0
9.13数据/log_7_2026-9-13-18-12-52.ulg,vehicle_angular_velocity,4847,0.005318,0.010308799999999996,4847,8.099999999999999e-05,0.00013769999999999982,0
9.13数据/log_7_2026-9-13-18-12-52.ulg,vehicle_attitude,4847,0.019426,0.025123,4847,0.000493,0.000649,0
9.13数据/log_7_2026-9-13-18-12-52.ulg,vehicle_local_position,4847,0.0,0.0,4847,0.000472,0.0006169999999999999,0
9.14数据/log_11_2026-9-14-18-13-22.ulg,actuator_servos,7770,0.01509,0.02005,7770,0.000242,0.000272,0
9.14数据/log_11_2026-9-14-18-13-22.ulg,actuator_motors,7770,0.01509,0.02005,7770,0.000242,0.000272,0
9.14数据/log_11_2026-9-14-18-13-22.ulg,vehicle_angular_velocity,7770,0.005294,0.010229,7770,0.000179,0.00018999999999999998,0
9.14数据/log_11_2026-9-14-18-13-22.ulg,vehicle_attitude,7770,0.0193165,0.024831,7770,0.0006385,0.000953,0
9.14数据/log_11_2026-9-14-18-13-22.ulg,vehicle_local_position,7770,0.0,0.0,7770,0.0005909999999999999,0.0008985499999999993,0
9.14数据/log_12_2026-9-14-18-20-30.ulg,actuator_servos,7895,0.013182999999999999,0.02028,7895,0.00013099999999999999,0.000196,0
9.14数据/log_12_2026-9-14-18-20-30.ulg,actuator_motors,7895,0.013182999999999999,0.020279,7895,0.00013099999999999999,0.000196,0
9.14数据/log_12_2026-9-14-18-20-30.ulg,vehicle_angular_velocity,7895,0.0052829999999999995,0.010255299999999998,7895,8.099999999999999e-05,0.000143,0
9.14数据/log_12_2026-9-14-18-20-30.ulg,vehicle_attitude,7895,0.019524,0.025122,7895,0.000504,0.0007059999999999999,0
9.14数据/log_12_2026-9-14-18-20-30.ulg,vehicle_local_position,7895,0.0,0.0,7895,0.000477,0.000761,0
9.14数据/log_13_2026-9-14-18-28-32.ulg,actuator_servos,9065,0.012954,0.020284999999999997,9065,0.00013199999999999998,0.00019079999999999924,0
9.14数据/log_13_2026-9-14-18-28-32.ulg,actuator_motors,9065,0.012948999999999999,0.020284999999999997,9065,0.00013199999999999998,0.00019079999999999924,0
9.14数据/log_13_2026-9-14-18-28-32.ulg,vehicle_angular_velocity,9065,0.005183,0.010324,9065,8.099999999999999e-05,0.00014879999999999925,0
9.14数据/log_13_2026-9-14-18-28-32.ulg,vehicle_attitude,9065,0.019555,0.025127999999999998,9065,0.000502,0.0007307999999999992,0
9.14数据/log_13_2026-9-14-18-28-32.ulg,vehicle_local_position,9065,0.0,0.0,9065,0.00047599999999999997,0.0006887999999999992,0
9.14数据/log_14_2026-9-14-18-34-22.ulg,actuator_servos,6148,0.015097,0.020057,6148,0.000243,0.000272,0
9.14数据/log_14_2026-9-14-18-34-22.ulg,actuator_motors,6148,0.015097,0.020057,6148,0.000243,0.000272,0
9.14数据/log_14_2026-9-14-18-34-22.ulg,vehicle_angular_velocity,6148,0.005301,0.010239999999999999,6148,0.000179,0.00018899999999999999,0
9.14数据/log_14_2026-9-14-18-34-22.ulg,vehicle_attitude,6148,0.019344,0.024828,6148,0.0006485,0.0009456499999999996,0
9.14数据/log_14_2026-9-14-18-34-22.ulg,vehicle_local_position,6148,0.0,0.0,6148,0.000598,0.000886,0
9.15数据/log_10_2026-9-15-17-44-04.ulg,actuator_servos,6155,0.012934,0.020276,6155,0.000135,0.00019899999999999999,0
9.15数据/log_10_2026-9-15-17-44-04.ulg,actuator_motors,6155,0.012934,0.020276,6155,0.000135,0.00019829999999999926,0
9.15数据/log_10_2026-9-15-17-44-04.ulg,vehicle_angular_velocity,6155,0.005307999999999999,0.008098499999999996,6155,8.2e-05,0.000144,0
9.15数据/log_10_2026-9-15-17-44-04.ulg,vehicle_attitude,6155,0.019651,0.025128299999999996,6155,0.000377,0.0006879999999999999,0
9.15数据/log_10_2026-9-15-17-44-04.ulg,vehicle_local_position,6155,0.0,0.0,6155,0.00047999999999999996,0.0006219999999999999,0
9.15数据/log_11_2026-9-15-17-51-56.ulg,actuator_servos,5583,0.015165999999999999,0.0202819,5583,0.000136,0.000204,0
9.15数据/log_11_2026-9-15-17-51-56.ulg,actuator_motors,5583,0.015165999999999999,0.020281,5583,0.000136,0.000204,0
9.15数据/log_11_2026-9-15-17-51-56.ulg,vehicle_angular_velocity,5583,0.005318,0.010331799999999999,5583,8.2e-05,0.00014789999999999964,0
9.15数据/log_11_2026-9-15-17-51-56.ulg,vehicle_attitude,5583,0.019681999999999998,0.025126,5583,0.000507,0.000654,0
9.15数据/log_11_2026-9-15-17-51-56.ulg,vehicle_local_position,5583,0.0,0.0,5583,0.000483,0.000611,0
9.15数据/log_12_2026-9-15-18-03-58.ulg,actuator_servos,7253,0.015085,0.020047,7253,0.000245,0.00027039999999999963,0
9.15数据/log_12_2026-9-15-18-03-58.ulg,actuator_motors,7253,0.015085,0.0200474,7253,0.000245,0.00027,0
9.15数据/log_12_2026-9-15-18-03-58.ulg,vehicle_angular_velocity,7253,0.005291,0.010232999999999999,7253,0.000179,0.000188,0
9.15数据/log_12_2026-9-15-18-03-58.ulg,vehicle_attitude,7253,0.019421,0.024829,7253,0.000629,0.00089,0
9.15数据/log_12_2026-9-15-18-03-58.ulg,vehicle_local_position,7253,0.0,0.0,7253,0.000593,0.000856,0
9.15数据/log_13_2026-9-15-18-10-58.ulg,actuator_servos,7117,0.012995,0.020276,7117,0.000133,0.00018899999999999999,0
9.15数据/log_13_2026-9-15-18-10-58.ulg,actuator_motors,7117,0.012995,0.020276199999999998,7117,0.000133,0.00018899999999999999,0
9.15数据/log_13_2026-9-15-18-10-58.ulg,vehicle_angular_velocity,7117,0.0031249999999999997,0.010256799999999996,7117,8.099999999999999e-05,0.000147,0
9.15数据/log_13_2026-9-15-18-10-58.ulg,vehicle_attitude,7117,0.019534,0.025123,7117,0.000499,0.0007289999999999999,0
9.15数据/log_13_2026-9-15-18-10-58.ulg,vehicle_local_position,7117,0.0,0.0,7117,0.000483,0.000668,0
9.15数据/log_14_2026-9-15-18-17-26.ulg,actuator_servos,7063,0.015068999999999999,0.020274,7063,0.000134,0.00019099999999999998,0
9.15数据/log_14_2026-9-15-18-17-26.ulg,actuator_motors,7063,0.015068999999999999,0.0202739,7063,0.000134,0.00019189999999999965,0
9.15数据/log_14_2026-9-15-18-17-26.ulg,vehicle_angular_velocity,7063,0.005319,0.010317499999999997,7063,8.099999999999999e-05,0.000139,0
9.15数据/log_14_2026-9-15-18-17-26.ulg,vehicle_attitude,7063,0.019635,0.025120999999999997,7063,0.0005149999999999999,0.0006879999999999999,0
9.15数据/log_14_2026-9-15-18-17-26.ulg,vehicle_local_position,7063,0.0,0.0,7063,0.000481,0.0006398999999999996,0
9.15数据/log_15_2026-9-15-18-23-44.ulg,actuator_servos,7241,0.013097,0.020277,7241,0.000133,0.000195,0
9.15数据/log_15_2026-9-15-18-23-44.ulg,actuator_motors,7241,0.013097,0.020277,7241,0.000133,0.000195,0
9.15数据/log_15_2026-9-15-18-23-44.ulg,vehicle_angular_velocity,7241,0.005301,0.010218999999999999,7241,8.099999999999999e-05,0.00014199999999999998,0
9.15数据/log_15_2026-9-15-18-23-44.ulg,vehicle_attitude,7241,0.019586,0.02512,7241,0.000496,0.000716,0
9.15数据/log_15_2026-9-15-18-23-44.ulg,vehicle_local_position,7241,0.0,0.0,7241,0.00047799999999999996,0.0006749999999999999,0
9.16数据/log_1_2026-9-16-18-02-34.ulg,actuator_servos,6184,0.0151635,0.020281,6184,0.000135,0.000197,0
9.16数据/log_1_2026-9-16-18-02-34.ulg,actuator_motors,6184,0.015165999999999999,0.020281,6184,0.000135,0.000197,0
9.16数据/log_1_2026-9-16-18-02-34.ulg,vehicle_angular_velocity,6184,0.0053305,0.008151849999999999,6184,8.099999999999999e-05,0.000144,0
9.16数据/log_1_2026-9-16-18-02-34.ulg,vehicle_attitude,6184,0.01961,0.02511585,6184,0.000509,0.0006879999999999999,0
9.16数据/log_1_2026-9-16-18-02-34.ulg,vehicle_local_position,6184,0.0,0.0,6184,0.000483,0.0006709999999999999,0
9.16数据/log_2_2026-9-16-18-08-46.ulg,actuator_servos,7122,0.013026,0.02028,7122,0.000143,0.000206,0
9.16数据/log_2_2026-9-16-18-08-46.ulg,actuator_motors,7122,0.0130245,0.02028,7122,0.000143,0.000206,0
9.16数据/log_2_2026-9-16-18-08-46.ulg,vehicle_angular_velocity,7122,0.0052899999999999996,0.00816295,7122,8.099999999999999e-05,0.000145,0
9.16数据/log_2_2026-9-16-18-08-46.ulg,vehicle_attitude,7122,0.0195055,0.025131999999999998,7122,0.0005145,0.0007629499999999999,0
9.16数据/log_2_2026-9-16-18-08-46.ulg,vehicle_local_position,7122,0.0,0.0,7122,0.000493,0.0006679499999999998,0
9.16数据/log_3_2026-9-16-18-13-58.ulg,actuator_servos,5429,0.015207,0.020281999999999998,5429,0.000143,0.000215,0
9.16数据/log_3_2026-9-16-18-13-58.ulg,actuator_motors,5429,0.015198,0.020281999999999998,5429,0.000143,0.000215,0
9.16数据/log_3_2026-9-16-18-13-58.ulg,vehicle_angular_velocity,5429,0.005339,0.010267,5429,8.099999999999999e-05,0.000145,0
9.16数据/log_3_2026-9-16-18-13-58.ulg,vehicle_attitude,5429,0.019573,0.025129,5429,0.000517,0.00074,0
9.16数据/log_3_2026-9-16-18-13-58.ulg,vehicle_local_position,5429,0.0,0.0,5429,0.00049,0.0006479999999999999,0
9.16数据/log_4_2026-9-16-18-20-50.ulg,actuator_servos,7101,0.013028,0.020284999999999997,7101,0.000144,0.000214,0
9.16数据/log_4_2026-9-16-18-20-50.ulg,actuator_motors,7101,0.013028999999999999,0.020286,7101,0.000144,0.000214,0
9.16数据/log_4_2026-9-16-18-20-50.ulg,vehicle_angular_velocity,7101,0.005288999999999999,0.010251,7101,8.099999999999999e-05,0.000145,0
9.16数据/log_4_2026-9-16-18-20-50.ulg,vehicle_attitude,7101,0.019518,0.025127999999999998,7101,0.000505,0.000744,0
9.16数据/log_4_2026-9-16-18-20-50.ulg,vehicle_local_position,7101,0.0,0.0,7101,0.000496,0.000676,0
9.16数据/log_5_2026-9-16-18-26-48.ulg,actuator_servos,6795,0.012954,0.020277999999999997,6795,0.000136,0.000203,0
9.16数据/log_5_2026-9-16-18-26-48.ulg,actuator_motors,6795,0.012945,0.020277999999999997,6795,0.000136,0.000203,0
9.16数据/log_5_2026-9-16-18-26-48.ulg,vehicle_angular_velocity,6795,0.003119,0.010265599999999998,6795,8.099999999999999e-05,0.000147,0
9.16数据/log_5_2026-9-16-18-26-48.ulg,vehicle_attitude,6795,0.019629,0.025131999999999998,6795,0.000503,0.000672,0
9.16数据/log_5_2026-9-16-18-26-48.ulg,vehicle_local_position,6795,0.0,0.0,6795,0.00047599999999999997,0.000628,0
9.18数据/log_0_2026-9-18-18-15-06.ulg,actuator_servos,7635,0.01513,0.020274,7635,0.000137,0.000202,0
9.18数据/log_0_2026-9-18-18-15-06.ulg,actuator_motors,7635,0.015132999999999999,0.020274,7635,0.000137,0.000202,0
9.18数据/log_0_2026-9-18-18-15-06.ulg,vehicle_angular_velocity,7635,0.005301999999999999,0.010267,7635,8.099999999999999e-05,0.000146,0
9.18数据/log_0_2026-9-18-18-15-06.ulg,vehicle_attitude,7635,0.019381,0.02512,7635,0.000486,0.000707,0
9.18数据/log_0_2026-9-18-18-15-06.ulg,vehicle_local_position,7635,0.0,0.0,7635,0.000481,0.0006272999999999993,0
9.18数据/log_1_2026-9-18-18-23-36.ulg,actuator_servos,7133,0.015094999999999999,0.020062999999999998,7133,0.000254,0.00028399999999999996,0
9.18数据/log_1_2026-9-18-18-23-36.ulg,actuator_motors,7133,0.015094999999999999,0.020062999999999998,7133,0.000254,0.00028399999999999996,0
9.18数据/log_1_2026-9-18-18-23-36.ulg,vehicle_angular_velocity,7133,0.00531,0.010254399999999999,7133,0.000179,0.00019139999999999964,0
9.18数据/log_1_2026-9-18-18-23-36.ulg,vehicle_attitude,7133,0.019351,0.0248404,7133,0.000633,0.0009429999999999999,0
