cohort,log_id,horizon_s,metric,K25,K50,paired_error_delta,absolute_gain
Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.1,attitude_error_deg,1.3689178034324438,1.435246576573726,-0.06632877314128205,0.06632877314128205
Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.1,body_rate_rmse_rad_s,0.5303554099732017,0.5572023988878645,-0.02684698891466275,0.02684698891466275
Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.1,position_rmse_m,0.018519303247234803,0.018794325031601836,-0.0002750217843670334,0.0002750217843670334
Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.1,velocity_rmse_m_s,0.12171382973399576,0.13695090359726136,-0.015237073863265602,0.015237073863265602
Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.2,attitude_error_deg,2.3987341277330514,2.408675501156655,-0.009941373423603572,0.009941373423603572
Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.2,body_rate_rmse_rad_s,0.5362227783411061,0.5364579524748215,-0.00023517413371543228,0.00023517413371543228
Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.2,position_rmse_m,0.03909025029897991,0.03902901907420799,6.123122477191822e-05,-6.123122477191822e-05
Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.2,velocity_rmse_m_s,0.18984332732304524,0.1979894542761855,-0.008146126953140265,0.008146126953140265
Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.5,attitude_error_deg,5.104299359833495,4.9748637335681805,0.12943562626531424,-0.12943562626531424
Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.5,body_rate_rmse_rad_s,0.5961129164216098,0.5996000781672474,-0.003487161745637568,0.003487161745637568
Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.5,position_rmse_m,0.1348089850380243,0.1295578932084387,0.005251091829585608,-0.005251091829585608
Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.5,velocity_rmse_m_s,0.4253078229972147,0.3850303139439324,0.04027750905328231,-0.04027750905328231
Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,1.0,attitude_error_deg,8.992022681766313,8.554292403834928,0.43773027793138475,-0.43773027793138475
Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,1.0,body_rate_rmse_rad_s,0.7246682301675754,0.7011725041925144,0.023495725975061,-0.023495725975061
Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,1.0,position_rmse_m,0.4540127983225393,0.40538830396265557,0.04862449435988375,-0.04862449435988375
Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,1.0,velocity_rmse_m_s,0.8758858591807416,0.7918509094463468,0.08403494973439474,-0.08403494973439474
Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.1,attitude_error_deg,1.548230773769478,1.6007211935092711,-0.05249041973979307,0.05249041973979307
Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.1,body_rate_rmse_rad_s,0.5157515536796474,0.5444843234293008,-0.02873276974965333,0.02873276974965333
Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.1,position_rmse_m,0.020340275957487722,0.020401669371252176,-6.139341376445312e-05,6.139341376445312e-05
Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.1,velocity_rmse_m_s,0.13372159953306073,0.16022795514086863,-0.026506355607807897,0.026506355607807897
Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.2,attitude_error_deg,2.3057402776931313,2.3026806625949474,0.0030596150981838655,-0.0030596150981838655
Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.2,body_rate_rmse_rad_s,0.5360089077384146,0.5619193934475801,-0.025910485709165543,0.025910485709165543
Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.2,position_rmse_m,0.04168685588404162,0.04211210080473821,-0.0004252449206965936,0.0004252449206965936
Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.2,velocity_rmse_m_s,0.21321284787176867,0.22994533053611022,-0.016732482664341547,0.016732482664341547
Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.5,attitude_error_deg,4.795051744487135,4.532907508928169,0.26214423555896627,-0.26214423555896627
Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.5,body_rate_rmse_rad_s,0.5765411103508719,0.5796025083513947,-0.0030613980005228525,0.0030613980005228525
Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.5,position_rmse_m,0.13259016820598493,0.12671197872067164,0.0058781894853132954,-0.0058781894853132954
Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.5,velocity_rmse_m_s,0.3866418737001376,0.3714757057167514,0.015166167983386158,-0.015166167983386158
Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,1.0,attitude_error_deg,8.041925951540774,7.246708678028763,0.7952172735120113,-0.7952172735120113
Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,1.0,body_rate_rmse_rad_s,0.6741709082644687,0.6462706509904356,0.027900257274033113,-0.027900257274033113
Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,1.0,position_rmse_m,0.4166373161131598,0.3674627516449282,0.049174564468231596,-0.049174564468231596
Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,1.0,velocity_rmse_m_s,0.7827993834224163,0.66902567716737,0.11377370625504624,-0.11377370625504624
Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.1,attitude_error_deg,1.3125064515766187,1.3754460475342247,-0.06293959595760601,0.06293959595760601
Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.1,body_rate_rmse_rad_s,0.40989319665547636,0.45060078163419764,-0.04070758497872129,0.04070758497872129
Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.1,position_rmse_m,0.015620164287005233,0.01608760157776934,-0.0004674372907641066,0.0004674372907641066
Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.1,velocity_rmse_m_s,0.12915099683425127,0.13334562666673352,-0.004194629832482255,0.004194629832482255
Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.2,attitude_error_deg,2.162063501851219,2.0860311518330708,0.07603235001814834,-0.07603235001814834
Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.2,body_rate_rmse_rad_s,0.49642592934487145,0.5109363158013713,-0.01451038645649988,0.01451038645649988
Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.2,position_rmse_m,0.035633875313471404,0.03513397428513485,0.0004999010283365524,-0.0004999010283365524
Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.2,velocity_rmse_m_s,0.1918655248068711,0.19758477612277114,-0.005719251315900037,0.005719251315900037
Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.5,attitude_error_deg,4.580653208722356,4.265467350235426,0.31518585848693004,-0.31518585848693004
Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.5,body_rate_rmse_rad_s,0.5558926149092794,0.5692473909238159,-0.013354776014536496,0.013354776014536496
Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.5,position_rmse_m,0.1262012076316336,0.11682268003254971,0.009378527599083877,-0.009378527599083877
Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.5,velocity_rmse_m_s,0.42131831486471083,0.38949360995077537,0.031824704913935464,-0.031824704913935464
Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,1.0,attitude_error_deg,7.353027022710225,6.587951953602425,0.7650750691077999,-0.7650750691077999
Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,1.0,body_rate_rmse_rad_s,0.5648904786368701,0.5454791722848423,0.019411306352027813,-0.019411306352027813
Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,1.0,position_rmse_m,0.39723313402954147,0.357101026747678,0.04013210728186345,-0.04013210728186345
Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,1.0,velocity_rmse_m_s,0.7776343857033403,0.6919698197680203,0.08566456593532001,-0.08566456593532001
Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.1,attitude_error_deg,1.5581379145054175,1.5890792972322894,-0.030941382726871858,0.030941382726871858
Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.1,body_rate_rmse_rad_s,0.5327631166983692,0.5425076425193714,-0.00974452582100227,0.00974452582100227
Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.1,position_rmse_m,0.017970743084849247,0.0183436438844793,-0.00037290079963005207,0.00037290079963005207
Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.1,velocity_rmse_m_s,0.15632619374189985,0.17055282505953517,-0.014226631317635324,0.014226631317635324
Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.2,attitude_error_deg,2.67877096794685,2.6184384452225253,0.060332522724324544,-0.060332522724324544
Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.2,body_rate_rmse_rad_s,0.546955761478301,0.5662782162548257,-0.01932245477652461,0.01932245477652461
Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.2,position_rmse_m,0.04020205956552021,0.04044340333577848,-0.00024134377025826492,0.00024134377025826492
Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.2,velocity_rmse_m_s,0.2288794351269302,0.23450092655520763,-0.00562149142827742,0.00562149142827742
Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.5,attitude_error_deg,5.480293098048562,5.085110341688288,0.3951827563602741,-0.3951827563602741
Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.5,body_rate_rmse_rad_s,0.5672533301891117,0.5671281521193231,0.0001251780697886229,-0.0001251780697886229
Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.5,position_rmse_m,0.14622307132773235,0.1396653535835807,0.006557717744151648,-0.006557717744151648
Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.5,velocity_rmse_m_s,0.4306829152282295,0.4023061613973898,0.028376753830839707,-0.028376753830839707
Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,1.0,attitude_error_deg,8.837510833287697,7.944221400857441,0.8932894324302554,-0.8932894324302554
Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,1.0,body_rate_rmse_rad_s,0.6828915416094402,0.6679275509776955,0.014963990631744695,-0.014963990631744695
Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,1.0,position_rmse_m,0.44796063071544784,0.4044302900103127,0.04353034070513512,-0.04353034070513512
Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,1.0,velocity_rmse_m_s,0.8364168347185238,0.7266250377868376,0.10979179693168617,-0.10979179693168617
Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.1,attitude_error_deg,1.3386788808126955,1.3914871690945845,-0.05280828828188899,0.05280828828188899
Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.1,body_rate_rmse_rad_s,0.5083739419536716,0.5327755316006512,-0.024401589646979582,0.024401589646979582
Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.1,position_rmse_m,0.021829598477755077,0.02173674491482457,9.285356293050814e-05,-9.285356293050814e-05
