cohort,log_id,horizon_s,metric,K25,K50,paired_error_delta,absolute_gain
Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.1,velocity_rmse_m_s,0.12068939348539638,0.13734982365132622,-0.016660430165929843,0.016660430165929843
Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.2,attitude_error_deg,2.6301300186988676,2.6381528676977557,-0.008022848998888055,0.008022848998888055
Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.2,body_rate_rmse_rad_s,0.49209243946074194,0.5188927613360559,-0.02680032187531395,0.02680032187531395
Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.2,position_rmse_m,0.043541075926844496,0.04098405976419104,0.0025570161626534554,-0.0025570161626534554
Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.2,velocity_rmse_m_s,0.18255415653718418,0.19523559869707277,-0.01268144215988859,0.01268144215988859
Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.5,attitude_error_deg,5.039369794125535,4.721212537216998,0.31815725690853647,-0.31815725690853647
Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.5,body_rate_rmse_rad_s,0.4941880418073783,0.5090032720729425,-0.014815230265564194,0.014815230265564194
Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.5,position_rmse_m,0.14034518226233647,0.12498475851100573,0.015360423751330746,-0.015360423751330746
Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.5,velocity_rmse_m_s,0.3639688213346092,0.34201621540485955,0.02195260592974968,-0.02195260592974968
Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,1.0,attitude_error_deg,8.333806335190447,7.464133023183581,0.8696733120068663,-0.8696733120068663
Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,1.0,body_rate_rmse_rad_s,0.5236732147614436,0.4975899060471281,0.026083308714315467,-0.026083308714315467
Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,1.0,position_rmse_m,0.4035170931881251,0.3505809603162294,0.05293613287189575,-0.05293613287189575
Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,1.0,velocity_rmse_m_s,0.6951454898608075,0.6209063188079879,0.07423917105281963,-0.07423917105281963
Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.1,attitude_error_deg,1.3905257803862918,1.434786021527796,-0.044260241141504286,0.044260241141504286
Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.1,body_rate_rmse_rad_s,0.4868008014256471,0.5042924719531944,-0.0174916705275473,0.0174916705275473
Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.1,position_rmse_m,0.02249034816462654,0.02290278856506033,-0.0004124404004337903,0.0004124404004337903
Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.1,velocity_rmse_m_s,0.127315967618398,0.13357072968026848,-0.006254762061870478,0.006254762061870478
Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.2,attitude_error_deg,2.153949314625411,2.0509991386172266,0.10295017600818435,-0.10295017600818435
Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.2,body_rate_rmse_rad_s,0.42014813877203133,0.45227980929743494,-0.03213167052540361,0.03213167052540361
Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.2,position_rmse_m,0.04600111946818406,0.04582210064888076,0.00017901881930330182,-0.00017901881930330182
Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.2,velocity_rmse_m_s,0.1729146892442287,0.16953385548321245,0.0033808337610162498,-0.0033808337610162498
Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.5,attitude_error_deg,4.546465980523319,4.180541395391752,0.3659245851315669,-0.3659245851315669
Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.5,body_rate_rmse_rad_s,0.4795043150066532,0.49437992608236253,-0.014875611075709338,0.014875611075709338
Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.5,position_rmse_m,0.13477088069825116,0.130447421021993,0.004323459676258162,-0.004323459676258162
Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.5,velocity_rmse_m_s,0.34001124656549025,0.30911436175004015,0.03089688481545011,-0.03089688481545011
Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,1.0,attitude_error_deg,8.166432589028213,7.432306630334698,0.7341259586935154,-0.7341259586935154
Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,1.0,body_rate_rmse_rad_s,0.6109852354795874,0.5959197505573619,0.01506548492222548,-0.01506548492222548
Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,1.0,position_rmse_m,0.3836070870405442,0.3528624866708312,0.030744600369712993,-0.030744600369712993
Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,1.0,velocity_rmse_m_s,0.6822145232697375,0.6274361474652886,0.05477837580444889,-0.05477837580444889
Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.1,attitude_error_deg,1.4065618985502804,1.4291526677785644,-0.02259076922828407,0.02259076922828407
Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.1,body_rate_rmse_rad_s,0.4710233857178372,0.48343137298381117,-0.012407987265973974,0.012407987265973974
Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.1,position_rmse_m,0.01637125760206554,0.016103899441761656,0.00026735816030388354,-0.00026735816030388354
Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.1,velocity_rmse_m_s,0.13386409854708395,0.14689983932909662,-0.013035740782012667,0.013035740782012667
Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.2,attitude_error_deg,2.5583811266301155,2.4340157577279835,0.12436536890213201,-0.12436536890213201
Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.2,body_rate_rmse_rad_s,0.5827936020062329,0.6079949046835899,-0.025201302677356985,0.025201302677356985
Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.2,position_rmse_m,0.03772912960055309,0.03804979820460753,-0.00032066860405444153,0.00032066860405444153
Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.2,velocity_rmse_m_s,0.20090793836260135,0.2158724194556099,-0.014964481093008547,0.014964481093008547
Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.5,attitude_error_deg,4.683137180853624,4.350513813906791,0.3326233669468328,-0.3326233669468328
Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.5,body_rate_rmse_rad_s,0.5295208820507628,0.5546140900849036,-0.025093208034140835,0.025093208034140835
Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.5,position_rmse_m,0.12828917486167268,0.1269280867506554,0.001361088111017289,-0.001361088111017289
Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.5,velocity_rmse_m_s,0.39663645140939524,0.379134864120562,0.01750158728883322,-0.01750158728883322
Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,1.0,attitude_error_deg,8.130724667201244,7.234712238441357,0.896012428759887,-0.896012428759887
Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,1.0,body_rate_rmse_rad_s,0.6083000018980387,0.5791791768306754,0.029120825067363243,-0.029120825067363243
Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,1.0,position_rmse_m,0.3689541573798952,0.332663240748759,0.03629091663113615,-0.03629091663113615
Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,1.0,velocity_rmse_m_s,0.718106437804094,0.6427918741492854,0.0753145636548086,-0.0753145636548086
Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.1,attitude_error_deg,1.4293495372329608,1.5027048820171849,-0.07335534478422412,0.07335534478422412
Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.1,body_rate_rmse_rad_s,0.5802738725345752,0.6038368468868888,-0.02356297435231358,0.02356297435231358
Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.1,position_rmse_m,0.01570650425111564,0.01587271344200456,-0.00016620919088892322,0.00016620919088892322
Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.1,velocity_rmse_m_s,0.19702543808159398,0.20736925735756204,-0.010343819275968058,0.010343819275968058
Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.2,attitude_error_deg,2.3752491679654453,2.470317161486264,-0.09506799352081874,0.09506799352081874
Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.2,body_rate_rmse_rad_s,0.5165200486273999,0.5415164089538348,-0.02499636032643493,0.02499636032643493
Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.2,position_rmse_m,0.040534984404562144,0.04143264477656435,-0.0008976603720022083,0.0008976603720022083
Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.2,velocity_rmse_m_s,0.3059570636946871,0.3235602933567256,-0.017603229662038478,0.017603229662038478
Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.5,attitude_error_deg,4.6715690854296605,4.445455813870876,0.22611327155878413,-0.22611327155878413
Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.5,body_rate_rmse_rad_s,0.6050885714054934,0.6137744787313157,-0.008685907325822306,0.008685907325822306
Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.5,position_rmse_m,0.14297893029797845,0.13916068914727844,0.003818241150700008,-0.003818241150700008
Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.5,velocity_rmse_m_s,0.4424118175942208,0.4103101575336045,0.03210166006061632,-0.03210166006061632
Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,1.0,attitude_error_deg,8.449228625303121,8.059030728347661,0.3901978969554598,-0.3901978969554598
Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,1.0,body_rate_rmse_rad_s,0.7337504059787108,0.7053823329807297,0.028368072997981053,-0.028368072997981053
Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,1.0,position_rmse_m,0.42932481898175595,0.3748641304556246,0.05446068852613134,-0.05446068852613134
Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,1.0,velocity_rmse_m_s,0.857128049772534,0.734739411089795,0.12238863868273897,-0.12238863868273897
Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.1,attitude_error_deg,1.2634132728117573,1.3622596849577333,-0.098846412145976,0.098846412145976
Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.1,body_rate_rmse_rad_s,0.5074407199069372,0.5530089000065873,-0.045568180099650135,0.045568180099650135
Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.1,position_rmse_m,0.015695191827120678,0.01530677661499954,0.00038841521212113796,-0.00038841521212113796
Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.1,velocity_rmse_m_s,0.1147228181405923,0.12048190185413292,-0.005759083713540614,0.005759083713540614
Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.2,attitude_error_deg,2.1089834794158513,2.249147114384623,-0.1401636349687716,0.1401636349687716
Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.2,body_rate_rmse_rad_s,0.5124028121896909,0.5637592886497217,-0.05135647646003083,0.05135647646003083
Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.2,position_rmse_m,0.03132779078587167,0.029584413301275703,0.0017433774845959649,-0.0017433774845959649
Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.2,velocity_rmse_m_s,0.1548556338869789,0.15732589108938322,-0.002470257202404319,0.002470257202404319
Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.5,attitude_error_deg,4.347554760206964,4.166005104752478,0.18154965545448576,-0.18154965545448576
Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.5,body_rate_rmse_rad_s,0.6134108683785543,0.6555534578702021,-0.04214258949164784,0.04214258949164784
Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.5,position_rmse_m,0.10489480931523155,0.09558464641847268,0.009310162896758872,-0.009310162896758872
Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.5,velocity_rmse_m_s,0.351443498417511,0.35330121552318333,-0.0018577171056723407,0.0018577171056723407
Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,1.0,attitude_error_deg,7.433141382186482,6.8726560727426405,0.5604853094438411,-0.5604853094438411
Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,1.0,body_rate_rmse_rad_s,0.6216590462662587,0.6301768021030675,-0.008517755836808805,0.008517755836808805
Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,1.0,position_rmse_m,0.33432347705407134,0.2998706743712142,0.034452802682857164,-0.034452802682857164
Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,1.0,velocity_rmse_m_s,0.6546500003546637,0.5934785464476295,0.06117145390703416,-0.06117145390703416
Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.1,attitude_error_deg,1.3595045660465626,1.4579581554329293,-0.09845358938636672,0.09845358938636672
Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.1,body_rate_rmse_rad_s,0.5540469756526768,0.6064862429225015,-0.05243926726982473,0.05243926726982473
Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.1,position_rmse_m,0.05956495590538557,0.05949747993104526,6.747597434030722e-05,-6.747597434030722e-05
Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.1,velocity_rmse_m_s,0.12097237227399053,0.13639126976940016,-0.01541889749540963,0.01541889749540963
Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.2,attitude_error_deg,2.107759457880602,2.283036823741726,-0.17527736586112397,0.17527736586112397
Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.2,body_rate_rmse_rad_s,0.5192563876500002,0.582714699997854,-0.06345831234785382,0.06345831234785382
Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.2,position_rmse_m,0.11332615859968558,0.11313192717337854,0.00019423142630703438,-0.00019423142630703438
Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.2,velocity_rmse_m_s,0.1790486877451896,0.1961516477467956,-0.01710296000160602,0.01710296000160602
Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.5,attitude_error_deg,4.022674045031338,3.939725662026115,0.08294838300522311,-0.08294838300522311
Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.5,body_rate_rmse_rad_s,0.5859678051266194,0.6179517789707033,-0.03198397384408391,0.03198397384408391
Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.5,position_rmse_m,0.27707317486809885,0.27311814364730436,0.0039550312207944915,-0.0039550312207944915
Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.5,velocity_rmse_m_s,0.34417366945930744,0.3347779444134305,0.009395725045876935,-0.009395725045876935
Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,1.0,attitude_error_deg,6.519692297462783,5.8665437132969664,0.6531485841658169,-0.6531485841658169
Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,1.0,body_rate_rmse_rad_s,0.5996272641152952,0.5864395884287842,0.013187675686511025,-0.013187675686511025
Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,1.0,position_rmse_m,0.6541342998004877,0.6341799913954546,0.019954308405033094,-0.019954308405033094
Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,1.0,velocity_rmse_m_s,0.6901014620890115,0.6357130060160641,0.0543884560729474,-0.0543884560729474
Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.1,attitude_error_deg,1.397976599065095,1.4558988172801353,-0.05792221821504029,0.05792221821504029
Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.1,body_rate_rmse_rad_s,0.5062171457089435,0.5379810659178091,-0.03176392020886565,0.03176392020886565
Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.1,position_rmse_m,0.022058975465929723,0.021581392629208662,0.0004775828367210612,-0.0004775828367210612
Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.1,velocity_rmse_m_s,0.13117671561227187,0.1315882494380165,-0.00041153382574463104,0.00041153382574463104
Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.2,attitude_error_deg,2.22385002105723,2.286774219528015,-0.06292419847078534,0.06292419847078534
