model,seed,cohort,horizon_s,position_rmse_m,velocity_rmse_m_s,attitude_error_deg,body_rate_rmse_rad_s,delta_v_rmse_m_s,delta_omega_rmse_rad_s,velocity_x_rmse_m_s,velocity_y_rmse_m_s,velocity_z_rmse_m_s,body_rate_p_rmse_rad_s,body_rate_q_rmse_rad_s,body_rate_r_rmse_rad_s,n_flights,n_windows
K25,17,ALL,0.1,0.03543992527490631,0.13354556849274304,1.339352093640001,0.5183686455630757,0.13354556849274304,0.5183686455630757,0.0585820165772974,0.06271178375062814,0.09827939707681072,0.4554331372332159,0.20842128853385844,0.12589191954969828,17,2582
K25,17,ALL,0.2,0.07115571973655613,0.18498735961118243,2.1328238950275185,0.5405427986100608,0.18498735961118243,0.5405427986100608,0.08197885533352778,0.08490105364169277,0.1395801182682604,0.47913043042754805,0.2071803814441628,0.13520715256853516,17,2582
K25,17,ALL,0.5,0.1994627327844925,0.37368119251065346,4.241804910209265,0.5736698461598512,0.37368119251065346,0.5736698461598512,0.19240805675059397,0.18956432714147764,0.2537878428994443,0.5039069118260019,0.22859218483292554,0.14675726863488625,17,2582
K25,17,ALL,1.0,0.5118899437417747,0.7138221982235573,7.172106098805497,0.6246536249443781,0.7138221982235573,0.6246536249443781,0.40945085613190324,0.4343660817923123,0.3852567928452758,0.5081581993384527,0.3178651912064842,0.16705110636849246,17,2582
K25,17,Sep17,0.1,0.018675706351822426,0.13970316950474582,1.396792138887966,0.5011653260944464,0.13970316950474582,0.5011653260944464,0.05879394360974895,0.059392093602569467,0.11148158599002365,0.4268269272886285,0.22200088060888967,0.13473834837959392,8,1101
K25,17,Sep17,0.2,0.04072898297633454,0.20990548695002215,2.3664850534458353,0.5208034311472671,0.20990548695002215,0.5208034311472671,0.09066704961342607,0.0884172295712025,0.16494738163003717,0.4480619894091797,0.22141463568772363,0.14452124335937122,8,1101
K25,17,Sep17,0.5,0.13564257558073253,0.39249258233816914,4.831238642308595,0.5484220893006052,0.39249258233816914,0.5484220893006052,0.18072890640857592,0.1870835612276574,0.29207253462472693,0.4677135832038477,0.23648418412986355,0.1606489703077645,8,1101
K25,17,Sep17,1.0,0.4067652492776516,0.7537236966513412,8.25073405480901,0.6258191920543653,0.7537236966513412,0.6258191920543653,0.4036154699654909,0.4613677541835019,0.4361737342081896,0.4872723455862069,0.3417802134137047,0.19018102087805208,8,1101
K25,17,Sep7,0.1,0.05034145320653644,0.12807214537096276,1.2882942756418096,0.5336604850907463,0.12807214537096276,0.5336604850907463,0.05839363699289603,0.0656626194377914,0.08654411804284366,0.4808608794061825,0.19635054002271957,0.1180284272564577,9,1481
K25,17,Sep7,0.2,0.0982017079678642,0.16283791308776938,1.9251250875445705,0.5580889030214329,0.16283791308776938,0.5580889030214329,0.0742560159736182,0.08177556392657301,0.11703143972445886,0.5067468224438757,0.19452771100544206,0.12692796075445867,9,1481
K25,17,Sep7,0.5,0.25619176141005695,0.3569599571084172,3.7178638150098613,0.5961122967014032,0.3569599571084172,0.5961122967014032,0.2027895237212767,0.19176945239820675,0.2197570058103042,0.536078759490139,0.22157707434675844,0.13440908937010562,9,1481
K25,17,Sep7,1.0,0.6053341165987729,0.6783541996210827,6.2133256934690415,0.6236175652910563,0.6783541996210827,0.6236175652910563,0.4146378660576031,0.4103645952223659,0.33999728941157464,0.5267234026737824,0.29660739368895483,0.146491182359995,9,1481
K25,23,ALL,0.1,0.03532611416467359,0.13356576765641434,1.3568253157828434,0.5161757944098714,0.13356576765641434,0.5161757944098714,0.05862310141884326,0.060667136476227325,0.09987203242004287,0.45039468206214245,0.2113115801542306,0.12838055014052596,17,2582
K25,23,ALL,0.2,0.07078691786407444,0.18402248977617963,2.155419116291126,0.5306171544023474,0.18402248977617963,0.5306171544023474,0.08643158911251156,0.08391521910764894,0.1366421833737823,0.4651775676520791,0.21191767151057048,0.1335310852290769,17,2582
K25,23,ALL,0.5,0.19801310845481143,0.37595904642233346,4.301286964316707,0.574917844121306,0.37595904642233346,0.574917844121306,0.1980840305965399,0.19170729124618313,0.25143786184984973,0.48960677301334965,0.2549839976358508,0.1513363858997751,17,2582
K25,23,ALL,1.0,0.5122347724152666,0.7342655020576875,7.187493376911975,0.6454344861431711,0.7342655020576875,0.6454344861431711,0.4256249538192569,0.45197380323278125,0.38591119496880066,0.5057104422416908,0.35773532209999603,0.16698389867719307,17,2582
K25,23,Sep17,0.1,0.01860290527393104,0.14080305244933172,1.4367819886978386,0.5001242271907184,0.14080305244933172,0.5001242271907184,0.05934767859252168,0.05802387016864075,0.11322366608909318,0.4184894450153762,0.22802402935509555,0.14667141581138216,8,1101
