seed,cohort,horizon_s,metric,K25,K50,paired_error_delta,absolute_gain,relative_gain_pct
42,Sep17,1.0,position_rmse_m,0.4068023255617712,0.36266834263901937,0.044133982922751835,-0.044133982922751835,-12.16924052471832
42,Sep17,1.0,velocity_rmse_m_s,0.7792504957949267,0.6955118791321241,0.08373861666280258,-0.08373861666280258,-12.039854267808275
42,Sep7,0.1,attitude_error_deg,1.280477426953052,1.355336387270758,-0.07485896031770611,0.07485896031770611,5.523275330078731
42,Sep7,0.1,body_rate_rmse_rad_s,0.53193536273977,0.5644980701246431,-0.0325627073848731,0.0325627073848731,5.768435555091117
42,Sep7,0.1,position_rmse_m,0.050153107103066134,0.04997010980519788,0.00018299729786825508,-0.00018299729786825508,-0.3662135196053136
42,Sep7,0.1,velocity_rmse_m_s,0.1364677181507865,0.1385978911101612,-0.0021301729593746765,0.0021301729593746765,1.536944712731278
42,Sep7,0.2,attitude_error_deg,1.952185113819888,2.052332852225132,-0.10014773840524405,0.10014773840524405,4.8797025441883966
42,Sep7,0.2,body_rate_rmse_rad_s,0.5498720431847033,0.5896147511290296,-0.03974270794432633,0.03974270794432633,6.740453468680119
42,Sep7,0.2,position_rmse_m,0.09765667194808227,0.09671862658143528,0.000938045366646989,-0.000938045366646989,-0.9698704373734798
42,Sep7,0.2,velocity_rmse_m_s,0.1657876581757179,0.17443074097869474,-0.008643082802976848,0.008643082802976848,4.955022695244142
42,Sep7,0.5,attitude_error_deg,3.815800596635974,3.624536907851976,0.19126368878399802,-0.19126368878399802,-5.276913814000791
42,Sep7,0.5,body_rate_rmse_rad_s,0.5941039614180658,0.6267512849310521,-0.03264732351298638,0.03264732351298638,5.208975920420786
42,Sep7,0.5,position_rmse_m,0.2506879275263802,0.24778728140150572,0.0029006461248744786,-0.0029006461248744786,-1.170619455715475
42,Sep7,0.5,velocity_rmse_m_s,0.3297409467904325,0.3420055009220494,-0.012264554131616923,0.012264554131616923,3.5860692586965977
42,Sep7,1.0,attitude_error_deg,6.490047644193848,5.852196404623697,0.6378512395701508,-0.6378512395701508,-10.89934779130444
42,Sep7,1.0,body_rate_rmse_rad_s,0.617235020303548,0.6163230741225322,0.0009119461810158658,-0.0009119461810158658,-0.1479656075369588
42,Sep7,1.0,position_rmse_m,0.5725269092033606,0.5648888009559414,0.007638108247419173,-0.007638108247419173,-1.3521436846496995
42,Sep7,1.0,velocity_rmse_m_s,0.6341220993643493,0.610860817954229,0.023261281410120294,-0.023261281410120294,-3.807951128380153
