channel,kind,window_a,window_b,distance,interval,response_a,response_b,opposite_response_sign,zero_response
common,cross_flight,train:9.15数据/log_12_2026-9-15-18-03-58.ulg:0:1145,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:2:405,0.7626279095929946,late_500ms,-0.4896084531893575,-0.2231564910586814,False,False
common,cross_flight,train:9.15数据/log_12_2026-9-15-18-03-58.ulg:0:1145,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:2:405,0.7626279095929946,late_1s,-0.3330744795691306,-0.4560655763834914,False,False
common,cross_flight,train:9.15数据/log_12_2026-9-15-18-03-58.ulg:2:625,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:2:1335,0.8005209150130758,late_500ms,-0.1219050149978456,-0.433760511882049,False,False
common,cross_flight,train:9.15数据/log_12_2026-9-15-18-03-58.ulg:2:625,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:2:1335,0.8005209150130758,late_1s,-0.8348523801368994,-0.8418329541869528,False,False
common,cross_flight,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:2:1615,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:2:1335,0.7558552961469197,late_500ms,-0.6024349290200179,-0.433760511882049,False,False
common,cross_flight,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:2:1615,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:2:1335,0.7558552961469197,late_1s,-0.6432119396427195,-0.8418329541869528,False,False
common,cross_flight,train:9.15数据/log_14_2026-9-15-18-17-26.ulg:0:615,train:9.15数据/log_12_2026-9-15-18-03-58.ulg:0:1145,0.8715436537665731,late_500ms,0.4048073902774027,-0.4896084531893575,True,False
common,cross_flight,train:9.15数据/log_14_2026-9-15-18-17-26.ulg:0:615,train:9.15数据/log_12_2026-9-15-18-03-58.ulg:0:1145,0.8715436537665731,late_1s,0.6415780637266105,-0.3330744795691306,True,False
common,cross_flight,train:9.15数据/log_14_2026-9-15-18-17-26.ulg:2:1255,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:0:1445,1.2277074874271263,late_500ms,-0.9818678035244592,-0.4750943738821959,False,False
common,cross_flight,train:9.15数据/log_14_2026-9-15-18-17-26.ulg:2:1255,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:0:1445,1.2277074874271263,late_1s,-0.4478493270692911,-0.5484583992980979,False,False
common,cross_flight,train:9.15数据/log_15_2026-9-15-18-23-44.ulg:2:1075,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:2:1335,0.5538676781335066,late_500ms,-0.7582006269035142,-0.433760511882049,False,False
common,cross_flight,train:9.15数据/log_15_2026-9-15-18-23-44.ulg:2:1075,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:2:1335,0.5538676781335066,late_1s,-0.5843427856188153,-0.8418329541869528,False,False
common,cross_flight,train:9.16数据/log_1_2026-9-16-18-02-34.ulg:5:595,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1775,1.182214773429692,late_500ms,0.0186093875261925,-0.1229357651896614,True,False
common,cross_flight,train:9.16数据/log_1_2026-9-16-18-02-34.ulg:5:595,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1775,1.182214773429692,late_1s,0.0395143428647758,-0.5937419159804548,True,False
common,cross_flight,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:0:125,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:485,1.1153644426945677,late_500ms,1.2250038060368564,-0.4202467933304156,True,False
common,cross_flight,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:0:125,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:485,1.1153644426945677,late_1s,1.2484973306802976,-0.388969075510188,True,False
common,cross_flight,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:2:505,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:2:445,0.7950122037952317,late_500ms,0.3179751483792036,-0.2774925997065678,True,False
common,cross_flight,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:2:505,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:2:445,0.7950122037952317,late_1s,0.5321693563263837,-0.671860456138651,True,False
common,cross_flight,train:9.16数据/log_4_2026-9-16-18-20-50.ulg:0:135,train:9.16数据/log_5_2026-9-16-18-26-48.ulg:1:415,0.8883152733518944,late_500ms,0.838129724335038,-0.164359936681452,True,False
common,cross_flight,train:9.16数据/log_4_2026-9-16-18-20-50.ulg:0:135,train:9.16数据/log_5_2026-9-16-18-26-48.ulg:1:415,0.8883152733518944,late_1s,1.0362903681916735,-0.2480499465708814,True,False
common,cross_flight,train:9.16数据/log_5_2026-9-16-18-26-48.ulg:2:265,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:2:505,1.1801556584997053,late_500ms,-0.5764273124964409,0.3179751483792036,True,False
common,cross_flight,train:9.16数据/log_5_2026-9-16-18-26-48.ulg:2:265,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:2:505,1.1801556584997053,late_1s,-0.5601071433294958,0.5321693563263837,True,False
rudder,same_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:2445,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:1045,1.7282386704228805,late_500ms,0.0657981384072112,-0.2242473464169922,True,False
rudder,same_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:2445,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:1045,1.7282386704228805,late_1s,-0.019528291220311,0.1733924176268802,True,False
rudder,same_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:995,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:1045,0.6124974526893504,late_500ms,-0.2446137771569068,-0.2242473464169922,False,False
rudder,same_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:995,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:1045,0.6124974526893504,late_1s,-0.066970392536727,0.1733924176268802,True,False
rudder,same_flight,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:735,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:2015,1.0494905179577128,late_500ms,0.1931926839850485,-0.0594451606024575,True,False
rudder,same_flight,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:735,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:2015,1.0494905179577128,late_1s,0.0299884660488698,-0.2021482306475676,True,False
rudder,same_flight,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:6:115,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:6:1445,1.1803708302004197,late_500ms,-0.3033909011823543,0.2609772480082581,True,False
rudder,same_flight,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:6:115,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:6:1445,1.1803708302004197,late_1s,-0.1685789780097851,0.0652526198181349,True,False
rudder,same_flight,train:9.12数据/log_11_2026-9-12-06-21-12.ulg:2:1295,train:9.12数据/log_11_2026-9-12-06-21-12.ulg:2:1435,1.1095943074255743,late_500ms,0.2589532378453718,-0.1180159961432649,True,False
rudder,same_flight,train:9.12数据/log_11_2026-9-12-06-21-12.ulg:2:1295,train:9.12数据/log_11_2026-9-12-06-21-12.ulg:2:1435,1.1095943074255743,late_1s,0.0024824149576843,0.0992855722557128,False,False
rudder,cross_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:2445,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:2:115,0.6169328050086778,late_500ms,0.0657981384072112,-0.1799560309205272,True,False
rudder,cross_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:2445,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:2:115,0.6169328050086778,late_1s,-0.019528291220311,0.026320947882556,True,False
rudder,cross_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:995,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:1:135,0.9916808786716256,late_500ms,-0.2446137771569068,-0.0221812677797189,False,False
rudder,cross_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:995,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:1:135,0.9916808786716256,late_1s,-0.066970392536727,0.1967276163293217,True,False
rudder,cross_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:1045,train:9.11数据/log_13_2026-9-11-18-28-08.ulg:4:885,1.012954498291199,late_500ms,-0.2242473464169922,0.7676352611068098,True,False
rudder,cross_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:1045,train:9.11数据/log_13_2026-9-11-18-28-08.ulg:4:885,1.012954498291199,late_1s,0.1733924176268802,0.4440079495460937,False,False
rudder,cross_flight,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1385,train:9.12数据/log_3_2026-9-12-18-40-02.ulg:2:125,0.6300762213946619,late_500ms,0.1773737997585411,-0.1877002845157208,True,False
rudder,cross_flight,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1385,train:9.12数据/log_3_2026-9-12-18-40-02.ulg:2:125,0.6300762213946619,late_1s,0.1855092432221982,0.2117310960252746,False,False
rudder,cross_flight,train:2026.9.6/log_19_2026-9-6-18-52-30.ulg:0:225,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:735,0.9654582430753168,late_500ms,0.0866072403281894,0.1931926839850485,False,False
rudder,cross_flight,train:2026.9.6/log_19_2026-9-6-18-52-30.ulg:0:225,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:735,0.9654582430753168,late_1s,-0.3066062185301961,0.0299884660488698,True,False
rudder,cross_flight,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:735,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:0:465,0.8775366882521181,late_500ms,0.1931926839850485,0.46266894009087,False,False
rudder,cross_flight,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:735,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:0:465,0.8775366882521181,late_1s,0.0299884660488698,0.1429163560374216,False,False
rudder,cross_flight,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:2015,train:9.16数据/log_1_2026-9-16-18-02-34.ulg:5:45,1.1749536088480053,late_500ms,-0.0594451606024575,-0.2779165155160822,False,False
rudder,cross_flight,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:2015,train:9.16数据/log_1_2026-9-16-18-02-34.ulg:5:45,1.1749536088480053,late_1s,-0.2021482306475676,-0.2720502448364025,False,False
rudder,cross_flight,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:6:115,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1385,0.7946766529054038,late_500ms,-0.3033909011823543,0.1773737997585411,True,False
rudder,cross_flight,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:6:115,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1385,0.7946766529054038,late_1s,-0.1685789780097851,0.1855092432221982,True,False
rudder,cross_flight,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:6:1445,train:9.12数据/log_3_2026-9-12-18-40-02.ulg:2:125,0.7681818973678562,late_500ms,0.2609772480082581,-0.1877002845157208,True,False
rudder,cross_flight,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:6:1445,train:9.12数据/log_3_2026-9-12-18-40-02.ulg:2:125,0.7681818973678562,late_1s,0.0652526198181349,0.2117310960252746,False,False
rudder,cross_flight,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:0:1415,train:9.16数据/log_1_2026-9-16-18-02-34.ulg:5:45,1.0385954332362397,late_500ms,0.3115723744840648,-0.2779165155160822,True,False
rudder,cross_flight,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:0:1415,train:9.16数据/log_1_2026-9-16-18-02-34.ulg:5:45,1.0385954332362397,late_1s,0.2878292367540277,-0.2720502448364025,True,False
rudder,cross_flight,train:9.11数据/log_14_2026-9-11-18-34-58.ulg:0:545,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:1:155,0.9994902591769178,late_500ms,-0.314963197453328,0.9519352090311504,True,False
rudder,cross_flight,train:9.11数据/log_14_2026-9-11-18-34-58.ulg:0:545,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:1:155,0.9994902591769178,late_1s,0.2323245180825268,0.1745152151085851,False,False
rudder,cross_flight,train:9.11数据/log_15_2026-9-11-18-40-48.ulg:0:1215,train:9.12数据/log_3_2026-9-12-18-40-02.ulg:2:125,0.7702932093501669,late_500ms,0.066715692705004,-0.1877002845157208,True,False
rudder,cross_flight,train:9.11数据/log_15_2026-9-11-18-40-48.ulg:0:1215,train:9.12数据/log_3_2026-9-12-18-40-02.ulg:2:125,0.7702932093501669,late_1s,-0.0706445276425109,0.2117310960252746,True,False
rudder,cross_flight,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:1:215,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:735,1.0591230341971083,late_500ms,0.7105985789088346,0.1931926839850485,False,False
rudder,cross_flight,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:1:215,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:735,1.0591230341971083,late_1s,0.4294301546034008,0.0299884660488698,False,False
rudder,cross_flight,train:9.12数据/log_11_2026-9-12-06-21-12.ulg:2:1295,train:9.15数据/log_14_2026-9-15-18-17-26.ulg:2:405,0.7967784157849128,late_500ms,0.2589532378453718,0.1295937660536367,False,False
rudder,cross_flight,train:9.12数据/log_11_2026-9-12-06-21-12.ulg:2:1295,train:9.15数据/log_14_2026-9-15-18-17-26.ulg:2:405,0.7967784157849128,late_1s,0.0024824149576843,0.2989918786730685,False,False
rudder,cross_flight,train:9.12数据/log_11_2026-9-12-06-21-12.ulg:2:1435,train:9.18数据/log_1_2026-9-18-18-23-36.ulg:2:705,0.8648194550309596,late_500ms,-0.1180159961432649,0.6061568969556927,True,False
rudder,cross_flight,train:9.12数据/log_11_2026-9-12-06-21-12.ulg:2:1435,train:9.18数据/log_1_2026-9-18-18-23-36.ulg:2:705,0.8648194550309596,late_1s,0.0992855722557128,0.5095639431682993,False,False
rudder,cross_flight,train:9.12数据/log_7_2026-9-12-05-49-02.ulg:2:225,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:995,1.1710722940246254,late_500ms,-0.3261586624773891,-0.2446137771569068,False,False
rudder,cross_flight,train:9.12数据/log_7_2026-9-12-05-49-02.ulg:2:225,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:995,1.1710722940246254,late_1s,-0.1083060940390756,-0.066970392536727,False,False
rudder,cross_flight,train:9.12数据/log_8_2026-9-12-05-55-30.ulg:2:155,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1385,0.8857176221455378,late_500ms,-0.2053350125205608,0.1773737997585411,True,False
rudder,cross_flight,train:9.12数据/log_8_2026-9-12-05-55-30.ulg:2:155,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1385,0.8857176221455378,late_1s,-0.1705997441464458,0.1855092432221982,True,False
rudder,cross_flight,train:9.12数据/log_9_2026-9-12-06-03-32.ulg:6:1445,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:1:155,1.1201564258700398,late_500ms,0.2579546423185673,0.9519352090311504,False,False
rudder,cross_flight,train:9.12数据/log_9_2026-9-12-06-03-32.ulg:6:1445,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:1:155,1.1201564258700398,late_1s,-0.3288945967749049,0.1745152151085851,True,False
rudder,cross_flight,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:2:115,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:2445,1.0007753600872058,late_500ms,-0.1917535492883797,0.0657981384072112,True,False
rudder,cross_flight,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:2:115,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:2445,1.0007753600872058,late_1s,-0.3156925189172825,-0.019528291220311,False,False
rudder,cross_flight,train:9.14数据/log_12_2026-9-14-18-20-30.ulg:2:375,train:9.15数据/log_14_2026-9-15-18-17-26.ulg:2:405,1.0602032668848524,late_500ms,0.7719318976967975,0.1295937660536367,False,False
rudder,cross_flight,train:9.14数据/log_12_2026-9-14-18-20-30.ulg:2:375,train:9.15数据/log_14_2026-9-15-18-17-26.ulg:2:405,1.0602032668848524,late_1s,0.1616887761051099,0.2989918786730685,False,False
rudder,cross_flight,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:1:1395,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:995,1.1720298937003095,late_500ms,-0.5673051171353534,-0.2446137771569068,False,False
rudder,cross_flight,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:1:1395,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:995,1.1720298937003095,late_1s,-0.3455817371092244,-0.066970392536727,False,False
rudder,cross_flight,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:3:715,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1385,1.184556718529665,late_500ms,-0.4137316257477144,0.1773737997585411,True,False
rudder,cross_flight,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:3:715,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1385,1.184556718529665,late_1s,-0.3868590642825396,0.1855092432221982,True,False
rudder,cross_flight,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:3:895,train:9.11数据/log_15_2026-9-11-18-40-48.ulg:0:1215,0.993548038035166,late_500ms,-0.2193784492679545,0.066715692705004,True,False
rudder,cross_flight,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:3:895,train:9.11数据/log_15_2026-9-11-18-40-48.ulg:0:1215,0.993548038035166,late_1s,0.3708275431648493,-0.0706445276425109,True,False
rudder,cross_flight,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:0:175,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:735,0.9865854132611946,late_500ms,0.6723940774367371,0.1931926839850485,False,False
rudder,cross_flight,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:0:175,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:735,0.9865854132611946,late_1s,0.5247643700433242,0.0299884660488698,False,False
rudder,cross_flight,train:9.15数据/log_15_2026-9-15-18-23-44.ulg:0:165,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:735,1.2038480590147738,late_500ms,0.4333392476810386,0.1931926839850485,False,False
rudder,cross_flight,train:9.15数据/log_15_2026-9-15-18-23-44.ulg:0:165,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:735,1.2038480590147738,late_1s,0.1482110543914559,0.0299884660488698,False,False
rudder,cross_flight,train:9.16数据/log_1_2026-9-16-18-02-34.ulg:5:45,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1385,0.7043636104521664,late_500ms,-0.2779165155160822,0.1773737997585411,True,False
rudder,cross_flight,train:9.16数据/log_1_2026-9-16-18-02-34.ulg:5:45,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1385,0.7043636104521664,late_1s,-0.2720502448364025,0.1855092432221982,True,False
rudder,cross_flight,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:2:695,train:9.18数据/log_1_2026-9-18-18-23-36.ulg:2:95,0.7059726999689848,late_500ms,-0.2594315379954637,0.2986301431833583,True,False
rudder,cross_flight,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:2:695,train:9.18数据/log_1_2026-9-18-18-23-36.ulg:2:95,0.7059726999689848,late_1s,-0.0139988741419818,0.2710066615831502,True,False
rudder,cross_flight,train:9.18数据/log_0_2026-9-18-18-15-06.ulg:0:135,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:735,1.4392669419141866,late_500ms,-0.0189895428612492,0.1931926839850485,True,False
rudder,cross_flight,train:9.18数据/log_0_2026-9-18-18-15-06.ulg:0:135,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:735,1.4392669419141866,late_1s,-0.1897504555724739,0.0299884660488698,True,False
rudder,cross_flight,train:9.18数据/log_0_2026-9-18-18-15-06.ulg:0:685,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:3:895,1.579032940700696,late_500ms,0.2980683524911711,-0.2193784492679545,True,False
rudder,cross_flight,train:9.18数据/log_0_2026-9-18-18-15-06.ulg:0:685,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:3:895,1.579032940700696,late_1s,0.3582753270238396,0.3708275431648493,False,False
rudder,cross_flight,train:9.18数据/log_1_2026-9-18-18-23-36.ulg:2:705,train:9.15数据/log_14_2026-9-15-18-17-26.ulg:2:405,0.8237157113383189,late_500ms,0.6061568969556927,0.1295937660536367,False,False
rudder,cross_flight,train:9.18数据/log_1_2026-9-18-18-23-36.ulg:2:705,train:9.15数据/log_14_2026-9-15-18-17-26.ulg:2:405,0.8237157113383189,late_1s,0.5095639431682993,0.2989918786730685,False,False
