partition,channel,flight_id,window_id,origin_timestamp_us,end_us,sign,persistence,first_mean_departure,late_mean_departure,late_same_sign_fraction,prehistory_rms_departure,prehistory_stable,holds_and_others_quiet_to_1s,both_flags,initial_speed,initial_rate_p,initial_rate_q,initial_rate_r,frequency_hz,actual_horizon_s
train,common,2026.9.6/log_18_2026-9-6-18-46-20.ulg,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1775,506904255,507909630.0,1.0,0.8617865825296721,0.06978150332579389,0.08042289174278267,1.0,0.0669231020442021,False,True,False,6.65797611097021,-0.046908583492040634,0.03204404190182686,0.024777667596936226,2.7997243404388428,1.0053750000000001
train,common,2026.9.6/log_18_2026-9-6-18-46-20.ulg,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1875,508905242,509910670.0,-1.0,0.8097063771004667,-0.05360985627863556,-0.061856945567997174,1.0,0.044981761350086205,False,False,False,7.1717715323305775,0.2035219371318817,-0.08500219136476517,-0.022451477125287056,2.9508018493652344,1.0054279999999998
train,common,2026.9.6/log_19_2026-9-6-18-52-30.ulg,train:2026.9.6/log_19_2026-9-6-18-52-30.ulg:0:145,60276199,61274216.0,-1.0,0.8147857359027664,-0.03694203100400045,0.03269465134013444,0.4,0.0431304123856113,False,False,False,5.896536852985522,0.15893562138080597,-0.25408071279525757,0.3127121925354004,3.9196155071258545,0.9980169999999998
train,common,2026.9.6/log_20_2026-9-6-18-58-10.ulg,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:1875,72686788,73684853.0,-1.0,0.9117974304384652,-0.036967738677049056,-0.050947074918076395,1.0,0.01752146344089128,True,True,True,6.204686141416366,0.10753344744443893,-0.3460918366909027,-0.016083702445030212,4.081012725830078,0.998065
train,common,2026.9.6/log_20_2026-9-6-18-58-10.ulg,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:6:75,125989409,126987369.0,-1.0,0.8608302006856059,-0.03830847978591919,-0.06279764890670776,1.0,0.02362841121012299,False,True,False,8.987015556928027,-0.12918013334274292,-0.8434267640113831,-0.15061675012111664,4.049263954162598,0.99796
train,common,2026.9.6/log_28_2026-9-6-07-01-38.ulg,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:0:765,433855357,434853505.0,1.0,0.8746655777662571,0.039119627177715305,0.058178192228078844,1.0,0.04358355012937086,False,False,False,4.286862701067057,-0.1948850452899933,-1.1262214183807373,-0.3321211040019989,3.7639994621276855,0.9981479999999998
train,common,2026.9.6/log_28_2026-9-6-07-01-38.ulg,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:0:1445,447459176,448457148.0,-1.0,0.8622580131598615,-0.059003913030028346,-0.053994709998369216,1.0,0.03760927589103825,False,True,False,7.478957423379889,-0.26379966735839844,0.4689939022064209,0.26855894923210144,4.00870418548584,0.9979719999999999
train,common,2026.9.6/log_28_2026-9-6-07-01-38.ulg,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:8:115,520874721,521882482.0,-1.0,0.9122577952391592,-0.0376296204328537,-0.12823932137340308,1.0,0.014015286045748651,True,False,False,10.282364521530274,0.527213990688324,-0.16640937328338623,-0.35306087136268616,4.20085334777832,1.007761
train,common,9.11数据/log_13_2026-9-11-18-28-08.ulg,train:9.11数据/log_13_2026-9-11-18-28-08.ulg:2:375,63763463,64761361.0,1.0,0.8862632256654004,0.04883742034435272,0.12428684771060944,1.0,0.03328758267622221,False,False,False,3.997167622217921,-0.022977428510785103,0.1918112188577652,-0.14850740134716034,4.032620906829834,0.9978979999999998
train,common,9.11数据/log_13_2026-9-11-18-28-08.ulg,train:9.11数据/log_13_2026-9-11-18-28-08.ulg:4:25,88223627,89231613.0,1.0,0.9196436862655194,0.06230774760246277,0.10705649614334106,1.0,0.029304937650496164,True,False,False,4.658454954677518,0.09845098108053207,-1.1508601903915405,-0.382072776556015,3.587658405303955,1.007986
train,common,9.11数据/log_14_2026-9-11-18-34-58.ulg,train:9.11数据/log_14_2026-9-11-18-34-58.ulg:4:1265,248159953,249155489.0,1.0,0.8030181704684634,0.043694228529930115,0.07533249974250794,1.0,0.02496525699867844,False,False,False,9.011110227473315,-0.19256438314914703,0.6208050847053528,0.008315322920680046,3.7179789543151855,0.9955359999999998
train,common,9.11数据/log_14_2026-9-11-18-34-58.ulg,train:9.11数据/log_14_2026-9-11-18-34-58.ulg:4:1385,250555119,251550608.0,1.0,0.9177600836799442,0.06014797151088715,0.02258237898349762,0.8,0.05052339535511831,False,False,False,9.8777014451826,0.6102445721626282,0.5622848868370056,-0.2301383763551712,3.765277862548828,0.9954889999999997
train,common,9.11数据/log_14_2026-9-11-18-34-58.ulg,train:9.11数据/log_14_2026-9-11-18-34-58.ulg:4:1645,255749551,256754862.0,1.0,0.8904925115295058,0.05493732392787933,0.0866397950053215,1.0,0.05066377592080622,False,False,False,8.194864602122065,-0.2525588274002075,0.8094568252563477,0.05925215035676956,3.613828420639038,1.0053109999999998
train,common,9.12数据/log_10_2026-9-12-06-13-40.ulg,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:0:315,260231675,261227157.0,-1.0,0.8962353355014124,-0.03748563945293427,0.00017932116985321046,0.48,0.030479498246868804,False,False,False,6.66629126550726,1.4233373403549194,0.8325725197792053,-0.10023780912160873,4.05153226852417,0.995482
train,common,9.12数据/log_10_2026-9-12-06-13-40.ulg,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:3:55,292894776,293890232.0,1.0,0.816618416182804,0.03229166030883789,0.04911965906620026,1.0,0.021689232766555645,False,False,False,6.651659667877883,-0.07905421406030655,0.5008360147476196,-0.24642717838287354,4.173955917358398,0.995456
train,common,9.12数据/log_12_2026-9-12-06-29-44.ulg,train:9.12数据/log_12_2026-9-12-06-29-44.ulg:0:535,79592495,80588008.0,-1.0,0.8914314453922572,-0.048683585086837414,-0.03100574132055044,0.92,0.024499577500483555,False,False,False,5.462696236424258,-0.11939103901386261,-0.8344588875770569,0.25545477867126465,4.366793632507324,0.9955130000000004
train,common,9.12数据/log_12_2026-9-12-06-29-44.ulg,train:9.12数据/log_12_2026-9-12-06-29-44.ulg:4:255,192367551,193372897.0,1.0,0.883228472596375,0.06601916313171387,0.08973976194858552,1.0,0.02413163412966581,True,False,False,8.536843629775035,0.03496760129928589,-0.7134181261062622,0.4417358636856079,3.256492853164673,1.0053459999999999
train,common,9.12数据/log_2_2026-9-12-18-32-54.ulg,train:9.12数据/log_2_2026-9-12-18-32-54.ulg:3:985,194550795,195548736.0,1.0,0.8709175566054972,0.04889247328042984,0.0421803630143404,1.0,0.04787613417800477,False,False,False,6.706657003243846,0.45601001381874084,0.31382492184638977,0.0957818403840065,3.52236270904541,0.9979410000000001
train,common,9.12数据/log_2_2026-9-12-18-32-54.ulg,train:9.12数据/log_2_2026-9-12-18-32-54.ulg:3:1055,195947958,196945908.0,1.0,0.8384152468891813,0.033464950202032925,0.08622899787224014,1.0,0.018569336025844693,False,False,False,6.275803315654714,-0.07679509371519089,0.556176483631134,0.09278182685375214,3.0107414722442627,0.99795
train,common,9.12数据/log_2_2026-9-12-18-32-54.ulg,train:9.12数据/log_2_2026-9-12-18-32-54.ulg:3:1235,199550660,200548659.0,1.0,0.8761755269306551,0.04618372239172459,0.08540176366106607,1.0,0.02551933211609323,False,False,False,6.7138170625131,-0.16532666981220245,0.4245744049549103,-0.01749286986887455,2.628977060317993,0.997999
train,common,9.12数据/log_3_2026-9-12-18-40-02.ulg,train:9.12数据/log_3_2026-9-12-18-40-02.ulg:2:105,144891434,145896876.0,1.0,0.9132212566055908,0.05381808370351791,0.08095692217350006,1.0,0.01529831828820741,True,False,False,7.780288850917093,0.14804767072200775,-0.6860840916633606,0.3411281406879425,3.980802059173584,1.0054419999999997
train,common,9.12数据/log_7_2026-9-12-05-49-02.ulg,train:9.12数据/log_7_2026-9-12-05-49-02.ulg:2:975,252095514,253093376.0,1.0,0.9243136515712838,0.05091905415058136,0.07457800433039666,1.0,0.04102367004006674,False,False,False,7.049232919760533,0.023009350523352623,0.14290203154087067,0.3264204263687134,2.746340751647949,0.9978619999999998
train,common,9.12数据/log_8_2026-9-12-05-55-30.ulg,train:9.12数据/log_8_2026-9-12-05-55-30.ulg:5:675,187444110,188441922.0,1.0,0.8202349368964063,0.032296382451895624,0.036867688936181364,1.0,0.0318456410091763,False,False,False,7.659844255829903,-0.18879404664039612,0.44531285762786865,0.14043395221233368,3.0137765407562256,0.9978119999999998
train,common,9.12数据/log_9_2026-9-12-06-03-32.ulg,train:9.12数据/log_9_2026-9-12-06-03-32.ulg:0:375,62262558,63250469.0,1.0,0.9133247660513056,0.07223058760166168,0.09946390867233276,1.0,0.038289254471950335,False,False,False,4.888414841275982,-0.6496913433074951,0.06213244050741196,-0.1575849950313568,3.806027889251709,0.9879110000000001
train,common,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:0:505,105746971,106744949.0,-1.0,0.8853011188010994,-0.040161682963371276,-0.11755625253543257,1.0,0.043747173345117095,False,False,False,7.454488230413103,-0.654131293296814,-0.26665496826171875,-0.15130659937858582,4.641046524047852,0.9979780000000001
train,common,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:485,117792141,118790122.0,1.0,0.8472850364106651,0.03683577984571457,0.022786097526550295,0.76,0.042435754228448606,False,False,False,8.525857552952177,-0.022484280169010162,0.6247996091842651,-0.019105641171336174,4.2859978675842285,0.9979809999999996
train,common,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:695,121983550,122991459.0,1.0,0.8746103296748403,0.03441553264856338,0.032207568138837815,1.0,0.03864876605659633,False,False,False,8.877462067159987,0.26680922508239746,0.6146605014801025,-0.13161130249500275,3.939784049987793,1.0079090000000002
train,common,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:1965,147391087,148389010.0,1.0,0.8768393885713506,0.034615434408187866,0.02862315535545349,0.92,0.029631887424386095,False,False,False,7.4996695660927495,0.6097449660301208,0.7787524461746216,-0.36020442843437195,3.9112493991851807,0.997923
train,common,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:2:65,222924165,223932054.0,1.0,0.8966987501593268,0.03495283186435699,0.0300110787153244,1.0,0.03704345847486828,False,False,False,8.3044743071327,0.13686905801296234,0.4796299934387207,0.059351857751607895,3.440880537033081,1.0078890000000003
train,common,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:2:925,240128228,241126172.0,-1.0,0.8996560315758723,-0.03756477743387222,-0.0579367958009243,1.0,0.0521807672439015,False,False,False,7.273065256851535,-0.330316960811615,0.04008833318948746,0.027346687391400337,2.065997362136841,0.9979439999999998
train,common,9.13数据/log_2_2026-9-13-06-20-06.ulg,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:0:305,105843109,106838633.0,-1.0,0.897906518946403,-0.03899934028275311,-0.019491235883906485,0.72,0.06063486793470147,False,False,False,7.241796287540513,0.7640340328216553,-0.8019093871116638,-0.026494015008211136,4.555582046508789,0.9955240000000001
train,common,9.13数据/log_2_2026-9-13-06-20-06.ulg,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:2:55,219775657,220780896.0,1.0,0.9393981489305838,0.06485761642456055,0.07934247970581054,1.0,0.055264739181950476,False,False,False,7.3386667029281885,-0.18338121473789215,-0.1740688532590866,0.001120534259825945,3.475278377532959,1.0052389999999995
train,common,9.13数据/log_2_2026-9-13-06-20-06.ulg,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:2:445,227581782,228577284.0,1.0,0.8184991442710322,0.04123772042803466,0.052546508349478244,1.0,0.022484140806021496,False,False,False,7.388794305237041,0.48436781764030457,0.45226985216140747,0.08833124488592148,3.655219793319702,0.9955020000000002
train,common,9.13数据/log_2_2026-9-13-06-20-06.ulg,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:2:1135,241380680,242376112.0,1.0,0.889484878338048,0.08601414280943573,0.1156092307716608,1.0,0.0977810680874223,False,False,False,7.078208987705149,-0.30178818106651306,0.32092416286468506,-0.19813933968544006,2.8912296295166016,0.9954320000000001
train,common,9.13数据/log_4_2026-9-13-06-36-26.ulg,train:9.13数据/log_4_2026-9-13-06-36-26.ulg:1:2305,93096603,94094478.0,1.0,0.8741886512760413,0.03926973342895508,0.046081831753253935,1.0,0.02924162789945123,False,False,False,7.049710602646689,0.24719923734664917,0.6070800423622131,-0.13324150443077087,4.139819622039795,0.9978750000000001
train,common,9.13数据/log_7_2026-9-13-18-12-52.ulg,train:9.13数据/log_7_2026-9-13-18-12-52.ulg:4:465,150616223,151614306.0,-1.0,0.8740270404117642,-0.033549611568450925,-0.028023183047771454,0.96,0.03438253120253199,False,False,False,7.210099740056248,-0.2846178412437439,-0.9772489666938782,0.08990222215652466,4.238776683807373,0.9980830000000002
train,common,9.14数据/log_12_2026-9-14-18-20-30.ulg,train:9.14数据/log_12_2026-9-14-18-20-30.ulg:2:1155,236698977,237697009.0,1.0,0.8186711201834365,0.045156499296426775,0.11210118792951107,1.0,0.07622617560031522,False,False,False,6.7439047979250395,-0.2477095127105713,0.8305833339691162,-0.12977226078510284,2.8422937393188477,0.998032
train,common,9.14数据/log_13_2026-9-14-18-28-32.ulg,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:3:185,294007794,295005952.0,-1.0,0.9264146937748484,-0.03907983690500259,-0.00855459509184584,0.56,0.02907685358117076,False,False,False,8.089009789223178,0.01236359216272831,-0.04266582801938057,0.36121654510498047,3.069568395614624,0.9981579999999999
train,common,9.14数据/log_13_2026-9-14-18-28-32.ulg,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:3:945,309207706,310205750.0,1.0,0.8971328768369234,0.04306667864322662,0.05510745167732239,1.0,0.04999705038312014,False,False,False,8.418279783521417,-0.27893805503845215,0.26724767684936523,0.9136285185813904,3.8494458198547363,0.9980439999999998
train,common,9.15数据/log_11_2026-9-15-17-51-56.ulg,train:9.15数据/log_11_2026-9-15-17-51-56.ulg:0:145,136696771,137694786.0,-1.0,0.8616145331576657,-0.062314178962260484,-0.08400159075041301,1.0,0.02185377563346176,True,False,False,6.2097116198419675,0.008160688914358616,-0.987438440322876,0.08297000080347061,4.422822952270508,0.9980150000000001
train,common,9.15数据/log_11_2026-9-15-17-51-56.ulg,train:9.15数据/log_11_2026-9-15-17-51-56.ulg:2:675,236677775,237675810.0,1.0,0.9045505942786816,0.036811456084251404,0.01849590169265866,0.84,0.04475880067507668,False,False,False,8.23005311916701,-0.35795608162879944,0.6060645580291748,0.1659216284751892,3.1127445697784424,0.998035
train,common,9.15数据/log_12_2026-9-15-18-03-58.ulg,train:9.15数据/log_12_2026-9-15-18-03-58.ulg:0:165,105028856,106034231.0,-1.0,0.859297641969267,-0.036057754270732406,-0.031143933776766063,0.92,0.03122689825366622,False,False,False,7.576301821020046,-0.4835541546344757,-1.0209288597106934,-0.35268616676330566,4.701014041900635,1.005375
train,common,9.15数据/log_12_2026-9-15-18-03-58.ulg,train:9.15数据/log_12_2026-9-15-18-03-58.ulg:0:1145,124634702,125630312.0,1.0,0.8022394083128153,0.03392777241766453,0.04549999015871435,1.0,0.019647035261700987,False,False,False,5.660263337308819,0.2112233191728592,0.3985159993171692,-0.24690619111061096,4.115449905395508,0.9956100000000002
train,common,9.15数据/log_12_2026-9-15-18-03-58.ulg,train:9.15数据/log_12_2026-9-15-18-03-58.ulg:2:555,238029989,239035398.0,1.0,0.8926724992415208,0.043764901284594086,0.02061382235959172,0.52,0.02073421574222785,True,False,False,6.835690156282915,0.006272825878113508,-0.014441716484725475,0.15567608177661896,3.1452176570892334,1.005409
train,common,9.15数据/log_12_2026-9-15-18-03-58.ulg,train:9.15数据/log_12_2026-9-15-18-03-58.ulg:2:625,239429666,240425219.0,1.0,0.9134669650860228,0.08159940370358526,0.0694974360242486,1.0,0.07647775647400883,False,False,False,6.773334794250382,-0.7932072281837463,0.25035813450813293,0.010791393928229809,3.1449978351593018,0.9955530000000001
train,common,9.15数据/log_13_2026-9-15-18-10-58.ulg,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:2:405,204396874,205404913.0,-1.0,0.9115441344586462,-0.040485118851065635,-0.08952115124091506,1.0,0.01236323338209945,True,False,False,8.089384781243776,-0.04084678366780281,0.3631856441497803,0.052115548402071,3.234123706817627,1.008039
train,common,9.15数据/log_13_2026-9-15-18-10-58.ulg,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:2:1615,228598306,229596340.0,1.0,0.8762656565906998,0.05638859435275663,0.10267745240125806,1.0,0.027736202917602266,True,False,False,7.855317358127798,-0.05682510882616043,0.4122451841831207,-0.17364409565925598,2.8605079650878906,0.9980339999999998
train,common,9.15数据/log_14_2026-9-15-18-17-26.ulg,train:9.15数据/log_14_2026-9-15-18-17-26.ulg:0:615,86850928,87848886.0,-1.0,0.8706516499339871,-0.03644446483871434,-0.043186312209581953,1.0,0.018194008939970856,True,False,False,8.558713362732066,-0.14038820564746857,-0.6322144269943237,-0.026082243770360947,4.4213666915893555,0.9979579999999993
train,common,9.15数据/log_14_2026-9-15-18-17-26.ulg,train:9.15数据/log_14_2026-9-15-18-17-26.ulg:2:505,194096468,195094567.0,1.0,0.9367759543536212,0.044929450005292894,0.05041286213323474,1.0,0.05637078338347877,False,False,False,7.0466276163419685,0.19616031646728516,0.18924935162067413,0.24896371364593506,3.506054401397705,0.9980990000000001
train,common,9.15数据/log_14_2026-9-15-18-17-26.ulg,train:9.15数据/log_14_2026-9-15-18-17-26.ulg:2:1255,209096416,210094376.0,1.0,0.880338421471491,0.03497772455215454,0.03625396221876145,0.88,0.06831237174815287,False,False,False,7.958804730821825,-1.1450135707855225,0.6527404189109802,0.2636173665523529,3.3083105087280273,0.9979600000000001
train,common,9.15数据/log_15_2026-9-15-18-23-44.ulg,train:9.15数据/log_15_2026-9-15-18-23-44.ulg:2:1075,203177129,204185113.0,1.0,0.8288490356411168,0.03679945379495621,0.05889644011855125,1.0,0.02618370832444662,False,False,False,5.943249254718423,-0.2616097033023834,0.6822361350059509,-0.43767493963241577,2.852689027786255,1.007984
train,common,9.16数据/log_1_2026-9-16-18-02-34.ulg,train:9.16数据/log_1_2026-9-16-18-02-34.ulg:5:595,193833876,194831928.0,-1.0,0.8204346927793775,-0.0490845906069444,-0.032533785947598516,0.72,0.04643293714366822,False,False,False,7.6629025296609985,-0.02638866752386093,-0.6299178600311279,0.02989240176975727,1.4428858757019043,0.998052
train,common,9.16数据/log_2_2026-9-16-18-08-46.ulg,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:0:125,88219699,89227678.0,-1.0,0.852639373081655,-0.03708097750321031,-0.06220547804608941,1.0,0.04608746644998491,False,False,False,7.5892190186007955,-0.06308068335056305,-1.0548664331436157,-0.046392716467380524,4.859262943267822,1.007979
train,common,9.16数据/log_2_2026-9-16-18-08-46.ulg,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:2:505,206984992,207983032.0,-1.0,0.8635312175316266,-0.03918051213026047,-0.030699894987046717,0.96,0.02482075770650426,False,True,False,7.990519366275493,-0.14613263309001923,-0.3265877664089203,-0.1568729132413864,3.2407045364379883,0.9980399999999998
train,common,9.16数据/log_2_2026-9-16-18-08-46.ulg,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:2:1335,223582100,224580130.0,-1.0,0.9310408482223204,-0.04604373231530189,-0.08211671404540538,1.0,0.05673659137479196,False,False,False,7.980681932064103,-0.10802792012691498,0.7953974604606628,-0.3238852024078369,2.62162184715271,0.9980299999999998
train,common,9.16数据/log_4_2026-9-16-18-20-50.ulg,train:9.16数据/log_4_2026-9-16-18-20-50.ulg:0:135,148927207,149925355.0,-1.0,0.9093713884075182,-0.04809797540307045,-0.08444256008602678,1.0,0.036892071531719674,False,True,False,7.7207374271714535,-0.6087871789932251,-0.8703418374061584,0.05954601243138313,4.526880741119385,0.998148
train,common,9.16数据/log_5_2026-9-16-18-26-48.ulg,train:9.16数据/log_5_2026-9-16-18-26-48.ulg:1:415,101131395,102129445.0,1.0,0.8847461059793179,0.03489654451608658,0.03480548344552517,1.0,0.04768055996423865,False,False,False,8.782674552315397,-1.203365445137024,0.3392844498157501,-0.033569831401109695,4.15618371963501,0.9980499999999999
train,common,9.16数据/log_5_2026-9-16-18-26-48.ulg,train:9.16数据/log_5_2026-9-16-18-26-48.ulg:2:265,200456717,201454666.0,1.0,0.9144735225836716,0.03877474632114172,0.020611577033996582,0.88,0.02516003831561303,False,False,False,8.283591841703407,-0.2735551595687866,0.6978914737701416,-0.7487949728965759,3.3845090866088867,0.9979490000000001
train,rudder,2026.9.6/log_17_2026-9-6-18-34-06.ulg,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:2445,138717577,139715504.0,-1.0,0.9243281601862549,-0.029504257142543792,-0.02181060940027237,1.0,0.02488365481767487,False,False,False,7.896010762019286,-0.2808114290237427,0.28191083669662476,0.48387035727500916,3.8341760635375977,0.9979270000000001
train,rudder,2026.9.6/log_17_2026-9-6-18-34-06.ulg,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:995,171691287,172699199.0,-1.0,0.8675597610383067,-0.02839105427265167,0.00619678795337677,0.28,0.03867361078285132,False,False,False,5.434912042711466,0.29994839429855347,-0.9427046775817871,-0.06678634136915207,3.9898951053619385,1.0079120000000001
train,rudder,2026.9.6/log_17_2026-9-6-18-34-06.ulg,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:1045,172699199,173697171.0,1.0,0.8878911126100385,0.026223686635494233,0.02998570054769516,1.0,0.009780188380581773,True,False,False,6.13631663745749,0.7956982851028442,-0.5318979620933533,-0.017726944759488106,4.0560102462768555,0.9979719999999999
train,rudder,2026.9.6/log_18_2026-9-6-18-46-20.ulg,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1385,499107189,500102719.0,-1.0,0.8870432678553245,-0.03654202312231064,-0.045842579305171965,1.0,0.01949403866313158,False,False,False,7.445564589307852,0.9344813823699951,-0.2020731121301651,0.36593466997146606,3.842336654663086,0.99553
train,rudder,2026.9.6/log_19_2026-9-6-18-52-30.ulg,train:2026.9.6/log_19_2026-9-6-18-52-30.ulg:0:225,61872983,62870988.0,-1.0,0.9010354891934484,-0.03588854436762631,-0.01440730545669794,0.6,0.013766894394274603,True,False,False,5.5901582900473095,-0.5782672762870789,0.637944221496582,-0.06363143771886826,4.0957794189453125,0.9980050000000001
train,rudder,2026.9.6/log_20_2026-9-6-18-58-10.ulg,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:735,49882926,50880899.0,1.0,0.9156960823600208,0.02838533729314804,0.019674198776483534,0.88,0.02170808392683184,False,False,False,7.02216470187431,-0.5462291240692139,-0.5914878845214844,-0.29016241431236267,3.931370735168457,0.9979730000000002
train,rudder,2026.9.6/log_20_2026-9-6-18-58-10.ulg,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:2015,75481122,76489182.0,-1.0,0.9175665718701244,-0.025980220152996482,-0.07449971120804548,1.0,0.02709557416097584,False,False,False,5.8776329445156765,-0.23919028043746948,0.1951950490474701,-0.16574449837207794,3.9521424770355225,1.0080599999999997
train,rudder,2026.9.6/log_20_2026-9-6-18-58-10.ulg,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:6:115,126787783,127785754.0,1.0,0.8505086668569589,0.02563407063484192,0.0715688282251358,1.0,0.004582414185392095,True,False,False,8.432702842519886,0.8066809177398682,-0.046042364090681076,0.3872127830982208,4.205570220947266,0.9979710000000002
