channel,kind,window_id,opposite_window_id,distance,delta_speed,delta_frequency
common,same_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:895,0.7664053094014128,-0.24621221695910034,-0.07358384132385254
common,same_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:895,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,0.7664053094014128,0.24621221695910034,0.07358384132385254
common,same_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:1045,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,0.8931991929020172,0.2690228129245522,-0.006863832473754883
common,same_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:1115,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,0.9145859162052513,-0.36906886601294797,-0.2340376377105713
common,same_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:2195,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:95,0.9121819493421403,-3.8995845488509104,-0.4055192470550537
common,same_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:95,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:2195,0.9121819493421403,3.8995845488509104,0.4055192470550537
common,same_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:885,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:2195,0.979429619697771,-1.4103085409555023,0.3816335201263428
common,same_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:1985,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:95,1.0457676392369266,-3.90222641618889,-0.8501796722412109
common,same_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:4:1295,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:1045,1.136941252255939,-1.6684197397150902,-0.9014384746551514
common,same_flight,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:0:845,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1875,2.054394163159938,0.1846701864910374,0.9339406490325928
common,same_flight,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1775,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1875,0.7884866041162328,-0.5137954213603679,-0.1510775089263916
common,same_flight,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1875,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1775,0.7884866041162328,0.5137954213603679,0.1510775089263916
common,same_flight,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:0:765,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:8:115,1.1158337060257089,-5.995501820463217,-0.43685388565063477
common,same_flight,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:0:1445,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:0:765,1.4406446714002021,3.1920947223128318,0.2447047233581543
common,same_flight,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:8:115,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:0:765,1.1158337060257089,5.995501820463217,0.43685388565063477
common,same_flight,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:0:315,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:3:55,1.267862510136807,0.014631597629376714,-0.12242364883422852
common,same_flight,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:3:55,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:0:315,1.267862510136807,-0.014631597629376714,0.12242364883422852
common,same_flight,train:9.12数据/log_12_2026-9-12-06-29-44.ulg:0:535,train:9.12数据/log_12_2026-9-12-06-29-44.ulg:4:255,1.5778224613955731,-3.074147393350777,1.1103007793426514
common,same_flight,train:9.12数据/log_12_2026-9-12-06-29-44.ulg:4:255,train:9.12数据/log_12_2026-9-12-06-29-44.ulg:0:535,1.5778224613955731,3.074147393350777,-1.1103007793426514
common,same_flight,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:0:505,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:485,0.7229787022435691,-1.0713693225390735,0.35504865646362305
common,same_flight,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:485,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:0:505,0.7229787022435691,1.0713693225390735,-0.35504865646362305
common,same_flight,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:695,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:0:505,0.9282673057258893,1.422973836746884,-0.7012624740600586
common,same_flight,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:1965,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:0:505,1.4813425099897244,0.04518133567964622,-0.7297971248626709
common,same_flight,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:2:65,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:0:505,1.4507671793604617,0.8499860767195972,-1.2001659870147705
common,same_flight,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:2:925,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:2:65,1.6232475645896416,-1.031409050281166,-1.3748831748962402
common,same_flight,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:0:305,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:2:445,1.3597157071664743,-0.14699801769652776,0.9003622531890869
common,same_flight,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:2:55,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:0:305,2.0437590038386633,0.09687041538767538,-1.08030366897583
common,same_flight,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:2:445,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:0:305,1.3597157071664743,0.14699801769652776,-0.9003622531890869
common,same_flight,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:2:1135,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:0:305,2.1685885481528877,-0.16358729983536424,-1.6643524169921875
common,same_flight,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:3:185,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:3:945,1.4926967305115866,-0.32926999429823844,-0.7798774242401123
common,same_flight,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:3:945,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:3:185,1.4926967305115866,0.32926999429823844,0.7798774242401123
common,same_flight,train:9.15数据/log_11_2026-9-15-17-51-56.ulg:0:145,train:9.15数据/log_11_2026-9-15-17-51-56.ulg:2:675,2.3650621255043625,-2.020341499325043,1.3100783824920654
common,same_flight,train:9.15数据/log_11_2026-9-15-17-51-56.ulg:2:675,train:9.15数据/log_11_2026-9-15-17-51-56.ulg:0:145,2.3650621255043625,2.020341499325043,-1.3100783824920654
common,same_flight,train:9.15数据/log_12_2026-9-15-18-03-58.ulg:0:165,train:9.15数据/log_12_2026-9-15-18-03-58.ulg:0:1145,1.462332020032925,1.916038483711227,0.585564136505127
common,same_flight,train:9.15数据/log_12_2026-9-15-18-03-58.ulg:0:1145,train:9.15数据/log_12_2026-9-15-18-03-58.ulg:0:165,1.462332020032925,-1.916038483711227,-0.585564136505127
common,same_flight,train:9.15数据/log_12_2026-9-15-18-03-58.ulg:2:555,train:9.15数据/log_12_2026-9-15-18-03-58.ulg:0:165,2.2718595096574186,-0.7406116647371306,-1.5557963848114014
common,same_flight,train:9.15数据/log_12_2026-9-15-18-03-58.ulg:2:625,train:9.15数据/log_12_2026-9-15-18-03-58.ulg:0:165,2.2117099007359404,-0.8029670267696636,-1.556016206741333
common,same_flight,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:2:405,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:2:1615,1.0482043903421872,0.23406742311597828,0.37361574172973633
common,same_flight,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:2:1615,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:2:405,1.0482043903421872,-0.23406742311597828,-0.37361574172973633
common,same_flight,train:9.15数据/log_14_2026-9-15-18-17-26.ulg:0:615,train:9.15数据/log_14_2026-9-15-18-17-26.ulg:2:505,1.2583946108546338,1.5120857463900972,0.9153122901916504
common,same_flight,train:9.15数据/log_14_2026-9-15-18-17-26.ulg:2:505,train:9.15数据/log_14_2026-9-15-18-17-26.ulg:0:615,1.2583946108546338,-1.5120857463900972,-0.9153122901916504
common,same_flight,train:9.15数据/log_14_2026-9-15-18-17-26.ulg:2:1255,train:9.15数据/log_14_2026-9-15-18-17-26.ulg:0:615,1.5496670375902672,-0.5999086319102407,-1.1130561828613281
common,cross_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:1875,0.8471738734174744,0.755234212149027,-0.14212298393249512
common,cross_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:895,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:0:845,0.6950137863667131,-0.15030914829712128,0.1277310848236084
common,cross_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:1045,train:9.12数据/log_3_2026-9-12-18-40-02.ulg:2:105,0.8273199922089407,-0.5513456844271474,-0.04877614974975586
