channel,kind,window_id,opposite_window_id,distance,delta_speed,delta_frequency
common,cross_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:1115,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:0:845,0.8345995703527763,-0.7655902312691696,-0.17989039421081543
common,cross_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:2195,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:6:75,1.144437157018959,-2.2186562773201075,-0.3540608882904053
common,cross_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:95,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:695,0.7181575701408446,1.7904817612988424,0.16093826293945312
common,cross_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:885,train:9.15数据/log_14_2026-9-15-18-17-26.ulg:2:505,0.7218958081085636,-1.6885768776895516,0.5707821846008301
common,cross_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:1985,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:2:405,1.0284469630066277,-1.3236673689738367,0.016418933868408203
common,cross_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:4:1295,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:3:185,1.1112292040765699,-2.528486362448323,-0.038980960845947266
common,cross_flight,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:0:845,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:895,0.6950137863667131,0.15030914829712128,-0.1277310848236084
common,cross_flight,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1775,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:2:925,0.838803595518042,-0.615089145881325,0.733726978302002
common,cross_flight,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1875,train:9.15数据/log_12_2026-9-15-18-03-58.ulg:2:555,0.7612038143624339,0.3360813760476624,-0.19441580772399902
common,cross_flight,train:2026.9.6/log_19_2026-9-6-18-52-30.ulg:0:145,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:0:845,1.0258867083471224,-1.4599048658360925,0.034873008728027344
common,cross_flight,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:1875,train:9.11数据/log_14_2026-9-11-18-34-58.ulg:4:1385,0.7329317531858097,-3.673015303766234,0.31573486328125
common,cross_flight,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:6:75,train:9.12数据/log_3_2026-9-12-18-40-02.ulg:2:105,0.7985737836897954,1.206726706010934,0.06846189498901367
common,cross_flight,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:0:765,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:1875,0.7838378823425577,-1.9178234403493093,-0.3170132637023926
common,cross_flight,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:0:1445,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:0:845,0.9582828401623589,0.12251570455827387,0.1239616870880127
common,cross_flight,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:8:115,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:695,0.9127034180384191,1.404902454370287,0.26106929779052734
common,cross_flight,train:9.11数据/log_13_2026-9-11-18-28-08.ulg:2:375,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:895,0.8579301362601689,-3.2089649483065728,0.020147323608398438
common,cross_flight,train:9.11数据/log_13_2026-9-11-18-28-08.ulg:4:25,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:95,0.7910061961537883,-6.0094888737813115,-0.513063907623291
common,cross_flight,train:9.11数据/log_14_2026-9-11-18-34-58.ulg:4:1265,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:885,0.7912217768637437,3.6530594888208983,-0.3588576316833496
common,cross_flight,train:9.11数据/log_14_2026-9-11-18-34-58.ulg:4:1385,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:1875,0.7329317531858097,3.673015303766234,-0.31573486328125
common,cross_flight,train:9.11数据/log_14_2026-9-11-18-34-58.ulg:4:1645,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:1875,0.8381798206038502,1.9901784607056987,-0.46718430519104004
common,cross_flight,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:0:315,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:1965,0.9706583599621049,-0.8333783005854896,0.14028286933898926
common,cross_flight,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:3:55,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:95,0.9507766288473277,-4.0162841605809465,0.07323360443115234
common,cross_flight,train:9.12数据/log_12_2026-9-12-06-29-44.ulg:0:535,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:0:845,1.129855017314892,-1.8937454823973567,0.48205113410949707
common,cross_flight,train:9.12数据/log_12_2026-9-12-06-29-44.ulg:4:255,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:6:75,0.9459572754234146,-0.4501719271529918,-0.7927711009979248
common,cross_flight,train:9.12数据/log_2_2026-9-12-18-32-54.ulg:3:985,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:885,0.792263724237433,1.348606264591429,-0.554473876953125
common,cross_flight,train:9.12数据/log_2_2026-9-12-18-32-54.ulg:3:1055,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:2:1335,0.8053350582474292,-1.7048786164093892,0.38911962509155273
common,cross_flight,train:9.12数据/log_2_2026-9-12-18-32-54.ulg:3:1235,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:2:1335,0.652472158145389,-1.2668648695510027,0.007355213165283203
common,cross_flight,train:9.12数据/log_3_2026-9-12-18-40-02.ulg:2:105,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:885,0.7976155702379067,2.422238112264676,-0.09603452682495117
common,cross_flight,train:9.12数据/log_7_2026-9-12-05-49-02.ulg:2:975,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1875,1.0852135454106127,-0.12253861257004495,-0.20446109771728516
common,cross_flight,train:9.12数据/log_8_2026-9-12-05-55-30.ulg:5:675,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:2:405,0.7474586616684739,-0.42954052541387355,-0.22034716606140137
common,cross_flight,train:9.12数据/log_9_2026-9-12-06-03-32.ulg:0:375,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:95,0.8607727455793208,-5.7795289871828475,-0.2946944236755371
common,cross_flight,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:0:505,train:9.16数据/log_5_2026-9-16-18-26-48.ulg:1:415,0.7598708734227037,-1.3281863219022938,0.4848628044128418
common,cross_flight,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:485,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:95,0.8755334146498207,-2.142086275506653,0.18527555465698242
common,cross_flight,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:695,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:95,0.7181575701408446,-1.7904817612988424,-0.16093826293945312
common,cross_flight,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:1965,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:0:315,0.9706583599621049,0.8333783005854896,-0.14028286933898926
common,cross_flight,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:2:65,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:2:405,0.9180406126817319,0.21508952588892427,0.2067568302154541
common,cross_flight,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:2:925,train:9.12数据/log_2_2026-9-12-18-32-54.ulg:3:1235,0.7616005893134822,0.5592481943384344,-0.5629796981811523
common,cross_flight,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:0:305,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,0.8730787831998587,0.2818759339751198,0.616692304611206
common,cross_flight,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:2:55,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:3:185,1.0985945755450883,-0.7503430862949898,0.40570998191833496
common,cross_flight,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:2:445,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:2:405,0.6524872885319998,-0.7005904760067354,0.4210960865020752
common,cross_flight,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:2:1135,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:2:1335,0.7328370822101282,-0.9024729443589541,0.2696077823638916
common,cross_flight,train:9.13数据/log_4_2026-9-13-06-36-26.ulg:1:2305,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:885,0.8401715246143021,1.6916598639942722,0.06298303604125977
common,cross_flight,train:9.13数据/log_7_2026-9-13-18-12-52.ulg:4:465,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:0:765,0.8889514417288071,2.923237038989191,0.4747772216796875
common,cross_flight,train:9.14数据/log_12_2026-9-14-18-20-30.ulg:2:1155,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:2:1335,0.6601132947816118,-1.2367771341390634,0.2206718921661377
common,cross_flight,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:3:185,train:9.15数据/log_14_2026-9-15-18-17-26.ulg:2:505,0.7876328455220757,1.0423821728812097,-0.43648600578308105
common,cross_flight,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:3:945,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:0:1445,1.1695735664637197,0.9393223601415279,-0.15925836563110352
common,cross_flight,train:9.15数据/log_11_2026-9-15-17-51-56.ulg:0:145,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,1.0981564902294463,-0.7502087337234258,0.4839332103729248
common,cross_flight,train:9.15数据/log_11_2026-9-15-17-51-56.ulg:2:675,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1875,1.0146123489753047,1.0582815868364328,0.161942720413208
common,cross_flight,train:9.15数据/log_12_2026-9-15-18-03-58.ulg:0:165,train:9.16数据/log_5_2026-9-16-18-26-48.ulg:1:415,1.1773904598157043,-1.2063727312953514,0.544830322265625
common,cross_flight,train:9.15数据/log_12_2026-9-15-18-03-58.ulg:0:1145,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:2:405,0.7626279095929946,-2.4291214439349575,0.8813261985778809
common,cross_flight,train:9.15数据/log_12_2026-9-15-18-03-58.ulg:2:555,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1875,0.7612038143624339,-0.3360813760476624,0.19441580772399902
common,cross_flight,train:9.15数据/log_12_2026-9-15-18-03-58.ulg:2:625,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:2:1335,0.8005209150130758,-1.2073471378137208,0.5233759880065918
common,cross_flight,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:2:405,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:2:445,0.6524872885319998,0.7005904760067354,-0.4210960865020752
common,cross_flight,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:2:1615,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:2:1335,0.7558552961469197,-0.12536457393630496,0.23888611793518066
common,cross_flight,train:9.15数据/log_14_2026-9-15-18-17-26.ulg:0:615,train:9.15数据/log_12_2026-9-15-18-03-58.ulg:0:1145,0.8715436537665731,2.898450025423247,0.30591678619384766
common,cross_flight,train:9.15数据/log_14_2026-9-15-18-17-26.ulg:2:505,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:885,0.7218958081085636,1.6885768776895516,-0.5707821846008301
common,cross_flight,train:9.15数据/log_14_2026-9-15-18-17-26.ulg:2:1255,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:0:1445,1.2277074874271265,0.47984730744193627,-0.7003936767578125
common,cross_flight,train:9.15数据/log_15_2026-9-15-18-23-44.ulg:2:1075,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:2:1335,0.5538676781335066,-2.03743267734568,0.23106718063354492
common,cross_flight,train:9.16数据/log_1_2026-9-16-18-02-34.ulg:5:595,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1775,1.182214773429692,1.004926418690789,-1.3568384647369385
common,cross_flight,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:0:125,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:485,1.1153644426945677,-0.9366385343513812,0.5732650756835938
common,cross_flight,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:2:505,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:2:445,0.7950122037952317,0.6017250610384526,-0.41451525688171387
common,cross_flight,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:2:1335,train:9.15数据/log_15_2026-9-15-18-23-44.ulg:2:1075,0.5538676781335066,2.03743267734568,-0.23106718063354492
common,cross_flight,train:9.16数据/log_4_2026-9-16-18-20-50.ulg:0:135,train:9.16数据/log_5_2026-9-16-18-26-48.ulg:1:415,0.8883152733518944,-1.0619371251439436,0.370697021484375
common,cross_flight,train:9.16数据/log_5_2026-9-16-18-26-48.ulg:1:415,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:0:505,0.7598708734227037,1.3281863219022938,-0.4848628044128418
common,cross_flight,train:9.16数据/log_5_2026-9-16-18-26-48.ulg:2:265,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:2:505,1.1801556584997053,0.2930724754279135,0.14380455017089844
rudder,same_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:2445,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:1045,1.7282386704228803,1.759694124561796,-0.2218341827392578
rudder,same_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:995,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:1045,0.6124974526893504,-0.7014045947460241,-0.06611514091491699
rudder,same_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:1045,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:995,0.6124974526893504,0.7014045947460241,0.06611514091491699
rudder,same_flight,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:735,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:2015,1.0494905179577128,1.1445317573586333,-0.02077174186706543
rudder,same_flight,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:2015,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:735,1.0494905179577128,-1.1445317573586333,0.02077174186706543
rudder,same_flight,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:6:115,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:6:1445,1.1803708302004197,2.6442655377381312,1.1066882610321045
rudder,same_flight,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:6:1445,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:6:115,1.1803708302004197,-2.6442655377381312,-1.1066882610321045
rudder,same_flight,train:9.12数据/log_11_2026-9-12-06-21-12.ulg:2:1295,train:9.12数据/log_11_2026-9-12-06-21-12.ulg:2:1435,1.1095943074255745,0.2182647310753918,0.9457697868347168
rudder,same_flight,train:9.12数据/log_11_2026-9-12-06-21-12.ulg:2:1435,train:9.12数据/log_11_2026-9-12-06-21-12.ulg:2:1295,1.1095943074255745,-0.2182647310753918,-0.9457697868347168
rudder,cross_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:2445,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:2:115,0.6169328050086778,1.2448332699267741,0.09362530708312988
rudder,cross_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:995,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:1:135,0.9916808786716256,-0.6861447835899304,0.3961961269378662
rudder,cross_flight,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:1045,train:9.11数据/log_13_2026-9-11-18-28-08.ulg:4:885,1.0129544982911993,-0.6953514391936713,0.30147719383239746
rudder,cross_flight,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1385,train:9.12数据/log_3_2026-9-12-18-40-02.ulg:2:125,0.6300762213946619,-0.39358466546761584,0.14870595932006836
rudder,cross_flight,train:2026.9.6/log_19_2026-9-6-18-52-30.ulg:0:225,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:735,0.9654582430753168,-1.4320064118270004,0.16440868377685547
rudder,cross_flight,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:735,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:0:465,0.8775366882521181,1.1985737391015316,-0.31296873092651367
rudder,cross_flight,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:2015,train:9.16数据/log_1_2026-9-16-18-02-34.ulg:5:45,1.1749536088480053,-1.6932947132859262,0.16308045387268066
rudder,cross_flight,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:6:115,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1385,0.7946766529054038,0.9871382532120334,0.3632335662841797
rudder,cross_flight,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:6:1445,train:9.12数据/log_3_2026-9-12-18-40-02.ulg:2:125,0.7681818973678562,-2.0507119499937136,-0.5947487354278564
rudder,cross_flight,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:0:1415,train:9.16数据/log_1_2026-9-16-18-02-34.ulg:5:45,1.0385954332362395,0.4212910842726565,0.2320728302001953
rudder,cross_flight,train:9.11数据/log_13_2026-9-11-18-28-08.ulg:4:885,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:1045,1.0129544982911993,0.6953514391936713,-0.30147719383239746
rudder,cross_flight,train:9.11数据/log_14_2026-9-11-18-34-58.ulg:0:545,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:1:155,0.9994902591769178,-0.8061421899442438,0.02266836166381836
rudder,cross_flight,train:9.11数据/log_15_2026-9-11-18-40-48.ulg:0:1215,train:9.12数据/log_3_2026-9-12-18-40-02.ulg:2:125,0.7702932093501669,0.863807240533915,0.10063600540161133
rudder,cross_flight,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:0:465,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:735,0.8775366882521181,-1.1985737391015316,0.31296873092651367
rudder,cross_flight,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:1:155,train:9.11数据/log_14_2026-9-11-18-34-58.ulg:0:545,0.9994902591769178,0.8061421899442438,-0.02266836166381836
rudder,cross_flight,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:1:215,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:735,1.0591230341971083,0.15763313377454757,0.39768123626708984
