channel,flight_id,interval,axis,n,sign_aligned_mean
common,9.16数据/log_2_2026-9-16-18-08-46.ulg,endpoint_200ms,q,3,-0.4028664728005727
common,9.16数据/log_2_2026-9-16-18-08-46.ulg,endpoint_200ms,r,3,-0.08829203806817532
common,9.16数据/log_2_2026-9-16-18-08-46.ulg,endpoint_500ms,p,3,0.15606396148602167
common,9.16数据/log_2_2026-9-16-18-08-46.ulg,endpoint_500ms,q,3,-0.7083463768164315
common,9.16数据/log_2_2026-9-16-18-08-46.ulg,endpoint_500ms,r,3,-0.12967613277335963
common,9.16数据/log_2_2026-9-16-18-08-46.ulg,late_1s,p,3,-0.4419294948072557
common,9.16数据/log_2_2026-9-16-18-08-46.ulg,late_1s,q,3,-0.3129445776065762
common,9.16数据/log_2_2026-9-16-18-08-46.ulg,late_1s,r,3,-0.2406898262630307
common,9.16数据/log_2_2026-9-16-18-08-46.ulg,late_500ms,p,3,-0.23064669187181222
common,9.16数据/log_2_2026-9-16-18-08-46.ulg,late_500ms,q,3,-0.36973948084467034
common,9.16数据/log_2_2026-9-16-18-08-46.ulg,late_500ms,r,3,-0.1318535252455644
common,9.16数据/log_4_2026-9-16-18-20-50.ulg,early_100ms,p,1,-0.6988257639334322
common,9.16数据/log_4_2026-9-16-18-20-50.ulg,early_100ms,q,1,-1.0502877051848913
common,9.16数据/log_4_2026-9-16-18-20-50.ulg,early_100ms,r,1,-0.10905553045796057
common,9.16数据/log_4_2026-9-16-18-20-50.ulg,endpoint_100ms,p,1,-0.8488144129514695
common,9.16数据/log_4_2026-9-16-18-20-50.ulg,endpoint_100ms,q,1,-0.9933989271521568
common,9.16数据/log_4_2026-9-16-18-20-50.ulg,endpoint_100ms,r,1,-0.18479665741324425
common,9.16数据/log_4_2026-9-16-18-20-50.ulg,endpoint_1s,p,1,-0.47892566025257116
common,9.16数据/log_4_2026-9-16-18-20-50.ulg,endpoint_1s,q,1,-1.04015251994133
common,9.16数据/log_4_2026-9-16-18-20-50.ulg,endpoint_1s,r,1,-0.06379882618784904
common,9.16数据/log_4_2026-9-16-18-20-50.ulg,endpoint_200ms,p,1,-0.6953414976596832
common,9.16数据/log_4_2026-9-16-18-20-50.ulg,endpoint_200ms,q,1,-0.08443665504455566
common,9.16数据/log_4_2026-9-16-18-20-50.ulg,endpoint_200ms,r,1,-0.10182356461882591
common,9.16数据/log_4_2026-9-16-18-20-50.ulg,endpoint_500ms,p,1,-1.4028008580207825
common,9.16数据/log_4_2026-9-16-18-20-50.ulg,endpoint_500ms,q,1,-1.363989382982254
common,9.16数据/log_4_2026-9-16-18-20-50.ulg,endpoint_500ms,r,1,-0.23485879227519035
common,9.16数据/log_4_2026-9-16-18-20-50.ulg,late_1s,p,1,-0.5017863022838012
common,9.16数据/log_4_2026-9-16-18-20-50.ulg,late_1s,q,1,-1.0362903681916737
common,9.16数据/log_4_2026-9-16-18-20-50.ulg,late_1s,r,1,-0.0862452250269225
common,9.16数据/log_4_2026-9-16-18-20-50.ulg,late_500ms,p,1,-0.5272801391462114
common,9.16数据/log_4_2026-9-16-18-20-50.ulg,late_500ms,q,1,-0.838129724335038
common,9.16数据/log_4_2026-9-16-18-20-50.ulg,late_500ms,r,1,-0.19332639065482063
common,9.16数据/log_5_2026-9-16-18-26-48.ulg,early_100ms,p,2,0.6169967610894697
common,9.16数据/log_5_2026-9-16-18-26-48.ulg,early_100ms,q,2,-0.8733032995085972
common,9.16数据/log_5_2026-9-16-18-26-48.ulg,early_100ms,r,2,0.0025677720605005415
common,9.16数据/log_5_2026-9-16-18-26-48.ulg,endpoint_100ms,p,2,1.2713653799146414
common,9.16数据/log_5_2026-9-16-18-26-48.ulg,endpoint_100ms,q,2,-0.781636506319046
common,9.16数据/log_5_2026-9-16-18-26-48.ulg,endpoint_100ms,r,2,0.04530341271311045
common,9.16数据/log_5_2026-9-16-18-26-48.ulg,endpoint_1s,p,2,0.2108793407678604
common,9.16数据/log_5_2026-9-16-18-26-48.ulg,endpoint_1s,q,2,-0.6027750000357628
common,9.16数据/log_5_2026-9-16-18-26-48.ulg,endpoint_1s,r,2,0.084690704010427
common,9.16数据/log_5_2026-9-16-18-26-48.ulg,endpoint_200ms,p,2,1.0441796258091927
common,9.16数据/log_5_2026-9-16-18-26-48.ulg,endpoint_200ms,q,2,-0.5551196187734604
common,9.16数据/log_5_2026-9-16-18-26-48.ulg,endpoint_200ms,r,2,0.09078671969473362
common,9.16数据/log_5_2026-9-16-18-26-48.ulg,endpoint_500ms,p,2,0.641743391752243
common,9.16数据/log_5_2026-9-16-18-26-48.ulg,endpoint_500ms,q,2,-0.3821614123880863
common,9.16数据/log_5_2026-9-16-18-26-48.ulg,endpoint_500ms,r,2,0.2149727363139391
common,9.16数据/log_5_2026-9-16-18-26-48.ulg,late_1s,p,2,0.6799235424075388
common,9.16数据/log_5_2026-9-16-18-26-48.ulg,late_1s,q,2,-0.40407854495018863
common,9.16数据/log_5_2026-9-16-18-26-48.ulg,late_1s,r,2,0.13737071214181956
common,9.16数据/log_5_2026-9-16-18-26-48.ulg,late_500ms,p,2,0.982713705032029
common,9.16数据/log_5_2026-9-16-18-26-48.ulg,late_500ms,q,2,-0.3703936245889464
common,9.16数据/log_5_2026-9-16-18-26-48.ulg,late_500ms,r,2,0.17161923791222247
rudder,2026.9.6/log_17_2026-9-6-18-34-06.ulg,early_100ms,p,3,-0.028445967410086342
rudder,2026.9.6/log_17_2026-9-6-18-34-06.ulg,early_100ms,q,3,-0.13050136247725633
rudder,2026.9.6/log_17_2026-9-6-18-34-06.ulg,early_100ms,r,3,-0.07263069892213342
rudder,2026.9.6/log_17_2026-9-6-18-34-06.ulg,endpoint_100ms,p,3,-0.15052655835946402
rudder,2026.9.6/log_17_2026-9-6-18-34-06.ulg,endpoint_100ms,q,3,-0.4253387252489726
rudder,2026.9.6/log_17_2026-9-6-18-34-06.ulg,endpoint_100ms,r,3,-0.10163033256928126
rudder,2026.9.6/log_17_2026-9-6-18-34-06.ulg,endpoint_1s,p,3,-0.7178642302751541
rudder,2026.9.6/log_17_2026-9-6-18-34-06.ulg,endpoint_1s,q,3,-0.3061869939168294
rudder,2026.9.6/log_17_2026-9-6-18-34-06.ulg,endpoint_1s,r,3,0.027358277390400577
rudder,2026.9.6/log_17_2026-9-6-18-34-06.ulg,endpoint_200ms,p,3,-0.22897681593894958
rudder,2026.9.6/log_17_2026-9-6-18-34-06.ulg,endpoint_200ms,q,3,-0.43398260573546094
rudder,2026.9.6/log_17_2026-9-6-18-34-06.ulg,endpoint_200ms,r,3,-0.054430993273854256
rudder,2026.9.6/log_17_2026-9-6-18-34-06.ulg,endpoint_500ms,p,3,-0.09012601772944133
rudder,2026.9.6/log_17_2026-9-6-18-34-06.ulg,endpoint_500ms,q,3,-0.2050830920537313
rudder,2026.9.6/log_17_2026-9-6-18-34-06.ulg,endpoint_500ms,r,3,0.009780211374163628
rudder,2026.9.6/log_17_2026-9-6-18-34-06.ulg,late_1s,p,3,-0.1661654909745323
rudder,2026.9.6/log_17_2026-9-6-18-34-06.ulg,late_1s,q,3,-0.15367536711310972
rudder,2026.9.6/log_17_2026-9-6-18-34-06.ulg,late_1s,r,3,0.08663036712797278
rudder,2026.9.6/log_17_2026-9-6-18-34-06.ulg,late_500ms,p,3,-0.052686415108554985
rudder,2026.9.6/log_17_2026-9-6-18-34-06.ulg,late_500ms,q,3,-0.06147866437667756
rudder,2026.9.6/log_17_2026-9-6-18-34-06.ulg,late_500ms,r,3,-0.015143902555765532
rudder,2026.9.6/log_18_2026-9-6-18-46-20.ulg,early_100ms,p,1,1.4263251393495182
rudder,2026.9.6/log_18_2026-9-6-18-46-20.ulg,early_100ms,q,1,-0.20665746699381796
rudder,2026.9.6/log_18_2026-9-6-18-46-20.ulg,early_100ms,r,1,0.0159921935172039
rudder,2026.9.6/log_18_2026-9-6-18-46-20.ulg,endpoint_100ms,p,1,1.2529904246330261
rudder,2026.9.6/log_18_2026-9-6-18-46-20.ulg,endpoint_100ms,q,1,-0.07629528641700745
rudder,2026.9.6/log_18_2026-9-6-18-46-20.ulg,endpoint_100ms,r,1,-0.03132909536361694
rudder,2026.9.6/log_18_2026-9-6-18-46-20.ulg,endpoint_1s,p,1,1.026383213698864
rudder,2026.9.6/log_18_2026-9-6-18-46-20.ulg,endpoint_1s,q,1,-0.432051420211792
rudder,2026.9.6/log_18_2026-9-6-18-46-20.ulg,endpoint_1s,r,1,-0.14718890190124512
rudder,2026.9.6/log_18_2026-9-6-18-46-20.ulg,endpoint_200ms,p,1,0.8227238282561302
rudder,2026.9.6/log_18_2026-9-6-18-46-20.ulg,endpoint_200ms,q,1,0.4113423675298691
rudder,2026.9.6/log_18_2026-9-6-18-46-20.ulg,endpoint_200ms,r,1,-0.13645225763320923
rudder,2026.9.6/log_18_2026-9-6-18-46-20.ulg,endpoint_500ms,p,1,0.5667049586772919
rudder,2026.9.6/log_18_2026-9-6-18-46-20.ulg,endpoint_500ms,q,1,0.017250388860702515
rudder,2026.9.6/log_18_2026-9-6-18-46-20.ulg,endpoint_500ms,r,1,-0.11257460713386534
rudder,2026.9.6/log_18_2026-9-6-18-46-20.ulg,late_1s,p,1,0.824292798907429
rudder,2026.9.6/log_18_2026-9-6-18-46-20.ulg,late_1s,q,1,-0.5801306960136442
rudder,2026.9.6/log_18_2026-9-6-18-46-20.ulg,late_1s,r,1,-0.1855092432221982
rudder,2026.9.6/log_18_2026-9-6-18-46-20.ulg,late_500ms,p,1,1.052083000333606
rudder,2026.9.6/log_18_2026-9-6-18-46-20.ulg,late_500ms,q,1,-0.415095314663971
rudder,2026.9.6/log_18_2026-9-6-18-46-20.ulg,late_500ms,r,1,-0.1773737997585411
rudder,2026.9.6/log_19_2026-9-6-18-52-30.ulg,early_100ms,p,1,-0.21128831271246978
rudder,2026.9.6/log_19_2026-9-6-18-52-30.ulg,early_100ms,q,1,0.2615025376596698
rudder,2026.9.6/log_19_2026-9-6-18-52-30.ulg,early_100ms,r,1,-0.22962736804848197
rudder,2026.9.6/log_19_2026-9-6-18-52-30.ulg,endpoint_100ms,p,1,-0.23027169704437256
rudder,2026.9.6/log_19_2026-9-6-18-52-30.ulg,endpoint_100ms,q,1,-0.1312776803970337
rudder,2026.9.6/log_19_2026-9-6-18-52-30.ulg,endpoint_100ms,r,1,-0.2894532307982445
rudder,2026.9.6/log_19_2026-9-6-18-52-30.ulg,endpoint_1s,p,1,-0.9420147836208344
rudder,2026.9.6/log_19_2026-9-6-18-52-30.ulg,endpoint_1s,q,1,0.18445932865142822
rudder,2026.9.6/log_19_2026-9-6-18-52-30.ulg,endpoint_1s,r,1,0.18033184856176376
rudder,2026.9.6/log_19_2026-9-6-18-52-30.ulg,endpoint_200ms,p,1,0.11412781476974489
rudder,2026.9.6/log_19_2026-9-6-18-52-30.ulg,endpoint_200ms,q,1,0.6120493840426207
rudder,2026.9.6/log_19_2026-9-6-18-52-30.ulg,endpoint_200ms,r,1,-0.07222166005522013
rudder,2026.9.6/log_19_2026-9-6-18-52-30.ulg,endpoint_500ms,p,1,-0.9654186964035034
rudder,2026.9.6/log_19_2026-9-6-18-52-30.ulg,endpoint_500ms,q,1,0.11952322721481323
rudder,2026.9.6/log_19_2026-9-6-18-52-30.ulg,endpoint_500ms,r,1,-0.01118519902229309
rudder,2026.9.6/log_19_2026-9-6-18-52-30.ulg,late_1s,p,1,-0.44822903393641733
rudder,2026.9.6/log_19_2026-9-6-18-52-30.ulg,late_1s,q,1,0.5878673726379797
rudder,2026.9.6/log_19_2026-9-6-18-52-30.ulg,late_1s,r,1,0.30660621853019615
rudder,2026.9.6/log_19_2026-9-6-18-52-30.ulg,late_500ms,p,1,-0.41232501725692705
rudder,2026.9.6/log_19_2026-9-6-18-52-30.ulg,late_500ms,q,1,0.6065818300368495
rudder,2026.9.6/log_19_2026-9-6-18-52-30.ulg,late_500ms,r,1,-0.08660724032818948
rudder,2026.9.6/log_20_2026-9-6-18-58-10.ulg,early_100ms,p,4,0.13205184352821775
rudder,2026.9.6/log_20_2026-9-6-18-58-10.ulg,early_100ms,q,4,0.19384324497124056
rudder,2026.9.6/log_20_2026-9-6-18-58-10.ulg,early_100ms,r,4,-0.11336879202480399
rudder,2026.9.6/log_20_2026-9-6-18-58-10.ulg,endpoint_100ms,p,4,-0.07843182329088447
rudder,2026.9.6/log_20_2026-9-6-18-58-10.ulg,endpoint_100ms,q,4,0.2060011280700564
rudder,2026.9.6/log_20_2026-9-6-18-58-10.ulg,endpoint_100ms,r,4,-0.11564437858760357
rudder,2026.9.6/log_20_2026-9-6-18-58-10.ulg,endpoint_1s,p,4,-0.13900639116764069
rudder,2026.9.6/log_20_2026-9-6-18-58-10.ulg,endpoint_1s,q,4,-0.02252207789570093
rudder,2026.9.6/log_20_2026-9-6-18-58-10.ulg,endpoint_1s,r,4,-0.022652797400951385
rudder,2026.9.6/log_20_2026-9-6-18-58-10.ulg,endpoint_200ms,p,4,-0.4702037610113621
rudder,2026.9.6/log_20_2026-9-6-18-58-10.ulg,endpoint_200ms,q,4,-0.005854022689163657
rudder,2026.9.6/log_20_2026-9-6-18-58-10.ulg,endpoint_200ms,r,4,-0.050164759159088135
rudder,2026.9.6/log_20_2026-9-6-18-58-10.ulg,endpoint_500ms,p,4,0.1260808310471475
rudder,2026.9.6/log_20_2026-9-6-18-58-10.ulg,endpoint_500ms,q,4,-0.024249014444649226
rudder,2026.9.6/log_20_2026-9-6-18-58-10.ulg,endpoint_500ms,r,4,-0.040046341717243195
rudder,2026.9.6/log_20_2026-9-6-18-58-10.ulg,late_1s,p,4,-0.02744904246163341
rudder,2026.9.6/log_20_2026-9-6-18-58-10.ulg,late_1s,q,4,0.1421698737930045
rudder,2026.9.6/log_20_2026-9-6-18-58-10.ulg,late_1s,r,4,-0.0004237252828706642
rudder,2026.9.6/log_20_2026-9-6-18-58-10.ulg,late_500ms,p,4,0.08688103964417195
rudder,2026.9.6/log_20_2026-9-6-18-58-10.ulg,late_500ms,q,4,0.0755829610941357
rudder,2026.9.6/log_20_2026-9-6-18-58-10.ulg,late_500ms,r,4,-0.07793257615077658
rudder,2026.9.6/log_28_2026-9-6-07-01-38.ulg,early_100ms,p,1,0.7355386947094708
rudder,2026.9.6/log_28_2026-9-6-07-01-38.ulg,early_100ms,q,1,-0.7116672480641173
rudder,2026.9.6/log_28_2026-9-6-07-01-38.ulg,early_100ms,r,1,-0.07836713367010645
rudder,2026.9.6/log_28_2026-9-6-07-01-38.ulg,endpoint_100ms,p,1,0.6018439829349518
rudder,2026.9.6/log_28_2026-9-6-07-01-38.ulg,endpoint_100ms,q,1,-0.7998514473438263
rudder,2026.9.6/log_28_2026-9-6-07-01-38.ulg,endpoint_100ms,r,1,-0.15817785263061523
rudder,2026.9.6/log_28_2026-9-6-07-01-38.ulg,endpoint_1s,p,1,0.6019431948661804
rudder,2026.9.6/log_28_2026-9-6-07-01-38.ulg,endpoint_1s,q,1,0.02518564462661743
rudder,2026.9.6/log_28_2026-9-6-07-01-38.ulg,endpoint_1s,r,1,-0.2801554650068283
rudder,2026.9.6/log_28_2026-9-6-07-01-38.ulg,endpoint_200ms,p,1,0.32067745737731457
rudder,2026.9.6/log_28_2026-9-6-07-01-38.ulg,endpoint_200ms,q,1,-0.9408650696277618
rudder,2026.9.6/log_28_2026-9-6-07-01-38.ulg,endpoint_200ms,r,1,-0.5462138205766678
rudder,2026.9.6/log_28_2026-9-6-07-01-38.ulg,endpoint_500ms,p,1,0.7927168905735017
rudder,2026.9.6/log_28_2026-9-6-07-01-38.ulg,endpoint_500ms,q,1,-0.23215138912200928
rudder,2026.9.6/log_28_2026-9-6-07-01-38.ulg,endpoint_500ms,r,1,-0.1471574753522873
rudder,2026.9.6/log_28_2026-9-6-07-01-38.ulg,late_1s,p,1,0.5373139917852995
rudder,2026.9.6/log_28_2026-9-6-07-01-38.ulg,late_1s,q,1,-0.5999980478975184
rudder,2026.9.6/log_28_2026-9-6-07-01-38.ulg,late_1s,r,1,-0.2878292367540277
rudder,2026.9.6/log_28_2026-9-6-07-01-38.ulg,late_500ms,p,1,0.6286906877718975
rudder,2026.9.6/log_28_2026-9-6-07-01-38.ulg,late_500ms,q,1,-0.8330228229250423
rudder,2026.9.6/log_28_2026-9-6-07-01-38.ulg,late_500ms,r,1,-0.3115723744840648
rudder,9.11数据/log_13_2026-9-11-18-28-08.ulg,early_100ms,p,1,-0.2877472622715553
rudder,9.11数据/log_13_2026-9-11-18-28-08.ulg,early_100ms,q,1,-0.43188231285825956
rudder,9.11数据/log_13_2026-9-11-18-28-08.ulg,early_100ms,r,1,-0.11794044045228368
rudder,9.11数据/log_13_2026-9-11-18-28-08.ulg,endpoint_100ms,p,1,-0.16683489084243774
rudder,9.11数据/log_13_2026-9-11-18-28-08.ulg,endpoint_100ms,q,1,-0.6636084020137787
rudder,9.11数据/log_13_2026-9-11-18-28-08.ulg,endpoint_100ms,r,1,-0.1053895503282547
rudder,9.11数据/log_13_2026-9-11-18-28-08.ulg,endpoint_1s,p,1,-0.2859320193529129
rudder,9.11数据/log_13_2026-9-11-18-28-08.ulg,endpoint_1s,q,1,-1.9637007117271423
rudder,9.11数据/log_13_2026-9-11-18-28-08.ulg,endpoint_1s,r,1,-0.0830097496509552
rudder,9.11数据/log_13_2026-9-11-18-28-08.ulg,endpoint_200ms,p,1,-0.861490249633789
rudder,9.11数据/log_13_2026-9-11-18-28-08.ulg,endpoint_200ms,q,1,-0.44952416419982916
rudder,9.11数据/log_13_2026-9-11-18-28-08.ulg,endpoint_200ms,r,1,-0.317996010184288
rudder,9.11数据/log_13_2026-9-11-18-28-08.ulg,endpoint_500ms,p,1,-0.24868080019950864
rudder,9.11数据/log_13_2026-9-11-18-28-08.ulg,endpoint_500ms,q,1,0.03633737564086914
rudder,9.11数据/log_13_2026-9-11-18-28-08.ulg,endpoint_500ms,r,1,-0.8177894055843352
rudder,9.11数据/log_13_2026-9-11-18-28-08.ulg,late_1s,p,1,-0.8455780201882783
rudder,9.11数据/log_13_2026-9-11-18-28-08.ulg,late_1s,q,1,-0.995292681992406
rudder,9.11数据/log_13_2026-9-11-18-28-08.ulg,late_1s,r,1,-0.44400794954609374
rudder,9.11数据/log_13_2026-9-11-18-28-08.ulg,late_500ms,p,1,-0.473968593715832
rudder,9.11数据/log_13_2026-9-11-18-28-08.ulg,late_500ms,q,1,-0.8417640350694403
rudder,9.11数据/log_13_2026-9-11-18-28-08.ulg,late_500ms,r,1,-0.7676352611068098
rudder,9.11数据/log_14_2026-9-11-18-34-58.ulg,early_100ms,p,1,-0.22036570843404021
rudder,9.11数据/log_14_2026-9-11-18-34-58.ulg,early_100ms,q,1,0.6602759199665887
rudder,9.11数据/log_14_2026-9-11-18-34-58.ulg,early_100ms,r,1,-0.07143363527815007
rudder,9.11数据/log_14_2026-9-11-18-34-58.ulg,endpoint_100ms,p,1,-0.8591726273298264
rudder,9.11数据/log_14_2026-9-11-18-34-58.ulg,endpoint_100ms,q,1,1.135785385966301
rudder,9.11数据/log_14_2026-9-11-18-34-58.ulg,endpoint_100ms,r,1,-0.4035824760794639
rudder,9.11数据/log_14_2026-9-11-18-34-58.ulg,endpoint_1s,p,1,-0.22020459175109863
rudder,9.11数据/log_14_2026-9-11-18-34-58.ulg,endpoint_1s,q,1,-0.05586745077744127
rudder,9.11数据/log_14_2026-9-11-18-34-58.ulg,endpoint_1s,r,1,0.42343721538782114
rudder,9.11数据/log_14_2026-9-11-18-34-58.ulg,endpoint_200ms,p,1,-0.5901414155960083
rudder,9.11数据/log_14_2026-9-11-18-34-58.ulg,endpoint_200ms,q,1,-0.6538559943437576
rudder,9.11数据/log_14_2026-9-11-18-34-58.ulg,endpoint_200ms,r,1,-0.18015160411596298
rudder,9.11数据/log_14_2026-9-11-18-34-58.ulg,endpoint_500ms,p,1,-0.06884968280792236
rudder,9.11数据/log_14_2026-9-11-18-34-58.ulg,endpoint_500ms,q,1,0.4225485771894455
rudder,9.11数据/log_14_2026-9-11-18-34-58.ulg,endpoint_500ms,r,1,-0.02821861207485199
rudder,9.11数据/log_14_2026-9-11-18-34-58.ulg,late_1s,p,1,-0.7321721289190433
rudder,9.11数据/log_14_2026-9-11-18-34-58.ulg,late_1s,q,1,0.016306638040367503
rudder,9.11数据/log_14_2026-9-11-18-34-58.ulg,late_1s,r,1,0.23232451808252688
rudder,9.11数据/log_14_2026-9-11-18-34-58.ulg,late_500ms,p,1,-0.8134426932368349
rudder,9.11数据/log_14_2026-9-11-18-34-58.ulg,late_500ms,q,1,0.02056661559055424
rudder,9.11数据/log_14_2026-9-11-18-34-58.ulg,late_500ms,r,1,-0.31496319745332807
rudder,9.11数据/log_15_2026-9-11-18-40-48.ulg,early_100ms,p,1,-0.13458454165303715
rudder,9.11数据/log_15_2026-9-11-18-40-48.ulg,early_100ms,q,1,-0.5152911774635242
rudder,9.11数据/log_15_2026-9-11-18-40-48.ulg,early_100ms,r,1,0.08634298857380548
rudder,9.11数据/log_15_2026-9-11-18-40-48.ulg,endpoint_100ms,p,1,-0.4574769213795662
rudder,9.11数据/log_15_2026-9-11-18-40-48.ulg,endpoint_100ms,q,1,-0.5221423166804016
rudder,9.11数据/log_15_2026-9-11-18-40-48.ulg,endpoint_100ms,r,1,0.04166501760482788
rudder,9.11数据/log_15_2026-9-11-18-40-48.ulg,endpoint_1s,p,1,-0.22804647684097287
rudder,9.11数据/log_15_2026-9-11-18-40-48.ulg,endpoint_1s,q,1,-0.7522127884440124
rudder,9.11数据/log_15_2026-9-11-18-40-48.ulg,endpoint_1s,r,1,-0.08773419260978699
rudder,9.11数据/log_15_2026-9-11-18-40-48.ulg,endpoint_200ms,p,1,-0.30965764075517654
rudder,9.11数据/log_15_2026-9-11-18-40-48.ulg,endpoint_200ms,q,1,0.09747613640502095
rudder,9.11数据/log_15_2026-9-11-18-40-48.ulg,endpoint_200ms,r,1,-0.27344200015068054
rudder,9.11数据/log_15_2026-9-11-18-40-48.ulg,endpoint_500ms,p,1,-0.5730841308832169
rudder,9.11数据/log_15_2026-9-11-18-40-48.ulg,endpoint_500ms,q,1,-0.3516429024748504
rudder,9.11数据/log_15_2026-9-11-18-40-48.ulg,endpoint_500ms,r,1,-0.3232658803462982
rudder,9.11数据/log_15_2026-9-11-18-40-48.ulg,late_1s,p,1,-0.12613763079821416
rudder,9.11数据/log_15_2026-9-11-18-40-48.ulg,late_1s,q,1,-0.19651447008841508
rudder,9.11数据/log_15_2026-9-11-18-40-48.ulg,late_1s,r,1,0.07064452764251095
rudder,9.11数据/log_15_2026-9-11-18-40-48.ulg,late_500ms,p,1,-0.2799982208202174
rudder,9.11数据/log_15_2026-9-11-18-40-48.ulg,late_500ms,q,1,-0.18155458870821267
rudder,9.11数据/log_15_2026-9-11-18-40-48.ulg,late_500ms,r,1,-0.06671569270500402
rudder,9.12数据/log_10_2026-9-12-06-13-40.ulg,early_100ms,p,3,-0.06360815437855168
rudder,9.12数据/log_10_2026-9-12-06-13-40.ulg,early_100ms,q,3,0.2525216423148589
rudder,9.12数据/log_10_2026-9-12-06-13-40.ulg,early_100ms,r,3,-0.18222978830751826
rudder,9.12数据/log_10_2026-9-12-06-13-40.ulg,endpoint_100ms,p,3,-0.157847781976064
rudder,9.12数据/log_10_2026-9-12-06-13-40.ulg,endpoint_100ms,q,3,-0.053526367681721844
rudder,9.12数据/log_10_2026-9-12-06-13-40.ulg,endpoint_100ms,r,3,-0.256415660182635
rudder,9.12数据/log_10_2026-9-12-06-13-40.ulg,endpoint_1s,p,3,0.3157698114713033
rudder,9.12数据/log_10_2026-9-12-06-13-40.ulg,endpoint_1s,q,3,0.12459069148947795
rudder,9.12数据/log_10_2026-9-12-06-13-40.ulg,endpoint_1s,r,3,-0.26355337475736934
rudder,9.12数据/log_10_2026-9-12-06-13-40.ulg,endpoint_200ms,p,3,-0.21245067566633224
rudder,9.12数据/log_10_2026-9-12-06-13-40.ulg,endpoint_200ms,q,3,-0.14567092061042788
rudder,9.12数据/log_10_2026-9-12-06-13-40.ulg,endpoint_200ms,r,3,-0.37773862356940907
rudder,9.12数据/log_10_2026-9-12-06-13-40.ulg,endpoint_500ms,p,3,0.09074067076047261
rudder,9.12数据/log_10_2026-9-12-06-13-40.ulg,endpoint_500ms,q,3,0.5060695856809616
rudder,9.12数据/log_10_2026-9-12-06-13-40.ulg,endpoint_500ms,r,3,-0.7151211698849996
rudder,9.12数据/log_10_2026-9-12-06-13-40.ulg,late_1s,p,3,-0.32969904658378885
rudder,9.12数据/log_10_2026-9-12-06-13-40.ulg,late_1s,q,3,-0.02300343783372068
rudder,9.12数据/log_10_2026-9-12-06-13-40.ulg,late_1s,r,3,-0.24895390858313585
rudder,9.12数据/log_10_2026-9-12-06-13-40.ulg,late_500ms,p,3,-0.13099575384379766
rudder,9.12数据/log_10_2026-9-12-06-13-40.ulg,late_500ms,q,3,-0.18001479052828842
rudder,9.12数据/log_10_2026-9-12-06-13-40.ulg,late_500ms,r,3,-0.7084009093436183
rudder,9.12数据/log_11_2026-9-12-06-21-12.ulg,early_100ms,p,2,-0.21609677422606544
rudder,9.12数据/log_11_2026-9-12-06-21-12.ulg,early_100ms,q,2,0.4958627681501694
rudder,9.12数据/log_11_2026-9-12-06-21-12.ulg,early_100ms,r,2,-0.11599232645261748
rudder,9.12数据/log_11_2026-9-12-06-21-12.ulg,endpoint_100ms,p,2,-0.21959133446216583
rudder,9.12数据/log_11_2026-9-12-06-21-12.ulg,endpoint_100ms,q,2,0.5255649089813232
rudder,9.12数据/log_11_2026-9-12-06-21-12.ulg,endpoint_100ms,r,2,-0.1515786349773407
rudder,9.12数据/log_11_2026-9-12-06-21-12.ulg,endpoint_1s,p,2,0.13441996276378632
rudder,9.12数据/log_11_2026-9-12-06-21-12.ulg,endpoint_1s,q,2,0.41941311955451965
rudder,9.12数据/log_11_2026-9-12-06-21-12.ulg,endpoint_1s,r,2,0.1497903550043702
rudder,9.12数据/log_11_2026-9-12-06-21-12.ulg,endpoint_200ms,p,2,-0.322411073371768
rudder,9.12数据/log_11_2026-9-12-06-21-12.ulg,endpoint_200ms,q,2,0.5849040299654007
rudder,9.12数据/log_11_2026-9-12-06-21-12.ulg,endpoint_200ms,r,2,-0.14229795010760427
rudder,9.12数据/log_11_2026-9-12-06-21-12.ulg,endpoint_500ms,p,2,0.10566866397857666
rudder,9.12数据/log_11_2026-9-12-06-21-12.ulg,endpoint_500ms,q,2,1.0974422544240952
rudder,9.12数据/log_11_2026-9-12-06-21-12.ulg,endpoint_500ms,r,2,-0.17252762522548437
rudder,9.12数据/log_11_2026-9-12-06-21-12.ulg,late_1s,p,2,-0.4724040689147655
rudder,9.12数据/log_11_2026-9-12-06-21-12.ulg,late_1s,q,2,0.5515712236234886
rudder,9.12数据/log_11_2026-9-12-06-21-12.ulg,late_1s,r,2,0.04840157864901423
rudder,9.12数据/log_11_2026-9-12-06-21-12.ulg,late_500ms,p,2,-0.2294885166864511
rudder,9.12数据/log_11_2026-9-12-06-21-12.ulg,late_500ms,q,2,0.6333237481769796
rudder,9.12数据/log_11_2026-9-12-06-21-12.ulg,late_500ms,r,2,-0.18848461699431834
rudder,9.12数据/log_3_2026-9-12-18-40-02.ulg,early_100ms,p,1,-0.25509990845350305
rudder,9.12数据/log_3_2026-9-12-18-40-02.ulg,early_100ms,q,1,0.6281421122707025
rudder,9.12数据/log_3_2026-9-12-18-40-02.ulg,early_100ms,r,1,-0.11278199880364626
rudder,9.12数据/log_3_2026-9-12-18-40-02.ulg,endpoint_100ms,p,1,-0.863605335354805
rudder,9.12数据/log_3_2026-9-12-18-40-02.ulg,endpoint_100ms,q,1,0.4576787482947111
