experiment,step,horizon_s,actual_time_s,log_id,metric,rmse,median,p95
S0,1,0.02,0.0196660294117647,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,phase_rad,0.0384910390943923,0.0351730019499996,0.0609418358296409
S0,1,0.02,0.0202619848484848,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,phase_rad,0.0423209244559305,0.0310774803483333,0.0686586870292401
S0,1,0.02,0.02003135,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,phase_rad,0.0391927219463289,0.0354233909624248,0.0594704473106715
S0,2,0.04,0.0401924620689655,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,position_m,0.0138508406002061,0.0116206267567928,0.0236575511573575
S0,2,0.04,0.0401601999999999,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,position_m,0.0104476012277658,0.0074701133273933,0.0180275648442948
S0,2,0.04,0.0400951176470588,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,position_m,0.0121771689320665,0.0102968018365313,0.0196817060406258
S0,2,0.04,0.0399947196969697,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,position_m,0.0120103431098383,0.0101244105507726,0.0200869097659183
S0,2,0.04,0.0400627999999999,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,position_m,0.0146973077601546,0.0122278390537772,0.0248163153030216
S0,2,0.04,0.0401924620689655,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,velocity_m_s,0.408896677439254,0.3034228963975306,0.682853920142992
S0,2,0.04,0.0401601999999999,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,velocity_m_s,0.391657860185615,0.3204696368161631,0.6819856171221131
S0,2,0.04,0.0400951176470588,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,velocity_m_s,0.3776654674603797,0.2843118607082023,0.6756100620338755
S0,2,0.04,0.0399947196969697,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,velocity_m_s,0.3933696274340755,0.3176469744547158,0.7170588258730141
S0,2,0.04,0.0400627999999999,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,velocity_m_s,0.4064985809413052,0.312164900988564,0.7658612928768316
S0,2,0.04,0.0401924620689655,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,attitude_deg,1.058284117210779,0.8604231554658835,1.8905441395390052
S0,2,0.04,0.0401601999999999,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,attitude_deg,0.9649672936114804,0.7829191829604536,1.674011396959401
S0,2,0.04,0.0400951176470588,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,attitude_deg,0.9980744923060422,0.8639737195592316,1.6720939722575192
S0,2,0.04,0.0399947196969697,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,attitude_deg,1.120114834507388,0.8337282730910034,2.021485917222201
S0,2,0.04,0.0400627999999999,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,attitude_deg,1.1116009857595526,0.8354532986958104,2.014736363001376
S0,2,0.04,0.0401924620689655,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,body_rate_rad_s,0.6968420373511145,0.5637574491223267,1.23010029800287
S0,2,0.04,0.0401601999999999,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,body_rate_rad_s,0.6150969926564935,0.5570100485098471,0.98367227612402
S0,2,0.04,0.0400951176470588,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,body_rate_rad_s,0.6429155866630062,0.5595459582184072,1.0438241410907312
S0,2,0.04,0.0399947196969697,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,body_rate_rad_s,0.6762745196520749,0.5962183483367496,1.0900854446539427
S0,2,0.04,0.0400627999999999,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,body_rate_rad_s,0.7405912187800443,0.6413609295915168,1.226082048094898
S0,2,0.04,0.0401924620689655,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,frequency_hz,0.1937850648495494,0.1650292873382568,0.32788667678833
S0,2,0.04,0.0401601999999999,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,frequency_hz,0.1894591441143984,0.1678915023803711,0.3108335018157959
S0,2,0.04,0.0400951176470588,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,frequency_hz,0.1829904010268698,0.1577690839767456,0.3062368631362913
S0,2,0.04,0.0399947196969697,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,frequency_hz,0.1801254716721055,0.1521828174591064,0.3046722412109375
S0,2,0.04,0.0400627999999999,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,frequency_hz,0.190113320226531,0.1727476119995117,0.3061344504356382
S0,2,0.04,0.0401924620689655,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,phase_rad,0.0893658625992172,0.0739393743296545,0.1523674538900535
S0,2,0.04,0.0401601999999999,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,phase_rad,0.0979492334012498,0.0766984851300949,0.1456296915908559
S0,2,0.04,0.0400951176470588,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,phase_rad,0.0798972774931496,0.070195057694292,0.1299687288253109
S0,2,0.04,0.0399947196969697,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,phase_rad,0.0799589232158191,0.0630560332245657,0.1348513349779476
S0,2,0.04,0.0400627999999999,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,phase_rad,0.0838109980982227,0.0767016346964872,0.1341229135261617
S0,3,0.06,0.0600822758620689,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,position_m,0.0213338995200616,0.0192202326674445,0.0362610137409284
S0,3,0.06,0.0600943111111111,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,position_m,0.0182995263687381,0.0151225637192828,0.0307201170570274
S0,3,0.06,0.0600546,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,position_m,0.0193680568515794,0.017191238154166,0.031222664579562
S0,3,0.06,0.0601053863636363,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,position_m,0.0190514438005646,0.0168320495707228,0.0304628006099851
S0,3,0.06,0.0599517857142857,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,position_m,0.0222439760400001,0.0194370660280531,0.0359057220595128
S0,3,0.06,0.0600822758620689,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,velocity_m_s,0.5552037686320782,0.4235462043965263,0.9920600110895866
S0,3,0.06,0.0600943111111111,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,velocity_m_s,0.5337548987335248,0.4271040565526706,0.9106700337182804
S0,3,0.06,0.0600546,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,velocity_m_s,0.5416647079175805,0.4113427175656378,0.973209978173191
S0,3,0.06,0.0601053863636363,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,velocity_m_s,0.5312929304846865,0.4399892814479191,0.9374442296311762
S0,3,0.06,0.0599517857142857,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,velocity_m_s,0.5588389270245123,0.441908391707888,1.0435536016141311
S0,3,0.06,0.0600822758620689,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,attitude_deg,1.6395320105326492,1.2977860417610576,2.962398857359245
S0,3,0.06,0.0600943111111111,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,attitude_deg,1.5144922566804964,1.3325629845555136,2.4701128703420365
S0,3,0.06,0.0600546,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,attitude_deg,1.548159468790297,1.362100883668916,2.50978533336694
S0,3,0.06,0.0601053863636363,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,attitude_deg,1.728084812355297,1.3564170664971158,3.0453846164808565
S0,3,0.06,0.0599517857142857,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,attitude_deg,1.795480701681131,1.4252314850787942,3.202409388155488
S0,3,0.06,0.0600822758620689,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,body_rate_rad_s,0.7203623922747383,0.6309240373282532,1.257726915798968
S0,3,0.06,0.0600943111111111,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,body_rate_rad_s,0.6724617845933004,0.568366158489458,1.108210071338561
S0,3,0.06,0.0600546,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,body_rate_rad_s,0.7001383173852032,0.5949207328197401,1.1896879350031808
S0,3,0.06,0.0601053863636363,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,body_rate_rad_s,0.7643723371493424,0.6674518442932196,1.1899432451545735
S0,3,0.06,0.0599517857142857,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,body_rate_rad_s,0.8224947969145633,0.7571158138504082,1.3113873878205182
S0,3,0.06,0.0600822758620689,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,frequency_hz,0.237691640876059,0.1987884044647216,0.394441795349121
S0,3,0.06,0.0600943111111111,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,frequency_hz,0.2321742727340416,0.1970481872558593,0.3808270454406738
S0,3,0.06,0.0600546,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,frequency_hz,0.2249875551418397,0.1778739690780639,0.4004979729652403
S0,3,0.06,0.0601053863636363,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,frequency_hz,0.2222561124961665,0.1833558082580566,0.385814547538757
S0,3,0.06,0.0599517857142857,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,frequency_hz,0.2347158191899009,0.1978464126586914,0.3931839227676391
S0,3,0.06,0.0600822758620689,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,phase_rad,0.1254357350111282,0.1032199541962484,0.2015982628088295
S0,3,0.06,0.0600943111111111,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,phase_rad,0.136077065514863,0.105746266311911,0.252200138166578
S0,3,0.06,0.0600546,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,phase_rad,0.1200924565046504,0.0930414269433832,0.2008024456619412
S0,3,0.06,0.0601053863636363,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,phase_rad,0.1160782647284097,0.0940442119060627,0.2002618475721798
S0,3,0.06,0.0599517857142857,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,phase_rad,0.1235803088291702,0.0967603406248507,0.2047232160960476
S0,4,0.08,0.079971972413793,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,position_m,0.0312161609288088,0.0287414603031823,0.049794605349869
S0,4,0.08,0.0801743185185185,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,position_m,0.028414583163088,0.0239333974201626,0.0451929514841048
S0,4,0.08,0.0796618647058823,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,position_m,0.0293862209540311,0.0265373374414083,0.0462188804381444
S0,4,0.08,0.0802161969696969,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,position_m,0.0281090424206835,0.0231296790399352,0.0465166650685274
S0,4,0.08,0.0799832714285714,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,position_m,0.031680648761548,0.0277243164798732,0.0515099830556207
S0,4,0.08,0.079971972413793,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,velocity_m_s,0.6451967742139736,0.5077347617310054,1.167638258550824
S0,4,0.08,0.0801743185185185,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,velocity_m_s,0.6237932010112306,0.5298717142297026,1.047181879295532
S0,4,0.08,0.0796618647058823,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,velocity_m_s,0.660951536600974,0.5171590495321163,1.1241537511395536
S0,4,0.08,0.0802161969696969,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,velocity_m_s,0.6294892215043868,0.4953427785141688,1.0958092384961449
S0,4,0.08,0.0799832714285714,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,velocity_m_s,0.6597961071556442,0.5393720434869476,1.1381329180352004
S0,4,0.08,0.079971972413793,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,attitude_deg,2.050817672465709,1.6868686894992715,3.865805744165753
S0,4,0.08,0.0801743185185185,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,attitude_deg,1.9556394825462988,1.754749457062735,3.2460953917672803
S0,4,0.08,0.0796618647058823,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,attitude_deg,1.9949834235025328,1.656347555576506,3.386748172429563
S0,4,0.08,0.0802161969696969,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,attitude_deg,2.258249978445061,1.858681701125632,3.987979093411541
S0,4,0.08,0.0799832714285714,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,attitude_deg,2.37599744462645,1.919712925041645,4.060407617000597
S0,4,0.08,0.079971972413793,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,body_rate_rad_s,0.7210299168782768,0.608988666599039,1.1951524700205585
S0,4,0.08,0.0801743185185185,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,body_rate_rad_s,0.6648315551051499,0.5681689211097576,1.0732625119954262
S0,4,0.08,0.0796618647058823,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,body_rate_rad_s,0.7084374442911945,0.5878430332885176,1.1927027469101728
S0,4,0.08,0.0802161969696969,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,body_rate_rad_s,0.767137798634795,0.6982742840132916,1.20656653798129
S0,4,0.08,0.0799832714285714,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,body_rate_rad_s,0.7697105082881285,0.6699608490590944,1.2581942881836723
S0,4,0.08,0.079971972413793,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,frequency_hz,0.235720969336842,0.187241792678833,0.4140295028686523
S0,4,0.08,0.0801743185185185,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,frequency_hz,0.2339594075396261,0.1527938842773437,0.43405944108963
S0,4,0.08,0.0796618647058823,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,frequency_hz,0.2327593556384627,0.1805572509765625,0.4415178775787353
S0,4,0.08,0.0802161969696969,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,frequency_hz,0.2276483901512785,0.1673566102981567,0.3971154093742369
S0,4,0.08,0.0799832714285714,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,frequency_hz,0.2421587625451117,0.1876226663589477,0.4108702301979064
S0,4,0.08,0.079971972413793,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,phase_rad,0.1479947930780002,0.1121975089301585,0.2550146975089745
S0,4,0.08,0.0801743185185185,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,phase_rad,0.1659177757348302,0.1095449343495573,0.3181198275102069
S0,4,0.08,0.0796618647058823,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,phase_rad,0.1449879080116049,0.1059174578932911,0.2573789599096086
S0,4,0.08,0.0802161969696969,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,phase_rad,0.1402298303804908,0.0949487061634677,0.2495224418703497
S0,4,0.08,0.0799832714285714,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,phase_rad,0.1507174262170205,0.1061877201624525,0.2566921815460378
S0,5,0.1,0.1000682758620689,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,position_m,0.0418164127216275,0.0385688375464847,0.0665311637836147
S0,5,0.1,0.1000353111111111,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,position_m,0.0390378911470659,0.0342292171330199,0.0620699794671589
S0,5,0.1,0.1000323235294117,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,position_m,0.0418845254636019,0.0365657788087432,0.0668617058931048
S0,5,0.1,0.1000244848484848,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,position_m,0.0383759572937987,0.0330067834948514,0.0630101065822508
S0,5,0.1,0.0999435357142857,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,position_m,0.0424403335493651,0.0366044361876641,0.0683742061782187
S0,5,0.1,0.1000682758620689,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,velocity_m_s,0.6900211927030877,0.5942165390721115,1.1949392581658198
S0,5,0.1,0.1000353111111111,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,velocity_m_s,0.6686563528329554,0.5669624518475356,1.0960506289670295
S0,5,0.1,0.1000323235294117,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,velocity_m_s,0.7340018657449953,0.6219479253870581,1.1902551854957373
S0,5,0.1,0.1000244848484848,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,velocity_m_s,0.6860044016496816,0.5709728253933051,1.1539965642960988
S0,5,0.1,0.0999435357142857,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,velocity_m_s,0.714072101086418,0.5997505683873443,1.18048264330144
S0,5,0.1,0.1000682758620689,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,attitude_deg,2.3894469054364524,1.8578197560430056,4.1535062176320965
S0,5,0.1,0.1000353111111111,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,attitude_deg,2.1998180055687437,1.8919174627304844,3.8597644701483538
S0,5,0.1,0.1000323235294117,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,attitude_deg,2.3509978841554857,1.8616181453931149,3.966407664164007
S0,5,0.1,0.1000244848484848,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,attitude_deg,2.624340290990811,2.0960877475404667,4.542090339748211
S0,5,0.1,0.0999435357142857,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,attitude_deg,2.743176561645732,2.397150564850924,4.4786238544986485
S0,5,0.1,0.1000682758620689,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,body_rate_rad_s,0.7199341511992606,0.5942696162092714,1.1757151046600152
S0,5,0.1,0.1000353111111111,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,body_rate_rad_s,0.7036269536307078,0.5882095172117017,1.1335725986825678
S0,5,0.1,0.1000323235294117,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,body_rate_rad_s,0.7531665495871215,0.6625206710927745,1.2180160388644092
S0,5,0.1,0.1000244848484848,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,body_rate_rad_s,0.7781664682032892,0.7278298874535167,1.2297649913226405
S0,5,0.1,0.0999435357142857,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,body_rate_rad_s,0.7539433056662929,0.6361155402988838,1.2646184365623283
S0,5,0.1,0.1000682758620689,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,frequency_hz,0.1989560600753658,0.1431765556335449,0.3809905052185053
S0,5,0.1,0.1000353111111111,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,frequency_hz,0.214638766341525,0.1350669860839843,0.443185019493103
S0,5,0.1,0.1000323235294117,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,frequency_hz,0.2094550427304758,0.1485195159912109,0.4062384486198425
S0,5,0.1,0.1000244848484848,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,frequency_hz,0.2040988691571915,0.1581025123596191,0.3981809258460997
S0,5,0.1,0.0999435357142857,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,frequency_hz,0.2179101569380868,0.173291802406311,0.3915494441986082
S0,5,0.1,0.1000682758620689,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,phase_rad,0.157217511651686,0.1242327625585346,0.2801366533946577
S0,5,0.1,0.1000353111111111,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,phase_rad,0.179457362528278,0.1145458523643299,0.3610973345451148
S0,5,0.1,0.1000323235294117,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,phase_rad,0.1582770293980426,0.1211392662563959,0.2980315164344446
S0,5,0.1,0.1000244848484848,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,phase_rad,0.1515261515954463,0.097877590210512,0.2879007776206201
S0,5,0.1,0.0999435357142857,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,phase_rad,0.1650937142372147,0.1190970178762391,0.2881072171485853
S0,6,0.12,0.1200956827586206,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,position_m,0.052497898409736,0.0455526988946027,0.0837401173869097
S0,6,0.12,0.1202614518518518,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,position_m,0.050331104267942,0.0464338096522834,0.0789377820340598
S0,6,0.12,0.1198157058823529,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,position_m,0.0544551758622769,0.0478470481785851,0.0887528427002273
S0,6,0.12,0.1202864469696969,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,position_m,0.0500748260637635,0.0436264985395724,0.0872606436532023
S0,6,0.12,0.1198325,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,position_m,0.0532275959732062,0.0454685340773186,0.0830359345307281
S0,6,0.12,0.1200956827586206,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,velocity_m_s,0.685988468190368,0.6095979909870829,1.1184380842758117
S0,6,0.12,0.1202614518518518,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,velocity_m_s,0.6727622514037003,0.587355982563383,1.1220853408818192
S0,6,0.12,0.1198157058823529,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,velocity_m_s,0.7516530923861752,0.6913163052288206,1.1551631891151266
S0,6,0.12,0.1202864469696969,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,velocity_m_s,0.7050754809567876,0.64626698955504,1.1243446984378231
S0,6,0.12,0.1198325,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,velocity_m_s,0.7194999611279989,0.6471345638229385,1.1173020535384894
S0,6,0.12,0.1200956827586206,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,attitude_deg,2.5556440582604467,2.098728677220055,4.346087329099786
S0,6,0.12,0.1202614518518518,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,attitude_deg,2.3745899601830605,2.0179320163769674,4.023981749191245
S0,6,0.12,0.1198157058823529,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,attitude_deg,2.600392577225062,2.032591875048015,4.644130213757021
S0,6,0.12,0.1202864469696969,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,attitude_deg,2.8793716476038576,2.3711850883216985,5.06071120512169
S0,6,0.12,0.1198325,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,attitude_deg,3.0074316585899816,2.5454439541662115,4.642794504862325
S0,6,0.12,0.1200956827586206,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,body_rate_rad_s,0.742193491521493,0.6090947098574858,1.2961414211023374
S0,6,0.12,0.1202614518518518,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,body_rate_rad_s,0.6592809082328475,0.5924601279240026,1.0434211719735191
