experiment,partition,perturbation,step,actual_duration_s,amplification_median,amplification_p90,velocity_rmse,attitude_rmse,body_rate_rmse,nominal_velocity_rmse
R1,validation,attitude_2_+1,9,0.1799863982200622,1.007657506564719,1.0192344809296316,0.5205114458618842,3.8186088188622134,0.7482512266457935,0.5217030930841368
R1,validation,attitude_2_+1,10,0.20009399920701976,1.0084928226984262,1.0247640174959567,0.4793899801579417,4.054681476546417,0.7192953562605051,0.4815375432756038
R1,validation,attitude_2_+1,11,0.22000711739063258,1.0105334697948223,1.0307092361767376,0.46410570974714893,4.342581831813414,0.6667152946543257,0.46721171220643176
R1,validation,attitude_2_+1,12,0.23971573799848553,1.0134401368599164,1.0375434392030447,0.45594231149558384,4.439592717962795,0.7253912784889743,0.4599650980555768
R1,validation,attitude_2_+1,13,0.26022259712219237,1.0164349934072667,1.043996025683646,0.46961344278233735,4.725221342722083,0.6896721779991891,0.474039171000755
R1,validation,attitude_2_+1,14,0.279936077594757,1.0207674464643899,1.047526884531916,0.5201685571781044,4.961456607513436,0.7700615134439635,0.5244172407234884
R1,validation,attitude_2_+1,15,0.2998466360569,1.022805740347155,1.0560451294080735,0.598569104340166,5.239459091487047,0.7375680640804045,0.6024422982327654
R1,validation,attitude_2_+1,16,0.3197548776865005,1.0250940725163324,1.0650261206713008,0.6667443300609855,5.600704584747722,0.7312544666622461,0.6703810851009254
R1,validation,attitude_2_+1,17,0.33986503481864927,1.0276648650263898,1.0744225624628811,0.7215064036232482,5.951549172509289,0.6533684930965031,0.7250585834061922
R1,validation,attitude_2_+1,18,0.3595786589384079,1.03224687078616,1.0842087487253427,0.7489078768090338,6.288794737349892,0.650185958889375,0.7528917770918345
R1,validation,attitude_2_+1,19,0.379683655500412,1.0359014489072498,1.0943863155024485,0.7450701613455104,6.365166498653288,0.7349685647684862,0.749750753589032
R1,validation,attitude_2_+1,20,0.39999355852603913,1.041135892484284,1.1098503430836064,0.7196565061336117,6.491408197049739,0.6898453016489808,0.7253302096556021
R1,validation,attitude_2_-1,0,0.0,0.9999999626474028,1.0000007470519463,0.0,1.9999995869759117,0.0,0.0
R1,validation,attitude_2_-1,1,0.02010780010372396,0.9999080379054158,1.0001241376219094,0.22160925091303466,2.0813302771321345,0.6182744500713753,0.22176658069595429
R1,validation,attitude_2_-1,2,0.0402179798483848,0.9998233595673076,1.0007852935353858,0.4038581530596252,2.2640090387839766,0.6423590268192961,0.40417798274354366
R1,validation,attitude_2_-1,3,0.0605228597670793,1.0000594279823247,1.0025969841512927,0.5664495884934193,2.6058860821134835,0.6940982162139592,0.5669022215833841
R1,validation,attitude_2_-1,4,0.08003665938973421,1.0012802976254953,1.005194244711806,0.6606986611573005,2.9842559784246334,0.7167804327732686,0.6611741003760402
R1,validation,attitude_2_-1,5,0.09975025847554202,1.0022726814309033,1.0072771973599184,0.7000156446463192,3.184165155941284,0.8053451335590402,0.7004079552930075
R1,validation,attitude_2_-1,6,0.12025477916002268,1.0034993407266575,1.010406104908505,0.6929173505599454,3.453611317847705,0.7293108723595841,0.6930256792532243
R1,validation,attitude_2_-1,7,0.1401627585291862,1.0048945722940845,1.01418751750903,0.6473946981002425,3.6572223981657976,0.7470922201922978,0.6470268767228374
R1,validation,attitude_2_-1,8,0.15967897891998287,1.0066242590178507,1.0175545105128885,0.5874298807573912,3.766608097958098,0.7878465291752272,0.5865948322764819
R1,validation,attitude_2_-1,9,0.1799863982200622,1.0077986620299644,1.0190576089108356,0.5234006041308342,4.0840374948393,0.747578064157087,0.5217030930841368
R1,validation,attitude_2_-1,10,0.20009399920701976,1.008393203321393,1.0243900358211409,0.4843841881903158,4.3848099881619005,0.7211601054373025,0.4815375432756038
R1,validation,attitude_2_-1,11,0.22000711739063258,1.0101624464457137,1.0314507151154755,0.4711958178122111,4.684733314032654,0.6677419372416127,0.46721171220643176
R1,validation,attitude_2_-1,12,0.23971573799848553,1.0140507771207874,1.037434444324086,0.4649868959777105,4.803422578314396,0.7244929323253214,0.4599650980555768
R1,validation,attitude_2_-1,13,0.26022259712219237,1.0171963887508917,1.046253459784326,0.4795348470202031,5.08391855849661,0.6846340674105209,0.474039171000755
R1,validation,attitude_2_-1,14,0.279936077594757,1.020992533215797,1.050317168374303,0.5297467261276075,5.326854759901932,0.7659674684070125,0.5244172407234884
R1,validation,attitude_2_-1,15,0.2998466360569,1.0235384488960442,1.0592053683152858,0.6073714359436228,5.628584308296536,0.7384159996934748,0.6024422982327654
R1,validation,attitude_2_-1,16,0.3197548776865005,1.0258485202768575,1.068532222218072,0.6751449335653604,5.981957277356601,0.7344905200280711,0.6703810851009254
R1,validation,attitude_2_-1,17,0.33986503481864927,1.0295522544160107,1.0782603625443095,0.7298384783190673,6.3399860426505645,0.6533019594987817,0.7250585834061922
R1,validation,attitude_2_-1,18,0.3595786589384079,1.0327883340368071,1.0883801747354502,0.7582494869644136,6.665037754250064,0.6500354083887389,0.7528917770918345
R1,validation,attitude_2_-1,19,0.379683655500412,1.0361200363067247,1.0988814615324276,0.7560124518270593,6.778889204336183,0.732540613486227,0.749750753589032
R1,validation,attitude_2_-1,20,0.39999355852603913,1.0414985862041917,1.109714790507958,0.7328761217514308,6.9129036858679935,0.6903814844861144,0.7253302096556021
R1,validation,rate_0_+1,0,0.0,1.0,1.000000170754734,0.0,9.035490975690201e-07,0.0872664546407765,0.0
R1,validation,rate_0_+1,1,0.02010780010372396,0.9089931908134636,0.9453671337776258,0.2218559188510253,0.5606104518279287,0.6328729433349112,0.22176658069595429
R1,validation,rate_0_+1,2,0.0402179798483848,0.7541644945241518,0.8164403768010569,0.40445065186205126,1.1413515871501547,0.6571714226351864,0.40417798274354366
R1,validation,rate_0_+1,3,0.0605228597670793,0.5538335889247114,0.6425909350068209,0.5672210021220601,1.736887059363061,0.704066908046672,0.5669022215833841
R1,validation,rate_0_+1,4,0.08003665938973421,0.38668026415074364,0.48882159681972726,0.66132587962123,2.2703035189925265,0.723686829538331,0.6611741003760402
R1,validation,rate_0_+1,5,0.09975025847554202,0.34393547699395854,0.3960580842719009,0.7003936155865722,2.532269068065222,0.8108114036127527,0.7004079552930075
R1,validation,rate_0_+1,6,0.12025477916002268,0.40757791154324197,0.4480090339499685,0.6926059840481608,2.846347936277394,0.7341506634810879,0.6930256792532243
R1,validation,rate_0_+1,7,0.1401627585291862,0.46863209919210813,0.5115405995847587,0.646133391478251,2.993293193438485,0.7510234884050067,0.6470268767228374
R1,validation,rate_0_+1,8,0.15967897891998287,0.4781422841143626,0.5356151516139822,0.5854817741154715,3.077885580157095,0.7933901368447218,0.5865948322764819
R1,validation,rate_0_+1,9,0.1799863982200622,0.4369808949358073,0.5091787286387962,0.5202657669406825,3.420532179901411,0.7525030175880417,0.5217030930841368
R1,validation,rate_0_+1,10,0.20009399920701976,0.3242786935828493,0.480185108377176,0.4800610294368319,3.719515570639485,0.7232325040093236,0.4815375432756038
R1,validation,rate_0_+1,11,0.22000711739063258,0.2787243827344424,0.40093424610845696,0.46578453581646084,4.046372628321732,0.6689200174574541,0.46721171220643176
R1,validation,rate_0_+1,12,0.23971573799848553,0.25328444596833555,0.39868625576361255,0.45858382159717637,4.165930465253602,0.7226309576315273,0.4599650980555768
R1,validation,rate_0_+1,13,0.26022259712219237,0.3082049741537096,0.41890791077655326,0.47256528500281003,4.471787717268656,0.6859788113427695,0.474039171000755
R1,validation,rate_0_+1,14,0.279936077594757,0.3348176437622527,0.45149023632967483,0.5227058775907011,4.724403829060977,0.767725409800593,0.5244172407234884
R1,validation,rate_0_+1,15,0.2998466360569,0.3558256200573975,0.4649275112002299,0.6005583060333901,5.034243211082807,0.7383939135511526,0.6024422982327654
R1,validation,rate_0_+1,16,0.3197548776865005,0.3446521986464955,0.4619393929976557,0.6683460921271748,5.4148056762267816,0.7340522383262066,0.6703810851009254
R1,validation,rate_0_+1,17,0.33986503481864927,0.34460994752194746,0.42385110238402635,0.7229287839951359,5.792016124760522,0.6552495557736602,0.7250585834061922
R1,validation,rate_0_+1,18,0.3595786589384079,0.33300976734155197,0.41154293892461735,0.7506283554702827,6.143471354278025,0.654056075971699,0.7528917770918345
R1,validation,rate_0_+1,19,0.379683655500412,0.3210503725612168,0.42160575873756245,0.747476446152844,6.244727955836269,0.7350378467021473,0.749750753589032
R1,validation,rate_0_+1,20,0.39999355852603913,0.32458362952164943,0.4395555049362633,0.7232053296721079,6.382754737640848,0.6919043979053026,0.7253302096556021
R1,validation,rate_0_-1,0,0.0,1.0,1.000000170754734,0.0,9.035490975690201e-07,0.08726645654067455,0.0
R1,validation,rate_0_-1,1,0.02010780010372396,0.9092513719716009,0.9453675948154083,0.2216806158246221,0.5529551589423757,0.6136435683747582,0.22176658069595429
R1,validation,rate_0_-1,2,0.0402179798483848,0.7539352989821482,0.8168331041520208,0.40391727119572224,1.1030305471074553,0.6341956896526929,0.40417798274354366
R1,validation,rate_0_-1,3,0.0605228597670793,0.5550440052025553,0.6424637526119071,0.5666148506868758,1.6770247069466646,0.6890731656502388,0.5669022215833841
R1,validation,rate_0_-1,4,0.08003665938973421,0.38406404549042716,0.48821852951828554,0.6610781372918546,2.1708598820823766,0.7172796255933458,0.6611741003760402
R1,validation,rate_0_-1,5,0.09975025847554202,0.34441449738429364,0.3978252164785831,0.7005052501773403,2.445512496402607,0.8086153869233473,0.7004079552930075
R1,validation,rate_0_-1,6,0.12025477916002268,0.4083866699975224,0.4526365085916098,0.6935487012818192,2.7561995577772875,0.7315184476513512,0.6930256792532243
R1,validation,rate_0_-1,7,0.1401627585291862,0.4675086184183228,0.5161612824568464,0.64803282672467,2.9305969011947495,0.7459730114392052,0.6470268767228374
R1,validation,rate_0_-1,8,0.15967897891998287,0.4765690353706479,0.532986156230678,0.5878180496377947,3.0424826776017424,0.7836191893734451,0.5865948322764819
R1,validation,rate_0_-1,9,0.1799863982200622,0.43632809958689306,0.5117068079741778,0.5232452566263213,3.4037926742390767,0.7442567553045075,0.5217030930841368
R1,validation,rate_0_-1,10,0.20009399920701976,0.3237466325031978,0.4779889975894554,0.48311464420515676,3.7170328822259284,0.7177795995775778,0.4815375432756038
R1,validation,rate_0_-1,11,0.22000711739063258,0.277387351821176,0.39225731013823795,0.4687271594895778,4.047445563344736,0.6657682406179868,0.46721171220643176
R1,validation,rate_0_-1,12,0.23971573799848553,0.2652439581425504,0.3968352018739307,0.46140581116909135,4.165209369281066,0.7274254329403924,0.4599650980555768
R1,validation,rate_0_-1,13,0.26022259712219237,0.3121852029752987,0.4143149499355657,0.4755423482516656,4.480299682247451,0.6885516758303716,0.474039171000755
R1,validation,rate_0_-1,14,0.279936077594757,0.3426980174350829,0.4585779665262664,0.5261493901538411,4.748226974405863,0.7686658558679919,0.5244172407234884
R1,validation,rate_0_-1,15,0.2998466360569,0.3579581545887005,0.47726956947438104,0.6043658144859735,5.063289725850263,0.7378808006482189,0.6024422982327654
R1,validation,rate_0_-1,16,0.3197548776865005,0.34732935540258586,0.4601360693250561,0.6724944513764635,5.444990511670596,0.7317630320422106,0.6703810851009254
R1,validation,rate_0_-1,17,0.33986503481864927,0.34767383173452826,0.4277526943816399,0.7273038719371038,5.81757731900387,0.6512938323697606,0.7250585834061922
R1,validation,rate_0_-1,18,0.3595786589384079,0.33294720707580294,0.41293539255574246,0.7553005962349776,6.160682942003266,0.6461408264111901,0.7528917770918345
R1,validation,rate_0_-1,19,0.379683655500412,0.3219181801370238,0.42958962685480195,0.7521958682211675,6.255943712239963,0.7324195119726756,0.749750753589032
R1,validation,rate_0_-1,20,0.39999355852603913,0.32216337326318956,0.4421757064507552,0.7276478000577259,6.385951374881953,0.6883985813716645,0.7253302096556021
R1,validation,rate_1_+1,0,0.0,0.9999999146226328,1.000000170754734,0.0,9.035490975690201e-07,0.08726645492017336,0.0
R1,validation,rate_1_+1,1,0.02010780010372396,0.9068248191323167,0.9284212802746008,0.22181335777663322,0.5512859208471996,0.6284470752989729,0.22176658069595429
R1,validation,rate_1_+1,2,0.0402179798483848,0.7423587683324417,0.8007332379042043,0.4044590347145937,1.1179133913395525,0.6490730372797184,0.40417798274354366
R1,validation,rate_1_+1,3,0.0605228597670793,0.5584541693439586,0.6387620546439056,0.5674868989547561,1.7170264819867562,0.7000996434986227,0.5669022215833841
R1,validation,rate_1_+1,4,0.08003665938973421,0.4208924479108414,0.5104885839361117,0.661814794075126,2.229226165569607,0.7206265608203413,0.6611741003760402
R1,validation,rate_1_+1,5,0.09975025847554202,0.3563540739432886,0.4506137693544088,0.7010460317797629,2.484373870177855,0.8100942053161889,0.7004079552930075
R1,validation,rate_1_+1,6,0.12025477916002268,0.36365221666111996,0.4155528022303301,0.6933518094134627,2.7753082953732626,0.7349637888767699,0.6930256792532243
R1,validation,rate_1_+1,7,0.1401627585291862,0.37969940507343053,0.4155063398671494,0.6470617944337865,2.926069406885337,0.7513194932248737,0.6470268767228374
R1,validation,rate_1_+1,8,0.15967897891998287,0.37844997133881786,0.4167353598732863,0.5867007362121773,3.01744042625154,0.7907625933229778,0.5865948322764819
R1,validation,rate_1_+1,9,0.1799863982200622,0.36214248867853427,0.41879267267529807,0.5219775701232253,3.373333651981809,0.7479487419519952,0.5217030930841368
R1,validation,rate_1_+1,10,0.20009399920701976,0.3355396801558922,0.40679932971936633,0.48222710195586155,3.693315268080892,0.7193532258280446,0.4815375432756038
R1,validation,rate_1_+1,11,0.22000711739063258,0.30814791005596825,0.39623414947835284,0.46830778808048107,4.031796930597334,0.6669860013919359,0.46721171220643176
R1,validation,rate_1_+1,12,0.23971573799848553,0.29743995537837287,0.3815575495534508,0.46107955109080095,4.148919741981844,0.7232848561920004,0.4599650980555768
R1,validation,rate_1_+1,13,0.26022259712219237,0.30410115092105955,0.3758376458864416,0.47508383461382203,4.45669561081554,0.6856302098355255,0.474039171000755
R1,validation,rate_1_+1,14,0.279936077594757,0.31275908829266263,0.3855697052414702,0.5253103579003566,4.70933653449565,0.7676236172633019,0.5244172407234884
R1,validation,rate_1_+1,15,0.2998466360569,0.3156950345206308,0.410496284974625,0.6030712208934984,5.020136545647171,0.7390436344056395,0.6024422982327654
R1,validation,rate_1_+1,16,0.3197548776865005,0.31401808429239153,0.4322537379491981,0.6711143841593297,5.398526375985784,0.7345407212988858,0.6703810851009254
R1,validation,rate_1_+1,17,0.33986503481864927,0.31040812643978255,0.41734140684484017,0.7257097429996332,5.7753245081313125,0.65570471690048,0.7250585834061922
R1,validation,rate_1_+1,18,0.3595786589384079,0.3076551972703831,0.40679100542607316,0.7535854882024927,6.119059152746265,0.6526578337324208,0.7528917770918345
R1,validation,rate_1_+1,19,0.379683655500412,0.30406979608298884,0.39006094321841595,0.7505492974567538,6.215473585269205,0.7365967684925208,0.749750753589032
R1,validation,rate_1_+1,20,0.39999355852603913,0.30540398819879877,0.3876584283768414,0.7264568187548814,6.347857135490719,0.6922367358816478,0.7253302096556021
R1,validation,rate_1_-1,0,0.0,0.9999998292452658,1.0,0.0,9.035490975690201e-07,0.08726645313203386,0.0
R1,validation,rate_1_-1,1,0.02010780010372396,0.9072873937073124,0.927780258464611,0.2217240013479223,0.5621863383160781,0.6180772786700265,0.22176658069595429
R1,validation,rate_1_-1,2,0.0402179798483848,0.7399354171444241,0.7983998403101725,0.40390326081400474,1.1265332218694282,0.6423871896909709,0.40417798274354366
R1,validation,rate_1_-1,3,0.0605228597670793,0.5559365188539693,0.6305701090764168,0.5663422012829953,1.6972645373095616,0.6932766270297089,0.5669022215833841
R1,validation,rate_1_-1,4,0.08003665938973421,0.4195280322070749,0.5074650597393976,0.6605962577447663,2.213741883565444,0.7206607093337062,0.6611741003760402
R1,validation,rate_1_-1,5,0.09975025847554202,0.3530727229045107,0.4493140312750956,0.6998839339708058,2.4965446952340566,0.8093920576259764,0.7004079552930075
R1,validation,rate_1_-1,6,0.12025477916002268,0.36226639258255094,0.418023418328779,0.6928652304781223,2.8324046292352993,0.7301257731453248,0.6930256792532243
R1,validation,rate_1_-1,7,0.1401627585291862,0.3814281046583087,0.4125101406967783,0.6471967059583363,3.0047757860556947,0.7446070091537605,0.6470268767228374
R1,validation,rate_1_-1,8,0.15967897891998287,0.3804336931192501,0.41534083584100884,0.5867134814191637,3.111258138117679,0.7851421535817175,0.5865948322764819
R1,validation,rate_1_-1,9,0.1799863982200622,0.3596755096559241,0.4145974849876707,0.5216626378130829,3.4597702921133715,0.7479000811120773,0.5217030930841368
R1,validation,rate_1_-1,10,0.20009399920701976,0.33351963030575515,0.40584426433993986,0.4810822169759365,3.752031492927786,0.7210734183589871,0.4815375432756038
R1,validation,rate_1_-1,11,0.22000711739063258,0.31040234212316087,0.39536107198456105,0.46634769464152076,4.070147053255112,0.6672300887266717,0.46721171220643176
R1,validation,rate_1_-1,12,0.23971573799848553,0.2930556141339158,0.38033547926499656,0.45907451617376965,4.189630372969674,0.7262602108227494,0.4599650980555768
R1,validation,rate_1_-1,13,0.26022259712219237,0.30106559065001715,0.38101719192815053,0.47319637368998657,4.501290232920744,0.6882549293996679,0.474039171000755
R1,validation,rate_1_-1,14,0.279936077594757,0.3097405074455041,0.38634345470636755,0.5236971226308041,4.767464717200267,0.7681005416827116,0.5244172407234884
R1,validation,rate_1_-1,15,0.2998466360569,0.3150473404694013,0.41225540451540404,0.6019649365962816,5.080015724423322,0.7365573079630375,0.6024422982327654
R1,validation,rate_1_-1,16,0.3197548776865005,0.3147282639041738,0.4336966410665477,0.6698027133595544,5.462470744284802,0.7307338171846777,0.6703810851009254
R1,validation,rate_1_-1,17,0.33986503481864927,0.3098232487864033,0.4260680452493215,0.724580177861835,5.834482839100231,0.6504166081490013,0.7250585834061922
R1,validation,rate_1_-1,18,0.3595786589384079,0.30484706096097686,0.39659900538782417,0.7523981410840518,6.184692500640168,0.64723012431511,0.7528917770918345
R1,validation,rate_1_-1,19,0.379683655500412,0.30142619263217224,0.3808116074970207,0.7491880346057893,6.284479078772646,0.7305743732547212,0.749750753589032
R1,validation,rate_1_-1,20,0.39999355852603913,0.3009969365746908,0.3807242152240481,0.7244744576343342,6.420156811549158,0.6877937736913877,0.7253302096556021
R1,validation,rate_2_+1,0,0.0,1.0,1.000000170754734,0.0,9.035490975690201e-07,0.08726646062918055,0.0
R1,validation,rate_2_+1,1,0.02010780010372396,0.9635127868828945,0.970459004093503,0.22167064878144926,0.555898525229138,0.625126552049845,0.22176658069595429
R1,validation,rate_2_+1,2,0.0402179798483848,0.921829763335646,0.9393015158068512,0.4041845838509199,1.130235931726354,0.6482183870247099,0.40417798274354366
R1,validation,rate_2_+1,3,0.0605228597670793,0.8848498801216389,0.9136428593016849,0.5671648687725529,1.7180643215005167,0.699256375614034,0.5669022215833841
R1,validation,rate_2_+1,4,0.08003665938973421,0.855451933993733,0.893093244208469,0.6617682774288558,2.2358144451779283,0.7225337027832845,0.6611741003760402
R1,validation,rate_2_+1,5,0.09975025847554202,0.8355729239682103,0.8905197056939703,0.7013594819177342,2.515772150303105,0.8115802942338214,0.7004079552930075
R1,validation,rate_2_+1,6,0.12025477916002268,0.8265987381566651,0.8972955182175665,0.6938271141914191,2.8367982452345872,0.731286544031897,0.6930256792532243
R1,validation,rate_2_+1,7,0.1401627585291862,0.827090810611997,0.9062257005341038,0.6472739497114515,2.985333427226285,0.7450804614785134,0.6470268767228374
R1,validation,rate_2_+1,8,0.15967897891998287,0.8321174884778975,0.922977610810004,0.5861524685898399,3.0818681978591833,0.7835720319479493,0.5865948322764819
R1,validation,rate_2_+1,9,0.1799863982200622,0.8416904684536605,0.9515824694993624,0.519692236282353,3.4278836543562354,0.745343296427763,0.5217030930841368
R1,validation,rate_2_+1,10,0.20009399920701976,0.85481548841062,0.9807886068343217,0.4779831676885244,3.71782817556025,0.7183096696520905,0.4815375432756038
R1,validation,rate_2_+1,11,0.22000711739063258,0.873858867455565,1.0053133323759686,0.46222139938620965,4.042816665139238,0.6666659097555041,0.46721171220643176
R1,validation,rate_2_+1,12,0.23971573799848553,0.8943114853220084,1.0291666759158815,0.45380524450630927,4.159192774832222,0.7253027515485173,0.4599650980555768
R1,validation,rate_2_+1,13,0.26022259712219237,0.9148234831472761,1.0526697246562835,0.4675571676733793,4.464696488565616,0.6881115875352015,0.474039171000755
R1,validation,rate_2_+1,14,0.279936077594757,0.928218551716401,1.0750002945519166,0.5185551348961448,4.720885592838467,0.7684932137710054,0.5244172407234884
R1,validation,rate_2_+1,15,0.2998466360569,0.9377308283841497,1.0956162905480595,0.5977537440506393,5.025708127316097,0.7370886442301814,0.6024422982327654
R1,validation,rate_2_+1,16,0.3197548776865005,0.9476032267863634,1.11423213388947,0.6664055662139386,5.408027370097209,0.7326662418778903,0.6703810851009254
R1,validation,rate_2_+1,17,0.33986503481864927,0.9568541206447085,1.1307088472979685,0.7214972750851033,5.7819807820337505,0.6532847028266922,0.7250585834061922
R1,validation,rate_2_+1,18,0.3595786589384079,0.965230921018593,1.1449468380748224,0.7492400239711134,6.13620977281542,0.6492885439431889,0.7528917770918345
R1,validation,rate_2_+1,19,0.379683655500412,0.9710653968433938,1.1568751320147537,0.7454450457049849,6.231967506208042,0.732328269833459,0.749750753589032
R1,validation,rate_2_+1,20,0.39999355852603913,0.9785458629286861,1.1665187105353794,0.719894081052243,6.368829469182283,0.6896200099384868,0.7253302096556021
R1,validation,rate_2_-1,0,0.0,1.0,1.0000000085377367,0.0,9.035490975690201e-07,0.08726645807735654,0.0
R1,validation,rate_2_-1,1,0.02010780010372396,0.9636886642591388,0.9709768434382284,0.22188036837826436,0.5586873596029192,0.6226976787513977,0.22176658069595429
R1,validation,rate_2_-1,2,0.0402179798483848,0.922122436950095,0.941880014746379,0.4042086910466659,1.1191437080286402,0.6466295582109786,0.40417798274354366
R1,validation,rate_2_-1,3,0.0605228597670793,0.8868672619290539,0.9173934614255664,0.566714853804134,1.7086191612691193,0.6989327902261437,0.5669022215833841
R1,validation,rate_2_-1,4,0.08003665938973421,0.8566515286902958,0.8985112919251965,0.6607120630254295,2.229962146186375,0.7238553535647578,0.6611741003760402
R1,validation,rate_2_-1,5,0.09975025847554202,0.8373521029213915,0.8931958080395769,0.6997008510363604,2.5032044688338435,0.8120635007474845,0.7004079552930075
R1,validation,rate_2_-1,6,0.12025477916002268,0.8279780095223085,0.8968710817124583,0.6926290784088419,2.825472056172347,0.7371770528145084,0.6930256792532243
R1,validation,rate_2_-1,7,0.1401627585291862,0.8299890734045574,0.9057998296892281,0.6474041028006127,3.0178438724056185,0.7531104644050145,0.6470268767228374
R1,validation,rate_2_-1,8,0.15967897891998287,0.8367621453146694,0.9263076867121909,0.5879188065695676,3.1361810635472644,0.7939060932118149,0.5865948322764819
R1,validation,rate_2_-1,9,0.1799863982200622,0.844461988544748,0.953961168324382,0.5249139990823348,3.5019379132564317,0.751646727463081,0.5217030930841368
R1,validation,rate_2_-1,10,0.20009399920701976,0.8579403000468038,0.9772232052951727,0.48657681750972354,3.829227368601979,0.7229692050538244,0.4815375432756038
R1,validation,rate_2_-1,11,0.22000711739063258,0.8758985754444788,1.0017801266419561,0.4738634439884031,4.16296133112074,0.6681725038250539,0.46721171220643176
R1,validation,rate_2_-1,12,0.23971573799848553,0.895520684972371,1.0267866793548819,0.4678220781901682,4.288062308707686,0.7247361074135849,0.4599650980555768
R1,validation,rate_2_-1,13,0.26022259712219237,0.9134180436186138,1.051022496423969,0.4821873186374523,4.600636466193095,0.6862612752938321,0.474039171000755
R1,validation,rate_2_-1,14,0.279936077594757,0.9281889257700142,1.0737258153666627,0.5318539014453031,4.861938234715842,0.7676577411159135,0.5244172407234884
R1,validation,rate_2_-1,15,0.2998466360569,0.9410896593835788,1.0944525372702087,0.60859369371151,5.1771268743965395,0.7389728496728997,0.6024422982327654
R1,validation,rate_2_-1,16,0.3197548776865005,0.9528140636331177,1.1130656143849254,0.675796165847633,5.551247933772193,0.7330367826229761,0.6703810851009254
R1,validation,rate_2_-1,17,0.33986503481864927,0.9641570871837815,1.1295800133632656,0.7300721472455695,5.921932671111207,0.6532346160571076,0.7250585834061922
R1,validation,rate_2_-1,18,0.3595786589384079,0.972556683314684,1.1439339124537062,0.7580560027853875,6.258420229224233,0.6507291038085502,0.7528917770918345
R1,validation,rate_2_-1,19,0.379683655500412,0.9800683975163382,1.1560034205588359,0.7556875641869909,6.35875244490072,0.7348650051126974,0.749750753589032
R1,validation,rate_2_-1,20,0.39999355852603913,0.989250135707325,1.1657559832885758,0.7325558025030385,6.48939462675521,0.690524441770142,0.7253302096556021
R1,validation,velocity_+0.05,0,0.0,1.0,1.0000004770986275,0.35054507671079055,9.035490975690201e-07,0.0,0.0
R1,validation,velocity_+0.05,1,0.02010780010372396,0.9954407864766648,0.9966422506114119,0.4012320813194063,0.5482795092995384,0.6183884697137861,0.22176658069595429
R1,validation,velocity_+0.05,2,0.0402179798483848,0.9902638091288285,0.9932881775006306,0.5107675053310214,1.1084110696214524,0.6430965287415665,0.40417798274354366
R1,validation,velocity_+0.05,3,0.0605228597670793,0.9853916372278237,0.9885764734239001,0.6341428025320026,1.6915804249675013,0.696358226899918,0.5669022215833841
R1,validation,velocity_+0.05,4,0.08003665938973421,0.9810091358334208,0.9849633343758695,0.7128640910930228,2.2064844963961576,0.7206079820008383,0.6611741003760402
R1,validation,velocity_+0.05,5,0.09975025847554202,0.9768842051048622,0.9819239410681398,0.7464657874669262,2.473758742689126,0.808324492989078,0.7004079552930075
R1,validation,velocity_+0.05,6,0.12025477916002268,0.973035901285875,0.9789892080956157,0.7390314037911986,2.7863594082593144,0.7278751549053161,0.6930256792532243
R1,validation,velocity_+0.05,7,0.1401627585291862,0.9693499637084697,0.9763566777914341,0.6966687728358455,2.9437788272224594,0.7437302762139802,0.6470268767228374
R1,validation,velocity_+0.05,8,0.15967897891998287,0.9659765315343238,0.9739487438554341,0.635232658658089,3.0377705433520927,0.7846388622006211,0.5865948322764819
R1,validation,velocity_+0.05,9,0.1799863982200622,0.9628871948687348,0.9717786612283015,0.5609691908210644,3.387572628782325,0.7470272389156402,0.5217030930841368
R1,validation,velocity_+0.05,10,0.20009399920701976,0.9592882590155288,0.9690337067891803,0.5063023271684706,3.6942513163535287,0.7212537304809244,0.4815375432756038
R1,validation,velocity_+0.05,11,0.22000711739063258,0.955787051521988,0.9665446722884927,0.47424785946126746,4.023701028531886,0.6665705877587405,0.46721171220643176
R1,validation,velocity_+0.05,12,0.23971573799848553,0.9522278690488937,0.9633084017776484,0.4606367933550911,4.139368354103877,0.7231751235632145,0.4599650980555768
R1,validation,velocity_+0.05,13,0.26022259712219237,0.9489821354317693,0.9601344398209346,0.4701774730881089,4.442655942744301,0.6857935533877636,0.474039171000755
R1,validation,velocity_+0.05,14,0.279936077594757,0.9466759495777104,0.9581688793864351,0.5175750332843577,4.696274941585209,0.7665627546004674,0.5244172407234884
R1,validation,velocity_+0.05,15,0.2998466360569,0.9440413741975794,0.9555490878263727,0.5895836057415006,5.006367682182909,0.7374636746887293,0.6024422982327654
R1,validation,velocity_+0.05,16,0.3197548776865005,0.9418986649694854,0.9529904936959157,0.6496401657970584,5.38664777746216,0.7321296680568128,0.6703810851009254
R1,validation,velocity_+0.05,17,0.33986503481864927,0.9389658693988163,0.9506286076746703,0.6979243584406173,5.7657843498337975,0.6518644621163906,0.7250585834061922
R1,validation,velocity_+0.05,18,0.3595786589384079,0.9353517588317384,0.9487932671264325,0.7228107028599279,6.113631500971699,0.6484788465909778,0.7528917770918345
R1,validation,velocity_+0.05,19,0.379683655500412,0.9320613006931784,0.946531175640076,0.7186543827346998,6.210062285408818,0.7324898086807128,0.749750753589032
R1,validation,velocity_+0.05,20,0.39999355852603913,0.928713499792813,0.9450054507463412,0.6900129704439714,6.343287360526963,0.6891965279746008,0.7253302096556021
