experiment,partition,kind,step,amplification_median,amplification_p90,contraction_fraction,velocity_rmse,attitude_rmse,body_rate_rmse
R3-high,validation,attitude,14,1.0041404607069353,1.0805361517113095,0.44,0.5149067228309713,4.976681754540292,0.764639711694736
R3-high,validation,attitude,15,1.0004271269502725,1.0744669821716055,0.49666666666666665,0.5839323153140487,5.281183880539935,0.7255363045619292
R3-high,validation,attitude,16,0.9983858822123197,1.0641949581464147,0.5133333333333333,0.6439871290762933,5.639852276483122,0.7119256035430502
R3-high,validation,attitude,17,0.9942929713617636,1.0573279221870693,0.5333333333333333,0.697090408829051,5.999335072735706,0.6377717064269829
R3-high,validation,attitude,18,0.9894965990460147,1.0598756009099093,0.5266666666666666,0.7268147349024291,6.35529501294735,0.6443218232696566
R3-high,validation,attitude,19,0.984137098973177,1.0671617628931829,0.5433333333333333,0.7301409692630354,6.478542233038592,0.7121925781131871
R3-high,validation,attitude,20,0.9811928551951861,1.0722297259439935,0.5533333333333333,0.7141282971450914,6.63806511956795,0.6766141482747758
R3-high,validation,rate,0,1.0,1.000000170754734,0.39,0.0,9.035490975690201e-07,0.08726645632336592
R3-high,validation,rate,1,0.9200318867390678,0.9637037419021701,1.0,0.19430279527354968,0.5635743492063985,0.6372738791811197
R3-high,validation,rate,2,0.7753368862840064,0.9263119811937566,1.0,0.35472294179819724,1.1571300868946464,0.6678851475141846
R3-high,validation,rate,3,0.6004492258236482,0.893573970011712,1.0,0.49956523729267815,1.760225598898811,0.6854460605152205
R3-high,validation,rate,4,0.4552106917052302,0.8678398228385481,1.0,0.5865034753754901,2.2423992783996285,0.683475303918377
R3-high,validation,rate,5,0.3741247325767419,0.8584652769394195,1.0,0.6235363731877201,2.4799531000703148,0.7583825964349039
R3-high,validation,rate,6,0.40699429320602765,0.8662573106505022,1.0,0.6195253603884747,2.7499101938467634,0.6932337770065405
R3-high,validation,rate,7,0.43961879944736937,0.8983325970958376,1.0,0.5796754011899163,2.873592690696242,0.7124876310681076
R3-high,validation,rate,8,0.44546943293889557,0.9298521793341351,0.9933333333333333,0.5249581982676205,2.967980922883589,0.7450309216396662
R3-high,validation,rate,9,0.4115372229098895,0.9457843985838968,0.9833333333333333,0.47174021244821124,3.3414774582312514,0.706811242278961
R3-high,validation,rate,10,0.3644471226375869,0.9596462849831626,0.95,0.4454079797652065,3.6379430321138466,0.6765010767545653
R3-high,validation,rate,11,0.34837053239447824,0.9688808632266531,0.9366666666666666,0.44310262513184046,3.9612970748655605,0.6427760899416565
R3-high,validation,rate,12,0.37043747619038675,0.9981212881122432,0.9033333333333333,0.4493513312841635,4.092968709977713,0.6921645649106198
R3-high,validation,rate,13,0.40043184726057324,1.0267958403463724,0.8533333333333334,0.46750860727110766,4.400159088288665,0.6723316265844266
R3-high,validation,rate,14,0.4137927008498292,1.0434805330211483,0.8433333333333334,0.5114476430398824,4.653556226957158,0.7640018454213384
R3-high,validation,rate,15,0.4094065453363211,1.0619406053562688,0.82,0.5807554947575848,4.984988890829822,0.7245944928089467
R3-high,validation,rate,16,0.40033332177892966,1.0783276127651458,0.8033333333333333,0.6409120054207796,5.370176083280592,0.7106975014216484
R3-high,validation,rate,17,0.3927220362228848,1.0978871919093676,0.7966666666666666,0.6940519983551066,5.752495331338941,0.6363670756916251
R3-high,validation,rate,18,0.40319965343619146,1.0926733839302378,0.78,0.7237029928788198,6.12782079547574,0.6430712252667338
R3-high,validation,rate,19,0.3916441256187938,1.0822922388728962,0.7866666666666666,0.7268448089955025,6.260140118969796,0.7111846912836541
R3-high,validation,rate,20,0.38891858123989453,1.107042121607082,0.7766666666666666,0.7105600248169741,6.42907710846863,0.6755724299022053
R3-high,validation,velocity,0,1.0,1.000000430466008,0.48,0.554260433350562,9.035490975690201e-07,0.0
R3-high,validation,velocity,1,0.995227927496395,0.9963360472081105,1.0,0.5847791290485123,0.5551162153546333,0.6322211095138591
R3-high,validation,velocity,2,0.9898859232983048,0.9928289157002944,1.0,0.6532194553482951,1.142771412923199,0.664443070959001
R3-high,validation,velocity,3,0.9846150562677463,0.9880658557536186,1.0,0.7395935381431727,1.7423223768273781,0.6834602889479137
R3-high,validation,velocity,4,0.9796535052736335,0.9842468193468449,1.0,0.7989417180191275,2.222309244219771,0.6823831244174708
R3-high,validation,velocity,5,0.9754407218581105,0.9816171931049656,1.0,0.824805942798452,2.4574760389579056,0.757893931120972
R3-high,validation,velocity,6,0.9719028868914539,0.9784390341900308,1.0,0.8202274327692717,2.7269661123375353,0.6927214714180796
R3-high,validation,velocity,7,0.9687977841607185,0.9758463516013134,1.0,0.7891585116161917,2.850228693581754,0.7121149496685956
R3-high,validation,velocity,8,0.9657512266177234,0.9737038486597724,1.0,0.7485573946641036,2.9446603824565702,0.7447687010069679
R3-high,validation,velocity,9,0.9625734882127173,0.9714214989463146,1.0,0.7108530435592767,3.320530348514985,0.7064450607360379
R3-high,validation,velocity,10,0.9588911200418979,0.9694372393041445,1.0,0.6922364909735884,3.618453524269213,0.6764506740835519
R3-high,validation,velocity,11,0.9552300921850605,0.9670991286990823,1.0,0.6893449347165923,3.9429541411933244,0.6427707173450103
R3-high,validation,velocity,12,0.9517649828541825,0.9641249023107374,1.0,0.6919695745561253,4.07485300026376,0.6920922142746674
R3-high,validation,velocity,13,0.9482754123204589,0.9609165822007129,1.0,0.7024035891384359,4.382270940833753,0.6720824725193919
R3-high,validation,velocity,14,0.9445189312294674,0.9582274617694085,1.0,0.7309599749943606,4.635526772062647,0.7635680742474413
R3-high,validation,velocity,15,0.9417574652165941,0.9555426667274333,1.0,0.7795859881094509,4.966740604501138,0.7244456213613951
R3-high,validation,velocity,16,0.9380291867053643,0.9523564776785398,1.0,0.8240109983024788,5.351973959569061,0.7104894804297235
R3-high,validation,velocity,17,0.9346174523449795,0.9490608200606104,1.0,0.8646252848402348,5.734372221706517,0.6361581485895687
R3-high,validation,velocity,18,0.9308917516412687,0.9457064146375662,1.0,0.8873278794248037,6.110347715671538,0.642678090300992
R3-high,validation,velocity,19,0.9265588075587687,0.9436622424614347,1.0,0.8885987556369949,6.242445487048809,0.7109181189523661
R3-high,validation,velocity,20,0.9234748461021562,0.9413116275563896,1.0,0.8740265405346467,6.411763170310712,0.6754292687206765
R3-max,train,attitude,0,0.9999999252948054,1.0000006723467516,0.5555555555555556,0.0,1.9999999099850856,0.0
R3-max,train,attitude,1,0.9996796267728477,1.0000113776011417,0.875,0.21084331502204126,2.098664778230675,0.6353589367116639
R3-max,train,attitude,2,0.9987874973386275,1.000633373051595,0.7888888888888889,0.45180443194326914,2.339605944805809,0.8055297062068613
R3-max,train,attitude,3,0.99738935226861,1.0024124548500477,0.7083333333333334,0.7051372668951936,2.815410013622536,1.0609732791796291
R3-max,train,attitude,4,0.9976403243699552,1.0089959995368278,0.5833333333333334,0.8688500923358288,3.38143419745966,1.1732153479702718
R3-max,train,attitude,5,0.9997341989175217,1.024076938879945,0.5111111111111111,1.0108183882828181,4.057753761322092,1.1020769162768342
R3-max,train,attitude,6,1.0022770143321917,1.05241409836433,0.46111111111111114,1.1196705496971529,4.812811978762266,1.007832130385837
R3-max,train,attitude,7,1.0026162879735843,1.091068403811459,0.45555555555555555,1.1753262617939761,5.539628498153097,0.9711079181551722
R3-max,train,attitude,8,1.0019989242451974,1.1148190826949151,0.4444444444444444,1.1930087827503189,6.069609804487878,0.9155754440425085
R3-max,train,attitude,9,1.0017558335418855,1.130254909065102,0.4777777777777778,1.189854293685466,6.520227940813541,0.8773898096589167
R3-max,train,attitude,10,1.0004740791650948,1.1304417616979,0.49444444444444446,1.1801918099412645,6.918720928498517,0.8898785571321469
R3-max,train,attitude,11,0.9993271303120063,1.1171264646887222,0.5166666666666667,1.209018195049536,7.266769712630045,0.9015424529390517
R3-max,train,attitude,12,0.9979397801426122,1.1004947650334866,0.525,1.2464648176194395,7.519460255652417,0.8184648122407399
R3-max,train,attitude,13,0.9980625581299796,1.0803602135074464,0.5333333333333333,1.286624910470934,7.788382388477522,0.7823666106083011
R3-max,train,attitude,14,0.9975017088813272,1.0556169939376736,0.5166666666666667,1.3022427054416434,7.923215358597414,0.9529528815039509
R3-max,train,attitude,15,0.9950530593644829,1.049785820207008,0.55,1.2998135697123845,8.131286865815998,0.970525732615669
R3-max,train,attitude,16,0.9910434074533373,1.0428210100889366,0.5861111111111111,1.278553922856239,8.38150509943812,0.9401957862478618
R3-max,train,attitude,17,0.9812424220918202,1.0472211535229103,0.6111111111111112,1.2696093634529007,8.601328536477883,0.8655269945510491
R3-max,train,attitude,18,0.9811147509142049,1.0545267836799033,0.6,1.2705805686233658,8.769840902331621,0.9181789719645657
R3-max,train,attitude,19,0.9801606161684453,1.0617591803346045,0.5666666666666667,1.2821783761224799,9.042908851248617,0.8473099378371808
R3-max,train,attitude,20,0.9813595224843961,1.0693987950052106,0.5555555555555556,1.2839923997511868,9.394003906558867,0.8782165593724859
R3-max,train,rate,0,0.9999999573113164,1.000000170754734,0.5,0.0,1.428636563053906e-06,0.08726645536306915
R3-max,train,rate,1,0.9154635145798076,0.9610558226254463,1.0,0.2107582224885291,0.6544566630444834,0.6403331925409212
R3-max,train,rate,2,0.778681886149964,0.921133997557866,1.0,0.4516028095838904,1.2517714372601565,0.808205385733609
R3-max,train,rate,3,0.6210677532587261,0.8915605326386575,1.0,0.7048030994438443,2.028917018435592,1.0621181277304754
R3-max,train,rate,4,0.4747630052355109,0.876233536468857,1.0,0.8682811901660521,2.780979025113664,1.173616671315728
R3-max,train,rate,5,0.3959232819469728,0.8730007993029109,1.0,1.0099916269784834,3.5871573412464075,1.1021722167274832
R3-max,train,rate,6,0.40349614768781866,0.8837529943977079,1.0,1.1185536314107418,4.4327305057277995,1.007815578575158
R3-max,train,rate,7,0.4239723723962677,0.8877835062196558,0.9805555555555555,1.1739026930490093,5.219155113336873,0.9711979473785787
R3-max,train,rate,8,0.4205160617879421,0.8975908470681326,0.9722222222222222,1.1913892133046036,5.782805204856162,0.915706137932799
R3-max,train,rate,9,0.4118977715311901,0.9180608050778358,0.9527777777777777,1.1881819313090813,6.257538076512821,0.8774227209717923
R3-max,train,rate,10,0.3908799341501442,0.9674764567641331,0.9361111111111111,1.1785820086606307,6.675148493417058,0.889715984648083
R3-max,train,rate,11,0.3869965019185148,1.0081073579410258,0.8944444444444445,1.2075795039955328,7.0393681403423765,0.901086656292542
R3-max,train,rate,12,0.4129872721128661,1.0261392627800954,0.8666666666666667,1.2451723842712887,7.305295198985879,0.8177629419783191
R3-max,train,rate,13,0.4431473393082691,1.0375262215238734,0.8388888888888889,1.2854039622786828,7.588249577033558,0.7813461299418752
R3-max,train,rate,14,0.45134452704609845,1.0597395512189924,0.7944444444444444,1.3009632575811214,7.733959518553914,0.952019760063721
R3-max,train,rate,15,0.44067858870529153,1.0687626497241542,0.7611111111111111,1.2983707865477714,7.95398375262251,0.9693062325897412
R3-max,train,rate,16,0.4312365562663316,1.107754809179023,0.7694444444444445,1.276851025007964,8.215860460706775,0.9391636812030714
R3-max,train,rate,17,0.43283509805505227,1.0910556621159961,0.7861111111111111,1.2675859464373829,8.445084694552957,0.8646889645694522
R3-max,train,rate,18,0.43037836431649523,1.0988309106367051,0.7833333333333333,1.268184450674997,8.620577202392996,0.917566875071183
R3-max,train,rate,19,0.43772788286498443,1.1170418432768654,0.7777777777777778,1.2795205385815782,8.900711636585095,0.8467909938892068
R3-max,train,rate,20,0.42007555726234397,1.1396710802781185,0.7583333333333333,1.2811787130604473,9.258881321315464,0.8775083173878874
R3-max,train,velocity,0,1.0,1.000000443066556,0.4708333333333333,0.5639186291714184,1.428636563053906e-06,0.0
R3-max,train,velocity,1,0.994223485901575,0.9963522241664736,1.0,0.599012013819059,0.6475493205349465,0.635286415202456
R3-max,train,velocity,2,0.9881371568418749,0.9915043023285466,1.0,0.7171168401304021,1.2387468627368232,0.8053796981123325
R3-max,train,velocity,3,0.9821439652949358,0.9873370984191451,1.0,0.8961660410967288,2.0138307523850245,1.0607973601373086
R3-max,train,velocity,4,0.9753303499261097,0.9836471214244116,1.0,1.0277550676229337,2.76494712990419,1.1730586207862796
R3-max,train,velocity,5,0.9722134669870988,0.9809867065260927,1.0,1.148462069902769,3.571733350719748,1.1019508530574196
R3-max,train,velocity,6,0.9677253712296914,0.9774667455043925,1.0,1.2437864564257497,4.418910599348021,1.0076384745331544
R3-max,train,velocity,7,0.9648035765510553,0.9736598346558968,1.0,1.2927268771200469,5.207015784824125,0.9712279563772992
R3-max,train,velocity,8,0.9615342604166477,0.9708374502244397,1.0,1.307719489865574,5.771836478188469,0.9159012548871085
R3-max,train,velocity,9,0.9579421135961055,0.968543405336367,1.0,1.303928226872878,6.247974208193295,0.877933844003511
R3-max,train,velocity,10,0.9541322806319169,0.9658347633133184,1.0,1.2943620656117398,6.66702702576531,0.8899964811784559
R3-max,train,velocity,11,0.9492401563679658,0.9627313276865695,1.0,1.3200058323777004,7.032033781834963,0.9014275523609014
R3-max,train,velocity,12,0.9448122454131165,0.9604195056087086,1.0,1.3536445441075882,7.298096395492974,0.8177187568185686
R3-max,train,velocity,13,0.9402601432479781,0.9572376266505994,1.0,1.3898102490508522,7.58069788986736,0.7813980359716073
R3-max,train,velocity,14,0.9357757553837162,0.952915189892892,1.0,1.4032086756563156,7.72564303172741,0.9522692876063934
R3-max,train,velocity,15,0.9295246092789684,0.9490025236488399,1.0,1.3997592585185807,7.944871268387277,0.9695769351513
R3-max,train,velocity,16,0.923707207643846,0.944991394159796,1.0,1.3787100680661906,8.206571857138075,0.9390116323104837
R3-max,train,velocity,17,0.9188202203446143,0.9413961522567054,1.0,1.3691077395056028,8.435912417049243,0.8641866754941059
R3-max,train,velocity,18,0.9143180249640974,0.9381587193901211,1.0,1.3687061851999853,8.61171552020229,0.9171846079375009
R3-max,train,velocity,19,0.9096186991941705,0.9353567563782168,1.0,1.3782750935813954,8.892458795321755,0.8469058655818766
R3-max,train,velocity,20,0.9064029207997408,0.9324902372806521,1.0,1.3788517737616013,9.251269986569575,0.878253322078113
R3-max,validation,attitude,0,0.9999999252948054,1.0000006723467516,0.56,0.0,1.999999800929745,0.0
R3-max,validation,attitude,1,0.9996512387988901,1.000125019143206,0.83,0.15168200829632233,2.073667405555156,0.6484094262901555
R3-max,validation,attitude,2,0.9985988293696002,1.0007135317254283,0.7866666666666666,0.27219727207522515,2.3163856808576835,0.6978840426108499
R3-max,validation,attitude,3,0.9959709247382516,1.001573799394141,0.75,0.38460379861969085,2.6800255037884524,0.6872813415807935
R3-max,validation,attitude,4,0.9953692491007362,1.0046458936422145,0.6566666666666666,0.45406970455391754,3.0045131977104633,0.6571792947813302
R3-max,validation,attitude,5,0.9994682484246542,1.0162875552351534,0.52,0.4867198477587817,3.156805050032046,0.7274724798873987
R3-max,validation,attitude,6,1.0019715074387698,1.03991854145578,0.42333333333333334,0.48547565496249234,3.3353871125106402,0.6785086488311957
R3-max,validation,attitude,7,1.0027063450857054,1.071894232385449,0.41,0.4568301228802586,3.4009858958387182,0.6863798155924509
R3-max,validation,attitude,8,1.0029109626137853,1.0860490514307914,0.42333333333333334,0.4149439783942781,3.4666214511842264,0.7112520257963548
R3-max,validation,attitude,9,1.002383431881936,1.1061405951762853,0.43666666666666665,0.37779872176290247,3.767845842228533,0.6730830763233265
R3-max,validation,attitude,10,1.0019932092978086,1.108270171336364,0.4633333333333333,0.3703593524222148,3.9971587091017917,0.6619105067993518
R3-max,validation,attitude,11,1.0007217268852788,1.0974904732200554,0.4766666666666667,0.3875494331110735,4.278396921939739,0.6341466641998691
R3-max,validation,attitude,12,1.0002074563254755,1.0906576821219265,0.49666666666666665,0.4060258581847236,4.388278965873366,0.6932517190183405
R3-max,validation,attitude,13,1.0009470377522702,1.0751347868474037,0.48333333333333334,0.4226740182196687,4.680441749327654,0.6786491083445672
R3-max,validation,attitude,14,0.9997556766609766,1.0685984483731075,0.5,0.45145530721193167,4.919294719274216,0.7743496756535244
R3-max,validation,attitude,15,0.9972223861586216,1.050723549692028,0.5533333333333333,0.5010415747318023,5.261416110382138,0.7390562444084141
R3-max,validation,attitude,16,0.9864447424351652,1.046780915810981,0.5833333333333334,0.5462132215030716,5.64729751456052,0.703399774060725
R3-max,validation,attitude,17,0.9734282213813739,1.049280454506404,0.5966666666666667,0.6007261133986784,6.023855275298501,0.6394113791034927
R3-max,validation,attitude,18,0.9708399105031769,1.055040964593473,0.59,0.6398467600161544,6.4005971532952435,0.6541391930323613
R3-max,validation,attitude,19,0.978570740216421,1.054500666743862,0.57,0.657056202809452,6.539514932273962,0.7138700175157935
R3-max,validation,attitude,20,0.9847158401159426,1.0610415248824325,0.5566666666666666,0.6520875303790705,6.733849516564867,0.6751959594756106
R3-max,validation,rate,0,1.0,1.000000170754734,0.39,0.0,9.035490975690201e-07,0.08726645632336592
R3-max,validation,rate,1,0.9106045605515924,0.9619073252585697,1.0,0.15155942414043727,0.5697978827995194,0.6532395680485416
R3-max,validation,rate,2,0.7724853675999381,0.9236945245616172,1.0,0.2718980008808609,1.2078201354672156,0.7009970760720411
R3-max,validation,rate,3,0.607501780544991,0.8917808147835351,1.0,0.38406694305047345,1.836922751754407,0.68905242662289
R3-max,validation,rate,4,0.47411366766996454,0.8712512548338531,1.0,0.4531851059316321,2.3071330010565987,0.6580196901322483
R3-max,validation,rate,5,0.3888184549326176,0.8694922932412033,1.0,0.48529512970724203,2.5216678970497184,0.7276912594149313
R3-max,validation,rate,6,0.40988672899328304,0.893387958341992,1.0,0.4832985955936064,2.7568844727195545,0.6786939543905361
R3-max,validation,rate,7,0.44200957916983485,0.9312430790971786,0.9766666666666667,0.453771692789534,2.8464336337875404,0.686697600972855
R3-max,validation,rate,8,0.4369073209897012,0.9565187412712315,0.9333333333333333,0.41094987618084833,2.9326935088077453,0.7115357468399928
R3-max,validation,rate,9,0.4095359774248581,0.9792526509245599,0.9266666666666666,0.3730129046437193,3.289800501340423,0.6732812481238416
R3-max,validation,rate,10,0.3758065172983937,0.9999789203280608,0.9,0.36545175391125523,3.55651158144271,0.6620771953007643
R3-max,validation,rate,11,0.3797137698154466,1.0252313940092066,0.8566666666666667,0.38309372320278956,3.8772243831094153,0.6339908142970558
R3-max,validation,rate,12,0.40599279534549915,1.0563775612569803,0.81,0.40206231162725653,4.006714858868881,0.6926565976704625
R3-max,validation,rate,13,0.45163961257116836,1.0861939674742966,0.7633333333333333,0.41904019914333096,4.334637733602882,0.6777545884650524
R3-max,validation,rate,14,0.47872620127236176,1.1073774582918756,0.7533333333333333,0.44804070029089416,4.601324045430605,0.7734485388942655
R3-max,validation,rate,15,0.4742853188665369,1.1149253127330268,0.74,0.49778468404728116,4.975100356051848,0.7377915550202713
R3-max,validation,rate,16,0.44984775507897146,1.112046994093423,0.75,0.5429815728412025,5.390089147066458,0.7018481287706083
R3-max,validation,rate,17,0.4468742961703298,1.112138339338493,0.7366666666666667,0.5975419598040419,5.79024314637241,0.6379334303458244
R3-max,validation,rate,18,0.4385332048802386,1.1228980732548055,0.7166666666666667,0.6366108934050494,6.18654939218406,0.6529221207380161
R3-max,validation,rate,19,0.44408802713907436,1.1297098296499548,0.7266666666666667,0.6536760106148347,6.334344917368783,0.7128955213942014
R3-max,validation,rate,20,0.43238842501468067,1.1516870567740707,0.7233333333333334,0.6484532764703422,6.537978680858836,0.6744618999383499
R3-max,validation,velocity,0,1.0,1.000000430466008,0.48,0.554260433350562,9.035490975690201e-07,0.0
R3-max,validation,velocity,1,0.9951384720904838,0.9962740666347564,1.0,0.5719604720454727,0.5614792058290977,0.6483647324826755
R3-max,validation,velocity,2,0.9895102064482696,0.9925914598025524,1.0,0.6120530129611228,1.194160643399466,0.6977266619844366
R3-max,validation,velocity,3,0.9838178669907474,0.987605807371561,1.0,0.6667006172998099,1.8198181945745284,0.6870309279451887
R3-max,validation,velocity,4,0.9785579945649392,0.9841081681732982,1.0,0.7063792421089176,2.2875071416112243,0.6567729192451857
R3-max,validation,velocity,5,0.9744757629746915,0.9810007066491627,1.0,0.7253322484193403,2.4991617836097504,0.7270129149003729
R3-max,validation,velocity,6,0.9704315199819615,0.9782052883477333,1.0,0.7222528024892579,2.733131725489414,0.6779745543290382
R3-max,validation,velocity,7,0.9679402714023635,0.9758410441460007,1.0,0.7013750682634853,2.8214074985359674,0.6860500370759918
R3-max,validation,velocity,8,0.9653372496710784,0.9730552525216564,1.0,0.6731704580295275,2.9069622286570302,0.7110674973379576
R3-max,validation,velocity,9,0.9628087747432317,0.9705782688386293,1.0,0.6494253491506539,3.26602436423492,0.6728149914091197
R3-max,validation,velocity,10,0.9593294918127265,0.9682584030368846,1.0,0.6437920544486964,3.5336000026037415,0.6618919942712751
R3-max,validation,velocity,11,0.955458091481208,0.9663783600822855,1.0,0.6525960117562226,3.855039921197123,0.6338593378901907
R3-max,validation,velocity,12,0.9526460293760934,0.9639518712099789,1.0,0.6625422434920022,3.9840465815629473,0.6925000092075898
R3-max,validation,velocity,13,0.9497702867238687,0.9607234069987354,1.0,0.6714040771607197,4.311617916115177,0.6774342003965238
R3-max,validation,velocity,14,0.9458706955110447,0.9579360224546418,1.0,0.6883042210323348,4.577710912230356,0.7729963155400399
R3-max,validation,velocity,15,0.9414527274301151,0.9543550468414392,1.0,0.7200063396053883,4.951288989224195,0.7375466145041052
R3-max,validation,velocity,16,0.936734747009805,0.9507795308603053,1.0,0.7503440003952291,5.366304079902998,0.7014426565467343
R3-max,validation,velocity,17,0.9322639349918067,0.9483984544258036,1.0,0.789133294511147,5.766657867232138,0.6374400270165294
R3-max,validation,velocity,18,0.9284451709853772,0.94587634259479,1.0,0.8176882358362391,6.163659230931414,0.6524881809093058
R3-max,validation,velocity,19,0.924614545127671,0.9428805199306941,1.0,0.8296875094866846,6.3114239235219936,0.7125889069561511
R3-max,validation,velocity,20,0.9224235658064175,0.9400118238248216,1.0,0.8243122377297055,6.515601539473166,0.6740447359827669
S0,train,attitude,0,0.9999999252948054,1.0000006723467516,0.5555555555555556,0.0,1.9999999099850856,0.0
S0,train,attitude,1,0.9990273757185706,0.9999476615406452,0.9527777777777777,0.2658404642100281,2.1048658583417095,0.6410216941204526
S0,train,attitude,2,0.9966524228762247,0.9999568428090647,0.9083333333333333,0.5330713753423079,2.3543511861737327,0.8386457969250861
S0,train,attitude,3,0.992265136206246,1.000731789674995,0.8305555555555556,0.796805636961717,2.8587727474431,1.0687628360232142
S0,train,attitude,4,0.9855607932197565,1.0026330368782193,0.7222222222222222,0.9764860891427437,3.41982992512307,1.1717956736214088
S0,train,attitude,5,0.9808447663408276,1.0055422140378532,0.6527777777777778,1.1109001955635263,4.064241431142053,1.105613173197442
S0,train,attitude,6,0.9810376551533511,1.0096531363108334,0.6138888888888889,1.2029184126271577,4.780623181841471,1.0321850883683523
S0,train,attitude,7,0.9888967536857676,1.0138044367415087,0.5694444444444444,1.2376301735175934,5.475782742695293,0.9929274810399129
S0,train,attitude,8,0.9957236131914433,1.0185671319555205,0.5305555555555556,1.2297545181604501,5.967805376022742,0.9465779094563801
S0,train,attitude,9,0.9991915777363579,1.0285739301282313,0.5166666666666667,1.194536312509809,6.3866770527221135,0.9371682461195799
S0,train,attitude,10,1.0008895521050056,1.0360305469540823,0.49166666666666664,1.1624239439588007,6.803550860063283,0.9423504922819417
S0,train,attitude,11,1.0008050231772865,1.0419188701586364,0.48333333333333334,1.1833469002264483,7.167439093403639,0.95419096570778
S0,train,attitude,12,1.0018835047195007,1.0446543203881682,0.48055555555555557,1.230622381279419,7.472422168786872,0.8904215525195386
S0,train,attitude,13,1.0016901303232122,1.044223286356217,0.475,1.28869836963255,7.7850149623618625,0.8707623889165812
S0,train,attitude,14,1.001247539397652,1.0491924816692129,0.49444444444444446,1.3160097004048905,7.95442601805577,1.0215056380109555
S0,train,attitude,15,0.9961957126688804,1.0544411491153038,0.5305555555555556,1.3230902683520867,8.227365179455756,1.0182009247471762
S0,train,attitude,16,0.9871217582614606,1.0554135642221882,0.5416666666666666,1.3122840016296982,8.536071027341245,0.9801388765241186
S0,train,attitude,17,0.9863264841120728,1.058140781939272,0.5305555555555556,1.3169279780324217,8.787796518237789,0.9133931809686603
S0,train,attitude,18,0.9875529566448402,1.0632551667980235,0.5222222222222223,1.3286624068259172,8.984348711748368,0.949806441092832
S0,train,attitude,19,0.9869333144080175,1.0693119875690558,0.5333333333333333,1.3371560971676948,9.264911899703183,0.9045246248606683
S0,train,attitude,20,0.9880391380514644,1.0782707764484403,0.5388888888888889,1.3182206910637788,9.598991484947799,0.9442846425501771
S0,train,rate,0,0.9999999573113164,1.000000170754734,0.5,0.0,1.428636563053906e-06,0.08726645536306915
S0,train,rate,1,0.9369211521231728,0.9691990732116047,1.0,0.26582073324538613,0.6731467656083369,0.6461250449968308
S0,train,rate,2,0.8122332704329811,0.9301122046434017,1.0,0.5329996387779021,1.2778175284762776,0.8413647643996197
S0,train,rate,3,0.6470729949168024,0.8991374666110461,1.0,0.7966738361640485,2.0879229300852162,1.0699587668797796
S0,train,rate,4,0.5133268307084631,0.8788675306970054,1.0,0.9762617079438892,2.828265902506226,1.1721636103443382
S0,train,rate,5,0.42915185440495135,0.8667794615522665,1.0,1.1105646886951472,3.5968604042513537,1.1056470720601004
S0,train,rate,6,0.4573654456963233,0.8614287680404511,1.0,1.202459034466745,4.401704180777055,1.0321698649010436
S0,train,rate,7,0.4870783062428101,0.8625199590939959,0.9972222222222222,1.2370204468196102,5.156653302617684,0.992988109180658
S0,train,rate,8,0.48524437905297035,0.8747216655143568,0.9888888888888889,1.2290007045908795,5.682077301931581,0.9465833698939529
S0,train,rate,9,0.4621359487722137,0.8877841892385927,0.9888888888888889,1.1936388260430106,6.124426604214229,0.9370780954389595
S0,train,rate,10,0.4146854279446611,0.9040511389938414,0.9888888888888889,1.161408432198441,6.560823173484869,0.942273314847009
S0,train,rate,11,0.3977972938106702,0.914755753281949,0.9805555555555555,1.1822723063603804,6.939742993517298,0.9538481898302744
S0,train,rate,12,0.4085287592807333,0.9264338488475682,0.9611111111111111,1.2295118358794361,7.2567732386258115,0.8900838048690841
S0,train,rate,13,0.4234464905035608,0.9376617666318954,0.9444444444444444,1.2875591011787444,7.580951972512586,0.8704858237713484
S0,train,rate,14,0.4006474891455484,0.9746308496089634,0.9194444444444444,1.3147963519657777,7.758272161848578,1.0212001010376022
S0,train,rate,15,0.39822407392450554,0.9924106863093808,0.9027777777777778,1.321759134329632,8.04138084490318,1.017543502572283
S0,train,rate,16,0.3987387500377795,1.0273693457344528,0.8861111111111111,1.3107498558955508,8.360767248150532,0.9795243440009948
S0,train,rate,17,0.38505666410477646,1.0437811808816855,0.875,1.315175287601604,8.6211140856487,0.9126684475305946
S0,train,rate,18,0.3856848280832798,1.0580335662826335,0.8666666666666667,1.3266497906635302,8.824723205852269,0.9491183769999791
S0,train,rate,19,0.3821986780851496,1.062718256566843,0.8555555555555555,1.334916692755275,9.11313356709419,0.9037961433818192
S0,train,rate,20,0.37701044489633734,1.0686225966911493,0.8472222222222222,1.3157417558086257,9.45501256710795,0.9434372278264838
S0,train,velocity,0,1.0,1.000000443066556,0.4708333333333333,0.5639186291714184,1.428636563053906e-06,0.0
S0,train,velocity,1,0.9945210620021703,0.9964063005787521,1.0,0.6205872530652208,0.6663084591872156,0.6409676641391445
S0,train,velocity,2,0.9886772900131294,0.9912489634116042,1.0,0.7712093492520701,1.2646939329074445,0.8385100115084545
S0,train,velocity,3,0.9831599875169883,0.9869011063179178,1.0,0.9705172553187045,2.072695290812876,1.0685526818620457
S0,train,velocity,4,0.9773638173450991,0.9832056358401653,1.0,1.1210513774737227,2.811818416795456,1.1715029134539037
S0,train,velocity,5,0.9720556781298257,0.9800006578435585,1.0,1.238465060372237,3.580754356795885,1.1052376566218132
