experiment,log_id,metric,linear_slope,exponential_log_slope,linear_fit_rmse,exponential_fit_rmse,late_3to5_slope
R1,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,velocity_m_s,0.990220690984425,0.4059838301630188,0.09872222507892392,0.43216837958767873,0.7970017541889928
R1,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,attitude_deg,11.45189915910319,0.4291284067200484,0.8591873580917253,3.7157153431821768,12.220645476957504
R1,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,body_rate_rad_s,0.012859412457905653,0.01542862205046491,0.02628727274608485,0.026318273073342554,0.010204969977785043
R1,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,frequency_hz,0.004319119987484806,0.02155886379130483,0.009382305037834587,0.009383067100092393,0.007315577532536976
R1,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,phase_rad,0.3322513242437559,0.31255398006670543,0.07315739378918072,0.1692456574771803,0.19700452599873805
R1,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,position_m,3.3237551551816584,0.8521650450803148,0.9687302675078663,2.0539040115874334,4.895798158536504
R1,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,velocity_m_s,1.328183058691943,0.4335393647954173,0.08210053385751893,0.5615252046906057,1.2077725402684467
R2,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,attitude_deg,7.9809265970047445,0.36008901591226505,0.40540224554947285,2.7845061521241044,7.233576457806164
R2,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,body_rate_rad_s,0.00286375100834825,0.003716711885562734,0.02936068180011437,0.029367340297579016,-0.002229631991006265
R2,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,frequency_hz,0.0028419727469837165,0.014690353715921822,0.009337468770675416,0.00934757301799413,0.00034296102268465285
R2,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,phase_rad,0.31110925282828217,0.30359234042780464,0.07183233222044183,0.15919481084447235,0.18492274356690783
R2,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,position_m,2.5492599266270566,0.8085307649857213,0.6783635393304865,1.5086516034472421,3.6123855984060413
R2,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,velocity_m_s,0.9434588080322824,0.3815572594569893,0.15307823239785745,0.4659330501982583,0.6231439739328776
R2,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,attitude_deg,7.54092883037999,0.39317936005934273,0.6757817329229121,1.9252885584472044,8.544910786658814
R2,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,body_rate_rad_s,0.0059856117100347385,0.008626377253607398,0.020132475390579815,0.020141791150634428,-0.0014174568096594544
R2,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,frequency_hz,0.001910118784357929,0.010129246841280184,0.0072867342564194425,0.007288533128299707,0.0013704240214447879
R2,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,phase_rad,0.24410648199281415,0.28918308921313207,0.020923494691059797,0.057140043459563826,0.26898934836109195
R2,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,position_m,2.1494180536366607,0.8050128469579869,0.6418714297318923,1.1238040361148232,3.2331797864114185
R2,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,velocity_m_s,0.8660907145353999,0.4015678688508767,0.07606758074419341,0.2646979359191033,0.8792520536646725
R2,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,attitude_deg,8.444199087630324,0.4041244983972023,0.8291548485070294,2.2273914195611155,9.417461657939388
R2,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,body_rate_rad_s,0.006312629772335024,0.008543690168843156,0.023759824061874157,0.023770758948907893,6.457366393914819e-05
R2,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,frequency_hz,0.00138537152530748,0.00713284617468013,0.011023706264358299,0.011028497928483563,0.0006729166302518677
R2,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,phase_rad,0.2775756878795573,0.2811948006841941,0.04443004926623429,0.10829751652953694,0.22220216530855533
R2,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,position_m,2.309990605624468,0.7803991043783511,0.6345312871667983,1.2170075390968198,3.3717262522354514
R2,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,velocity_m_s,0.9262052170437334,0.3861590058064045,0.06633524869735001,0.2827179403542,0.9276663179171512
R2,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,attitude_deg,8.129642387429291,0.3743711906540114,0.39029049328225784,2.6923892504613423,7.7841454728631385
R2,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,body_rate_rad_s,0.009772453057163687,0.012685935395240152,0.02698630592201751,0.027015209540537898,0.0011335706000303752
R2,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,frequency_hz,0.0007570867728510379,0.0040519128255114495,0.010767121552289515,0.010771614919203726,-0.0017928811627039283
R2,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,phase_rad,0.2770474880330339,0.28869816548786936,0.04585348576451248,0.10682661620326268,0.2625197544565021
R2,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,position_m,2.489584231774134,0.8237737511969325,0.7118398988257323,1.4386423416469258,3.6359580480329603
R2,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,velocity_m_s,0.9893064568166239,0.40535910768711325,0.09969011274680051,0.430700096149919,0.7949995256570472
R2,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,attitude_deg,11.290305172169562,0.4260555266872686,0.8272538929524239,3.6445090881019873,12.028890949708561
R2,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,body_rate_rad_s,0.012576920214591315,0.015103015458308632,0.02620507271437123,0.02623539277545913,0.010071823518851837
R2,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,frequency_hz,0.00460518402989756,0.02298435073542879,0.009390432529602782,0.00939086465107302,0.007473101656165809
R2,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,phase_rad,0.33221323503038125,0.3134967183087177,0.07073422813280615,0.16679823688633272,0.20266997915851945
R2,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,position_m,3.2942574978364187,0.849775202594416,0.9528612826003854,2.0366675523587543,4.838916024493743
R2,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,velocity_m_s,1.3088860427703066,0.42994169246674885,0.08222438563172789,0.5524781162974709,1.1822702337302269
R3,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,attitude_deg,7.992618750588915,0.3616829607727562,0.39475169632876084,2.765938936335648,7.296617033227344
R3,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,body_rate_rad_s,0.0030678265330273784,0.003996045127364406,0.029202323701435415,0.029208886064635307,-0.0017457445010485735
R3,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,frequency_hz,0.0024801506931823388,0.012845155097016392,0.009372640250982145,0.009380756064381879,0.00021302627869802736
R3,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,phase_rad,0.30850168667152106,0.30121485317706825,0.07159851681433865,0.1576118406725033,0.184845554554611
R3,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,position_m,2.5454035929730945,0.8081678848806425,0.6749224640716619,1.5077954547307706,3.6001193374601006
R3,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,velocity_m_s,0.9399688180516891,0.38199426085825994,0.1514431242744465,0.46536906398468775,0.6226758379723737
R3,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,attitude_deg,7.520960631283033,0.39392706762831653,0.6712005299791172,1.9305561182529156,8.509073603838003
R3,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,body_rate_rad_s,0.005779986989647049,0.008323654686349479,0.02013470719901105,0.020142895055007184,-0.0016054981003439642
R3,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,frequency_hz,0.001771294629893471,0.009399208513008489,0.007259365352600788,0.007261005674839181,0.0013162695342164926
R3,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,phase_rad,0.240058096704416,0.2851281630079983,0.020513110149774885,0.05611192770785726,0.26399988703319965
R3,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,position_m,2.1477838607183397,0.8021619244581152,0.6379457771883472,1.1173738036235201,3.2228327770802836
R3,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,velocity_m_s,0.862043175145505,0.40104423730509564,0.07270014593002705,0.2645066982989892,0.8755260257286747
R3,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,attitude_deg,8.513021204627917,0.4069791149601013,0.8545590211980195,2.257145862642954,9.490587267364404
R3,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,body_rate_rad_s,0.006261431835324474,0.008463961440159935,0.0236119669323151,0.023621390513196873,0.00055777624796094
R3,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,frequency_hz,0.0015216862536147266,0.007853134508085982,0.01099688503505041,0.011001746378554545,0.0007714989044185322
R3,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,phase_rad,0.2735354484493022,0.2796147981604203,0.041774852614635746,0.10231434503408687,0.22302339209591523
R3,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,position_m,2.318691869354876,0.7793053303179527,0.636901693065358,1.2155284538400613,3.3816001672289437
R3,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,velocity_m_s,0.9296815566095745,0.3876786014330028,0.06502905051975484,0.2868715868774861,0.9300075968405294
R3,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,attitude_deg,8.193538653119534,0.37713258983548736,0.40618579509138,2.712311325832425,7.873894092974426
R3,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,body_rate_rad_s,0.009508940101626248,0.012339391427898116,0.026805405638797467,0.026831606843352996,0.0007810438673843703
R3,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,frequency_hz,0.0006964550599278227,0.0037297418001365572,0.010787013168808443,0.010791549294544124,-0.002120374382140622
R3,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,phase_rad,0.271756394296765,0.28670311123583797,0.044807752973746826,0.10370162834394639,0.25872725342096353
R3,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,position_m,2.4996557422194763,0.8247290240799153,0.7140417747528447,1.448096243352487,3.6458689802466937
R3,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,velocity_m_s,0.9912889284513464,0.406983281601932,0.09957320799274559,0.43605969995119026,0.7950662812504601
R3,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,attitude_deg,11.438408661531827,0.4293746704171676,0.8518673620095384,3.7271524641497837,12.182625178934574
R3,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,body_rate_rad_s,0.01244124684596232,0.014915787716874192,0.02625364528323716,0.026281947493642693,0.01004398551452574
R3,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,frequency_hz,0.004112206093921813,0.020536094593523697,0.009370913183166006,0.009370481014400795,0.007410308606732637
R3,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,phase_rad,0.33055437919975,0.3106971561427587,0.0680071747394739,0.16256405598820842,0.2063714289134258
R3,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,position_m,3.317593489543795,0.8515552870554663,0.9672424676145222,2.0448176079428833,4.885925317123463
R3,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,velocity_m_s,1.326886007881742,0.4340190995179197,0.08242277863958831,0.5622864644102471,1.2055471058406981
R3-high,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,attitude_deg,8.125807014970547,0.3613711379645217,0.47436013459699106,2.9204415339709744,7.221383131366912
R3-high,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,body_rate_rad_s,0.0065185637369644025,0.008612993796159334,0.02958424840933691,0.02960353081188627,-0.006271991976899323
R3-high,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,frequency_hz,0.003150951937948256,0.016297797861958563,0.009365688223554063,0.009377406000796557,0.0004668994413638024
R3-high,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,phase_rad,0.3080981033001479,0.3011473711250378,0.07003864829752336,0.1568496794110063,0.18635913558145126
R3-high,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,position_m,2.574248374266077,0.8064366786919256,0.684008396189669,1.5188917899030967,3.6490148720976108
R3-high,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,velocity_m_s,0.9568519304328522,0.38085745321222714,0.15961791187970545,0.47238095248563394,0.6238994724257879
R3-high,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,attitude_deg,7.274885501729113,0.3850427508230187,0.5863492366037866,1.8756756435974717,8.10167306874423
R3-high,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,body_rate_rad_s,0.007412981312971981,0.010790968818864464,0.020786305578154095,0.020807877771720575,-0.0013518163132166074
R3-high,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,frequency_hz,0.002258801424150789,0.011995728291252658,0.007176249198859317,0.007179607358604234,0.001005250360892113
R3-high,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,phase_rad,0.2584452571498749,0.3006910654736191,0.02052229906587292,0.06289977844641667,0.2771165969076035
R3-high,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,position_m,2.1170756975804066,0.8059935850237006,0.6179888105613276,1.13858591760415,3.153156090912001
R3-high,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,velocity_m_s,0.8380770584464698,0.3954045130884667,0.06652021736360014,0.2597022656230133,0.8378643783169825
R3-high,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,attitude_deg,8.522597532367868,0.4040386329632891,0.7408467481315704,2.364622623588608,9.322110602993174
R3-high,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,body_rate_rad_s,0.009214583521234932,0.012573212698007662,0.025180146303124505,0.02521499248075146,0.0009639533737107996
R3-high,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,frequency_hz,0.0014260166302769784,0.007321094864153571,0.010933528034728416,0.010938344507098277,0.0007740431302106655
R3-high,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,phase_rad,0.28843349979122174,0.2868549397131254,0.04447303924843953,0.11403475705498445,0.2362360215109694
R3-high,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,position_m,2.3554154838225267,0.7903732761282832,0.6507240889076493,1.275307316886703,3.4390245793032688
R3-high,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,velocity_m_s,0.9479841122987163,0.39108467374881817,0.06652228659577344,0.30214886627962817,0.9344096765508645
R3-high,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,attitude_deg,8.321522763853807,0.37567404010939465,0.37342577556332196,2.761462057010499,8.003277337519727
R3-high,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,body_rate_rad_s,0.012018526234815063,0.015591901591205225,0.02736753802391555,0.0274169865962092,0.004173218322740626
R3-high,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,frequency_hz,0.0008107498453214431,0.004390928971859618,0.011084321439600192,0.011089267691831833,-0.0022392545322519625
R3-high,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,phase_rad,0.27033528583555844,0.28040730914219103,0.05226888630205107,0.11110517962706519,0.2477953960435784
R3-high,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,position_m,2.501105933000341,0.8224694930030984,0.7201951966026713,1.4340947714972332,3.668350076068511
R3-high,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,velocity_m_s,1.0064159085713282,0.4066053072592161,0.09862054662945534,0.4256484960084284,0.8260745201209206
R3-high,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,attitude_deg,11.204214746988221,0.42348897470237823,0.7645721697450988,3.6478763431356267,11.872839216105403
R3-high,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,body_rate_rad_s,0.013944869226849418,0.01686254586072505,0.028855268391075946,0.028923737132504065,0.0067150405263850564
R3-high,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,frequency_hz,0.005376669525410212,0.0270212703616881,0.009261975503737955,0.009262788641853549,0.008014711422588902
R3-high,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,phase_rad,0.3265385454761855,0.31514054818379633,0.06226412772432997,0.15594977420132453,0.2106190947978371
R3-high,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,position_m,3.2954728786415877,0.8511311483364429,0.9433006063581937,2.0672085897189736,4.818331090725261
R3-high,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,velocity_m_s,1.3020674244807942,0.427783093713872,0.08560624907858867,0.5587765933108453,1.1566409641537758
R3-max,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,attitude_deg,8.390436489102681,0.3672072059670761,0.5144956756069549,3.03865157404695,7.524070264744407
R3-max,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,body_rate_rad_s,0.02140535016241068,0.028171817447428995,0.034872575088682765,0.03509541966156405,-0.0016027045227034558
R3-max,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,frequency_hz,0.004204961792120519,0.02179594166720283,0.01000189613028722,0.01002019158614615,0.0013220548990649107
R3-max,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,phase_rad,0.31430385021578694,0.3048913645887697,0.07353025863128447,0.1635540635502419,0.19205926176522037
R3-max,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,position_m,2.6353398988875707,0.8108882207579112,0.6972479635273457,1.5817650718128178,3.7336841893655075
R3-max,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,velocity_m_s,0.9964941440809516,0.38991067917629285,0.15213116836437932,0.4930864375235889,0.6788907820293687
R3-max,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,attitude_deg,7.072381182934042,0.381927655870197,0.5499915456553396,1.8219265588952493,7.824634236573415
R3-max,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,body_rate_rad_s,0.020677751610693906,0.030216064137633447,0.025270149383587622,0.02555017442882682,0.0024268170677593367
R3-max,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,frequency_hz,0.0035147399358080953,0.01887672613259572,0.007482127511269875,0.007492554451338956,0.001024820209669505
R3-max,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,phase_rad,0.2551408890207665,0.2990279731869121,0.02592946202884768,0.07278860224477388,0.26066376643421285
R3-max,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,position_m,2.115103554366982,0.80899522308551,0.6036202387308401,1.1765234586073698,3.129004803644135
R3-max,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,velocity_m_s,0.8374606268809108,0.3997146139517509,0.05017214622797085,0.27053113450121097,0.8453727426570925
R3-max,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,attitude_deg,9.13661923471984,0.41861798280777035,0.8147469400744547,2.6669087872619097,9.998923567633419
R3-max,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,body_rate_rad_s,0.02444056796490577,0.03340483674989357,0.0275970523816119,0.02791175413527142,0.007973543575934555
R3-max,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,frequency_hz,0.002854115885700354,0.014825712002374902,0.010971482244854757,0.010981872824323195,0.0016990454158395106
R3-max,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,phase_rad,0.28919899971481,0.29155759914184537,0.054152594788393,0.12844719609664798,0.2056939908233603
R3-max,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,position_m,2.4889323134876573,0.8121805642283528,0.7060720797835669,1.4079539400939576,3.66763216664099
R3-max,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,velocity_m_s,1.0386696622896125,0.41540027084692377,0.06318801674784058,0.35849818915139114,1.036747606206455
R3-max,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,attitude_deg,8.749696160808323,0.3880477119855368,0.3880820632195793,2.9584469382510314,8.528294526059174
R3-max,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,body_rate_rad_s,0.01570942065582783,0.020420120265784353,0.027629817376443416,0.02771374592770263,0.0073141642422397445
R3-max,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,frequency_hz,0.001647891152835608,0.008993311391707427,0.011827438668413317,0.01183571840365125,-0.0037396505436061316
R3-max,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,phase_rad,0.2935536183925598,0.2940563542248165,0.05852793458945199,0.131749681355284,0.2494463831999766
R3-max,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,position_m,2.5958371169843035,0.834392670230145,0.7601035079094971,1.5221719580875763,3.8392598877020077
R3-max,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,velocity_m_s,1.0712664560977017,0.4228742060631285,0.0940988085955418,0.4575736899204473,0.9113507811501862
R3-max,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,attitude_deg,11.192805273865037,0.4244964715648052,0.6425483725998308,3.8670861728698305,11.530206815853308
R3-max,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,body_rate_rad_s,0.02739247011549909,0.03277030241606261,0.036455172128698414,0.03680524361781224,0.006270894843843354
R3-max,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,frequency_hz,0.005785357878280187,0.029414918541438708,0.00947965673444021,0.009490560767424574,0.0077611638447528325
R3-max,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,phase_rad,0.31366474790904664,0.30858603698376186,0.06576730988610045,0.15665897049732952,0.19457858691702118
R3-max,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,position_m,3.3371087454685204,0.8606665463618316,0.9567275646686847,2.149583033438237,4.876912059491733
R3-max,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,velocity_m_s,1.3377599564803822,0.4390346649806756,0.09021191043608616,0.6097547807787108,1.167881131883106
S0,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,attitude_deg,8.081670087146838,0.3649981403520701,0.37634701955000077,2.758752782155227,7.484900069160196
S0,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,body_rate_rad_s,0.003353625666433284,0.0043973809437850946,0.029054673468765137,0.02906115293653699,-0.0017221204404374807
S0,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,frequency_hz,0.002163504751811278,0.011221906437074733,0.00953412460490687,0.00954069666427442,5.7334783252317866e-05
S0,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,phase_rad,0.3121533884498917,0.3029182537234961,0.0670112929321319,0.15313520481642062,0.20405772141289633
S0,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,position_m,2.555007584594438,0.8087905585428286,0.6783916103450541,1.51299680832811,3.6161706838637246
S0,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,velocity_m_s,0.9466069663274363,0.38404641548063617,0.14433194463801446,0.46328586906496055,0.6442434354722621
S0,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,attitude_deg,7.683608773422156,0.398704575505134,0.7081779930761241,1.9845354010672789,8.725685902193515
S0,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,body_rate_rad_s,0.0057520656454263155,0.008268012820596292,0.020132669022485755,0.020139356318073957,-0.0009847602623465745
