experiment,horizon_s,n_rollouts,n_valid,n_failed,failure_pct,numerical_failure_pct,position_horizontal_m_finite_count,position_horizontal_m_median,position_horizontal_m_p90,position_horizontal_m_p95,position_horizontal_m_mean,position_horizontal_m_max,position_horizontal_m_rmse,position_horizontal_m_equal_log_rmse,position_vertical_m_finite_count,position_vertical_m_median,position_vertical_m_p90,position_vertical_m_p95,position_vertical_m_mean,position_vertical_m_max,position_vertical_m_rmse,position_vertical_m_equal_log_rmse,position_m_finite_count,position_m_median,position_m_p90,position_m_p95,position_m_mean,position_m_max,position_m_rmse,position_m_equal_log_rmse,velocity_m_s_finite_count,velocity_m_s_median,velocity_m_s_p90,velocity_m_s_p95,velocity_m_s_mean,velocity_m_s_max,velocity_m_s_rmse,velocity_m_s_equal_log_rmse,attitude_deg_finite_count,attitude_deg_median,attitude_deg_p90,attitude_deg_p95,attitude_deg_mean,attitude_deg_max,attitude_deg_rmse,attitude_deg_equal_log_rmse,body_rate_rad_s_finite_count,body_rate_rad_s_median,body_rate_rad_s_p90,body_rate_rad_s_p95,body_rate_rad_s_mean,body_rate_rad_s_max,body_rate_rad_s_rmse,body_rate_rad_s_equal_log_rmse,frequency_hz_finite_count,frequency_hz_median,frequency_hz_p90,frequency_hz_p95,frequency_hz_mean,frequency_hz_max,frequency_hz_rmse,frequency_hz_equal_log_rmse,phase_rad_finite_count,phase_rad_median,phase_rad_p90,phase_rad_p95,phase_rad_mean,phase_rad_max,phase_rad_rmse,phase_rad_equal_log_rmse,velocity_x_m_s_finite_count,velocity_x_m_s_median,velocity_x_m_s_p90,velocity_x_m_s_p95,velocity_x_m_s_mean,velocity_x_m_s_max,velocity_x_m_s_rmse,velocity_x_m_s_equal_log_rmse,velocity_y_m_s_finite_count,velocity_y_m_s_median,velocity_y_m_s_p90,velocity_y_m_s_p95,velocity_y_m_s_mean,velocity_y_m_s_max,velocity_y_m_s_rmse,velocity_y_m_s_equal_log_rmse,velocity_z_m_s_finite_count,velocity_z_m_s_median,velocity_z_m_s_p90,velocity_z_m_s_p95,velocity_z_m_s_mean,velocity_z_m_s_max,velocity_z_m_s_rmse,velocity_z_m_s_equal_log_rmse,body_rate_p_rad_s_finite_count,body_rate_p_rad_s_median,body_rate_p_rad_s_p90,body_rate_p_rad_s_p95,body_rate_p_rad_s_mean,body_rate_p_rad_s_max,body_rate_p_rad_s_rmse,body_rate_p_rad_s_equal_log_rmse,body_rate_q_rad_s_finite_count,body_rate_q_rad_s_median,body_rate_q_rad_s_p90,body_rate_q_rad_s_p95,body_rate_q_rad_s_mean,body_rate_q_rad_s_max,body_rate_q_rad_s_rmse,body_rate_q_rad_s_equal_log_rmse,body_rate_r_rad_s_finite_count,body_rate_r_rad_s_median,body_rate_r_rad_s_p90,body_rate_r_rad_s_p95,body_rate_r_rad_s_mean,body_rate_r_rad_s_max,body_rate_r_rad_s_rmse,body_rate_r_rad_s_equal_log_rmse
S0,0.2,722,720,2,0.2770083102493075,0.0,722,0.0326436618582927,0.0633583437682688,0.0780459063574949,0.0358598760224278,0.1796268036500705,0.0430765826546729,0.042819577578644,722,0.067110538482666,0.1143589973449707,0.1249634742736816,0.0675094306799183,0.1858823299407959,0.0767651620954692,0.0761947218187169,722,0.0785301571618381,0.1250102555231759,0.1367541519855533,0.0814467267877986,0.2039231383339938,0.088025462706813,0.0874902269726213,722,0.4420101226902942,0.7379308472127568,0.8197744214541827,0.4572536098755606,1.134834118415429,0.5040457860800333,0.5038238766583139,722,2.672829395649565,4.776014455782133,5.778288087896062,2.895872670492141,9.100986366130282,3.243749376816324,3.2273769670844863,722,0.6310090475011515,0.9967029373719336,1.0970352746543737,0.6497515419055632,1.964506539272804,0.7078121802206474,0.7073831045260569,722,0.1413408517837524,0.3169502735137939,0.3592445015907285,0.1581482136018388,0.4860632419586181,0.192180349796416,0.192478468729675,722,0.1661487465291742,0.3716979921799441,0.4259002012973752,0.1863427916184323,0.6625053673041492,0.2261631712879289,0.2261557131910969,722,0.1152363419532775,0.2940293550491332,0.344926643371582,0.1384900024752816,0.6189215183258057,0.1756508059569145,0.174596889479579,722,0.1154004484415054,0.2846353948116301,0.3469198405742644,0.1369730070971179,0.6198718547821045,0.1730737385694704,0.1723999047314579,722,0.3620611429214477,0.6903619281947613,0.7819296203553671,0.3708446951440491,1.1227947473526,0.4396071312539317,0.4397277713592794,722,0.3412414789199829,0.7472451806068421,0.8875447634607545,0.3799473534074871,1.5224566459655762,0.4716114672991326,0.4700567768764616,722,0.3961383774876594,0.755216996371746,0.8706896834541109,0.4182463551307461,1.3521296977996826,0.4893923504105902,0.4890496588353645,722,0.1248014168813824,0.3183778455480933,0.3974495634436604,0.1536589846826981,0.7245511114597321,0.197676082873633,0.198164125894405
S0,0.5,722,705,17,2.3545706371191137,0.0,722,0.1194557466651999,0.2126157835413859,0.2474625242377772,0.1296946093652037,0.4599301531843486,0.1463813746914806,0.1456783224715863,722,0.1066565513610839,0.2294136524200439,0.2546775817871092,0.1183973559051999,0.4516580104827881,0.1433524585015659,0.1420526855573428,722,0.181613645814573,0.2885119308851973,0.3253945426981875,0.1887520335964314,0.5467225839682808,0.2048839530441825,0.2037870870136455,722,0.5859122433663593,0.9896178395473308,1.1555611029159474,0.636184456187614,2.367111252141032,0.6935571892648279,0.6911705325843049,722,5.470091566281499,9.328843028725212,10.54111468739302,5.849051038771118,19.51855847422567,6.44070987422811,6.427026020131963,722,0.6386755279233571,1.067158309697985,1.252732272617493,0.6774705851355346,2.0151274360491285,0.7416499946730891,0.742273352409893,722,0.132791519165039,0.3156014919281005,0.3545899152755737,0.1533408343296632,0.5096211433410645,0.1871054096389674,0.1869729200894323,722,0.2336076829682944,0.5536618209428481,0.6389394617033851,0.2721394054068531,0.9806265087505324,0.3374777929807505,0.336579388380821,722,0.2432763576507568,0.5192683935165405,0.6154336929321284,0.2683450359163594,1.238417625427246,0.3245210729121875,0.3223377263281409,722,0.2505022287368774,0.5342426896095276,0.5912892103195191,0.276349827585293,1.530693992972374,0.3361226700923788,0.3344257753403736,722,0.3541818037629127,0.8203654326498508,1.0010372415184974,0.4122041774932372,2.039268016815185,0.5125711644901816,0.5110975568771817,722,0.3215251639485359,0.8380004167556762,1.051695595309138,0.4054218978712005,1.7568226009607315,0.5164474014533642,0.5155030722496378,722,0.4114496158435941,0.7611990883946419,0.8344653613865375,0.4227613021022707,1.785180252045393,0.4946961550657326,0.4952812691623188,722,0.1238215714693069,0.313872342556715,0.3867620074190197,0.1520226087739507,0.7215769290924072,0.1964752154696394,0.1961633362096372
S0,1.0,722,682,40,5.540166204986149,0.0,722,0.4174057738159539,0.6990000132006081,0.7825480328668533,0.4376332571300777,1.386883850436783,0.4808946378502154,0.4778763864201819,722,0.2033214569091797,0.5166408538818359,0.5999877929687496,0.2473080846741589,1.253496170043945,0.314922572251115,0.3119028567170844,722,0.4986003437099943,0.7978508162623195,0.920203569856614,0.5326661415328446,1.5560708976798212,0.5748355236294541,0.5707211524166342,722,1.023623288764015,1.6426803259082317,1.915269957519201,1.0674987647080487,2.7937388323637604,1.1613661364133874,1.1558637887239414,722,8.73983759411679,15.583127806651785,17.757593957199802,9.598063120967575,30.30173686578237,10.536153282349634,10.513945976998547,722,0.6670564329972484,1.0734235906271223,1.2264324538577536,0.6844931558428171,1.9474159822897188,0.7521097980386434,0.749467783665525,722,0.1392126083374023,0.3324368476867675,0.3858999609947204,0.1596164551468107,0.5327723026275635,0.1969701125935023,0.1969064415330578,722,0.4038879178406631,0.97060278235015,1.1367880210631138,0.4779285230508002,1.675422641373963,0.5932169593308961,0.5899351822443145,722,0.4416383504867553,1.0130125999450683,1.1733764290809632,0.5136529443010951,2.2438665628433228,0.6413157036148803,0.6376183053608502,722,0.4611626863479614,1.0756341964006424,1.2892049074172969,0.5338148279979804,2.105175793170929,0.6567944593121038,0.6505903112120407,722,0.4680637717247009,1.1555696666240691,1.349495834112167,0.5673530371795173,2.1394909620285034,0.711411631421381,0.7093129675346027,722,0.3263884484767914,0.8847515881061554,1.0670007921755311,0.4094415123907718,1.7324893176555634,0.5294288499193336,0.5250341265922632,722,0.3895265348255634,0.77534882966429,0.8508554277941583,0.4155405694341488,1.3161115273833277,0.4886558997201775,0.4875819846224056,722,0.1315098097547888,0.3650170966982841,0.4519703492522239,0.1641234875137229,0.8783523328602314,0.2158463639894927,0.2153527723645483
S0,2.0,722,630,92,12.742382271468143,0.0,722,1.467286249651058,2.752627094649,3.231349291282793,1.5944347301813837,5.946477276356308,1.8078813509691607,1.7932954414302809,722,0.4637842178344726,1.2110391139984131,1.4643156528472878,0.5689119389512862,2.463476181030273,0.731368269667455,0.7271523412617891,722,1.6043615109632978,2.8402823008880693,3.334867078908783,1.7665706150325335,6.01414263843445,1.9502139690450495,1.9358293246594784,722,1.6286410252736918,3.1634425895685894,3.860689007001033,1.8550128903009664,7.056155257007108,2.111989726057846,2.0955752797220857,722,13.710378375642344,27.197233666172764,33.05544530793729,15.781176922125608,61.87555427186361,18.097961200084296,18.01417696613212,722,0.6763783785276029,1.1120421639196751,1.272819489743485,0.6987431369301653,1.833719694156681,0.7659412560098684,0.7633462502982739,722,0.1459016799926757,0.3389325380325317,0.3797912001609802,0.1659440343730007,0.551260232925415,0.2025574784138019,0.2024001946259692,722,0.6317900395651499,1.475574053754284,1.7984823537570045,0.736915496630178,3.094920561550687,0.920490032024827,0.9142625183102862,722,0.7992330268025398,2.144717001914977,2.7030389547347973,1.0166247590174744,6.903707504272461,1.352336767600636,1.333959727808799,722,0.9071683883666992,2.4133088268339637,2.9317931219935383,1.1032427344277729,5.174422651529312,1.4351016598438249,1.4229503413777684,722,0.5115878507494926,1.2402591615915295,1.4753561504185158,0.6075292146130055,2.2800260186195374,0.7564185983189853,0.7543334509582269,722,0.3432321846485138,0.9106554728001356,1.0902928929775948,0.4176683018069167,1.7352120424620807,0.5358898233903788,0.5311073387382336,722,0.3928486853837967,0.7597575565800071,0.8422304090112446,0.4145652746425043,1.3516481593251228,0.4882887538752044,0.4875068281033652,722,0.1499212123453617,0.4288109146058559,0.5161090031266211,0.1907354777710208,0.9937367253005503,0.2471076641539137,0.2466278341276119
S0,3.0,722,569,153,21.191135734072024,0.0,722,3.091733562563145,6.424497110932342,7.738999863634231,3.586411933800527,15.340113119758776,4.175946714661312,4.138781945296942,722,0.6663599014282227,1.7337121486663811,2.1750885784626006,0.8128704722568268,3.494195938110352,1.0485073789050916,1.042558189330548,722,3.254852369405824,6.5702285895771055,7.81426330995039,3.767612854034526,15.50665293141162,4.305566012420321,4.269197754772625,722,2.346099430794794,5.0328361170693725,6.169548564377879,2.772308808516541,13.017043517395836,3.275195841113777,3.2490166632592308,722,19.37934055192311,43.09870268370983,51.48382101161325,22.92700825732137,104.6124351712387,27.341222255277653,27.157844066682863,722,0.6763289052386439,1.1527334728997864,1.2668255703070457,0.7077041584464406,1.9518698175593023,0.7767207226236817,0.7741634888507304,722,0.1471081972122192,0.3408130407333374,0.3845874667167663,0.1681146311297641,0.5420691967010498,0.2040466173436756,0.2039183999205309,722,0.8259485914002518,2.0340263418597337,2.3171488109893987,0.9613929859014888,3.098069387889879,1.193038865523908,1.1809863680698007,722,1.2271214723587036,3.668987154960632,4.396625471115112,1.6338458302081884,12.131749391555786,2.2290202512425257,2.190691928867416,722,1.3319152891635897,3.840652132034301,4.755372995883225,1.7340852855085562,9.278360366821287,2.2907858725365764,2.283176306059993,722,0.5092984065413475,1.1201168889179824,1.4123920068144795,0.5728635728111557,2.561588138341904,0.7146164029649235,0.7113329677619776,722,0.3485095333307981,0.9157703306525944,1.1448519820347425,0.4258294439964239,1.8882220461964607,0.5477083741078241,0.5430725599806169,722,0.4015206061303615,0.7520144302397966,0.8386889060959208,0.4139148111992193,1.411100204102695,0.4857078933207227,0.4853091770255428,722,0.1698937732726335,0.4309841934009455,0.5141144588589664,0.2027473215810187,1.0125637277960775,0.2596121342525491,0.2586253695702193
S0,5.0,722,467,255,35.3185595567867,0.0,722,8.352310132954607,18.960854923325023,22.01338842151281,9.89031293820022,45.548072887253625,11.817585051186631,11.711257014865662,722,0.9465680122375488,2.447685623168945,2.977771472930908,1.1821080558517962,4.584925651550293,1.50066137592323,1.491814127013908,722,8.469885560122055,19.0025656061611,22.031675806302143,10.04992052485776,45.56207249346904,11.912485089485632,11.807260023180438,722,3.615114183633533,8.274200269089663,10.203613931800572,4.246742631839683,17.413502473558122,5.101343084378523,5.051508646445693,722,29.806952792209557,74.93297741481965,88.65494267668853,37.418308287160514,167.6657760886824,45.977755823393046,45.53175967469218,722,0.6962371407886594,1.148475960397953,1.330554623756928,0.718060523915567,2.0961014467480683,0.7909895226706758,0.7878787405486807,722,0.143607497215271,0.3349288463592529,0.3797031044960021,0.1655793038101407,0.5410246849060059,0.2017027220748051,0.2016409212097064,722,1.3338312442207538,2.629647058064477,2.9284084351236066,1.391469513709236,3.1144835434847096,1.6304823909376684,1.6259294698438456,722,1.9828048944473269,5.790148448944091,7.374473908543583,2.597619631974906,16.995803356170654,3.5025988777589188,3.438705202379391,722,2.0614606142044067,6.317669272422791,7.667685016989706,2.748609661676088,12.136157989501951,3.641480945893909,3.6244574345262506,722,0.4816356301307678,1.166030472517013,1.404869735240935,0.5648839262725626,2.2292202413082123,0.7036468480354001,0.6996649746511295,722,0.3343868441879749,0.913959703594446,1.1547546990215776,0.423728416868214,2.0258833169937134,0.5525177632125354,0.547452841236127,722,0.4096669908612966,0.7689574973657727,0.8484500024467706,0.4238120447534686,2.0721754524856806,0.5005865490454455,0.4995938378411615,722,0.1787592440377921,0.4344683639705181,0.5147250344045459,0.2087234819378949,0.993783202022314,0.2642000250268191,0.2637079597507241
R1,0.2,722,722,0,0.0,0.0,722,0.0325221289981901,0.0627632712035873,0.075327544096742,0.0355445489853242,0.1800120139067913,0.0425917378777839,0.0423574143628921,722,0.0618782043457031,0.1087428092956542,0.1179256439208984,0.0630919992758626,0.1945278644561767,0.072269561549263,0.0717481733887015,722,0.074683200438726,0.11952929992721,0.1294382193447438,0.0774543925373705,0.1991610780385163,0.0838865046474852,0.083409365459223,722,0.4319412150597531,0.7121011475687966,0.8128178364911414,0.4472168664572732,1.107896219206588,0.4920734363131702,0.4917831311628053,722,2.6629304911042864,4.832833945387805,5.628507041036278,2.8637859274833835,9.36453982059262,3.2142052576880955,3.2008733825605438,722,0.6255441648457869,0.996017368188304,1.1299156401833783,0.6445603407829116,1.864945029390552,0.7035330677348692,0.7034154362296368,722,0.138466477394104,0.3087300300598144,0.3493175029754638,0.1567243851122763,0.4723765850067138,0.1901513885789941,0.1904402350463804,722,0.1603630438375063,0.3633354278358225,0.4212068931909,0.1842734748398646,0.6632551937354236,0.2233393479509599,0.2233690534379214,722,0.115075945854187,0.2974005222320556,0.3449353724718093,0.139770485252436,0.6057417392730713,0.1766919502568173,0.1755788839230966,722,0.1172460317611694,0.2817037105560303,0.3423499464988708,0.1383769778003322,0.6003174781799316,0.1742276946216797,0.1735729698328025,722,0.349837377667427,0.6629973113536834,0.7753765292465683,0.3590419092657395,1.094771295785904,0.424924619040023,0.4249778059085988,722,0.3335846196860075,0.7393562033772468,0.8681319706141941,0.3746008657507045,1.5692183375358582,0.4644207063611278,0.4632809633560678,722,0.4129680767655372,0.7645681679248808,0.8610319943167265,0.4204143100636469,1.322204738855362,0.4911842780239671,0.4908655045491683,722,0.1235292293131351,0.3101421346422285,0.3908265791833399,0.1514068425778451,0.7039298713207245,0.1949620217415213,0.1954442602102171
R1,0.5,722,703,19,2.631578947368421,0.0,722,0.1212304359975472,0.2144836538102849,0.2502785760956613,0.1304209188449052,0.462110401903979,0.1465701862454281,0.1459130903604056,722,0.0985317230224609,0.2133962631225585,0.2497248649597167,0.1089527833164563,0.4664585590362549,0.1338290113094562,0.1327302395782105,722,0.1742074864056001,0.2805102208543658,0.324008320143547,0.1826385871547475,0.56953582642971,0.1984767587504543,0.1975311729064078,722,0.5961581184051091,0.9817729494482008,1.1582576610586226,0.6427875386957921,2.376861166189624,0.7014756363880131,0.6990635017081035,722,5.471706535884865,9.240611519408052,10.50440486229075,5.872887288933216,19.26324646811501,6.452873531756624,6.440288909272541,722,0.6315660975442697,1.0696360901125772,1.2222499856383744,0.6680269157471342,1.9563881696527496,0.7310191698275388,0.7316402184599501,722,0.1305499076843261,0.3140029907226562,0.3571231007575987,0.1523022479958151,0.5164172649383545,0.1865884538447959,0.186394878370166,722,0.2284814917508022,0.5459016061570999,0.626111162981379,0.2687313294188976,0.9641803951641066,0.3331145002446772,0.3323007955628374,722,0.2446736097335815,0.522333002090454,0.6064922451972959,0.2697379392754916,1.2262239456176758,0.3265022914728013,0.3242361658671112,722,0.2519643306732178,0.540113115310669,0.6053851485252378,0.2788919972789853,1.5118900388479233,0.3390663940837076,0.3374376628335239,722,0.3581928610801697,0.8486825324594973,1.0029238611459732,0.4175971552637377,2.053957462310791,0.5200945130570498,0.5185274751432755,722,0.3215833660215139,0.8544126808643341,1.030591969471424,0.4002586017266674,1.6902996897697449,0.5074528791299094,0.5062352618938185,722,0.402770702727139,0.7511157229542731,0.8287884892895815,0.4180134656902601,1.7921244651079178,0.4889474928032876,0.4895669479775062,722,0.1185467988252639,0.3112781483680009,0.3836861932650208,0.1506219271931339,0.7142647504806519,0.1944503828730832,0.194200047303846
R1,1.0,722,685,37,5.124653739612189,0.0,722,0.416567690240652,0.7093619205542796,0.7734332484389549,0.4381970121229133,1.369938682795715,0.4810291368182296,0.4779983895389362,722,0.199803352355957,0.5106149196624755,0.5860966682434079,0.2433413907761719,1.2765789031982422,0.3097933103966829,0.3068199503141677,722,0.4931327409192565,0.8001902400950225,0.9064313533640488,0.5305786041487204,1.5727593632634271,0.5721546343731095,0.5680665392745082,722,1.0318981278161132,1.6460361528000436,1.9179475567138868,1.0706584440723976,2.937363554842386,1.167165929407849,1.1614008494843429,722,8.839302154359617,15.471736523042187,17.62724338206604,9.654260349440618,30.504258667435423,10.583523298658664,10.561538682400192,722,0.6683123486358913,1.0714178979469486,1.2410714640997402,0.6841120131728244,1.9698453028459109,0.7522626961670921,0.7496407547166862,722,0.1369835138320922,0.3348188638687133,0.3858986854553222,0.1591632253905743,0.5409109592437744,0.1973008998982258,0.1972004340435443,722,0.416093097120335,0.9766418718097596,1.1349385524633917,0.4792433816131622,1.725706073380799,0.5925519311381802,0.5891498755975301,722,0.4467700719833374,1.0156344413757323,1.188949310779571,0.5107510596796886,2.2638925313949585,0.6394659288545995,0.6354142641708788,722,0.4539794921875,1.0676347255706786,1.2758602038025857,0.5287459200864704,2.0703646540641785,0.6545360499977233,0.6482564684703628,722,0.4832057636231184,1.1804581820964812,1.3604231312870978,0.5762856247153784,2.2188650965690613,0.7245289448034423,0.7221352213663246,722,0.3420118764042854,0.8780502311885355,1.0505907289683818,0.4098121573219148,1.7520732879638672,0.530276994123797,0.5258753801001255,722,0.3888764455914497,0.7695744827389717,0.8487143441103397,0.4146199893250538,1.3157239258289335,0.4883425814965278,0.4871479183736807,722,0.1301034968346357,0.3604520939290523,0.4493273701518765,0.1638132048807628,0.8649382293224335,0.2150046433101392,0.2145273054765951
R1,2.0,722,627,95,13.157894736842104,0.0,722,1.440815753438014,2.716253618327184,3.2306115068789345,1.5801043939943076,5.974693783467129,1.796361090298031,1.7810655589998845,722,0.4588031768798828,1.235154914855957,1.4788258552551263,0.5750344816667552,2.401865005493164,0.7404413812949895,0.7359423709062518,722,1.6071629121776738,2.856783161725231,3.361045534070087,1.7566691592040178,6.066078332381551,1.9429787970718475,1.9279503058007,722,1.588600702830996,3.1672975726773576,3.903040782854184,1.8399173881719808,7.171549411372496,2.10173920721184,2.085145157319962,722,13.713578376777935,27.238553964005867,33.42438290179069,15.757373250209277,61.45061813700279,18.072858164481403,17.9912777065314,722,0.679703233209641,1.1205797180537789,1.27130033043262,0.6991849843278047,1.8282490035700556,0.7673867758965108,0.764931884064702,722,0.1455773115158081,0.3415227890014648,0.379853594303131,0.1661576468528472,0.5618958473205566,0.2031893156527929,0.2030106221237869,722,0.6466876357026372,1.4778710515966442,1.8318360831250768,0.747292063549604,3.09133018866784,0.9300027526782052,0.9234109861973214,722,0.7798715829849243,2.125095057487487,2.7043382883071896,1.007488164491887,6.913865566253662,1.3466620056488583,1.3276126175548757,722,0.8638005554676056,2.4609584629535664,2.856551057100295,1.086627436382567,5.2129978239536285,1.422434308944472,1.4101843794744873,722,0.5304951518774033,1.2578658550977706,1.4575224265456193,0.6124031525859841,2.379208147525788,0.7618987953861782,0.7599189355410226,722,0.3414041399955749,0.9044796705245972,1.1036231195554131,0.4178721224021687,1.778848648071289,0.537349416858296,0.5328397063488807,722,0.3917860817164182,0.7634571313858032,0.8561325483024117,0.4150872544202969,1.3587715774774551,0.4894078587268745,0.4887442520450429,722,0.1498463158495724,0.4190693378448486,0.502535581029951,0.1898077171398833,0.9949865452945232,0.246207261954774,0.2457776208216711
