window_id,log_id,segment_id,start_sample_in_segment,state_sample_count,history_start_timestamp_us,origin_timestamp_us,end_timestamp_us,history_span_s,cohort,mode,command_pattern,n_high_channels,drive_activity,drive_high,common_activity,common_high,differential_activity,differential_high,rudder_activity,rudder_high
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:1:575,2026.9.7/log_28_2026-9-7-06-44-02.ulg,1,575,51,73067674,73566660,74564585,0.498986,Sep7,Stabilized,sustained,1,0.0,False,0.11958851497312657,False,0.4177403546155044,False,0.262823168743352,True
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:1:625,2026.9.7/log_28_2026-9-7-06-44-02.ulg,1,625,51,74065633,74564585,75562652,0.4989519999999999,Sep7,Stabilized,lower_change,0,0.005855770067652219,False,0.08298562777558782,False,0.17576152917734436,False,0.10258113882980043,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:1:675,2026.9.7/log_28_2026-9-7-06-44-02.ulg,1,675,51,75063561,75562652,76560540,0.4990909999999999,Sep7,Stabilized,lower_change,0,0.0029278850338261097,False,0.11276965960072546,False,0.4733384461569567,False,0.12057220606244629,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:2:25,2026.9.7/log_28_2026-9-7-06-44-02.ulg,2,25,51,76949726,77438727,78446652,0.4890009999999999,Sep7,Mission,lower_change,0,0.15650434592801749,False,0.10700446099799686,False,0.32097510076329444,False,0.08483441748649864,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:2:75,2026.9.7/log_28_2026-9-7-06-44-02.ulg,2,75,51,77947703,78446652,79444619,0.498949,Sep7,Mission,sustained,1,0.39154800488087316,True,0.0779491123459587,False,0.23653454148749758,False,0.1346229620122442,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:2:125,2026.9.7/log_28_2026-9-7-06-44-02.ulg,2,125,51,78945597,79444619,80442566,0.4990219999999999,Sep7,Mission,lower_change,0,0.12945284977213373,False,0.09691896051150252,False,0.48000392501338035,False,0.15043375640589013,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:2:175,2026.9.7/log_28_2026-9-7-06-44-02.ulg,2,175,51,79943556,80442566,81440534,0.4990099999999999,Sep7,Mission,sustained,1,0.337768055751315,True,0.10622190906401106,False,0.27394096654213557,False,0.10018828696220275,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:3:25,2026.9.7/log_28_2026-9-7-06-44-02.ulg,3,25,51,81927074,82419859,83425221,0.492785,Sep7,Mission,sustained,2,0.2513018448826579,False,0.17009753927234766,False,0.5427242746358287,True,0.24473263386971758,True
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:3:75,2026.9.7/log_28_2026-9-7-06-44-02.ulg,3,75,51,82922628,83425221,84430659,0.502593,Sep7,Mission,sustained,1,0.11295795702089179,False,0.11551302176636385,False,0.33703178598772476,False,0.259890993213393,True
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:4:25,2026.9.7/log_28_2026-9-7-06-44-02.ulg,4,25,51,84923738,85426138,86421825,0.5024,Sep7,Stabilized,sustained,1,0.08338169798238675,False,0.1635331357073699,False,0.10772657045690218,False,0.44474748457510127,True
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:4:75,2026.9.7/log_28_2026-9-7-06-44-02.ulg,4,75,51,85928855,86421825,87427029,0.4929699999999999,Sep7,Stabilized,sustained,2,0.0046296686538658234,False,0.12696989670650832,False,0.604397825045723,True,0.5081423968009801,True
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:4:125,2026.9.7/log_28_2026-9-7-06-44-02.ulg,4,125,51,86924608,87427029,88422523,0.502421,Sep7,Stabilized,lower_change,0,0.0,False,0.13557471312552954,False,0.39129963762092945,False,0.10359626161728623,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:4:175,2026.9.7/log_28_2026-9-7-06-44-02.ulg,4,175,51,87929740,88422523,89427889,0.4927829999999999,Sep7,Stabilized,sustained,2,0.0068669083333107875,False,0.18805185537835384,True,0.543719946422678,True,0.07572537105300926,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:4:225,2026.9.7/log_28_2026-9-7-06-44-02.ulg,4,225,51,88925483,89427889,90423405,0.502406,Sep7,Stabilized,reversing,1,0.01985788245206256,False,0.10398514160939228,False,0.6668780778267892,True,0.1556903460960922,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:4:275,2026.9.7/log_28_2026-9-7-06-44-02.ulg,4,275,51,89920753,90423405,91428855,0.502652,Sep7,Stabilized,lower_change,0,0.0065470280145304705,False,0.1289176868219601,False,0.22375428389791063,False,0.14457058399439934,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:4:325,2026.9.7/log_28_2026-9-7-06-44-02.ulg,4,325,51,90926182,91428855,92424322,0.5026729999999999,Sep7,Stabilized,lower_change,0,0.0,False,0.09552171858519085,False,0.32495385462105897,False,0.2081731424040556,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:4:375,2026.9.7/log_28_2026-9-7-06-44-02.ulg,4,375,51,91921668,92424322,93419808,0.5026539999999999,Sep7,Stabilized,sustained,2,0.1953497008182472,False,0.07738011957981644,False,1.0534639913141237,True,0.3405152133114696,True
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:25,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,25,51,94385801,94888461,95884000,0.50266,Sep7,Mission,sustained,1,0.3657685072811262,True,0.15745307866206443,False,0.11488359412074851,False,0.0932830230311126,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:75,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,75,51,95381312,95884000,96889453,0.502688,Sep7,Mission,sustained,1,0.38785512682163037,True,0.09572549518551951,False,0.3556868823976751,False,0.1153737336590067,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:125,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,125,51,96386645,96889453,97884867,0.502808,Sep7,Mission,sustained,1,0.34937211179804856,True,0.07407032786055039,False,0.41944104073478905,False,0.20407605170012108,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:175,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,175,51,97382166,97884867,98880380,0.502701,Sep7,Mission,lower_change,0,0.15417130015649025,False,0.08363505560598004,False,0.3183654106844798,False,0.10744022984457913,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:225,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,225,51,98387536,98880380,99885768,0.492844,Sep7,Mission,lower_change,0,0.16371261864901526,False,0.08791638939754852,False,0.1967270053509269,False,0.16789989323970977,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:275,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,275,51,99383098,99885768,100891178,0.50267,Sep7,Mission,lower_change,0,0.04610951419375633,False,0.13956987735109405,False,0.15435756749733212,False,0.15645219947252906,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:325,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,325,51,100388437,100891178,101886617,0.502741,Sep7,Mission,lower_change,0,0.09861218053747083,False,0.10067538864925737,False,0.21108645588072805,False,0.11824376916538894,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:375,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,375,51,101383954,101886617,102882148,0.502663,Sep7,Mission,lower_change,0,0.1697460096216611,False,0.11813078189113135,False,0.22836416837690343,False,0.10887836605119681,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:425,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,425,51,102389304,102882148,103887563,0.492844,Sep7,Mission,sustained,1,0.08986007163402307,False,0.07126703562430639,False,0.24185325467873148,False,0.2669470912008957,True
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:475,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,475,51,103384839,103887563,104883013,0.502724,Sep7,Mission,sustained,2,0.3887476107473808,True,0.19672471979893982,True,0.21951784667005403,False,0.10309258979428329,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:525,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,525,51,104390259,104883013,105888411,0.4927539999999999,Sep7,Mission,sustained,1,0.32298560375321983,True,0.08033006388536336,False,0.43540657987002995,False,0.07426135281399748,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:575,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,575,51,105385713,105888411,106884008,0.502698,Sep7,Mission,sustained,1,0.36024458289934513,True,0.08650833437332457,False,0.3793788750575545,False,0.047572871513441944,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:625,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,625,51,106381246,106884008,107889309,0.5027619999999999,Sep7,Mission,sustained,1,0.3880559147441336,True,0.09727115050296763,False,0.2983430507511719,False,0.11629410982222323,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:675,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,675,51,107386669,107889309,108884796,0.50264,Sep7,Mission,lower_change,0,0.18446864219363707,False,0.0758362192746769,False,0.41181327429688086,False,0.22378674473738241,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:725,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,725,51,108382123,108884796,109880362,0.5026729999999999,Sep7,Mission,mixed_change,2,0.3026377780295432,True,0.18257821611348884,True,0.17156042793273976,False,0.07280269794744322,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:775,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,775,51,109387554,109880362,110885699,0.4928079999999999,Sep7,Mission,sustained,1,0.17045830613086105,False,0.09608723283567307,False,0.5889535568987618,True,0.212457840529062,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:825,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,825,51,110383030,110885699,111881184,0.502669,Sep7,Mission,lower_change,0,0.27455927134301583,False,0.09423299662664687,False,0.3703331869839292,False,0.07067046434927444,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:875,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,875,51,111388339,111881184,112886562,0.492845,Sep7,Mission,sustained,1,0.3358122279182584,True,0.0768577995502489,False,0.23426804823666914,False,0.15204568417213873,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:925,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,925,51,112383873,112886562,113882105,0.5026889999999999,Sep7,Mission,sustained,1,0.27879480905173276,False,0.18153020785579105,True,0.355115100142088,False,0.049156629276322535,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:975,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,975,51,113389293,113882105,114887413,0.492812,Sep7,Mission,lower_change,0,0.0708100601092911,False,0.14419003657892232,False,0.10515081780068941,False,0.04232907230040754,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:1025,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,1025,51,114384797,114887413,115882987,0.502616,Sep7,Mission,mixed_change,1,0.356252857757108,True,0.124410713214965,False,0.1823872394281834,False,0.0460997938155428,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:1075,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,1075,51,115380267,115882987,116888324,0.50272,Sep7,Mission,sustained,1,0.35006564305040416,True,0.13249574509207043,False,0.15452125418598966,False,0.08163038759717947,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:1125,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,1125,51,116385622,116888324,117883883,0.502702,Sep7,Mission,lower_change,0,0.2584498067550565,False,0.11309513698452624,False,0.2970686720477154,False,0.17055172887190675,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:1175,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,1175,51,117381162,117883883,118879345,0.502721,Sep7,Mission,lower_change,0,0.15914887175792675,False,0.12126597724579878,False,0.1622270131514126,False,0.07469127976682602,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:1225,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,1225,51,118386529,118879345,119884704,0.492816,Sep7,Mission,sustained,1,0.38893694971999443,True,0.07230124801468286,False,0.33764309078626054,False,0.10895778514364624,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:1275,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,1275,51,119382086,119884704,120890131,0.502618,Sep7,Mission,sustained,1,0.3871441711106931,True,0.16456109805617475,False,0.28291059872874846,False,0.08615688525859605,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:1325,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,1325,51,120387436,120890131,121885616,0.502695,Sep7,Mission,lower_change,0,0.2778033050459613,False,0.14179956210746236,False,0.2806563103206675,False,0.059429891762476865,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:1375,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,1375,51,121382883,121885616,122881063,0.502733,Sep7,Mission,lower_change,0,0.08895479158639572,False,0.08223433280376255,False,0.19673941228277772,False,0.17055279281941108,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:1425,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,1425,51,122388239,122881063,123886454,0.492824,Sep7,Mission,sustained,1,0.3306659051146412,True,0.16510082625417508,False,0.21984146895798842,False,0.08238261669597274,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:1475,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,1475,51,123383851,123886454,124881949,0.502603,Sep7,Mission,sustained,1,0.39385751812838776,True,0.13488855462593385,False,0.17583354385671854,False,0.12292099272590465,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:1525,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,1525,51,124389183,124881949,125887280,0.492766,Sep7,Mission,lower_change,0,0.12017630271462323,False,0.15342335523731296,False,0.27254298042177394,False,0.05270777774378885,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:1575,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,1575,51,125384644,125887280,126882825,0.502636,Sep7,Mission,lower_change,0,0.08504632841013088,False,0.07881745135747345,False,0.18570085476665568,False,0.05557926580080645,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:1625,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,1625,51,126380140,126882825,127888146,0.5026849999999999,Sep7,Mission,sustained,1,0.30783641742288426,True,0.13697183146406738,False,0.13466467836186044,False,0.1388920364969071,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:1675,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,1675,51,127385548,127888146,128883664,0.502598,Sep7,Mission,lower_change,0,0.1816395247507055,False,0.1029978937587253,False,0.23814890970120778,False,0.12502194478954715,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:1725,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,1725,51,128390915,128883664,129879152,0.492749,Sep7,Mission,sustained,1,0.3850856085563754,True,0.0845714157820105,False,0.14231716503324598,False,0.13185693273631247,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:1775,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,1775,51,129386339,129879152,130884567,0.492813,Sep7,Mission,sustained,1,0.3888203279178595,True,0.1098508565758764,False,0.2741609482242882,False,0.10807678963781306,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:1825,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,1825,51,130381888,130884567,131889885,0.502679,Sep7,Mission,sustained,1,0.2802181525070912,False,0.1799694870385336,True,0.11060112419752356,False,0.03756449653046274,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:1875,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,1875,51,131387299,131889885,132885423,0.502586,Sep7,Mission,lower_change,0,0.0664019899892051,False,0.07706237413251582,False,0.3162096219514935,False,0.10499366619659953,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:1925,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,1925,51,132382689,132885423,133880871,0.502734,Sep7,Mission,lower_change,0,0.11675963587648383,False,0.09203079157822737,False,0.34001301831383535,False,0.11853944451821657,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:1975,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,1975,51,133388071,133880871,134886222,0.4927999999999999,Sep7,Mission,sustained,2,0.09430620070455963,False,0.18762885576024438,True,0.5525256404659666,True,0.10195226347676016,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:2025,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,2025,51,134383610,134886222,135881781,0.502612,Sep7,Mission,lower_change,0,0.20393753848756735,False,0.08207072139647739,False,0.23228941720947643,False,0.0877487148378651,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:2075,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,2075,51,135388916,135881781,136887126,0.492865,Sep7,Mission,lower_change,0,0.23496923178628512,False,0.1087776887348261,False,0.44030053834568517,False,0.17451118407792449,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:2125,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,2125,51,136384460,136887126,137882587,0.502666,Sep7,Mission,sustained,1,0.30828881663937513,True,0.07996528802961808,False,0.349475363408836,False,0.10819008637501795,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:2175,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,2175,51,137379965,137882587,138887933,0.502622,Sep7,Mission,lower_change,0,0.16222945593810878,False,0.10156213642935794,False,0.21003139873220072,False,0.15786765705643593,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:2225,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,2225,51,138385349,138887933,139883591,0.502584,Sep7,Mission,lower_change,0,0.09454090584414326,False,0.12229377357386548,False,0.22106017889782736,False,0.0643481456655883,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:2275,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,2275,51,139390668,139883591,140888925,0.492923,Sep7,Mission,lower_change,0,0.08893169862380791,False,0.1201702722519552,False,0.22552840471903418,False,0.04699016740978167,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:2325,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,2325,51,140386153,140888925,141884350,0.502772,Sep7,Mission,lower_change,0,0.044781636583741805,False,0.10350943526615244,False,0.407254247397692,False,0.05275103308347423,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:2375,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,2375,51,141381600,141884350,142889670,0.50275,Sep7,Mission,lower_change,0,0.1807198113771061,False,0.10599610373414117,False,0.22558479699484454,False,0.07775830163198963,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:2425,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,2425,51,142386983,142889670,143885169,0.502687,Sep7,Mission,sustained,1,0.09246528162827891,False,0.18036706384945803,True,0.14995676902604155,False,0.13144431264389447,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:2475,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,2475,51,143382524,143885169,144880632,0.502645,Sep7,Mission,lower_change,0,0.06136046782904356,False,0.0618565307095735,False,0.31518292638178935,False,0.0746390353068202,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:2525,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,2525,51,144387846,144880632,145886037,0.492786,Sep7,Mission,lower_change,0,0.02921659028822305,False,0.07056713072362082,False,0.12514189526496403,False,0.05097856992096706,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:2575,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,2575,51,145383363,145886037,146881525,0.502674,Sep7,Mission,lower_change,0,0.20143481909467353,False,0.07510721460090479,False,0.14348201063667973,False,0.07149719058949347,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:2625,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,2625,51,146388756,146881525,147887017,0.4927689999999999,Sep7,Mission,sustained,1,0.39012576053488474,True,0.11040970375142575,False,0.34235005914261185,False,0.05783990901786159,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:2675,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,2675,51,147384201,147887017,148882345,0.5028159999999999,Sep7,Mission,sustained,2,0.39204912804298697,True,0.2548355619706156,True,0.13828410750255693,False,0.1849938172645829,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:2725,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,2725,51,148389532,148882345,149887708,0.492813,Sep7,Mission,sustained,1,0.3899047255556035,True,0.08343085547981599,False,0.39157990810329923,False,0.10278107368440001,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:2775,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,2775,51,149385000,149887708,150883232,0.5027079999999999,Sep7,Mission,lower_change,0,0.10661587724190319,False,0.06933517952702224,False,0.2909275035724911,False,0.052950585251865294,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:2825,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,2825,51,150380477,150883232,151888506,0.502755,Sep7,Mission,mixed_change,2,0.3472075213013522,True,0.1966198260352373,True,0.18309106859969201,False,0.05662349192331539,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:2875,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,2875,51,151385881,151888506,152884046,0.502625,Sep7,Mission,sustained,1,0.3657320338229044,True,0.08740053948518496,False,0.19020500686331127,False,0.08094024427246437,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:2925,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,2925,51,152381324,152884046,153879538,0.502722,Sep7,Mission,sustained,3,0.3880130183745317,True,0.11339302790284045,False,0.5011574697791481,True,0.23717114928694452,True
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:2975,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,2975,51,153386674,153879538,154884824,0.4928639999999999,Sep7,Mission,lower_change,0,0.1552160391036686,False,0.09992193695717355,False,0.3253095181023022,False,0.11829410977167445,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:3025,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,3025,51,154382155,154884824,155890237,0.502669,Sep7,Mission,lower_change,0,0.07517383866755763,False,0.11523621560848474,False,0.14501854304340825,False,0.08717030863162017,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:3075,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,3075,51,155387574,155890237,156885703,0.502663,Sep7,Mission,lower_change,0,0.11094458089032906,False,0.08294180411221756,False,0.2291740581583246,False,0.1483977268965559,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:3125,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,3125,51,156382979,156885703,157881137,0.502724,Sep7,Mission,lower_change,0,0.07812728313883342,False,0.08904230478577004,False,0.30228727671581923,False,0.12479972311151431,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:3175,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,3175,51,157388348,157881137,158886498,0.492789,Sep7,Mission,lower_change,0,0.27848227837612166,False,0.08012714708698739,False,0.25021958103860475,False,0.1328871542340224,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:3225,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,3225,51,158383848,158886498,159881984,0.5026499999999999,Sep7,Mission,lower_change,0,0.09138587640728081,False,0.07436404985197037,False,0.14872601603700414,False,0.06325667796949744,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:3275,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,3275,51,159389198,159881984,160887499,0.492786,Sep7,Mission,lower_change,0,0.1124091829651236,False,0.14474573672013763,False,0.12514819384274095,False,0.0602730318749751,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:3325,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,3325,51,160384644,160887499,161882813,0.5028549999999999,Sep7,Mission,lower_change,0,0.2861185769247047,False,0.0773715607049066,False,0.17759842799308737,False,0.04735428127693717,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:3375,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,3375,51,161380168,161882813,162888155,0.502645,Sep7,Mission,lower_change,0,0.26872668641223413,False,0.07952119174312305,False,0.1946959319153247,False,0.07440433163533766,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:3425,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,3425,51,162385561,162888155,163883641,0.502594,Sep7,Mission,lower_change,0,0.2552805952397341,False,0.15013430873649042,False,0.23418063337397615,False,0.07643753028826226,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:3475,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,3475,51,163390875,163883641,164889164,0.492766,Sep7,Mission,sustained,3,0.3448278767013021,True,0.19053458157956674,True,0.1367537201894411,False,0.37466189021383506,True
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:3525,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,3525,51,164386359,164889164,165884477,0.502805,Sep7,Mission,lower_change,0,0.2556311773808641,False,0.12462161358127413,False,0.13796266269087404,False,0.1221748882819953,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:3575,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,3575,51,165381776,165884477,166889903,0.502701,Sep7,Mission,lower_change,0,0.0960183950418449,False,0.09151938430091908,False,0.16261394300766926,False,0.03246481617488297,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:3625,2026.9.7/log_28_2026-9-7-06-44-02.ulg,5,3625,51,166387147,166889903,167885298,0.502756,Sep7,Mission,lower_change,0,0.24358912626578136,False,0.07282133099797679,False,0.3407611404669137,False,0.033510990114615856,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:25,2026.9.7/log_28_2026-9-7-06-44-02.ulg,6,25,51,168486584,168989213,169984735,0.502629,Sep7,Stabilized,sustained,1,0.29890608340165264,True,0.09023880849770992,False,0.2733202241875886,False,0.032127530136659935,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:75,2026.9.7/log_28_2026-9-7-06-44-02.ulg,6,75,51,169481988,169984735,170980183,0.5027469999999999,Sep7,Stabilized,lower_change,0,0.007171824358405434,False,0.05847269906852192,False,0.33630799373696957,False,0.08101055486188768,False
validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:125,2026.9.7/log_28_2026-9-7-06-44-02.ulg,6,125,51,170487620,170980183,171985514,0.492563,Sep7,Stabilized,lower_change,0,0.0,False,0.1396804335440992,False,0.3853394631221862,False,0.0510050745907533,False
