window_id,log_id,segment_id,start_sample_in_segment,state_sample_count,history_start_timestamp_us,origin_timestamp_us,end_timestamp_us,history_span_s,cohort,mode,command_pattern,n_high_channels,drive_activity,drive_high,common_activity,common_high,differential_activity,differential_high,rudder_activity,rudder_high
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:0:1125,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0,1125,51,85083936,85582784,86580684,0.4988479999999999,Sep7,Stabilized,lower_change,0,0.0,False,0.09279866089013414,False,0.16965332575748734,False,0.08686705951478435,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:0:1175,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0,1175,51,86081784,86580684,87578545,0.4988999999999999,Sep7,Stabilized,lower_change,0,0.006210982085859138,False,0.16318155545300927,False,0.2609370125773649,False,0.163822392680439,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:0:1225,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0,1225,51,87079643,87578545,88576500,0.4989019999999999,Sep7,Stabilized,sustained,1,0.010351883615932238,False,0.20153374680818328,True,0.1255427696807895,False,0.09629064251471509,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:0:1275,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0,1275,51,88077561,88576500,89574359,0.4989389999999999,Sep7,Stabilized,lower_change,0,0.01535434136093058,False,0.0952436244504694,False,0.44084606039303303,False,0.12115907812073874,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:0:1325,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0,1325,51,89075435,89574359,90582208,0.498924,Sep7,Stabilized,lower_change,0,0.035799606437417364,False,0.10203437349964505,False,0.43056262398957706,False,0.11803490699538118,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:0:1375,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0,1375,51,90083494,90582208,91580144,0.498714,Sep7,Stabilized,mixed_change,1,0.1615671982840607,False,0.09071380596872987,False,0.8064438030251312,True,0.11653692508536691,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:0:1425,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0,1425,51,91081204,91580144,92578000,0.49894,Sep7,Stabilized,sustained,1,0.053309155033531605,False,0.07304547907301873,False,0.521278374459467,True,0.11439900071350045,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:25,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,25,51,92797568,93296756,94304412,0.4991879999999999,Sep7,Mission,mixed_change,4,0.34738528616723807,True,0.18120215317745253,True,0.5906535711030096,True,0.26266652312505034,True
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:75,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,75,51,93795398,94304412,95302483,0.509014,Sep7,Mission,sustained,3,0.37235247198753624,True,0.2304892027757739,True,0.39294390574241267,False,0.2418735008470218,True
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:125,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,125,51,94803352,95302483,96300419,0.499131,Sep7,Mission,lower_change,0,0.2750644691265308,False,0.15693894004104844,False,0.32052398878217464,False,0.14165449861216067,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:175,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,175,51,95801262,96300419,97298346,0.4991569999999999,Sep7,Mission,lower_change,0,0.12825117090601562,False,0.07632698416834989,False,0.3681172181051468,False,0.09167984681731704,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:225,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,225,51,96799127,97298346,98296255,0.4992189999999999,Sep7,Mission,sustained,2,0.34174271309699156,True,0.17670241505742681,False,0.5005478254402961,True,0.12519015158074573,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:275,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,275,51,97796956,98296255,99294178,0.499299,Sep7,Mission,lower_change,0,0.0786090020086178,False,0.08714602114557223,False,0.13249282255036515,False,0.2056922547191441,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:325,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,325,51,98804825,99294178,100302001,0.489353,Sep7,Mission,lower_change,0,0.16044868435163892,False,0.1390009609261311,False,0.21115522837642425,False,0.08897517563486904,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:375,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,375,51,99802706,100302001,101299879,0.499295,Sep7,Mission,lower_change,0,0.13815862341281362,False,0.07071093437266304,False,0.2573637056216318,False,0.08184213006799909,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:425,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,425,51,100800605,101299879,102297737,0.499274,Sep7,Mission,sustained,1,0.35335019205938634,True,0.08657541117176466,False,0.24483758892432983,False,0.055725470821676705,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:475,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,475,51,101798535,102297737,103295664,0.499202,Sep7,Mission,sustained,1,0.18941639577187,False,0.13721845152437576,False,0.5596881570271315,True,0.08253087567057694,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:525,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,525,51,102796386,103295664,104303288,0.499278,Sep7,Mission,lower_change,0,0.06838898722838674,False,0.14137049695741746,False,0.261484932240203,False,0.045304239130689865,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:575,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,575,51,103794275,104303288,105301429,0.5090129999999999,Sep7,Mission,sustained,1,0.37525439657161463,True,0.14565273071855114,False,0.46596693615925106,False,0.1844827691348714,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:625,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,625,51,104802166,105301429,106299287,0.4992629999999999,Sep7,Mission,lower_change,0,0.2612678863725099,False,0.12186596464655085,False,0.3121456458060401,False,0.09964481539524116,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:675,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,675,51,105800149,106299287,107297207,0.4991379999999999,Sep7,Mission,lower_change,0,0.10982048151459131,False,0.07827506957607963,False,0.40645493022047113,False,0.147965709371163,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:725,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,725,51,106797944,107297207,108304827,0.4992629999999999,Sep7,Mission,sustained,1,0.38345298338857464,True,0.07143150669458796,False,0.14509973826090095,False,0.10705212639553656,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:775,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,775,51,107795858,108304827,109302702,0.508969,Sep7,Mission,sustained,1,0.3284000419933975,True,0.10557093477346582,False,0.4143773867021848,False,0.10995094888176851,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:825,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,825,51,108803713,109302702,110303414,0.4989889999999999,Sep7,Mission,mixed_change,2,0.0786753335197079,False,0.14767636683997973,False,0.7750349800957281,True,0.2548764591534721,True
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:875,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,875,51,109801697,110303414,111298717,0.501717,Sep7,Mission,lower_change,0,0.07472535283139325,False,0.1399535812152657,False,0.1506477662407812,False,0.1466264242631165,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:925,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,925,51,110799494,111298717,112296619,0.499223,Sep7,Mission,sustained,1,0.14208970515352176,False,0.11229656427893933,False,0.5433278235408171,True,0.1871019285188144,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:975,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,975,51,111797448,112296619,113294661,0.499171,Sep7,Mission,sustained,1,0.31631138741648557,True,0.10739778744666582,False,0.36060744135847667,False,0.11358043444901188,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:1025,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,1025,51,112805297,113294661,114302098,0.4893639999999999,Sep7,Mission,lower_change,0,0.07947852453037392,False,0.17064984422219742,False,0.1710970081151654,False,0.1296324132889946,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:1075,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,1075,51,113803168,114302098,115300270,0.49893,Sep7,Mission,sustained,2,0.36091623482604906,True,0.08007557100979437,False,0.1371754294535143,False,0.3358290633538362,True
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:1125,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,1125,51,114801057,115300270,116298193,0.4992129999999999,Sep7,Mission,lower_change,0,0.08953054843614464,False,0.07541130461750627,False,0.1732210902300087,False,0.14252879891508075,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:1175,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,1175,51,115798964,116298193,117296060,0.499229,Sep7,Mission,lower_change,0,0.10899551333932764,False,0.10631271364487384,False,0.4086468219976883,False,0.19455384594824374,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:1225,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,1225,51,116796828,117296060,118303720,0.4992319999999999,Sep7,Mission,sustained,1,0.38932761112936515,True,0.077127584424731,False,0.2391405986212994,False,0.10679910394435901,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:1275,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,1275,51,117794728,118303720,119302043,0.508992,Sep7,Mission,mixed_change,1,0.1560852879702163,False,0.0886424880311608,False,0.3873833000576812,False,0.2809215637515583,True
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:1325,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,1325,51,118802608,119302043,120299836,0.4994349999999999,Sep7,Mission,sustained,1,0.19724829299060082,False,0.20610974315685418,True,0.2973746612592692,False,0.11771635168896497,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:1375,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,1375,51,119800509,120299836,121297610,0.4993269999999999,Sep7,Mission,sustained,1,0.35880402545384943,True,0.06454598780022072,False,0.22656601708497942,False,0.12408596519203086,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:1425,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,1425,51,120798402,121297610,122295555,0.499208,Sep7,Mission,sustained,1,0.28626742545497674,False,0.18404737385507727,True,0.16899299749075425,False,0.03963380788445938,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:1475,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,1475,51,121796296,122295555,123303109,0.4992589999999999,Sep7,Mission,sustained,2,0.39554435934973065,True,0.22064708113058765,True,0.1847146493054093,False,0.06773862832874923,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:1525,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,1525,51,122804178,123303109,124301242,0.4989309999999999,Sep7,Mission,lower_change,0,0.0729493560235148,False,0.14376555730074944,False,0.13937834344770583,False,0.07952577135955632,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:1575,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,1575,51,123802078,124301242,125299157,0.499164,Sep7,Mission,lower_change,0,0.29756418996231343,False,0.09523086409660467,False,0.3821805199244028,False,0.0969460865626565,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:1625,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,1625,51,124799889,125299157,126297041,0.499268,Sep7,Mission,sustained,1,0.36702847727489135,True,0.15400008652560826,False,0.21242613134793084,False,0.15775770976983441,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:1675,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,1675,51,125797843,126297041,127294937,0.499198,Sep7,Mission,lower_change,0,0.29613285645809434,False,0.10028981334275723,False,0.2598864076087233,False,0.08419157132300827,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:1725,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,1725,51,126805877,127294937,128302618,0.48906,Sep7,Mission,lower_change,0,0.21937717515140462,False,0.08836651167191588,False,0.38880208005918604,False,0.19205630484772002,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:1775,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,1775,51,127793674,128302618,129300713,0.508944,Sep7,Mission,lower_change,0,0.27481802508155906,False,0.07095292872097522,False,0.4209153118316815,False,0.03369635715238349,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:1825,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,1825,51,128801518,129300713,130298676,0.499195,Sep7,Mission,lower_change,0,0.15243266033756153,False,0.08077919046488362,False,0.2930819384479685,False,0.12442180017202886,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:1875,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,1875,51,129799476,130298676,131296532,0.4992,Sep7,Mission,lower_change,0,0.24821578242623266,False,0.1085314668410905,False,0.2685531764962135,False,0.035869391812942915,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:1925,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,1925,51,130797473,131296532,132304135,0.499059,Sep7,Mission,sustained,1,0.34127835130012035,True,0.10351255222550097,False,0.21842330394582238,False,0.10177433133927087,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:1975,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,1975,51,131795284,132304135,133302001,0.5088509999999999,Sep7,Mission,sustained,1,0.23505511154036904,False,0.22771579097091926,True,0.09645569417844733,False,0.06643174377107339,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:2025,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,2025,51,132803093,133302001,134300196,0.4989079999999999,Sep7,Mission,lower_change,0,0.08963405457380702,False,0.14212394922651922,False,0.29429007138568536,False,0.07970343976938078,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:2075,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,2075,51,133800962,134300196,135298035,0.4992339999999999,Sep7,Mission,lower_change,0,0.29200967530278005,False,0.10949326286105857,False,0.3076559540578949,False,0.2117939461170895,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:2125,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,2125,51,134798865,135298035,136296040,0.49917,Sep7,Mission,sustained,1,0.38189216775212487,True,0.12978139211426298,False,0.18296826709013553,False,0.10138606938176821,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:2175,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,2175,51,135796721,136296040,137303547,0.4993189999999999,Sep7,Mission,lower_change,0,0.04040322362704006,False,0.12514690001315018,False,0.3889312220508636,False,0.032428437668238407,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:2225,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,2225,51,136804653,137303547,138301748,0.498894,Sep7,Mission,sustained,1,0.3571339367956026,True,0.12929285613856048,False,0.19295242059689016,False,0.036958795522060606,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:2275,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,2275,51,137802561,138301748,139299619,0.499187,Sep7,Mission,sustained,1,0.3700903923427682,True,0.09013347486854903,False,0.29357818524454327,False,0.05085267376906779,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:2325,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,2325,51,138800420,139299619,140297483,0.499199,Sep7,Mission,lower_change,0,0.23967793910918356,False,0.07272191229138993,False,0.20581636768554004,False,0.2201029452379034,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:2375,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,2375,51,139798273,140297483,141295359,0.49921,Sep7,Mission,sustained,1,0.38188136931917044,True,0.08808124098317845,False,0.15952867015728572,False,0.07914471292072157,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:2425,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,2425,51,140796162,141295359,142303021,0.499197,Sep7,Mission,lower_change,0,0.061399489449639126,False,0.10065891382759229,False,0.4043775028790517,False,0.10911540930492038,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:2475,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,2475,51,141794063,142303021,143301119,0.508958,Sep7,Mission,sustained,1,0.37436039068579713,True,0.08413160069078039,False,0.3572205144480694,False,0.18200346631124262,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:2525,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,2525,51,142801986,143301119,144299027,0.499133,Sep7,Mission,sustained,1,0.18226933985885607,False,0.17145784033024294,False,0.43562173133978765,False,0.22725908279546664,True
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:2575,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,2575,51,143799925,144299027,145297034,0.499102,Sep7,Mission,lower_change,0,0.1664162130773891,False,0.07625750265232231,False,0.478328799914363,False,0.1913649449219613,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:2625,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,2625,51,144797791,145297034,146304545,0.499243,Sep7,Mission,lower_change,0,0.11814335281917132,False,0.08681891905450272,False,0.41792306064129514,False,0.11835354227781684,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:2675,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,2675,51,145795606,146304545,147302420,0.508939,Sep7,Mission,sustained,1,0.125690580749621,False,0.13567913395904602,False,0.5220224384780456,True,0.15649139951170396,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:2725,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,2725,51,146803478,147302420,148300623,0.498942,Sep7,Mission,sustained,1,0.3947087617644278,True,0.07591769802395476,False,0.2565348891113447,False,0.12085534784892031,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:2775,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,2775,51,147801375,148300623,149298447,0.4992479999999999,Sep7,Mission,sustained,1,0.3009127462161775,True,0.11752758524784057,False,0.4483887137364314,False,0.057602310763404066,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:2825,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,2825,51,148799262,149298447,150296368,0.499185,Sep7,Mission,sustained,1,0.11530993768167426,False,0.1903044314320021,True,0.41441546124280026,False,0.09484311039847453,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:2875,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,2875,51,149797252,150296368,151303981,0.499116,Sep7,Mission,lower_change,0,0.11644248756067102,False,0.09758766389624622,False,0.3010444097815433,False,0.13162977202651122,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:2925,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,2925,51,150805169,151303981,152302132,0.498812,Sep7,Mission,lower_change,0,0.09093553957652825,False,0.11807853223993649,False,0.23605272229259036,False,0.059942359965374926,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:2975,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,2975,51,151803034,152302132,153300106,0.499098,Sep7,Mission,sustained,1,0.3711574420350973,True,0.09539846627895968,False,0.17035028099366137,False,0.05094654128755106,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:3025,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,3025,51,152800922,153300106,154297958,0.4991839999999999,Sep7,Mission,sustained,1,0.3818069163940084,True,0.14093954431211453,False,0.4064763351065698,False,0.05502174871866141,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:3075,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,3075,51,153798836,154297958,155295817,0.4991219999999999,Sep7,Mission,lower_change,0,0.06968169642130165,False,0.14000716458813645,False,0.17318252495288425,False,0.06236581267740269,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:3125,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,3125,51,154796715,155295817,156303435,0.499102,Sep7,Mission,lower_change,0,0.10516494682059001,False,0.10871858864953847,False,0.0681691645477231,False,0.17138653252223712,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:3175,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,3175,51,155794546,156303435,157301599,0.5088889999999999,Sep7,Mission,lower_change,0,0.05430610089950005,False,0.09593675257497462,False,0.09368286365749091,False,0.05544703688051456,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:3225,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,3225,51,156802333,157301599,158299414,0.499266,Sep7,Mission,lower_change,0,0.052154104912944026,False,0.06886113865391927,False,0.31472150315653036,False,0.08465473086175819,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:3275,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,3275,51,157800290,158299414,159297369,0.4991239999999999,Sep7,Mission,lower_change,0,0.0667022015780588,False,0.08628868086999854,False,0.3220123723537252,False,0.09148369439764459,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:3325,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,3325,51,158798118,159297369,160295218,0.499251,Sep7,Mission,sustained,1,0.15799215998092847,False,0.07534814948845513,False,0.3677037958725487,False,0.3817124692816013,True
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:3375,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,3375,51,159796006,160295218,161303162,0.499212,Sep7,Mission,lower_change,0,0.08605191664363657,False,0.08692730779519353,False,0.2743572939294046,False,0.1599960170119269,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:3425,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,3425,51,160803910,161303162,162300998,0.499252,Sep7,Mission,lower_change,0,0.17802101310169813,False,0.07189992323961131,False,0.11396065449788108,False,0.12941168173075848,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:3475,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,3475,51,161801796,162300998,163298853,0.499202,Sep7,Mission,sustained,1,0.3002745111294077,True,0.08797232822963505,False,0.13581740446776383,False,0.051418035156597874,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:3525,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,3525,51,162799750,163298853,164296760,0.4991029999999999,Sep7,Mission,sustained,1,0.3347683537496655,True,0.08146488760837721,False,0.2627666778527624,False,0.053518166575075736,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:3575,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,3575,51,163797608,164296760,165304532,0.499152,Sep7,Mission,sustained,1,0.30669998353786354,True,0.09883907912195013,False,0.16605996393200856,False,0.08960870111623027,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:3625,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,3625,51,164805528,165304532,166302580,0.499004,Sep7,Mission,lower_change,0,0.1862309269157055,False,0.11863184507827712,False,0.26459153834329197,False,0.0859284666788923,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:3675,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,3675,51,165793317,166302580,167300498,0.509263,Sep7,Mission,sustained,1,0.36391545799233266,True,0.12435481871510672,False,0.151873924515244,False,0.04224296687820646,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:3725,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,3725,51,166801202,167300498,168298310,0.4992959999999999,Sep7,Mission,lower_change,0,0.2631742137770296,False,0.09653131183797628,False,0.4915403062798327,False,0.08164011738876767,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:3775,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,3775,51,167799087,168298310,169296236,0.499223,Sep7,Mission,sustained,1,0.25132264234186974,False,0.08046697998080966,False,0.12387313603632259,False,0.5704840697348715,True
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:3825,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,3825,51,168797037,169296236,170303852,0.499199,Sep7,Mission,sustained,3,0.39062457431243086,True,0.3647537056214376,True,0.9850462404719715,True,0.20089707548094343,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:3875,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,3875,51,169794865,170303852,171301728,0.508987,Sep7,Mission,lower_change,0,0.19893210683914525,False,0.06561433433690107,False,0.2639567497590723,False,0.05392589685659486,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:3925,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,3925,51,170802771,171301728,172299855,0.498957,Sep7,Mission,sustained,2,0.39349590089571784,True,0.24877242607755665,True,0.3440113321400512,False,0.16294776908455536,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:2:25,2026.9.7/log_24_2026-9-7-06-16-04.ulg,2,25,51,172838458,173337364,174335300,0.4989059999999999,Sep7,Other_or_transition,sustained,4,0.38180082761369466,True,0.1934255512801626,True,0.5911704180706205,True,0.27150769970848004,True
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:2:75,2026.9.7/log_24_2026-9-7-06-16-04.ulg,2,75,51,173836318,174335300,175343267,0.498982,Sep7,Other_or_transition,sustained,1,0.3944727240199426,True,0.07430081560707377,False,0.34461940850202094,False,0.21951282401752242,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:3:25,2026.9.7/log_24_2026-9-7-06-16-04.ulg,3,25,51,175882063,176380928,177378821,0.498865,Sep7,Stabilized,lower_change,0,0.04109537806641811,False,0.16404868521310612,False,0.09697978502955902,False,0.03969805879513952,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:3:75,2026.9.7/log_24_2026-9-7-06-16-04.ulg,3,75,51,176879889,177378821,178376829,0.498932,Sep7,Stabilized,sustained,1,0.0,False,0.1887635482047954,True,0.1242191356428352,False,0.08259069054152718,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:3:125,2026.9.7/log_24_2026-9-7-06-16-04.ulg,3,125,51,177877771,178376829,179374606,0.499058,Sep7,Stabilized,lower_change,0,0.011527094905274062,False,0.07363138381510179,False,0.14663077558803883,False,0.03476980629520738,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:3:175,2026.9.7/log_24_2026-9-7-06-16-04.ulg,3,175,51,178885675,179374606,180382476,0.488931,Sep7,Stabilized,lower_change,0,0.011711540135304437,False,0.06898044439679657,False,0.34252108009377674,False,0.21549300792725903,False
validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:3:225,2026.9.7/log_24_2026-9-7-06-16-04.ulg,3,225,51,179883517,180382476,181380386,0.498959,Sep7,Stabilized,lower_change,0,0.006210982085859138,False,0.06889242327821574,False,0.17091104986176048,False,0.12754022114016939,False
