mode,pattern,horizon,cohort,metric,seed,value
ALL_original,reversing,interval_0_500ms,Sep7,roll_deg,23,2.378572695070908
ALL_original,reversing,interval_0_500ms,Sep7,roll_deg,42,2.216226496147466
ALL_original,reversing,interval_0_500ms,Sep7,velocity_m_s,17,0.4413782393352763
ALL_original,reversing,interval_0_500ms,Sep7,velocity_m_s,23,0.5643893144777212
ALL_original,reversing,interval_0_500ms,Sep7,velocity_m_s,42,0.4052319035379367
ALL_original,reversing,interval_500_1000ms,ALL,attitude_deg,17,8.481295455314838
ALL_original,reversing,interval_500_1000ms,ALL,attitude_deg,23,8.135936432128728
ALL_original,reversing,interval_500_1000ms,ALL,attitude_deg,42,8.273161582015192
ALL_original,reversing,interval_500_1000ms,ALL,body_rate_rad_s,17,0.7754988800291825
ALL_original,reversing,interval_500_1000ms,ALL,body_rate_rad_s,23,0.777027994271082
ALL_original,reversing,interval_500_1000ms,ALL,body_rate_rad_s,42,0.7610387953011728
ALL_original,reversing,interval_500_1000ms,ALL,p_rad_s,17,0.6151655832885172
ALL_original,reversing,interval_500_1000ms,ALL,p_rad_s,23,0.6160705675771555
ALL_original,reversing,interval_500_1000ms,ALL,p_rad_s,42,0.6194719508998694
ALL_original,reversing,interval_500_1000ms,ALL,position_m,17,0.378024875341999
ALL_original,reversing,interval_500_1000ms,ALL,position_m,23,0.3776805987320121
ALL_original,reversing,interval_500_1000ms,ALL,position_m,42,0.36428172331814995
ALL_original,reversing,interval_500_1000ms,ALL,q_rad_s,17,0.394670741534938
ALL_original,reversing,interval_500_1000ms,ALL,q_rad_s,23,0.4042217974039823
ALL_original,reversing,interval_500_1000ms,ALL,q_rad_s,42,0.36836573375063547
ALL_original,reversing,interval_500_1000ms,ALL,r_rad_s,17,0.24044650396633957
ALL_original,reversing,interval_500_1000ms,ALL,r_rad_s,23,0.23170041094385202
ALL_original,reversing,interval_500_1000ms,ALL,r_rad_s,42,0.22322693932278187
ALL_original,reversing,interval_500_1000ms,ALL,roll_deg,17,5.750165795440045
ALL_original,reversing,interval_500_1000ms,ALL,roll_deg,23,5.103881602495291
ALL_original,reversing,interval_500_1000ms,ALL,roll_deg,42,5.813210495645046
ALL_original,reversing,interval_500_1000ms,ALL,velocity_m_s,17,0.9262460775039695
ALL_original,reversing,interval_500_1000ms,ALL,velocity_m_s,23,0.8964680891056369
ALL_original,reversing,interval_500_1000ms,ALL,velocity_m_s,42,0.9317082665243839
ALL_original,reversing,interval_500_1000ms,Sep17,attitude_deg,17,9.786492865670533
ALL_original,reversing,interval_500_1000ms,Sep17,attitude_deg,23,9.391298815797578
ALL_original,reversing,interval_500_1000ms,Sep17,attitude_deg,42,9.821760410957866
ALL_original,reversing,interval_500_1000ms,Sep17,body_rate_rad_s,17,0.7547590263769437
ALL_original,reversing,interval_500_1000ms,Sep17,body_rate_rad_s,23,0.7656380351182128
ALL_original,reversing,interval_500_1000ms,Sep17,body_rate_rad_s,42,0.7340049490601935
ALL_original,reversing,interval_500_1000ms,Sep17,p_rad_s,17,0.5822334572731019
ALL_original,reversing,interval_500_1000ms,Sep17,p_rad_s,23,0.5809109578192049
ALL_original,reversing,interval_500_1000ms,Sep17,p_rad_s,42,0.5745983898572512
ALL_original,reversing,interval_500_1000ms,Sep17,position_m,17,0.37913577004285165
ALL_original,reversing,interval_500_1000ms,Sep17,position_m,23,0.40272836993905287
ALL_original,reversing,interval_500_1000ms,Sep17,position_m,42,0.4306193888065571
ALL_original,reversing,interval_500_1000ms,Sep17,q_rad_s,17,0.3934773768704669
ALL_original,reversing,interval_500_1000ms,Sep17,q_rad_s,23,0.41954058957130186
ALL_original,reversing,interval_500_1000ms,Sep17,q_rad_s,42,0.3766734949503198
ALL_original,reversing,interval_500_1000ms,Sep17,r_rad_s,17,0.26183145433704674
ALL_original,reversing,interval_500_1000ms,Sep17,r_rad_s,23,0.2588469486601501
ALL_original,reversing,interval_500_1000ms,Sep17,r_rad_s,42,0.24164879884677962
ALL_original,reversing,interval_500_1000ms,Sep17,roll_deg,17,7.282412310110538
ALL_original,reversing,interval_500_1000ms,Sep17,roll_deg,23,6.59288657049759
ALL_original,reversing,interval_500_1000ms,Sep17,roll_deg,42,6.805755086585605
ALL_original,reversing,interval_500_1000ms,Sep17,velocity_m_s,17,0.9794547499736023
ALL_original,reversing,interval_500_1000ms,Sep17,velocity_m_s,23,1.008744866072858
ALL_original,reversing,interval_500_1000ms,Sep17,velocity_m_s,42,1.126896651585408
ALL_original,reversing,interval_500_1000ms,Sep7,attitude_deg,17,7.362554817867099
ALL_original,reversing,interval_500_1000ms,Sep7,attitude_deg,23,7.0599115318411405
ALL_original,reversing,interval_500_1000ms,Sep7,attitude_deg,42,6.945791157207185
ALL_original,reversing,interval_500_1000ms,Sep7,body_rate_rad_s,17,0.7932758974453872
ALL_original,reversing,interval_500_1000ms,Sep7,body_rate_rad_s,23,0.7867908164021129
ALL_original,reversing,interval_500_1000ms,Sep7,body_rate_rad_s,42,0.7842106635077266
ALL_original,reversing,interval_500_1000ms,Sep7,p_rad_s,17,0.6433931198731588
ALL_original,reversing,interval_500_1000ms,Sep7,p_rad_s,23,0.6462073759411131
ALL_original,reversing,interval_500_1000ms,Sep7,p_rad_s,42,0.6579350032221137
ALL_original,reversing,interval_500_1000ms,Sep7,position_m,17,0.37707267988412535
ALL_original,reversing,interval_500_1000ms,Sep7,position_m,23,0.35621108055454853
ALL_original,reversing,interval_500_1000ms,Sep7,position_m,42,0.30742086718522943
ALL_original,reversing,interval_500_1000ms,Sep7,q_rad_s,17,0.3956936255330561
ALL_original,reversing,interval_500_1000ms,Sep7,q_rad_s,23,0.3910914041177084
ALL_original,reversing,interval_500_1000ms,Sep7,q_rad_s,42,0.3612447955794775
ALL_original,reversing,interval_500_1000ms,Sep7,r_rad_s,17,0.2221165465057334
ALL_original,reversing,interval_500_1000ms,Sep7,r_rad_s,23,0.2084319500441679
ALL_original,reversing,interval_500_1000ms,Sep7,r_rad_s,42,0.20743677401649804
ALL_original,reversing,interval_500_1000ms,Sep7,roll_deg,17,4.436811640008195
ALL_original,reversing,interval_500_1000ms,Sep7,roll_deg,23,3.8275916299218915
ALL_original,reversing,interval_500_1000ms,Sep7,roll_deg,42,4.962457989124565
ALL_original,reversing,interval_500_1000ms,Sep7,velocity_m_s,17,0.8806386439585699
ALL_original,reversing,interval_500_1000ms,Sep7,velocity_m_s,23,0.8002308517051617
ALL_original,reversing,interval_500_1000ms,Sep7,velocity_m_s,42,0.7644039364720775
ALL_original,sustained,100ms,ALL,attitude_deg,17,1.3835668625143145
ALL_original,sustained,100ms,ALL,attitude_deg,23,1.4130045788677013
ALL_original,sustained,100ms,ALL,attitude_deg,42,1.409174173913695
ALL_original,sustained,100ms,ALL,body_rate_rad_s,17,0.5593229355485088
ALL_original,sustained,100ms,ALL,body_rate_rad_s,23,0.5563604265400329
ALL_original,sustained,100ms,ALL,body_rate_rad_s,42,0.560775169547688
ALL_original,sustained,100ms,ALL,p_rad_s,17,0.4864352280145481
ALL_original,sustained,100ms,ALL,p_rad_s,23,0.4823902859439601
ALL_original,sustained,100ms,ALL,p_rad_s,42,0.4886589859882807
ALL_original,sustained,100ms,ALL,position_m,17,0.03505359762129558
ALL_original,sustained,100ms,ALL,position_m,23,0.03530077872194309
ALL_original,sustained,100ms,ALL,position_m,42,0.03487184730984201
ALL_original,sustained,100ms,ALL,q_rad_s,17,0.232479532711025
ALL_original,sustained,100ms,ALL,q_rad_s,23,0.23302365302117803
ALL_original,sustained,100ms,ALL,q_rad_s,42,0.23253969754160125
ALL_original,sustained,100ms,ALL,r_rad_s,17,0.13713392795030166
ALL_original,sustained,100ms,ALL,r_rad_s,23,0.14102321539695578
ALL_original,sustained,100ms,ALL,r_rad_s,42,0.13554347883299034
ALL_original,sustained,100ms,ALL,roll_deg,17,1.030414702415845
ALL_original,sustained,100ms,ALL,roll_deg,23,1.0575587879420654
ALL_original,sustained,100ms,ALL,roll_deg,42,1.0661306656460963
ALL_original,sustained,100ms,ALL,velocity_m_s,17,0.1581712069575181
ALL_original,sustained,100ms,ALL,velocity_m_s,23,0.16389574939087992
ALL_original,sustained,100ms,ALL,velocity_m_s,42,0.1612602128461489
ALL_original,sustained,100ms,Sep17,attitude_deg,17,1.4360225740921546
ALL_original,sustained,100ms,Sep17,attitude_deg,23,1.4732074199722875
ALL_original,sustained,100ms,Sep17,attitude_deg,42,1.462117237854898
ALL_original,sustained,100ms,Sep17,body_rate_rad_s,17,0.5378148912886349
ALL_original,sustained,100ms,Sep17,body_rate_rad_s,23,0.5315456238884573
ALL_original,sustained,100ms,Sep17,body_rate_rad_s,42,0.5423654785966817
ALL_original,sustained,100ms,Sep17,p_rad_s,17,0.46663198611434564
ALL_original,sustained,100ms,Sep17,p_rad_s,23,0.45485855468145386
ALL_original,sustained,100ms,Sep17,p_rad_s,42,0.46854717005070096
ALL_original,sustained,100ms,Sep17,position_m,17,0.018436002368674122
ALL_original,sustained,100ms,Sep17,position_m,23,0.018908417186353593
ALL_original,sustained,100ms,Sep17,position_m,42,0.0183285363873742
ALL_original,sustained,100ms,Sep17,q_rad_s,17,0.2264108807431539
ALL_original,sustained,100ms,Sep17,q_rad_s,23,0.23117420951791057
ALL_original,sustained,100ms,Sep17,q_rad_s,42,0.23142829754761376
ALL_original,sustained,100ms,Sep17,r_rad_s,17,0.13165860537371435
ALL_original,sustained,100ms,Sep17,r_rad_s,23,0.1396881837216597
ALL_original,sustained,100ms,Sep17,r_rad_s,42,0.13274328509224043
ALL_original,sustained,100ms,Sep17,roll_deg,17,1.0729657196624274
ALL_original,sustained,100ms,Sep17,roll_deg,23,1.0935448897371591
ALL_original,sustained,100ms,Sep17,roll_deg,42,1.1044710258351849
ALL_original,sustained,100ms,Sep17,velocity_m_s,17,0.14876753532375905
ALL_original,sustained,100ms,Sep17,velocity_m_s,23,0.15628831544819238
ALL_original,sustained,100ms,Sep17,velocity_m_s,42,0.1507618196393405
ALL_original,sustained,100ms,Sep7,attitude_deg,17,1.3369395633340122
ALL_original,sustained,100ms,Sep7,attitude_deg,23,1.3594909423302912
ALL_original,sustained,100ms,Sep7,attitude_deg,42,1.3621136726326253
ALL_original,sustained,100ms,Sep7,body_rate_rad_s,17,0.578441197112841
ALL_original,sustained,100ms,Sep7,body_rate_rad_s,23,0.578418028896989
ALL_original,sustained,100ms,Sep7,body_rate_rad_s,42,0.5771393392819159
ALL_original,sustained,100ms,Sep7,p_rad_s,17,0.5040381097036168
ALL_original,sustained,100ms,Sep7,p_rad_s,23,0.5068629359550767
ALL_original,sustained,100ms,Sep7,p_rad_s,42,0.5065361557105738
ALL_original,sustained,100ms,Sep7,position_m,17,0.04982479340140354
ALL_original,sustained,100ms,Sep7,position_m,23,0.04987176675357819
ALL_original,sustained,100ms,Sep7,position_m,42,0.049577012574257846
ALL_original,sustained,100ms,Sep7,q_rad_s,17,0.23787389001579934
ALL_original,sustained,100ms,Sep7,q_rad_s,23,0.23466760280186025
ALL_original,sustained,100ms,Sep7,q_rad_s,42,0.2335276086473679
ALL_original,sustained,100ms,Sep7,r_rad_s,17,0.14200088135171257
ALL_original,sustained,100ms,Sep7,r_rad_s,23,0.14220991021944118
ALL_original,sustained,100ms,Sep7,r_rad_s,42,0.13803253993587916
ALL_original,sustained,100ms,Sep7,roll_deg,17,0.9925915759744386
ALL_original,sustained,100ms,Sep7,roll_deg,23,1.025571141901982
ALL_original,sustained,100ms,Sep7,roll_deg,42,1.0320503454780174
ALL_original,sustained,100ms,Sep7,velocity_m_s,17,0.16653002618752616
ALL_original,sustained,100ms,Sep7,velocity_m_s,23,0.17065791289549104
ALL_original,sustained,100ms,Sep7,velocity_m_s,42,0.17059211791886741
ALL_original,sustained,1s,ALL,attitude_deg,17,7.125126030958088
ALL_original,sustained,1s,ALL,attitude_deg,23,6.867293248617491
ALL_original,sustained,1s,ALL,attitude_deg,42,7.140151332599778
ALL_original,sustained,1s,ALL,body_rate_rad_s,17,0.6082402358729735
ALL_original,sustained,1s,ALL,body_rate_rad_s,23,0.6218823852994886
ALL_original,sustained,1s,ALL,body_rate_rad_s,42,0.5976095423360444
ALL_original,sustained,1s,ALL,p_rad_s,17,0.5052824731840271
ALL_original,sustained,1s,ALL,p_rad_s,23,0.5078517375213497
ALL_original,sustained,1s,ALL,p_rad_s,42,0.5051405132585595
ALL_original,sustained,1s,ALL,position_m,17,0.48431159138876045
ALL_original,sustained,1s,ALL,position_m,23,0.49362573013149763
ALL_original,sustained,1s,ALL,position_m,42,0.48488002737415076
ALL_original,sustained,1s,ALL,q_rad_s,17,0.2857937862499088
ALL_original,sustained,1s,ALL,q_rad_s,23,0.31255731407626586
ALL_original,sustained,1s,ALL,q_rad_s,42,0.26325809674166
ALL_original,sustained,1s,ALL,r_rad_s,17,0.17073217431001853
ALL_original,sustained,1s,ALL,r_rad_s,23,0.16442938465879509
ALL_original,sustained,1s,ALL,r_rad_s,42,0.17007228466014984
ALL_original,sustained,1s,ALL,roll_deg,17,5.408246283538801
ALL_original,sustained,1s,ALL,roll_deg,23,4.921310645427639
ALL_original,sustained,1s,ALL,roll_deg,42,5.50271974467375
ALL_original,sustained,1s,ALL,velocity_m_s,17,0.6770155330355623
ALL_original,sustained,1s,ALL,velocity_m_s,23,0.6804004122279936
ALL_original,sustained,1s,ALL,velocity_m_s,42,0.6864260634634557
ALL_original,sustained,1s,Sep17,attitude_deg,17,7.907834909606517
ALL_original,sustained,1s,Sep17,attitude_deg,23,7.360618825121716
ALL_original,sustained,1s,Sep17,attitude_deg,42,8.039018539343827
ALL_original,sustained,1s,Sep17,body_rate_rad_s,17,0.598276639420054
ALL_original,sustained,1s,Sep17,body_rate_rad_s,23,0.6202314148163778
ALL_original,sustained,1s,Sep17,body_rate_rad_s,42,0.5908479006969337
ALL_original,sustained,1s,Sep17,p_rad_s,17,0.4903045446886172
ALL_original,sustained,1s,Sep17,p_rad_s,23,0.4870745493887983
ALL_original,sustained,1s,Sep17,p_rad_s,42,0.4848827229246504
ALL_original,sustained,1s,Sep17,position_m,17,0.359072074010466
ALL_original,sustained,1s,Sep17,position_m,23,0.3791849893196475
ALL_original,sustained,1s,Sep17,position_m,42,0.35905536614705014
ALL_original,sustained,1s,Sep17,q_rad_s,17,0.279024726413617
ALL_original,sustained,1s,Sep17,q_rad_s,23,0.33465608301966754
ALL_original,sustained,1s,Sep17,q_rad_s,42,0.2708535381991302
ALL_original,sustained,1s,Sep17,r_rad_s,17,0.19423237357228362
ALL_original,sustained,1s,Sep17,r_rad_s,23,0.1832471681888172
ALL_original,sustained,1s,Sep17,r_rad_s,42,0.19804206994022908
ALL_original,sustained,1s,Sep17,roll_deg,17,6.1698637708396635
ALL_original,sustained,1s,Sep17,roll_deg,23,5.415226821435366
ALL_original,sustained,1s,Sep17,roll_deg,42,6.441030994094385
ALL_original,sustained,1s,Sep17,velocity_m_s,17,0.6753833061105342
ALL_original,sustained,1s,Sep17,velocity_m_s,23,0.678610981343158
ALL_original,sustained,1s,Sep17,velocity_m_s,42,0.6841867918152801
ALL_original,sustained,1s,Sep7,attitude_deg,17,6.429384805492819
ALL_original,sustained,1s,Sep7,attitude_deg,23,6.42878162505818
ALL_original,sustained,1s,Sep7,attitude_deg,42,6.3411582599384015
ALL_original,sustained,1s,Sep7,body_rate_rad_s,17,0.6170967660533462
ALL_original,sustained,1s,Sep7,body_rate_rad_s,23,0.6233499146178094
ALL_original,sustained,1s,Sep7,body_rate_rad_s,42,0.6036198904596983
ALL_original,sustained,1s,Sep7,p_rad_s,17,0.5185961874021692
ALL_original,sustained,1s,Sep7,p_rad_s,23,0.5263203491947288
ALL_original,sustained,1s,Sep7,p_rad_s,42,0.523147437999812
ALL_original,sustained,1s,Sep7,position_m,17,0.5956356068361333
ALL_original,sustained,1s,Sep7,position_m,23,0.5953508330753643
ALL_original,sustained,1s,Sep7,position_m,42,0.5967241706871291
ALL_original,sustained,1s,Sep7,q_rad_s,17,0.2918107283266127
ALL_original,sustained,1s,Sep7,q_rad_s,23,0.2929139639043533
ALL_original,sustained,1s,Sep7,q_rad_s,42,0.25650659322390873
ALL_original,sustained,1s,Sep7,r_rad_s,17,0.1498431082991162
ALL_original,sustained,1s,Sep7,r_rad_s,23,0.1477024659654421
ALL_original,sustained,1s,Sep7,r_rad_s,42,0.14521025330007942
ALL_original,sustained,1s,Sep7,roll_deg,17,4.731252961493592
ALL_original,sustained,1s,Sep7,roll_deg,23,4.482274044531882
ALL_original,sustained,1s,Sep7,roll_deg,42,4.668665300744298
ALL_original,sustained,1s,Sep7,velocity_m_s,17,0.6784664014133649
ALL_original,sustained,1s,Sep7,velocity_m_s,23,0.6819910174589585
ALL_original,sustained,1s,Sep7,velocity_m_s,42,0.6884165271507229
ALL_original,sustained,200ms,ALL,attitude_deg,17,2.26861890376383
ALL_original,sustained,200ms,ALL,attitude_deg,23,2.294182058725919
ALL_original,sustained,200ms,ALL,attitude_deg,42,2.32468596987115
ALL_original,sustained,200ms,ALL,body_rate_rad_s,17,0.5683115254013178
ALL_original,sustained,200ms,ALL,body_rate_rad_s,23,0.5683693537898431
ALL_original,sustained,200ms,ALL,body_rate_rad_s,42,0.5734554100627157
ALL_original,sustained,200ms,ALL,p_rad_s,17,0.5017234300717424
ALL_original,sustained,200ms,ALL,p_rad_s,23,0.497951032649121
ALL_original,sustained,200ms,ALL,p_rad_s,42,0.5074300577965034
ALL_original,sustained,200ms,ALL,position_m,17,0.07213648266428481
ALL_original,sustained,200ms,ALL,position_m,23,0.07284009491545056
ALL_original,sustained,200ms,ALL,position_m,42,0.07145768179493196
ALL_original,sustained,200ms,ALL,q_rad_s,17,0.21871546176121281
ALL_original,sustained,200ms,ALL,q_rad_s,23,0.2290103653595402
ALL_original,sustained,200ms,ALL,q_rad_s,42,0.22176711719731468
ALL_original,sustained,200ms,ALL,r_rad_s,17,0.14898120610041182
ALL_original,sustained,200ms,ALL,r_rad_s,23,0.14491739011165203
ALL_original,sustained,200ms,ALL,r_rad_s,42,0.1444638291839467
ALL_original,sustained,200ms,ALL,roll_deg,17,1.6043828188320233
ALL_original,sustained,200ms,ALL,roll_deg,23,1.5965979465884894
ALL_original,sustained,200ms,ALL,roll_deg,42,1.6512671526045375
ALL_original,sustained,200ms,ALL,velocity_m_s,17,0.2076586833136658
ALL_original,sustained,200ms,ALL,velocity_m_s,23,0.21348129905237426
ALL_original,sustained,200ms,ALL,velocity_m_s,42,0.20951401271032172
ALL_original,sustained,200ms,Sep17,attitude_deg,17,2.384113613134175
ALL_original,sustained,200ms,Sep17,attitude_deg,23,2.4381039261618827
ALL_original,sustained,200ms,Sep17,attitude_deg,42,2.483504379265083
ALL_original,sustained,200ms,Sep17,body_rate_rad_s,17,0.5405523764956116
ALL_original,sustained,200ms,Sep17,body_rate_rad_s,23,0.540655862309248
ALL_original,sustained,200ms,Sep17,body_rate_rad_s,42,0.5428604420281078
ALL_original,sustained,200ms,Sep17,p_rad_s,17,0.4708738495143647
ALL_original,sustained,200ms,Sep17,p_rad_s,23,0.4612403529292605
ALL_original,sustained,200ms,Sep17,p_rad_s,42,0.4709156823311439
ALL_original,sustained,200ms,Sep17,position_m,17,0.039475582782776866
ALL_original,sustained,200ms,Sep17,position_m,23,0.04086827416186569
ALL_original,sustained,200ms,Sep17,position_m,42,0.03899496714077837
ALL_original,sustained,200ms,Sep17,q_rad_s,17,0.21553111952571857
ALL_original,sustained,200ms,Sep17,q_rad_s,23,0.23865982204721697
ALL_original,sustained,200ms,Sep17,q_rad_s,42,0.22169962133410326
ALL_original,sustained,200ms,Sep17,r_rad_s,17,0.15252094151658127
ALL_original,sustained,200ms,Sep17,r_rad_s,23,0.1461518001160126
ALL_original,sustained,200ms,Sep17,r_rad_s,42,0.15142520399376938
ALL_original,sustained,200ms,Sep17,roll_deg,17,1.7109610388209022
ALL_original,sustained,200ms,Sep17,roll_deg,23,1.668406665143816
ALL_original,sustained,200ms,Sep17,roll_deg,42,1.773701327480877
ALL_original,sustained,200ms,Sep17,velocity_m_s,17,0.21846543460989803
ALL_original,sustained,200ms,Sep17,velocity_m_s,23,0.22054758389921714
ALL_original,sustained,200ms,Sep17,velocity_m_s,42,0.2142452142182579
ALL_original,sustained,200ms,Sep7,attitude_deg,17,2.165956939879079
ALL_original,sustained,200ms,Sep7,attitude_deg,23,2.166251509893951
ALL_original,sustained,200ms,Sep7,attitude_deg,42,2.183514050409877
ALL_original,sustained,200ms,Sep7,body_rate_rad_s,17,0.5929863244286122
ALL_original,sustained,200ms,Sep7,body_rate_rad_s,23,0.5930035684392608
ALL_original,sustained,200ms,Sep7,body_rate_rad_s,42,0.6006509372045894
ALL_original,sustained,200ms,Sep7,p_rad_s,17,0.529145279456078
ALL_original,sustained,200ms,Sep7,p_rad_s,23,0.5305827479556637
ALL_original,sustained,200ms,Sep7,p_rad_s,42,0.5398872804323785
ALL_original,sustained,200ms,Sep7,position_m,17,0.10116839367006963
ALL_original,sustained,200ms,Sep7,position_m,23,0.10125949114085933
ALL_original,sustained,200ms,Sep7,position_m,42,0.10031342815417961
ALL_original,sustained,200ms,Sep7,q_rad_s,17,0.22154598819276325
ALL_original,sustained,200ms,Sep7,q_rad_s,23,0.2204330705260497
ALL_original,sustained,200ms,Sep7,q_rad_s,42,0.2218271135201693
ALL_original,sustained,200ms,Sep7,r_rad_s,17,0.14583477461937233
ALL_original,sustained,200ms,Sep7,r_rad_s,23,0.1438201367744426
ALL_original,sustained,200ms,Sep7,r_rad_s,42,0.13827594046410438
ALL_original,sustained,200ms,Sep7,roll_deg,17,1.509646623286353
ALL_original,sustained,200ms,Sep7,roll_deg,23,1.5327679745393101
ALL_original,sustained,200ms,Sep7,roll_deg,42,1.5424367749366799
ALL_original,sustained,200ms,Sep7,velocity_m_s,17,0.1980526821614594
ALL_original,sustained,200ms,Sep7,velocity_m_s,23,0.20720015696629174
ALL_original,sustained,200ms,Sep7,velocity_m_s,42,0.20530850025882288
ALL_original,sustained,500ms,ALL,attitude_deg,17,4.219745901703429
ALL_original,sustained,500ms,ALL,attitude_deg,23,4.244052695237356
ALL_original,sustained,500ms,ALL,attitude_deg,42,4.286700511887649
ALL_original,sustained,500ms,ALL,body_rate_rad_s,17,0.6017644775535783
ALL_original,sustained,500ms,ALL,body_rate_rad_s,23,0.5985711315818145
ALL_original,sustained,500ms,ALL,body_rate_rad_s,42,0.5927147824823371
ALL_original,sustained,500ms,ALL,p_rad_s,17,0.5243527776519654
ALL_original,sustained,500ms,ALL,p_rad_s,23,0.5168101769584323
ALL_original,sustained,500ms,ALL,p_rad_s,42,0.5182343497717069
ALL_original,sustained,500ms,ALL,position_m,17,0.2003613955116285
ALL_original,sustained,500ms,ALL,position_m,23,0.20279906255516678
ALL_original,sustained,500ms,ALL,position_m,42,0.1993679644970627
ALL_original,sustained,500ms,ALL,q_rad_s,17,0.24259343282639942
ALL_original,sustained,500ms,ALL,q_rad_s,23,0.2539241905417981
ALL_original,sustained,500ms,ALL,q_rad_s,42,0.23598955719264017
ALL_original,sustained,500ms,ALL,r_rad_s,17,0.16163009912991563
ALL_original,sustained,500ms,ALL,r_rad_s,23,0.15680002072513072
ALL_original,sustained,500ms,ALL,r_rad_s,42,0.15729884832968302
ALL_original,sustained,500ms,ALL,roll_deg,17,3.0054411394069858
ALL_original,sustained,500ms,ALL,roll_deg,23,2.880774506066372
ALL_original,sustained,500ms,ALL,roll_deg,42,3.0704713949125346
ALL_original,sustained,500ms,ALL,velocity_m_s,17,0.3765469535940859
ALL_original,sustained,500ms,ALL,velocity_m_s,23,0.3911311640796456
ALL_original,sustained,500ms,ALL,velocity_m_s,42,0.3812937360584257
ALL_original,sustained,500ms,Sep17,attitude_deg,17,4.594697611813075
ALL_original,sustained,500ms,Sep17,attitude_deg,23,4.564697043382986
ALL_original,sustained,500ms,Sep17,attitude_deg,42,4.726099197374711
ALL_original,sustained,500ms,Sep17,body_rate_rad_s,17,0.5785346397383824
ALL_original,sustained,500ms,Sep17,body_rate_rad_s,23,0.581769517689782
ALL_original,sustained,500ms,Sep17,body_rate_rad_s,42,0.5686055017372899
ALL_original,sustained,500ms,Sep17,p_rad_s,17,0.5007355966220912
ALL_original,sustained,500ms,Sep17,p_rad_s,23,0.49329986218933486
ALL_original,sustained,500ms,Sep17,p_rad_s,42,0.4898945003004771
ALL_original,sustained,500ms,Sep17,position_m,17,0.12681844025798153
ALL_original,sustained,500ms,Sep17,position_m,23,0.13315740022982375
ALL_original,sustained,500ms,Sep17,position_m,42,0.12567169419066318
ALL_original,sustained,500ms,Sep17,q_rad_s,17,0.23262101221315304
ALL_original,sustained,500ms,Sep17,q_rad_s,23,0.2613019808555166
ALL_original,sustained,500ms,Sep17,q_rad_s,42,0.23372215477836877
ALL_original,sustained,500ms,Sep17,r_rad_s,17,0.1696593802155133
ALL_original,sustained,500ms,Sep17,r_rad_s,23,0.1621373915012421
ALL_original,sustained,500ms,Sep17,r_rad_s,42,0.16584960558870498
ALL_original,sustained,500ms,Sep17,roll_deg,17,3.3913594803774063
ALL_original,sustained,500ms,Sep17,roll_deg,23,3.136511093118963
ALL_original,sustained,500ms,Sep17,roll_deg,42,3.52280930978913
ALL_original,sustained,500ms,Sep17,velocity_m_s,17,0.3662253236283316
ALL_original,sustained,500ms,Sep17,velocity_m_s,23,0.3877000563732777
ALL_original,sustained,500ms,Sep17,velocity_m_s,42,0.36300006364215653
ALL_original,sustained,500ms,Sep7,attitude_deg,17,3.8864554927170767
ALL_original,sustained,500ms,Sep7,attitude_deg,23,3.9590354968856847
ALL_original,sustained,500ms,Sep7,attitude_deg,42,3.8961239025658156
ALL_original,sustained,500ms,Sep7,body_rate_rad_s,17,0.622413222278197
ALL_original,sustained,500ms,Sep7,body_rate_rad_s,23,0.6135058994858432
ALL_original,sustained,500ms,Sep7,body_rate_rad_s,42,0.6141452542557125
ALL_original,sustained,500ms,Sep7,p_rad_s,17,0.5453458274562981
ALL_original,sustained,500ms,Sep7,p_rad_s,23,0.5377082345309633
ALL_original,sustained,500ms,Sep7,p_rad_s,42,0.5434253270794667
ALL_original,sustained,500ms,Sep7,position_m,17,0.265732911292648
ALL_original,sustained,500ms,Sep7,position_m,23,0.2647027623999162
ALL_original,sustained,500ms,Sep7,position_m,42,0.2648757603249734
ALL_original,sustained,500ms,Sep7,q_rad_s,17,0.2514578067048407
ALL_original,sustained,500ms,Sep7,q_rad_s,23,0.24736615470738169
ALL_original,sustained,500ms,Sep7,q_rad_s,42,0.2380050260053258
ALL_original,sustained,500ms,Sep7,r_rad_s,17,0.15449296038716218
ALL_original,sustained,500ms,Sep7,r_rad_s,23,0.15205569114636505
ALL_original,sustained,500ms,Sep7,r_rad_s,42,0.14969817521055237
ALL_original,sustained,500ms,Sep7,roll_deg,17,2.662402614099945
ALL_original,sustained,500ms,Sep7,roll_deg,23,2.6534530953529583
ALL_original,sustained,500ms,Sep7,roll_deg,42,2.6683932483555615
ALL_original,sustained,500ms,Sep7,velocity_m_s,17,0.3857217357858675
ALL_original,sustained,500ms,Sep7,velocity_m_s,23,0.39418103759641704
ALL_original,sustained,500ms,Sep7,velocity_m_s,42,0.39755477820622054
ALL_original,sustained,interval_0_500ms,ALL,attitude_deg,17,2.81947339444148
ALL_original,sustained,interval_0_500ms,ALL,attitude_deg,23,2.8355528004770774
ALL_original,sustained,interval_0_500ms,ALL,attitude_deg,42,2.848349404676139
ALL_original,sustained,interval_0_500ms,ALL,body_rate_rad_s,17,0.5717974336761399
ALL_original,sustained,interval_0_500ms,ALL,body_rate_rad_s,23,0.5697710865980785
ALL_original,sustained,interval_0_500ms,ALL,body_rate_rad_s,42,0.5695178826247745
