seed,mode,pattern,horizon,flight_id,cohort,n_origins,metric,value
17,ALL_original,multi_high,interval_500_1000ms,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,31,position_m,0.24180825028596056
17,ALL_original,multi_high,interval_500_1000ms,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,31,velocity_m_s,0.5503672460664676
17,ALL_original,multi_high,interval_500_1000ms,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,31,attitude_deg,6.342893434675925
17,ALL_original,multi_high,interval_500_1000ms,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,31,body_rate_rad_s,0.5523793212875421
17,ALL_original,multi_high,interval_500_1000ms,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,31,p_rad_s,0.4592903592102285
17,ALL_original,multi_high,interval_500_1000ms,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,31,q_rad_s,0.25062782738942524
17,ALL_original,multi_high,interval_500_1000ms,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,31,r_rad_s,0.17709029521879904
17,ALL_original,multi_high,interval_500_1000ms,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,31,roll_deg,4.336535971620046
17,ALL_original,multi_high,interval_500_1000ms,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,41,position_m,0.2826332392373402
17,ALL_original,multi_high,interval_500_1000ms,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,41,velocity_m_s,0.565336137767307
17,ALL_original,multi_high,interval_500_1000ms,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,41,attitude_deg,6.768390527623874
17,ALL_original,multi_high,interval_500_1000ms,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,41,body_rate_rad_s,0.6028795745711244
17,ALL_original,multi_high,interval_500_1000ms,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,41,p_rad_s,0.49650990500615366
17,ALL_original,multi_high,interval_500_1000ms,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,41,q_rad_s,0.29279981784474574
17,ALL_original,multi_high,interval_500_1000ms,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,41,r_rad_s,0.17666341538621935
17,ALL_original,multi_high,interval_500_1000ms,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,41,roll_deg,4.833751836017228
17,ALL_original,multi_high,interval_500_1000ms,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,38,position_m,0.3245787573278777
17,ALL_original,multi_high,interval_500_1000ms,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,38,velocity_m_s,0.6150604832806492
17,ALL_original,multi_high,interval_500_1000ms,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,38,attitude_deg,7.749828319271296
17,ALL_original,multi_high,interval_500_1000ms,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,38,body_rate_rad_s,0.6946852318148997
17,ALL_original,multi_high,interval_500_1000ms,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,38,p_rad_s,0.5773295661558554
17,ALL_original,multi_high,interval_500_1000ms,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,38,q_rad_s,0.32015556459077166
17,ALL_original,multi_high,interval_500_1000ms,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,38,r_rad_s,0.21628351256065972
17,ALL_original,multi_high,interval_500_1000ms,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,38,roll_deg,5.760046615670824
17,Stabilized,ALL,100ms,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,position_m,0.015249058942216545
17,Stabilized,ALL,100ms,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,velocity_m_s,0.11923349609670053
17,Stabilized,ALL,100ms,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,attitude_deg,1.3165172441700257
17,Stabilized,ALL,100ms,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,body_rate_rad_s,0.5445551940421942
17,Stabilized,ALL,100ms,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,p_rad_s,0.47703575723149405
17,Stabilized,ALL,100ms,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,q_rad_s,0.20202250218275786
17,Stabilized,ALL,100ms,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,r_rad_s,0.16782179325917151
17,Stabilized,ALL,100ms,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,roll_deg,0.9807184763551176
17,Stabilized,ALL,100ms,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,182,position_m,0.05958269534174362
17,Stabilized,ALL,100ms,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,182,velocity_m_s,0.11732436847647199
17,Stabilized,ALL,100ms,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,182,attitude_deg,1.401723855665228
17,Stabilized,ALL,100ms,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,182,body_rate_rad_s,0.601019433297978
17,Stabilized,ALL,100ms,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,182,p_rad_s,0.5361106402145756
17,Stabilized,ALL,100ms,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,182,q_rad_s,0.22542187046258086
17,Stabilized,ALL,100ms,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,182,r_rad_s,0.15164010342812234
17,Stabilized,ALL,100ms,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,182,roll_deg,1.132177312737304
17,Stabilized,ALL,100ms,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,71,position_m,0.027359499856541788
17,Stabilized,ALL,100ms,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,71,velocity_m_s,0.1342512054116243
17,Stabilized,ALL,100ms,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,71,attitude_deg,1.5065811789107453
17,Stabilized,ALL,100ms,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,71,body_rate_rad_s,0.586055618881709
17,Stabilized,ALL,100ms,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,71,p_rad_s,0.49186479477654854
17,Stabilized,ALL,100ms,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,71,q_rad_s,0.2687969947540784
17,Stabilized,ALL,100ms,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,71,r_rad_s,0.1711092858188082
17,Stabilized,ALL,100ms,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,71,roll_deg,1.2099554347575903
17,Stabilized,ALL,100ms,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,80,position_m,0.018684473472806096
17,Stabilized,ALL,100ms,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,80,velocity_m_s,0.1400248977446353
17,Stabilized,ALL,100ms,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,80,attitude_deg,1.428862057133791
17,Stabilized,ALL,100ms,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,80,body_rate_rad_s,0.5903512174456292
17,Stabilized,ALL,100ms,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,80,p_rad_s,0.5316371374350262
17,Stabilized,ALL,100ms,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,80,q_rad_s,0.20736342802629248
17,Stabilized,ALL,100ms,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,80,r_rad_s,0.1512511909262607
17,Stabilized,ALL,100ms,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,80,roll_deg,1.0531635072232406
17,Stabilized,ALL,100ms,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,150,position_m,0.02250957843665428
17,Stabilized,ALL,100ms,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,150,velocity_m_s,0.27784806726307376
17,Stabilized,ALL,100ms,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,150,attitude_deg,1.259540986268535
17,Stabilized,ALL,100ms,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,150,body_rate_rad_s,0.5528062519712668
17,Stabilized,ALL,100ms,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,150,p_rad_s,0.47153528126265
17,Stabilized,ALL,100ms,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,150,q_rad_s,0.2516401090700662
17,Stabilized,ALL,100ms,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,150,r_rad_s,0.14116120660534978
17,Stabilized,ALL,100ms,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,150,roll_deg,0.8869660776396032
17,Stabilized,ALL,100ms,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,155,position_m,0.059075009979905155
17,Stabilized,ALL,100ms,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,155,velocity_m_s,0.09883831951477882
17,Stabilized,ALL,100ms,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,155,attitude_deg,1.2146077739879366
17,Stabilized,ALL,100ms,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,155,body_rate_rad_s,0.5445749022317898
17,Stabilized,ALL,100ms,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,155,p_rad_s,0.49260528484642396
17,Stabilized,ALL,100ms,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,155,q_rad_s,0.198774501959985
17,Stabilized,ALL,100ms,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,155,r_rad_s,0.1199606387641256
17,Stabilized,ALL,100ms,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,155,roll_deg,0.8213758722270595
17,Stabilized,ALL,100ms,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,61,position_m,0.10130173103799947
17,Stabilized,ALL,100ms,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,61,velocity_m_s,0.12532639459238779
17,Stabilized,ALL,100ms,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,61,attitude_deg,1.3709528420575061
17,Stabilized,ALL,100ms,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,61,body_rate_rad_s,0.5398947523673686
17,Stabilized,ALL,100ms,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,61,p_rad_s,0.46371365339158743
17,Stabilized,ALL,100ms,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,61,q_rad_s,0.2408307770429726
17,Stabilized,ALL,100ms,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,61,r_rad_s,0.13585480529199853
17,Stabilized,ALL,100ms,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,61,roll_deg,1.0236260603170766
17,Stabilized,ALL,100ms,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,124,position_m,0.04828717882078836
17,Stabilized,ALL,100ms,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,124,velocity_m_s,0.10226364188291966
17,Stabilized,ALL,100ms,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,124,attitude_deg,1.335513237498778
17,Stabilized,ALL,100ms,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,124,body_rate_rad_s,0.6631722771464246
17,Stabilized,ALL,100ms,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,124,p_rad_s,0.613766409045565
17,Stabilized,ALL,100ms,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,124,q_rad_s,0.22724260730399412
17,Stabilized,ALL,100ms,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,124,r_rad_s,0.10700028845086877
17,Stabilized,ALL,100ms,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,124,roll_deg,1.0161606005432926
17,Stabilized,ALL,100ms,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,164,position_m,0.12782978464594535
17,Stabilized,ALL,100ms,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,164,velocity_m_s,0.11875372556944026
17,Stabilized,ALL,100ms,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,164,attitude_deg,1.3529983087127793
17,Stabilized,ALL,100ms,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,164,body_rate_rad_s,0.5578743898629629
17,Stabilized,ALL,100ms,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,164,p_rad_s,0.508482925791042
17,Stabilized,ALL,100ms,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,164,q_rad_s,0.18981900424685394
17,Stabilized,ALL,100ms,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,164,r_rad_s,0.12898718800984552
17,Stabilized,ALL,100ms,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,164,roll_deg,1.0638762995975473
17,Stabilized,ALL,100ms,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,30,position_m,0.022722556731347005
17,Stabilized,ALL,100ms,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,30,velocity_m_s,0.13620786038155758
17,Stabilized,ALL,100ms,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,30,attitude_deg,1.235817245805459
17,Stabilized,ALL,100ms,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,30,body_rate_rad_s,0.562442207180368
17,Stabilized,ALL,100ms,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,30,p_rad_s,0.4404521451478953
17,Stabilized,ALL,100ms,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,30,q_rad_s,0.3273458975630193
17,Stabilized,ALL,100ms,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,30,r_rad_s,0.12323882343321266
17,Stabilized,ALL,100ms,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,30,roll_deg,0.9175003722176682
17,Stabilized,ALL,100ms,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,37,position_m,0.0245438104408888
17,Stabilized,ALL,100ms,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,37,velocity_m_s,0.21605631110244705
17,Stabilized,ALL,100ms,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,37,attitude_deg,2.159884311570546
17,Stabilized,ALL,100ms,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,37,body_rate_rad_s,0.5969706373619011
17,Stabilized,ALL,100ms,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,37,p_rad_s,0.5409148289519831
17,Stabilized,ALL,100ms,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,37,q_rad_s,0.20473580159769622
17,Stabilized,ALL,100ms,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,37,r_rad_s,0.1478794821341691
17,Stabilized,ALL,100ms,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,37,roll_deg,1.6393786811020912
17,Stabilized,ALL,100ms,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,29,position_m,0.021604935466796177
17,Stabilized,ALL,100ms,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,29,velocity_m_s,0.1737230633955751
17,Stabilized,ALL,100ms,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,29,attitude_deg,1.8936378008482084
17,Stabilized,ALL,100ms,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,29,body_rate_rad_s,0.43417023538978133
17,Stabilized,ALL,100ms,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,29,p_rad_s,0.27723608709960856
17,Stabilized,ALL,100ms,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,29,q_rad_s,0.29239440965684393
17,Stabilized,ALL,100ms,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,29,r_rad_s,0.16170792964336062
17,Stabilized,ALL,100ms,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,29,roll_deg,1.2466628074859367
17,Stabilized,ALL,100ms,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,45,position_m,0.02068857246562397
17,Stabilized,ALL,100ms,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,45,velocity_m_s,0.22806748580042585
17,Stabilized,ALL,100ms,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,45,attitude_deg,1.6604359439143552
17,Stabilized,ALL,100ms,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,45,body_rate_rad_s,0.4938531387510694
17,Stabilized,ALL,100ms,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,45,p_rad_s,0.4024046985987567
17,Stabilized,ALL,100ms,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,45,q_rad_s,0.26164702940725276
17,Stabilized,ALL,100ms,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,45,r_rad_s,0.11619902410212793
17,Stabilized,ALL,100ms,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,45,roll_deg,1.338138858096071
17,Stabilized,ALL,100ms,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,42,position_m,0.026172179519438555
17,Stabilized,ALL,100ms,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,42,velocity_m_s,0.17646281654728918
17,Stabilized,ALL,100ms,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,42,attitude_deg,1.5699387404919722
17,Stabilized,ALL,100ms,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,42,body_rate_rad_s,0.6935632101558941
17,Stabilized,ALL,100ms,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,42,p_rad_s,0.5022292355949318
17,Stabilized,ALL,100ms,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,42,q_rad_s,0.46346005210796554
17,Stabilized,ALL,100ms,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,42,r_rad_s,0.11832371484855139
17,Stabilized,ALL,100ms,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,42,roll_deg,0.8933263123870383
17,Stabilized,ALL,100ms,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,33,position_m,0.028990649724254216
17,Stabilized,ALL,100ms,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,33,velocity_m_s,0.15669944318651735
17,Stabilized,ALL,100ms,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,33,attitude_deg,1.8427521122620087
17,Stabilized,ALL,100ms,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,33,body_rate_rad_s,0.5956206972414304
17,Stabilized,ALL,100ms,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,33,p_rad_s,0.44006114392903706
17,Stabilized,ALL,100ms,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,33,q_rad_s,0.3787608345970823
17,Stabilized,ALL,100ms,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,33,r_rad_s,0.13285493879249138
17,Stabilized,ALL,100ms,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,33,roll_deg,1.3931942622572135
17,Stabilized,ALL,100ms,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,40,position_m,0.024527099162108768
17,Stabilized,ALL,100ms,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,40,velocity_m_s,0.18683738399043295
17,Stabilized,ALL,100ms,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,40,attitude_deg,1.5839628292050811
17,Stabilized,ALL,100ms,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,40,body_rate_rad_s,0.5029720293500557
17,Stabilized,ALL,100ms,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,40,p_rad_s,0.4035066412499878
17,Stabilized,ALL,100ms,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,40,q_rad_s,0.2595769768917205
17,Stabilized,ALL,100ms,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,40,r_rad_s,0.15094053744247166
17,Stabilized,ALL,100ms,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,40,roll_deg,1.1658878417614118
17,Stabilized,ALL,100ms,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,34,position_m,0.022254888774988244
17,Stabilized,ALL,100ms,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,34,velocity_m_s,0.32120496596399867
17,Stabilized,ALL,100ms,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,34,attitude_deg,1.798628260159098
17,Stabilized,ALL,100ms,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,34,body_rate_rad_s,0.6368352200538399
17,Stabilized,ALL,100ms,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,34,p_rad_s,0.540817860931878
17,Stabilized,ALL,100ms,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,34,q_rad_s,0.2912712577061089
17,Stabilized,ALL,100ms,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,34,r_rad_s,0.16803628546356236
17,Stabilized,ALL,100ms,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,34,roll_deg,1.270003647490682
17,Stabilized,ALL,200ms,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,position_m,0.029079090523895845
17,Stabilized,ALL,200ms,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,velocity_m_s,0.15533909426952716
17,Stabilized,ALL,200ms,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,attitude_deg,2.167284647283829
17,Stabilized,ALL,200ms,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,body_rate_rad_s,0.5543507125138373
17,Stabilized,ALL,200ms,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,p_rad_s,0.4886523114699215
17,Stabilized,ALL,200ms,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,q_rad_s,0.21409210530758485
17,Stabilized,ALL,200ms,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,r_rad_s,0.15062603163022031
17,Stabilized,ALL,200ms,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,roll_deg,1.5297887934885608
17,Stabilized,ALL,200ms,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,182,position_m,0.11304232238609382
17,Stabilized,ALL,200ms,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,182,velocity_m_s,0.1716009906153253
17,Stabilized,ALL,200ms,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,182,attitude_deg,2.2468225055099524
17,Stabilized,ALL,200ms,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,182,body_rate_rad_s,0.5643999571269996
17,Stabilized,ALL,200ms,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,182,p_rad_s,0.4945519573092955
17,Stabilized,ALL,200ms,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,182,q_rad_s,0.22103829952464582
17,Stabilized,ALL,200ms,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,182,r_rad_s,0.15845423083577337
17,Stabilized,ALL,200ms,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,182,roll_deg,1.6378942824318576
17,Stabilized,ALL,200ms,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,71,position_m,0.0501771672679668
17,Stabilized,ALL,200ms,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,71,velocity_m_s,0.16981613671957313
17,Stabilized,ALL,200ms,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,71,attitude_deg,2.540268077222939
17,Stabilized,ALL,200ms,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,71,body_rate_rad_s,0.6609900371828275
17,Stabilized,ALL,200ms,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,71,p_rad_s,0.6027990229858793
17,Stabilized,ALL,200ms,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,71,q_rad_s,0.23342813271045004
17,Stabilized,ALL,200ms,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,71,r_rad_s,0.13803069948941504
17,Stabilized,ALL,200ms,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,71,roll_deg,1.835861384861336
17,Stabilized,ALL,200ms,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,80,position_m,0.040923964423515945
17,Stabilized,ALL,200ms,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,80,velocity_m_s,0.20245404702667774
17,Stabilized,ALL,200ms,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,80,attitude_deg,2.319599378130126
17,Stabilized,ALL,200ms,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,80,body_rate_rad_s,0.5782599436359501
17,Stabilized,ALL,200ms,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,80,p_rad_s,0.4939967928945023
17,Stabilized,ALL,200ms,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,80,q_rad_s,0.24867540695663426
17,Stabilized,ALL,200ms,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,80,r_rad_s,0.16885577573405824
17,Stabilized,ALL,200ms,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,80,roll_deg,1.622749801322895
17,Stabilized,ALL,200ms,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,150,position_m,0.045556406190819694
17,Stabilized,ALL,200ms,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,150,velocity_m_s,0.23156956397733566
17,Stabilized,ALL,200ms,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,150,attitude_deg,1.9873065906407763
17,Stabilized,ALL,200ms,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,150,body_rate_rad_s,0.6332639074145636
17,Stabilized,ALL,200ms,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,150,p_rad_s,0.5797040483777649
17,Stabilized,ALL,200ms,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,150,q_rad_s,0.20414899137068954
17,Stabilized,ALL,200ms,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,150,r_rad_s,0.15260924628187159
17,Stabilized,ALL,200ms,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,150,roll_deg,1.2420520563087203
17,Stabilized,ALL,200ms,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,155,position_m,0.10615664093616235
17,Stabilized,ALL,200ms,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,155,velocity_m_s,0.12537205353900016
17,Stabilized,ALL,200ms,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,155,attitude_deg,1.7833133968606296
17,Stabilized,ALL,200ms,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,155,body_rate_rad_s,0.6085769338565147
17,Stabilized,ALL,200ms,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,155,p_rad_s,0.546532888885999
17,Stabilized,ALL,200ms,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,155,q_rad_s,0.2423338741647582
17,Stabilized,ALL,200ms,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,155,r_rad_s,0.11376282002666746
