mode,pattern,horizon,cohort,metric,mean,std
ALL_original,sustained,500ms,Sep17,velocity_m_s,0.37230848121458865,0.013426690392415654
ALL_original,sustained,500ms,Sep7,attitude_deg,3.913871630722859,0.03941066660602206
ALL_original,sustained,500ms,Sep7,body_rate_rad_s,0.6166881253399176,0.004968374467062707
ALL_original,sustained,500ms,Sep7,p_rad_s,0.542159796355576,0.003972956384496868
ALL_original,sustained,500ms,Sep7,position_m,0.2651038113391792,0.000551640402897895
ALL_original,sustained,500ms,Sep7,q_rad_s,0.24560966247251606,0.006896250855767037
ALL_original,sustained,500ms,Sep7,r_rad_s,0.15208227558135987,0.0023975031327606805
ALL_original,sustained,500ms,Sep7,roll_deg,2.661416319269488,0.007518751628743784
ALL_original,sustained,500ms,Sep7,velocity_m_s,0.3924858505295017,0.006095938617173442
ALL_original,sustained,interval_0_500ms,ALL,attitude_deg,2.834458533198232,0.014469072445260666
ALL_original,sustained,interval_0_500ms,ALL,body_rate_rad_s,0.5703621342996643,0.0012494363881796978
ALL_original,sustained,interval_0_500ms,ALL,p_rad_s,0.5038696928221471,0.0033953092819856284
ALL_original,sustained,interval_0_500ms,ALL,position_m,0.11458904173986621,0.0009716297670774932
ALL_original,sustained,interval_0_500ms,ALL,q_rad_s,0.22516784519426455,0.006387099657340409
ALL_original,sustained,interval_0_500ms,ALL,r_rad_s,0.14139048885067737,0.0010723917256432655
ALL_original,sustained,interval_0_500ms,ALL,roll_deg,1.9657304744873805,0.04078748688909974
ALL_original,sustained,interval_0_500ms,ALL,velocity_m_s,0.254737692080039,0.0038132270579771884
ALL_original,sustained,interval_0_500ms,Sep17,attitude_deg,3.054644740412151,0.04146603109446571
ALL_original,sustained,interval_0_500ms,Sep17,body_rate_rad_s,0.5413603175176035,0.0016290877890709945
ALL_original,sustained,interval_0_500ms,Sep17,p_rad_s,0.46958959383948273,0.005240179265765482
ALL_original,sustained,interval_0_500ms,Sep17,position_m,0.06980188110428218,0.0019043642637089726
ALL_original,sustained,interval_0_500ms,Sep17,q_rad_s,0.22633471878398415,0.010169307535037813
ALL_original,sustained,interval_0_500ms,Sep17,r_rad_s,0.1441824952992553,0.0015998928289683496
ALL_original,sustained,interval_0_500ms,Sep17,roll_deg,2.160565587014954,0.09055676992417051
ALL_original,sustained,interval_0_500ms,Sep17,velocity_m_s,0.2554467040138401,0.006409922448463132
ALL_original,sustained,interval_0_500ms,Sep7,attitude_deg,2.638737460119193,0.016707191212803812
ALL_original,sustained,interval_0_500ms,Sep7,body_rate_rad_s,0.5961415269948295,0.0009258976351189236
ALL_original,sustained,interval_0_500ms,Sep7,p_rad_s,0.5343408919178486,0.0021531003782733252
ALL_original,sustained,interval_0_500ms,Sep7,position_m,0.15439985119371868,0.00042320985317672514
ALL_original,sustained,interval_0_500ms,Sep7,q_rad_s,0.2241306242256249,0.00391644522150219
ALL_original,sustained,interval_0_500ms,Sep7,r_rad_s,0.1389087053408303,0.002444442161585504
ALL_original,sustained,interval_0_500ms,Sep7,roll_deg,1.792543707796204,0.005710427766140157
ALL_original,sustained,interval_0_500ms,Sep7,velocity_m_s,0.25410745924999345,0.003410143367909006
ALL_original,sustained,interval_500_1000ms,ALL,attitude_deg,5.746905712779693,0.07673656994877869
ALL_original,sustained,interval_500_1000ms,ALL,body_rate_rad_s,0.6068360817373365,0.004470237980161998
ALL_original,sustained,interval_500_1000ms,ALL,p_rad_s,0.5183192077690678,0.0033422280766886798
ALL_original,sustained,interval_500_1000ms,ALL,position_m,0.3515514132864887,0.0037235863874725455
ALL_original,sustained,interval_500_1000ms,ALL,q_rad_s,0.265057787668773,0.01676963613205858
ALL_original,sustained,interval_500_1000ms,ALL,r_rad_s,0.16594145986194678,0.0029181678372010946
ALL_original,sustained,interval_500_1000ms,ALL,roll_deg,4.215518139712556,0.21641746072499674
ALL_original,sustained,interval_500_1000ms,ALL,velocity_m_s,0.539978924966973,0.0065453350607289455
ALL_original,sustained,interval_500_1000ms,Sep17,attitude_deg,6.2923872191678925,0.1933099303173901
ALL_original,sustained,interval_500_1000ms,Sep17,body_rate_rad_s,0.5822980563096608,0.006878477567841358
ALL_original,sustained,interval_500_1000ms,Sep17,p_rad_s,0.4798355354727155,0.005337000885445372
ALL_original,sustained,interval_500_1000ms,Sep17,position_m,0.25038102423906267,0.008559442895989517
ALL_original,sustained,interval_500_1000ms,Sep17,q_rad_s,0.2737794283315042,0.025525289420176702
ALL_original,sustained,interval_500_1000ms,Sep17,r_rad_s,0.18173789756222739,0.005715319518480897
ALL_original,sustained,interval_500_1000ms,Sep17,roll_deg,4.748882163161732,0.37587676337108744
ALL_original,sustained,interval_500_1000ms,Sep17,velocity_m_s,0.5261356714587501,0.01146417492352846
ALL_original,sustained,interval_500_1000ms,Sep7,attitude_deg,5.262033262656849,0.02891910893546975
ALL_original,sustained,interval_500_1000ms,Sep7,body_rate_rad_s,0.6286476598952705,0.002555126924142301
ALL_original,sustained,interval_500_1000ms,Sep7,p_rad_s,0.5525269164769366,0.002392618144149554
ALL_original,sustained,interval_500_1000ms,Sep7,position_m,0.4414806479953118,0.00058964415183364
ALL_original,sustained,interval_500_1000ms,Sep7,q_rad_s,0.2573052181907898,0.010786734859998726
ALL_original,sustained,interval_500_1000ms,Sep7,r_rad_s,0.15190018190614177,0.001162004055727808
ALL_original,sustained,interval_500_1000ms,Sep7,roll_deg,3.7414167855355096,0.07829034969784876
ALL_original,sustained,interval_500_1000ms,Sep7,velocity_m_s,0.5522840391965046,0.005617358826900284
Mission,ALL,100ms,ALL,attitude_deg,1.335809605827856,0.02141937195009196
Mission,ALL,100ms,ALL,body_rate_rad_s,0.5105615156724018,0.0016912995427987305
Mission,ALL,100ms,ALL,p_rad_s,0.45371468353895,0.0035438601337291777
Mission,ALL,100ms,ALL,position_m,0.021323081788112788,0.00018801632900064332
Mission,ALL,100ms,ALL,q_rad_s,0.19293025623045015,0.002722297772757457
Mission,ALL,100ms,ALL,r_rad_s,0.12990342585243472,0.003921549688672271
Mission,ALL,100ms,ALL,roll_deg,1.0047453733276104,0.01232233343507481
Mission,ALL,100ms,ALL,velocity_m_s,0.11951833813616503,0.0027406201657814737
Mission,ALL,100ms,Sep17,attitude_deg,1.3575541085024632,0.017960984869530874
Mission,ALL,100ms,Sep17,body_rate_rad_s,0.5086764844266894,0.0020337318056184088
Mission,ALL,100ms,Sep17,p_rad_s,0.45418492757584916,0.006010424570407023
Mission,ALL,100ms,Sep17,position_m,0.016366381624475932,0.0003050811490826946
Mission,ALL,100ms,Sep17,q_rad_s,0.18798792787677698,0.005174542794396367
Mission,ALL,100ms,Sep17,r_rad_s,0.12879137728175563,0.005865625623870383
Mission,ALL,100ms,Sep17,roll_deg,1.0078584692901236,0.007475089749195459
Mission,ALL,100ms,Sep17,velocity_m_s,0.12439276347534506,0.0018341888160745023
Mission,ALL,100ms,Sep7,attitude_deg,1.2923206004786416,0.030300614568241357
Mission,ALL,100ms,Sep7,body_rate_rad_s,0.5143315781638266,0.004328416893038494
Mission,ALL,100ms,Sep7,p_rad_s,0.45277419546515163,0.0038871702955162375
Mission,ALL,100ms,Sep7,position_m,0.0312364821153865,0.00016255075873205092
Mission,ALL,100ms,Sep7,q_rad_s,0.20281491293779652,0.005094572205542975
Mission,ALL,100ms,Sep7,r_rad_s,0.1321275229937929,0.0008977584488027393
Mission,ALL,100ms,Sep7,roll_deg,0.9985191814025837,0.02943227037247608
Mission,ALL,100ms,Sep7,velocity_m_s,0.10976948745780496,0.005776643365685095
Mission,ALL,1s,ALL,attitude_deg,6.629925132698074,0.23080577899101395
Mission,ALL,1s,ALL,body_rate_rad_s,0.5957476532698659,0.013356728169882771
Mission,ALL,1s,ALL,p_rad_s,0.5013345218341864,0.0029360588335522212
Mission,ALL,1s,ALL,position_m,0.3210735936392856,0.005581768286604115
Mission,ALL,1s,ALL,q_rad_s,0.2686985597946963,0.03440587910916129
Mission,ALL,1s,ALL,r_rad_s,0.16681680250850894,0.004009135619328742
Mission,ALL,1s,ALL,roll_deg,5.083574785905621,0.38120557489475637
Mission,ALL,1s,ALL,velocity_m_s,0.5836061141255893,0.005843642229315353
Mission,ALL,1s,Sep17,attitude_deg,7.330544421210502,0.4701306498253682
Mission,ALL,1s,Sep17,body_rate_rad_s,0.6026346772032077,0.017094705497968998
Mission,ALL,1s,Sep17,p_rad_s,0.49358591462512513,0.004629311386403475
Mission,ALL,1s,Sep17,position_m,0.312523078990479,0.00880907647977348
Mission,ALL,1s,Sep17,q_rad_s,0.29036857759707785,0.04481551784303658
Mission,ALL,1s,Sep17,r_rad_s,0.18065536188626743,0.007728316048847549
Mission,ALL,1s,Sep17,roll_deg,5.772143059921788,0.6610983101240361
Mission,ALL,1s,Sep17,velocity_m_s,0.6178492057430457,0.005686572713769224
Mission,ALL,1s,Sep7,attitude_deg,5.2286865556732165,0.34450990489364397
Mission,ALL,1s,Sep7,body_rate_rad_s,0.5819736054031824,0.0059235728099104054
Mission,ALL,1s,Sep7,p_rad_s,0.5168317362523087,0.0055865698143712705
Mission,ALL,1s,Sep7,position_m,0.3381746229368989,0.0009152750607790257
Mission,ALL,1s,Sep7,q_rad_s,0.2253585241899333,0.017967734124589164
Mission,ALL,1s,Sep7,r_rad_s,0.1391396837529919,0.004035532456680792
Mission,ALL,1s,Sep7,roll_deg,3.7064382378732876,0.2724899551173979
Mission,ALL,1s,Sep7,velocity_m_s,0.5151199308906764,0.02084157591229106
Mission,ALL,200ms,ALL,attitude_deg,2.0197158298442286,0.027715950474464367
Mission,ALL,200ms,ALL,body_rate_rad_s,0.5390443584052972,0.0010387871324014906
Mission,ALL,200ms,ALL,p_rad_s,0.4810322971928165,0.003204691358998007
Mission,ALL,200ms,ALL,position_m,0.04130798729404513,0.0003713833372643599
Mission,ALL,200ms,ALL,q_rad_s,0.19904047281995296,0.007551518751647181
Mission,ALL,200ms,ALL,r_rad_s,0.13460668404880904,0.0012190658462499719
Mission,ALL,200ms,ALL,roll_deg,1.4102939877464429,0.041987577354468265
Mission,ALL,200ms,ALL,velocity_m_s,0.16376659795458873,0.0022091999086243505
Mission,ALL,200ms,Sep17,attitude_deg,2.1226474145733665,0.026086487210453087
Mission,ALL,200ms,Sep17,body_rate_rad_s,0.5196776583990464,0.0018051103450517688
Mission,ALL,200ms,Sep17,p_rad_s,0.4555363403747861,0.0061444741280203075
Mission,ALL,200ms,Sep17,position_m,0.033476588768052255,0.0006539750714801308
Mission,ALL,200ms,Sep17,q_rad_s,0.20969193851674353,0.010148545099670697
Mission,ALL,200ms,Sep17,r_rad_s,0.1343593198070094,0.0021460780212767786
Mission,ALL,200ms,Sep17,roll_deg,1.5222776883399138,0.07585564218934072
Mission,ALL,200ms,Sep17,velocity_m_s,0.17186943659095053,0.002217957508189086
Mission,ALL,200ms,Sep7,attitude_deg,1.8138526603859528,0.04002700228170717
Mission,ALL,200ms,Sep7,body_rate_rad_s,0.5777777584177987,0.005281390359124484
Mission,ALL,200ms,Sep7,p_rad_s,0.5320242108288772,0.005014765685429803
Mission,ALL,200ms,Sep7,position_m,0.05697078434603089,0.0004084463564022486
Mission,ALL,200ms,Sep7,q_rad_s,0.1777375414263718,0.0027664815135872646
Mission,ALL,200ms,Sep7,r_rad_s,0.13510141253240837,0.004270103734278318
Mission,ALL,200ms,Sep7,roll_deg,1.1863265865595,0.0489402573014654
Mission,ALL,200ms,Sep7,velocity_m_s,0.14756092068186513,0.008096242690032243
Mission,ALL,500ms,ALL,attitude_deg,3.8581910187372213,0.07099378102386975
Mission,ALL,500ms,ALL,body_rate_rad_s,0.5545973247941111,0.00356179308840854
Mission,ALL,500ms,ALL,p_rad_s,0.4855686516450441,0.006785082755052954
Mission,ALL,500ms,ALL,position_m,0.11818147962494596,0.002020083542371024
Mission,ALL,500ms,ALL,q_rad_s,0.21852945346901023,0.012670612236485582
Mission,ALL,500ms,ALL,r_rad_s,0.1502659732879779,0.002052832572901034
Mission,ALL,500ms,ALL,roll_deg,2.835028604444183,0.13775264106888493
Mission,ALL,500ms,ALL,velocity_m_s,0.29658636800371824,0.0051650389968763075
Mission,ALL,500ms,Sep17,attitude_deg,4.233052919582569,0.10937575987295746
Mission,ALL,500ms,Sep17,body_rate_rad_s,0.552552900407452,0.005474587660027953
Mission,ALL,500ms,Sep17,p_rad_s,0.47644641033666096,0.009337535418691045
Mission,ALL,500ms,Sep17,position_m,0.10466728147292159,0.0032331249907691186
Mission,ALL,500ms,Sep17,q_rad_s,0.22772795194588444,0.017765313151443037
Mission,ALL,500ms,Sep17,r_rad_s,0.1588850422515877,0.004647366510350206
Mission,ALL,500ms,Sep17,roll_deg,3.1738783746441137,0.22815893501786602
Mission,ALL,500ms,Sep17,velocity_m_s,0.3098092821288192,0.005813184811864377
Mission,ALL,500ms,Sep7,attitude_deg,3.108467217046527,0.1532207402414597
Mission,ALL,500ms,Sep7,body_rate_rad_s,0.558686173567429,0.0019921657705756616
Mission,ALL,500ms,Sep7,p_rad_s,0.5038131342618103,0.005293919356072334
Mission,ALL,500ms,Sep7,position_m,0.14520987592899467,0.0011344685746857211
Mission,ALL,500ms,Sep7,q_rad_s,0.20013245651526188,0.008501882057060543
Mission,ALL,500ms,Sep7,r_rad_s,0.1330278353607582,0.004112524120248435
Mission,ALL,500ms,Sep7,roll_deg,2.1573290640443212,0.13886961942762086
Mission,ALL,500ms,Sep7,velocity_m_s,0.2701405397535164,0.010462536770805487
Mission,ALL,interval_0_500ms,ALL,attitude_deg,2.546408449962905,0.03574232418061297
Mission,ALL,interval_0_500ms,ALL,body_rate_rad_s,0.5374020796100344,0.0014794689677983675
Mission,ALL,interval_0_500ms,ALL,p_rad_s,0.48022002425142185,0.004747260580367891
Mission,ALL,interval_0_500ms,ALL,position_m,0.06675069007879497,0.0009732111881261463
Mission,ALL,interval_0_500ms,ALL,q_rad_s,0.19953793531156408,0.007992459276349955
Mission,ALL,interval_0_500ms,ALL,r_rad_s,0.1331328922421765,0.0008227980114102431
Mission,ALL,interval_0_500ms,ALL,roll_deg,1.8276137141975914,0.066146765365828
Mission,ALL,interval_0_500ms,ALL,velocity_m_s,0.1990189428138569,0.0025741393777573484
Mission,ALL,interval_0_500ms,Sep17,attitude_deg,2.7452922724541637,0.040074808146537674
Mission,ALL,interval_0_500ms,Sep17,body_rate_rad_s,0.5235698112873322,0.003100084858501449
Mission,ALL,interval_0_500ms,Sep17,p_rad_s,0.4624708245965599,0.007334591619017304
Mission,ALL,interval_0_500ms,Sep17,position_m,0.057257242423190254,0.0015425261664112446
Mission,ALL,interval_0_500ms,Sep17,q_rad_s,0.20329737227263944,0.010596792647466727
Mission,ALL,interval_0_500ms,Sep17,r_rad_s,0.13623596935389368,0.001149405828007157
Mission,ALL,interval_0_500ms,Sep17,roll_deg,2.0021998271518577,0.11374706623378208
Mission,ALL,interval_0_500ms,Sep17,velocity_m_s,0.20847803528456763,0.003104950334584888
Mission,ALL,interval_0_500ms,Sep7,attitude_deg,2.148640804980387,0.07030387612057562
Mission,ALL,interval_0_500ms,Sep7,body_rate_rad_s,0.5650666162554386,0.0017634286891519259
Mission,ALL,interval_0_500ms,Sep7,p_rad_s,0.5157184235611458,0.002277136071559108
Mission,ALL,interval_0_500ms,Sep7,position_m,0.08573758539000441,0.0007190146304362454
Mission,ALL,interval_0_500ms,Sep7,q_rad_s,0.1920190613894133,0.003299235048097171
Mission,ALL,interval_0_500ms,Sep7,r_rad_s,0.12692673801874224,0.0019513813493766108
Mission,ALL,interval_0_500ms,Sep7,roll_deg,1.478441488289059,0.0713829313816827
Mission,ALL,interval_0_500ms,Sep7,velocity_m_s,0.18010075787243537,0.007853375489767521
Mission,ALL,interval_500_1000ms,ALL,attitude_deg,5.341065544629892,0.13797214164315458
Mission,ALL,interval_500_1000ms,ALL,body_rate_rad_s,0.5809260295905299,0.0058240475836688
Mission,ALL,interval_500_1000ms,ALL,p_rad_s,0.49921133266606077,0.004835483087622305
Mission,ALL,interval_500_1000ms,ALL,position_m,0.2220422217705077,0.004276138405212833
Mission,ALL,interval_500_1000ms,ALL,q_rad_s,0.24315698297784816,0.023444828030630024
Mission,ALL,interval_500_1000ms,ALL,r_rad_s,0.16375400889112382,0.0031387431765611947
Mission,ALL,interval_500_1000ms,ALL,roll_deg,4.0430991438038895,0.27352172043475215
Mission,ALL,interval_500_1000ms,ALL,velocity_m_s,0.44373288692900265,0.007132860987106315
Mission,ALL,interval_500_1000ms,Sep17,attitude_deg,5.879955836320505,0.2827530752872456
Mission,ALL,interval_500_1000ms,Sep17,body_rate_rad_s,0.5722518014738099,0.0080086307763175
Mission,ALL,interval_500_1000ms,Sep17,p_rad_s,0.4787518198373754,0.006813799954077022
Mission,ALL,interval_500_1000ms,Sep17,position_m,0.21016837978338487,0.00682437854859757
Mission,ALL,interval_500_1000ms,Sep17,q_rad_s,0.2585081799338186,0.031223953177386524
Mission,ALL,interval_500_1000ms,Sep17,r_rad_s,0.17443336719949865,0.005818286712238032
Mission,ALL,interval_500_1000ms,Sep17,roll_deg,4.551793525893078,0.4724170233436784
Mission,ALL,interval_500_1000ms,Sep17,velocity_m_s,0.46695517185994806,0.004925319140561068
Mission,ALL,interval_500_1000ms,Sep7,attitude_deg,4.263284961248665,0.25137586646906884
Mission,ALL,interval_500_1000ms,Sep7,body_rate_rad_s,0.5982744858239696,0.0017473504638274534
Mission,ALL,interval_500_1000ms,Sep7,p_rad_s,0.5401303583234316,0.0038785271325037676
Mission,ALL,interval_500_1000ms,Sep7,position_m,0.24578990574475337,0.0010427360409805317
Mission,ALL,interval_500_1000ms,Sep7,q_rad_s,0.21245458906590722,0.010278156419696555
Mission,ALL,interval_500_1000ms,Sep7,r_rad_s,0.14239529227437422,0.0022506027561281367
Mission,ALL,interval_500_1000ms,Sep7,roll_deg,3.0257103796255116,0.21028007628818302
Mission,ALL,interval_500_1000ms,Sep7,velocity_m_s,0.39728831706711176,0.015082686276257503
Mission,lower_change,100ms,ALL,attitude_deg,1.2379395897547396,0.02188825417989347
Mission,lower_change,100ms,ALL,body_rate_rad_s,0.48478212688596045,0.0019860179155416317
Mission,lower_change,100ms,ALL,p_rad_s,0.4293022042043195,0.0034229072594642086
Mission,lower_change,100ms,ALL,position_m,0.01947278776114854,0.00021603070742196219
Mission,lower_change,100ms,ALL,q_rad_s,0.18727954105277464,0.0020713573945230893
Mission,lower_change,100ms,ALL,r_rad_s,0.11882338570821986,0.0026519968841571067
Mission,lower_change,100ms,ALL,roll_deg,0.8838815568612125,0.016374770005581116
Mission,lower_change,100ms,ALL,velocity_m_s,0.11285106516437045,0.00322106599920856
Mission,lower_change,100ms,Sep17,attitude_deg,1.2435500545912894,0.014888384474992945
Mission,lower_change,100ms,Sep17,body_rate_rad_s,0.4672746673494031,0.0012527866620675465
Mission,lower_change,100ms,Sep17,p_rad_s,0.41743074796340657,0.0038512515841828245
Mission,lower_change,100ms,Sep17,position_m,0.015759937945926214,0.0003686180826186215
Mission,lower_change,100ms,Sep17,q_rad_s,0.17254681621627777,0.0054069626724848815
Mission,lower_change,100ms,Sep17,r_rad_s,0.11349835838573825,0.004552466325881194
Mission,lower_change,100ms,Sep17,roll_deg,0.860684410564312,0.017654513864880043
Mission,lower_change,100ms,Sep17,velocity_m_s,0.11626229199809722,0.0020156097422790362
Mission,lower_change,100ms,Sep7,attitude_deg,1.2267186600816407,0.03699470181507944
Mission,lower_change,100ms,Sep7,body_rate_rad_s,0.5197970459590752,0.007073801295710427
Mission,lower_change,100ms,Sep7,p_rad_s,0.45304511668614533,0.006044373491922134
Mission,lower_change,100ms,Sep7,position_m,0.026898487391593187,0.00023206311446936039
Mission,lower_change,100ms,Sep7,q_rad_s,0.21674499072576836,0.006358015548271567
Mission,lower_change,100ms,Sep7,r_rad_s,0.1294734403531831,0.0019174119186205795
Mission,lower_change,100ms,Sep7,roll_deg,0.9302758494550137,0.03585532104014477
Mission,lower_change,100ms,Sep7,velocity_m_s,0.1060286114969169,0.005965174742039763
Mission,lower_change,1s,ALL,attitude_deg,6.026244201840183,0.2785978923207384
Mission,lower_change,1s,ALL,body_rate_rad_s,0.5715247835949347,0.015220841957888876
Mission,lower_change,1s,ALL,p_rad_s,0.4757046072017053,0.0024443313600673745
Mission,lower_change,1s,ALL,position_m,0.2895235330269536,0.00787450274925049
Mission,lower_change,1s,ALL,q_rad_s,0.2669399382148168,0.035491812580299445
Mission,lower_change,1s,ALL,r_rad_s,0.15853604044322242,0.004971489449279613
Mission,lower_change,1s,ALL,roll_deg,4.736904605521727,0.4343847776364524
Mission,lower_change,1s,ALL,velocity_m_s,0.5284181648929546,0.012655929188374661
Mission,lower_change,1s,Sep17,attitude_deg,6.320008504583348,0.5545439484469719
Mission,lower_change,1s,Sep17,body_rate_rad_s,0.577654251533826,0.021036866815912034
Mission,lower_change,1s,Sep17,p_rad_s,0.4694060160071014,0.0016384561218312204
Mission,lower_change,1s,Sep17,position_m,0.27739280525309007,0.012038642167544003
Mission,lower_change,1s,Sep17,q_rad_s,0.2866635281330275,0.04710009269686245
Mission,lower_change,1s,Sep17,r_rad_s,0.16716930829246093,0.00920284899081551
Mission,lower_change,1s,Sep17,roll_deg,5.127043017566632,0.7663558697850612
Mission,lower_change,1s,Sep17,velocity_m_s,0.5372325108715575,0.00961807880217465
Mission,lower_change,1s,Sep7,attitude_deg,5.4387155963538545,0.37160623688598665
Mission,lower_change,1s,Sep7,body_rate_rad_s,0.5592658477171524,0.0037919295629793783
Mission,lower_change,1s,Sep7,p_rad_s,0.48830178959091314,0.004596984985840916
Mission,lower_change,1s,Sep7,position_m,0.3137849885746807,0.0011543979946135278
Mission,lower_change,1s,Sep7,q_rad_s,0.22749275837839553,0.017781723004490522
Mission,lower_change,1s,Sep7,r_rad_s,0.14126950474474542,0.005382215306115604
Mission,lower_change,1s,Sep7,roll_deg,3.9566277814319175,0.3260361271444774
Mission,lower_change,1s,Sep7,velocity_m_s,0.5107894729357487,0.019263061807854632
Mission,lower_change,200ms,ALL,attitude_deg,1.7791950504182135,0.035539344675063124
Mission,lower_change,200ms,ALL,body_rate_rad_s,0.5386160825103089,0.0012524038158994572
Mission,lower_change,200ms,ALL,p_rad_s,0.485392737126133,0.0025681860243656003
Mission,lower_change,200ms,ALL,position_m,0.03725139793667432,0.00034107293931763115
Mission,lower_change,200ms,ALL,q_rad_s,0.18662726361832593,0.005771614564483926
Mission,lower_change,200ms,ALL,r_rad_s,0.13205678548968328,0.0017782915166920624
Mission,lower_change,200ms,ALL,roll_deg,1.157496181367472,0.06431748262642223
Mission,lower_change,200ms,ALL,velocity_m_s,0.15086090376536224,0.0028443966368108687
Mission,lower_change,200ms,Sep17,attitude_deg,1.8183650799776736,0.045686753928659625
Mission,lower_change,200ms,Sep17,body_rate_rad_s,0.5164949725443294,0.004429346283415145
Mission,lower_change,200ms,Sep17,p_rad_s,0.45932149727055954,0.007342235709137046
Mission,lower_change,200ms,Sep17,position_m,0.03192811332780086,0.0006660392956366431
Mission,lower_change,200ms,Sep17,q_rad_s,0.1947366328481891,0.0072878155255469415
Mission,lower_change,200ms,Sep17,r_rad_s,0.1282211174754216,0.0019769124244345473
Mission,lower_change,200ms,Sep17,roll_deg,1.2155078966755402,0.10833371744991277
Mission,lower_change,200ms,Sep17,velocity_m_s,0.1579951532610865,0.0020246647893704894
Mission,lower_change,200ms,Sep7,attitude_deg,1.7008549912992927,0.04642964321184264
Mission,lower_change,200ms,Sep7,body_rate_rad_s,0.5828583024422678,0.012019404318985714
Mission,lower_change,200ms,Sep7,p_rad_s,0.5375352168372798,0.012382963851259267
Mission,lower_change,200ms,Sep7,position_m,0.04789796715442124,0.0006421841659897806
Mission,lower_change,200ms,Sep7,q_rad_s,0.17040852515859964,0.002758548524119768
Mission,lower_change,200ms,Sep7,r_rad_s,0.13972812151820668,0.004344696554811837
Mission,lower_change,200ms,Sep7,roll_deg,1.0414727507513353,0.05175765471186577
Mission,lower_change,200ms,Sep7,velocity_m_s,0.13659240477391368,0.007741225576167009
Mission,lower_change,500ms,ALL,attitude_deg,3.3087362616761276,0.06946535622587363
Mission,lower_change,500ms,ALL,body_rate_rad_s,0.5284828694211323,0.0020141582671125762
Mission,lower_change,500ms,ALL,p_rad_s,0.46811805585723815,0.006330624817156672
Mission,lower_change,500ms,ALL,position_m,0.10765385105679577,0.0026436384823305173
Mission,lower_change,500ms,ALL,q_rad_s,0.20148577841452806,0.012065053221693102
Mission,lower_change,500ms,ALL,r_rad_s,0.13353647753628953,0.0022646350825355115
Mission,lower_change,500ms,ALL,roll_deg,2.3822622011991803,0.17945798469693916
Mission,lower_change,500ms,ALL,velocity_m_s,0.26724847874868235,0.00817980919942548
Mission,lower_change,500ms,Sep17,attitude_deg,3.4695168823554248,0.14267376713441685
Mission,lower_change,500ms,Sep17,body_rate_rad_s,0.5086977504627422,0.0026986891419598278
Mission,lower_change,500ms,Sep17,p_rad_s,0.4434189647417064,0.008496908267009065
Mission,lower_change,500ms,Sep17,position_m,0.0968910182510691,0.004331281487695954
Mission,lower_change,500ms,Sep17,q_rad_s,0.20547035564830818,0.016343604654486654
Mission,lower_change,500ms,Sep17,r_rad_s,0.13478426644044356,0.0031069810071798452
Mission,lower_change,500ms,Sep17,roll_deg,2.5313490893063837,0.29440691163720367
Mission,lower_change,500ms,Sep17,velocity_m_s,0.27212987467705974,0.009274564060074444
Mission,lower_change,500ms,Sep7,attitude_deg,2.9871750203175327,0.15396047003176827
Mission,lower_change,500ms,Sep7,body_rate_rad_s,0.5680531073379126,0.0011779279548010271
Mission,lower_change,500ms,Sep7,p_rad_s,0.5175162380883016,0.004280404351753995
Mission,lower_change,500ms,Sep7,position_m,0.12917951666824912,0.0011843181411308327
Mission,lower_change,500ms,Sep7,q_rad_s,0.19351662394696778,0.01179224856147328
Mission,lower_change,500ms,Sep7,r_rad_s,0.13104089972798147,0.0038600887665968856
Mission,lower_change,500ms,Sep7,roll_deg,2.0840884249847735,0.12714059739620331
Mission,lower_change,500ms,Sep7,velocity_m_s,0.25748568689192736,0.009479389423130629
Mission,lower_change,interval_0_500ms,ALL,attitude_deg,2.1872360339028267,0.03689313617791857
Mission,lower_change,interval_0_500ms,ALL,body_rate_rad_s,0.51651617799524,0.002558034090180076
Mission,lower_change,interval_0_500ms,ALL,p_rad_s,0.4644202014574703,0.005182209086772003
Mission,lower_change,interval_0_500ms,ALL,position_m,0.060621154967885504,0.001147748315528084
Mission,lower_change,interval_0_500ms,ALL,q_rad_s,0.18770232730070693,0.007398670779972838
Mission,lower_change,interval_0_500ms,ALL,r_rad_s,0.12400329817905505,0.0016821023975039677
Mission,lower_change,interval_0_500ms,ALL,roll_deg,1.5028121018883487,0.09693217102731903
Mission,lower_change,interval_0_500ms,ALL,velocity_m_s,0.1825911444506577,0.0038774565406423833
Mission,lower_change,interval_0_500ms,Sep17,attitude_deg,2.261830840144002,0.06479837349980729
Mission,lower_change,interval_0_500ms,Sep17,body_rate_rad_s,0.4959220769526642,0.0049075944741050264
Mission,lower_change,interval_0_500ms,Sep17,p_rad_s,0.4418067945323028,0.008332510136053769
Mission,lower_change,interval_0_500ms,Sep17,position_m,0.053604574146995154,0.00196997448314512
Mission,lower_change,interval_0_500ms,Sep17,q_rad_s,0.18691469975630728,0.009844912397351368
Mission,lower_change,interval_0_500ms,Sep17,r_rad_s,0.1243313434503735,0.0017040460888916825
Mission,lower_change,interval_0_500ms,Sep17,roll_deg,1.5589490210787822,0.16171536552230828
Mission,lower_change,interval_0_500ms,Sep17,velocity_m_s,0.18971142726385493,0.00483292333708715
Mission,lower_change,interval_0_500ms,Sep7,attitude_deg,2.0380464214204754,0.0744804887325473
