mode,pattern,window_id,seed,step,elapsed_s,roll_true,roll_pred,p_true,p_pred,q_true,q_pred,r_true,r_pred,vx_true,vx_pred,vy_true,vy_pred,vz_true,vz_pred,drive,common,differential,rudder
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,0,0.0,-1.1458423875428947,-1.1458424208888887,0.004880603868514299,0.004880603868514299,0.30778899788856506,0.30778899788856506,-0.01256933156400919,-0.01256933156400919,4.161421298980713,4.161421298980713,6.2843241691589355,6.2843241691589355,0.012886096723377705,0.012886096723377705,0.6089999675750732,-0.038786277174949646,-0.15694603323936462,-0.15936782956123352
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,1,0.019762,-1.1174577040131366,-1.2102672030840735,0.08056477457284927,-0.107163205742836,0.5261611342430115,0.46797680854797363,-0.03801381587982178,-0.03839530423283577,4.152247905731201,4.1424994468688965,6.268590450286865,6.279679298400879,0.0675463005900383,0.033497121185064316,0.6089999675750732,-0.052420616149902344,-0.15006011724472046,-0.16054432094097137
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,2,0.03942,-0.8909729671218347,-1.3208629154285798,-0.11186596006155014,-0.06832364201545715,0.4231955111026764,0.33331406116485596,-0.04144904762506485,-0.0599667951464653,4.103208541870117,4.118704319000244,6.283641815185547,6.259056568145752,0.1602359265089035,0.12990844249725342,0.6089999675750732,-0.05682829022407532,-0.14415761828422546,-0.16084074974060059
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,3,0.059187,-1.6453992869190674,-1.4733258850155742,-0.7109056711196899,-0.17468874156475067,0.20370207726955414,-0.05121117830276489,-0.13109491765499115,-0.07451155036687851,4.110456466674805,4.097001075744629,6.243678092956543,6.24857234954834,0.36776047945022583,0.3313104808330536,0.6089999675750732,-0.06071802228689194,-0.20883569866418839,-0.15630276501178741
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,4,0.07903199999999999,-2.4440248343777067,-1.7281548193453935,0.03166935592889786,-0.24846108257770538,-0.48299452662467957,-0.502626895904541,-0.1575998067855835,-0.0772516056895256,4.113607883453369,4.0819597244262695,6.2232513427734375,6.252191543579102,0.6731910109519958,0.621159553527832,0.6089999675750732,-0.0471535325050354,-0.192423015832901,-0.15356303751468658
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,5,0.098772,-2.3214442445526235,-1.8791021858933137,0.8108583092689514,-0.0021986067295074463,-0.8168394565582275,-0.7301479578018188,-0.16791033744812012,-0.05454977974295616,4.140079975128174,4.077764511108398,6.210658550262451,6.267550468444824,0.9178066849708557,0.8889361619949341,0.6089999675750732,-0.030657052993774414,-0.18226772546768188,-0.15422749519348145
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,6,0.118481,-1.6701309117081407,-1.7804361104593962,0.31465843319892883,0.18318352103233337,-0.6850419044494629,-0.6868996620178223,-0.18245026469230652,-0.02938254363834858,4.130679130554199,4.080649375915527,6.225505352020264,6.284996032714844,1.0385534763336182,1.0619760751724243,0.6089999675750732,-0.017842739820480347,-0.14814642071723938,-0.15141303837299347
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,7,0.138295,-1.1171083359687841,-1.5911176924087502,0.3340111970901489,0.15143635869026184,-0.3972342610359192,-0.5148770809173584,-0.04466906562447548,-0.01339629478752613,4.110565185546875,4.072908401489258,6.2217535972595215,6.28117561340332,1.1352934837341309,1.1612696647644043,0.6079999208450317,-0.015381380915641785,-0.14860832691192627,-0.15531696379184723
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,8,0.157656,-1.3410486273827003,-1.376368531289371,-0.40461280941963196,0.23367702960968018,-0.26318928599357605,-0.19950759410858154,-0.213314950466156,0.00977950356900692,4.1105217933654785,4.057220935821533,6.191906929016113,6.247008323669434,1.1294043064117432,1.1891520023345947,0.6079999208450317,-0.014428883790969849,-0.17286916077136993,-0.15148089826107025
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,9,0.177421,-1.7178848679335297,-1.0622686045805583,0.025881391018629074,0.31382742524147034,0.24256111681461334,0.19963949918746948,-0.05370179936289787,0.04367445409297943,4.0952630043029785,4.040186882019043,6.134259223937988,6.197830677032471,1.068475604057312,1.1298387050628662,0.6079999208450317,-0.019684821367263794,-0.16984626650810242,-0.15260577201843262
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,10,0.19708799999999999,-1.4661103644773055,-0.7247217659270565,2.0016047954559326,0.26975539326667786,0.3069319725036621,0.31578299403190613,-0.11347495764493942,0.07709120959043503,4.117590427398682,4.038571357727051,6.079860210418701,6.18154239654541,0.9519091248512268,0.9619436264038086,0.6079999208450317,-0.02681228518486023,-0.15692196786403656,-0.15014569461345673
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,11,0.21686,0.1930461039673665,-0.419657931182188,0.18488405644893646,0.2446485310792923,-0.040679797530174255,0.045529693365097046,-0.059679482132196426,0.0965864434838295,4.12969970703125,4.064089775085449,6.1154985427856445,6.218575954437256,0.718106210231781,0.7071542739868164,0.5999999642372131,-0.027018416672945023,-0.1049233190715313,-0.15489020943641663
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,12,0.236516,0.41904949422799326,-0.07743481618250932,-0.4325038492679596,0.3350706696510315,-0.36458176374435425,-0.11378943920135498,-0.12471790611743927,0.09824241697788239,4.150631904602051,4.1138715744018555,6.192061424255371,6.295219421386719,0.4667474031448364,0.4408332407474518,0.5919999480247498,-0.017986170947551727,-0.10741063207387924,-0.15805742144584656
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,13,0.256289,-0.06356685698696732,0.2308484005099762,-0.2846307158470154,0.18487516045570374,-0.20602886378765106,0.14924025535583496,-0.18762944638729095,0.0709858164191246,4.21798849105835,4.169455051422119,6.2823567390441895,6.384622573852539,0.2733147144317627,0.23173217475414276,0.5849999189376831,-0.011419504880905151,-0.13814370334148407,-0.14948199689388275
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,14,0.276113,-0.44329506822833803,0.2960762314473334,-0.0700606182217598,-0.08699119091033936,0.3545958697795868,0.6096733808517456,-0.10648328065872192,0.04058615863323212,4.278113842010498,4.200551986694336,6.346683025360107,6.4488935470581055,0.16465982794761658,0.10151971876621246,0.5689999461174011,-0.01966485008597374,-0.1441987343132496,-0.1525733321905136
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,15,0.305658,-0.4790385227473418,0.03421827169110415,0.2614559233188629,-0.2320656031370163,0.795487105846405,1.0237964391708374,-0.04025740548968315,0.01393338106572628,4.304988384246826,4.195075511932373,6.362075328826904,6.466412544250488,0.19195817410945892,0.0348111093044281,0.562999963760376,-0.04849512130022049,-0.11968355625867844,-0.15555061399936676
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,16,0.315393,-0.00807859187701503,-0.06610419164328543,0.24964454770088196,-0.13153469562530518,0.7831085920333862,0.9976677894592285,-0.0403294712305069,0.008038797415792942,4.299612998962402,4.183901309967041,6.350478172302246,6.450589179992676,0.22848474979400635,0.04445676505565643,0.562999963760376,-0.04849512130022049,-0.11968355625867844,-0.15555061399936676
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,17,0.335097,0.25776480601606744,-0.16339693755191087,-1.0074931383132935,-0.03996981680393219,0.8323106169700623,0.7303506135940552,-0.03264212980866432,-0.008932928554713726,4.256131172180176,4.161732196807861,6.367419242858887,6.419889450073242,0.3231828808784485,0.14106029272079468,0.5619999170303345,-0.057552142068743706,-0.11105330474674702,-0.15490245819091797
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,18,0.36472899999999997,-0.951005127479253,-0.3368085263870917,-0.11407388001680374,-0.15523187816143036,0.07917061448097229,0.06338828802108765,-0.1405494511127472,-0.03080277517437935,4.257267951965332,4.128479957580566,6.306635856628418,6.391956329345703,0.5839587450027466,0.42459431290626526,0.562999963760376,-0.0543542243540287,-0.16396379098296165,-0.14736033976078033
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,19,0.374484,-1.551632252695742,-0.4348972902366219,-0.3098951280117035,-0.18200430274009705,-0.22462758421897888,-0.12768810987472534,-0.1232554242014885,-0.03330966830253601,4.246713638305664,4.120021820068359,6.30753755569458,6.391676425933838,0.7233483195304871,0.5492666363716125,0.562999963760376,-0.0543542243540287,-0.16396379098296165,-0.14736033976078033
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,20,0.394216,-1.7319013520334046,-0.5784942377824691,0.6126559376716614,-0.06030206382274628,-0.5168628692626953,-0.31056904792785645,-0.1339615285396576,-0.025434203445911407,4.2617058753967285,4.112823009490967,6.276346206665039,6.397950172424316,0.9405678510665894,0.7591246366500854,0.562999963760376,-0.040815457701683044,-0.16417387127876282,-0.14788204431533813
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,21,0.424089,-1.2000796685937392,-0.5835240214879162,0.5140146613121033,0.06139896810054779,-0.021466068923473358,-0.29126885533332825,-0.06270021945238113,-0.014414692297577858,4.256857872009277,4.099569797515869,6.278860092163086,6.396299839019775,1.0848207473754883,0.9534159302711487,0.5639999508857727,-0.04130604490637779,-0.13527420535683632,-0.14954961836338043
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,22,0.443534,-0.8476816575162531,-0.4855416304010663,-0.6146788597106934,0.11792001128196716,0.03070383332669735,-0.13904064893722534,-0.16264110803604126,-0.006751176435500383,4.247790813446045,4.078652381896973,6.2497944831848145,6.366823673248291,1.1023268699645996,1.0113041400909424,0.5639999508857727,-0.04218699038028717,-0.16454879939556122,-0.1445883810520172
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,23,0.46335099999999996,-1.2414224675212882,-0.28826089681494993,-0.5940648913383484,0.2292892187833786,0.4373961389064789,0.14972123503684998,-0.046271711587905884,0.008289296180009842,4.212740898132324,4.047276973724365,6.204148292541504,6.303751468658447,1.0710265636444092,0.99676513671875,0.5639999508857727,-0.05361241102218628,-0.18447819352149963,-0.1487884223461151
