mode,pattern,window_id,seed,step,elapsed_s,roll_true,roll_pred,p_true,p_pred,q_true,q_pred,r_true,r_pred,vx_true,vx_pred,vy_true,vy_pred,vz_true,vz_pred,drive,common,differential,rudder
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,24,0.48295199999999994,-2.0323319318162505,-0.039655434583373214,-0.1482260823249817,0.2062315195798874,0.6371066570281982,0.38849973678588867,-0.07594233751296997,0.02921423502266407,4.192124843597412,4.0113396644592285,6.133388996124268,6.235749244689941,0.9165103435516357,0.8905836939811707,0.5639999508857727,-0.0642787516117096,-0.18238480389118195,-0.14684465527534485
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,25,0.5028659999999999,-2.31656819395731,0.17792580575402422,0.9777330160140991,0.15907911956310272,0.47929975390434265,0.23482388257980347,-0.1204061359167099,0.047915294766426086,4.209902763366699,3.988676071166992,6.094302654266357,6.205760478973389,0.7780045866966248,0.6820782423019409,0.5639999508857727,-0.0642787516117096,-0.18238480389118195,-0.14684465527534485
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,26,0.5224579999999999,-1.310489879397073,0.369541271930062,0.07449020445346832,0.15998536348342896,-0.21392300724983215,-0.14489227533340454,0.02677352912724018,0.057919763028621674,4.226977348327637,3.990211009979248,6.072930812835693,6.219053268432617,0.5052745938301086,0.4181762635707855,0.5639999508857727,-0.049498558044433594,-0.14863984286785126,-0.1513993740081787
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,27,0.5420829999999999,-1.0499753425896297,0.6057406700911239,-0.7493292093276978,0.23644277453422546,-0.5220973491668701,-0.31740134954452515,0.002177107147872448,0.05980311334133148,4.245964527130127,4.016969203948975,6.130188465118408,6.268648147583008,0.22494111955165863,0.15381479263305664,0.5639999508857727,-0.03835655748844147,-0.16856491565704346,-0.1501975655555725
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,28,0.5617629999999999,-1.3788650609257636,0.7966174217505725,-0.49154770374298096,0.08189085125923157,-0.39603191614151,-0.06909912824630737,-0.029528943821787834,0.04413706809282303,4.314162731170654,4.054324150085449,6.190089702606201,6.332400798797607,-0.011046184226870537,-0.055509090423583984,0.5639999508857727,-0.03835655748844147,-0.16856491565704346,-0.1501975655555725
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,29,0.5814659999999999,-1.8165824817388527,0.7980377938263463,-0.2534903883934021,-0.09590788185596466,0.023429401218891144,0.3757244944572449,0.0627346783876419,0.032858654856681824,4.366814613342285,4.076496601104736,6.237143516540527,6.38128137588501,-0.15617768466472626,-0.1908593624830246,0.5639999508857727,-0.03991818428039551,-0.17298094928264618,-0.15083684027194977
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,30,0.601251,-2.068688470659859,0.6490171188572226,0.04874294251203537,-0.1812088042497635,0.4829733669757843,0.6555038690567017,0.09675159305334091,0.02163873240351677,4.418210506439209,4.07119083404541,6.26191520690918,6.391955375671387,-0.20106250047683716,-0.2368532121181488,0.5639999508857727,-0.059052467346191406,-0.17344993352890015,-0.15427662432193756
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,31,0.620903,-2.0857296276500197,0.5049496709421241,0.00895746797323227,-0.08449865132570267,0.5344257354736328,0.6698684692382812,0.10719369351863861,0.009121985174715519,4.398431777954102,4.049933910369873,6.253305435180664,6.368984699249268,-0.1705181747674942,-0.21444092690944672,0.5639999508857727,-0.059052467346191406,-0.17344993352890015,-0.15427662432193756
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,32,0.640603,-2.1039948339860577,0.44093039374117643,0.067330002784729,-0.03208521753549576,0.33311429619789124,0.4621307849884033,0.11580954492092133,-0.005080977454781532,4.366430759429932,4.029380798339844,6.232923984527588,6.344710826873779,-0.10250110179185867,-0.11453700065612793,0.5639999508857727,-0.06567612290382385,-0.17823918163776398,-0.15668009221553802
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,33,0.66039,-2.2764728670065346,0.3570871615277776,-0.8655004501342773,-0.11244227737188339,0.13899390399456024,0.06836780905723572,0.07561204582452774,-0.012472020462155342,4.374117374420166,4.012088298797607,6.203450679779053,6.332220077514648,0.04601779580116272,0.07783710956573486,0.5639999508857727,-0.06351706385612488,-0.19659355282783508,-0.15653972327709198
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,34,0.680307,-3.167527348228539,0.24091982789877547,0.21413175761699677,-0.08671730756759644,-0.19997505843639374,-0.3561560809612274,0.04223654419183731,-0.0041175419464707375,4.36702823638916,4.002034664154053,6.178205966949463,6.33471155166626,0.32555487751960754,0.34028783440589905,0.5639999508857727,-0.0609801784157753,-0.20626818388700485,-0.1510489135980606
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,35,0.699839,-3.0069234266692897,0.22342248716317784,0.3372536599636078,0.053048133850097656,-0.6045095920562744,-0.5508309006690979,0.03016924485564232,0.017837807536125183,4.383913993835449,3.9998795986175537,6.159012794494629,6.347468376159668,0.5680188536643982,0.572570264339447,0.5639999508857727,-0.04829959571361542,-0.18946212530136108,-0.1514618992805481
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,36,0.7195469999999999,-2.2081648984422366,0.3531563226730794,0.29516908526420593,0.16401568055152893,-0.8034219145774841,-0.5362392663955688,-0.06419853866100311,0.043260104954242706,4.362655162811279,3.9984545707702637,6.168440341949463,6.357534885406494,0.6903771162033081,0.7265063524246216,0.5639999508857727,-0.03188307583332062,-0.16078074276447296,-0.14955569803714752
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,37,0.7392089999999999,-2.0250589801625165,0.5277195342794145,0.26969805359840393,0.12439437210559845,-0.5591337084770203,-0.4146322011947632,0.0647469311952591,0.0626097172498703,4.344188690185547,3.9840080738067627,6.158188343048096,6.3458571434021,0.8031036853790283,0.8181571364402771,0.5639999508857727,-0.02483387291431427,-0.1724575310945511,-0.1490037441253662
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,38,0.7589649999999999,-1.7828789657590505,0.6978460334906744,-0.4742829501628876,0.14619244635105133,-0.3563641607761383,-0.16267982125282288,-0.0598604716360569,0.08631820976734161,4.34769868850708,3.958340644836426,6.124995231628418,6.303311347961426,0.8376030921936035,0.8503631949424744,0.5639999508857727,-0.024535149335861206,-0.1660432666540146,-0.1545783132314682
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,39,0.7786099999999999,-2.3287644962968823,0.923743606782643,0.09929260611534119,0.21250131726264954,0.07441427558660507,0.13468855619430542,0.05493117496371269,0.12030107527971268,4.320716381072998,3.9260480403900146,6.083323955535889,6.243833541870117,0.8126364946365356,0.8048941493034363,0.5639999508857727,-0.02513621747493744,-0.18461564183235168,-0.14733624458312988
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,40,0.7984119999999999,-2.132565593494604,1.136058174520619,0.3472713232040405,0.10484592616558075,0.4160222113132477,0.17984117567539215,0.041607774794101715,0.14707869291305542,4.320533275604248,3.8986101150512695,6.026304721832275,6.208301544189453,0.6871398091316223,0.6637582778930664,0.5639999508857727,-0.03684721887111664,-0.16986176371574402,-0.15206661820411682
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,41,0.8181469999999998,-1.8489603177005052,1.291061015348527,0.48296695947647095,0.1029752790927887,0.16393761336803436,-0.09847892820835114,0.03558693453669548,0.16644971072673798,4.331891059875488,3.89094614982605,6.024190425872803,6.216550827026367,0.5504871606826782,0.4409603476524353,0.5639999508857727,-0.04438740015029907,-0.16141121089458466,-0.15109318494796753
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,42,0.8377359999999998,-0.4501561151324981,1.4756865999884594,0.8931151628494263,0.1579948514699936,-0.28925639390945435,-0.29163527488708496,0.13005104660987854,0.16878104209899902,4.315521240234375,3.907161235809326,6.052565097808838,6.2629170417785645,0.3151283264160156,0.19338849186897278,0.5639999508857727,-0.033323246985673904,-0.09608472511172295,-0.1558535397052765
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,43,0.8574469999999998,0.2838070407449682,1.7394215740036807,0.4267386794090271,0.2439686357975006,-0.27156969904899597,-0.1319434940814972,0.09852378815412521,0.16139110922813416,4.34806489944458,3.939328193664551,6.096479415893555,6.333163261413574,0.09798773378133774,-0.019465208053588867,0.5639999508857727,-0.028047319501638412,-0.10908040776848793,-0.15658365190029144
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,44,0.8776359999999999,0.5160955851470856,1.9575036408853232,-0.38770484924316406,0.07087594270706177,0.06650501489639282,0.3042706847190857,0.01733008772134781,0.13937164843082428,4.394331932067871,3.95932674407959,6.169916152954102,6.397111892700195,-0.060902535915374756,-0.16912753880023956,0.5639999508857727,-0.02670193836092949,-0.1202915646135807,-0.1547538936138153
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,45,0.8970279999999998,0.29086489658097664,1.9691849777218522,0.08505861461162567,-0.11044451594352722,0.5329163074493408,0.6539932489395142,0.028380759060382843,0.11806754767894745,4.419220447540283,3.9546618461608887,6.200643062591553,6.425357341766357,-0.1310778707265854,-0.22764581441879272,0.5639999508857727,-0.03911059722304344,-0.11508047953248024,-0.15142668783664703
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,46,0.9169909999999998,0.3323779925035767,1.8808926411676796,-0.052582405507564545,-0.10170403867959976,0.780965268611908,0.7398430705070496,0.012378950603306293,0.09671637415885925,4.416778087615967,3.9304089546203613,6.221986293792725,6.411876678466797,-0.13958480954170227,-0.21452616155147552,0.5639999508857727,-0.05538803152740002,-0.11443205364048481,-0.15399722754955292
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,47,0.9366699999999998,0.25144881012149034,1.8361529954324984,0.05039619281888008,-0.027906209230422974,0.6773238778114319,0.5994696617126465,-0.10733548551797867,0.07369552552700043,4.384922981262207,3.904787302017212,6.198573112487793,6.386664867401123,-0.08687866479158401,-0.13460445404052734,0.5639999508857727,-0.06560158357024193,-0.11893155053257942,-0.1496390998363495
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,48,0.9560779999999998,0.21665980935245913,1.7769461546211562,-1.1625040769577026,-0.11569047719240189,0.702388346195221,0.267300009727478,-0.07450906187295914,0.04961129277944565,4.356297016143799,3.8838820457458496,6.194579124450684,6.3711419105529785,0.012076999992132187,0.030418843030929565,0.5639999508857727,-0.06847527623176575,-0.11437222361564636,-0.1459181010723114
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,49,0.9758219999999997,-1.2999861951927552,1.6506663613824188,-0.51956707239151,-0.1305711567401886,0.37353217601776123,-0.17841577529907227,-0.19225195050239563,0.03929606080055237,4.359285831451416,3.8699841499328613,6.147829532623291,6.369783878326416,0.19794370234012604,0.28034573793411255,0.5639999508857727,-0.07764792814850807,-0.18308978900313377,-0.14477552473545074
Stabilized,sustained,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:175,17,50,1.0053429999999997,-1.7660519744615615,1.3753444640951735,-0.012084423564374447,-0.20710235834121704,-0.4490060806274414,-0.5802022218704224,-0.19026954472064972,0.030086971819400787,4.3463287353515625,3.861297845840454,6.135016441345215,6.385714054107666,0.5548945069313049,0.6642392873764038,,,,
Stabilized,reversing,validation:9.17数据/log_11_2026-9-17-06-40-30.ulg:0:25,17,0,0.0,2.254107427367273,2.254107439369985,-0.8232767581939697,-0.8232767581939697,0.8664408922195435,0.8664408922195435,-0.08484786748886108,-0.08484786748886108,0.3240254521369934,0.3240254521369934,-1.3798365592956543,-1.3798365592956543,0.12345034629106522,0.12345034629106522,0.5539999604225159,-0.40807855129241943,0.028042465448379517,0.13114482164382935
Stabilized,reversing,validation:9.17数据/log_11_2026-9-17-06-40-30.ulg:0:25,17,1,0.019962999999999998,1.2111347347078851,1.3055503998455105,0.19891948997974396,-0.777487576007843,0.9819394946098328,0.7677563428878784,-0.020533950999379158,-0.06684530526399612,0.2579168677330017,0.3199153542518616,-1.3861702680587769,-1.4092817306518555,0.1323266178369522,0.258529931306839,0.5559999346733093,-0.43400122225284576,-0.022368863224983215,0.16609223186969757
Stabilized,reversing,validation:9.17数据/log_11_2026-9-17-06-40-30.ulg:0:25,17,2,0.039882,1.1681503501598625,0.39010916668658224,-0.13287276029586792,-0.7708939909934998,1.3727072477340698,0.6641058325767517,-0.0631290152668953,-0.04839971661567688,0.18775668740272522,0.3152381479740143,-1.4598432779312134,-1.434718132019043,0.1262180060148239,0.4021013379096985,0.5639999508857727,-0.48726776242256165,0.09497067332267761,0.11929092556238174
Stabilized,reversing,validation:9.17数据/log_11_2026-9-17-06-40-30.ulg:0:25,17,3,0.059899,1.1177563946291493,-0.3512963853806322,9.491777746006846e-05,-0.4896338880062103,1.1121799945831299,0.5820311903953552,0.08507665991783142,-0.004895128309726715,0.09636435657739639,0.30951204895973206,-1.4191584587097168,-1.4640063047409058,0.14858287572860718,0.5419822931289673,0.5679999589920044,-0.5000001192092896,0.12383854389190674,0.13571932911872864
Stabilized,reversing,validation:9.17数据/log_11_2026-9-17-06-40-30.ulg:0:25,17,4,0.079914,1.6436470154237546,-0.7991656762597249,1.1075013875961304,-0.3069409728050232,0.12920521199703217,0.4879719913005829,0.36112603545188904,0.04030529037117958,0.08225215971469879,0.3033078610897064,-1.3640683889389038,-1.4876132011413574,0.11241383850574493,0.6731376647949219,0.5679999589920044,-0.46966497227549553,0.3452305383980274,0.004295844119042158
Stabilized,reversing,validation:9.17数据/log_11_2026-9-17-06-40-30.ulg:0:25,17,5,0.099742,3.1300671352997926,-0.8320775491817461,0.4485217034816742,0.15570175647735596,-0.03341921791434288,0.324417382478714,0.4403201639652252,0.11678676307201385,0.11173386126756668,0.2998164892196655,-1.2508020401000977,-1.4993317127227783,0.15222910046577454,0.79002445936203,0.5679999589920044,-0.4329497888684273,0.28992437571287155,-0.04131500422954559
Stabilized,reversing,validation:9.17数据/log_11_2026-9-17-06-40-30.ulg:0:25,17,6,0.119727,3.415893204183585,-0.5847087812512763,-0.3689248561859131,0.09265317022800446,0.19378209114074707,0.1451425403356552,0.2552911639213562,0.171574667096138,0.17798185348510742,0.2970704436302185,-1.1090106964111328,-1.4969384670257568,0.2327008694410324,0.8895297050476074,0.5679999589920044,-0.4314683675765991,0.20372003316879272,0.01738952100276947
Stabilized,reversing,validation:9.17数据/log_11_2026-9-17-06-40-30.ulg:0:25,17,7,0.139662,3.254420603090328,-0.5031040722862107,0.28178998827934265,-0.19719843566417694,0.4732968807220459,0.01838669180870056,0.4408870041370392,0.20788463950157166,0.25701215863227844,0.2950199842453003,-1.071149468421936,-1.494014859199524,0.3724709451198578,0.9615955352783203,0.5739999413490295,-0.4789178669452667,0.20316174626350403,0.010841107927262783
Stabilized,reversing,validation:9.17数据/log_11_2026-9-17-06-40-30.ulg:0:25,17,8,0.15962300000000001,4.047275933607141,-0.6148486453677877,-0.2112649530172348,-0.29869937896728516,0.3123968243598938,-0.01437392458319664,0.670576810836792,0.250210702419281,0.28915199637413025,0.29503265023231506,-1.0263468027114868,-1.5045558214187622,0.47967538237571716,0.9990313649177551,0.5779999494552612,-0.48605263233184814,0.3153419494628906,-0.05687429755926132
Stabilized,reversing,validation:9.17数据/log_11_2026-9-17-06-40-30.ulg:0:25,17,9,0.179625,3.905143980752589,-0.5900438075783359,-0.7760365605354309,-0.027261584997177124,0.11593972146511078,-0.018829388543963432,0.604151725769043,0.3124392032623291,0.36731550097465515,0.29831480979919434,-0.93778395652771,-1.5183700323104858,0.6060296297073364,1.013256549835205,0.5779999494552612,-0.4855410009622574,0.12960277497768402,-0.06596854329109192
Stabilized,reversing,validation:9.17数据/log_11_2026-9-17-06-40-30.ulg:0:25,17,10,0.199538,3.7642850982870018,-0.5345008407521257,-0.1412169635295868,-0.3017507791519165,-0.537074863910675,-0.00714156124740839,0.7511354088783264,0.3377358317375183,0.4308561682701111,0.3034726679325104,-0.8292618989944458,-1.5247423648834229,0.7353562712669373,1.0110740661621094,0.575999915599823,-0.4430660381913185,0.209306500852108,-0.1034262552857399
