mode,pattern,step,metric,mean,std,elapsed_median_s,elapsed_p05_s,elapsed_p95_s
ALL_original,ALL,14,position_m,0.1003192712527768,0.0007431491127223903,0.279411,0.27588205,0.28594395
ALL_original,ALL,14,q_rad_s,0.2247812983938715,0.005920392498351755,0.279411,0.27588205,0.28594395
ALL_original,ALL,14,r_rad_s,0.13893188598139414,0.0014801553166043063,0.279411,0.27588205,0.28594395
ALL_original,ALL,14,roll_deg,1.8199988011334265,0.049443838629203915,0.279411,0.27588205,0.28594395
ALL_original,ALL,14,velocity_m_s,0.23392931188813348,0.0012454958624415111,0.279411,0.27588205,0.28594395
ALL_original,ALL,15,attitude_deg,2.8398385803690362,0.017997818674409034,0.29938200000000004,0.2954734,0.30921455
ALL_original,ALL,15,body_rate_rad_s,0.5762791752351487,0.000984744352392859,0.29938200000000004,0.2954734,0.30921455
ALL_original,ALL,15,p_rad_s,0.5107310185789344,0.002729683006579074,0.29938200000000004,0.2954734,0.30921455
ALL_original,ALL,15,position_m,0.10814043008349895,0.00082500552548378,0.29938200000000004,0.2954734,0.30921455
ALL_original,ALL,15,q_rad_s,0.2229652944159107,0.004712216551803588,0.29938200000000004,0.2954734,0.30921455
ALL_original,ALL,15,r_rad_s,0.14156271571083656,0.0016178242413846498,0.29938200000000004,0.2954734,0.30921455
ALL_original,ALL,15,roll_deg,1.9254783701508267,0.05258382323839858,0.29938200000000004,0.2954734,0.30921455
ALL_original,ALL,15,velocity_m_s,0.24430199918698106,0.0016036876006360118,0.29938200000000004,0.2954734,0.30921455
ALL_original,ALL,16,attitude_deg,2.9995269539956886,0.01757323416677944,0.31934049999999997,0.3152033,0.32913194999999995
ALL_original,ALL,16,body_rate_rad_s,0.5935177501461607,0.0014464972333949157,0.31934049999999997,0.3152033,0.32913194999999995
ALL_original,ALL,16,p_rad_s,0.5281952416270319,0.0034331324742072557,0.31934049999999997,0.3152033,0.32913194999999995
ALL_original,ALL,16,position_m,0.11622673785941785,0.0008782267197783215,0.31934049999999997,0.3152033,0.32913194999999995
ALL_original,ALL,16,q_rad_s,0.227212149589328,0.004864549683227209,0.31934049999999997,0.3152033,0.32913194999999995
ALL_original,ALL,16,r_rad_s,0.14286391934392315,0.0009866067232220214,0.31934049999999997,0.3152033,0.32913194999999995
ALL_original,ALL,16,roll_deg,2.0516453739643388,0.05135152011868138,0.31934049999999997,0.3152033,0.32913194999999995
ALL_original,ALL,16,velocity_m_s,0.25295870451365166,0.002387019738598173,0.31934049999999997,0.3152033,0.32913194999999995
ALL_original,ALL,17,attitude_deg,3.145001354806224,0.020961682805971743,0.33930099999999996,0.3350429999999999,0.3452249
ALL_original,ALL,17,body_rate_rad_s,0.5659064765537178,0.0019026012607348095,0.33930099999999996,0.3350429999999999,0.3452249
ALL_original,ALL,17,p_rad_s,0.4937639104413473,0.004921187728574854,0.33930099999999996,0.3350429999999999,0.3452249
ALL_original,ALL,17,position_m,0.12431814423656573,0.0009410758588271598,0.33930099999999996,0.3350429999999999,0.3452249
ALL_original,ALL,17,q_rad_s,0.23275277096972735,0.0058052757364099134,0.33930099999999996,0.3350429999999999,0.3452249
ALL_original,ALL,17,r_rad_s,0.14485035561943602,0.000691695267563046,0.33930099999999996,0.3350429999999999,0.3452249
ALL_original,ALL,17,roll_deg,2.157747617467821,0.05204680727669019,0.33930099999999996,0.3350429999999999,0.3452249
ALL_original,ALL,17,velocity_m_s,0.2628895910918761,0.0032061770668581637,0.33930099999999996,0.3350429999999999,0.3452249
ALL_original,ALL,18,attitude_deg,3.272705620832589,0.027650987267067707,0.359274,0.35472705,0.3653485
ALL_original,ALL,18,body_rate_rad_s,0.5722102666212846,0.002293796883237661,0.359274,0.35472705,0.3653485
ALL_original,ALL,18,p_rad_s,0.5006826817156164,0.005590196946755637,0.359274,0.35472705,0.3653485
ALL_original,ALL,18,position_m,0.13200594818221792,0.0010121619278026382,0.359274,0.35472705,0.3653485
ALL_original,ALL,18,q_rad_s,0.23335897137145542,0.007341385394027211,0.359274,0.35472705,0.3653485
ALL_original,ALL,18,r_rad_s,0.1435431105261476,0.00043897364272682294,0.359274,0.35472705,0.3653485
ALL_original,ALL,18,roll_deg,2.238449600945208,0.05711193307653418,0.359274,0.35472705,0.3653485
ALL_original,ALL,18,velocity_m_s,0.274964250152012,0.004272417754946257,0.359274,0.35472705,0.3653485
ALL_original,ALL,19,attitude_deg,3.39514987376616,0.03317798949700504,0.37923049999999997,0.3744032,0.38910999999999996
ALL_original,ALL,19,body_rate_rad_s,0.5587485834082724,0.0030109095352353166,0.37923049999999997,0.3744032,0.38910999999999996
ALL_original,ALL,19,p_rad_s,0.48762696283517193,0.005326484281076184,0.37923049999999997,0.3744032,0.38910999999999996
ALL_original,ALL,19,position_m,0.14022671925449479,0.001084585494655341,0.37923049999999997,0.3744032,0.38910999999999996
ALL_original,ALL,19,q_rad_s,0.23023993720162164,0.008303561180141202,0.37923049999999997,0.3744032,0.38910999999999996
ALL_original,ALL,19,r_rad_s,0.1424874333535753,0.0008459160939831369,0.37923049999999997,0.3744032,0.38910999999999996
ALL_original,ALL,19,roll_deg,2.3159275173176184,0.0614578614826339,0.37923049999999997,0.3744032,0.38910999999999996
ALL_original,ALL,19,velocity_m_s,0.2894357518628919,0.005391597925709882,0.37923049999999997,0.3744032,0.38910999999999996
ALL_original,ALL,20,attitude_deg,3.5084364280586193,0.03786935877033229,0.39919599999999994,0.39418605000000007,0.40882065000000006
ALL_original,ALL,20,body_rate_rad_s,0.5652178492108703,0.0007439114602034576,0.39919599999999994,0.39418605000000007,0.40882065000000006
ALL_original,ALL,20,p_rad_s,0.49522122794378526,0.00508427637161348,0.39919599999999994,0.39418605000000007,0.40882065000000006
ALL_original,ALL,20,position_m,0.14830979444271797,0.0011736340238222504,0.39919599999999994,0.39418605000000007,0.40882065000000006
ALL_original,ALL,20,q_rad_s,0.23254385277232603,0.010676782895226857,0.39919599999999994,0.39418605000000007,0.40882065000000006
ALL_original,ALL,20,r_rad_s,0.13798556937424064,0.0008660386759472067,0.39919599999999994,0.39418605000000007,0.40882065000000006
ALL_original,ALL,20,roll_deg,2.3955310259026716,0.06301877488131409,0.39919599999999994,0.39418605000000007,0.40882065000000006
ALL_original,ALL,20,velocity_m_s,0.30143844191722907,0.0065443820638285116,0.39919599999999994,0.39418605000000007,0.40882065000000006
ALL_original,ALL,21,attitude_deg,3.634036477107136,0.04129172757562921,0.4191645,0.41391105,0.42413675000000006
ALL_original,ALL,21,body_rate_rad_s,0.5591003424751996,0.00308411322034439,0.4191645,0.41391105,0.42413675000000006
ALL_original,ALL,21,p_rad_s,0.48657467134202514,0.0030865808363729447,0.4191645,0.41391105,0.42413675000000006
ALL_original,ALL,21,position_m,0.15659173366891188,0.001306990563625179,0.4191645,0.41391105,0.42413675000000006
ALL_original,ALL,21,q_rad_s,0.23445309029592487,0.012440894989167063,0.4191645,0.41391105,0.42413675000000006
ALL_original,ALL,21,r_rad_s,0.13927603093708504,0.001309302623224296,0.4191645,0.41391105,0.42413675000000006
ALL_original,ALL,21,roll_deg,2.4844662349278277,0.07275938058732206,0.4191645,0.41391105,0.42413675000000006
ALL_original,ALL,21,velocity_m_s,0.3133300194817258,0.007420847335952847,0.4191645,0.41391105,0.42413675000000006
ALL_original,ALL,22,attitude_deg,3.7548823130609628,0.043955004717203434,0.439145,0.4335862,0.44900795
ALL_original,ALL,22,body_rate_rad_s,0.5992324308754378,0.0042715561173018715,0.439145,0.4335862,0.44900795
ALL_original,ALL,22,p_rad_s,0.5269874546902094,0.0022568998653589517,0.439145,0.4335862,0.44900795
ALL_original,ALL,22,position_m,0.16530538106388507,0.0014422121973132228,0.439145,0.4335862,0.44900795
ALL_original,ALL,22,q_rad_s,0.24219615715373188,0.013324405310440617,0.439145,0.4335862,0.44900795
ALL_original,ALL,22,r_rad_s,0.14499214939303703,0.0013286424589818737,0.439145,0.4335862,0.44900795
ALL_original,ALL,22,roll_deg,2.582682646246711,0.08298562766892226,0.439145,0.4335862,0.44900795
ALL_original,ALL,22,velocity_m_s,0.3239367584661346,0.007470036760332462,0.439145,0.4335862,0.44900795
ALL_original,ALL,23,attitude_deg,3.878239766093713,0.047997590049885734,0.4590989999999999,0.453314,0.46890295
ALL_original,ALL,23,body_rate_rad_s,0.5778393843821782,0.003951601463794071,0.4590989999999999,0.453314,0.46890295
ALL_original,ALL,23,p_rad_s,0.5036140044705993,0.0031471695547688966,0.4590989999999999,0.453314,0.46890295
ALL_original,ALL,23,position_m,0.1740739405797125,0.0015677977361978359,0.4590989999999999,0.453314,0.46890295
ALL_original,ALL,23,q_rad_s,0.23832073903813009,0.013048033887418741,0.4590989999999999,0.453314,0.46890295
ALL_original,ALL,23,r_rad_s,0.14760188689283613,0.0013855353595576363,0.4590989999999999,0.453314,0.46890295
ALL_original,ALL,23,roll_deg,2.685262656985763,0.09182039049640255,0.4590989999999999,0.453314,0.46890295
ALL_original,ALL,23,velocity_m_s,0.33566225213198314,0.007291716909626213,0.4590989999999999,0.453314,0.46890295
ALL_original,ALL,24,attitude_deg,3.9879196740016396,0.049178187963897786,0.479068,0.47306404999999996,0.48397775000000004
ALL_original,ALL,24,body_rate_rad_s,0.5805149652333199,0.002763591535918478,0.479068,0.47306404999999996,0.48397775000000004
ALL_original,ALL,24,p_rad_s,0.5072783176841661,0.00306454145440664,0.479068,0.47306404999999996,0.48397775000000004
ALL_original,ALL,24,position_m,0.1833590988817458,0.0017161397306306903,0.479068,0.47306404999999996,0.48397775000000004
ALL_original,ALL,24,q_rad_s,0.23701111067752334,0.01110695091953668,0.479068,0.47306404999999996,0.48397775000000004
ALL_original,ALL,24,r_rad_s,0.14921869155150805,0.0020493337414172544,0.479068,0.47306404999999996,0.48397775000000004
ALL_original,ALL,24,roll_deg,2.7817246433498197,0.10159262644999813,0.479068,0.47306404999999996,0.48397775000000004
ALL_original,ALL,24,velocity_m_s,0.34665329195790395,0.007335488218319483,0.479068,0.47306404999999996,0.48397775000000004
ALL_original,ALL,25,attitude_deg,4.078397323464925,0.04607174281450137,0.4990945,0.4927660499999999,0.50888
ALL_original,ALL,25,body_rate_rad_s,0.5965765681119547,0.0028140650971414873,0.4990945,0.4927660499999999,0.50888
ALL_original,ALL,25,p_rad_s,0.5209094689846675,0.0034138782082702287,0.4990945,0.4927660499999999,0.50888
ALL_original,ALL,25,position_m,0.19239547622942157,0.0018568135301971827,0.4990945,0.4927660499999999,0.50888
ALL_original,ALL,25,q_rad_s,0.24469929445350966,0.010339493153647477,0.4990945,0.4927660499999999,0.50888
ALL_original,ALL,25,r_rad_s,0.15102117617616095,0.002415567417526702,0.4990945,0.4927660499999999,0.50888
ALL_original,ALL,25,roll_deg,2.861273118395644,0.10541963738723721,0.4990945,0.4927660499999999,0.50888
ALL_original,ALL,25,velocity_m_s,0.35728760153145256,0.007164943745699884,0.4990945,0.4927660499999999,0.50888
ALL_original,ALL,26,attitude_deg,4.178654810875238,0.039676392180720194,0.5190495,0.5124760999999999,0.528866
ALL_original,ALL,26,body_rate_rad_s,0.5973405653179205,0.0027240022992732387,0.5190495,0.5124760999999999,0.528866
ALL_original,ALL,26,p_rad_s,0.524332199550285,0.004018038122432675,0.5190495,0.5124760999999999,0.528866
ALL_original,ALL,26,position_m,0.20174573360066908,0.001995947028534142,0.5190495,0.5124760999999999,0.528866
ALL_original,ALL,26,q_rad_s,0.2409001281026054,0.011625992354891031,0.5190495,0.5124760999999999,0.528866
ALL_original,ALL,26,r_rad_s,0.14976013927878207,0.002954102574450028,0.5190495,0.5124760999999999,0.528866
ALL_original,ALL,26,roll_deg,2.9433267735566937,0.1090310616928122,0.5190495,0.5124760999999999,0.528866
ALL_original,ALL,26,velocity_m_s,0.3665719548899675,0.007081692531349471,0.5190495,0.5124760999999999,0.528866
ALL_original,ALL,27,attitude_deg,4.2903541022282266,0.03567414955706475,0.5389805,0.53223,0.5487809000000001
ALL_original,ALL,27,body_rate_rad_s,0.5906377528844314,0.002811686644433772,0.5389805,0.53223,0.5487809000000001
ALL_original,ALL,27,p_rad_s,0.5156328047458442,0.004214511036904876,0.5389805,0.53223,0.5487809000000001
ALL_original,ALL,27,position_m,0.2110792325701328,0.002139015894052043,0.5389805,0.53223,0.5487809000000001
ALL_original,ALL,27,q_rad_s,0.24076761694070936,0.011924386146694527,0.5389805,0.53223,0.5487809000000001
ALL_original,ALL,27,r_rad_s,0.1511527113089358,0.0025035672340421628,0.5389805,0.53223,0.5487809000000001
ALL_original,ALL,27,roll_deg,3.0350211573839427,0.11507745441208123,0.5389805,0.53223,0.5487809000000001
ALL_original,ALL,27,velocity_m_s,0.3744443515000791,0.006868993095975751,0.5389805,0.53223,0.5487809000000001
ALL_original,ALL,28,attitude_deg,4.410361929749762,0.03601012428797842,0.5590725000000001,0.55194805,0.5685948
ALL_original,ALL,28,body_rate_rad_s,0.5894948955659186,0.0013259821113372203,0.5590725000000001,0.55194805,0.5685948
ALL_original,ALL,28,p_rad_s,0.5161996056212749,0.004110536601839654,0.5590725000000001,0.55194805,0.5685948
ALL_original,ALL,28,position_m,0.22032116199003218,0.002323654870590598,0.5590725000000001,0.55194805,0.5685948
ALL_original,ALL,28,q_rad_s,0.23607689287633024,0.011177813124132513,0.5590725000000001,0.55194805,0.5685948
ALL_original,ALL,28,r_rad_s,0.15294507896776985,0.0024858863962952575,0.5590725000000001,0.55194805,0.5685948
ALL_original,ALL,28,roll_deg,3.141850649373568,0.12437315485234289,0.5590725000000001,0.55194805,0.5685948
ALL_original,ALL,28,velocity_m_s,0.3832140230404885,0.0068712388072413874,0.5590725000000001,0.55194805,0.5685948
ALL_original,ALL,29,attitude_deg,4.529266651486618,0.0382618663406106,0.581194,0.57165005,0.58874895
ALL_original,ALL,29,body_rate_rad_s,0.5715365416254791,0.0001458190926221595,0.581194,0.57165005,0.58874895
ALL_original,ALL,29,p_rad_s,0.49404296144323295,0.005282916227879178,0.581194,0.57165005,0.58874895
ALL_original,ALL,29,position_m,0.22996852291307243,0.0025196380665686207,0.581194,0.57165005,0.58874895
ALL_original,ALL,29,q_rad_s,0.23844747313857895,0.01043793425581677,0.581194,0.57165005,0.58874895
ALL_original,ALL,29,r_rad_s,0.15321874674681804,0.0025750902317313033,0.581194,0.57165005,0.58874895
ALL_original,ALL,29,roll_deg,3.246230366044397,0.1333034856970338,0.581194,0.57165005,0.58874895
ALL_original,ALL,29,velocity_m_s,0.3929459368443999,0.007054251002215121,0.581194,0.57165005,0.58874895
ALL_original,ALL,30,attitude_deg,4.645081807831893,0.038752819877890414,0.5996504999999999,0.59136905,0.60875885
ALL_original,ALL,30,body_rate_rad_s,0.5902120463560504,0.0014273108221758589,0.5996504999999999,0.59136905,0.60875885
ALL_original,ALL,30,p_rad_s,0.5153243969642763,0.006537947772910442,0.5996504999999999,0.59136905,0.60875885
ALL_original,ALL,30,position_m,0.24006774595505753,0.0027088976281171456,0.5996504999999999,0.59136905,0.60875885
ALL_original,ALL,30,q_rad_s,0.23937066446339586,0.012730371253213474,0.5996504999999999,0.59136905,0.60875885
ALL_original,ALL,30,r_rad_s,0.1552922211949387,0.0026972195776383758,0.5996504999999999,0.59136905,0.60875885
ALL_original,ALL,30,roll_deg,3.3497201793848768,0.13986348532922024,0.5996504999999999,0.59136905,0.60875885
