state,below_train_min_rollouts,above_train_max_rollouts,earliest_low_time_s,median_first_low_time_s,predicted_min,predicted_max,train_min,train_max
body_rate,135,0,0.2993789999999999,3.0038920000000044,0.0013697553658857942,1.6708569526672363,0.017742847680964458,4.910339495905188
acceleration,181,0,0.177435,2.4050150000000006,0.047227393835783005,7.8200788497924805,0.19804963797598,62.738949717707584
