experiment,partition,window_id,log_id,step,actual_duration_s,dt_s,epsilon,epsilon_control,epsilon_max_matrix_difference,singular_epsilon_difference,radius_epsilon_difference,largest_singular,spectral_radius,dynamic_largest_singular,dynamic_spectral_radius,rigid_largest_singular,rigid_spectral_radius
R3,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:0:0,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.009857999999999999,0.001,0.002,0.00021272898,3.946724855596884e-05,2.010403483621026e-05,1.0782634633189936,1.0020074447340315,1.0782607214345055,1.0020074447340306,1.0204295732219295,1.0019807376444734
R3,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:0:890,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.019715999999999997,0.001,0.002,0.0019073486,2.1795856340656172e-05,0.0,1.1620973095254887,1.0004042387008667,1.1620901453965193,0.9986572568472678,1.0404115389450554,0.9961371792877785
R3,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:3:90,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.029573,0.001,0.002,0.0019073486,7.941390171994911e-05,0.0007751665109112515,1.2493187536938186,0.9996290721899554,1.2493128208377313,0.9996290721899551,1.0574415859831416,0.9969139270535601
R3,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:3:990,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.029571999999999998,0.001,0.002,0.007629335,0.00014586913791259093,0.00667572021484375,1.2481113909690982,1.0070799589157104,1.248102818685943,0.992285248248807,1.0638798057711032,0.9931036739107567
R3,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:3:1880,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.019715,0.001,0.002,0.0019073486,0.00015255467639563314,7.713325423597261e-05,1.16312321290943,1.0008783843404658,1.1631192428017845,1.0008783843404656,1.0370339120796335,0.9992451507165592
R3,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:3:2770,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.019714,0.001,0.002,0.0019073486,0.00012033491903618021,0.0009536147117614746,1.1662222678004985,0.9994506239891052,1.1662200427609917,0.9992654946544451,1.037819820886595,0.9996454022802516
R3,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:3:3670,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.019714,0.001,0.002,0.0019073486,4.308860451063268e-05,0.00046549673586659956,1.1599026581129692,0.9999387419650001,1.1598799848655423,0.9999387419649985,1.0368901136247537,0.9979392028521739
R3,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:5:230,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.019714,0.001,0.002,0.0019073486,6.619596527079885e-05,5.959055164161953e-05,1.1597245807071581,1.0011153036563372,1.1597203372997613,1.0011153036563365,1.0391487732273414,1.0013404226964573
R3,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:5:1120,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.009856,0.001,0.002,0.0076293936,2.9349555548563444e-05,0.005928183732895942,1.079133935508525,1.0070799589157104,1.0791328786691088,1.0011489060763623,1.0199023601198913,1.0009586591849322
R3,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:5:2020,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.02957,0.001,0.002,0.00095367426,2.3105925129884852e-05,0.0004023313522338867,1.2457013550601272,1.0000019073486328,1.245681794372264,0.9986611504620949,1.0604888138970796,0.9995111484527814
R3,train,train:2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg:0:0,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,0.0,0.019961,0.001,0.002,0.0002980232,2.6822356056221963e-06,6.798566867249889e-07,1.1671045240489792,1.0012831705572691,1.1670986271502635,1.0012831705572691,1.0406011978662792,1.0012379321095695
R3,train,train:2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg:0:910,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,0.0,0.019961,0.001,0.002,0.0019073486,1.4089358891355985e-05,0.000134409107289013,1.1643715425861758,1.0013724592005184,1.164367093075545,1.0013724592005182,1.0381617926880107,0.9990599930481975
R3,train,train:2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg:3:220,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,0.0,0.019961,0.001,0.002,0.0019073486,2.5156124031200378e-05,4.093207496791429e-05,1.16289423063728,1.0049545518946545,1.1628890999077777,1.0049545518946554,1.0391171729963384,1.0043100717775124
R3,train,train:2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg:3:1130,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,0.0,0.01996,0.001,0.002,0.0076293945,3.613347552522406e-05,0.00667572021484375,1.1617065999722922,1.0070799589157104,1.161702003862801,0.9993634593908043,1.037308067436564,0.9995413354643186
R3,train,train:2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg:3:2040,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,0.0,0.01996,0.001,0.002,0.0019073486,0.00013256797736116432,5.941475091919557e-05,1.1621284368724036,1.0060908845506293,1.1621255842396006,1.0060908845506276,1.0448456005758475,1.0060899918991963
R3,train,train:2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg:3:2950,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,0.0,0.01996,0.001,0.002,0.0009536743,1.1784754187393887e-05,0.00014315761699768004,1.1625581163570624,1.0006035039359737,1.162555870322323,1.0006035039359737,1.0387079533357986,0.9977378479676843
R3,train,train:2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg:3:3860,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,0.0,0.029939,0.001,0.002,0.007629335,4.7121087133561446e-05,0.005799206632050913,1.2523048624580702,1.0070799589157104,1.2523010268478885,1.001321963454902,1.0629123190279026,0.9974487005419201
R3,train,train:2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg:5:30,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,0.0,0.01996,0.001,0.002,0.00095367426,1.5829536282430112e-05,3.7460378125020455e-05,1.1639700999708942,1.0025547360722444,1.1639668850775886,1.0025547360722444,1.0446622174924065,1.003729746064893
R3,train,train:2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg:5:940,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,0.0,0.01996,0.001,0.002,0.007629335,6.85024564797132e-05,0.006503735382112685,1.1657398767870568,1.0070799589157104,1.1657356507570698,1.0003854846543128,1.0422458642809012,1.0002038748088462
R3,train,train:2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg:5:1860,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,0.0,0.019961,0.001,0.002,0.0009536147,3.09609480586559e-06,0.0001448624704114554,1.1661237293404705,1.0041826212463905,1.1661183921267209,1.0041826212463898,1.0509402028522306,1.0043603558240755
R3,train,train:2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg:1:0,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,0,0.0,0.019961,0.001,0.002,0.00047683713,0.0001017479744627181,5.4347358617645725e-05,1.163435419945702,1.00142546994334,1.163429472702189,1.0014254699433416,1.0395988053398277,1.0007779281191078
