experiment,horizon_s,rotation_component_rms,body_derivative_component_rms,vector_sum_rms
A3_dynamic_delta,0.2,0.16642172634601593,7.2685297070408605,7.273883372982433
A3_dynamic_delta,0.5,0.2513071596622467,8.110266669181833,8.116961254227746
A3_dynamic_delta,1.0,0.3750101327896118,8.958223898113431,8.97213727060759
A3_dynamic_delta,2.0,0.511292040348053,9.827095565465065,9.848132757041952
A3_dynamic_delta,3.0,0.5693375468254089,10.183046307043439,10.202150637374782
A3_dynamic_delta,5.0,0.6661017537117004,10.42298664870756,10.437218102333816
