experiment,partition,horizon_s,signal,source,temporal_std_median,rms_median,mean_vector_norm_median,temporal_delta_norm_mean,norm_at_horizon_median
A3_dynamic_delta,validation,0.2,velocity_n,pred,0.25171589851379395,6.849505424499512,6.846219539642334,0.10095199942588806,6.818758010864258
A3_dynamic_delta,validation,0.2,velocity_n,truth,0.4389345208143617,6.934426468027348,6.91917696550859,0.1918366034883966,6.938929447711466
A3_dynamic_delta,validation,0.2,angular_velocity_b,pred,0.4826472997665405,0.5722501277923584,0.28490281105041504,0.22093437612056732,0.4749789237976074
A3_dynamic_delta,validation,0.2,angular_velocity_b,truth,0.659665026439992,0.755908157146965,0.33952384056247853,0.531706536006208,0.7115457891137846
A3_dynamic_delta,validation,0.2,acceleration_n,pred,4.436691683350517,5.409194419267233,2.6063301817964875,1.9388456358191901,3.7489976421232685
A3_dynamic_delta,validation,0.2,acceleration_n,truth,9.96475624164907,10.617951116064466,3.6099667981457575,5.600303329170351,8.952411117558238
A3_dynamic_delta,validation,0.2,angular_acceleration_b,pred,10.90063710470325,11.700643786668312,3.637308819048501,5.016239510661727,9.439026231244027
A3_dynamic_delta,validation,0.2,angular_acceleration_b,truth,28.42363754783537,29.057123241621007,5.039673075659401,34.07702852435046,23.849822810991395
A3_dynamic_delta,validation,0.2,gru_hidden,pred,1.5043976306915283,2.466850996017456,1.9050043821334839,0.7231119871139526,2.1921963691711426
A3_dynamic_delta,validation,0.5,velocity_n,pred,0.3009501099586487,6.811837196350098,6.808060169219971,0.0831141471862793,6.715164661407471
A3_dynamic_delta,validation,0.5,velocity_n,truth,0.513298987370617,6.935421575325303,6.900072517157298,0.19172106039809675,6.95256712230821
A3_dynamic_delta,validation,0.5,angular_velocity_b,pred,0.4321753978729248,0.5026589632034302,0.22469021379947662,0.18063752353191376,0.3386908769607544
A3_dynamic_delta,validation,0.5,angular_velocity_b,truth,0.6846214851260939,0.7540437767849566,0.27515593009899847,0.5293376671031235,0.7173525164253336
A3_dynamic_delta,validation,0.5,acceleration_n,pred,3.979031287448323,4.484981317184804,1.6877806120302896,1.6064689828093266,2.7144676011914926
A3_dynamic_delta,validation,0.5,acceleration_n,truth,10.415585628683782,10.628014401321991,1.982324744579522,5.612778706196865,8.91905447916999
A3_dynamic_delta,validation,0.5,angular_acceleration_b,pred,9.64125846132094,9.774428686858514,1.2993565505907858,4.178330144528368,5.690163624630294
A3_dynamic_delta,validation,0.5,angular_acceleration_b,truth,29.18972547028538,29.2813041236734,1.7911383314270761,33.910664556567134,24.515869695887694
A3_dynamic_delta,validation,0.5,gru_hidden,pred,1.3474141359329224,2.264495849609375,1.7925961017608643,0.6059858798980713,2.0049946308135986
A3_dynamic_delta,validation,1.0,velocity_n,pred,0.42973071336746216,6.729501724243164,6.704151153564453,0.06949032098054886,6.6608567237854
A3_dynamic_delta,validation,1.0,velocity_n,truth,0.6596272783853243,6.938633906050741,6.867877968140755,0.1919132010547004,6.896679680437979
A3_dynamic_delta,validation,1.0,angular_velocity_b,pred,0.35137510299682617,0.4257219731807709,0.2030092179775238,0.14033634960651398,0.22946758568286896
A3_dynamic_delta,validation,1.0,angular_velocity_b,truth,0.7063954159469465,0.7618648274467033,0.2562111638504996,0.5311125131147877,0.7122347755649974
A3_dynamic_delta,validation,1.0,acceleration_n,pred,3.2778534709445264,3.7179398793374263,1.393714961412178,1.31300896446893,2.0729368756439523
A3_dynamic_delta,validation,1.0,acceleration_n,truth,10.37705776658876,10.617066712902602,1.677184772869177,5.616916537829085,9.15743049179602
A3_dynamic_delta,validation,1.0,angular_acceleration_b,pred,7.544009721120853,7.609267345650457,0.685752892615721,3.3026429271308038,2.7880148728709093
A3_dynamic_delta,validation,1.0,angular_acceleration_b,truth,29.542106744990633,29.595523882762198,1.009158922862578,34.05668788114374,25.8372053710447
A3_dynamic_delta,validation,1.0,gru_hidden,pred,1.1873704195022583,2.0928006172180176,1.6934223175048828,0.5108077526092529,1.823563814163208
A3_dynamic_delta,validation,2.0,velocity_n,pred,0.6441572308540344,6.695520401000977,6.660957336425781,0.057021163403987885,6.606659889221191
A3_dynamic_delta,validation,2.0,velocity_n,truth,1.004987591956867,6.906681743278876,6.795617663676431,0.19165636648486678,6.893726051719503
A3_dynamic_delta,validation,2.0,angular_velocity_b,pred,0.27654919028282166,0.33441123366355896,0.15551072359085083,0.09987181425094604,0.15051135420799255
A3_dynamic_delta,validation,2.0,angular_velocity_b,truth,0.7225337071944044,0.7688433184984064,0.22026244449792862,0.530525439677366,0.71062728222781
A3_dynamic_delta,validation,2.0,acceleration_n,pred,2.6862608005627178,3.0289717985851095,1.0201608947371463,1.0632419831682056,1.8464216413456511
A3_dynamic_delta,validation,2.0,acceleration_n,truth,10.461708793583501,10.596625323698492,1.3935266281588206,5.608422694091064,9.052803747520466
A3_dynamic_delta,validation,2.0,angular_acceleration_b,pred,5.607197066927473,5.629927089837513,0.34908207414864556,2.3680754125287824,1.593419317573857
A3_dynamic_delta,validation,2.0,angular_acceleration_b,truth,29.544932290286958,29.556153640128834,0.5600723875563801,34.02651841456036,25.514188122010488
A3_dynamic_delta,validation,2.0,gru_hidden,pred,1.0986952781677246,1.9339405298233032,1.5584452152252197,0.4264869689941406,1.7030460834503174
A3_dynamic_delta,validation,3.0,velocity_n,pred,0.8107985258102417,6.655467987060547,6.579453468322754,0.05099062621593475,6.481488227844238
A3_dynamic_delta,validation,3.0,velocity_n,truth,1.3109465154739928,6.917734444788584,6.7403234574974125,0.1913992141943915,6.913018353121668
A3_dynamic_delta,validation,3.0,angular_velocity_b,pred,0.24700047075748444,0.28921523690223694,0.12536823749542236,0.0807541012763977,0.1382407546043396
A3_dynamic_delta,validation,3.0,angular_velocity_b,truth,0.7382944729416964,0.771896508851853,0.19724779915141694,0.5300220702285029,0.7086115300114568
A3_dynamic_delta,validation,3.0,acceleration_n,pred,2.4987074452578493,2.7005686822360127,0.8286233129565808,0.9481364113361239,1.7533319297627763
A3_dynamic_delta,validation,3.0,acceleration_n,truth,10.457260799032339,10.566169826890544,1.2213281405733474,5.597340187754776,8.98071777838907
A3_dynamic_delta,validation,3.0,angular_acceleration_b,pred,4.728632813335908,4.734191587627417,0.2415515148424304,1.9166558678121437,1.4666671102294453
A3_dynamic_delta,validation,3.0,angular_acceleration_b,truth,29.56370166561972,29.565817798943485,0.43524696791364065,33.98916427334874,25.610650675561278
A3_dynamic_delta,validation,3.0,gru_hidden,pred,1.0585031509399414,1.8714213371276855,1.4726998805999756,0.3873378038406372,1.673815131187439
A3_dynamic_delta,validation,5.0,velocity_n,pred,1.2016997337341309,6.532186508178711,6.426543235778809,0.044908296316862106,6.221390247344971
A3_dynamic_delta,validation,5.0,velocity_n,truth,1.9712163830965994,6.9301480249101,6.524022345863257,0.1909226171539225,6.919785146441636
A3_dynamic_delta,validation,5.0,angular_velocity_b,pred,0.2143443524837494,0.24422314763069153,0.09436206519603729,0.06317199021577835,0.13209538161754608
A3_dynamic_delta,validation,5.0,angular_velocity_b,truth,0.7525308031737107,0.7746364650642712,0.16787470104098123,0.5289769624908586,0.7123669152090975
A3_dynamic_delta,validation,5.0,acceleration_n,pred,2.266721941440599,2.4143454419973005,0.6916033071730449,0.8314482540681616,1.6732441375138705
A3_dynamic_delta,validation,5.0,acceleration_n,truth,10.475463862155195,10.562607107945336,1.1164437961893419,5.575785369054892,8.93858740073076
A3_dynamic_delta,validation,5.0,angular_acceleration_b,pred,3.8512754328747416,3.854147543331436,0.14381497106959318,1.4977346376416487,1.4960888110741755
A3_dynamic_delta,validation,5.0,angular_acceleration_b,truth,29.556915764880117,29.55864065309321,0.3106129284783611,33.91313887709889,25.225955878977192
A3_dynamic_delta,validation,5.0,gru_hidden,pred,1.013776183128357,1.8014189004898071,1.4352855682373047,0.3505721092224121,1.688749074935913
