experiment,horizon_s,position_m_change_pct,velocity_m_s_change_pct,attitude_deg_change_pct,body_rate_rad_s_change_pct,frequency_hz_change_pct,phase_rad_change_pct
A0_baseline_retrain,0.2,0.0,0.0,0.0,0.0,0.0,0.0
A0_baseline_retrain,0.5,0.0,0.0,0.0,0.0,0.0,0.0
A0_baseline_retrain,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A0_baseline_retrain,2.0,0.0,0.0,0.0,0.0,0.0,0.0
A0_baseline_retrain,3.0,0.0,0.0,0.0,0.0,0.0,0.0
A0_baseline_retrain,5.0,0.0,0.0,0.0,0.0,0.0,0.0
A1_longer_rollout,0.2,13.329375786122055,16.947146415760518,19.943758147699864,5.639366408892954,8.103602177828705,6.99866804342979
A1_longer_rollout,0.5,11.494909435434186,6.041148024214649,3.6499726021586465,3.547209327411638,5.890081633294675,11.41428759128138
A1_longer_rollout,1.0,5.070182718230387,3.506966536854672,0.42488618107965337,0.7447234413529458,4.749498708364808,10.595585817111264
A1_longer_rollout,2.0,6.0139722232514625,7.988875355160219,5.413384581761349,0.5281148979850103,2.9418265157658885,6.453185543811446
A1_longer_rollout,3.0,7.851398290166078,8.094753001545785,7.361926185583623,0.13544093583157668,2.5180364052216797,-1.2131275412919806
A1_longer_rollout,5.0,8.941241600801874,8.161979687669518,6.492424003125397,0.3137583445949277,3.0167869149859694,-2.6450550020548746
A2_multi_horizon,0.2,-32.56101401350825,-30.009317844613758,1.617248230941648,-6.471561668416326,-8.333011166593863,-7.583761544111589
A2_multi_horizon,0.5,-11.756760916985254,-0.1556932335293415,0.9593800056558077,-6.9308341477667295,-1.7339519507481027,-1.2164808711565889
A2_multi_horizon,1.0,0.14851581179771145,1.9796214186416305,3.3703439999748452,-3.394803801031443,0.39956099401858847,2.162376456516135
A2_multi_horizon,2.0,2.8930977634972876,3.807626551260168,5.205877485838628,1.182644742945671,0.8470172778846763,1.1917189348438884
A2_multi_horizon,3.0,3.1062725762398324,3.4643060078805243,4.394554866945977,2.1421628153925454,1.020909902403866,-0.8968236618153269
A2_multi_horizon,5.0,1.847417845034749,0.994859189892483,0.28323622575820995,2.532214672281996,1.4164732355272713,-0.4036972454453891
A3_dynamic_delta,0.2,-29.200405975929733,-25.19381206418788,1.4081419633887426,-5.651439541641723,-4.753626925685106,-4.8669738130454725
A3_dynamic_delta,0.5,-10.498409231082562,1.9755350070166156,2.545112712376163,-6.402770337686825,0.06919986594839944,-0.24850548984526322
A3_dynamic_delta,1.0,0.4670716402134012,2.0320563152286475,4.612987065418972,-3.288779442870704,1.0382051200039433,2.3035711385212654
A3_dynamic_delta,2.0,1.5572529929178236,2.4593273328626264,5.04821673591791,0.8091764490023801,1.8107661585858414,3.5221482904710166
A3_dynamic_delta,3.0,1.6481017476417836,2.5090760732035866,4.2681667676190305,1.0655441589159764,1.9828619711528495,5.0690656028767656
A3_dynamic_delta,5.0,0.81355513219592,0.21139058817172263,-0.18187143357268898,0.3782416188298887,1.956360081134223,2.1421812304674326
