experiment,start_step,end_step,elapsed_s,signal,norm_median,variation_median,truth_variation_median,variation_ratio_median
A0_baseline_retrain,230,240,4.800267,angular_velocity_b,0.11890112608671188,0.04115217179059982,0.6318637110202068,0.06429253998308006
A0_baseline_retrain,230,240,4.800267,gru_hidden,1.766789197921753,0.6141214370727539,,
A0_baseline_retrain,240,250,4.9997975,angular_acceleration_b,0.9148483276367188,0.8767136335372925,28.243495139741924,0.0321304775200123
A0_baseline_retrain,240,250,4.9997975,angular_velocity_b,0.1169954389333725,0.039942868053913116,0.6416207283404468,0.06208827230548575
A0_baseline_retrain,240,250,4.9997975,gru_hidden,1.7826621532440186,0.6153212189674377,,
A1_longer_rollout,0,10,0.199593,angular_acceleration_b,4.37912130355835,3.2555432319641113,28.42363754783537,0.11274771333243813
A1_longer_rollout,0,10,0.199593,angular_velocity_b,0.39527085423469543,0.26453059911727905,0.6410667799995876,0.40778695947650645
A1_longer_rollout,0,10,0.199593,gru_hidden,2.1735453605651855,0.723849356174469,,
A1_longer_rollout,10,20,0.39918999999999993,angular_acceleration_b,0.9915889501571655,0.8310396671295166,28.388951674900667,0.02939676998183199
A1_longer_rollout,10,20,0.39918999999999993,angular_velocity_b,0.22613021731376648,0.048252739012241364,0.6412688158704121,0.07506588465942199
A1_longer_rollout,10,20,0.39918999999999993,gru_hidden,1.9748754501342773,0.5835468769073486,,
A1_longer_rollout,20,30,0.5987919999999999,angular_acceleration_b,0.7768051624298096,0.6924824714660645,28.08404988307515,0.025172553448405265
A1_longer_rollout,20,30,0.5987919999999999,angular_velocity_b,0.20875760912895203,0.03590083867311478,0.6327497852936758,0.05688231591476242
A1_longer_rollout,20,30,0.5987919999999999,gru_hidden,1.9317150115966797,0.5791544914245605,,
A1_longer_rollout,30,40,0.798395,angular_acceleration_b,0.6967549324035645,0.6401888132095337,28.423622029235652,0.024107043813077447
A1_longer_rollout,30,40,0.798395,angular_velocity_b,0.2096567153930664,0.03244311735033989,0.6375359986779339,0.05234193117897413
A1_longer_rollout,30,40,0.798395,gru_hidden,1.8905683755874634,0.5681698322296143,,
A1_longer_rollout,40,50,0.997981,angular_acceleration_b,0.6959882974624634,0.6534298658370972,28.47340969569772,0.02344255133042517
A1_longer_rollout,40,50,0.997981,angular_velocity_b,0.19728854298591614,0.030723150819540024,0.6408600990206579,0.049132771299277775
A1_longer_rollout,40,50,0.997981,gru_hidden,1.8266717195510864,0.5694161653518677,,
A1_longer_rollout,50,60,1.1975915,angular_acceleration_b,0.6996299028396606,0.6572327613830566,28.404138131417934,0.023640918519580664
A1_longer_rollout,50,60,1.1975915,angular_velocity_b,0.18605992197990417,0.031140657141804695,0.639985296224117,0.049090956948080675
A1_longer_rollout,50,60,1.1975915,gru_hidden,1.770445704460144,0.5666998028755188,,
A1_longer_rollout,60,70,1.3972149999999999,angular_acceleration_b,0.6997159719467163,0.6581120491027832,28.388951674900667,0.02393522796808866
A1_longer_rollout,60,70,1.3972149999999999,angular_velocity_b,0.17535673081874847,0.031440138816833496,0.6412688158704121,0.04927856768213539
A1_longer_rollout,60,70,1.3972149999999999,gru_hidden,1.7447644472122192,0.5685642957687378,,
A1_longer_rollout,70,80,1.596826,angular_acceleration_b,0.7062251567840576,0.6526341438293457,27.993781432430026,0.023632854879379453
A1_longer_rollout,70,80,1.596826,angular_velocity_b,0.17006516456604004,0.030852340161800385,0.6308368779423108,0.048992995430105116
A1_longer_rollout,70,80,1.596826,gru_hidden,1.7078869342803955,0.5671718716621399,,
A1_longer_rollout,80,90,1.7964095000000002,angular_acceleration_b,0.6900595426559448,0.6502088308334351,28.41948163800849,0.02291988393457846
A1_longer_rollout,80,90,1.7964095000000002,angular_velocity_b,0.16425293684005737,0.030425075441598892,0.6357668155932259,0.04743287424310734
A1_longer_rollout,80,90,1.7964095000000002,gru_hidden,1.6802928447723389,0.5650472044944763,,
A1_longer_rollout,90,100,1.996114,angular_acceleration_b,0.6883978843688965,0.6512792110443115,28.43998135763167,0.023232863019936965
A1_longer_rollout,90,100,1.996114,angular_velocity_b,0.14984974265098572,0.030817564576864243,0.6443639587793807,0.04749739570698232
A1_longer_rollout,90,100,1.996114,gru_hidden,1.6692533493041992,0.5666409730911255,,
A1_longer_rollout,100,110,2.198139500000001,angular_acceleration_b,0.6943204402923584,0.6532816290855408,28.42363754783537,0.022965958169984275
A1_longer_rollout,100,110,2.198139500000001,angular_velocity_b,0.14096397161483765,0.029948998242616653,0.6420470850541519,0.0473230468706159
A1_longer_rollout,100,110,2.198139500000001,gru_hidden,1.655167818069458,0.5660594701766968,,
A1_longer_rollout,110,120,2.3954715,angular_acceleration_b,0.6741765737533569,0.6288381814956665,28.334747378670706,0.023082169601797937
A1_longer_rollout,110,120,2.3954715,angular_velocity_b,0.13382545113563538,0.029310692101716995,0.641465769171423,0.04672361931814978
A1_longer_rollout,110,120,2.3954715,gru_hidden,1.6405324935913086,0.5665432810783386,,
A1_longer_rollout,120,130,2.60236,angular_acceleration_b,0.6545937061309814,0.6201225519180298,27.95483011227267,0.02266977340285463
A1_longer_rollout,120,130,2.60236,angular_velocity_b,0.12500661611557007,0.029359832406044006,0.6303724730081302,0.04591575917281923
A1_longer_rollout,120,130,2.60236,gru_hidden,1.6299291849136353,0.5659372806549072,,
A1_longer_rollout,130,140,2.799681,angular_acceleration_b,0.6642215847969055,0.6194276809692383,28.351307576005283,0.022852433562093606
A1_longer_rollout,130,140,2.799681,angular_velocity_b,0.11728683114051819,0.02890000306069851,0.6349170937442126,0.04550574470422642
A1_longer_rollout,130,140,2.799681,gru_hidden,1.6270109415054321,0.5696812868118286,,
A1_longer_rollout,140,150,3.0037700000000003,angular_acceleration_b,0.6518038511276245,0.6154468059539795,28.2879501373258,0.02219160862150565
A1_longer_rollout,140,150,3.0037700000000003,angular_velocity_b,0.11604845523834229,0.028624720871448517,0.6466287162767559,0.04448305502908815
A1_longer_rollout,140,150,3.0037700000000003,gru_hidden,1.6259046792984009,0.5645785331726074,,
A1_longer_rollout,150,160,3.2033965,angular_acceleration_b,0.6593419313430786,0.6272121667861938,28.25632621887349,0.022217757961705484
A1_longer_rollout,150,160,3.2033965,angular_velocity_b,0.11090023815631866,0.028082866221666336,0.639985296224117,0.04430513607454492
A1_longer_rollout,150,160,3.2033965,gru_hidden,1.6267565488815308,0.5658968091011047,,
A1_longer_rollout,160,170,3.4029420000000004,angular_acceleration_b,0.6453821659088135,0.6040007472038269,28.334747378670706,0.022051722465846052
A1_longer_rollout,160,170,3.4029420000000004,angular_velocity_b,0.11092735826969147,0.028383683413267136,0.641465769171423,0.044965438978458956
A1_longer_rollout,160,170,3.4029420000000004,gru_hidden,1.624021291732788,0.5664331912994385,,
A1_longer_rollout,170,180,3.602533,angular_acceleration_b,0.6386358737945557,0.6135777235031128,27.88200789360553,0.02209476713441609
A1_longer_rollout,170,180,3.602533,angular_velocity_b,0.10950545966625214,0.028135497123003006,0.6298384547660012,0.044486982193519306
A1_longer_rollout,170,180,3.602533,gru_hidden,1.6288175582885742,0.5657373666763306,,
A1_longer_rollout,180,190,3.8021995000000004,angular_acceleration_b,0.63946533203125,0.608893871307373,28.30164699283144,0.022126062530673944
A1_longer_rollout,180,190,3.8021995000000004,angular_velocity_b,0.11021503806114197,0.02766033634543419,0.6326317269002845,0.0435046505883766
A1_longer_rollout,180,190,3.8021995000000004,gru_hidden,1.6180293560028076,0.569399893283844,,
A1_longer_rollout,190,200,4.001841499999999,angular_acceleration_b,0.6358309984207153,0.6107423305511475,28.2660357394924,0.02186339207750565
A1_longer_rollout,190,200,4.001841499999999,angular_velocity_b,0.11005884408950806,0.02784004807472229,0.644527061900104,0.04380545941389677
A1_longer_rollout,190,200,4.001841499999999,gru_hidden,1.6078636646270752,0.5668396949768066,,
A1_longer_rollout,200,210,4.201353,angular_acceleration_b,0.6374253034591675,0.6106789708137512,28.34756727036188,0.02192605369871074
A1_longer_rollout,200,210,4.201353,angular_velocity_b,0.10872684419155121,0.02773990109562874,0.639985296224117,0.04284236801578374
A1_longer_rollout,200,210,4.201353,gru_hidden,1.5973031520843506,0.566764235496521,,
A1_longer_rollout,210,220,4.400984500000001,angular_acceleration_b,0.6466359496116638,0.6090601682662964,28.280171408208687,0.022010415247287196
A1_longer_rollout,210,220,4.400984500000001,angular_velocity_b,0.10904350131750107,0.02740076184272766,0.641465769171423,0.043079175667645936
A1_longer_rollout,210,220,4.400984500000001,gru_hidden,1.6089359521865845,0.5683364868164062,,
A1_longer_rollout,220,230,4.600636500000001,angular_acceleration_b,0.6322444677352905,0.6010119915008545,27.897244955559454,0.022018838383332483
A1_longer_rollout,220,230,4.600636500000001,angular_velocity_b,0.10849432647228241,0.027858475223183632,0.6293659837160122,0.04418337351752736
A1_longer_rollout,220,230,4.600636500000001,gru_hidden,1.5987439155578613,0.5664875507354736,,
A1_longer_rollout,230,240,4.800267,angular_acceleration_b,0.639537513256073,0.611346423625946,28.18889070975961,0.021903154437498757
A1_longer_rollout,230,240,4.800267,angular_velocity_b,0.10683150589466095,0.027643967419862747,0.6318637110202068,0.04356694352910804
A1_longer_rollout,230,240,4.800267,gru_hidden,1.589470624923706,0.5670297145843506,,
A1_longer_rollout,240,250,4.9997975,angular_acceleration_b,0.6353918313980103,0.6065196990966797,28.243495139741924,0.02208547256784233
A1_longer_rollout,240,250,4.9997975,angular_velocity_b,0.10770200192928314,0.027580462396144867,0.6416207283404468,0.043827524555501686
A1_longer_rollout,240,250,4.9997975,gru_hidden,1.589154839515686,0.5683457851409912,,
A2_multi_horizon,0,10,0.199593,angular_acceleration_b,10.846439361572266,10.784738540649414,28.42363754783537,0.3696888208972291
A2_multi_horizon,0,10,0.199593,angular_velocity_b,0.543553352355957,0.4604259729385376,0.6410667799995876,0.717891103449281
A2_multi_horizon,0,10,0.199593,gru_hidden,2.600459337234497,1.6413154602050781,,
A2_multi_horizon,10,20,0.39918999999999993,angular_acceleration_b,8.114015579223633,8.107379913330078,28.388951674900667,0.2881548334891301
A2_multi_horizon,10,20,0.39918999999999993,angular_velocity_b,0.4422461688518524,0.3502964973449707,0.6412688158704121,0.5430169292566185
A2_multi_horizon,10,20,0.39918999999999993,gru_hidden,2.2888636589050293,1.2426784038543701,,
A2_multi_horizon,20,30,0.5987919999999999,angular_acceleration_b,6.478495121002197,6.515814781188965,28.08404988307515,0.22640051341943387
A2_multi_horizon,20,30,0.5987919999999999,angular_velocity_b,0.3754783868789673,0.28168851137161255,0.6327497852936758,0.4352972810503297
A2_multi_horizon,20,30,0.5987919999999999,gru_hidden,2.1327290534973145,1.0206866264343262,,
A2_multi_horizon,30,40,0.798395,angular_acceleration_b,5.152204990386963,5.1707353591918945,28.423622029235652,0.18403646616493233
A2_multi_horizon,30,40,0.798395,angular_velocity_b,0.3307644724845886,0.2273479551076889,0.6375359986779339,0.35347171347513523
A2_multi_horizon,30,40,0.798395,gru_hidden,2.036968469619751,0.8891520500183105,,
A2_multi_horizon,40,50,0.997981,angular_acceleration_b,4.413619041442871,4.49488639831543,28.47340969569772,0.1541526451244391
A2_multi_horizon,40,50,0.997981,angular_velocity_b,0.2987704873085022,0.18848374485969543,0.6408600990206579,0.29469429158718785
A2_multi_horizon,40,50,0.997981,gru_hidden,1.9570735692977905,0.7976042032241821,,
A2_multi_horizon,50,60,1.1975915,angular_acceleration_b,3.646564483642578,3.6046042442321777,28.404138131417934,0.12509349218857277
A2_multi_horizon,50,60,1.1975915,angular_velocity_b,0.2593170404434204,0.16163530945777893,0.639985296224117,0.24255136575222275
A2_multi_horizon,50,60,1.1975915,gru_hidden,1.9086239337921143,0.7280228137969971,,
A2_multi_horizon,60,70,1.3972149999999999,angular_acceleration_b,3.2024240493774414,3.225848913192749,28.388951674900667,0.1127436345386157
A2_multi_horizon,60,70,1.3972149999999999,angular_velocity_b,0.23867830634117126,0.14328238368034363,0.6412688158704121,0.22295334498400451
A2_multi_horizon,60,70,1.3972149999999999,gru_hidden,1.8700292110443115,0.6917102336883545,,
A2_multi_horizon,70,80,1.596826,angular_acceleration_b,2.8442158699035645,2.82456636428833,27.993781432430026,0.1020513241946295
A2_multi_horizon,70,80,1.596826,angular_velocity_b,0.21681317687034607,0.12600849568843842,0.6308368779423108,0.19911575595532233
A2_multi_horizon,70,80,1.596826,gru_hidden,1.8334680795669556,0.6618589162826538,,
A2_multi_horizon,80,90,1.7964095000000002,angular_acceleration_b,2.7223968505859375,2.7295632362365723,28.41948163800849,0.09914271241674272
A2_multi_horizon,80,90,1.7964095000000002,angular_velocity_b,0.20673078298568726,0.11471773684024811,0.6357668155932259,0.18497670021359647
A2_multi_horizon,80,90,1.7964095000000002,gru_hidden,1.817162036895752,0.6548844575881958,,
A2_multi_horizon,90,100,1.996114,angular_acceleration_b,2.5425705909729004,2.5393171310424805,28.43998135763167,0.08799201769896092
A2_multi_horizon,90,100,1.996114,angular_velocity_b,0.190454363822937,0.11283336579799652,0.6443639587793807,0.1821557167169573
A2_multi_horizon,90,100,1.996114,gru_hidden,1.808135747909546,0.6466625928878784,,
A2_multi_horizon,100,110,2.198139500000001,angular_acceleration_b,2.5533342361450195,2.5317749977111816,28.42363754783537,0.09013214579571471
A2_multi_horizon,100,110,2.198139500000001,angular_velocity_b,0.18415726721286774,0.10533294826745987,0.6420470850541519,0.1687060895201337
A2_multi_horizon,100,110,2.198139500000001,gru_hidden,1.793078899383545,0.6413862705230713,,
A2_multi_horizon,110,120,2.3954715,angular_acceleration_b,2.447481155395508,2.4002957344055176,28.334747378670706,0.0863993595693415
A2_multi_horizon,110,120,2.3954715,angular_velocity_b,0.17705315351486206,0.10726910084486008,0.641465769171423,0.16970936686557742
A2_multi_horizon,110,120,2.3954715,gru_hidden,1.7875611782073975,0.6444186568260193,,
A2_multi_horizon,120,130,2.60236,angular_acceleration_b,2.4739060401916504,2.418027400970459,27.95483011227267,0.08633693200561504
A2_multi_horizon,120,130,2.60236,angular_velocity_b,0.17448455095291138,0.10489317774772644,0.6303724730081302,0.16967894279975626
A2_multi_horizon,120,130,2.60236,gru_hidden,1.773155689239502,0.6378277540206909,,
A2_multi_horizon,130,140,2.799681,angular_acceleration_b,2.4068570137023926,2.3505804538726807,28.351307576005283,0.08708007434091708
A2_multi_horizon,130,140,2.799681,angular_velocity_b,0.17143607139587402,0.10649165511131287,0.6349170937442126,0.16894427219121227
A2_multi_horizon,130,140,2.799681,gru_hidden,1.7649000883102417,0.641188383102417,,
A2_multi_horizon,140,150,3.0037700000000003,angular_acceleration_b,2.432326555252075,2.3995397090911865,28.2879501373258,0.08523437344591417
A2_multi_horizon,140,150,3.0037700000000003,angular_velocity_b,0.17010706663131714,0.10383926331996918,0.6466287162767559,0.16558690872640508
A2_multi_horizon,140,150,3.0037700000000003,gru_hidden,1.7660404443740845,0.640204668045044,,
A2_multi_horizon,150,160,3.2033965,angular_acceleration_b,2.4090442657470703,2.342251777648926,28.25632621887349,0.08507429653665577
A2_multi_horizon,150,160,3.2033965,angular_velocity_b,0.1676679253578186,0.10538314282894135,0.639985296224117,0.16538301853411036
A2_multi_horizon,150,160,3.2033965,gru_hidden,1.7689874172210693,0.640399694442749,,
A2_multi_horizon,160,170,3.4029420000000004,angular_acceleration_b,2.5099010467529297,2.43815279006958,28.334747378670706,0.08619758843528808
A2_multi_horizon,160,170,3.4029420000000004,angular_velocity_b,0.16648226976394653,0.10505983233451843,0.641465769171423,0.16618251066879042
A2_multi_horizon,160,170,3.4029420000000004,gru_hidden,1.764103889465332,0.6399827003479004,,
A2_multi_horizon,170,180,3.602533,angular_acceleration_b,2.456448554992676,2.3756728172302246,27.88200789360553,0.08513367552423565
A2_multi_horizon,170,180,3.602533,angular_velocity_b,0.168594628572464,0.10665465891361237,0.6298384547660012,0.1669622399634972
A2_multi_horizon,170,180,3.602533,gru_hidden,1.767432451248169,0.6384050846099854,,
A2_multi_horizon,180,190,3.8021995000000004,angular_acceleration_b,2.460373640060425,2.3989455699920654,28.30164699283144,0.087393050001422
A2_multi_horizon,180,190,3.8021995000000004,angular_velocity_b,0.1688496172428131,0.10504946112632751,0.6326317269002845,0.17118565382516598
A2_multi_horizon,180,190,3.8021995000000004,gru_hidden,1.7640621662139893,0.6366236209869385,,
A2_multi_horizon,190,200,4.001841499999999,angular_acceleration_b,2.436534881591797,2.388300657272339,28.2660357394924,0.0852771474514646
A2_multi_horizon,190,200,4.001841499999999,angular_velocity_b,0.1690630316734314,0.10522312670946121,0.644527061900104,0.17079637255366792
A2_multi_horizon,190,200,4.001841499999999,gru_hidden,1.7621817588806152,0.6355355978012085,,
A2_multi_horizon,200,210,4.201353,angular_acceleration_b,2.479102611541748,2.4160304069519043,28.34756727036188,0.0855160864122866
A2_multi_horizon,200,210,4.201353,angular_velocity_b,0.16478422284126282,0.1044849306344986,0.639985296224117,0.16405454293306904
A2_multi_horizon,200,210,4.201353,gru_hidden,1.7678780555725098,0.6357824206352234,,
A2_multi_horizon,210,220,4.400984500000001,angular_acceleration_b,2.445490837097168,2.4186878204345703,28.280171408208687,0.0877144068434236
A2_multi_horizon,210,220,4.400984500000001,angular_velocity_b,0.16464778780937195,0.10651388764381409,0.641465769171423,0.16853983044346932
A2_multi_horizon,210,220,4.400984500000001,gru_hidden,1.773125171661377,0.6372394561767578,,
A2_multi_horizon,220,230,4.600636500000001,angular_acceleration_b,2.466093063354492,2.4170851707458496,27.897244955559454,0.08675635529708123
A2_multi_horizon,220,230,4.600636500000001,angular_velocity_b,0.16234922409057617,0.10531563311815262,0.6293659837160122,0.1711000584692675
A2_multi_horizon,220,230,4.600636500000001,gru_hidden,1.767437219619751,0.6348059773445129,,
A2_multi_horizon,230,240,4.800267,angular_acceleration_b,2.475727081298828,2.420380115509033,28.18889070975961,0.08897795404215302
A2_multi_horizon,230,240,4.800267,angular_velocity_b,0.16447806358337402,0.10719328373670578,0.6318637110202068,0.17113564660396768
A2_multi_horizon,230,240,4.800267,gru_hidden,1.76674485206604,0.6342504024505615,,
A2_multi_horizon,240,250,4.9997975,angular_acceleration_b,2.455439805984497,2.406285285949707,28.243495139741924,0.08744401250958728
A2_multi_horizon,240,250,4.9997975,angular_velocity_b,0.16373062133789062,0.1052652895450592,0.6416207283404468,0.17216892326572864
A2_multi_horizon,240,250,4.9997975,gru_hidden,1.7743008136749268,0.6358028650283813,,
A3_dynamic_delta,0,10,0.199593,angular_acceleration_b,10.94045639038086,10.900636672973633,28.42363754783537,0.3765810829847243
A3_dynamic_delta,0,10,0.199593,angular_velocity_b,0.5496711730957031,0.46954554319381714,0.6410667799995876,0.7344525303400575
A3_dynamic_delta,0,10,0.199593,gru_hidden,2.4856529235839844,1.4803942441940308,,
A3_dynamic_delta,10,20,0.39918999999999993,angular_acceleration_b,7.799633979797363,7.898096561431885,28.388951674900667,0.28139553129394956
A3_dynamic_delta,10,20,0.39918999999999993,angular_velocity_b,0.4389707148075104,0.3450484275817871,0.6412688158704121,0.5340567833454994
A3_dynamic_delta,10,20,0.39918999999999993,gru_hidden,2.1709609031677246,1.0881447792053223,,
A3_dynamic_delta,20,30,0.5987919999999999,angular_acceleration_b,5.821237564086914,5.825713634490967,28.08404988307515,0.20807195677566992
