candidate,reference,horizon_s,metric,change_pct,ci95_lower,ci95_upper,improved_flights,n_flights
A2_multi_horizon,A1_longer_rollout,0.2,velocity_m_s,-40.15186834353243,-41.397842391164474,-38.853716492607326,5,5
A2_multi_horizon,A1_longer_rollout,0.2,attitude_deg,-15.27925270958309,-18.694146425458648,-11.701436365117424,5,5
A2_multi_horizon,A1_longer_rollout,0.2,body_rate_rad_s,-11.464408098049471,-13.57104389478363,-9.16715825355805,5,5
A2_multi_horizon,A1_longer_rollout,0.2,frequency_hz,-15.204501064991883,-16.14170040400047,-14.53919333174747,5,5
A2_multi_horizon,A1_longer_rollout,0.2,phase_rad,-13.628608518399943,-15.67033902192463,-11.785089509181256,5,5
A2_multi_horizon,A1_longer_rollout,0.5,position_m,-20.854468127878334,-25.157616576838915,-16.411203725013447,5,5
A2_multi_horizon,A1_longer_rollout,0.5,velocity_m_s,-5.8438081567439575,-7.715109745355053,-3.6890828278953522,5,5
A2_multi_horizon,A1_longer_rollout,0.5,attitude_deg,-2.5958449664335137,-4.347429319220641,-0.8503707446596565,4,5
A2_multi_horizon,A1_longer_rollout,0.5,body_rate_rad_s,-10.119097890940987,-11.667898373841822,-8.534764248328564,5,5
A2_multi_horizon,A1_longer_rollout,0.5,frequency_hz,-7.199950615247797,-8.201878401859963,-5.929523608896359,5,5
A2_multi_horizon,A1_longer_rollout,0.5,phase_rad,-11.33675826997469,-12.550941882603862,-10.064361706265924,5,5
A2_multi_horizon,A1_longer_rollout,1.0,position_m,-4.684170883790362,-8.163183731261148,-1.4531317486790951,5,5
A2_multi_horizon,A1_longer_rollout,1.0,velocity_m_s,-1.475596444679128,-2.341039337940576,-0.6443369293482437,5,5
A2_multi_horizon,A1_longer_rollout,1.0,attitude_deg,2.9329959245203208,0.8950917611450837,4.656207161685466,1,5
A2_multi_horizon,A1_longer_rollout,1.0,body_rate_rad_s,-4.108927099089376,-4.951613794055798,-3.178000565085226,5,5
A2_multi_horizon,A1_longer_rollout,1.0,frequency_hz,-4.152705042013583,-5.344495413948691,-2.944340710720117,5,5
A2_multi_horizon,A1_longer_rollout,1.0,phase_rad,-7.625267589378182,-8.359987814414039,-6.7679480728243275,5,5
A2_multi_horizon,A1_longer_rollout,2.0,position_m,-2.9438331517113725,-3.9784590507204842,-1.8856354802627595,5,5
A2_multi_horizon,A1_longer_rollout,2.0,velocity_m_s,-3.8719255017227505,-5.47975992098565,-2.1213681947648833,5,5
A2_multi_horizon,A1_longer_rollout,2.0,attitude_deg,-0.19685080480631445,-3.5858447432266516,3.3758036704809147,2,5
A2_multi_horizon,A1_longer_rollout,2.0,body_rate_rad_s,0.651091334623044,-1.702542846850108,2.7571197286805127,2,5
A2_multi_horizon,A1_longer_rollout,2.0,frequency_hz,-2.0349446952549477,-2.754136674988772,-1.1514110868462324,5,5
A2_multi_horizon,A1_longer_rollout,2.0,phase_rad,-4.942516827551547,-6.56667383286631,-3.324459614156805,5,5
A2_multi_horizon,A1_longer_rollout,3.0,position_m,-4.399688635616816,-6.027477568552286,-2.3266956736751276,5,5
A2_multi_horizon,A1_longer_rollout,3.0,velocity_m_s,-4.283692653980198,-7.591002500293098,-0.6664398361877377,4,5
A2_multi_horizon,A1_longer_rollout,3.0,attitude_deg,-2.7638953808525324,-6.947673232082041,1.8621089906609933,3,5
A2_multi_horizon,A1_longer_rollout,3.0,body_rate_rad_s,2.004007632868876,1.4700713011246869,2.75696205908349,0,5
A2_multi_horizon,A1_longer_rollout,3.0,frequency_hz,-1.4603542511292034,-2.1367778599879594,-0.8864861068119234,5,5
A2_multi_horizon,A1_longer_rollout,3.0,phase_rad,0.32018817035521785,-1.4720256981481827,1.8820913360218183,1,5
A2_multi_horizon,A1_longer_rollout,5.0,position_m,-6.51160538610468,-9.559673931837477,-2.8043965013764827,5,5
A2_multi_horizon,A1_longer_rollout,5.0,velocity_m_s,-6.626284502625546,-10.289807056721312,-2.5212205961699485,5,5
A2_multi_horizon,A1_longer_rollout,5.0,attitude_deg,-5.830638034105551,-9.884924167546794,-1.2534030527404538,4,5
A2_multi_horizon,A1_longer_rollout,5.0,body_rate_rad_s,2.2115175069667536,0.6156550569996089,3.5501484542594497,1,5
A2_multi_horizon,A1_longer_rollout,5.0,frequency_hz,-1.5534494206069227,-2.0857883730707627,-0.8754188952645348,5,5
A2_multi_horizon,A1_longer_rollout,5.0,phase_rad,2.3022536314480924,-1.181894555152485,5.980711391817994,1,5
A3_dynamic_delta,A2_multi_horizon,0.2,position_m,4.983182929606267,3.669767032648674,6.32950140654176,0,5
A3_dynamic_delta,A2_multi_horizon,0.2,velocity_m_s,6.880209810978788,6.1982569618467265,7.698658252046453,0,5
A3_dynamic_delta,A2_multi_horizon,0.2,attitude_deg,-0.20577832129214935,-0.5686874937995801,0.3941715677302948,4,5
A3_dynamic_delta,A2_multi_horizon,0.2,body_rate_rad_s,0.8768692618036145,0.3732219755847166,1.4738769889674597,0,5
A3_dynamic_delta,A2_multi_horizon,0.2,frequency_hz,3.904769084772619,3.7150719970074686,4.097212860111021,0,5
A3_dynamic_delta,A2_multi_horizon,0.2,phase_rad,2.93972983153048,2.3607397781330697,3.5486464414037133,0,5
A3_dynamic_delta,A2_multi_horizon,0.5,position_m,1.4260035091401058,0.7321317872382993,1.9272005663099057,0,5
A3_dynamic_delta,A2_multi_horizon,0.5,velocity_m_s,2.1345515929423575,1.5724696166210972,2.741607039978633,0,5
A3_dynamic_delta,A2_multi_horizon,0.5,attitude_deg,1.5706640696798502,1.17762849942451,1.989624740273599,0,5
A3_dynamic_delta,A2_multi_horizon,0.5,body_rate_rad_s,0.5673885709025495,0.2077803183532012,0.9867464795051184,1,5
A3_dynamic_delta,A2_multi_horizon,0.5,frequency_hz,1.8349693027166047,1.6300142921233496,2.025312610644181,0,5
A3_dynamic_delta,A2_multi_horizon,0.5,phase_rad,0.9798956241362511,0.6029133862777813,1.4621946425107835,0,5
A3_dynamic_delta,A2_multi_horizon,1.0,position_m,0.3180834242360042,-0.21122189096632882,0.7134159925622496,1,5
A3_dynamic_delta,A2_multi_horizon,1.0,velocity_m_s,0.05141703396973618,-0.3511713502353575,0.4353867715961579,2,5
A3_dynamic_delta,A2_multi_horizon,1.0,attitude_deg,1.2021272420689844,0.8836789491220243,1.5993050798677189,0,5
A3_dynamic_delta,A2_multi_horizon,1.0,body_rate_rad_s,0.10975016079091127,-0.4709417901675117,0.6385603158646225,2,5
A3_dynamic_delta,A2_multi_horizon,1.0,frequency_hz,0.6361025084794969,0.19565294166619118,1.3121512303297056,0,5
A3_dynamic_delta,A2_multi_horizon,1.0,phase_rad,0.13820614486705907,-0.25858121631409103,0.45534564726890103,1,5
A3_dynamic_delta,A2_multi_horizon,2.0,position_m,-1.2982841411286583,-1.7622543004964686,-0.8857977536969708,5,5
A3_dynamic_delta,A2_multi_horizon,2.0,velocity_m_s,-1.2988440861151473,-1.8686812334552938,-0.6770491402381729,5,5
A3_dynamic_delta,A2_multi_horizon,2.0,attitude_deg,-0.1498592604219473,-0.7401206269538219,0.27435798588510973,3,5
A3_dynamic_delta,A2_multi_horizon,2.0,body_rate_rad_s,-0.3691031153535196,-1.5970015006727567,0.7669204903257398,3,5
A3_dynamic_delta,A2_multi_horizon,2.0,frequency_hz,0.9556543234645165,0.49139788236667314,1.6540423514070701,0,5
A3_dynamic_delta,A2_multi_horizon,2.0,phase_rad,2.302984256179741,1.242449819356084,3.6427116598777953,0,5
A3_dynamic_delta,A2_multi_horizon,3.0,position_m,-1.41424065885013,-1.8587125361356094,-0.9883499771065396,5,5
A3_dynamic_delta,A2_multi_horizon,3.0,velocity_m_s,-0.9232458724501513,-1.7774041227439974,-0.13623555070829685,4,5
A3_dynamic_delta,A2_multi_horizon,3.0,attitude_deg,-0.12106771228442836,-1.1617561611976246,0.8392194137448739,2,5
A3_dynamic_delta,A2_multi_horizon,3.0,body_rate_rad_s,-1.0540394160464372,-2.402113954733065,-0.009596424356850264,4,5
A3_dynamic_delta,A2_multi_horizon,3.0,frequency_hz,0.9522306517317558,0.4740690182122753,1.4452644775898804,0,5
A3_dynamic_delta,A2_multi_horizon,3.0,phase_rad,6.019876945551972,4.219898830899127,8.967339141602103,0,5
A3_dynamic_delta,A2_multi_horizon,5.0,position_m,-1.0151094006250583,-1.9886139397976565,-0.0859252068918126,3,5
A3_dynamic_delta,A2_multi_horizon,5.0,velocity_m_s,-0.7757509718862576,-2.6823080475620653,0.7983111635352147,3,5
A3_dynamic_delta,A2_multi_horizon,5.0,attitude_deg,-0.4637940266345564,-2.5120494299151184,1.1243325198738052,2,5
A3_dynamic_delta,A2_multi_horizon,5.0,body_rate_rad_s,-2.10077687323611,-3.335253610837541,-0.9423248318902955,5,5
A3_dynamic_delta,A2_multi_horizon,5.0,frequency_hz,0.5323463027087971,0.08034264075449382,1.1816506107599878,1,5
A3_dynamic_delta,A2_multi_horizon,5.0,phase_rad,2.5561977759223753,-1.1886963230588021,6.927912278177684,2,5
A2_multi_horizon,A0_baseline_retrain,0.2,position_m,-32.561014013508185,-35.51357072630419,-29.407893861953617,5,5
A2_multi_horizon,A0_baseline_retrain,0.2,velocity_m_s,-30.009317844613758,-31.256381942950938,-28.718111568564396,5,5
A2_multi_horizon,A0_baseline_retrain,0.2,attitude_deg,1.617248230941648,-0.9001542561154929,4.870417911498737,2,5
A2_multi_horizon,A0_baseline_retrain,0.2,body_rate_rad_s,-6.471561668416326,-8.985015298719413,-3.2434075138336294,5,5
A2_multi_horizon,A0_baseline_retrain,0.2,frequency_hz,-8.333011166593906,-8.948227152896438,-7.7401808786498165,5,5
A2_multi_horizon,A0_baseline_retrain,0.2,phase_rad,-7.583761544111567,-8.917448568032869,-6.282510144489095,5,5
A2_multi_horizon,A0_baseline_retrain,0.5,position_m,-11.756760916985254,-15.49216592456617,-7.739712529489829,5,5
A2_multi_horizon,A0_baseline_retrain,0.5,velocity_m_s,-0.1556932335293415,-2.3613450210113185,1.5955604475468732,2,5
A2_multi_horizon,A0_baseline_retrain,0.5,attitude_deg,0.9593800056558077,-0.6368912672230609,2.3184822021352414,1,5
A2_multi_horizon,A0_baseline_retrain,0.5,body_rate_rad_s,-6.9308341477667295,-8.326864556239356,-5.41511806090329,5,5
A2_multi_horizon,A0_baseline_retrain,0.5,frequency_hz,-1.7339519507480805,-2.4286062537437147,-1.0349131146569546,5,5
A2_multi_horizon,A0_baseline_retrain,0.5,phase_rad,-1.2164808711565667,-2.4684918472305473,0.09278364951814666,3,5
A2_multi_horizon,A0_baseline_retrain,1.0,position_m,0.14851581179771145,-3.20079506461578,3.880036441483823,3,5
A2_multi_horizon,A0_baseline_retrain,1.0,velocity_m_s,1.9796214186416305,0.500981269935874,3.806869128147139,1,5
A2_multi_horizon,A0_baseline_retrain,1.0,attitude_deg,3.3703439999748674,2.314229778265009,4.427641536741045,0,5
A2_multi_horizon,A0_baseline_retrain,1.0,body_rate_rad_s,-3.394803801031443,-3.68190939841323,-3.086994338206639,5,5
A2_multi_horizon,A0_baseline_retrain,1.0,frequency_hz,0.3995609940186329,-0.15826100691040956,0.9981186446150092,2,5
A2_multi_horizon,A0_baseline_retrain,1.0,phase_rad,2.162376456516135,0.8006684473741199,3.590564436044572,0,5
A2_multi_horizon,A0_baseline_retrain,2.0,position_m,2.89309776349731,1.004165221709763,4.999180875975329,0,5
A2_multi_horizon,A0_baseline_retrain,2.0,velocity_m_s,3.807626551260168,1.6613127800924277,6.225212319341855,0,5
A2_multi_horizon,A0_baseline_retrain,2.0,attitude_deg,5.205877485838584,3.09988030407895,7.622140531188859,0,5
A2_multi_horizon,A0_baseline_retrain,2.0,body_rate_rad_s,1.182644742945671,-0.8849510696724017,3.5064165131971414,2,5
A2_multi_horizon,A0_baseline_retrain,2.0,frequency_hz,0.8470172778847207,0.3266623790541212,1.1931765946991946,1,5
A2_multi_horizon,A0_baseline_retrain,2.0,phase_rad,1.1917189348439106,-0.1060942730188974,2.635114593622667,1,5
A2_multi_horizon,A0_baseline_retrain,3.0,position_m,3.1062725762398324,1.1166687636807948,5.73959351551665,0,5
A2_multi_horizon,A0_baseline_retrain,3.0,velocity_m_s,3.4643060078805243,1.2332032408835625,6.749408971696247,0,5
A2_multi_horizon,A0_baseline_retrain,3.0,attitude_deg,4.394554866945977,1.8704607567693987,7.180948772963356,0,5
A2_multi_horizon,A0_baseline_retrain,3.0,body_rate_rad_s,2.1421628153925454,0.7324291753606049,3.648155570506062,0,5
A2_multi_horizon,A0_baseline_retrain,3.0,frequency_hz,1.020909902403866,0.4289765026409542,1.7587978434104201,0,5
A2_multi_horizon,A0_baseline_retrain,3.0,phase_rad,-0.8968236618153269,-1.8984710747330213,-0.03290360555174843,4,5
A2_multi_horizon,A0_baseline_retrain,5.0,position_m,1.8474178450347045,-0.6852238828190971,5.251586390392227,1,5
A2_multi_horizon,A0_baseline_retrain,5.0,velocity_m_s,0.994859189892483,-2.460025431908952,4.312056103440454,1,5
A2_multi_horizon,A0_baseline_retrain,5.0,attitude_deg,0.28323622575820995,-3.387578970635774,3.1675583164592735,1,5
A2_multi_horizon,A0_baseline_retrain,5.0,body_rate_rad_s,2.532214672281996,0.6129446252429505,4.352560454415633,1,5
A2_multi_horizon,A0_baseline_retrain,5.0,frequency_hz,1.4164732355272047,0.8036679756448173,2.0189388803458774,0,5
A2_multi_horizon,A0_baseline_retrain,5.0,phase_rad,-0.403697245445378,-2.930960945489325,1.863789510598135,3,5
A3_dynamic_delta,A0_baseline_retrain,0.2,position_m,-29.200405975929765,-31.431901278397056,-26.817328023247246,5,5
A3_dynamic_delta,A0_baseline_retrain,0.2,velocity_m_s,-25.19381206418788,-26.31305008083916,-24.097602301493826,5,5
A3_dynamic_delta,A0_baseline_retrain,0.2,attitude_deg,1.4081419633887426,-0.8830828736138696,4.609968592999669,2,5
A3_dynamic_delta,A0_baseline_retrain,0.2,body_rate_rad_s,-5.651439541641723,-7.9091108231615115,-2.4980946905446166,4,5
A3_dynamic_delta,A0_baseline_retrain,0.2,frequency_hz,-4.753626925685084,-5.345972629293117,-4.1655049481091115,5,5
A3_dynamic_delta,A0_baseline_retrain,0.2,phase_rad,-4.866973813045461,-5.798822296516393,-3.95778813334422,5,5
A3_dynamic_delta,A0_baseline_retrain,0.5,position_m,-10.498409231082562,-13.910394507441781,-7.064194537750723,5,5
A3_dynamic_delta,A0_baseline_retrain,0.5,velocity_m_s,1.9755350070166156,0.3934985563323323,3.436367855579503,1,5
A3_dynamic_delta,A0_baseline_retrain,0.5,attitude_deg,2.545112712376163,0.8443557502241905,3.8235820355135397,1,5
A3_dynamic_delta,A0_baseline_retrain,0.5,body_rate_rad_s,-6.402770337686825,-7.572437903771412,-5.068469315877988,5,5
A3_dynamic_delta,A0_baseline_retrain,0.5,frequency_hz,0.06919986594844385,-0.7215485978128822,0.9031819153777487,3,5
A3_dynamic_delta,A0_baseline_retrain,0.5,phase_rad,-0.2485054898452299,-1.3179629370168366,0.8698574628054345,2,5
A3_dynamic_delta,A0_baseline_retrain,1.0,position_m,0.4670716402134012,-2.7308141912982364,3.6499901673462376,2,5
A3_dynamic_delta,A0_baseline_retrain,1.0,velocity_m_s,2.0320563152286475,0.8592461039657051,3.704058849994296,0,5
A3_dynamic_delta,A0_baseline_retrain,1.0,attitude_deg,4.612987065418972,3.4925735426101,5.6918451178602725,0,5
A3_dynamic_delta,A0_baseline_retrain,1.0,body_rate_rad_s,-3.288779442870704,-4.162923557140119,-2.5385096495295856,5,5
A3_dynamic_delta,A0_baseline_retrain,1.0,frequency_hz,1.0382051200039877,0.22586881878632337,2.0542097168594564,0,5
A3_dynamic_delta,A0_baseline_retrain,1.0,phase_rad,2.3035711385212654,0.8438442562999304,3.8788982000429018,0,5
A3_dynamic_delta,A0_baseline_retrain,2.0,position_m,1.5572529929178236,0.03901848285607912,3.1463183622294277,1,5
A3_dynamic_delta,A0_baseline_retrain,2.0,velocity_m_s,2.4593273328626264,0.7935032753634275,4.390625071536756,0,5
A3_dynamic_delta,A0_baseline_retrain,2.0,attitude_deg,5.04821673591791,3.0451297333523364,7.146068933541971,0,5
A3_dynamic_delta,A0_baseline_retrain,2.0,body_rate_rad_s,0.8091764490023801,-0.19675157415193212,2.0894238940943666,2,5
A3_dynamic_delta,A0_baseline_retrain,2.0,frequency_hz,1.8107661585858414,1.0378551494754307,2.6475603430092365,0,5
A3_dynamic_delta,A0_baseline_retrain,2.0,phase_rad,3.5221482904709944,1.574896890008004,5.600997343911973,0,5
A3_dynamic_delta,A0_baseline_retrain,3.0,position_m,1.6481017476417836,-0.0013084245669481298,3.8531700733906993,1,5
A3_dynamic_delta,A0_baseline_retrain,3.0,velocity_m_s,2.5090760732035866,0.6425693948357347,5.13328092472376,1,5
A3_dynamic_delta,A0_baseline_retrain,3.0,attitude_deg,4.2681667676190305,1.856451453866237,6.78138769408021,0,5
A3_dynamic_delta,A0_baseline_retrain,3.0,body_rate_rad_s,1.0655441589159764,0.06460685728324478,2.0224561828489085,1,5
A3_dynamic_delta,A0_baseline_retrain,3.0,frequency_hz,1.9828619711528717,1.4745189140785708,2.4536769985765705,0,5
A3_dynamic_delta,A0_baseline_retrain,3.0,phase_rad,5.0690656028767656,3.3520858246845364,7.193404515676138,0,5
A3_dynamic_delta,A0_baseline_retrain,5.0,position_m,0.8135551321958978,-1.536856113248819,3.4720861339043507,2,5
A3_dynamic_delta,A0_baseline_retrain,5.0,velocity_m_s,0.21139058817172263,-2.98271700947057,3.3203885907721276,2,5
A3_dynamic_delta,A0_baseline_retrain,5.0,attitude_deg,-0.18187143357267788,-3.30453183634859,2.8356185986901905,2,5
A3_dynamic_delta,A0_baseline_retrain,5.0,body_rate_rad_s,0.3782416188298887,-0.4658651871423669,1.2451054075793833,2,5
A3_dynamic_delta,A0_baseline_retrain,5.0,frequency_hz,1.9563600811342008,1.4571557709045724,2.3572693927418564,0,5
A3_dynamic_delta,A0_baseline_retrain,5.0,phase_rad,2.142181230467455,0.3794732998850803,3.793896929477203,1,5
