experiment,partition,signal,source,frequency_hz,power
frozen_MainV2,train,velocity_n,pred,15.234375,6.861437129216808e-09
frozen_MainV2,train,velocity_n,pred,15.625,6.639471551003146e-09
frozen_MainV2,train,velocity_n,pred,16.015625,1.044747893690577e-08
frozen_MainV2,train,velocity_n,pred,16.40625,1.2794319841817988e-08
frozen_MainV2,train,velocity_n,pred,16.796875,1.1675741010039475e-08
frozen_MainV2,train,velocity_n,pred,17.1875,1.0685273901947908e-08
frozen_MainV2,train,velocity_n,pred,17.578125,1.1883971219231223e-08
frozen_MainV2,train,velocity_n,pred,17.96875,1.57470388732939e-08
frozen_MainV2,train,velocity_n,pred,18.359375,2.1859262611054576e-08
frozen_MainV2,train,velocity_n,pred,18.75,2.402966783761301e-08
frozen_MainV2,train,velocity_n,pred,19.140625,1.9218363719829014e-08
frozen_MainV2,train,velocity_n,pred,19.53125,1.191358234529034e-08
frozen_MainV2,train,velocity_n,pred,19.921875,6.429679581538685e-09
frozen_MainV2,train,velocity_n,pred,20.3125,3.785098538634278e-09
frozen_MainV2,train,velocity_n,pred,20.703125,4.602632749104684e-09
frozen_MainV2,train,velocity_n,pred,21.09375,5.035792413517339e-09
frozen_MainV2,train,velocity_n,pred,21.484375,3.2989907233702025e-09
frozen_MainV2,train,velocity_n,pred,21.875,2.420703950831443e-09
frozen_MainV2,train,velocity_n,pred,22.265625,3.3293117575590404e-09
frozen_MainV2,train,velocity_n,pred,22.65625,3.2544905305742975e-09
frozen_MainV2,train,velocity_n,pred,23.046875,2.325584883531766e-09
frozen_MainV2,train,velocity_n,pred,23.4375,2.599947597373791e-09
frozen_MainV2,train,velocity_n,pred,23.828125,3.9189379741464645e-09
frozen_MainV2,train,velocity_n,pred,24.21875,5.372869396410511e-09
frozen_MainV2,train,velocity_n,pred,24.609375,6.130873564453486e-09
frozen_MainV2,train,velocity_n,pred,25.0,3.0052838059582007e-09
frozen_MainV2,train,velocity_n,truth,0.0,0.16653709738208577
frozen_MainV2,train,velocity_n,truth,0.390625,1.8318691021442268
frozen_MainV2,train,velocity_n,truth,0.78125,0.19974642639622595
frozen_MainV2,train,velocity_n,truth,1.171875,0.025546537710475027
frozen_MainV2,train,velocity_n,truth,1.5625,0.01258039474643199
frozen_MainV2,train,velocity_n,truth,1.953125,0.005267626968944856
frozen_MainV2,train,velocity_n,truth,2.34375,0.006245883625663795
frozen_MainV2,train,velocity_n,truth,2.734375,0.016158122682254698
frozen_MainV2,train,velocity_n,truth,3.125,0.04136901264070999
frozen_MainV2,train,velocity_n,truth,3.515625,0.09243134283874437
frozen_MainV2,train,velocity_n,truth,3.90625,0.12619431096920342
frozen_MainV2,train,velocity_n,truth,4.296875,0.11156243730108045
frozen_MainV2,train,velocity_n,truth,4.6875,0.037543634705683254
frozen_MainV2,train,velocity_n,truth,5.078125,0.010250979339077764
frozen_MainV2,train,velocity_n,truth,5.46875,0.0021657645763561227
frozen_MainV2,train,velocity_n,truth,5.859375,0.00022093731353397611
frozen_MainV2,train,velocity_n,truth,6.25,0.0002252371703085431
frozen_MainV2,train,velocity_n,truth,6.640625,0.00033251708676224653
frozen_MainV2,train,velocity_n,truth,7.03125,0.0006094993130376103
frozen_MainV2,train,velocity_n,truth,7.421875,0.0007835830250917416
frozen_MainV2,train,velocity_n,truth,7.8125,0.0008720907114320842
frozen_MainV2,train,velocity_n,truth,8.203125,0.0011987726340048526
frozen_MainV2,train,velocity_n,truth,8.59375,0.0011292526247821371
frozen_MainV2,train,velocity_n,truth,8.984375,0.000711090888254236
frozen_MainV2,train,velocity_n,truth,9.375,0.00021233999253757676
frozen_MainV2,train,velocity_n,truth,9.765625,0.00013873764180621055
frozen_MainV2,train,velocity_n,truth,10.15625,0.0001878703426640618
frozen_MainV2,train,velocity_n,truth,10.546875,0.00011624367084398729
frozen_MainV2,train,velocity_n,truth,10.9375,8.205700115565781e-05
frozen_MainV2,train,velocity_n,truth,11.328125,8.556687333502977e-05
frozen_MainV2,train,velocity_n,truth,11.71875,8.969299560625396e-05
frozen_MainV2,train,velocity_n,truth,12.109375,0.000108412370853242
frozen_MainV2,train,velocity_n,truth,12.5,0.0001113061691824247
frozen_MainV2,train,velocity_n,truth,12.890625,0.00011749417804202502
frozen_MainV2,train,velocity_n,truth,13.28125,0.00011318797433589083
frozen_MainV2,train,velocity_n,truth,13.671875,6.236740642793862e-05
frozen_MainV2,train,velocity_n,truth,14.0625,3.192132639538004e-05
frozen_MainV2,train,velocity_n,truth,14.453125,2.6655510268273962e-05
frozen_MainV2,train,velocity_n,truth,14.84375,3.622720783098442e-05
frozen_MainV2,train,velocity_n,truth,15.234375,4.534647350362837e-05
frozen_MainV2,train,velocity_n,truth,15.625,2.530640476370218e-05
frozen_MainV2,train,velocity_n,truth,16.015625,1.5805250779665224e-05
frozen_MainV2,train,velocity_n,truth,16.40625,1.474246551494682e-05
frozen_MainV2,train,velocity_n,truth,16.796875,1.3482734991614924e-05
frozen_MainV2,train,velocity_n,truth,17.1875,1.2155593629209953e-05
frozen_MainV2,train,velocity_n,truth,17.578125,1.2173051747751446e-05
frozen_MainV2,train,velocity_n,truth,17.96875,1.0797881828131785e-05
frozen_MainV2,train,velocity_n,truth,18.359375,1.027446775017224e-05
frozen_MainV2,train,velocity_n,truth,18.75,1.0462797987181603e-05
frozen_MainV2,train,velocity_n,truth,19.140625,1.0884232021941439e-05
frozen_MainV2,train,velocity_n,truth,19.53125,1.1546449039344956e-05
frozen_MainV2,train,velocity_n,truth,19.921875,1.4099291610216658e-05
frozen_MainV2,train,velocity_n,truth,20.3125,1.7457557081846218e-05
frozen_MainV2,train,velocity_n,truth,20.703125,1.4511595053092972e-05
frozen_MainV2,train,velocity_n,truth,21.09375,1.2542828193076579e-05
frozen_MainV2,train,velocity_n,truth,21.484375,1.1710284777807211e-05
frozen_MainV2,train,velocity_n,truth,21.875,1.1821313925906247e-05
frozen_MainV2,train,velocity_n,truth,22.265625,1.0798657932575802e-05
frozen_MainV2,train,velocity_n,truth,22.65625,9.582313467146043e-06
frozen_MainV2,train,velocity_n,truth,23.046875,9.126072586006833e-06
frozen_MainV2,train,velocity_n,truth,23.4375,9.577000673574479e-06
frozen_MainV2,train,velocity_n,truth,23.828125,1.0277970026404755e-05
frozen_MainV2,train,velocity_n,truth,24.21875,1.1194032181905552e-05
frozen_MainV2,train,velocity_n,truth,24.609375,1.1937310441524303e-05
frozen_MainV2,train,velocity_n,truth,25.0,5.503881321400509e-06
frozen_MainV2,train,angular_velocity_b,pred,0.0,0.001521176211275448
frozen_MainV2,train,angular_velocity_b,pred,0.390625,0.007826275675908056
frozen_MainV2,train,angular_velocity_b,pred,0.78125,0.0011232423590479585
frozen_MainV2,train,angular_velocity_b,pred,1.171875,0.00015145869010098166
frozen_MainV2,train,angular_velocity_b,pred,1.5625,7.399428251870377e-05
frozen_MainV2,train,angular_velocity_b,pred,1.953125,7.690409294988899e-05
frozen_MainV2,train,angular_velocity_b,pred,2.34375,0.0002459856560062973
frozen_MainV2,train,angular_velocity_b,pred,2.734375,0.0007290661141947186
frozen_MainV2,train,angular_velocity_b,pred,3.125,0.0022096254790209846
frozen_MainV2,train,angular_velocity_b,pred,3.515625,0.00828209411470221
frozen_MainV2,train,angular_velocity_b,pred,3.90625,0.0269663637654116
frozen_MainV2,train,angular_velocity_b,pred,4.296875,0.04247074148155627
frozen_MainV2,train,angular_velocity_b,pred,4.6875,0.019436488506639763
frozen_MainV2,train,angular_velocity_b,pred,5.078125,0.003662303575159873
frozen_MainV2,train,angular_velocity_b,pred,5.46875,0.0005406788000129272
frozen_MainV2,train,angular_velocity_b,pred,5.859375,2.08363602653941e-05
frozen_MainV2,train,angular_velocity_b,pred,6.25,3.5805361016747895e-06
frozen_MainV2,train,angular_velocity_b,pred,6.640625,2.2448801611301435e-06
frozen_MainV2,train,angular_velocity_b,pred,7.03125,1.9676120070815765e-06
frozen_MainV2,train,angular_velocity_b,pred,7.421875,1.8170686933900324e-06
frozen_MainV2,train,angular_velocity_b,pred,7.8125,2.169648465759633e-06
frozen_MainV2,train,angular_velocity_b,pred,8.203125,2.810760288612823e-06
frozen_MainV2,train,angular_velocity_b,pred,8.59375,2.4696064100532095e-06
frozen_MainV2,train,angular_velocity_b,pred,8.984375,2.326603417794432e-06
frozen_MainV2,train,angular_velocity_b,pred,9.375,3.414379664776684e-06
frozen_MainV2,train,angular_velocity_b,pred,9.765625,7.971327988434291e-06
frozen_MainV2,train,angular_velocity_b,pred,10.15625,1.2367800858266332e-05
frozen_MainV2,train,angular_velocity_b,pred,10.546875,9.5882360223293e-06
frozen_MainV2,train,angular_velocity_b,pred,10.9375,4.052606951126105e-06
frozen_MainV2,train,angular_velocity_b,pred,11.328125,1.4963028274454802e-06
frozen_MainV2,train,angular_velocity_b,pred,11.71875,7.36062873429933e-07
frozen_MainV2,train,angular_velocity_b,pred,12.109375,3.966657973813882e-07
frozen_MainV2,train,angular_velocity_b,pred,12.5,3.568014070076271e-07
frozen_MainV2,train,angular_velocity_b,pred,12.890625,3.5511271180949085e-07
frozen_MainV2,train,angular_velocity_b,pred,13.28125,3.1911866789531583e-07
frozen_MainV2,train,angular_velocity_b,pred,13.671875,2.4967313490396603e-07
frozen_MainV2,train,angular_velocity_b,pred,14.0625,2.0830501370704294e-07
frozen_MainV2,train,angular_velocity_b,pred,14.453125,1.6634366125846515e-07
frozen_MainV2,train,angular_velocity_b,pred,14.84375,1.1335525849118205e-07
frozen_MainV2,train,angular_velocity_b,pred,15.234375,1.3987713418533784e-07
frozen_MainV2,train,angular_velocity_b,pred,15.625,2.7988989581831386e-07
frozen_MainV2,train,angular_velocity_b,pred,16.015625,4.434096475135606e-07
frozen_MainV2,train,angular_velocity_b,pred,16.40625,4.4677404625955147e-07
frozen_MainV2,train,angular_velocity_b,pred,16.796875,4.549421368649567e-07
frozen_MainV2,train,angular_velocity_b,pred,17.1875,4.2778341680442347e-07
frozen_MainV2,train,angular_velocity_b,pred,17.578125,2.351614949479999e-07
frozen_MainV2,train,angular_velocity_b,pred,17.96875,1.9094874209041943e-07
frozen_MainV2,train,angular_velocity_b,pred,18.359375,4.2839410168049567e-07
frozen_MainV2,train,angular_velocity_b,pred,18.75,7.258793470885817e-07
frozen_MainV2,train,angular_velocity_b,pred,19.140625,6.506979640643824e-07
frozen_MainV2,train,angular_velocity_b,pred,19.53125,3.142832671580844e-07
frozen_MainV2,train,angular_velocity_b,pred,19.921875,1.4252944292254914e-07
frozen_MainV2,train,angular_velocity_b,pred,20.3125,6.39552736060548e-08
frozen_MainV2,train,angular_velocity_b,pred,20.703125,3.2642881122877384e-08
frozen_MainV2,train,angular_velocity_b,pred,21.09375,4.1366900585695943e-08
frozen_MainV2,train,angular_velocity_b,pred,21.484375,5.0256519222743864e-08
frozen_MainV2,train,angular_velocity_b,pred,21.875,3.503034745197187e-08
frozen_MainV2,train,angular_velocity_b,pred,22.265625,2.7930870274578474e-08
frozen_MainV2,train,angular_velocity_b,pred,22.65625,3.22113869349791e-08
frozen_MainV2,train,angular_velocity_b,pred,23.046875,3.502743317402418e-08
frozen_MainV2,train,angular_velocity_b,pred,23.4375,4.0653122318677134e-08
frozen_MainV2,train,angular_velocity_b,pred,23.828125,9.147373159672735e-08
frozen_MainV2,train,angular_velocity_b,pred,24.21875,1.708615502134356e-07
frozen_MainV2,train,angular_velocity_b,pred,24.609375,2.0569944712193463e-07
frozen_MainV2,train,angular_velocity_b,pred,25.0,1.0285733454195051e-07
frozen_MainV2,train,angular_velocity_b,truth,0.0,0.01445859041796575
frozen_MainV2,train,angular_velocity_b,truth,0.390625,0.07946608312671835
frozen_MainV2,train,angular_velocity_b,truth,0.78125,0.0920531764118071
frozen_MainV2,train,angular_velocity_b,truth,1.171875,0.07980560638592564
frozen_MainV2,train,angular_velocity_b,truth,1.5625,0.06241649976795747
frozen_MainV2,train,angular_velocity_b,truth,1.953125,0.04126441089920744
frozen_MainV2,train,angular_velocity_b,truth,2.34375,0.03688454086614434
frozen_MainV2,train,angular_velocity_b,truth,2.734375,0.06099683878715547
frozen_MainV2,train,angular_velocity_b,truth,3.125,0.0943011337412499
frozen_MainV2,train,angular_velocity_b,truth,3.515625,0.1518252317522083
frozen_MainV2,train,angular_velocity_b,truth,3.90625,0.24853443386872706
frozen_MainV2,train,angular_velocity_b,truth,4.296875,0.2616398602853737
frozen_MainV2,train,angular_velocity_b,truth,4.6875,0.14920173279555785
frozen_MainV2,train,angular_velocity_b,truth,5.078125,0.11182905770447496
frozen_MainV2,train,angular_velocity_b,truth,5.46875,0.039085177739637475
frozen_MainV2,train,angular_velocity_b,truth,5.859375,0.017624651179551438
frozen_MainV2,train,angular_velocity_b,truth,6.25,0.019789815698567446
frozen_MainV2,train,angular_velocity_b,truth,6.640625,0.023953353107561397
frozen_MainV2,train,angular_velocity_b,truth,7.03125,0.03508943729717523
frozen_MainV2,train,angular_velocity_b,truth,7.421875,0.044499857240288605
frozen_MainV2,train,angular_velocity_b,truth,7.8125,0.049262609679838955
frozen_MainV2,train,angular_velocity_b,truth,8.203125,0.06001391222015892
frozen_MainV2,train,angular_velocity_b,truth,8.59375,0.049436776374693944
frozen_MainV2,train,angular_velocity_b,truth,8.984375,0.029879525840949408
frozen_MainV2,train,angular_velocity_b,truth,9.375,0.016237792038236793
frozen_MainV2,train,angular_velocity_b,truth,9.765625,0.01875375565088515
frozen_MainV2,train,angular_velocity_b,truth,10.15625,0.026689445876793692
frozen_MainV2,train,angular_velocity_b,truth,10.546875,0.015408856579878633
frozen_MainV2,train,angular_velocity_b,truth,10.9375,0.011303961186600051
frozen_MainV2,train,angular_velocity_b,truth,11.328125,0.011111375529764945
frozen_MainV2,train,angular_velocity_b,truth,11.71875,0.011152503115520816
frozen_MainV2,train,angular_velocity_b,truth,12.109375,0.016384315655705303
frozen_MainV2,train,angular_velocity_b,truth,12.5,0.017380849148681217
frozen_MainV2,train,angular_velocity_b,truth,12.890625,0.016539813515940874
frozen_MainV2,train,angular_velocity_b,truth,13.28125,0.013745813848500267
frozen_MainV2,train,angular_velocity_b,truth,13.671875,0.007802907747738953
frozen_MainV2,train,angular_velocity_b,truth,14.0625,0.0051830146701254045
frozen_MainV2,train,angular_velocity_b,truth,14.453125,0.005145160422447335
frozen_MainV2,train,angular_velocity_b,truth,14.84375,0.005423981773251097
frozen_MainV2,train,angular_velocity_b,truth,15.234375,0.005180361749745307
frozen_MainV2,train,angular_velocity_b,truth,15.625,0.00406743750173301
frozen_MainV2,train,angular_velocity_b,truth,16.015625,0.0040554352244759
frozen_MainV2,train,angular_velocity_b,truth,16.40625,0.004159883065263248
frozen_MainV2,train,angular_velocity_b,truth,16.796875,0.00336522899351582
frozen_MainV2,train,angular_velocity_b,truth,17.1875,0.0029108664165922947
frozen_MainV2,train,angular_velocity_b,truth,17.578125,0.00271404549488651
frozen_MainV2,train,angular_velocity_b,truth,17.96875,0.0023035229363322592
frozen_MainV2,train,angular_velocity_b,truth,18.359375,0.0019753599545713238
frozen_MainV2,train,angular_velocity_b,truth,18.75,0.0019237911210349256
frozen_MainV2,train,angular_velocity_b,truth,19.140625,0.0018398188967075385
frozen_MainV2,train,angular_velocity_b,truth,19.53125,0.001859843715444152
frozen_MainV2,train,angular_velocity_b,truth,19.921875,0.0019389908133524353
frozen_MainV2,train,angular_velocity_b,truth,20.3125,0.0021639022495190626
frozen_MainV2,train,angular_velocity_b,truth,20.703125,0.0019132726389996602
frozen_MainV2,train,angular_velocity_b,truth,21.09375,0.001781782697692882
frozen_MainV2,train,angular_velocity_b,truth,21.484375,0.0017001092309485418
frozen_MainV2,train,angular_velocity_b,truth,21.875,0.0017905614599990956
frozen_MainV2,train,angular_velocity_b,truth,22.265625,0.0016826721518068918
frozen_MainV2,train,angular_velocity_b,truth,22.65625,0.001445341199243351
frozen_MainV2,train,angular_velocity_b,truth,23.046875,0.0012968645057663208
frozen_MainV2,train,angular_velocity_b,truth,23.4375,0.0012749767754425543
frozen_MainV2,train,angular_velocity_b,truth,23.828125,0.0013552754751650746
frozen_MainV2,train,angular_velocity_b,truth,24.21875,0.0015517825405416683
frozen_MainV2,train,angular_velocity_b,truth,24.609375,0.0016600268772704971
frozen_MainV2,train,angular_velocity_b,truth,25.0,0.0008123274138301408
frozen_MainV2,train,acceleration_n,pred,0.0,0.10161491038573486
frozen_MainV2,train,acceleration_n,pred,0.390625,0.6360424973871942
frozen_MainV2,train,acceleration_n,pred,0.78125,0.07646843400214831
frozen_MainV2,train,acceleration_n,pred,1.171875,0.004392631087450324
frozen_MainV2,train,acceleration_n,pred,1.5625,0.0016902746430229707
frozen_MainV2,train,acceleration_n,pred,1.953125,0.0034675241509796936
frozen_MainV2,train,acceleration_n,pred,2.34375,0.036280504356108814
frozen_MainV2,train,acceleration_n,pred,2.734375,0.13969717294091422
frozen_MainV2,train,acceleration_n,pred,3.125,0.4408338385317165
frozen_MainV2,train,acceleration_n,pred,3.515625,1.0582567692401141
frozen_MainV2,train,acceleration_n,pred,3.90625,1.3480859679172172
frozen_MainV2,train,acceleration_n,pred,4.296875,0.9615711412636492
frozen_MainV2,train,acceleration_n,pred,4.6875,0.27780731802856196
frozen_MainV2,train,acceleration_n,pred,5.078125,0.07069157421586426
frozen_MainV2,train,acceleration_n,pred,5.46875,0.014622515033266018
frozen_MainV2,train,acceleration_n,pred,5.859375,0.0004922704451730259
frozen_MainV2,train,acceleration_n,pred,6.25,0.00010608003950675082
frozen_MainV2,train,acceleration_n,pred,6.640625,9.939970062337167e-05
frozen_MainV2,train,acceleration_n,pred,7.03125,0.00014129450079102262
frozen_MainV2,train,acceleration_n,pred,7.421875,0.00019744104865948656
frozen_MainV2,train,acceleration_n,pred,7.8125,0.0002766900163307018
frozen_MainV2,train,acceleration_n,pred,8.203125,0.0004542874025412943
frozen_MainV2,train,acceleration_n,pred,8.59375,0.00041483985572919266
frozen_MainV2,train,acceleration_n,pred,8.984375,0.0002757639935487459
frozen_MainV2,train,acceleration_n,pred,9.375,0.00015927191687382944
frozen_MainV2,train,acceleration_n,pred,9.765625,0.0001670417426242667
frozen_MainV2,train,acceleration_n,pred,10.15625,0.0002229016547109862
frozen_MainV2,train,acceleration_n,pred,10.546875,0.00020246989712003447
frozen_MainV2,train,acceleration_n,pred,10.9375,0.00013616883084469308
frozen_MainV2,train,acceleration_n,pred,11.328125,8.038003685294569e-05
frozen_MainV2,train,acceleration_n,pred,11.71875,5.122401137046567e-05
frozen_MainV2,train,acceleration_n,pred,12.109375,3.977731278252849e-05
frozen_MainV2,train,acceleration_n,pred,12.5,3.273421862822655e-05
frozen_MainV2,train,acceleration_n,pred,12.890625,2.9697809746424834e-05
frozen_MainV2,train,acceleration_n,pred,13.28125,3.214798250784846e-05
frozen_MainV2,train,acceleration_n,pred,13.671875,2.573569757200385e-05
frozen_MainV2,train,acceleration_n,pred,14.0625,1.6682237450278177e-05
frozen_MainV2,train,acceleration_n,pred,14.453125,1.4725908591087118e-05
frozen_MainV2,train,acceleration_n,pred,14.84375,1.352059789064351e-05
frozen_MainV2,train,acceleration_n,pred,15.234375,1.1578288812136687e-05
frozen_MainV2,train,acceleration_n,pred,15.625,1.2877739323198806e-05
frozen_MainV2,train,acceleration_n,pred,16.015625,1.8405459306410546e-05
frozen_MainV2,train,acceleration_n,pred,16.40625,2.461742236805197e-05
frozen_MainV2,train,acceleration_n,pred,16.796875,3.609606401630258e-05
frozen_MainV2,train,acceleration_n,pred,17.1875,4.6691856475032535e-05
frozen_MainV2,train,acceleration_n,pred,17.578125,5.94898341426069e-05
frozen_MainV2,train,acceleration_n,pred,17.96875,9.1097885367928e-05
frozen_MainV2,train,acceleration_n,pred,18.359375,0.00013013715930521163
frozen_MainV2,train,acceleration_n,pred,18.75,0.00013681014296220627
frozen_MainV2,train,acceleration_n,pred,19.140625,9.511789846392352e-05
frozen_MainV2,train,acceleration_n,pred,19.53125,4.8070254797285585e-05
frozen_MainV2,train,acceleration_n,pred,19.921875,2.2045850285550397e-05
frozen_MainV2,train,acceleration_n,pred,20.3125,1.0001099567654778e-05
frozen_MainV2,train,acceleration_n,pred,20.703125,1.0586946198793335e-05
frozen_MainV2,train,acceleration_n,pred,21.09375,1.2636173609181978e-05
frozen_MainV2,train,acceleration_n,pred,21.484375,9.294394369264753e-06
frozen_MainV2,train,acceleration_n,pred,21.875,7.114764823958924e-06
frozen_MainV2,train,acceleration_n,pred,22.265625,8.917775039332655e-06
frozen_MainV2,train,acceleration_n,pred,22.65625,9.544175560493552e-06
frozen_MainV2,train,acceleration_n,pred,23.046875,8.972627060065353e-06
frozen_MainV2,train,acceleration_n,pred,23.4375,1.2173608929468072e-05
frozen_MainV2,train,acceleration_n,pred,23.828125,2.164063761738081e-05
frozen_MainV2,train,acceleration_n,pred,24.21875,3.8369878088968424e-05
frozen_MainV2,train,acceleration_n,pred,24.609375,4.933134341901052e-05
frozen_MainV2,train,acceleration_n,pred,25.0,2.5271127055267385e-05
frozen_MainV2,train,acceleration_n,truth,0.0,0.5684801772723617
frozen_MainV2,train,acceleration_n,truth,0.390625,2.6038084143278613
frozen_MainV2,train,acceleration_n,truth,0.78125,1.277436380759034
frozen_MainV2,train,acceleration_n,truth,1.171875,1.051217364702892
frozen_MainV2,train,acceleration_n,truth,1.5625,1.049827788619307
frozen_MainV2,train,acceleration_n,truth,1.953125,0.7063584604194828
frozen_MainV2,train,acceleration_n,truth,2.34375,1.5069393353099658
frozen_MainV2,train,acceleration_n,truth,2.734375,5.196161502849567
frozen_MainV2,train,acceleration_n,truth,3.125,17.06799914647809
frozen_MainV2,train,acceleration_n,truth,3.515625,46.44808693936961
frozen_MainV2,train,acceleration_n,truth,3.90625,75.49814977250763
frozen_MainV2,train,acceleration_n,truth,4.296875,77.17520417853706
frozen_MainV2,train,acceleration_n,truth,4.6875,29.140764119776062
frozen_MainV2,train,acceleration_n,truth,5.078125,9.721708717635929
frozen_MainV2,train,acceleration_n,truth,5.46875,2.2189694676336034
frozen_MainV2,train,acceleration_n,truth,5.859375,0.2914668494279138
frozen_MainV2,train,acceleration_n,truth,6.25,0.3467734704093382
frozen_MainV2,train,acceleration_n,truth,6.640625,0.5717684889577779
frozen_MainV2,train,acceleration_n,truth,7.03125,1.148462668845251
frozen_MainV2,train,acceleration_n,truth,7.421875,1.60749619702915
frozen_MainV2,train,acceleration_n,truth,7.8125,1.9845416653870647
frozen_MainV2,train,acceleration_n,truth,8.203125,2.952629836673863
frozen_MainV2,train,acceleration_n,truth,8.59375,2.9938291325691333
frozen_MainV2,train,acceleration_n,truth,8.984375,2.0085790086840394
frozen_MainV2,train,acceleration_n,truth,9.375,0.650523377897044
frozen_MainV2,train,acceleration_n,truth,9.765625,0.4914076133450391
frozen_MainV2,train,acceleration_n,truth,10.15625,0.6973873678429604
frozen_MainV2,train,acceleration_n,truth,10.546875,0.4627309964179305
frozen_MainV2,train,acceleration_n,truth,10.9375,0.35963585294970873
frozen_MainV2,train,acceleration_n,truth,11.328125,0.38282764023452387
frozen_MainV2,train,acceleration_n,truth,11.71875,0.42267616147312626
frozen_MainV2,train,acceleration_n,truth,12.109375,0.533685513971127
frozen_MainV2,train,acceleration_n,truth,12.5,0.5796874611321061
frozen_MainV2,train,acceleration_n,truth,12.890625,0.6389085329407592
frozen_MainV2,train,acceleration_n,truth,13.28125,0.6417538327660905
frozen_MainV2,train,acceleration_n,truth,13.671875,0.3721305987317093
frozen_MainV2,train,acceleration_n,truth,14.0625,0.20578524073892318
frozen_MainV2,train,acceleration_n,truth,14.453125,0.17862198013638342
frozen_MainV2,train,acceleration_n,truth,14.84375,0.2499512314936738
frozen_MainV2,train,acceleration_n,truth,15.234375,0.3180023257359615
frozen_MainV2,train,acceleration_n,truth,15.625,0.1861202041964804
frozen_MainV2,train,acceleration_n,truth,16.015625,0.12263087881170785
frozen_MainV2,train,acceleration_n,truth,16.40625,0.11960873133573774
frozen_MainV2,train,acceleration_n,truth,16.796875,0.11648212414388685
frozen_MainV2,train,acceleration_n,truth,17.1875,0.11147597626112833
frozen_MainV2,train,acceleration_n,truth,17.578125,0.11553595655295516
frozen_MainV2,train,acceleration_n,truth,17.96875,0.1082521108429205
frozen_MainV2,train,acceleration_n,truth,18.359375,0.10867947586783054
frozen_MainV2,train,acceleration_n,truth,18.75,0.11724652257477286
frozen_MainV2,train,acceleration_n,truth,19.140625,0.12101638213280265
frozen_MainV2,train,acceleration_n,truth,19.53125,0.11927560862556684
frozen_MainV2,train,acceleration_n,truth,19.921875,0.13983798092251257
frozen_MainV2,train,acceleration_n,truth,20.3125,0.17208297511014073
frozen_MainV2,train,acceleration_n,truth,20.703125,0.1454522252129785
frozen_MainV2,train,acceleration_n,truth,21.09375,0.1300892476171301
frozen_MainV2,train,acceleration_n,truth,21.484375,0.12378088449972598
frozen_MainV2,train,acceleration_n,truth,21.875,0.12609875472383136
