log_id,segment_id,signal,source,lag_steps,correlation
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,velocity_n,state_truth,1,0.9996470106681066
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,velocity_n,state_truth,2,0.9987073314168753
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,velocity_n,state_truth,3,0.9973351713104419
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,velocity_n,state_truth,5,0.9942152290578
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,velocity_n,state_truth,10,0.9923587712194221
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,velocity_n,state_truth,25,0.9862912550746257
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,velocity_n,state_local_pred,1,0.999681119315061
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,velocity_n,state_local_pred,2,0.9988399874590802
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,velocity_n,state_local_pred,3,0.9976158374076172
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,velocity_n,state_local_pred,5,0.9948284575379975
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,velocity_n,state_local_pred,10,0.9929824156072508
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,velocity_n,state_local_pred,25,0.986784945103392
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,velocity_n,derivative_pred,1,0.9022528316843477
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,velocity_n,derivative_pred,2,0.6630993738739646
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,velocity_n,derivative_pred,3,0.35666760838316625
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,velocity_n,derivative_pred,5,-0.1064094266109333
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,velocity_n,derivative_pred,10,0.7719842809126124
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,velocity_n,derivative_pred,25,0.3872040464895632
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,velocity_n,derivative_truth,1,0.7701076582292932
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,velocity_n,derivative_truth,2,0.3483060563053076
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,velocity_n,derivative_truth,3,-0.1180159742049228
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,velocity_n,derivative_truth,5,-0.7351772293365113
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,velocity_n,derivative_truth,10,0.6475063135779928
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,velocity_n,derivative_truth,25,0.13728350908535533
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,velocity_n,state_truth,1,0.9990147824861483
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,velocity_n,state_truth,2,0.99659362941295
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,velocity_n,state_truth,3,0.9934996914770275
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,velocity_n,state_truth,5,0.9886995450225585
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,velocity_n,state_truth,10,0.99595113021935
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,velocity_n,state_truth,25,0.9822628627393866
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,velocity_n,state_local_pred,1,0.9991430655867763
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,velocity_n,state_local_pred,2,0.9970704742100857
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,velocity_n,state_local_pred,3,0.9944541231625553
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,velocity_n,state_local_pred,5,0.9903987421663439
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,velocity_n,state_local_pred,10,0.9962018805779247
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,velocity_n,state_local_pred,25,0.9830903482104406
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,velocity_n,derivative_pred,1,0.9426315677013247
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,velocity_n,derivative_pred,2,0.8019306780438997
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,velocity_n,derivative_pred,3,0.6131603446893352
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,velocity_n,derivative_pred,5,0.2623211657481688
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,velocity_n,derivative_pred,10,0.5220939975771784
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,velocity_n,derivative_pred,25,0.553939242600525
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,velocity_n,derivative_truth,1,0.8358805003494754
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,velocity_n,derivative_truth,2,0.5178791470575268
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,velocity_n,derivative_truth,3,0.1114277375288102
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,velocity_n,derivative_truth,5,-0.5594336698408635
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,velocity_n,derivative_truth,10,0.12070743120277491
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,velocity_n,derivative_truth,25,0.4914135476697443
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,velocity_n,state_truth,1,0.9995255334910522
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,velocity_n,state_truth,2,0.9982975575605725
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,velocity_n,state_truth,3,0.9965978943037254
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,velocity_n,state_truth,5,0.9932315710752524
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,velocity_n,state_truth,10,0.9938092308567797
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,velocity_n,state_truth,25,0.9832149774123325
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,velocity_n,state_local_pred,1,0.9995829421204552
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,velocity_n,state_local_pred,2,0.9985150786519416
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,velocity_n,state_local_pred,3,0.9970461559009827
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,velocity_n,state_local_pred,5,0.9941294355306702
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,velocity_n,state_local_pred,10,0.9943008542697533
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,velocity_n,state_local_pred,25,0.9835824305566008
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,velocity_n,derivative_pred,1,0.9204588449233234
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,velocity_n,derivative_pred,2,0.7242323271995054
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,velocity_n,derivative_pred,3,0.4631393278573957
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,velocity_n,derivative_pred,5,-0.006166200691474375
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,velocity_n,derivative_pred,10,0.4765506706870167
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,velocity_n,derivative_pred,25,0.5869802166709428
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,velocity_n,derivative_truth,1,0.8213758580802578
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,velocity_n,derivative_truth,2,0.48413728905815184
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,velocity_n,derivative_truth,3,0.05672859507725933
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,velocity_n,derivative_truth,5,-0.6229138378357534
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,velocity_n,derivative_truth,10,0.19233743046391505
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,velocity_n,derivative_truth,25,0.5727692540825458
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,velocity_n,state_truth,1,0.9985478920218754
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,velocity_n,state_truth,2,0.9948211876733352
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,velocity_n,state_truth,3,0.9897424037090551
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,velocity_n,state_truth,5,0.9801598137266953
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,velocity_n,state_truth,10,0.9853913938883935
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,velocity_n,state_truth,25,0.9648799067462515
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,velocity_n,state_local_pred,1,0.9987406840476873
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,velocity_n,state_local_pred,2,0.995557959058269
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,velocity_n,state_local_pred,3,0.991260217051642
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,velocity_n,state_local_pred,5,0.9831506207325548
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,velocity_n,state_local_pred,10,0.9868076412698683
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,velocity_n,state_local_pred,25,0.9659137450956132
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,velocity_n,derivative_pred,1,0.9571718105884631
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,velocity_n,derivative_pred,2,0.8535835393791504
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,velocity_n,derivative_pred,3,0.7110009067649169
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,velocity_n,derivative_pred,5,0.4105816833252129
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,velocity_n,derivative_pred,10,0.3226887539009464
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,velocity_n,derivative_pred,25,0.3207274916590897
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,velocity_n,derivative_truth,1,0.8772867453007791
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,velocity_n,derivative_truth,2,0.6331734958236028
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,velocity_n,derivative_truth,3,0.2976969794347171
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,velocity_n,derivative_truth,5,-0.35569720531733084
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,velocity_n,derivative_truth,10,-0.32158774199782464
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,velocity_n,derivative_truth,25,-0.05249584769356105
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,velocity_n,state_truth,1,0.9996421155215128
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,velocity_n,state_truth,2,0.9986893289774882
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,velocity_n,state_truth,3,0.997302943040851
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,velocity_n,state_truth,5,0.9941396804491084
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,velocity_n,state_truth,10,0.9918816255516828
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,velocity_n,state_truth,25,0.9826677398736368
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,velocity_n,state_local_pred,1,0.9996760719597223
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,velocity_n,state_local_pred,2,0.9988188606200399
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,velocity_n,state_local_pred,3,0.9975761873929382
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,velocity_n,state_local_pred,5,0.9947318592003896
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,velocity_n,state_local_pred,10,0.9924321598506094
2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,velocity_n,state_local_pred,25,0.9831890286460739
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,velocity_n,derivative_pred,1,0.9130255909532684
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,velocity_n,derivative_pred,2,0.6985100549174034
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,velocity_n,derivative_pred,3,0.4209956966704038
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,velocity_n,derivative_pred,5,-0.019376487685365033
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,velocity_n,derivative_pred,10,0.713820602047289
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,velocity_n,derivative_pred,25,0.6055259631763075
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,velocity_n,derivative_truth,1,0.787605385862956
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,velocity_n,derivative_truth,2,0.39138329218961104
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,velocity_n,derivative_truth,3,-0.06976753016757029
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,velocity_n,derivative_truth,5,-0.7095437870442536
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,velocity_n,derivative_truth,10,0.5438184901581394
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,velocity_n,derivative_truth,25,0.4837516423399331
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,velocity_n,state_truth,1,0.9990968072950493
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,velocity_n,state_truth,2,0.9968354688868148
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,velocity_n,state_truth,3,0.9938835971927784
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,velocity_n,state_truth,5,0.9890084315624533
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,velocity_n,state_truth,10,0.994907471415184
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,velocity_n,state_truth,25,0.9818459765496905
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,velocity_n,state_local_pred,1,0.9992120422569211
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,velocity_n,state_local_pred,2,0.9972758414471289
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,velocity_n,state_local_pred,3,0.9947734724438188
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,velocity_n,state_local_pred,5,0.9906455482117025
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,velocity_n,state_local_pred,10,0.9952501881242448
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,velocity_n,state_local_pred,25,0.9823161885017323
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,velocity_n,derivative_pred,1,0.9481675551057861
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,velocity_n,derivative_pred,2,0.821184641111551
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,velocity_n,derivative_pred,3,0.6497443191007815
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,velocity_n,derivative_pred,5,0.3257064660504619
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,velocity_n,derivative_pred,10,0.5267993121552691
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,velocity_n,derivative_pred,25,0.5502836860271724
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,velocity_n,derivative_truth,1,0.8376881372085746
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,velocity_n,derivative_truth,2,0.5313385878128237
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,velocity_n,derivative_truth,3,0.13390593968616038
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,velocity_n,derivative_truth,5,-0.5308565378921991
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,velocity_n,derivative_truth,10,0.06888773693486588
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,velocity_n,derivative_truth,25,0.40164380235653424
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,velocity_n,state_truth,1,0.9995934825716691
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,velocity_n,state_truth,2,0.9985386315097432
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,velocity_n,state_truth,3,0.997066954264318
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,velocity_n,state_truth,5,0.9940981624519003
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,velocity_n,state_truth,10,0.9942034854213049
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,velocity_n,state_truth,25,0.9842109499644078
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,velocity_n,state_local_pred,1,0.9996410849867797
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,velocity_n,state_local_pred,2,0.9987177632392513
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,velocity_n,state_local_pred,3,0.9974380545116597
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,velocity_n,state_local_pred,5,0.9948507389793455
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,velocity_n,state_local_pred,10,0.994651705521569
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,velocity_n,state_local_pred,25,0.9845620803176605
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,3,velocity_n,derivative_pred,1,0.9381251868317405
2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,3,velocity_n,derivative_pred,2,0.7843964525656941
