log_id,segment_id,signal,source,lag_steps,correlation
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,velocity_n,derivative_pred,1,0.9239082625000156
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,velocity_n,derivative_pred,2,0.7464418874365019
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,velocity_n,derivative_pred,3,0.519882154947735
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,velocity_n,derivative_pred,5,0.14156162693828472
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,velocity_n,derivative_pred,10,0.6200908470204184
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,velocity_n,derivative_pred,25,0.7626960164903335
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,velocity_n,derivative_truth,1,0.8063094046719395
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,velocity_n,derivative_truth,2,0.4480751071989481
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,velocity_n,derivative_truth,3,-0.003714544606688424
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,velocity_n,derivative_truth,5,-0.6611385277460378
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,velocity_n,derivative_truth,10,0.3249769250371602
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,velocity_n,derivative_truth,25,0.8822442080768768
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,velocity_n,state_truth,1,0.9990081153541698
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,velocity_n,state_truth,2,0.9965024298160643
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,velocity_n,state_truth,3,0.993132081439481
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,velocity_n,state_truth,5,0.987150187981011
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,velocity_n,state_truth,10,0.9924802587849304
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,velocity_n,state_truth,25,0.9809623194833884
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,velocity_n,state_local_pred,1,0.999121725170025
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,velocity_n,state_local_pred,2,0.9969282722733277
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,velocity_n,state_local_pred,3,0.9939992790770587
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,velocity_n,state_local_pred,5,0.9888109781837413
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,velocity_n,state_local_pred,10,0.9930207229065292
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,velocity_n,state_local_pred,25,0.9810848440086983
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,velocity_n,derivative_pred,1,0.9552196060407327
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,velocity_n,derivative_pred,2,0.8468474859789982
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,velocity_n,derivative_pred,3,0.7031319682170662
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,velocity_n,derivative_pred,5,0.433913283735884
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,velocity_n,derivative_pred,10,0.5951023814576137
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,velocity_n,derivative_pred,25,0.5862005684710359
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,velocity_n,derivative_truth,1,0.834985374817335
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,velocity_n,derivative_truth,2,0.5306407419137722
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,velocity_n,derivative_truth,3,0.13300236366774318
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,velocity_n,derivative_truth,5,-0.5188277463653572
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,velocity_n,derivative_truth,10,0.11533479327567087
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,velocity_n,derivative_truth,25,0.39783320282496965
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,velocity_n,state_truth,1,0.9995604866641229
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,velocity_n,state_truth,2,0.9984252210924028
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,velocity_n,state_truth,3,0.9968390453466935
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,velocity_n,state_truth,5,0.9936357025941875
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,velocity_n,state_truth,10,0.9934225824592562
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,velocity_n,state_truth,25,0.979099289174395
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,velocity_n,state_local_pred,1,0.9996087458399809
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,velocity_n,state_local_pred,2,0.998607171944229
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,velocity_n,state_local_pred,3,0.9972154520816918
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,velocity_n,state_local_pred,5,0.9943953592217746
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,velocity_n,state_local_pred,10,0.9938763262185789
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,velocity_n,state_local_pred,25,0.9794693642115785
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,velocity_n,derivative_pred,1,0.95304298117003
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,velocity_n,derivative_pred,2,0.8347836794359731
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,velocity_n,derivative_pred,3,0.6727052348032242
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,velocity_n,derivative_pred,5,0.3401666071588806
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,velocity_n,derivative_pred,10,0.345891295675012
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,velocity_n,derivative_pred,25,0.2908087816924408
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,velocity_n,derivative_truth,1,0.8651694872096326
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,velocity_n,derivative_truth,2,0.597472727900999
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,velocity_n,derivative_truth,3,0.24069508912713233
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,velocity_n,derivative_truth,5,-0.4349342723742906
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,velocity_n,derivative_truth,10,-0.19073932250127598
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,velocity_n,derivative_truth,25,0.0757441574882597
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,velocity_n,state_truth,1,0.9977640612218095
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,velocity_n,state_truth,2,0.9918003656865058
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,velocity_n,state_truth,3,0.9831284905699139
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,velocity_n,state_truth,5,0.963410386717581
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,velocity_n,state_truth,10,0.9511550859281608
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,velocity_n,state_truth,25,0.8472608596349338
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,velocity_n,state_local_pred,1,0.9979921552132173
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,velocity_n,state_local_pred,2,0.9927084786546244
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,velocity_n,state_local_pred,3,0.985065460808965
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,velocity_n,state_local_pred,5,0.9675996132564524
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,velocity_n,state_local_pred,10,0.954702278136203
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,velocity_n,state_local_pred,25,0.850406377114693
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,velocity_n,derivative_pred,1,0.9505591355251806
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,velocity_n,derivative_pred,2,0.8300028433751039
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,velocity_n,derivative_pred,3,0.6661771806108614
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,velocity_n,derivative_pred,5,0.3239552355328163
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,velocity_n,derivative_pred,10,0.24014033110959743
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,velocity_n,derivative_pred,25,0.2589565399894715
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,velocity_n,derivative_truth,1,0.8777902958528709
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,velocity_n,derivative_truth,2,0.6347927039151368
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,velocity_n,derivative_truth,3,0.2932676771507862
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,velocity_n,derivative_truth,5,-0.37333863173252885
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,velocity_n,derivative_truth,10,-0.39403507696578177
2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,velocity_n,derivative_truth,25,-0.11243784494026908
