experiment,partition,horizon_s,signal,source,temporal_std_median,rms_median,mean_vector_norm_median,temporal_delta_norm_mean,norm_at_horizon_median
frozen_MainV2,train,0.2,velocity_n,pred,0.1539655327796936,7.387085914611816,7.384954452514648,0.05477799475193024,7.371808052062988
frozen_MainV2,train,0.2,velocity_n,truth,0.4395693290364917,7.425827888716595,7.413593439982905,0.19899169886647497,7.358551656325552
frozen_MainV2,train,0.2,angular_velocity_b,pred,0.446525901556015,0.5683208703994751,0.30576372146606445,0.2138661891222,0.4238605797290802
frozen_MainV2,train,0.2,angular_velocity_b,truth,0.7644588892860479,0.9012749581582794,0.4087908245820703,0.6613076541469471,0.8272906699746692
frozen_MainV2,train,0.2,acceleration_n,pred,1.2907417789178484,2.7339760902008723,2.2031703513604177,0.5863341913904981,2.1660015810580653
frozen_MainV2,train,0.2,acceleration_n,truth,10.44015752591503,11.107181767356767,3.3824894168652735,6.352194720995841,9.465424425298256
frozen_MainV2,train,0.2,angular_acceleration_b,pred,9.461163906663408,10.464325745772438,4.0924004945753465,4.584749089195449,7.39801476323853
frozen_MainV2,train,0.2,angular_acceleration_b,truth,34.86628387866103,35.62554710279651,5.758022976998468,44.42085074680792,28.209446494784878
frozen_MainV2,train,0.2,gru_hidden,pred,1.2462584972381592,2.5125012397766113,2.0740933418273926,0.6452804207801819,2.2981271743774414
frozen_MainV2,train,0.5,velocity_n,pred,0.28760749101638794,7.385540962219238,7.36920166015625,0.05064060166478157,7.351157188415527
frozen_MainV2,train,0.5,velocity_n,truth,0.5256354329281934,7.379188362416218,7.3616013838695755,0.1995774852711606,7.358894901771688
frozen_MainV2,train,0.5,angular_velocity_b,pred,0.3693932294845581,0.482621967792511,0.2491561472415924,0.16603241860866547,0.3318159878253937
frozen_MainV2,train,0.5,angular_velocity_b,truth,0.8045712053734234,0.8993943056859126,0.3184164611472552,0.6626216401916305,0.7963990971461667
frozen_MainV2,train,0.5,acceleration_n,pred,1.4568449488235315,2.446048788216651,1.8635783136821442,0.5868027026194371,2.0900815313787087
frozen_MainV2,train,0.5,acceleration_n,truth,10.772283072012982,11.122504318379523,2.1287829129040876,6.345167601389741,9.197188161016985
frozen_MainV2,train,0.5,angular_acceleration_b,pred,7.933775976055539,8.10263683513216,1.5239746998596277,3.822932195678602,4.026478171978731
frozen_MainV2,train,0.5,angular_acceleration_b,truth,35.38503152525925,35.44209351904499,2.114793085356549,44.454935912340794,28.131960059533824
frozen_MainV2,train,0.5,gru_hidden,pred,1.1815359592437744,2.3320932388305664,1.9258408546447754,0.5621103048324585,2.068971633911133
frozen_MainV2,train,1.0,velocity_n,pred,0.4907667636871338,7.341971397399902,7.325684547424316,0.04823412373661995,7.317780017852783
frozen_MainV2,train,1.0,velocity_n,truth,0.6965678044995234,7.382965606150718,7.332056466343308,0.1997108103642245,7.364339495409076
frozen_MainV2,train,1.0,angular_velocity_b,pred,0.3076314926147461,0.4218946695327759,0.2194088101387024,0.13200914859771729,0.2522773742675781
frozen_MainV2,train,1.0,angular_velocity_b,truth,0.8359685827606189,0.9000781994874623,0.26695503055238046,0.6621026642714872,0.8240493955725012
