mode,pattern,offset,cohort,axis,mse_mean,mse_std,bias_mean,bias_std,bias_mse_mean,bias_mse_std,amplitude_mse_mean,amplitude_mse_std,shape_mse_mean,shape_mse_std,pred_var_mean,pred_var_std,true_var_mean,true_var_std,correlation_mean,correlation_std,rmse_mean,rmse_std,bias_rmse_mean,bias_rmse_std,amplitude_rmse_mean,amplitude_rmse_std,shape_rmse_mean,shape_rmse_std,endpoint_rmse_mean,endpoint_rmse_std,bias_share_pct,amplitude_share_pct,shape_share_pct,centered_amplitude_ratio
Mission,ALL,-1,ALL,p,0.22206895709132124,0.002996841305962941,-0.01257276993770406,0.014463129769305303,0.044031595483250446,0.00045227664927198984,0.07801893896853292,0.0009244588846963894,0.10001842263953786,0.0031363277596357796,0.061491271281554384,0.002019557077107726,0.2076868469393072,0.0,0.2936925964192633,0.01979422837020228,0.46880756855844624,0.0033974211629163205,0.20852257859571466,0.0010280434339297996,0.27484694877298677,0.0017639091937890767,0.3149931548729816,0.005011809374905561,0.4694142079600117,0.006278241116402963,19.827893128323815,35.13275335302685,45.03935351864933,0.5441294593693385
Mission,ALL,-1,ALL,q,0.03223884468528474,0.0012207674201554657,0.0053193990597160705,0.011251455571293631,0.015204573184935748,0.0010047427410285544,0.005839655587323133,0.00026609908899119495,0.011194615913025861,0.0001407370574394353,0.1349280818119958,0.002407268367522221,0.1692994872175896,0.0,0.9446940630747468,0.00029499939622129064,0.17901355824875664,0.0034048827965902522,0.12281386447444613,0.004115686037583915,0.07610739693410655,0.0017319782422537827,0.10515319822564807,0.0006228884777962434,0.1900101792918397,0.00416829631309423,47.16227685378502,18.113724745194155,34.72399840102082,0.8927366239777357
Mission,ALL,-1,ALL,r,0.012591539332984117,0.0005497525764409271,0.0035818207809946586,0.002926431999113556,0.008253534351876882,0.00048190317657988217,0.0017833280791766874,3.4011980144319883e-05,0.002554676901930547,3.565739130189323e-05,0.0018924041502100311,2.733045150448107e-05,0.005033517591944945,0.0,0.2773567404978537,0.010160079395953193,0.11170720568175102,0.0025492934606303344,0.09051946156049771,0.0026897106304239814,0.04192329508223804,0.00043673095017155415,0.04998968152997469,0.0004778205174339005,0.13345311135404664,0.0035838630392970904,65.54825532932553,14.162907584342586,20.288837086331878,0.6131562373798687
Mission,ALL,-1,Sep17,p,0.19837650569874535,0.005116132046960452,-0.03179989564888112,0.010445304096092168,0.043289758672686286,0.0007796971465374068,0.05921635045904291,0.0010715869636774543,0.09587039656701617,0.00494037837022888,0.05744575269442117,0.0018359642010537028,0.1728389556838832,0.0,0.24897138598229918,0.029235422237524285,0.44381810167481056,0.005744769335297574,0.2071069292264978,0.0019806496326644834,0.24237713557523236,0.002241223542078865,0.3081274453376786,0.007964557156478575,0.4517610461767309,0.007709394786024585,21.822018953406776,29.85048569661212,48.327495349981106,0.5765117263276918
Mission,ALL,-1,Sep17,q,0.031531736460096535,0.001273872191061059,0.012371467207582277,0.017280042461010538,0.015401806214162496,0.0011120821229718726,0.006247984242543243,0.0003704221809307961,0.009881946003390795,0.0001507573981994662,0.1390802835924909,0.0032855074389352467,0.17776079361594202,0.0,0.9536449512796009,0.0012464414424615967,0.17697923201418608,0.003581806358360642,0.12355819840548198,0.004486496278905847,0.07883267597763395,0.002368268795071873,0.09905398651280857,0.0007581148136839783,0.18919345012997213,0.005117112163515296,48.8454108249113,19.814906960325757,31.33968221476294,0.8845345344486387
Mission,ALL,-1,Sep17,r,0.011973840179326957,0.0009023203820930117,-0.0024342816956799793,0.005260790826487814,0.008086678578538982,0.0007665027935512715,0.001740544388053199,3.481894912967701e-05,0.0021466172127347764,0.000108366308939013,0.001987964235742093,5.908063742586718e-05,0.005117788383466642,0.0,0.33629349617928733,0.01775540720902947,0.10907935163767862,0.004075739133286461,0.08967130097406449,0.004191277355035527,0.04143703262349648,0.00044727211765094397,0.046130120037895794,0.0011813207079400547,0.1306443481074252,0.005784851640704972,67.53621609632617,14.536225321081861,17.927558582591974,0.6232511971967474
Mission,ALL,-1,Sep7,p,0.2694538598764729,0.0026078561125481296,0.025881481484650044,0.022508132708587352,0.04551526910437876,0.0016782025057833858,0.11562411598751297,0.0013693272929720317,0.10831447478458123,0.0024530460135229375,0.06958230845582082,0.0027811184613942383,0.27738262945015524,0.0,0.3831350172931915,0.00207388832262616,0.5187865023257178,0.002483971876634014,0.21135387733414837,0.0039143530127600575,0.33978657516849564,0.0020060133738752034,0.32872457394358734,0.0036509757859234044,0.5047205315265735,0.0034161640796028197,16.891674561739272,42.910543586393274,40.197781851867475,0.5008524309429522
Mission,ALL,-1,Sep7,q,0.033653061135661154,0.0014500486413390509,-0.008784737236016343,0.003182064196944517,0.014810107126482253,0.0010101194377577958,0.005022998276882914,0.0002897104460132859,0.01381995573229599,0.00035244635136878104,0.12662367825100565,0.0018193289298268824,0.15237687442088482,0.0,0.9267922866650382,0.0023071037236899166,0.18308221071789785,0.004048050441540768,0.12132519661237444,0.0043127285758165,0.07065683884705172,0.0021450472692330896,0.11735162165132705,0.0014540111079244043,0.1916436376155749,0.004934743263982664,44.00820200807355,14.925828757848691,41.06596923407776,0.9115865988255681
Mission,ALL,-1,Sep7,r,0.013826937640298435,0.00019316376158246942,0.015614025734343935,0.0017536352773789689,0.008587245898552682,0.00015117353928711222,0.0018688954614236638,4.277049788216157e-05,0.0033707962803220873,0.00011270767240047352,0.0017012839791459074,0.0001004877512905685,0.004864976008901549,0.0,0.1594832291349864,0.012525855922849981,0.11696291376989577,0.0006242280601382567,0.09221578273336417,0.0006403835736324634,0.04289581999972116,0.0005370362243153707,0.05770880451413248,0.0009408226031223115,0.13907063784728949,0.0013543935349210623,62.10519004240869,13.51633680603861,24.37847315155269,0.5913547024757956
Mission,ALL,0,ALL,p,0.21703898223814652,0.0018573554748041632,-0.013086631801075796,0.013866703195154595,0.04249093809761086,0.00042268332554266073,0.0736072474940755,0.0015593012946489362,0.10094079664646016,0.0029734777567537465,0.06412282815738585,0.0028264405828549426,0.2042347670729915,0.0,0.3010898686553747,0.01613259530279522,0.46404148332001943,0.0020472411490836664,0.20422278167092234,0.0008031889636821504,0.2680581621786049,0.002890434282943863,0.316270784096839,0.00466564570816672,0.45371468356575595,0.0035438601449307126,19.577560519053478,33.9142981297755,46.508141351171034,0.5603269319440096
