mode,pattern,offset,cohort,axis,seed,mse,bias,bias_mse,amplitude_mse,shape_mse,pred_var,true_var,correlation,rmse,bias_rmse,amplitude_rmse,shape_rmse,endpoint_rmse
Mission,ALL,-1,Sep7,r,17,0.014013368443115584,0.017270061500344765,0.008757439321678367,0.0018360598618511943,0.0034198692595860227,0.0018092735999127667,0.004864976008901549,0.17153197303891388,0.11756034620269121,0.09294941787370486,0.042490287984987794,0.058058177003561924,0.14060551756291548
Mission,ALL,-1,Sep7,r,23,0.013627680239618798,0.013776851846375731,0.008468547281922367,0.001917261391665769,0.0032418715660306615,0.0016105268305015947,0.004864976008901549,0.16038835170666382,0.11631496047464321,0.0917688044993914,0.04350486884575647,0.05664327523146537,0.1380434095344677
Mission,ALL,-1,Sep7,r,42,0.013839764238160919,0.015795163856311308,0.008535751092057314,0.0018533651307540283,0.0034506480153495777,0.001684051507023361,0.004864976008901549,0.14652936265938143,0.11701343463235292,0.09192912582699622,0.04269230316841923,0.058424961307370155,0.13856298644448528
Mission,ALL,0,ALL,p,17,0.21665514066694877,-0.017349315950125472,0.04201354058110842,0.07517201923166086,0.09946958085417949,0.06088876522973762,0.2042347670729915,0.29224882553639214,0.4636919161192717,0.20329649149599074,0.27090504127870313,0.31399787857787587,0.45353898244500024
Mission,ALL,0,ALL,p,23,0.21540353644969676,0.002410996234275675,0.04281755671778065,0.0735962484182955,0.0989897313136206,0.0653598673799497,0.2042347670729915,0.3197103056593321,0.46219153276460334,0.2047259566878118,0.2681433875635513,0.31317714522013407,0.45026194214682413
Mission,ALL,0,ALL,p,42,0.21905826959779406,-0.024321575687377587,0.04264171699394353,0.07205347483227013,0.1043630777715804,0.0661198518624702,0.2042347670729915,0.2913104747703998,0.4662410010761832,0.20464589682896453,0.26512605769356024,0.32163732849250704,0.45734312610544353
Mission,ALL,0,ALL,q,17,0.0326500158052112,-0.005350596697660214,0.014349702425369175,0.006004635131708408,0.012295678248133622,0.1356265096874938,0.17052610346790956,0.9397843460978771,0.18015296310676251,0.11876958371729746,0.0771007923729382,0.11021070434097263,0.19137335137517472
Mission,ALL,0,ALL,q,23,0.03471921830736165,0.014888028029811163,0.01644512962125715,0.006243355568960683,0.012030733117143817,0.13229263155412574,0.17052610346790956,0.9409956212190697,0.1859096844024759,0.12748103502359492,0.07878293450082448,0.10893001623369397,0.19607364884066056
Mission,ALL,0,ALL,q,42,0.03302429786841128,0.012957236345542253,0.015086092386871792,0.005678074560373533,0.012260130921165952,0.13747323150362167,0.17052610346790956,0.9394572834588653,0.1813479733564796,0.12230626337257154,0.07515615830858248,0.10999870949569722,0.19134376874270978
Mission,ALL,0,ALL,r,17,0.012160885265606887,-0.0053543344947297455,0.007724859023933794,0.0018085726040313638,0.0026274536376417264,0.002021602165787976,0.005171724654936015,0.2729090485700269,0.10976287046765544,0.08737665773295937,0.04215035341348606,0.05063886155681444,0.12834628903512266
Mission,ALL,0,ALL,r,23,0.012935270684254124,-0.00039131205621433803,0.00839533538168278,0.0018391851482110772,0.0027007501543602694,0.002047016481252286,0.005171724654936015,0.2631838189744086,0.11327420075461282,0.09113051133110507,0.04256481585524911,0.05147178689484925,0.1343643910799104
Mission,ALL,0,ALL,r,42,0.011901991525943283,-0.0033065647456867638,0.00756903069892591,0.0017623103037913293,0.0025706505232260435,0.00197257394189859,0.005171724654936015,0.2876858003836179,0.10854300302378021,0.08653322501098136,0.04158307896676652,0.04998782133832752,0.12699959751414927
Mission,ALL,0,Sep17,p,17,0.20459964480133153,-0.03294217957170507,0.04424108950366696,0.06218914001643336,0.0981694152812312,0.058088537652707516,0.17851194153626468,0.23818983901349444,0.4504885126073796,0.20909868126638256,0.247778809729634,0.31138933318048245,0.4561001291986101
Mission,ALL,0,Sep17,p,23,0.1999002222652161,-0.01944913218837637,0.04430412425498707,0.06073182382701783,0.0948642741832112,0.06258179749599681,0.17851194153626468,0.28828431164446944,0.4453106128788437,0.20887252423497737,0.24495239175091973,0.3060765109248602,0.44745028556711264
Mission,ALL,0,Sep17,p,42,0.20614332409229494,-0.036690548396141505,0.04502793234669376,0.05924731388187853,0.10186807786372265,0.06349383448123734,0.17851194153626468,0.2460459133572151,0.4521763609431798,0.2110275120076538,0.24172206184718656,0.31726334668701484,0.4590043680824515
Mission,ALL,0,Sep17,q,17,0.03182534781455615,-0.0038452268973068852,0.01468224936461576,0.006416067685821458,0.010727030764118928,0.13974463647843738,0.17935425790065754,0.9501459661756255,0.17783301787234657,0.12013337552407818,0.07990517940723552,0.10327716536577317,0.18791599714711676
Mission,ALL,0,Sep17,q,23,0.03400943356554621,0.02860963890942882,0.016974886797628895,0.006555849960932689,0.010478696806984624,0.13611732683941064,0.17935425790065754,0.9522534335725366,0.18390724036451422,0.1295612607522324,0.08075359686816037,0.1019456749992761,0.1931980615392345
Mission,ALL,0,Sep17,q,42,0.03132243503484533,0.02325611093924881,0.014881128583352256,0.00575075779071915,0.010690548660773918,0.1432183032087093,0.17935425790065754,0.9510777959734262,0.17662727439238368,0.1214349754085044,0.07560480051932197,0.10301049176069252,0.1828497253447715
Mission,ALL,0,Sep17,r,17,0.011830846343418518,-0.016308195084159434,0.007805897942547686,0.0018069134458478906,0.0022180349550229416,0.0020615490310256367,0.005370560206133485,0.33107016974472697,0.10856502896278351,0.08809989579802592,0.04213661191591264,0.04681854373178754,0.12598376424196117
Mission,ALL,0,Sep17,r,23,0.013033625901601663,-0.007306289257444825,0.008805706186681767,0.001821891400063254,0.0024060283148566422,0.0021999808751570994,0.005370560206133485,0.3170875338522162,0.11391541229947502,0.09357695611243966,0.042393326214304826,0.048751124557672665,0.1355331185345248
Mission,ALL,0,Sep17,r,42,0.01140872099174724,-0.012687975807977345,0.007559235911057184,0.0017269166756264487,0.002122568405063608,0.00206520646476689,0.005370560206133485,0.35759857447085014,0.10653001019494833,0.08669352801154588,0.04121714145624024,0.04572629362276078,0.12485724917659818
Mission,ALL,0,Sep7,p,17,0.24076613239818329,0.013836411293033719,0.03755844273599134,0.10113777766211587,0.10206991200007606,0.06648922038379784,0.2556804181464452,0.4003667985821875,0.49009872314305597,0.19169211195520708,0.31715750437684126,0.3192149693726626,0.4484166889377804
Mission,ALL,0,Sep7,p,23,0.246410164818658,0.04613125307957977,0.039844421643367774,0.0993250976008508,0.10724064557443944,0.07091600714785551,0.2556804181464452,0.3825622936890575,0.4959533725361226,0.19643282159348063,0.3145253791888146,0.3273784138106818,0.455885255306247
Mission,ALL,0,Sep7,p,42,0.2448881606087923,0.0004163697301502456,0.03786928628844306,0.09766579673305334,0.1093530775872959,0.07137188662493589,0.2556804181464452,0.3818395975967693,0.49437028134219,0.19188266647158606,0.31193404938630764,0.3303852921034914,0.4540206421514276
Mission,ALL,0,Sep7,q,17,0.03429935178652131,-0.008361336298366872,0.013684608546875997,0.005181770023482308,0.015432973216163014,0.12739025610560661,0.15286979460241362,0.9190611059423802,0.1847928535755943,0.11604200010373597,0.07149201830434353,0.12407778229137156,0.1982880598312906
Mission,ALL,0,Sep7,q,23,0.03613878779099253,-0.012555193729424154,0.01538561526851366,0.005618366785016671,0.015134805737462202,0.12464324098355593,0.15286979460241362,0.918479996512136,0.1899145724783992,0.12332058356631996,0.07484160976615267,0.12289869870252967,0.20182482344351266
Mission,ALL,0,Sep7,q,42,0.03642802353554318,-0.007640512841870862,0.015496019993910868,0.005532708099682296,0.015399295441950026,0.12598308809344647,0.15286979460241362,0.9162162584297433,0.1907893712846714,0.12404883930070584,0.07425887388710349,0.12397514496570661,0.2083318555385863
Mission,ALL,0,Sep7,r,17,0.01282096310998362,0.016553386684129635,0.007562781186706011,0.001811890920398311,0.0034462910028792973,0.0019417084353126556,0.004774053552541075,0.15658680622062687,0.11215855347739934,0.08593018160282623,0.0421778364086329,0.05827949720686827,0.1330713386214456
Mission,ALL,0,Sep7,r,23,0.01273856024955905,0.013438642346246636,0.007574593771684805,0.0018737726445067237,0.003290193833367523,0.0017410876934426586,0.004774053552541075,0.1553763892187935,0.11199177766488844,0.08623762176843591,0.042907795137137675,0.05691311156920241,0.13202693617068165
Mission,ALL,0,Sep7,r,42,0.012888532594335369,0.015456257378894396,0.007588620274663363,0.001833097560121091,0.003466814759550915,0.0017873088961619897,0.004774053552541075,0.1478602522091535,0.112568988681444,0.08621261900985228,0.04231495398781906,0.05851087676946099,0.13128429418925153
Mission,ALL,5,ALL,p,17,0.2154984247622325,-0.015651205408016105,0.0381549606377241,0.08297276519412851,0.09437069893037987,0.05535482797796137,0.2065786384901576,0.295583024188595,0.4611322848849559,0.1941458589042128,0.28087590799874534,0.3058796868651725,0.4703820115659274
Mission,ALL,5,ALL,p,23,0.21315330263914375,0.0034674281365568286,0.03953254509063668,0.0827007699162705,0.09091998763223659,0.057604127198297224,0.2065786384901576,0.3268035794955298,0.4577402842667519,0.1969760046254433,0.28063219974046644,0.29971652253410097,0.46049636800003024
Mission,ALL,5,ALL,p,42,0.2186543431301217,-0.024090186757176873,0.039456700111049396,0.08190755401822429,0.09729008900084797,0.05919447208074652,0.2065786384901576,0.293254702890949,0.46448659660366803,0.19729172471186573,0.27873318259836105,0.3101651383475389,0.47537313302058326
Mission,ALL,5,ALL,q,17,0.029200273409199187,-0.008864341484543094,0.0126285077094856,0.006224616689750652,0.010347149009962935,0.13493422332861396,0.16996155303623348,0.9510739272084154,0.17015093431241737,0.11185782091174816,0.07743778029425223,0.10112564796889567,0.179507001632398
Mission,ALL,5,ALL,q,23,0.03126535669702998,0.010380196129907591,0.014642471941997847,0.0064181709867175045,0.010204713768314626,0.13189046070202332,0.16996155303623348,0.9519620303954298,0.1758069538794378,0.1201642613698493,0.07917746633265112,0.10028176173089055,0.1857279243194918
Mission,ALL,5,ALL,q,42,0.029720554398104376,0.009648549708942843,0.013823448969164868,0.005855781311299449,0.010041324117640056,0.1368091719518402,0.16996155303623348,0.9518298184678441,0.1716213212327893,0.1169791180186713,0.07560962510073461,0.09967514303910317,0.18127611142926892
Mission,ALL,5,ALL,r,17,0.01215118406097715,0.005108784569968833,0.007835027658778805,0.0018019345070731526,0.0025142218951251924,0.0018338842543136095,0.005149672565862559,0.3097219828024959,0.10962301080038704,0.08806901136208789,0.04201375960258993,0.0495835474903377,0.13294509921693684
Mission,ALL,5,ALL,r,23,0.012938413075546095,0.01154043446232362,0.008518922922810571,0.0018783514890069288,0.002541138663728596,0.0018243871883909847,0.005149672565862559,0.2926921143311823,0.1131768418271672,0.09175121244820887,0.04294395705839669,0.049986094080395505,0.13845801885286216
Mission,ALL,5,ALL,r,42,0.011931940597055948,0.006865146823622069,0.00763287190598676,0.0017905734950170171,0.0025084951960521722,0.0018067381149187267,0.005149672565862559,0.30492410500397915,0.10863352385938185,0.08691026214917996,0.04187728694064307,0.04955861956510393,0.13239907718193986
Mission,ALL,5,Sep17,p,17,0.18635091688665698,-0.02862669586724114,0.037281378561682774,0.05786174030991383,0.09120779801506036,0.053178890821337546,0.1637694468346353,0.23619891238325408,0.4302507741621226,0.19234669469354312,0.23929016887635943,0.3003069109367451,0.44566110227887495
Mission,ALL,5,Sep17,p,23,0.17883625561553068,-0.01659086080636094,0.03664076099171719,0.05783207444250732,0.08436342018130617,0.05443111534850115,0.1637694468346353,0.2850347376254189,0.42137728348209347,0.19047693827864218,0.23956246627382416,0.28853964126042925,0.43198742405839163
Mission,ALL,5,Sep17,p,42,0.1895438160099635,-0.03712830067894781,0.038201944248018344,0.05637415112487504,0.09496772063707012,0.05680224748472275,0.1637694468346353,0.23417099987397338,0.4337945359879133,0.19469886466603278,0.23638166732341745,0.3058833616656146,0.4523043780784801
Mission,ALL,5,Sep17,q,17,0.028757247399650063,-0.006158903746335006,0.012032749423019393,0.0072852493860560055,0.009439248590574666,0.1325754659670369,0.1733680899662643,0.9548952810128921,0.16867272168518221,0.1092028324747713,0.08458089013832026,0.09658418279173148,0.1830530137889967
Mission,ALL,5,Sep17,q,23,0.030683178869382054,0.02379785503410742,0.014353227267872507,0.007112914957802862,0.009217036643706681,0.13002354746384698,0.1733680899662643,0.957278078766317,0.17378356888118782,0.11869982177643806,0.08356269505183496,0.09525457512017353,0.19098706890095912
Mission,ALL,5,Sep17,q,42,0.029206843252453256,0.020353910790660422,0.013351540191901148,0.0064783662932622835,0.009376936767289824,0.13670090530153325,0.1733680899662643,0.9563064495846642,0.16983359356641875,0.11485179239586199,0.07976619974854512,0.09621066090806438,0.18384791717791038
Mission,ALL,5,Sep17,r,17,0.011470375194415268,-0.003999829760054543,0.007529918426646462,0.001819630146668541,0.0021208266211002642,0.0018574605038220388,0.005308877538265345,0.35145851370364667,0.1068320918616856,0.08660090868709093,0.0421286711151554,0.04594253485295461,0.13034868008193243
Mission,ALL,5,Sep17,r,23,0.013037313516357575,0.007200627441438201,0.008899412264715596,0.0018957300861731183,0.0022421711654688615,0.0019554022867927824,0.005308877538265345,0.32880425699094407,0.11371464587603426,0.09390064176231679,0.043049359819209224,0.04726171795105097,0.14083392034314104
Mission,ALL,5,Sep17,r,42,0.011317658412527794,7.358802645388149e-05,0.007409469531601975,0.0017850751361705736,0.0021231137447552464,0.0018897521402184785,0.005308877538265345,0.35589651837939223,0.10597649976004726,0.08575243459309384,0.0417354870268681,0.0458880786527477,0.13053789255052822
Mission,ALL,5,Sep7,p,17,0.2737934405133835,0.010299775510433968,0.039902124789806745,0.13319481496255783,0.1006965007610189,0.059706702291209,0.2921970218012022,0.4143512477992768,0.5228953063306224,0.19774418732555216,0.36404738624351707,0.31702523872202715,0.5198238301400323
Mission,ALL,5,Sep7,p,23,0.2817873966863699,0.04358400602239237,0.045316113288475665,0.13243816086379684,0.10403312253409741,0.06395015089788939,0.2921970218012022,0.4103412632357515,0.5304662858360686,0.20997413731904557,0.3627716666737509,0.3220702850814445,0.5175142558833076
Mission,ALL,5,Sep7,p,42,0.27687539737043804,0.0019860410863650046,0.04196621183711151,0.13297435980492278,0.10193482572840369,0.06397892127279406,0.2921970218012022,0.41142210892490033,0.5258707178351777,0.20247744480353166,0.36343621314824837,0.3187286917113875,0.5215106429047895
Mission,ALL,5,Sep7,q,17,0.030086325428297436,-0.01427521696095927,0.013820024282418015,0.0041033512971399445,0.012162949848739472,0.13965173805176803,0.16314847917617176,0.9434312195994621,0.17310735956688775,0.11716779778570187,0.0631515606061162,0.11020857832322406,0.1724149773192006
Mission,ALL,5,Sep7,q,23,0.032429712352325835,-0.01645512167849207,0.015220961290248526,0.0050286830445467915,0.012180068017530514,0.13562428717837602,0.16314847917617176,0.9413299336536555,0.1798537238759378,0.12309314055667175,0.07040700889428345,0.11033613495232462,0.17520963515655716
Mission,ALL,5,Sep7,q,42,0.03074797668940661,-0.011762172454492318,0.014767266523692306,0.004610611347373781,0.011370098818340522,0.1370257052524541,0.16314847917617176,0.9428765562342039,0.17519677656553043,0.1212337692642899,0.06729647580511361,0.10660410730118076,0.17613249993198604
Mission,ALL,5,Sep7,r,17,0.013512801794100915,0.023326013230015586,0.008445246123043489,0.0017665432278823764,0.003301012443175049,0.0017867317552967509,0.004831262621056988,0.2262489210001945,0.11520484867778986,0.09100521671208178,0.04178393657745899,0.05686557276510389,0.13813793748694572
Mission,ALL,5,Sep7,r,23,0.012740612193923136,0.020220048504094465,0.00775794423900052,0.0018435942946745496,0.003139073660248066,0.001562356991587389,0.004831262621056988,0.2204678290116588,0.11210123372943306,0.08745235381999306,0.042733151536771624,0.0554348463390846,0.13370621587230433
Mission,ALL,5,Sep7,r,42,0.013160504966112256,0.020448264417958443,0.008079676654756326,0.0018015702127099043,0.0032792580986460234,0.0016407100643192228,0.004831262621056988,0.20297927825315298,0.11394757205805106,0.08922591726135223,0.042160886768193004,0.05689970138981637,0.13612144644476315
Mission,ALL,10,ALL,p,17,0.22193472160822003,-0.012532014223680719,0.04503934784120018,0.07388928290265243,0.10300609086436742,0.06032938708534955,0.19852316844563947,0.24359649046930318,0.46936097711302466,0.21010700962696408,0.2682175708323255,0.3198104536314214,0.4675309952711169
Mission,ALL,10,ALL,p,23,0.21639596331376856,0.00618270894843933,0.04485857416445235,0.07213185729914058,0.09940553185017564,0.06281424126671545,0.19852316844563947,0.28322480326510746,0.4631203025900963,0.21000845631842172,0.2653493759767053,0.3136151655880532,0.45716861232399425
Mission,ALL,10,ALL,p,42,0.22379021452946798,-0.022980822298077307,0.045878767947382,0.07234875106702206,0.10556269551506392,0.06316605608210403,0.19852316844563947,0.25559865348866373,0.4711387558521965,0.21227956702059045,0.2652951206353911,0.3233083449228752,0.46912672521602156
Mission,ALL,10,ALL,q,17,0.030964869933442277,-0.006935749783223136,0.014489539455749656,0.0055280998033943535,0.01094723067429827,0.13942822601727048,0.17180945921055316,0.9457447560616473,0.1751313523660822,0.11914043996578927,0.07385799656644547,0.10396029874862557,0.18746520697819122
Mission,ALL,10,ALL,q,23,0.033658210251595176,0.012737098788843508,0.01657738111906839,0.005763039654762378,0.011317789477764411,0.1355602364381431,0.17180945921055316,0.9428292553629869,0.18265116553786057,0.12755768346425025,0.07561404031033826,0.10552074854416836,0.19753254217749242
Mission,ALL,10,ALL,q,42,0.031056694053527137,0.014602304415297947,0.014899515327032377,0.005237974308876579,0.01091920441761818,0.1403523590940381,0.17180945921055316,0.945257730458181,0.17541690408734087,0.12119918153012525,0.07210302176005404,0.10357956554637,0.18551524817444856
Mission,ALL,10,ALL,r,17,0.012624729925718047,-0.003290421594912753,0.00838686447658136,0.0017310996951156966,0.0025067657540209913,0.0017544451588810182,0.004800408424831708,0.26945818706480856,0.11180208679413134,0.0911465610375829,0.04124028310420508,0.049400323059253674,0.13407944260036928
Mission,ALL,10,ALL,r,23,0.013342647656707785,0.002260107757401924,0.00902020405787098,0.001768213016614022,0.0025542305822227832,0.0017705968858862649,0.004800408424831708,0.2600904775100414,0.11511102765453259,0.09462157607833732,0.041754817205254535,0.050068945226563195,0.1387717351273054
Mission,ALL,10,ALL,r,42,0.012350637575038912,-0.0015225337492738914,0.008153967063337734,0.0017122353588377075,0.0024844351528634724,0.001709955456175218,0.004800408424831708,0.27491604220163735,0.1105662084934252,0.08988689140827873,0.04101383196839149,0.04912700719232103,0.13349505279577153
Mission,ALL,10,Sep17,p,17,0.2052376466115721,-0.024085668274499216,0.045304090733598076,0.05884485629868812,0.1010886995792859,0.05394599337052046,0.16580578365538198,0.17751370754937354,0.451615371152341,0.21120100337104467,0.2416131622225181,0.3169372237352524,0.4591189272713672
Mission,ALL,10,Sep17,p,23,0.19693711014510887,-0.009229771089352377,0.04517765295959006,0.058288900187283846,0.09347055699823496,0.05516098705894949,0.16580578365538198,0.23538683869278457,0.44231032401248077,0.21097499651916024,0.24050901003612002,0.3044373450074733,0.44797113355760537
Mission,ALL,10,Sep17,p,42,0.20689372495549313,-0.0315534648218564,0.04622512348255339,0.05766514953523173,0.10300345193770799,0.05618737372735771,0.16580578365538198,0.19224293336129755,0.4533015405914713,0.21368387919888593,0.2391409893288119,0.3196132385066725,0.46416761128855405
Mission,ALL,10,Sep17,q,17,0.030523183457753098,-0.008123963457922802,0.014764472581617416,0.006001656498245029,0.00975705437789065,0.14570408835898055,0.1822310779647017,0.9547745062295604,0.1738852983292805,0.12021297050691016,0.07712331777329644,0.09838624886352881,0.18721722477352348
Mission,ALL,10,Sep17,q,23,0.03291456104181606,0.024080706099344033,0.017232848288467977,0.006060612486634555,0.009621100266713522,0.14123201281186706,0.1822310779647017,0.9562019012370115,0.18054542882848157,0.1300226027276688,0.07757724267598405,0.09776270829282331,0.1963268604938649
Mission,ALL,10,Sep17,q,42,0.02966665263538804,0.021220388293267254,0.014903269313442684,0.005408904534977398,0.00935447878696796,0.14774125761709056,0.1822310779647017,0.9568712182599632,0.1713671291305016,0.12102600353804735,0.07320346574259211,0.09625917021238811,0.17972847773131467
Mission,ALL,10,Sep17,r,17,0.011515628798610102,-0.011050939770218076,0.007758208355901527,0.0017137807376544688,0.002043639705054107,0.0017409803457292328,0.004774231075830267,0.32038749770348274,0.10705347089705448,0.08783115024821443,0.04098214402623982,0.045050348143670794,0.12767752470557983
Mission,ALL,10,Sep17,r,23,0.012669015428556366,-0.0007181193209944879,0.00878277675242331,0.0017181520274928447,0.002168086648640211,0.0018710226022660096,0.004774231075830267,0.30861969555073765,0.11215863702834941,0.09331904990035939,0.041111322054106586,0.046443658562618964,0.13568171899519788
Mission,ALL,10,Sep17,r,42,0.011236780806807522,-0.007413711677395912,0.007578273790284762,0.0016761284091633215,0.0019823786073594387,0.001754693156262347,0.004774231075830267,0.33750560894728604,0.10569404534228326,0.08677020627312816,0.04054303316874355,0.044358071870671395,0.12816647610401963
Mission,ALL,10,Sep7,p,17,0.2553288716015159,0.010575293877956278,0.044509862056404406,0.10397813611058104,0.10684087343453046,0.07309617451500774,0.2639579380261544,0.3757620563091625,0.5048521890343918,0.20791902213880295,0.32142638805194024,0.32555691342375936,0.4843551312706164
