flight_id,firmware,parameter,initial_value,changes
2026.9.6/log_24_2026-9-6-06-28-38.ulg,c9af571575af33d5403fbb479256848797c801e2,FW_RLL_TO_YAW_FF,0.0,[]
2026.9.6/log_24_2026-9-6-06-28-38.ulg,c9af571575af33d5403fbb479256848797c801e2,FW_MAN_R_MAX,35.0,[]
2026.9.6/log_24_2026-9-6-06-28-38.ulg,c9af571575af33d5403fbb479256848797c801e2,MAN_YR_MAX,,[]
2026.9.6/log_24_2026-9-6-06-28-38.ulg,c9af571575af33d5403fbb479256848797c801e2,FW_YR_P,0.05000000074505806,[]
2026.9.6/log_24_2026-9-6-06-28-38.ulg,c9af571575af33d5403fbb479256848797c801e2,FW_YR_I,0.10000000149011612,[]
2026.9.6/log_24_2026-9-6-06-28-38.ulg,c9af571575af33d5403fbb479256848797c801e2,FW_YR_FF,0.30000001192092896,[]
2026.9.6/log_28_2026-9-6-07-01-38.ulg,c9af571575af33d5403fbb479256848797c801e2,FW_RLL_TO_YAW_FF,0.0,[]
2026.9.6/log_28_2026-9-6-07-01-38.ulg,c9af571575af33d5403fbb479256848797c801e2,FW_MAN_R_MAX,35.0,[]
2026.9.6/log_28_2026-9-6-07-01-38.ulg,c9af571575af33d5403fbb479256848797c801e2,MAN_YR_MAX,,[]
2026.9.6/log_28_2026-9-6-07-01-38.ulg,c9af571575af33d5403fbb479256848797c801e2,FW_YR_P,0.05000000074505806,[]
2026.9.6/log_28_2026-9-6-07-01-38.ulg,c9af571575af33d5403fbb479256848797c801e2,FW_YR_I,0.10000000149011612,[]
2026.9.6/log_28_2026-9-6-07-01-38.ulg,c9af571575af33d5403fbb479256848797c801e2,FW_YR_FF,0.30000001192092896,[]
2026.9.6/log_17_2026-9-6-18-34-06.ulg,c9af571575af33d5403fbb479256848797c801e2,FW_RLL_TO_YAW_FF,0.0,[]
2026.9.6/log_17_2026-9-6-18-34-06.ulg,c9af571575af33d5403fbb479256848797c801e2,FW_MAN_R_MAX,35.0,[]
2026.9.6/log_17_2026-9-6-18-34-06.ulg,c9af571575af33d5403fbb479256848797c801e2,MAN_YR_MAX,,[]
2026.9.6/log_17_2026-9-6-18-34-06.ulg,c9af571575af33d5403fbb479256848797c801e2,FW_YR_P,0.05000000074505806,[]
2026.9.6/log_17_2026-9-6-18-34-06.ulg,c9af571575af33d5403fbb479256848797c801e2,FW_YR_I,0.10000000149011612,[]
2026.9.6/log_17_2026-9-6-18-34-06.ulg,c9af571575af33d5403fbb479256848797c801e2,FW_YR_FF,0.30000001192092896,[]
2026.9.6/log_18_2026-9-6-18-46-20.ulg,c9af571575af33d5403fbb479256848797c801e2,FW_RLL_TO_YAW_FF,0.0,[]
2026.9.6/log_18_2026-9-6-18-46-20.ulg,c9af571575af33d5403fbb479256848797c801e2,FW_MAN_R_MAX,35.0,[]
2026.9.6/log_18_2026-9-6-18-46-20.ulg,c9af571575af33d5403fbb479256848797c801e2,MAN_YR_MAX,,[]
2026.9.6/log_18_2026-9-6-18-46-20.ulg,c9af571575af33d5403fbb479256848797c801e2,FW_YR_P,0.05000000074505806,[]
2026.9.6/log_18_2026-9-6-18-46-20.ulg,c9af571575af33d5403fbb479256848797c801e2,FW_YR_I,0.10000000149011612,[]
2026.9.6/log_18_2026-9-6-18-46-20.ulg,c9af571575af33d5403fbb479256848797c801e2,FW_YR_FF,0.30000001192092896,[]
2026.9.6/log_19_2026-9-6-18-52-30.ulg,c9af571575af33d5403fbb479256848797c801e2,FW_RLL_TO_YAW_FF,0.0,[]
2026.9.6/log_19_2026-9-6-18-52-30.ulg,c9af571575af33d5403fbb479256848797c801e2,FW_MAN_R_MAX,35.0,[]
2026.9.6/log_19_2026-9-6-18-52-30.ulg,c9af571575af33d5403fbb479256848797c801e2,MAN_YR_MAX,,[]
2026.9.6/log_19_2026-9-6-18-52-30.ulg,c9af571575af33d5403fbb479256848797c801e2,FW_YR_P,0.05000000074505806,[]
2026.9.6/log_19_2026-9-6-18-52-30.ulg,c9af571575af33d5403fbb479256848797c801e2,FW_YR_I,0.10000000149011612,[]
2026.9.6/log_19_2026-9-6-18-52-30.ulg,c9af571575af33d5403fbb479256848797c801e2,FW_YR_FF,0.30000001192092896,[]
2026.9.6/log_20_2026-9-6-18-58-10.ulg,c9af571575af33d5403fbb479256848797c801e2,FW_RLL_TO_YAW_FF,0.0,[]
2026.9.6/log_20_2026-9-6-18-58-10.ulg,c9af571575af33d5403fbb479256848797c801e2,FW_MAN_R_MAX,35.0,[]
2026.9.6/log_20_2026-9-6-18-58-10.ulg,c9af571575af33d5403fbb479256848797c801e2,MAN_YR_MAX,,[]
2026.9.6/log_20_2026-9-6-18-58-10.ulg,c9af571575af33d5403fbb479256848797c801e2,FW_YR_P,0.05000000074505806,[]
2026.9.6/log_20_2026-9-6-18-58-10.ulg,c9af571575af33d5403fbb479256848797c801e2,FW_YR_I,0.10000000149011612,[]
2026.9.6/log_20_2026-9-6-18-58-10.ulg,c9af571575af33d5403fbb479256848797c801e2,FW_YR_FF,0.30000001192092896,[]
