model,seed,cohort,log_id,horizon_s,position_rmse_m,velocity_rmse_m_s,attitude_error_deg,body_rate_rmse_rad_s,delta_v_rmse_m_s,delta_omega_rmse_rad_s,velocity_x_rmse_m_s,velocity_y_rmse_m_s,velocity_z_rmse_m_s,body_rate_p_rmse_rad_s,body_rate_q_rmse_rad_s,body_rate_r_rmse_rad_s,n_windows,group
ensemble,0,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.1,0.02279895480223939,0.12807244609319376,1.4008041566956384,0.4974102143851881,0.12807244609319376,0.4974102143851881,0.052689806436753854,0.04458661187387029,0.10788127635303674,0.41341201440744485,0.24700421747949827,0.12448431333159289,131,ALL
ensemble,0,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.2,0.0454757283999519,0.16250507740221176,1.979510659645834,0.4455150035608176,0.16250507740221176,0.4455150035608176,0.06648797765138996,0.05812956051291463,0.13641188805929816,0.3679924130431156,0.21360482581105628,0.13205370396444255,131,ALL
ensemble,0,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.5,0.12811837465866316,0.29415269284322954,4.053462972196579,0.4847510560861514,0.29415269284322954,0.4847510560861514,0.1445577814259509,0.1279714187340527,0.22192830041102032,0.40428914665837773,0.22179116511084682,0.14947424978789126,131,ALL
ensemble,0,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,1.0,0.34076118185400833,0.5973961620284154,7.246988526390201,0.5849872659571634,0.5973961620284154,0.5849872659571634,0.34247577035215926,0.4053306772192828,0.27440765884525425,0.504747043629369,0.25341438417199685,0.15238659118891254,131,ALL
ensemble,0,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.1,0.015968089094237692,0.14184138070933228,1.3973117523583836,0.476727821043681,0.14184138070933228,0.476727821043681,0.053773035284723325,0.06842973273279149,0.11200361438773465,0.40368033154072036,0.217108071442046,0.13105605899364392,146,ALL
ensemble,0,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.2,0.0375573833543408,0.20963466170372944,2.384190509567829,0.6039532201921322,0.20963466170372944,0.6039532201921322,0.10696015221309971,0.08882921873301772,0.15689355348601586,0.532023252990192,0.24517432398414513,0.1469704096649991,146,ALL
ensemble,0,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.5,0.12443238792133603,0.3692869050946288,4.232980650902171,0.5491644298015241,0.3692869050946288,0.5491644298015241,0.2007258297095094,0.19527606183532953,0.24072644066633594,0.4725164845403987,0.21720441236361526,0.17644258569459031,146,ALL
ensemble,0,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,1.0,0.32314160841669937,0.6133737678825022,7.071694080335427,0.5701553168409035,0.6133737678825022,0.5701553168409035,0.38474284368423894,0.34496216070666197,0.330456398093204,0.4718714354822879,0.2642847843350837,0.18046602579653157,146,ALL
ensemble,0,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.1,0.01569189163508262,0.20244002295398145,1.4590709857118789,0.5949795982521976,0.20244002295398145,0.5949795982521976,0.1068586825375572,0.09359505830027201,0.14423297099385696,0.5289127183815642,0.231406185155927,0.14388619163127353,114,ALL
ensemble,0,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.2,0.04084792646729106,0.3186824469241511,2.3835092898523786,0.532356513910819,0.3186824469241511,0.532356513910819,0.19916686638953043,0.14242393031427827,0.20397667852961254,0.45759203783835395,0.2220961261148671,0.15711873082160316,114,ALL
ensemble,0,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.5,0.13736380361716677,0.4025291405937138,4.287287907252128,0.6024083939598998,0.4025291405937138,0.6024083939598998,0.2598572999976142,0.20550524548704027,0.2286295841363822,0.524973999932374,0.24468715779637137,0.1656090798171499,114,ALL
ensemble,0,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,1.0,0.36666680206835706,0.7087753423502066,7.803549271905434,0.6900597845693265,0.7087753423502066,0.6900597845693265,0.43745011724335686,0.44945004184789783,0.3301432124553657,0.5617674627192469,0.34460114527192903,0.20457241941943102,114,ALL
ensemble,0,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.1,0.01518219007743379,0.11459320070962356,1.32925040620005,0.5473300107007938,0.11459320070962356,0.5473300107007938,0.0448029851219045,0.04057547410742249,0.09735463560611976,0.48104369275729103,0.20539310225007046,0.1611855447000509,168,ALL
ensemble,0,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.2,0.029023429528041534,0.14942040462778036,2.1873437622914897,0.5585176558981036,0.14942040462778036,0.5585176558981036,0.06345976098166319,0.06675244772877549,0.11765809269870424,0.49746657504639946,0.20589396264061055,0.1485821483545863,168,ALL
ensemble,0,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.5,0.09294056427485473,0.34500633569351197,4.075107192411986,0.6508201697716388,0.34500633569351197,0.6508201697716388,0.20056885454435527,0.1845452500815411,0.2115290923910254,0.5757223291020938,0.25131943646416355,0.1701447442919721,168,ALL
ensemble,0,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,1.0,0.2889857078004371,0.5703996083723338,6.710831848701332,0.6158352127294963,0.5703996083723338,0.6158352127294963,0.3149182578246229,0.390933216434857,0.2708383732189984,0.5220668252484408,0.27313655806217346,0.17915261611973993,168,ALL
ensemble,0,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.1,0.05942260505520651,0.1197603539323838,1.407787540756246,0.5991544935442699,0.1197603539323838,0.5991544935442699,0.05380681526970196,0.040038341463932765,0.09921844696103405,0.5354445191753259,0.2244450628402417,0.1480192142461055,182,ALL
ensemble,0,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.2,0.11257556465570316,0.18391113573426981,2.2368601270849178,0.5695280598348677,0.18391113573426981,0.5695280598348677,0.079226665206316,0.06599131393188286,0.1522878453879331,0.5052377064727614,0.21335665580965105,0.1535448088316059,182,ALL
ensemble,0,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.5,0.2714958416017762,0.3278178972142637,3.841026187619157,0.6122839139999494,0.3278178972142637,0.6122839139999494,0.18778393781778027,0.1596481071995315,0.21613479196842986,0.5453172224006497,0.2356268921945353,0.1483262821319359,182,ALL
ensemble,0,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,1.0,0.6307126890813922,0.619035791189987,5.7007040182627575,0.5774674670542888,0.619035791189987,0.5774674670542888,0.4036342069022265,0.369198201295926,0.28978858837517507,0.4974319111129455,0.2514667045548222,0.15097902441384545,182,ALL
ensemble,0,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.1,0.021479140038421798,0.12640596690755848,1.4237730765091399,0.5327018048107625,0.12640596690755848,0.5327018048107625,0.05131966468891749,0.04842211629036107,0.10488116675559342,0.44997117636239714,0.24115506621998306,0.1521229349181764,160,ALL
ensemble,0,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.2,0.041294616956600055,0.1599504461089407,2.2342905316935364,0.6320311481609686,0.1599504461089407,0.6320311481609686,0.06502975358119222,0.0676233264704771,0.12954675633409676,0.5837106432895249,0.19797705856716433,0.13982253551303792,160,ALL
ensemble,0,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.5,0.12206890291305425,0.3042506193671558,3.8169687970513317,0.7290190187410026,0.3042506193671558,0.7290190187410026,0.16957112449789014,0.16898291659136658,0.18777339274267327,0.6870208277019134,0.1993390838173454,0.1404814637335953,160,ALL
ensemble,0,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,1.0,0.33948127362762576,0.6552179218979186,5.859035193490966,0.636337919410906,0.6552179218979186,0.636337919410906,0.3761042732937494,0.4704460050707855,0.2579470044395675,0.5582078734827709,0.26756276116032207,0.147445198301972,160,ALL
ensemble,0,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.1,0.020557172110041367,0.1179042549796877,1.4317582203378745,0.5431022542938422,0.1179042549796877,0.5431022542938422,0.04676922673692816,0.05601065785469978,0.09261133288873871,0.48003339746637536,0.20893848228891596,0.14447389575541467,161,ALL
ensemble,0,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.2,0.0372908648404121,0.1818016852207153,2.1969617874435508,0.5675426433045365,0.1818016852207153,0.5675426433045365,0.08385255512173223,0.09104084326420278,0.13316218159219145,0.5003982516668964,0.20739089468917626,0.16939674878177804,161,ALL
ensemble,0,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.5,0.10780712847958132,0.3976355180767003,4.194756853485692,0.6384340888385793,0.3976355180767003,0.6384340888385793,0.23188946028454901,0.21632707403519755,0.23988305585104705,0.546021820492903,0.29379193811678134,0.15213334425545383,161,ALL
ensemble,0,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1.0,0.33366441079158776,0.6834786045942071,6.895740136753376,0.632722760464749,0.6834786045942071,0.632722760464749,0.4252057374339328,0.4401933676660511,0.30425792159635,0.5461909678643386,0.26981850415132425,0.17091370059503977,161,ALL
ensemble,0,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.1,0.022075684207819222,0.2721231343922026,1.2656475503974798,0.5381098650568638,0.2721231343922026,0.5381098650568638,0.14110989967824072,0.21666619840842458,0.08482190136677428,0.46558889730184144,0.2329139777272172,0.1361627135454371,150,ALL
ensemble,0,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.2,0.04383904864278587,0.21820458590371614,1.9346419007174704,0.6312278505134238,0.21820458590371614,0.6312278505134238,0.08456532809664224,0.16355675399158243,0.11709455502736434,0.5807062039622771,0.19570540926541194,0.15142092566015164,150,ALL
ensemble,0,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.5,0.10937859091770206,0.2977585167929733,3.478579889960378,0.5893413316056811,0.2977585167929733,0.5893413316056811,0.1685539749747838,0.17435304650720426,0.17277357152240616,0.5211592861870887,0.24251131413549099,0.13001717608069618,150,ALL
ensemble,0,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,1.0,0.31333497500266755,0.5427444226220912,5.139085912505994,0.6204909454479597,0.5427444226220912,0.6204909454479597,0.3410980026289109,0.3489008532313016,0.237680153787447,0.48419326683637776,0.35697602060965905,0.15209869967528097,150,ALL
ensemble,0,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,0.1,0.05918770053001407,0.09865448104041731,1.2045590388801763,0.53125315557603,0.09865448104041731,0.53125315557603,0.04197020155997499,0.04295064637317883,0.07827164739862878,0.48261436437920235,0.18930628599013125,0.11608798684175141,155,ALL
ensemble,0,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,0.2,0.10644233882761205,0.12446753920207707,1.7383366640720053,0.6051919568953251,0.12446753920207707,0.6051919568953251,0.05671678169797457,0.06070480036467324,0.09268388318111222,0.5466139207768197,0.234361375804147,0.1120056776907901,155,ALL
ensemble,0,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,0.5,0.2319440185106531,0.2556994645808419,2.960364670237398,0.6107607621543563,0.2556994645808419,0.6107607621543563,0.1370012761333163,0.138700310025566,0.16545419463883027,0.5489464142810359,0.2420924055144739,0.11435825299286019,155,ALL
ensemble,0,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,1.0,0.44990977675644706,0.5154015392394528,5.150023304514067,0.6049430244550846,0.5154015392394528,0.6049430244550846,0.31848599255243265,0.33151879714574095,0.23302511954149915,0.5116499597098069,0.29713444266118216,0.12602184156028962,155,ALL
ensemble,0,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.1,0.08523178996070858,0.11470383395735219,1.2039046342415731,0.546645570673635,0.11470383395735219,0.546645570673635,0.040803662901457594,0.05499389050452063,0.09202012076451993,0.48470187264362913,0.21513946470987333,0.13266682070967228,140,ALL
ensemble,0,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.2,0.16555378254290562,0.17039084062151483,1.663375620890038,0.5995124100452415,0.17039084062151483,0.5995124100452415,0.07144496069397416,0.09221617209507772,0.12419675423807967,0.5495452225117623,0.19521164981801026,0.13895175417418046,140,ALL
ensemble,0,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.5,0.4198593406642084,0.28188414860164174,3.0284185704080064,0.5989843923375167,0.28188414860164174,0.5989843923375167,0.1699325444332454,0.15428559373878983,0.1636385013986153,0.5478034779121401,0.2084829364032615,0.12340387789685216,140,ALL
ensemble,0,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,1.0,0.8488574550188284,0.5655146320887112,5.060971459931307,0.6258773240594111,0.5655146320887112,0.6258773240594111,0.3852420767404936,0.36091649286386207,0.20281673154341057,0.565870814578082,0.23506505772123332,0.12750319454437348,140,ALL
ensemble,0,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.1,0.03894315092526548,0.09824092222079756,1.280074126396174,0.6059354843679361,0.09824092222079756,0.6059354843679361,0.04504486200440785,0.038231722969464976,0.07848932771136936,0.5588684668785071,0.21014566239010832,0.10326010131553709,201,ALL
ensemble,0,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.2,0.06904972577819901,0.1334329673275872,1.7518445466367865,0.5530805617132192,0.1334329673275872,0.5530805617132192,0.06356399342333137,0.064097558607246,0.0982622943479049,0.5136515557860756,0.1821672177955258,0.09420876681175515,201,ALL
ensemble,0,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.5,0.19595069012687993,0.4272119904191271,2.9361781398668696,0.5952430283244189,0.4272119904191271,0.5952430283244189,0.2258687027864797,0.3005384367001009,0.20290407074596792,0.519768481269867,0.25473861644455176,0.1387920240473363,201,ALL
ensemble,0,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,1.0,0.4546467904896283,0.4783423507583019,5.3515344796143935,0.565844797481599,0.4783423507583019,0.565844797481599,0.2911020068962069,0.30871236080808667,0.22083411057686883,0.4877969337251974,0.2564252872202936,0.12837662699758512,201,ALL
ensemble,0,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.1,0.12781673546396874,0.11666933305970145,1.3370018728301498,0.5628559122062992,0.11666933305970145,0.5628559122062992,0.055578080136810856,0.0494408795037502,0.08987997395859344,0.5142093538676007,0.18940936999449667,0.1285286305028476,164,ALL
ensemble,0,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.2,0.2653600879563541,0.17004324654458222,1.9174792104138272,0.5614814387931455,0.17004324654458222,0.5614814387931455,0.09809407734429214,0.090834233655456,0.10507806470248504,0.4987371971672983,0.2254258210957123,0.12532283692229518,164,ALL
ensemble,0,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.5,0.6691834612518449,0.3553248835652331,3.5344533147406,0.5850512198935145,0.3553248835652331,0.5850512198935145,0.21746084020917075,0.21760080112580976,0.17781014370832104,0.5262166287185581,0.2216618418593937,0.12746378867139396,164,ALL
ensemble,0,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,1.0,1.3886146112502955,0.6658171491660811,5.567913499255066,0.6530588888250286,0.6658171491660811,0.6530588888250286,0.4010471822684985,0.4689395618079664,0.25013860375699254,0.5773144875962756,0.27412569223397554,0.13434656505498957,164,ALL
ensemble,0,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.1,0.020037876370741215,0.13781662788437987,1.6888539961019555,0.6625574351292143,0.13781662788437987,0.6625574351292143,0.06633006570803225,0.05708759140041459,0.1064647933013025,0.5643062403671809,0.3050046589760903,0.16587037086393497,34,high_change
ensemble,0,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.2,0.042873644818213534,0.20638193597104956,2.8698920498937768,0.6371546954029359,0.20638193597104956,0.6371546954029359,0.11239968307601622,0.06403505015976398,0.1608083551641706,0.5630378437372929,0.24065923454916488,0.1761749846597916,34,high_change
ensemble,0,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.5,0.14821515163230023,0.453385477170097,6.34757995951337,0.588395629729747,0.453385477170097,0.588395629729747,0.23045759694240475,0.24201268317369928,0.3063944322329557,0.5230350465147687,0.20592198678777293,0.1738962120338899,34,high_change
ensemble,0,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,1.0,0.5007600135826556,1.037080216640383,10.708104769564937,0.7907261241007351,1.037080216640383,0.7907261241007351,0.6178672326121264,0.6621237199115855,0.5053391318130237,0.6137694409331247,0.43916037554510007,0.23595135359454297,34,high_change
ensemble,0,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.1,0.024282617859434325,0.23318301786295803,1.9220087637684033,0.5072924094598115,0.23318301786295803,0.5072924094598115,0.0717279168060359,0.10202757672924238,0.19702740762924725,0.4364781887677092,0.2009848425850457,0.16259604077795178,34,high_change
ensemble,0,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.2,0.05406265416118215,0.3241676008011773,2.7013944462413972,0.577811476587264,0.3241676008011773,0.577811476587264,0.09414862744486882,0.1672870444227719,0.2612196664260413,0.4314150817674079,0.31424604876430257,0.22135164452878714,34,high_change
ensemble,0,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.5,0.16593222341913794,0.4584548143424016,5.53371801830286,0.6520226575199535,0.4584548143424016,0.6520226575199535,0.213925722299863,0.28569974334455955,0.28773643979353847,0.5068593760453067,0.3607521556750224,0.19515378810099834,34,high_change
ensemble,0,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,1.0,0.492785852059205,0.8479179570177353,7.579252855332657,0.678376452607128,0.8479179570177353,0.678376452607128,0.45276385462747276,0.5837002308993253,0.4162496777465142,0.5200599164340501,0.36736470310218106,0.23404159819375292,34,high_change
ensemble,0,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.1,0.016524259732829484,0.1680562066669396,1.765232176902484,0.5863353621275751,0.1680562066669396,0.5863353621275751,0.09829387246527978,0.054868855884728736,0.12478225790937308,0.49691972256606093,0.27261967825859923,0.15012813604491831,27,high_change
ensemble,0,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.2,0.03774789086842444,0.2880107186408005,2.6272923584777987,0.6628812353677813,0.2880107186408005,0.6628812353677813,0.1576312460000949,0.13084098727959745,0.20244307936836997,0.5634066456746449,0.2967637782231062,0.18416227558082562,27,high_change
ensemble,0,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.5,0.14049917523469588,0.5531231700234365,5.7350171390689315,0.5713541626387563,0.5531231700234365,0.5713541626387563,0.3648074924640824,0.2921087036865987,0.29586016948784916,0.42991018249977025,0.31991073881515414,0.19819165809486247,27,high_change
ensemble,0,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,1.0,0.47610511622423135,1.0018444227073033,8.507403181956539,0.5502300322357215,1.0018444227073033,0.5502300322357215,0.5969350461488601,0.6492107245916917,0.47527490262385924,0.36254396728974164,0.37255626103899936,0.18032413181983944,27,high_change
ensemble,0,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.1,0.0190300116106993,0.20953040989451716,1.7577597664389806,0.5605929705340656,0.20953040989451716,0.5605929705340656,0.06472583470229896,0.07886962040154227,0.1830113165090391,0.49652326092460264,0.22953271961024924,0.12265341659052705,58,high_change
ensemble,0,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.2,0.045269881538765974,0.2848587729154686,2.9844623797468843,0.5899440480291142,0.2848587729154686,0.5899440480291142,0.10014176504955291,0.09071040637453584,0.2507743399453645,0.4989238954997803,0.2693026556950693,0.16304909058282122,58,high_change
ensemble,0,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.5,0.15809854865790252,0.4587436624587042,5.910992269923351,0.6232667896061741,0.4587436624587042,0.6232667896061741,0.20465972217285705,0.22339441614108374,0.34446346802402544,0.5399821769018112,0.26345352630383606,0.16574974851396296,58,high_change
ensemble,0,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,1.0,0.458219244956435,0.7686103192904093,8.657311970091206,0.7146965387130976,0.7686103192904093,0.7146965387130976,0.47525960844089654,0.42059929353945247,0.4335739403820579,0.6039134736966287,0.33093403260489956,0.19121277363192205,58,high_change
ensemble,0,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.1,0.022254905871647107,0.17099378839010154,1.5688563025236317,0.7228470045793236,0.17099378839010154,0.7228470045793236,0.0637076696890506,0.0667290226000163,0.1439702956641965,0.5211763759685712,0.4810850252697135,0.1394280302622338,35,high_change
ensemble,0,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.2,0.042079327797264754,0.260948227740005,3.8326832556033286,0.6053726003368133,0.260948227740005,0.6053726003368133,0.07599240947330303,0.18980978292038922,0.16214616113496508,0.44924761029053245,0.32911797799825304,0.23734769104657916,35,high_change
ensemble,0,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.5,0.14966547731300991,0.49066656488569177,6.639283555733913,0.611690582224811,0.49066656488569177,0.611690582224811,0.16174515584614957,0.17202476581344114,0.43011587090441133,0.5110592773628988,0.29285790717068855,0.16497887625827856,35,high_change
