model,seed,cohort,log_id,horizon_s,position_rmse_m,velocity_rmse_m_s,attitude_error_deg,body_rate_rmse_rad_s,delta_v_rmse_m_s,delta_omega_rmse_rad_s,velocity_x_rmse_m_s,velocity_y_rmse_m_s,velocity_z_rmse_m_s,body_rate_p_rmse_rad_s,body_rate_q_rmse_rad_s,body_rate_r_rmse_rad_s,n_windows,group
ensemble,0,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,1.0,0.4465255660151862,0.7435033494058311,8.282657357791491,0.5506781195893256,0.7435033494058311,0.5506781195893256,0.36985554664421827,0.4380534445111133,0.4734060465880688,0.4020616913907358,0.308323538727576,0.2157067063791972,35,high_change
ensemble,0,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.1,0.022612451219472106,0.16916682908370007,1.7755029364711152,0.6850252518972968,0.16916682908370007,0.6850252518972968,0.0731186178346069,0.06173835295444544,0.13949716686249516,0.4664429596074872,0.49043539663531344,0.10565833093857656,17,high_change
ensemble,0,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.2,0.04200036291083586,0.18478479090068112,2.9294176616367786,0.5069332747511898,0.18478479090068112,0.5069332747511898,0.0559656500887998,0.07164133686953437,0.16087505651869202,0.403258822660158,0.2591661354569199,0.16491386002708788,17,high_change
ensemble,0,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.5,0.13888470976878153,0.3501093220930046,5.100206062685139,0.5312528323867676,0.3501093220930046,0.5312528323867676,0.12347916076778441,0.15827850464401458,0.28684028524627,0.4563037632714885,0.22888145143463,0.14707048899224306,17,high_change
ensemble,0,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,1.0,0.3294659586599017,0.6966931314537022,6.743681632355435,0.5930735016108354,0.6966931314537022,0.5930735016108354,0.3734287292338698,0.5050867358927735,0.3013630581586373,0.502443696611294,0.2954974122695599,0.10939739206447846,17,high_change
ensemble,0,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.1,0.02333307230912447,0.16852009845675683,1.6985875910602901,0.508530963570167,0.16852009845675683,0.508530963570167,0.06860802654334376,0.12308940706325891,0.09241731518778394,0.40294583795333916,0.251485096067037,0.18164151244095356,33,high_change
ensemble,0,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.2,0.05553309379095398,0.31351671023740896,2.969517528024703,0.6084019534627018,0.31351671023740896,0.6084019534627018,0.18682267205876235,0.15050989314552507,0.20183356724844906,0.5072923884018806,0.29564385241812835,0.15938030673240328,33,high_change
ensemble,0,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.5,0.18665156686368467,0.5642937813051585,4.903970368308373,0.5907073516373025,0.5642937813051585,0.5907073516373025,0.31204576373060655,0.33427769313767985,0.33062567478646865,0.4621439598340482,0.293504286799142,0.22184086480580723,33,high_change
ensemble,0,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,1.0,0.3928293498979859,0.6978951506420944,7.634101313141745,0.5495584657113394,0.6978951506420944,0.5495584657113394,0.44562262616578713,0.3773815512246887,0.3821796451069922,0.431613089156259,0.2786939847832154,0.1950751428287199,33,high_change
ensemble,0,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.1,0.01964043930496876,0.34865046418386286,1.7836344754414573,0.7135486366204432,0.34865046418386286,0.7135486366204432,0.1960814648092057,0.1667744502444227,0.23514992681174676,0.6066636012991575,0.3307577957266718,0.1780736146869138,31,high_change
ensemble,0,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.2,0.0636664664031606,0.5516207401664395,3.2441702199872458,0.6184604228887232,0.5516207401664395,0.6184604228887232,0.3703308363531295,0.25661455858887905,0.3182600838119616,0.5202026764251576,0.2441642927886915,0.22861817129615744,31,high_change
ensemble,0,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.5,0.22381641530392285,0.6153875537631623,4.799600937540148,0.7589552018657466,0.6153875537631623,0.7589552018657466,0.4468673042914679,0.33269194536592783,0.26139533884620075,0.6760854725548925,0.2908418757189516,0.18529013888382068,31,high_change
ensemble,0,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,1.0,0.549243551280496,0.916362435025211,8.687435580887612,0.749190549625509,0.916362435025211,0.749190549625509,0.5416270009618684,0.6016419355079309,0.4294034065918166,0.6012525943792812,0.3539026714631305,0.2730104330087321,31,high_change
ensemble,0,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.1,0.01778533654383196,0.14069856523473764,1.3701834298324052,0.5858653905348759,0.14069856523473764,0.5858653905348759,0.051026029398785866,0.040044419197088614,0.12485541667895635,0.452802713250059,0.33990577977621483,0.15057230679872968,24,high_change
ensemble,0,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.2,0.033293122118175346,0.20099105335943965,2.9159993458396576,0.5441570724591404,0.20099105335943965,0.5441570724591404,0.07280572136567234,0.11869947802328341,0.14493848482705088,0.4640514008325902,0.2528875864266226,0.129657570253072,24,high_change
ensemble,0,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.5,0.12178584393100994,0.634103202270827,5.171899016742345,0.760207245040066,0.634103202270827,0.760207245040066,0.4115008205248436,0.35428466174080375,0.3274695776598219,0.6226357399934338,0.3788103835499468,0.21620010177837193,24,high_change
ensemble,0,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,1.0,0.377507163822544,0.7015758332192081,8.011545406167441,0.7229710935731505,0.7015758332192081,0.7229710935731505,0.3650614955384364,0.5233429549068226,0.29163488437061474,0.6236016965373583,0.30216843537886723,0.20616101202403142,24,high_change
ensemble,0,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.1,0.08074767305263209,0.10732118923696582,1.2800861294577972,0.5483092750380314,0.10732118923696582,0.5483092750380314,0.027422147795340805,0.02995293103943938,0.09934125724830395,0.4974479076964093,0.17816599588795526,0.14644288350906395,30,high_change
ensemble,0,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.2,0.12956748925852998,0.1803845445994001,2.5303296794809715,0.5630076076612563,0.1803845445994001,0.5630076076612563,0.06845018925961606,0.07777322886250583,0.14766340234789388,0.4902600127888309,0.22555169456982335,0.16046532093080915,30,high_change
ensemble,0,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.5,0.2130325367792014,0.31332128099637563,4.330810966521154,0.6954966572107848,0.31332128099637563,0.6954966572107848,0.16868590886062712,0.1807889160343534,0.1924335134954343,0.6264827487708503,0.2681722316152807,0.13899143813334652,30,high_change
ensemble,0,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,1.0,0.34875761567336744,0.5716602776158765,5.586686724526845,0.6351464032177295,0.5716602776158765,0.6351464032177295,0.34065206165332274,0.397266263092461,0.2300677337302068,0.5504062360910541,0.2700848343722122,0.165885837353983,30,high_change
ensemble,0,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.1,0.023976973688064986,0.183922717483391,1.689122883098439,0.6502369192076656,0.183922717483391,0.6502369192076656,0.07759603858369706,0.07208614358536869,0.15036624855858532,0.5026462159197977,0.3402163364993569,0.2332545328630089,30,high_change
ensemble,0,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.2,0.04541677971608967,0.1972245569151404,3.0005168166865523,0.597035360857251,0.1972245569151404,0.597035360857251,0.07778819091072288,0.08285669132600361,0.16118713319529493,0.5401920188889665,0.2146715624159409,0.13623481615398172,30,high_change
ensemble,0,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.5,0.13534431697394175,0.36439604115042445,4.988226505362871,0.8840634878553929,0.36439604115042445,0.8840634878553929,0.20895569111723747,0.21934118241399556,0.20251281355274736,0.8512757734429787,0.1814971737334487,0.15477914599477363,30,high_change
ensemble,0,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,1.0,0.4804850605223972,1.0470976424641636,7.46585924115675,0.7587285558514391,1.0470976424641636,0.7587285558514391,0.44272470126193075,0.8858808680305831,0.34003440914696303,0.6509325404024,0.3629903956633524,0.14210496812515377,30,high_change
ensemble,0,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.1,0.020942482604262996,0.14493334835058075,1.682421884276171,0.5687903017770117,0.14493334835058075,0.5687903017770117,0.05318108532955543,0.05804693510215128,0.12168812987521821,0.5000187913828034,0.23642800163933392,0.1326854012335031,19,high_change
ensemble,0,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.2,0.03804347598018568,0.248383152946144,2.428791231039989,0.5417158512888585,0.248383152946144,0.5417158512888585,0.10875183677679887,0.08586582415520728,0.20614142938110977,0.4384373062477031,0.2372901555613501,0.21194851757335,19,high_change
ensemble,0,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.5,0.11878771154812334,0.45158591780560037,4.880051296620723,0.6864902035120962,0.45158591780560037,0.6864902035120962,0.2573404893607607,0.21587526808481236,0.3018336997838397,0.6382316358213066,0.20948601571357797,0.141579616383818,19,high_change
ensemble,0,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1.0,0.40885363482199627,0.820633055328411,7.54204702033572,0.6003993044088449,0.820633055328411,0.6003993044088449,0.5254810949725678,0.5705319849005244,0.2679579902326891,0.5044840126436361,0.2774743850708415,0.17024444587462723,19,high_change
ensemble,0,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.1,0.053951082495651045,0.7872776300517178,1.2398431312882032,0.7258353102993327,0.7872776300517178,0.7258353102993327,0.4191980345027254,0.6532999869837055,0.13144657339007176,0.5566351480578376,0.419610409880961,0.2022901716433342,16,high_change
ensemble,0,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.2,0.11327652037619022,0.5733476247528507,2.508051336603089,0.8396655828919087,0.5733476247528507,0.8396655828919087,0.20430109061875654,0.478617207730158,0.24065355107770395,0.7952303377063249,0.16211262413687536,0.21532881409637142,16,high_change
ensemble,0,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.5,0.241576237009588,0.498394930657581,4.642634234561099,0.5061047304491667,0.498394930657581,0.5061047304491667,0.309436188290167,0.3425060595391841,0.1879796570391813,0.3816671369293344,0.2772561365821217,0.1833063815003292,16,high_change
ensemble,0,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,1.0,0.5458262450422663,0.8100273317154284,7.423770574032533,0.7446372216565701,0.8100273317154284,0.7446372216565701,0.5127073655002573,0.5772880936442626,0.2449773304295221,0.4488061461972883,0.5737440991683168,0.15451648352680963,16,high_change
ensemble,0,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,0.1,0.0564249723827491,0.11603055645080397,1.0789968661923002,0.5224339838375145,0.11603055645080397,0.5224339838375145,0.05604203234344192,0.04352035071759116,0.09180609846038378,0.47337134713275486,0.18519897536517474,0.1206572613055125,18,high_change
ensemble,0,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,0.2,0.10056197685341081,0.14049087004054356,1.9369993045153966,0.43248857194714285,0.14049087004054356,0.43248857194714285,0.08411534605719874,0.06421372497768514,0.09240611801670286,0.3448037928737475,0.23303721306293987,0.11768758053683814,18,high_change
ensemble,0,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,0.5,0.2427510354719605,0.30598293900695,3.093548532492481,0.7600850012521085,0.30598293900695,0.7600850012521085,0.1820450872659161,0.15495946589229706,0.19097829482967407,0.7146205818337159,0.21814260571750674,0.13950066924153284,18,high_change
ensemble,0,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,1.0,0.48844790737081156,0.582287313803286,5.076258144555607,0.5087063005816314,0.582287313803286,0.5087063005816314,0.34998845461959344,0.4035194418086565,0.23181599930044852,0.4439780745833289,0.1967638390683847,0.15149112573282927,18,high_change
ensemble,0,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.1,0.032148603588778205,0.13669668617327607,1.6857941096144617,0.5579720936205346,0.13669668617327607,0.5579720936205346,0.03987746724474556,0.09883325165267218,0.08560233632710584,0.477539742382783,0.2520492094588983,0.14056972545826588,18,high_change
ensemble,0,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.2,0.06279637885079538,0.2727488666677389,1.9855130074689427,0.5893055821423612,0.2727488666677389,0.5893055821423612,0.0720664821632238,0.18198456768868826,0.18994731780237112,0.5148357809930528,0.19300145781475372,0.21207457422991652,18,high_change
ensemble,0,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.5,0.18513004837016553,0.3310991438985222,3.8263628380566685,0.5336799785100339,0.3310991438985222,0.5336799785100339,0.15640822040472616,0.12792849005612117,0.26229260971693774,0.4165713542336231,0.2864464055630519,0.17097100056571887,18,high_change
ensemble,0,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,1.0,0.43977010561902685,0.6034326454406339,7.290594026718536,0.7317745862252717,0.6034326454406339,0.7317745862252717,0.4080484768674846,0.39773788323683357,0.19857485829754648,0.6683115621538643,0.256372274799057,0.15207549983802748,18,high_change
ensemble,0,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.1,0.03532188177158472,0.10702447631963465,1.3280783407089005,0.6767597816660906,0.10702447631963465,0.6767597816660906,0.05753736887416586,0.03186122104780181,0.08443075451441445,0.5960335668385555,0.3036669200932083,0.1026362066892033,22,high_change
ensemble,0,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.2,0.06519103629856805,0.18423884572231267,1.968879081573541,0.5381941812548132,0.18423884572231267,0.5381941812548132,0.07788401344966289,0.10521615900861055,0.1296440997714036,0.4986797777228339,0.16654770040141112,0.1150361661298112,22,high_change
ensemble,0,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.5,0.1813755885911729,1.120375958541412,3.6348765925018522,1.0439737918701435,1.120375958541412,1.0439737918701435,0.5760833384441337,0.8435294284154892,0.4602481711443155,0.8970181597262983,0.4817499800543237,0.2305572726040746,22,high_change
ensemble,0,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,1.0,0.6620724658850992,0.7484765570967787,6.328104417377695,0.6271150942283438,0.7484765570967787,0.6271150942283438,0.3620222946518221,0.579061492633015,0.306340990479729,0.5523808159800243,0.2527628796677864,0.15575526382217425,22,high_change
ensemble,0,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.1,0.1747714482903081,0.09278983244326768,1.1380989728618338,0.6288036741112472,0.09278983244326768,0.6288036741112472,0.045388341575184295,0.02574020307036772,0.07672869997465302,0.5875948740868409,0.18162966385299775,0.1309083256761014,8,high_change
ensemble,0,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.2,0.4353701546696423,0.17999560358606712,1.8289755263687626,0.49236709539370976,0.17999560358606712,0.49236709539370976,0.12477685431685133,0.09811154971836032,0.08487212586571395,0.41337714997698255,0.2303200554628717,0.13600500194818377,8,high_change
ensemble,0,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.5,1.046718596140837,0.43190214534701366,3.951825885402657,0.42397024369897973,0.43190214534701366,0.42397024369897973,0.30362986592098284,0.2577712295842765,0.16703999782916987,0.25637381058735187,0.24139880763925234,0.23611406662340173,8,high_change
ensemble,0,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,1.0,1.7401606567783838,0.7477573259120899,6.332995565229906,0.5136324467723873,0.7477573259120899,0.5136324467723873,0.4564829719859216,0.5210249266127748,0.28159783484652773,0.4205867222867837,0.27528877457535256,0.10555183563657212,8,high_change
baseline,17,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.1,0.01853939189092236,0.13067711940661134,1.4410999360178014,0.5619771453138035,0.13067711940661134,0.5619771453138035,0.05829197183420789,0.05131809124394466,0.1050952380803614,0.4970242826503458,0.22595597409562837,0.13315056170161893,130,ALL
baseline,17,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.2,0.03867769552026111,0.19756443215315542,2.3960610729695992,0.5316276862954696,0.19756443215315542,0.5316276862954696,0.09206637101779212,0.07285222451687878,0.1588963233135219,0.4662219927066592,0.21322426971454353,0.14071411143593848,130,ALL
baseline,17,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.5,0.13107758997422359,0.38397355688232554,4.985910059134662,0.6061456647058073,0.38397355688232554,0.6061456647058073,0.17334710967730507,0.19697926537580177,0.2803313057141465,0.5312025042737144,0.22902360120620693,0.18106533733854127,130,ALL
baseline,17,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,1.0,0.4025489010780478,0.7903291329319034,8.853941372264952,0.6932807119455628,0.7903291329319034,0.6932807119455628,0.4444415492913846,0.5155169735309736,0.4016641602456379,0.5560433984091466,0.3557228351817772,0.2119319446699614,130,ALL
baseline,17,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.1,0.020477508605037206,0.15217442089129157,1.6259623537931107,0.5437917577858278,0.15217442089129157,0.5437917577858278,0.061086969519209666,0.06451754306470585,0.12354320363926513,0.4931478409373068,0.18719650004309626,0.13218227258709178,145,ALL
baseline,17,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.2,0.042124491169970885,0.23575164100411014,2.329150837533536,0.554091411948374,0.23575164100411014,0.554091411948374,0.08291295476976851,0.10865236889547121,0.19209097037830694,0.4853676472424532,0.21379445441125666,0.16039785244279708,145,ALL
baseline,17,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.5,0.12367400627447617,0.3590129320489538,4.505579050261945,0.5822998166571918,0.3590129320489538,0.5822998166571918,0.15521319268172257,0.198612286353168,0.25564097853337286,0.5039272661737739,0.2369753493898945,0.17021477805162186,145,ALL
baseline,17,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,1.0,0.3554838635661094,0.6463293235582406,7.415776127747257,0.6291595462385189,0.6463293235582406,0.6291595462385189,0.36940366253280704,0.39251358414696397,0.3566729802756373,0.5146852866472263,0.30158695733447943,0.19996524072361246,145,ALL
baseline,17,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.1,0.01577274263192393,0.13086222058661026,1.372988414283706,0.4493565761941317,0.13086222058661026,0.4493565761941317,0.0612369006997609,0.04939284745360623,0.10457202967319248,0.3822281169794774,0.20048934028227897,0.12500809410758987,144,ALL
baseline,17,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.2,0.03423269000633443,0.19705070468957156,2.0131216708758846,0.511005679256703,0.19705070468957156,0.511005679256703,0.08548089135718202,0.08344664303915994,0.15671201356926473,0.4359431383630518,0.22311542941763446,0.14594481663478878,144,ALL
baseline,17,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.5,0.11229170349996424,0.37032161531341384,4.22265671060065,0.5645281878432945,0.37032161531341384,0.5645281878432945,0.20730934967552994,0.1750409222581548,0.25203493377002234,0.49086082810331855,0.22971113722570416,0.15805225635160033,144,ALL
baseline,17,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,1.0,0.3401198048160254,0.6599768267369087,6.456471918787028,0.5352832406710408,0.6599768267369087,0.5352832406710408,0.4125278681674823,0.38278556022512805,0.34476859586981945,0.4314560163128525,0.27099286859856453,0.1641240960354576,144,ALL
baseline,17,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.1,0.018297520092449032,0.17004403053430622,1.5619469278092148,0.5399545934367994,0.17004403053430622,0.5399545934367994,0.06359155554609396,0.06144850904010816,0.14524175405277873,0.4726451361130596,0.23473577642862495,0.1142657146593734,153,ALL
baseline,17,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.2,0.04074705310380609,0.23836151876922873,2.5979264990960917,0.5665396637858569,0.23836151876922873,0.5665396637858569,0.09448069735736335,0.08455871115948775,0.20184012441505783,0.4905483785069589,0.24437412609687903,0.14356449937631438,153,ALL
baseline,17,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.5,0.13869285323066957,0.3918689603611385,5.048225138399652,0.5690288190031161,0.3918689603611385,0.5690288190031161,0.19666061697464454,0.17813791842731747,0.2883622129268224,0.4809149258192525,0.25723817475887994,0.16230573750506747,153,ALL
baseline,17,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,1.0,0.397251003766311,0.7317053681279885,8.37128908537877,0.6562789623120678,0.7317053681279885,0.6562789623120678,0.4533797405997089,0.4220598044342158,0.38949336071620944,0.551612754399496,0.299314464237024,0.19192784335710428,153,ALL
baseline,17,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.1,0.02162859002048545,0.13475604185415355,1.3584131333836742,0.5445082624346029,0.13475604185415355,0.5445082624346029,0.060457093619691905,0.05686994092792074,0.10615997582004717,0.4409948623106812,0.2910439926607739,0.1315529308347371,138,ALL
baseline,17,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.2,0.041032205824233906,0.19759175744723664,2.5304852326887937,0.522308483154721,0.19759175744723664,0.522308483154721,0.07828055967826919,0.11578333293573462,0.13967417943856825,0.44240206093473483,0.21576978752108003,0.1747282657419591,138,ALL
baseline,17,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.5,0.12372357928529706,0.3355868909071546,4.67723333519116,0.4988036644677375,0.3355868909071546,0.4988036644677375,0.13937157526689914,0.13928298893215443,0.27165119979576546,0.41307225929621044,0.23302411489313363,0.1545191449776993,138,ALL
baseline,17,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,1.0,0.3396401553755459,0.6064496488693301,7.578453866323518,0.4878096919191275,0.6064496488693301,0.4878096919191275,0.3409426436917362,0.38323877149151664,0.3235233134596277,0.36534569050409116,0.2651005560016062,0.18493922560658171,138,ALL
baseline,17,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.1,0.023055611492101297,0.13032111327186266,1.4079197599700108,0.49777231742328726,0.13032111327186266,0.49777231742328726,0.05371970511613167,0.04626279959022748,0.10935053370115742,0.41422562277221237,0.2454175147883853,0.12635132317081346,131,ALL
baseline,17,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.2,0.04603546125438463,0.17154600481196067,1.959053231765182,0.44846489035804804,0.17154600481196067,0.44846489035804804,0.077013990579307,0.0623860201167731,0.1400173614805865,0.3743529495376977,0.205694066365441,0.13664032391037256,131,ALL
baseline,17,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.5,0.13107591353763753,0.29859648491782387,4.081483297050322,0.4933530539440547,0.29859648491782387,0.4933530539440547,0.144165603581032,0.13336489514873556,0.2249220849346807,0.41327750148729203,0.2219135435337772,0.15281793676342117,131,ALL
baseline,17,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,1.0,0.34962494775138275,0.6279970495934822,7.450525921721815,0.5951478011068103,0.6279970495934822,0.5951478011068103,0.34830090819469595,0.4249491902450295,0.30411339555988376,0.5166513645321836,0.252683264093179,0.1530471846736194,131,ALL
baseline,17,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.1,0.01604762547430384,0.14388781175612042,1.4032411079469824,0.4790180664383273,0.14388781175612042,0.4790180664383273,0.056651980673830656,0.06907149442584781,0.11279797921716835,0.4076336911068177,0.21433416392718785,0.13173438435950807,146,ALL
baseline,17,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.2,0.03727305950297968,0.20946344034293532,2.372860192486918,0.6090293458554911,0.20946344034293532,0.6090293458554911,0.10453388495463521,0.08463887228740857,0.1605735377778831,0.5384413122814165,0.24081377942233442,0.15167867675505606,146,ALL
baseline,17,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.5,0.12016761384861709,0.3594692435803127,4.275844100866328,0.5618948720015354,0.3594692435803127,0.5618948720015354,0.19416253439898826,0.17978360272821495,0.24330413787280167,0.4841455985255234,0.2203287119442763,0.1810639260122255,146,ALL
baseline,17,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,1.0,0.3292222409366492,0.6467712541104693,7.212742927965045,0.5708199369381322,0.6467712541104693,0.5708199369381322,0.403528557785219,0.3626241994821186,0.3521099943843729,0.47216582465391627,0.26337101847874556,0.1831134649893575,146,ALL
baseline,17,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.1,0.01603857824196098,0.2005279068711568,1.4716326013254215,0.6007279920790904,0.2005279068711568,0.6007279920790904,0.10228254357905434,0.08444088869582025,0.15039766962751214,0.5341071720823035,0.23385204254363134,0.14462666211937583,114,ALL
baseline,17,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.2,0.04099040872915281,0.30918460956241817,2.3246061939618996,0.5466583348245262,0.30918460956241817,0.5466583348245262,0.19380261124915288,0.12943713215463512,0.20317898386117159,0.47365350750203944,0.2208706653316848,0.16032416867109614,114,ALL
baseline,17,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.5,0.13558910826364737,0.3895086210947661,4.413815737028658,0.6206696513729096,0.3895086210947661,0.6206696513729096,0.24331011002123834,0.1971468537033689,0.23162528865273196,0.5441541429280213,0.2411718995145227,0.17596363190783706,114,ALL
baseline,17,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,1.0,0.3469043533196592,0.6860771118640651,8.065678914528227,0.7023231379627503,0.6860771118640651,0.7023231379627503,0.40389766686305717,0.4506319464109278,0.3232635565606098,0.5817185906516339,0.335577149139525,0.20554621957970964,114,ALL
baseline,17,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.1,0.015249058942216545,0.11923349609670053,1.3165172441700261,0.5445551940421941,0.11923349609670053,0.5445551940421941,0.04716519000756374,0.043873964771963495,0.10033517159092728,0.4770357572314942,0.20202250218275786,0.16782179325917154,168,ALL
baseline,17,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.2,0.029079090523895845,0.1553390942695272,2.1672846472838296,0.5543507125138374,0.1553390942695272,0.5543507125138374,0.06548194528522526,0.07777946172054637,0.11744234493827974,0.48865231146992133,0.21409210530758488,0.15062603163022031,168,ALL
baseline,17,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.5,0.0912461856784584,0.34723804138317155,4.136544675776466,0.6545154805428604,0.34723804138317155,0.6545154805428604,0.2019193308352126,0.1671530576859885,0.22773382824013153,0.5679533177634598,0.27544350763964404,0.1730618883836046,168,ALL
baseline,17,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,1.0,0.2919045976760462,0.586148999020846,6.8699619611008975,0.6460150876402315,0.586148999020846,0.6460150876402315,0.3347492074292128,0.3893922284901701,0.2826434318538337,0.5251594172110202,0.3281443336377889,0.18402276020864694,168,ALL
baseline,17,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.1,0.05958269534174362,0.11732436847647201,1.4017238556652283,0.601019433297978,0.11732436847647201,0.601019433297978,0.05168466401721481,0.0421526221620352,0.09652387988832245,0.5361106402145758,0.2254218704625809,0.15164010342812237,182,ALL
baseline,17,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.2,0.11304232238609382,0.17160099061532536,2.2468225055099533,0.5643999571269996,0.17160099061532536,0.5643999571269996,0.07685759530067092,0.06411631733329863,0.1393876173710384,0.4945519573092956,0.22103829952464585,0.1584542308357734,182,ALL
baseline,17,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.5,0.2746770761572336,0.31823907535165946,3.9011101617353527,0.6260238415548602,0.31823907535165946,0.6260238415548602,0.17769341672161243,0.15396838509875815,0.21446420476284395,0.5480085273123873,0.2614255816041486,0.15247678338339246,182,ALL
