mode,horizon_s,n_rollouts,n_valid,n_failed,failure_pct,numerical_failure_pct,position_horizontal_m_finite_count,position_horizontal_m_median,position_horizontal_m_p90,position_horizontal_m_p95,position_horizontal_m_mean,position_horizontal_m_max,position_horizontal_m_rmse,position_horizontal_m_equal_log_rmse,position_vertical_m_finite_count,position_vertical_m_median,position_vertical_m_p90,position_vertical_m_p95,position_vertical_m_mean,position_vertical_m_max,position_vertical_m_rmse,position_vertical_m_equal_log_rmse,position_m_finite_count,position_m_median,position_m_p90,position_m_p95,position_m_mean,position_m_max,position_m_rmse,position_m_equal_log_rmse,velocity_m_s_finite_count,velocity_m_s_median,velocity_m_s_p90,velocity_m_s_p95,velocity_m_s_mean,velocity_m_s_max,velocity_m_s_rmse,velocity_m_s_equal_log_rmse,attitude_deg_finite_count,attitude_deg_median,attitude_deg_p90,attitude_deg_p95,attitude_deg_mean,attitude_deg_max,attitude_deg_rmse,attitude_deg_equal_log_rmse,body_rate_rad_s_finite_count,body_rate_rad_s_median,body_rate_rad_s_p90,body_rate_rad_s_p95,body_rate_rad_s_mean,body_rate_rad_s_max,body_rate_rad_s_rmse,body_rate_rad_s_equal_log_rmse,frequency_hz_finite_count,frequency_hz_median,frequency_hz_p90,frequency_hz_p95,frequency_hz_mean,frequency_hz_max,frequency_hz_rmse,frequency_hz_equal_log_rmse,phase_rad_finite_count,phase_rad_median,phase_rad_p90,phase_rad_p95,phase_rad_mean,phase_rad_max,phase_rad_rmse,phase_rad_equal_log_rmse,velocity_x_m_s_finite_count,velocity_x_m_s_median,velocity_x_m_s_p90,velocity_x_m_s_p95,velocity_x_m_s_mean,velocity_x_m_s_max,velocity_x_m_s_rmse,velocity_x_m_s_equal_log_rmse,velocity_y_m_s_finite_count,velocity_y_m_s_median,velocity_y_m_s_p90,velocity_y_m_s_p95,velocity_y_m_s_mean,velocity_y_m_s_max,velocity_y_m_s_rmse,velocity_y_m_s_equal_log_rmse,velocity_z_m_s_finite_count,velocity_z_m_s_median,velocity_z_m_s_p90,velocity_z_m_s_p95,velocity_z_m_s_mean,velocity_z_m_s_max,velocity_z_m_s_rmse,velocity_z_m_s_equal_log_rmse,body_rate_p_rad_s_finite_count,body_rate_p_rad_s_median,body_rate_p_rad_s_p90,body_rate_p_rad_s_p95,body_rate_p_rad_s_mean,body_rate_p_rad_s_max,body_rate_p_rad_s_rmse,body_rate_p_rad_s_equal_log_rmse,body_rate_q_rad_s_finite_count,body_rate_q_rad_s_median,body_rate_q_rad_s_p90,body_rate_q_rad_s_p95,body_rate_q_rad_s_mean,body_rate_q_rad_s_max,body_rate_q_rad_s_rmse,body_rate_q_rad_s_equal_log_rmse,body_rate_r_rad_s_finite_count,body_rate_r_rad_s_median,body_rate_r_rad_s_p90,body_rate_r_rad_s_p95,body_rate_r_rad_s_mean,body_rate_r_rad_s_max,body_rate_r_rad_s_rmse,body_rate_r_rad_s_equal_log_rmse,linear_acceleration_finite_count,linear_acceleration_median,linear_acceleration_p90,linear_acceleration_p95,linear_acceleration_mean,linear_acceleration_max,linear_acceleration_rmse,linear_acceleration_equal_log_rmse,angular_acceleration_finite_count,angular_acceleration_median,angular_acceleration_p90,angular_acceleration_p95,angular_acceleration_mean,angular_acceleration_max,angular_acceleration_rmse,angular_acceleration_equal_log_rmse,deployable,interpretation
A_fixed,0.2,722,721,1,0.13850415512465375,0.0,722,0.0024850053393661777,0.008737534563537869,0.014536051646986563,0.003929387967531598,0.022526105269628127,0.005722414346517205,0.005494974878072006,722,0.0027260780334472656,0.006200790405273437,0.007221889495849605,0.0031821233248776675,0.014691352844238281,0.0039007999376849097,0.0038920669852987393,722,0.004465508237609857,0.01138681001620674,0.015214390152608698,0.005595351467155981,0.02476152707208386,0.006925479485715666,0.00684773096249707,722,0.16165791493044948,0.3224409234292611,0.35675865710462357,0.18115037807964152,0.5741403714258987,0.20953184460161764,0.20907024724574583,722,0.3684145200516336,0.8688228479314385,1.0194209696398824,0.43204830671444994,2.292844887113384,0.5404091153373113,0.5411266784893767,722,0.40703958810043817,0.7743269892168456,0.8873763007256916,0.4335694994723618,1.7988094203297593,0.4980553348776753,0.49758683120535585,722,0.0912008285522461,0.1612924575805664,0.17753742933273314,0.09328932791865764,0.2849080562591553,0.1071809813949534,0.1070523632293923,722,0.03410565267217791,0.059386414040279334,0.06663085542729338,0.036140254607231706,0.27901062679575966,0.04636512421874629,0.0461133028626212,722,0.03243565559387207,0.08462933301925658,0.10212810039520259,0.040342609885011975,0.18253803253173828,0.05200970118836926,0.0518577457078571,722,0.030487537384033203,0.09156494140625,0.11292892098426806,0.04080662064233645,0.2453446388244629,0.055577610050185515,0.055477279272324743,722,0.14819839596748352,0.309244616702199,0.3395213566720485,0.16179739453131978,0.5715290829539299,0.19521709491118472,0.19472686498943187,722,0.21241996716707945,0.6056011766195297,0.7536240596324205,0.28016811913375,1.7972395420074463,0.3741495536442084,0.37254236965611887,722,0.2048182636499405,0.5339771181344986,0.623725464195013,0.25171169256736653,1.0676349401474,0.3180367110507903,0.31860876675317545,722,0.05269486457109451,0.14021967351436615,0.16829910054802885,0.06507048390014356,0.2697621360421181,0.08320984636417135,0.08289368778263585,722,9.585236689076353,12.871436791617123,13.79883812519183,9.770980567671067,16.256277080399023,10.037764933803787,10.031342906699805,722,24.921276402352895,32.543194244641015,35.398165559095865,25.383356786427072,64.40099445977255,26.010063434067064,26.020527026650605,False,NOT DEPLOYABLE diagnostic
A_fixed,0.5,722,716,6,0.8310249307479225,0.0,722,0.0025224460420047662,0.010632548263166059,0.014189982064171299,0.0039444166718225395,0.020912483544216362,0.005754141846544123,0.005465058357477423,722,0.0023517608642578125,0.005759048461914062,0.006750297546386716,0.0028053033384920155,0.018115639686584473,0.00353577371445778,0.0035234813312356563,722,0.004001225799040413,0.011829077317159402,0.014857374398560339,0.005353553857445086,0.022053583113795648,0.006753654133134209,0.006617009861387561,722,0.15413405022915816,0.3238053953380897,0.3711803503946567,0.1778989284041618,0.5821544981124542,0.206741867356365,0.20678585648996486,722,0.3628977513291813,0.8352200503613126,1.043106487866869,0.4293820231820951,2.0039740545881526,0.5363880055759013,0.5330340551466454,722,0.4059094827722865,0.7550159599000512,0.9215779615939687,0.4417547351376019,1.8358778372984668,0.5080719007526661,0.5090728696494267,722,0.09025979042053223,0.16262550354003907,0.17776728868484493,0.09242550620081683,0.28224682807922363,0.10673047859185487,0.10672936263765012,722,0.03343087660244137,0.0585231106646141,0.06404063041872302,0.03497060715908431,0.28327993369437365,0.04390631654845167,0.04370380383027128,722,0.028694044798612595,0.08609352111816401,0.10491609573364254,0.038282819213526234,0.23952752351760864,0.051019086477676584,0.050651407418474834,722,0.028995990753173828,0.0851707935333252,0.11321125030517544,0.03971684323443188,0.22477762401103973,0.053535566541597315,0.05295662511498332,722,0.14435218274593353,0.31047847867012024,0.34798191040754317,0.16025871325411944,0.5761972069740295,0.1930626728501664,0.19322212143368206,722,0.20659001171588898,0.6382832614704965,0.8126441523432731,0.283144727800431,1.832300990819931,0.38475316542921095,0.3849453154472993,722,0.20298605412244797,0.5172799929976464,0.6432414352893829,0.2538243008623031,1.0456594675779343,0.3216665689513864,0.32142695929838744,722,0.05423591285943985,0.13411378860473633,0.17068652436137188,0.06377426167092479,0.2643469050526619,0.08144124535929079,0.08142255274419713,722,9.828794381714232,12.473456997338857,13.306549546148128,9.817501419367192,15.966295302184102,10.036574140917415,10.037168059506302,722,24.40448162438847,32.13302847059971,35.119495830061055,25.099085034224778,48.45208317466828,25.677593430420693,25.703424350845363,False,NOT DEPLOYABLE diagnostic
A_fixed,1.0,722,707,15,2.0775623268698062,0.0,722,0.0025145019051133416,0.011011764011058764,0.014721288911358295,0.004036075039410197,0.023785624850685777,0.005876739201066548,0.00560854778466337,722,0.0026693344116210938,0.005644798278808593,0.00648050308227539,0.002960071999610626,0.01175689697265625,0.0035961888924173476,0.0035908421682048835,722,0.004417154437971638,0.011690630843142138,0.015181336319229157,0.005555205543364315,0.024749936595296538,0.006889748775339939,0.0068159613139262805,722,0.16311322238313725,0.3205340910245366,0.36282881697575936,0.1798772408752326,0.6289203430652089,0.20943131816674904,0.2095551930275274,722,0.3361673377043832,0.8602634102471719,1.0431172081197253,0.4276298325723298,1.9408205453187486,0.5406639138895928,0.5412002012858632,722,0.4262111842290468,0.7868036746758177,0.9150006980767605,0.4601283259306538,1.6344281408378447,0.5227937430686734,0.5226144433730857,722,0.08833038806915283,0.154502010345459,0.1762917041778564,0.08916513048050476,0.27400946617126465,0.10282286968666215,0.1026904520827884,722,0.031814624701450356,0.05651554152755622,0.06319872292744612,0.033732463361846245,0.2965570868533549,0.04271943277483339,0.042318790297473506,722,0.02875840663909912,0.08760435581207275,0.11452001333236693,0.040539571131809185,0.2996213436126709,0.05627307310471271,0.055833719613468835,722,0.03400754928588867,0.08905763626098633,0.10622415542602537,0.0413215081697624,0.19569659233093262,0.05319351096139619,0.052634136861977376,722,0.14957189559936523,0.3014479726552963,0.3575714651495218,0.1614831914535757,0.6142705082893372,0.1945900014492357,0.194839544435585,722,0.24425509572029114,0.6123970329761506,0.7934500969946379,0.2994933802482267,1.6320360898971558,0.39281039285765196,0.39201665188888474,722,0.22011398151516914,0.5546248316764831,0.636278287321329,0.2658282930632522,0.9575265496969223,0.33424086788035523,0.33427384575857744,722,0.05215794499963522,0.13597900830209256,0.16929002758115522,0.06624694974884845,0.3271641731262207,0.08541858868746417,0.08527887908837001,722,9.883464413729428,12.759728137340455,13.486195926205102,9.9024127647184,15.851802064252434,10.128987318949095,10.128235073440287,722,25.096935994282234,32.817517822178736,35.657599673210164,25.499871687736558,45.07157228471938,26.119237624313826,26.095975695857796,False,NOT DEPLOYABLE diagnostic
A_fixed,2.0,722,697,25,3.4626038781163437,0.0,722,0.0024897490914172205,0.010256322046562173,0.014630174538926202,0.003956959564875332,0.023754670312261555,0.005778516195323672,0.005518887719043136,722,0.0026025772094726562,0.005580329895019531,0.006422424316406245,0.002876197367163576,0.011035919189453125,0.0035001846565526564,0.0034980265743160253,722,0.004305672804585672,0.01127790143514517,0.015175872435303201,0.005423620622373296,0.024690517768241986,0.006755926439030002,0.006675790040849894,722,0.15807525688983945,0.32143549223296436,0.3605071461609089,0.1767798372317566,0.5900778550118518,0.20532088127597264,0.20536564056670975,722,0.3358885620556801,0.8536878222677312,1.0432947088473632,0.427497348313084,1.9099996568658735,0.539750160449712,0.5401717902005156,722,0.4250651523670679,0.7793252145974152,0.8908063263992037,0.45888631073411573,1.6300101743776927,0.520720633244374,0.5209302584274205,722,0.08686184883117676,0.15522453784942628,0.17501028776168823,0.08832800751577784,0.28349781036376953,0.10208963051776683,0.10194518956645407,722,0.03159401991861088,0.05653119284213091,0.06342328345589222,0.03354608383369102,0.2964822234195171,0.042573205447134534,0.04214088640418194,722,0.03029048442840576,0.08519974946975707,0.11048777103424068,0.04024578687325997,0.30000829696655273,0.055403822826197754,0.05499829044994238,722,0.03191268444061279,0.08598299100995063,0.10703771114349364,0.040453303935537706,0.1853470802307129,0.052365921017083816,0.051850536628125686,722,0.14577742107212543,0.3016142681241035,0.34516924582421754,0.15890043351729594,0.573526918888092,0.19064336080812747,0.1908036926225632,722,0.23794234171509743,0.6114445470273494,0.7971865594387048,0.2989606737234008,1.6278434991836548,0.3915111356626211,0.3908862071487031,722,0.22233223915100098,0.5589520372450352,0.6352205516770482,0.2643843729115398,0.9297424405813217,0.3329450057948198,0.3333080130102586,722,0.053088556975126266,0.13450194299221038,0.16547839939594244,0.06523860845260272,0.3277761936187744,0.0837653368337649,0.0837712415180503,722,9.856749543189906,12.713759286446736,13.590507300835915,9.911772451715665,16.79776294504206,10.144379179976374,10.143125553133682,722,24.944218446780333,32.81986566953495,35.7274061307309,25.425320543448606,45.07160325969964,26.053596937532568,26.03209045718459,False,NOT DEPLOYABLE diagnostic
A_fixed,3.0,722,685,37,5.124653739612189,0.0,722,0.002496800716505798,0.010180477317010966,0.014662020405234996,0.003963552074330058,0.023757218863555047,0.0057915025509437225,0.005499809871875839,722,0.0026254653930664062,0.005633354187011718,0.006541538238525387,0.002928656058958693,0.011728286743164062,0.003572801562793846,0.003570542890723915,722,0.0042784283474597146,0.011256617809282025,0.0151774620658912,0.00545754637629442,0.024685507426819055,0.006804881542296661,0.006713840232302865,722,0.1569022825326743,0.3190771460920112,0.3669309553763814,0.17763933728230247,0.6468068281108752,0.20685142020643094,0.20689707829047,722,0.3392915218644249,0.8634251161744806,1.0405119627709418,0.42791528303809134,1.9528764669352048,0.5398551410100982,0.5403073860494775,722,0.4229044479829249,0.7840367947759608,0.9010975491358341,0.45996885079691946,1.6315917661263175,0.5215366049171228,0.5215780639618716,722,0.08667623996734619,0.15631797313690185,0.1754698395729065,0.08890435867362405,0.2807912826538086,0.10258248721008144,0.10242260368596263,722,0.03175685998553135,0.05666720875998834,0.06411737641787985,0.03369303384015788,0.29686989202913616,0.042700884175344046,0.04224393829348394,722,0.028725624084472656,0.08626232147216796,0.11121571063995352,0.040040951840375705,0.29695796966552734,0.05534016992492462,0.054967978875337095,722,0.03331863880157471,0.08913512229919433,0.1067587196826934,0.040922414187672146,0.19238805770874023,0.05293899574547849,0.05252780895405061,722,0.14503321051597595,0.3052134722471237,0.3436671815812587,0.15952229267437723,0.6276472806930542,0.1921521229743719,0.19230743943207296,722,0.24057529121637344,0.615068918466568,0.8011423211544749,0.2995383207437291,1.6292355358600616,0.39302169147728266,0.39229896286912325,722,0.21956968680024147,0.5664991959929465,0.6446809753775593,0.2642371154792086,0.9311971366405487,0.33265234928979,0.332849337812823,722,0.0519214766100049,0.13359205275774,0.15846907300874588,0.06457844233725489,0.32806795835494995,0.08292644215687921,0.08297476243175286,722,9.734072369093333,12.691408766365699,13.491029731181754,9.863513217608146,16.26708801485225,10.09471012632274,10.095291261355055,722,24.707725082190976,32.84446652194013,35.87394325344513,25.354488262403738,45.09713226351464,25.98875771966298,25.965641755876113,False,NOT DEPLOYABLE diagnostic
A_fixed,5.0,722,663,59,8.171745152354571,0.0,722,0.0024743069465432716,0.010302788570790393,0.014720687374658294,0.0039012415317564116,0.022159033985561703,0.0057034856778224235,0.00541296199254853,722,0.002647876739501953,0.005793571472167968,0.006682872772216793,0.002962671818825677,0.011640548706054688,0.0036378442731962394,0.0036330511917699246,722,0.004256578594307129,0.01180274180034999,0.0151982769870473,0.005437363038434664,0.022167126050341813,0.006764884317795256,0.006685420853177899,722,0.16378783614593592,0.31232770717478525,0.36374105702749315,0.17581773248404162,0.6219565782395555,0.20502720065048713,0.20499698858781762,722,0.34506053421785754,0.8755258077341943,1.0415207340405659,0.4284918009392289,1.9512998535952486,0.5412529787376509,0.5413226362054256,722,0.4203045976778734,0.7721065910480727,0.9084382500267913,0.45628633243187056,1.611131369943654,0.5185222178612497,0.5182743432452435,722,0.08701944351196289,0.15375325679779053,0.1760123372077942,0.0882800696959456,0.2799067497253418,0.10213472834671798,0.10200003766875913,722,0.031626325636079144,0.05650767386199433,0.06572740496863644,0.033840041500480464,0.29659952536043505,0.04326072009101898,0.04262003502756694,722,0.029645860195159912,0.08764001131057739,0.11491668224334717,0.040098292872095556,0.290679931640625,0.05573920763618013,0.055268269638101886,722,0.0315394401550293,0.08703889846801757,0.10776262879371631,0.04065004773076799,0.21692228317260742,0.0530809276585855,0.05251459812989875,722,0.14857874810695648,0.2952689334750175,0.34556565135717354,0.15765543286998207,0.6074364185333252,0.19003081028499014,0.19012315094015103,722,0.23596369475126266,0.6147595316171643,0.8331879347562788,0.2956628838606911,1.608632005751133,0.39082408322552786,0.390060416927949,722,0.21832989901304245,0.5546174228191376,0.634377460181713,0.2635646531164228,0.9570218622684479,0.3306733702723628,0.3303667688739507,722,0.05132114142179489,0.13290620297193526,0.15606636069715013,0.06413078674817764,0.3279731869697571,0.08232222409162575,0.08239753397975541,722,9.809532680053529,12.588530509384345,13.522147705657622,9.810470060004906,17.116579825988847,10.057477268443343,10.055481263273018,722,24.579260771308512,32.86762098158441,35.910172982914574,25.303772418267247,45.232595108012916,25.954302335961838,25.924864382698445,False,NOT DEPLOYABLE diagnostic
A_native,0.2,722,719,3,0.41551246537396125,0.0,722,0.002446615568177361,0.008731499139742395,0.01461422513140762,0.003918486669894614,0.02254215829807009,0.0057337012189325005,0.005511566458466783,722,0.0023832321166992188,0.005663180351257322,0.006861400604248045,0.002822534281791412,0.013368606567382812,0.0035362483485489047,0.003535365987394347,722,0.004154754118813629,0.011130681196323487,0.015227601027686158,0.005333851045748866,0.024331486348570498,0.006736496274073259,0.006648000452040036,722,0.15356807834893976,0.3492464876077969,0.38300137254457234,0.1796361518594848,0.6601391624120075,0.21256314571759363,0.21209670753889234,722,0.36547449413940303,0.8637810492088374,1.034622777719527,0.43300901649695406,2.303917211487808,0.5414263346332092,0.542216019242688,722,0.39509747675125284,0.7707462937388335,0.8920222183860953,0.43168227170351403,1.7816967907563293,0.4964842977132342,0.4962793754248219,722,0.09044575691223145,0.16410086154937745,0.1837025284767151,0.09285456173307678,0.2897002696990967,0.10707923912758675,0.1069201833823797,722,0.03421310221791174,0.059248452862214404,0.06623879157896084,0.0361044429065825,0.27926048946665816,0.04636274252266268,0.046108411552517506,722,0.03174734115600586,0.08799694776535034,0.10780062675476074,0.04059426204709032,0.19454145431518555,0.053207164979436644,0.053126889596578485,722,0.029812097549438477,0.09328043460845943,0.11984820365905742,0.04132742215453588,0.2672719955444336,0.05753540964654275,0.05742118225390895,722,0.1426287293434143,0.33385440409183503,0.3692329764366149,0.16179678736253283,0.6503829956054688,0.1975898913128262,0.19706284127919527,722,0.2130676507949829,0.5892043143743648,0.7501705482602117,0.27858999023709635,1.7803582549095154,0.37063563687472006,0.3693054626119179,722,0.19621319137513638,0.5414207816123963,0.6421425569802519,0.24891953992349716,1.0274301618337631,0.31992452872676946,0.3205965318896052,722,0.05108756013214588,0.1362582720816135,0.16695605218410492,0.06422718768823928,0.282582052052021,0.08230539759474152,0.08194104399969945,722,10.392688944571322,12.786501199990726,13.563464632445752,10.149306204424304,15.652925008728754,10.38921939815157,10.385863315115841,722,24.66472590265371,32.42944277750569,35.529632689066716,25.265625583254977,64.05461296230662,25.88555872743691,25.898390871124224,False,NOT DEPLOYABLE diagnostic
A_native,0.5,722,718,4,0.554016620498615,0.0,722,0.0024955103082675003,0.010652200942232726,0.014226024380744627,0.003933960071089439,0.021003724530182226,0.005762251435545902,0.005473426192205928,722,0.0020405054092407227,0.005316162109375,0.006524467468261718,0.0025565300621814674,0.017792105674743652,0.003291869082656714,0.0032756151974686815,722,0.003800435100021487,0.011784031531480423,0.01485944534102293,0.005187414412357108,0.022061943149564573,0.006636259764641674,0.006485821766441203,722,0.14689626248686766,0.3434796140878885,0.3871998996871054,0.1749411145207135,0.6023708524990214,0.20729191998608193,0.20708121823695436,722,0.3565263663830525,0.8364789519243153,1.0447227980135303,0.42921768136226274,2.0112624257534955,0.5370072837858147,0.5336301758321597,722,0.4037445141924629,0.7588707891736337,0.9223123128131943,0.4409306481559709,1.8510207137606052,0.5088155343434876,0.5097781494648209,722,0.0905311107635498,0.16322519779205322,0.18023952245712277,0.09195305237809707,0.29296278953552246,0.1064196939385947,0.10638312004606917,722,0.03341621795855687,0.05855689984095633,0.06427207525438589,0.03493767344641826,0.2833485982451549,0.04387972000699667,0.0436734681413314,722,0.02839350700378418,0.08923539221286773,0.11055818796157835,0.03852320002479649,0.2396024614572525,0.051756608380024514,0.051324911917191594,722,0.028014659881591797,0.08964409828186035,0.11908650398254378,0.039705167919232245,0.22933931648731232,0.05438600866906065,0.05379034781847786,722,0.13185422122478485,0.322730553150177,0.3552298839204013,0.15813886871273755,0.5796146653592587,0.1932184143438762,0.19313323176399685,722,0.2044246718287468,0.6339011443778871,0.8132684364914892,0.281771822496823,1.848835289478302,0.3847758983794278,0.38490282828883543,722,0.19886810705065727,0.5315746247768401,0.6500104986131185,0.253713876960465,1.065251424908638,0.3229439999496904,0.3227350487356527,722,0.05476995382923633,0.13342671673744913,0.1698112020269035,0.06320640099466017,0.2667548507452011,0.0809192740454799,0.0809009173059895,722,10.298156968161003,12.67149756045535,13.305815968762165,10.144606129032843,15.565083297362955,10.35179744746346,10.352890054277239,722,24.25347167440083,31.99354755176078,34.92546103896065,24.96757626878312,48.2272457921195,25.541162000511978,25.566658266809807,False,NOT DEPLOYABLE diagnostic
A_native,1.0,722,714,8,1.10803324099723,0.0,722,0.0025202547970644773,0.011017743947288765,0.01474803806943061,0.004040348615384137,0.023781118327620983,0.005886012566582228,0.00562078811104683,722,0.0024509429931640625,0.0053493499755859365,0.006159782409667965,0.0027446193708277147,0.011735916137695312,0.0033700549252720204,0.0033704593350583566,722,0.004178384278658771,0.011546147121826977,0.015242703502194935,0.005404131506018541,0.02467454597161105,0.006782507953059407,0.00669200266334462,722,0.16476786221152814,0.32996614807370594,0.36922148139046296,0.18197641079278237,0.6585199434908533,0.2132080819838754,0.2132104002563507,722,0.33765944479764065,0.8658709452931267,1.0359631851787034,0.4281991779680124,1.9370421475488895,0.5407978620234051,0.5413372396572986,722,0.4233637426146412,0.7890670870807271,0.9010571722854012,0.45862363983933735,1.6031541220238077,0.5210602376502943,0.5210004485701151,722,0.0879901647567749,0.15616888999938963,0.17806203365325926,0.08918974901500501,0.28473830223083496,0.1028630405926808,0.10273530657936214,722,0.0317365258635931,0.05666856652197225,0.06359443625540741,0.03372068258990973,0.29687466040071825,0.04271695266399024,0.04231723224472418,722,0.028362274169921875,0.08862788677215576,0.11652860641479479,0.040741675823263906,0.3001708984375,0.05700587698793426,0.05659597871652631,722,0.032706499099731445,0.08798840045928955,0.11267540454864493,0.04114514189950317,0.20402979850769043,0.05364426853852021,0.05316144872834786,722,0.150031428784132,0.3149361789226532,0.356740590929985,0.1645923312282618,0.6417058110237122,0.1983187047785624,0.19843201018482148,722,0.23620042204856873,0.6077372968196867,0.7944596774876116,0.2955186751224823,1.6008293107151985,0.38814619910172216,0.38738097118738846,722,0.21923383325338364,0.5677371323108673,0.6514985352754591,0.2671320753809261,0.9565361142158508,0.33698621968163955,0.33703927549764906,722,0.05281134694814682,0.13707912638783454,0.17280264757573582,0.06607696644409909,0.3260522484779358,0.0853615084669036,0.08520938660717207,722,10.313891447670585,12.753853617946174,13.570034799555208,10.179357876871956,16.5231994398804,10.405767786540205,10.40614975925314,722,24.913528776154692,32.72723496978801,35.77946926105623,25.377557895444767,44.96027279251318,25.994175616568032,25.972020591517605,False,NOT DEPLOYABLE diagnostic
A_native,2.0,722,706,16,2.21606648199446,0.0,722,0.00248509964673235,0.010251384825811847,0.014718797824561425,0.003970739994050601,0.023781118327620983,0.005791665051263282,0.005535108372623832,722,0.0024080276489257812,0.0053493499755859365,0.0061044692993164045,0.002722279351834115,0.011735916137695312,0.003347134269731142,0.0033478543591947706,722,0.004140445329325476,0.011227230759626084,0.01517836244530861,0.005325353829935248,0.02467454597161105,0.006689296815483159,0.006598948441970587,722,0.1639321762629131,0.32668544648943576,0.36911160924058006,0.1802445005173506,0.6585199434908533,0.21132426745034377,0.21132272760744417,722,0.33631724978106264,0.8621475777889163,1.0359631851787034,0.4270410394548035,1.9370421475488895,0.5396649622732477,0.5401291765073122,722,0.4230162453946558,0.783712194897165,0.8930199639464501,0.45659552744271586,1.6031541220238077,0.5188295706376304,0.5190162209725189,722,0.08760416507720947,0.1555147647857666,0.17806203365325926,0.08849523982182764,0.28473830223083496,0.1023560208461573,0.10222037416501654,722,0.03139918545212694,0.05630456569303916,0.06359443625540741,0.03355062703675695,0.29687466040071825,0.042585469299832895,0.042153434702029174,722,0.028362274169921875,0.08819737434387206,0.11096978187561034,0.040393658109729044,0.3001708984375,0.0563221793400141,0.05591596313353836,722,0.03250136971473694,0.08608604446053504,0.11104100942611693,0.040683045534422195,0.20402979850769043,0.052947042251255266,0.052534858680595875,722,0.14842853508889675,0.3110208213329315,0.3533817075192927,0.16302165407571334,0.6417058110237122,0.19667833852425007,0.1967844965750859,722,0.23284854087978601,0.6077372968196867,0.7944596774876116,0.29393947936937603,1.6008293107151985,0.38708133097176567,0.3863992248416402,722,0.2192697748541832,0.5667469423264265,0.6482807479798792,0.2660197298338513,0.9565361142158508,0.33513090670484225,0.33536485582532993,722,0.05191950500011444,0.1347833154723048,0.16711362600326535,0.06521732326542315,0.3260522484779358,0.08390138230294311,0.08390585215781807,722,10.298121542847142,12.750590632036822,13.492892994961073,10.152950672959486,16.5231994398804,10.377628737531797,10.378683547225657,722,24.752154541719207,32.78585069830499,35.77946926105623,25.32448738800588,44.96027279251318,25.94920108727857,25.92858730541908,False,NOT DEPLOYABLE diagnostic
