h0_rmse,h1_rmse,h2_rmse,h3_rmse,h4_rmse,h5_rmse,h6_rmse,h7_rmse,h8_rmse,h9_rmse,h10_rmse,h11_rmse,h12_rmse,h13_rmse,h14_rmse,h15_rmse,h16_rmse,h17_rmse,h18_rmse,h19_rmse,h20_rmse,h21_rmse,h22_rmse,h23_rmse,h24_rmse,h25_rmse,h26_rmse,h27_rmse,h28_rmse,h29_rmse,h30_rmse,h31_rmse,h32_rmse,h33_rmse,h34_rmse,h35_rmse,h36_rmse,h37_rmse,h38_rmse,h39_rmse,h40_rmse,h41_rmse,h42_rmse,h43_rmse,h44_rmse,h45_rmse,h46_rmse,h47_rmse,h48_rmse,h49_rmse,h50_rmse,h51_rmse,h52_rmse,h53_rmse,h54_rmse,h55_rmse,h56_rmse,h57_rmse,h58_rmse,h59_rmse,h60_rmse,h61_rmse,h62_rmse,h63_rmse,step
0.23731385,0.22175159,0.19499755,0.20052044,0.1879637,0.2229555,0.21797988,0.20859538,0.15060845,0.24475184,0.20370997,0.21923226,0.2046265,0.18329911,0.20962892,0.23483841,0.23876584,0.28658074,0.2633457,0.14255393,0.25003323,0.18936375,0.23006445,0.21769652,0.28748462,0.2893642,0.2352456,0.19678725,0.28955755,0.2158815,0.28793654,0.20801963,0.19222017,0.2057974,0.27946264,0.18675844,0.17765486,0.21147218,0.23086193,0.21583499,0.2262175,0.27671644,0.19741496,0.22411218,0.24407472,0.21018554,0.19156903,0.27432126,0.16765039,0.29113474,0.24390703,0.23997505,0.24925482,0.19493294,0.21022256,0.18657473,0.22410467,0.24347948,0.21141703,0.23171996,0.24248561,0.20963454,0.17484915,0.24165913,34
0.24265689,0.22324665,0.18318444,0.20057797,0.1840776,0.22737388,0.21519801,0.20465434,0.15509075,0.25128952,0.20427187,0.22303769,0.2076672,0.18667954,0.20910452,0.24418579,0.24619879,0.2914458,0.26086146,0.13889864,0.24762169,0.18870778,0.23199461,0.22779523,0.28991297,0.29040176,0.23548925,0.20020802,0.2880254,0.22092131,0.28403163,0.21052429,0.19203609,0.2105181,0.27860975,0.18352444,0.17530754,0.21382043,0.2326555,0.21031104,0.23282063,0.2771839,0.2007364,0.22118556,0.2479139,0.21709739,0.18865414,0.26653627,0.16248281,0.29116327,0.24607016,0.2406028,0.24639268,0.19523047,0.20975462,0.1863041,0.22938779,0.24778248,0.21306695,0.23156461,0.23943251,0.20557779,0.18226463,0.23879197,35
0.24531347,0.22747709,0.17504334,0.20476803,0.18188518,0.22855164,0.21672496,0.1986521,0.15582187,0.2552038,0.20733093,0.22958715,0.20961998,0.189253,0.21176481,0.24942341,0.255309,0.2937549,0.25906837,0.14046018,0.25115576,0.1916845,0.23145545,0.23463678,0.29028568,0.28921768,0.23934422,0.20086077,0.28575566,0.22247027,0.2831518,0.21350774,0.18942168,0.21134594,0.2738756,0.18195324,0.17528932,0.21539654,0.24310115,0.20332673,0.23738004,0.2717069,0.203114,0.21767154,0.24884392,0.22467357,0.18491554,0.26329663,0.16462474,0.28670853,0.24535258,0.23694316,0.24054652,0.1936875,0.2087915,0.1875405,0.23496668,0.25025964,0.21827142,0.23170145,0.2361529,0.20523539,0.18797055,0.23526892,36
0.24301267,0.23283774,0.17827192,0.21611342,0.18307342,0.22705084,0.22310473,0.19410746,0.15669672,0.25432053,0.21187097,0.24232687,0.20924683,0.19305144,0.21713908,0.24937883,0.26286408,0.29992166,0.26081917,0.14789939,0.2552469,0.19312994,0.2270216,0.23593228,0.28952128,0.29400316,0.24329352,0.20096833,0.28678355,0.22374716,0.28233775,0.22189842,0.18832104,0.20997635,0.27124408,0.18085764,0.1821075,0.21799952,0.25828588,0.20034054,0.24567413,0.2655639,0.20430373,0.21354647,0.24472785,0.23066792,0.18613547,0.26574272,0.17354739,0.28236514,0.24523136,0.23204473,0.23434003,0.19176689,0.20837697,0.18830086,0.23549578,0.25085482,0.22553378,0.23616952,0.23386312,0.20571783,0.1931052,0.2345237,37
0.23909998,0.23727247,0.18154763,0.22540073,0.18591301,0.22483766,0.22836953,0.19111875,0.16105331,0.25118163,0.2185595,0.25720057,0.20691685,0.20086512,0.22072838,0.25230005,0.26493904,0.30833906,0.26415992,0.1561431,0.25853857,0.19155687,0.22327581,0.23695229,0.29033256,0.30666885,0.2492327,0.20326492,0.29021436,0.2226492,0.27819723,0.22391444,0.19002546,0.21434115,0.27290115,0.18089533,0.19010969,0.21974315,0.26343957,0.20413782,0.26016152,0.26572242,0.20441952,0.20911036,0.23419571,0.23232025,0.18995091,0.26800784,0.17916441,0.28144845,0.24957892,0.23105423,0.23307413,0.19142152,0.21011683,0.19295591,0.2312714,0.25022998,0.22763543,0.24172519,0.23351952,0.2048611,0.19827537,0.23689091,38
0.24039254,0.24414146,0.18532737,0.2284212,0.18991649,0.22424075,0.23345958,0.19383739,0.16593924,0.2532162,0.22595616,0.2638333,0.20580861,0.2080013,0.22267564,0.25683135,0.26509908,0.3146745,0.2724472,0.15972245,0.26028618,0.19178432,0.22498316,0.23908556,0.29423034,0.31748274,0.25897545,0.20984983,0.30065814,0.22259258,0.2760867,0.21783195,0.19104648,0.2206741,0.2778273,0.1838693,0.19531323,0.22142282,0.2601088,0.20557128,0.26804772,0.2712634,0.20653686,0.20887744,0.2272241,0.2271525,0.19440013,0.26902714,0.1790742,0.28080145,0.25663123,0.23467146,0.23902015,0.19237156,0.21521747,0.20003434,0.23118952,0.24865185,0.22301838,0.2475809,0.23546179,0.20753261,0.19843419,0.24147144,39
0.24447282,0.24936861,0.18519214,0.2256746,0.1952741,0.22440563,0.23567373,0.1988322,0.16515255,0.25359792,0.23132107,0.26237905,0.20767082,0.21368043,0.22951578,0.25895602,0.2620789,0.3134468,0.2769201,0.15709211,0.26196408,0.19452876,0.22838217,0.23692884,0.29839534,0.3155394,0.27116677,0.21083352,0.30818108,0.21903013,0.27906075,0.2130097,0.19076763,0.2183711,0.28571522,0.18631385,0.19275896,0.22227152,0.25315392,0.21049973,0.26783273,0.27710977,0.20642935,0.21230246,0.22706884,0.22032194,0.19283064,0.27206442,0.17639607,0.28258762,0.25571808,0.24024941,0.24406119,0.19574602,0.21613054,0.20415552,0.23086327,0.2474005,0.22110598,0.25156885,0.23973323,0.20715839,0.19618095,0.24640015,40
0.25062668,0.25412235,0.18584594,0.219903,0.19974224,0.22347364,0.23011526,0.20116489,0.16493413,0.25516778,0.23808017,0.25920594,0.20989583,0.21694289,0.23567691,0.2567046,0.2599158,0.3139389,0.27516037,0.15888211,0.25910166,0.19714497,0.22883138,0.23519567,0.30085108,0.3125167,0.27983445,0.21201926,0.31342286,0.2179424,0.28757513,0.2133537,0.18845052,0.21676894,0.2949838,0.18902233,0.19400452,0.22325109,0.2515483,0.2128009,0.26353472,0.2812666,0.20338725,0.21840125,0.22711328,0.21797289,0.19306879,0.2783103,0.17707796,0.28362203,0.2557847,0.24503995,0.24825275,0.19887379,0.21559978,0.20181382,0.23135915,0.24773832,0.22291481,0.2513065,0.24174824,0.20437865,0.19415966,0.25195265,41
0.25479424,0.2570137,0.18779111,0.21410988,0.20060271,0.22031786,0.22746967,0.19924498,0.16611472,0.26138905,0.24184173,0.256697,0.21229056,0.21671183,0.23996466,0.26072386,0.2596117,0.31580228,0.2708914,0.16101904,0.25269705,0.19882512,0.23315516,0.23548448,0.30109432,0.31042427,0.28542975,0.21156336,0.31613633,0.21944404,0.2908979,0.21672685,0.18666519,0.21671852,0.3017734,0.19388306,0.19550513,0.2234779,0.2482585,0.21682885,0.2626346,0.2814977,0.20064412,0.22966124,0.22708412,0.21564394,0.19511679,0.28480706,0.18123245,0.2866212,0.25385454,0.25414506,0.25134283,0.20238873,0.21071807,0.19655542,0.23654671,0.2526841,0.22585858,0.25359866,0.24184461,0.20282288,0.19181888,0.2564933,42
0.26075792,0.25783154,0.18683675,0.21019197,0.19995548,0.21878508,0.23100196,0.19458464,0.16816747,0.27081662,0.24386424,0.2508484,0.21916418,0.21649529,0.24602447,0.26705337,0.25781944,0.31690097,0.26996964,0.16050373,0.25247255,0.19899164,0.2386273,0.23922108,0.30197382,0.30964774,0.28477544,0.21347399,0.3154504,0.22350739,0.29303145,0.21688831,0.1871049,0.22000445,0.30360916,0.19657779,0.1932017,0.22658776,0.24232844,0.21769248,0.26213315,0.27843007,0.20139103,0.23647183,0.22856477,0.21406715,0.19849063,0.28488076,0.18464895,0.29107076,0.2569424,0.26424903,0.24838206,0.20602995,0.20914634,0.19866878,0.24467123,0.26147673,0.22578786,0.2560195,0.24222946,0.20287783,0.19442841,0.2601426,43
0.25979713,0.25724483,0.18550912,0.20905448,0.2015571,0.22145125,0.23706372,0.19369109,0.16932808,0.26770353,0.24570835,0.24476369,0.22133557,0.21589613,0.251782,0.2653518,0.25799346,0.32140285,0.27431646,0.16026929,0.25617445,0.20079638,0.23381616,0.23822989,0.3048578,0.30710608,0.28134674,0.2111927,0.3147097,0.22563694,0.29613528,0.21746467,0.19203179,0.21740311,0.30274928,0.19710155,0.190653,0.23169278,0.24263825,0.21791752,0.2565021,0.27442765,0.20627211,0.23564932,0.22862677,0.215715,0.20225357,0.27841592,0.18589748,0.29101804,0.25464022,0.26516944,0.24579878,0.20807126,0.2117084,0.19901429,0.24532919,0.27067512,0.22607438,0.25645953,0.24153368,0.20888117,0.1960394,0.26245913,44
0.25603446,0.2589747,0.18877664,0.2092446,0.19989201,0.2261841,0.23748265,0.20014559,0.16720055,0.25768757,0.24559343,0.23762411,0.21651962,0.21681441,0.25830495,0.26257595,0.25656623,0.3240215,0.27543542,0.15833613,0.26258108,0.20277801,0.22903839,0.23695676,0.30892912,0.30237386,0.28089085,0.20859323,0.3143227,0.22429806,0.30044177,0.21920903,0.19679569,0.21331789,0.30185658,0.1980827,0.18702373,0.23869035,0.23962358,0.21447553,0.2532128,0.27259573,0.2080804,0.2355205,0.22624348,0.21676825,0.2091436,0.27306882,0.18372351,0.2879748,0.25077638,0.2621621,0.24419864,0.20902364,0.21485895,0.1955636,0.24092795,0.27815267,0.22402386,0.25414455,0.2375479,0.21563336,0.19730788,0.26372713,45
0.25671354,0.261897,0.19401129,0.2136027,0.1975395,0.23132342,0.23658304,0.20665225,0.16640733,0.255854,0.24389748,0.23045084,0.21589449,0.2155894,0.26229876,0.26155627,0.25569007,0.32657757,0.27108154,0.15691794,0.2663214,0.20608032,0.23357815,0.24297118,0.3145987,0.29791218,0.2791885,0.20664799,0.31174332,0.22610486,0.3040021,0.21757078,0.20374605,0.21762747,0.30391702,0.20385084,0.18638015,0.24333626,0.23668407,0.21496148,0.2553162,0.27470967,0.20771149,0.23809563,0.22595955,0.21703464,0.21273908,0.2726301,0.18174529,0.29114568,0.25089294,0.2603051,0.24649946,0.20938927,0.21560939,0.19458431,0.24141999,0.28415397,0.22112042,0.25066608,0.23360819,0.22177735,0.20008804,0.26575887,46
0.26417017,0.26954564,0.19625142,0.2153691,0.1913728,0.2354737,0.2338669,0.21017285,0.16624343,0.2572488,0.24330616,0.22542265,0.2184301,0.21395369,0.26150683,0.26231232,0.2532278,0.3282344,0.26788968,0.1528068,0.26427346,0.20850477,0.23929997,0.25142837,0.32206926,0.2944697,0.27709457,0.2071827,0.31139264,0.22779061,0.30270576,0.21466327,0.2088322,0.22252093,0.30460146,0.21166177,0.18270034,0.2453062,0.23612408,0.21523702,0.2561418,0.27635056,0.20858367,0.24246377,0.23060644,0.21837156,0.2093876,0.274778,0.17892195,0.29733232,0.2532709,0.2591935,0.24958378,0.2099618,0.21537793,0.19313852,0.24361193,0.28811356,0.21949455,0.24624819,0.2321103,0.22429459,0.19989425,0.26837018,47
0.27244952,0.2767437,0.19972658,0.21553637,0.18781967,0.2386319,0.23299778,0.21005285,0.16604033,0.25459313,0.2454873,0.2288393,0.22130188,0.21390137,0.25974652,0.25855526,0.25176683,0.32803684,0.26374072,0.1556087,0.26461375,0.20948745,0.2374609,0.257619,0.32792726,0.29663968,0.27365726,0.2104298,0.3131519,0.23014922,0.2971559,0.2188696,0.21239069,0.22739686,0.3046706,0.21314482,0.18588442,0.24698074,0.24401231,0.2160888,0.25634494,0.28022337,0.20999613,0.24618474,0.23761307,0.22135192,0.20822962,0.27498382,0.17941758,0.2985402,0.25772238,0.25839505,0.25263712,0.21113381,0.21627113,0.19280253,0.24449274,0.28862914,0.22557767,0.2454483,0.23072666,0.22266153,0.20029181,0.2697492,48
0.27516368,0.28066322,0.19600207,0.2192794,0.18711902,0.23990871,0.23281753,0.20732266,0.16675986,0.25360754,0.24989463,0.23720482,0.2214656,0.21623357,0.2603778,0.25834554,0.25587976,0.32712036,0.26329532,0.15851076,0.26762995,0.21422803,0.23472017,0.25936094,0.32998684,0.30019906,0.27401248,0.21428397,0.3186201,0.23207292,0.2906008,0.22777073,0.21189915,0.22770292,0.30538207,0.2101548,0.19065467,0.25016665,0.25166115,0.2180927,0.2629716,0.27988127,0.21050972,0.2437854,0.24052335,0.22484426,0.2106915,0.2752809,0.17712964,0.29687977,0.25904205,0.25805515,0.2523703,0.21245675,0.2167453,0.1925949,0.24380079,0.2888877,0.23319732,0.24601662,0.229639,0.21964508,0.2037077,0.2707767,49
0.27602893,0.28431046,0.19705217,0.22111395,0.18852213,0.24062973,0.23377497,0.20477033,0.1680137,0.25599962,0.2564619,0.24449615,0.22111985,0.22026578,0.26349136,0.2623914,0.25802583,0.32889554,0.26377848,0.16361389,0.27242142,0.21427841,0.23621573,0.25996405,0.33290017,0.30327427,0.28035522,0.21897763,0.3248133,0.23255178,0.2878173,0.23281296,0.21037242,0.22756465,0.30670774,0.2071927,0.19629349,0.25235748,0.25607368,0.2223652,0.2719679,0.27575395,0.21330349,0.23962109,0.23988524,0.22868504,0.21194677,0.27843657,0.17576824,0.29798815,0.25966105,0.25728604,0.2521687,0.21281764,0.21616325,0.1931772,0.24299376,0.28826442,0.24096723,0.24698406,0.22822744,0.21705067,0.20830527,0.27031955,50
0.2785888,0.2880789,0.19825536,0.22330067,0.18974209,0.24242386,0.2370787,0.20336616,0.172606,0.26248297,0.26145104,0.24849841,0.22360511,0.22629991,0.26950264,0.27201965,0.26127622,0.33436388,0.27028504,0.16374944,0.27903473,0.2120483,0.24175711,0.26144153,0.33607483,0.3087505,0.28806168,0.22514392,0.33065176,0.23313424,0.28531802,0.23136683,0.21068944,0.23396167,0.3083963,0.20620017,0.19742611,0.25286055,0.2533015,0.22631423,0.28048587,0.27193615,0.2168531,0.24300998,0.23910028,0.22919145,0.21241051,0.28389603,0.17723185,0.30243918,0.26580486,0.25753164,0.25278565,0.21531793,0.21706638,0.19971524,0.24727933,0.28879523,0.24213219,0.25267348,0.23065601,0.21238425,0.21654323,0.27052855,51
0.2815751,0.29174778,0.20124839,0.22206533,0.19244197,0.24571744,0.24121176,0.20399688,0.17817076,0.26466677,0.26528722,0.24970344,0.22741282,0.23224778,0.2758477,0.27641135,0.26371297,0.3381887,0.27755564,0.16464768,0.28326008,0.20790428,0.2446894,0.2598397,0.33965582,0.31182602,0.29168344,0.22653678,0.3388406,0.2325002,0.28617847,0.22726566,0.21071851,0.23492801,0.31068546,0.20872562,0.19989167,0.25182652,0.25498763,0.22781438,0.28179815,0.2691948,0.2169394,0.25007164,0.23851937,0.23092511,0.20974018,0.28917348,0.18225612,0.30508175,0.2736624,0.256942,0.25606677,0.21756624,0.21825159,0.20643476,0.2476578,0.2910619,0.23879924,0.26093966,0.23659837,0.20751578,0.21997462,0.2710791,52
0.28442028,0.29613835,0.20157206,0.21898606,0.19446158,0.24820976,0.2435791,0.20695975,0.17914595,0.26202944,0.26765826,0.2478069,0.23143351,0.23672912,0.2802642,0.27707103,0.26562718,0.33982608,0.27791125,0.16429542,0.2796739,0.20499034,0.24282606,0.25750247,0.34446397,0.31061906,0.29687464,0.22729151,0.34418342,0.23248431,0.29452515,0.22224525,0.21207295,0.22876032,0.31111994,0.21433131,0.19895361,0.25018138,0.25477996,0.22769658,0.2814244,0.26812404,0.21460226,0.25702232,0.23961066,0.2352301,0.2085704,0.2958727,0.18366912,0.30513954,0.27413598,0.2564577,0.2599218,0.21806355,0.21522462,0.20924415,0.24419971,0.29494175,0.2341745,0.26781443,0.24050273,0.20780793,0.22090286,0.27158448,53
0.28864264,0.29969415,0.2020634,0.21741799,0.19512504,0.24940495,0.24553078,0.20826778,0.17904188,0.26102835,0.2692267,0.24904041,0.23382953,0.23814975,0.2827172,0.2769705,0.26919165,0.34368196,0.27577052,0.16325514,0.27583086,0.20489858,0.24481511,0.25493094,0.34951594,0.30852306,0.30179283,0.23062263,0.34931007,0.23303834,0.29874697,0.22378767,0.21538673,0.22781032,0.3107911,0.2185063,0.19740054,0.24887805,0.25694555,0.22910911,0.27709794,0.2687305,0.2118717,0.2609653,0.24297227,0.23894155,0.20753463,0.30103266,0.1849533,0.3075148,0.27095777,0.25615183,0.26359716,0.21758005,0.2126375,0.20817532,0.24269755,0.29901266,0.2315472,0.27297702,0.2454965,0.20907062,0.22166152,0.2740111,54
0.2935347,0.30266744,0.20294876,0.22132386,0.19949439,0.250301,0.2460777,0.20708035,0.17974408,0.2615795,0.27191737,0.2545627,0.23600994,0.24015969,0.28344375,0.2784323,0.2704201,0.3465352,0.27484512,0.16684414,0.27527696,0.206961,0.24650726,0.25824153,0.3546127,0.3104222,0.3026147,0.23433498,0.35060602,0.2339997,0.29519743,0.22527009,0.21937582,0.23255661,0.31360558,0.22238648,0.19664861,0.24961066,0.25675106,0.23100416,0.27726388,0.27327606,0.2119074,0.26283455,0.24442099,0.24286307,0.20854789,0.3017076,0.18957633,0.30889648,0.27032462,0.25967672,0.26696205,0.21690321,0.21352981,0.20908405,0.24279012,0.3020534,0.23414776,0.27454185,0.24931811,0.21319108,0.22384691,0.27569172,55
0.29754427,0.3033267,0.20621952,0.2287949,0.20514923,0.25125232,0.25014982,0.20542303,0.18037155,0.2655096,0.2738351,0.26193273,0.2372825,0.24348669,0.28664204,0.2803933,0.2711746,0.35036084,0.27907455,0.16910763,0.27878365,0.20791072,0.24691303,0.2633686,0.35767514,0.31714672,0.30008376,0.23255806,0.35171717,0.23488653,0.2945428,0.22814697,0.22338843,0.23645656,0.31400475,0.22276421,0.19501883,0.24985163,0.2592736,0.23249425,0.280846,0.27984762,0.21128388,0.26666057,0.24459542,0.24314342,0.20823024,0.30023432,0.1923343,0.30773062,0.27111638,0.2645659,0.26899087,0.2160767,0.21405205,0.20799188,0.24431919,0.30536053,0.23867676,0.27520865,0.25061318,0.21524784,0.2258153,0.27470478,56
0.29846683,0.30316085,0.20382325,0.23140702,0.2071134,0.25271884,0.25307676,0.20630789,0.18092442,0.26750252,0.27429825,0.26332736,0.23736797,0.24610442,0.2901049,0.27693784,0.26778424,0.35111812,0.2833955,0.16955975,0.28296578,0.20809147,0.24248706,0.2672274,0.36046377,0.3214037,0.29883984,0.22844093,0.35499483,0.23481196,0.30001274,0.22974712,0.2271735,0.23826844,0.3124825,0.22008216,0.18800788,0.2529103,0.2545257,0.23279774,0.28297487,0.2827915,0.20938684,0.27125022,0.24515435,0.23949738,0.21199962,0.29828498,0.1908267,0.3024481,0.2728235,0.26620525,0.27070165,0.21528675,0.21574908,0.20687236,0.2467821,0.30789834,0.23844013,0.2753007,0.25123027,0.21568602,0.22931227,0.2752327,57
0.30075222,0.30471092,0.2028219,0.23094171,0.20782432,0.25701922,0.25105333,0.20980556,0.18212971,0.26741782,0.27447063,0.25911745,0.23681772,0.24878246,0.2931501,0.27318108,0.26316002,0.35108972,0.2801066,0.17167306,0.28618196,0.2083078,0.23658843,0.2706572,0.36368492,0.31933746,0.3015204,0.22614168,0.3571635,0.23137456,0.30817267,0.2335713,0.23127407,0.23878603,0.31079173,0.21886575,0.18679027,0.25804943,0.25397864,0.23273091,0.28182843,0.2808612,0.20772292,0.27534774,0.24576522,0.23621245,0.21882276,0.2960149,0.19094355,0.2952178,0.27620122,0.26322383,0.2719984,0.21535765,0.21593879,0.20588392,0.25008085,0.30859408,0.23747425,0.27502972,0.24783824,0.21959135,0.23201755,0.2794479,58
0.30515411,0.308029,0.20646454,0.22865216,0.20687304,0.26302466,0.24831115,0.21790452,0.1841412,0.26337695,0.27582926,0.25529703,0.2355198,0.24935897,0.29358834,0.26956928,0.25515053,0.35071972,0.2778107,0.17235063,0.28577858,0.20831098,0.23160826,0.27452075,0.36992493,0.3146393,0.30520353,0.22527035,0.3567873,0.23177415,0.31006843,0.23495138,0.23493534,0.24420498,0.31268066,0.22064506,0.18833736,0.26414517,0.25494665,0.23258194,0.2814244,0.27924526,0.21031503,0.27616888,0.24760668,0.2360789,0.22755815,0.29573277,0.19525948,0.28967267,0.28342238,0.2610098,0.27180323,0.21614926,0.22115827,0.20625007,0.2527714,0.3086902,0.23636784,0.2710641,0.24183345,0.2290142,0.2310317,0.28437194,59
0.3119939,0.31175646,0.21365228,0.2282966,0.20596813,0.2680984,0.24613231,0.22836019,0.18694839,0.26282296,0.27834716,0.25681964,0.23993699,0.24852687,0.29365626,0.26632482,0.2500276,0.34906873,0.2805563,0.1738205,0.28156957,0.21047704,0.2344038,0.28000584,0.37548992,0.3144931,0.30513635,0.22521286,0.3561786,0.23594558,0.30808574,0.23940831,0.23660547,0.24813133,0.31866017,0.22092338,0.19273935,0.27016398,0.2584555,0.23375835,0.28632662,0.28380972,0.21311289,0.27823147,0.24938889,0.23514952,0.23466305,0.294652,0.19845216,0.29165715,0.29055902,0.2634452,0.2737519,0.21762781,0.22595395,0.209418,0.25197822,0.30923724,0.23920259,0.2687426,0.23620577,0.23602897,0.231552,0.2886395,60
0.3186258,0.31567094,0.2147274,0.22745809,0.20314363,0.27209017,0.2428804,0.23316959,0.18791445,0.2660037,0.28187427,0.26163432,0.24313529,0.24882613,0.29258943,0.26738986,0.2503985,0.34659174,0.28401944,0.17365164,0.2781186,0.21284734,0.23873927,0.28144392,0.38013488,0.31556067,0.30682835,0.22925937,0.35737592,0.23926495,0.30666023,0.24012214,0.23716588,0.24716535,0.32250616,0.22062841,0.19321467,0.2737548,0.25593638,0.23773567,0.29123935,0.28995,0.2165502,0.28184035,0.25382024,0.23198876,0.23333031,0.29577067,0.19229954,0.2967635,0.29279414,0.2660983,0.27755496,0.21976939,0.22892094,0.21168096,0.25235856,0.30948415,0.24196231,0.26708528,0.23385973,0.23366767,0.23168875,0.29130942,61
0.32332253,0.3200287,0.21175669,0.22247419,0.20245594,0.27316946,0.24345008,0.22956158,0.18641637,0.27299833,0.28503433,0.26525667,0.24403518,0.25128323,0.29476935,0.27437612,0.2520141,0.34244668,0.28712562,0.17180453,0.2803219,0.21512108,0.24612008,0.2822855,0.38195974,0.31613,0.31078398,0.2340962,0.36027658,0.24156868,0.3043603,0.24377573,0.23612109,0.24636054,0.32289693,0.21809708,0.19351955,0.27413392,0.25474387,0.23967122,0.29562515,0.29165447,0.21753423,0.28172645,0.2611446,0.22966373,0.23107976,0.2977645,0.18427016,0.3036757,0.2930391,0.27004635,0.2787277,0.22270714,0.23178725,0.21204038,0.25865152,0.3097793,0.24958225,0.26886827,0.23523632,0.22866955,0.23506136,0.2955961,62
0.32080454,0.32132012,0.21500538,0.22275023,0.2063832,0.27140942,0.24590886,0.22579879,0.18435228,0.27571848,0.28767395,0.26592276,0.24519457,0.25484008,0.30176792,0.27986446,0.2534671,0.3385801,0.28775367,0.1732784,0.28621006,0.21598673,0.2501022,0.2788608,0.38164842,0.31276444,0.31482196,0.23220684,0.36370477,0.24050249,0.30492437,0.25148904,0.2343424,0.24183539,0.32519495,0.21713313,0.20151997,0.27509123,0.2564985,0.24007145,0.29866862,0.29033864,0.21623158,0.28022283,0.26488298,0.23027745,0.23554888,0.29830563,0.18552291,0.30523306,0.28919277,0.2724898,0.27527878,0.22459263,0.23247765,0.2102112,0.26294747,0.31155378,0.25960714,0.27472174,0.23774646,0.23159021,0.23838602,0.29861346,63
0.31488365,0.3214225,0.21553348,0.22383437,0.2099273,0.270272,0.24957566,0.22437535,0.18362,0.27487266,0.29050854,0.2664163,0.24476007,0.25757402,0.30828553,0.2823312,0.2544247,0.33708182,0.28367516,0.17571664,0.2895197,0.21464038,0.25195274,0.2744429,0.38067886,0.31109634,0.3161274,0.2299448,0.3647437,0.23975226,0.30541012,0.25529766,0.23244292,0.23912024,0.329787,0.21764801,0.20964743,0.2753829,0.26286405,0.23812856,0.30499598,0.2910335,0.21603543,0.27975297,0.26374817,0.23411681,0.23683564,0.29630116,0.19205017,0.30729207,0.28440496,0.27747098,0.27098933,0.22645864,0.2293067,0.21091765,0.26293862,0.31569153,0.2640792,0.2763064,0.23744167,0.23203845,0.24453956,0.3001085,64
0.31483248,0.32407773,0.21493758,0.22290768,0.20832588,0.26973316,0.25561985,0.22424437,0.18580231,0.27447703,0.29277,0.2648657,0.2454905,0.25849417,0.31058335,0.28482717,0.25711328,0.34234676,0.28266257,0.17629907,0.28533462,0.20828427,0.24691492,0.27355906,0.38189495,0.31227434,0.319145,0.23235647,0.3659637,0.24084914,0.30682796,0.2536238,0.23187894,0.23681118,0.3279318,0.22022721,0.21247785,0.2750017,0.26818398,0.23365064,0.30623952,0.28920957,0.21781443,0.28273898,0.25960535,0.24225388,0.23639001,0.29660487,0.19222084,0.3089691,0.28497747,0.27896437,0.27119142,0.22868341,0.22758606,0.21248116,0.26154593,0.31963187,0.26106116,0.27574176,0.2376747,0.22905473,0.24525392,0.30211425,65
0.32212234,0.32871008,0.21492627,0.22390418,0.20794803,0.2701036,0.25985992,0.22343507,0.18814288,0.27445453,0.29614815,0.2640428,0.24505109,0.2578828,0.31128186,0.28577536,0.2598556,0.3495417,0.2823997,0.1767123,0.28089485,0.20819305,0.24656262,0.27642277,0.38396484,0.31506383,0.32345974,0.2396562,0.36918586,0.2443944,0.30557036,0.24923927,0.23345782,0.23704503,0.32457948,0.225012,0.20723343,0.27363545,0.26994732,0.2332661,0.30438107,0.28589234,0.22137505,0.2879873,0.2593794,0.24889,0.23344864,0.30119172,0.19312645,0.3135327,0.28578213,0.27844277,0.27582434,0.22797184,0.22742212,0.21169849,0.26416135,0.32329452,0.2563234,0.27644804,0.24100372,0.22854348,0.24576446,0.30282554,66
0.3278364,0.33187884,0.21302599,0.2255449,0.2116381,0.27104163,0.25931385,0.222034,0.1866007,0.27009925,0.30059695,0.2632514,0.24546498,0.25913838,0.31172377,0.28421083,0.26071808,0.35336727,0.283293,0.17564663,0.2812083,0.21054815,0.24497692,0.2782456,0.38507015,0.31673583,0.32748476,0.24308665,0.374006,0.24388207,0.30327252,0.2475798,0.23482263,0.23479234,0.32402334,0.22896475,0.2025942,0.2731079,0.26986155,0.23225696,0.30054256,0.28102347,0.22361596,0.2912081,0.25953534,0.25386637,0.2330181,0.30424467,0.19779962,0.3135113,0.2837239,0.27436748,0.2786995,0.22476025,0.23120889,0.20894654,0.2636042,0.32637095,0.25379458,0.2746865,0.24398085,0.23110859,0.24677806,0.30247137,67
0.32685423,0.33290476,0.20955153,0.22869436,0.2160312,0.27204502,0.25644743,0.22094497,0.1857957,0.26634902,0.30371946,0.2662317,0.2441006,0.2621915,0.31354225,0.28197533,0.2625003,0.3561748,0.28216493,0.17759605,0.28355464,0.21340351,0.24310808,0.27935192,0.38639006,0.3169954,0.3279012,0.24236305,0.3778683,0.2414317,0.30346334,0.24765313,0.23803775,0.23629208,0.32679984,0.23130065,0.20280375,0.27283373,0.27043533,0.2323791,0.3026719,0.28241554,0.22385022,0.29232737,0.25969672,0.25569832,0.23096332,0.30444264,0.20055838,0.3095464,0.28002536,0.27408874,0.28114146,0.22104387,0.23310766,0.2064012,0.26086152,0.32829845,0.2523392,0.27392235,0.24424528,0.23251143,0.24981181,0.30223277,68
