window_id,log_id,hidden_onset_s,physical_onset_s
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:275:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:325:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:375:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.19715899999999997,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:425:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:475:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.394318,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:525:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:575:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:625:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:675:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:725:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:775:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.40417300000000006,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:825:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:875:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.492889,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:925:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:975:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,1.0054989999999997,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:1025:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:1075:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:1125:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:1175:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:1225:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:1275:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:1325:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:1375:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:1425:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:1475:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:1525:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,2.208116999999999,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:1575:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,1.2026340000000002,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:1625:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:1675:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:1725:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:1775:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:1825:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:1875:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.4041619999999999,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:1925:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:1975:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,1.0054710000000004,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:2025:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:2075:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,4.199302000000005,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:2125:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,1.3997679999999995,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:2175:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,2.6023810000000016,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:2225:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.611166,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:2275:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,2.7995220000000023,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:2325:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:2375:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:2425:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:2475:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:2525:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:2575:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:2625:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:2675:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.19714800000000002,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:2725:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:2775:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.5027259999999999,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:2825:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,,0.19714700000000002
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:2875:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:2925:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,4.396363,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:2975:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:3025:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,2.3953249999999997,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:3075:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,4.396349999999996,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:3125:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:3175:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.19714600000000002,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:3225:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,1.2025870000000003,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:3275:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:3325:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:3375:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:3425:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:3475:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:3525:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:3575:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:3625:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,2.405155,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:3675:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.9955760000000003,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:3725:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.40414500000000003,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:3775:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:3825:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:3875:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.502714,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:3925:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:3975:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:4025:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:4075:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:4125:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:4175:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:4225:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:4275:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:4325:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:4375:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:4425:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,1.2025610000000004,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:4475:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.6012800000000001,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:4525:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.7984210000000003,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:4575:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:4625:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:2:25:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:2:75:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:2:125:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:2:175:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:2:225:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,,0.197139
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:2:275:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:2:325:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:2:375:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:2:425:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,1.0054070000000002
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:2:475:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,1.1926890000000003,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:2:525:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,,0.502703
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:2:575:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,,0.601272
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:2:625:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:2:675:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:2:725:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:2:775:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:2:825:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:2:875:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:2:925:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:2:975:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:2:1025:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:2:1075:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:2:1125:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:2:1175:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:2:1225:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:2:1275:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:0:25:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:0:75:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:0:125:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:0:175:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:0:225:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:0:275:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:0:325:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:0:375:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:0:425:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:0:475:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:0:525:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:0:575:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:0:625:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:0:675:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:0:725:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:0:775:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:1:25:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:1:75:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:1:125:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:1:175:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,1.397219,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:1:225:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:1:275:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:1:325:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:1:375:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,3.802416000000008,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:1:425:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:2:25:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:2:75:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:2:125:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:2:175:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:2:225:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:2:275:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:2:325:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:2:375:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:2:425:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:2:475:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.39919999999999994,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:2:525:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:3:25:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:3:75:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:3:125:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:3:175:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:3:225:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:3:275:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:3:325:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:3:375:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:3:425:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:3:475:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,,1.2075689999999997
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:3:525:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:3:575:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:3:625:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:3:675:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,3.003943000000008,0.3991949999999999
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:3:725:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,1.5967799999999994,0.0
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:3:775:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,2.7943630000000055,0.4989939999999998
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:3:825:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,1.9959739999999992,0.3991949999999999
validation:2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg:3:875:5s,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0.0,0.19959700000000002
