mode,horizon_s,n,knn_mean,knn_median,knn_p90,knn_p95,knn_max,mahalanobis_mean,mahalanobis_median,mahalanobis_p90,mahalanobis_p95,mahalanobis_max,knn_outside_train_p99_mean,knn_outside_train_p99_median,knn_outside_train_p99_p90,knn_outside_train_p99_p95,knn_outside_train_p99_max,knn_outside_leave_log_p99_mean,knn_outside_leave_log_p99_median,knn_outside_leave_log_p99_p90,knn_outside_leave_log_p99_p95,knn_outside_leave_log_p99_max,mahalanobis_outside_train_p99_mean,mahalanobis_outside_train_p99_median,mahalanobis_outside_train_p99_p90,mahalanobis_outside_train_p99_p95,mahalanobis_outside_train_p99_max
D,1.8,722,0.5137354941249224,0.5163677930831909,0.6111102640628815,0.6387171894311905,0.8612579703330994,0.900828045738701,0.8988374769687653,1.0592210054397584,1.1104556560516357,1.6553176641464233,0.8227146814404432,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,2.0,722,0.5135240054939593,0.5158165991306305,0.6073944389820098,0.6386340975761413,0.8088780641555786,0.8980466189311812,0.8944277763366699,1.0568907976150512,1.123881894350052,1.5437426567077637,0.8185595567867036,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,2.2,722,0.5122397263376997,0.5174468159675598,0.6011395156383514,0.6260704904794693,0.7969362735748291,0.8965069301570882,0.8954499661922455,1.0606869220733641,1.1129565656185147,1.4209986925125122,0.8240997229916898,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,2.4,722,0.5103324999687084,0.5123278796672821,0.600083863735199,0.6330412507057189,0.8207895159721375,0.892945412370967,0.8914582133293152,1.0520441889762877,1.0997707664966583,1.308858871459961,0.8116343490304709,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,2.6,722,0.5099996643300863,0.5106475949287415,0.6022155344486236,0.63349389731884,0.872697651386261,0.8921366977064233,0.8908259272575378,1.0461672067642211,1.1073847949504851,1.3475501537322998,0.8185595567867036,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,2.8000000000000003,722,0.50926221515003,0.5141068696975708,0.6021777510643005,0.6306932002305984,0.8943071365356445,0.8926815175118539,0.8956868350505829,1.0459606289863586,1.1041212439537047,1.330887794494629,0.814404432132964,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,3.0,722,0.5095764841481919,0.5134129524230957,0.6014536440372467,0.6332510352134704,0.8976078033447266,0.8944102567814064,0.8934158980846405,1.0653645038604735,1.1089458346366883,1.2820184230804443,0.8213296398891967,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,3.2,722,0.5085704754676845,0.5151081085205078,0.5949454843997956,0.6240967690944671,0.8961987495422363,0.895644361622776,0.896897703409195,1.0629982709884642,1.108688896894455,1.3745920658111572,0.8102493074792244,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,3.4,722,0.5075711791617719,0.5126615464687347,0.5945041835308075,0.6229451894760132,0.9059256911277771,0.8946429008096869,0.894936740398407,1.0556808829307556,1.1153591394424438,1.3481935262680054,0.8060941828254847,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,3.6,722,0.5075868828392425,0.5135925710201263,0.5933356523513794,0.6224634051322937,0.9024667739868164,0.8957189330598985,0.8977454900741577,1.0497166156768798,1.1157792747020718,1.3223004341125488,0.8019390581717452,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
