horizon_s,n,linear_mean,linear_median,linear_p90,linear_p95,linear_max,angular_mean,angular_median,angular_p90,angular_p95,angular_max,frequency_mean,frequency_median,frequency_p90,frequency_p95,frequency_max,linear_body_mean,linear_body_median,linear_body_p90,linear_body_p95,linear_body_max
0.2,722,0.9741340491126118,0.9568505585193634,1.4692788124084473,1.6087314665317536,2.1729934215545654,6.988603871945199,6.7972612380981445,10.32332601547241,11.44777216911315,18.149723052978516,0.10931396288823057,0.10055769979953766,0.18186370730400084,0.21228602752089495,0.32908257842063904,0.9741340456349863,0.9568505883216858,1.4692788004875181,1.608731460571289,2.1729934215545654
0.5,722,1.280455925292916,1.2404637932777405,1.7520628333091735,1.9502849936485285,2.7756826877593994,8.459341515794685,8.033146381378174,12.058528995513916,13.608613395690915,21.833066940307617,0.17265296964248297,0.16105277836322784,0.2720101326704024,0.31528162956237793,0.6104739904403687,1.280455921577945,1.2404637932777405,1.7520627260208128,1.9502849936485285,2.7756826877593994
1.0,722,1.4978318467034528,1.4518408179283142,2.0950660943984984,2.357185065746307,4.0307297706604,8.94671499233827,8.438002586364746,12.808230781555176,14.229373073577877,22.408248901367188,0.21253729021883572,0.19562745839357376,0.3492045432329178,0.4022675454616545,0.6523167490959167,1.4978318311831298,1.4518408179283142,2.0950660705566406,2.357184827327728,4.0307297706604
2.0,722,1.6709308840148667,1.6317788362503052,2.297613596916199,2.505986726284027,3.980466842651367,9.256442498962635,8.868453979492188,13.171008872985839,14.294600677490234,22.09113883972168,0.29665583403590146,0.26115210354328156,0.5098629891872406,0.6333420574665068,1.0027083158493042,1.6709308712188558,1.6317787766456604,2.2976136207580566,2.505986726284027,3.980466842651367
3.0,722,1.7455809424293338,1.7079850435256958,2.4920246601104736,2.707072854042053,3.9679114818573,9.254011983686537,8.870684623718262,13.220315933227539,14.095054054260254,19.479429244995117,0.3093627936972971,0.26358406245708466,0.5688157320022583,0.6776912480592721,0.9531898498535156,1.7455809331006291,1.7079850435256958,2.4920246601104736,2.707072865962982,3.9679114818573
5.0,722,1.7648419914483364,1.688413918018341,2.530984044075012,2.716839671134948,4.261032581329346,9.19477947696094,8.800002098083496,12.894253635406494,14.36254696846008,20.51038932800293,0.30759589182125235,0.27079707384109497,0.5477825284004211,0.6822242617607115,0.9382469654083252,1.7648419838945621,1.6884139776229858,2.530984044075012,2.716839671134948,4.261032581329346
