log_id,window_id,horizon_s,linear,angular,frequency,linear_body
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:1725:5s,0.2,1.5025908,7.031049,0.107105926,1.5025908
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:1775:5s,0.2,0.8577806,7.5524793,0.09791252,0.8577806
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:1825:5s,0.2,1.7563322,8.918098,0.11867031,1.7563323
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:1875:5s,0.2,0.49440166,3.0983412,0.072881676,0.49440166
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:1925:5s,0.2,0.5131112,2.7126198,0.099191375,0.5131112
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:1975:5s,0.2,1.0903215,8.095038,0.050940957,1.0903214
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2025:5s,0.2,0.9242021,5.6019816,0.14384674,0.9242021
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2075:5s,0.2,0.524311,4.6430235,0.15948159,0.524311
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2125:5s,0.2,1.0453707,5.8113723,0.12086093,1.0453707
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2175:5s,0.2,0.97900534,3.9222233,0.10305097,0.97900534
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2225:5s,0.2,0.5199704,5.104032,0.12804574,0.5199704
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2275:5s,0.2,0.4577703,4.743686,0.036401525,0.4577703
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2325:5s,0.2,0.28306285,3.9199705,0.071305454,0.28306285
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2375:5s,0.2,1.2223997,8.110414,0.086692594,1.2223997
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2425:5s,0.2,1.2641897,6.38743,0.15707837,1.2641897
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2475:5s,0.2,1.1259192,7.435143,0.14510179,1.1259191
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2525:5s,0.2,0.6247737,5.1198077,0.09355407,0.6247737
