mode,horizon_s,n,knn_mean,knn_median,knn_p90,knn_p95,knn_max,mahalanobis_mean,mahalanobis_median,mahalanobis_p90,mahalanobis_p95,mahalanobis_max,knn_outside_train_p99_mean,knn_outside_train_p99_median,knn_outside_train_p99_p90,knn_outside_train_p99_p95,knn_outside_train_p99_max
D,2.0,722,0.5099828533436123,0.5132576525211334,0.6269875288009643,0.6506088674068449,0.9471327662467957,1.7880093828462829,1.9025148749351501,2.73030207157135,2.7843615174293515,2.9188287258148193,0.004155124653739612,0.0,0.0,0.0,1.0
D,2.2,722,0.49999117421971795,0.4983014613389969,0.6104341685771942,0.6409741342067717,0.9069488644599915,1.7101931455145252,1.7835832834243774,2.7036752700805664,2.7614469170570373,3.0607781410217285,0.004155124653739612,0.0,0.0,0.0,1.0
D,2.4,722,0.5017836711000537,0.5023366510868073,0.6177271366119385,0.6385446280241013,0.8359034657478333,1.7111351964298709,1.7832561135292053,2.7071017980575562,2.76433345079422,2.983383893966675,0.004155124653739612,0.0,0.0,0.0,1.0
D,2.6,722,0.5116350974402599,0.5177556276321411,0.6234800398349761,0.6452159702777862,0.7823287844657898,1.8301387492391872,1.9891113638877869,2.736363244056702,2.767841827869415,2.9587881565093994,0.0013850415512465374,0.0,0.0,0.0,1.0
D,2.8000000000000003,722,0.5027214464140731,0.5069242119789124,0.6186357796192169,0.6404228448867798,0.7404849529266357,1.7556845940381205,1.864781677722931,2.7026357412338258,2.7714327573776245,2.863874673843384,0.0,0.0,0.0,0.0,0.0
D,3.0,722,0.4990133829724425,0.4977318346500397,0.6071742117404938,0.6303723841905593,0.724677562713623,1.7241038306102858,1.801476538181305,2.7227405309677124,2.757620596885681,2.8410305976867676,0.0,0.0,0.0,0.0,0.0
D,3.2,722,0.49635768716850437,0.492770254611969,0.6115764021873474,0.6385442644357681,0.7499727606773376,1.7087191784563487,1.7128077149391174,2.7105309009552,2.7629170060157775,2.8609068393707275,0.0,0.0,0.0,0.0,0.0
D,3.4,722,0.4985188047641532,0.4959304928779602,0.6133202075958252,0.6376688867807389,0.7911402583122253,1.7331627123986586,1.7458909153938293,2.720868539810181,2.763083267211914,2.996829032897949,0.0013850415512465374,0.0,0.0,0.0,1.0
D,3.6,722,0.5066941609590668,0.5219031274318695,0.610338819026947,0.6294764578342438,0.7152325510978699,1.82133950862693,1.935792088508606,2.719993829727173,2.7599289655685424,2.849595546722412,0.0,0.0,0.0,0.0,0.0
D,3.8000000000000003,722,0.4954962328365305,0.4954078197479248,0.6117138803005219,0.6302209496498108,0.707662045955658,1.72886750461157,1.780064046382904,2.7150482416152952,2.7622440099716186,2.89486026763916,0.0,0.0,0.0,0.0,0.0
D,4.0,722,0.494666596982948,0.4945666193962097,0.6073960065841675,0.6343863010406494,0.7497125267982483,1.6973215196684126,1.768559992313385,2.7035311222076417,2.7599872827529905,2.924452543258667,0.0,0.0,0.0,0.0,0.0
D,4.2,722,0.4985725019034256,0.5047479867935181,0.6026573002338409,0.6234692543745041,0.756031334400177,1.7501616712009478,1.865890622138977,2.7200186252593994,2.768761396408081,2.896027088165283,0.0,0.0,0.0,0.0,0.0
D,4.4,722,0.49651642816548863,0.5001608580350876,0.6091025292873382,0.636197406053543,0.7376401424407959,1.748275237400446,1.7892161011695862,2.7211936473846436,2.7579787969589233,2.944995880126953,0.0,0.0,0.0,0.0,0.0
D,4.6000000000000005,722,0.5010676558163027,0.5120095908641815,0.610054075717926,0.6305819034576416,0.6991759538650513,1.7893085002981726,1.918687641620636,2.7212065935134886,2.7644449830055233,2.978686809539795,0.0,0.0,0.0,0.0,0.0
D,4.8,722,0.49224538271446966,0.4958842396736145,0.6106094717979431,0.6292993307113648,0.707709014415741,1.7165907363399575,1.7498758435249329,2.696325159072876,2.7487936735153196,2.875629425048828,0.0,0.0,0.0,0.0,0.0
D,4.98,722,0.4978265425917845,0.4991018772125244,0.6077458500862122,0.6285608410835266,0.6995431780815125,1.755532320186372,1.7874570488929749,2.7161948919296264,2.7613959074020387,2.9079761505126953,0.0,0.0,0.0,0.0,0.0
D,5.0,722,0.4976409314989713,0.5010295808315277,0.608466523885727,0.6273401409387588,0.6828402876853943,1.7404689908935753,1.8786561489105225,2.710668158531189,2.747573685646057,2.8850412368774414,0.0,0.0,0.0,0.0,0.0
teacher_fixed,0.0,722,0.49562307292404595,0.4846929460763931,0.5984065175056457,0.6441679388284683,0.9398599863052368,0.8113189115501177,0.7470352053642273,1.1198819398880004,1.292739760875701,2.676504373550415,0.013850415512465374,0.0,0.0,0.0,1.0
teacher_fixed,0.2,722,0.5885308260237411,0.5787770748138428,0.6732014894485473,0.7112524509429929,0.8892073035240173,1.8359454170158365,1.778022050857544,2.345210576057434,2.488142955303192,2.9728286266326904,0.019390581717451522,0.0,0.0,0.0,1.0
teacher_fixed,0.4,722,0.6528041581120188,0.6546725332736969,0.743824815750122,0.7831502348184585,0.9154135584831238,2.432842851180449,2.5509785413742065,2.8222448348999025,2.87721848487854,3.1964142322540283,0.06371191135734072,0.0,0.0,1.0,1.0
teacher_fixed,0.5,722,0.5612186050233419,0.5516020655632019,0.6759633839130401,0.723720860481262,0.9972915649414062,1.5613585574309912,1.4295239448547363,2.557914137840271,2.7384300589561463,3.69040846824646,0.027700831024930747,0.0,0.0,0.0,1.0
teacher_fixed,0.6,722,0.5969900862827195,0.5982543230056763,0.7381502866744994,0.7795007914304731,0.9886002540588379,1.9270419527123839,2.046525001525879,2.7992023944854734,2.899251425266266,3.402780294418335,0.05955678670360111,0.0,0.0,1.0,1.0
teacher_fixed,0.8,722,0.5797736567556032,0.5699894726276398,0.7268049657344818,0.7593740284442901,1.0598570108413696,1.7509917084777784,1.6452966332435608,2.748471999168396,2.8579465508460995,3.5124354362487793,0.045706371191135735,0.0,0.0,0.0,1.0
teacher_fixed,1.0,722,0.5895106816803649,0.5894900858402252,0.7099218785762786,0.7544838249683379,1.0098717212677002,1.8528888505416563,1.8495308756828308,2.7397692441940307,2.8111671090126036,3.3737056255340576,0.037396121883656507,0.0,0.0,0.0,1.0
teacher_fixed,1.2,722,0.5952178236107417,0.5987475514411926,0.712936544418335,0.741973966360092,0.9684757590293884,1.9025493708343717,1.9693413972854614,2.7431979894638063,2.827844214439392,3.4585092067718506,0.02631578947368421,0.0,0.0,0.0,1.0
teacher_fixed,1.4000000000000001,722,0.5924381502695031,0.5934595465660095,0.7256196737289429,0.7529143124818801,1.0475342273712158,1.8825029353520877,1.915498971939087,2.7540446758270263,2.83148649930954,3.653219699859619,0.045706371191135735,0.0,0.0,0.0,1.0
teacher_fixed,1.6,722,0.5904656001405373,0.5982542037963867,0.719797557592392,0.7574743032455444,1.090564489364624,1.8739486836165273,1.967311441898346,2.754220676422119,2.8452410936355585,3.777372121810913,0.04155124653739612,0.0,0.0,0.0,1.0
teacher_fixed,1.8,722,0.6018247335241111,0.6049327850341797,0.7335669159889221,0.7681371837854385,1.1026643514633179,1.9523902878041413,2.0546377897262573,2.782795476913452,2.852858066558838,3.6972029209136963,0.04847645429362881,0.0,0.0,0.0,1.0
teacher_fixed,2.0,722,0.5970525237579425,0.6017864644527435,0.7228249549865723,0.7586888194084167,1.0855698585510254,1.934566749347544,2.0396647453308105,2.775667405128479,2.840905797481537,3.8515124320983887,0.0443213296398892,0.0,0.0,0.0,1.0
teacher_fixed,2.2,722,0.5801788754658025,0.5763908624649048,0.7111301481723785,0.7418821483850478,1.0250532627105713,1.7833705396285677,1.804855227470398,2.7178791046142576,2.8198469638824464,3.779715061187744,0.029085872576177285,0.0,0.0,0.0,1.0
teacher_fixed,2.4,722,0.5906200354862081,0.5906330943107605,0.7214347839355468,0.764275923371315,0.958757221698761,1.8450267016887665,1.889617145061493,2.7428906202316283,2.8363322854042052,3.4726667404174805,0.04847645429362881,0.0,0.0,0.0,1.0
teacher_fixed,2.6,722,0.6014249544807418,0.6062014400959015,0.7274753987789154,0.7708008497953415,0.9654071927070618,1.9814546953608125,2.120013952255249,2.777528977394104,2.8665812611579895,3.460862874984741,0.054016620498614956,0.0,0.0,1.0,1.0
teacher_fixed,2.8000000000000003,722,0.5942884005007651,0.5988860130310059,0.7242199957370759,0.7645302385091781,1.0629853010177612,1.895746573805809,2.0132243633270264,2.7650403022766112,2.851102304458618,3.5245468616485596,0.0443213296398892,0.0,0.0,0.0,1.0
teacher_fixed,3.0,722,0.5903622115913191,0.5894808769226074,0.7157225787639618,0.7531536579132079,0.9614807367324829,1.8667742299571262,1.8992266058921814,2.719263768196106,2.8301986098289484,3.598989486694336,0.03462603878116344,0.0,0.0,0.0,1.0
teacher_fixed,3.2,722,0.5914987656300749,0.5922539532184601,0.7200490236282349,0.7553093314170837,0.9845118522644043,1.8753115162459768,1.9824994802474976,2.741509699821472,2.834779357910156,3.5317859649658203,0.04016620498614958,0.0,0.0,0.0,1.0
teacher_fixed,3.4,722,0.5879864564315104,0.5877824127674103,0.7131676793098449,0.7441815644502638,1.0043388605117798,1.84329320965051,1.8632319569587708,2.7315622568130493,2.8025671005249024,3.7552976608276367,0.037396121883656507,0.0,0.0,0.0,1.0
teacher_fixed,3.6,722,0.5951142940990152,0.5953561663627625,0.7172139704227447,0.761005589365959,1.0158777236938477,1.921227840010149,2.016965627670288,2.740704655647278,2.8214367032051086,3.653480291366577,0.04293628808864266,0.0,0.0,0.0,1.0
teacher_fixed,3.8000000000000003,722,0.5938119642704808,0.5909193754196167,0.7271978974342346,0.7673260539770124,1.0294958353042603,1.896016238840333,1.9383429884910583,2.7971083164215087,2.8740103125572203,3.298858404159546,0.04847645429362881,0.0,0.0,0.0,1.0
teacher_fixed,4.0,722,0.5947862967559836,0.5900206565856934,0.7256895124912262,0.762200516462326,0.9783197641372681,1.8986004718948268,1.9307722449302673,2.757896137237549,2.830569350719452,3.374546527862549,0.045706371191135735,0.0,0.0,0.0,1.0
teacher_fixed,4.2,722,0.5908648892617953,0.5911909639835358,0.7104416966438293,0.7543462991714477,0.9639102816581726,1.8751708695102596,1.926890254020691,2.7477558135986326,2.8538859367370604,3.174638032913208,0.036011080332409975,0.0,0.0,0.0,1.0
teacher_fixed,4.4,722,0.5890258587380856,0.5880277454853058,0.722204840183258,0.7507310658693312,0.9749996066093445,1.8594195858428353,1.871539294719696,2.7444225788116454,2.827302896976471,3.282855749130249,0.03462603878116344,0.0,0.0,0.0,1.0
teacher_fixed,4.6000000000000005,722,0.5940000973332291,0.5968270599842072,0.7184622824192047,0.7544593542814254,1.063123106956482,1.9074250305293339,1.9968085885047913,2.7753160715103147,2.835838186740875,3.5538203716278076,0.04155124653739612,0.0,0.0,0.0,1.0
teacher_fixed,4.8,722,0.5870487020038831,0.5826035141944885,0.7305560827255249,0.7528166174888611,1.0805803537368774,1.8339452801731484,1.8502312302589417,2.7616547107696534,2.862035059928894,3.50604248046875,0.038781163434903045,0.0,0.0,0.0,1.0
teacher_fixed,4.98,722,0.598606657536076,0.6032836437225342,0.7159176588058471,0.7574851840734482,1.0549225807189941,1.9624037525082558,2.0382022857666016,2.7735284566879272,2.8492846131324767,3.8346505165100098,0.04293628808864266,0.0,0.0,0.0,1.0
teacher_fixed,5.0,722,0.597871455872158,0.6044303476810455,0.7224519431591034,0.7664381831884383,1.0729093551635742,1.9483430755022821,2.0405948162078857,2.767353916168213,2.8494821071624754,3.713944435119629,0.04847645429362881,0.0,0.0,0.0,1.0
teacher_native,0.0,722,0.49562307292404595,0.4846929460763931,0.5984065175056457,0.6441679388284683,0.9398599863052368,0.8113189115501177,0.7470352053642273,1.1198819398880004,1.292739760875701,2.676504373550415,0.013850415512465374,0.0,0.0,0.0,1.0
teacher_native,0.2,722,0.49275489188627525,0.48086026310920715,0.5880017101764679,0.6365952968597407,0.9216734766960144,0.8097917568815712,0.7432706654071808,1.1336630702018737,1.2926128029823294,2.490328073501587,0.012465373961218837,0.0,0.0,0.0,1.0
teacher_native,0.4,722,0.4931612001148948,0.4795985072851181,0.5973138034343719,0.6401894390583038,0.8734306693077087,0.801122490760362,0.7476515769958496,1.099630033969879,1.253290635347366,2.55104660987854,0.009695290858725761,0.0,0.0,0.0,1.0
teacher_native,0.5,722,0.49290765376137236,0.47733722627162933,0.5933227896690368,0.6465519577264781,0.9151598215103149,0.8048179232595369,0.7415395677089691,1.116956865787506,1.2456682860851287,2.7554333209991455,0.0110803324099723,0.0,0.0,0.0,1.0
teacher_native,0.6,722,0.4925538504140199,0.4773619920015335,0.5995883524417878,0.6509117573499675,0.9400367736816406,0.8040543597738499,0.7399996817111969,1.103025460243225,1.2815284848213193,2.775313138961792,0.0110803324099723,0.0,0.0,0.0,1.0
teacher_native,0.8,722,0.4929168215666451,0.48074856400489807,0.5933625876903533,0.652404275536537,0.9500282406806946,0.8088805119499275,0.7479372620582581,1.1202233552932737,1.2279987394809722,2.6827542781829834,0.009695290858725761,0.0,0.0,0.0,1.0
teacher_native,1.0,722,0.49268622378563287,0.4832178205251694,0.5928530514240264,0.6262104958295821,0.9398599863052368,0.8036669730892472,0.7456051409244537,1.0962195992469788,1.2552634239196763,2.676504611968994,0.009695290858725761,0.0,0.0,0.0,1.0
teacher_native,1.2,722,0.4904666784480008,0.4789482057094574,0.583476459980011,0.6225279957056044,0.9216734766960144,0.8034388959572917,0.7440521419048309,1.1125048637390136,1.2519355535507197,2.490328073501587,0.009695290858725761,0.0,0.0,0.0,1.0
teacher_native,1.4000000000000001,722,0.49198669822592483,0.47928790748119354,0.59421808719635,0.6396146237850188,0.8734306693077087,0.7997766467755522,0.7495599985122681,1.092320430278778,1.2507489085197447,2.55104660987854,0.009695290858725761,0.0,0.0,0.0,1.0
teacher_native,1.6,722,0.49176035668711254,0.4767468571662903,0.596499252319336,0.6446900874376296,0.9400367736816406,0.8034085935585387,0.7407899796962738,1.0930184841156005,1.275402337312697,2.775313138961792,0.0110803324099723,0.0,0.0,0.0,1.0
teacher_native,1.8,722,0.49266005875000995,0.4804312735795975,0.5913794040679932,0.652404275536537,0.9500282406806946,0.8100909187440397,0.7499659061431885,1.1216551065444946,1.2410010397434235,2.6827542781829834,0.009695290858725761,0.0,0.0,0.0,1.0
teacher_native,2.0,722,0.49171825372446276,0.48217134177684784,0.5919505715370178,0.6252920180559157,0.9398599863052368,0.803792018556859,0.7455380856990814,1.0962195992469788,1.2638304293155664,2.676504611968994,0.009695290858725761,0.0,0.0,0.0,1.0
teacher_native,2.2,722,0.4901166005560566,0.4787840396165848,0.5821426212787628,0.6225279957056044,0.9216734766960144,0.8024108719462503,0.7429505288600922,1.1119541883468629,1.2539877653121947,2.490328073501587,0.009695290858725761,0.0,0.0,0.0,1.0
teacher_native,2.4,722,0.4918198839779376,0.4778977483510971,0.59421808719635,0.6381250262260437,0.8734306693077087,0.7998471951468169,0.7488895356655121,1.092320430278778,1.2507489085197447,2.55104660987854,0.009695290858725761,0.0,0.0,0.0,1.0
teacher_native,2.6,722,0.49195954405865183,0.4766925424337387,0.5972192585468292,0.6453860461711883,0.9400367736816406,0.8052368488503295,0.7421332895755768,1.0930184841156005,1.2815284848213193,2.775313138961792,0.0110803324099723,0.0,0.0,0.0,1.0
teacher_native,2.8000000000000003,722,0.4931533240462935,0.4811302274465561,0.5919537842273712,0.6561786890029905,0.9500282406806946,0.8119281840373935,0.7521339654922485,1.1216551065444946,1.2599125146865842,2.6827542781829834,0.009695290858725761,0.0,0.0,0.0,1.0
teacher_native,3.0,722,0.4917918143592713,0.4818700850009918,0.5928530514240264,0.6262104958295821,0.9398599863052368,0.8068829786414254,0.7455380856990814,1.0996493101119995,1.2796426296234125,2.676504611968994,0.009695290858725761,0.0,0.0,0.0,1.0
teacher_native,3.2,722,0.49040912673744136,0.4787840396165848,0.582403177022934,0.6251321136951447,0.9216734766960144,0.804345501633232,0.7429505288600922,1.12411572933197,1.2647962331771843,2.490328073501587,0.009695290858725761,0.0,0.0,0.0,1.0
teacher_native,3.4,722,0.4913383935296965,0.47758764028549194,0.5935854196548461,0.6379664301872252,0.8734306693077087,0.7995159039454447,0.7455303072929382,1.0934970021247863,1.2683785915374755,2.55104660987854,0.009695290858725761,0.0,0.0,0.0,1.0
teacher_native,3.6,722,0.49047335004047016,0.47511155903339386,0.5962604820728302,0.6451436817646027,0.9400367736816406,0.8038818430867551,0.7405615150928497,1.0921936392784117,1.2815284848213193,2.775313138961792,0.0110803324099723,0.0,0.0,0.0,1.0
teacher_native,3.8000000000000003,722,0.49260895899458274,0.48074856400489807,0.5919537842273712,0.652404275536537,0.9500282406806946,0.812108059545303,0.7515887320041656,1.1216551065444946,1.2599125146865842,2.6827542781829834,0.009695290858725761,0.0,0.0,0.0,1.0
teacher_native,4.0,722,0.491336742225116,0.4811798632144928,0.5930155754089356,0.6365244716405863,0.9398599863052368,0.8086129618483567,0.7447509169578552,1.101619803905487,1.2927400946617118,2.676504611968994,0.0110803324099723,0.0,0.0,0.0,1.0
teacher_native,4.2,722,0.4899902628977213,0.4776868373155594,0.582403177022934,0.6259187936782836,0.9216734766960144,0.8053030805492005,0.7429505288600922,1.1293949604034423,1.27758046388626,2.490328073501587,0.009695290858725761,0.0,0.0,0.0,1.0
teacher_native,4.4,722,0.49063061602888347,0.4771464914083481,0.5926935732364654,0.6361603051424026,0.8734306693077087,0.8001659814670806,0.7393846213817596,1.1045726537704468,1.2700945734977722,2.55104660987854,0.008310249307479225,0.0,0.0,0.0,1.0
teacher_native,4.6000000000000005,722,0.4902354047899431,0.4749352037906647,0.596499252319336,0.6453860461711883,0.9400367736816406,0.8051037078006116,0.7390283048152924,1.096986711025238,1.3084386467933644,2.775313138961792,0.009695290858725761,0.0,0.0,0.0,1.0
teacher_native,4.8,722,0.4920863209916614,0.47973497211933136,0.5919537842273712,0.652404275536537,0.9500282406806946,0.8129634577729365,0.7507342100143433,1.1202233552932737,1.2668246924877165,2.6827542781829834,0.009695290858725761,0.0,0.0,0.0,1.0
teacher_native,4.98,722,0.4895259617025502,0.4762468934059143,0.5936645925045013,0.6373364627361298,0.8925248384475708,0.8064068845186868,0.7381366193294525,1.1111893415451048,1.2859710812568648,2.6587166786193848,0.009695290858725761,0.0,0.0,0.0,1.0
teacher_native,5.0,722,0.49100157185109367,0.4805401563644409,0.5928530514240264,0.6403926312923429,0.9398599863052368,0.8108563732737649,0.7436979711055756,1.0999465703964233,1.2796426296234125,2.696329355239868,0.012465373961218837,0.0,0.0,0.0,1.0
