mode,horizon_s,n,knn_mean,knn_median,knn_p90,knn_p95,knn_max,mahalanobis_mean,mahalanobis_median,mahalanobis_p90,mahalanobis_p95,mahalanobis_max,knn_outside_train_p99_mean,knn_outside_train_p99_median,knn_outside_train_p99_p90,knn_outside_train_p99_p95,knn_outside_train_p99_max
D,0.0,722,0.49562307292404595,0.4846929460763931,0.5984065175056457,0.6441679388284683,0.9398599863052368,0.8113189115501177,0.7470352053642273,1.1198819398880004,1.292739760875701,2.676504373550415,0.013850415512465374,0.0,0.0,0.0,1.0
D,0.2,722,0.5648213549416481,0.5568298697471619,0.6495903372764588,0.6819330871105193,0.7808745503425598,1.7874970460037116,1.7254018187522888,2.318502354621887,2.4846773862838742,2.8863413333892822,0.004155124653739612,0.0,0.0,0.0,1.0
D,0.4,722,0.613040365340637,0.6215602457523346,0.6888339102268219,0.7177228152751921,0.8532009124755859,2.3891340310058435,2.535173177719116,2.790125274658203,2.8259395480155947,3.0867435932159424,0.0110803324099723,0.0,0.0,0.0,1.0
D,0.5,722,0.5052719783254608,0.49329178035259247,0.6103886961936951,0.6416913419961929,0.8998119235038757,1.432740824663408,1.3427811861038208,2.5246213197708127,2.659902083873748,3.4038946628570557,0.006925207756232687,0.0,0.0,0.0,1.0
D,0.6,722,0.5401089346639998,0.5321784615516663,0.6904821038246155,0.714906769990921,0.8688408732414246,1.8440258424945815,2.021069288253784,2.771313524246216,2.8306453347206113,3.03830623626709,0.0110803324099723,0.0,0.0,0.0,1.0
D,0.8,722,0.5063894891342628,0.48908959329128265,0.652112740278244,0.6909036487340927,0.8873342871665955,1.6219982779752515,1.5644481778144836,2.68976993560791,2.7533316373825074,3.059901714324951,0.008310249307479225,0.0,0.0,0.0,1.0
D,1.0,722,0.5148095486484406,0.5104406177997589,0.6266758501529693,0.6597710698843002,0.850699245929718,1.7427342432522708,1.787688136100769,2.7230376958847047,2.770496344566345,2.9495155811309814,0.004155124653739612,0.0,0.0,0.0,1.0
D,1.2,722,0.5159771143564557,0.519461989402771,0.6270896196365356,0.6510213613510132,0.863423764705658,1.7879579329754838,1.9003310203552246,2.7224565029144285,2.7634475588798524,2.8841476440429688,0.002770083102493075,0.0,0.0,0.0,1.0
D,1.4000000000000001,722,0.5078080674617905,0.5115308165550232,0.625395005941391,0.64648257791996,0.8811531066894531,1.736990137072151,1.843973994255066,2.7186766386032106,2.760971689224243,2.8849265575408936,0.002770083102493075,0.0,0.0,0.0,1.0
D,1.6,722,0.5073616686702765,0.5100354850292206,0.6235386550426483,0.6503734737634659,0.8996831178665161,1.7473826582989864,1.7948558926582336,2.7109493017196655,2.7593111872673033,2.9844295978546143,0.002770083102493075,0.0,0.0,0.0,1.0
D,1.8,722,0.5084307267229973,0.508622020483017,0.6260461390018464,0.6488314628601074,0.9176673889160156,1.7785402485620943,1.8610681295394897,2.7306669473648073,2.76661479473114,2.8695967197418213,0.00554016620498615,0.0,0.0,0.0,1.0
