mode,horizon_s,n,l2_mean,l2_median,l2_p90,l2_p95,l2_max,dimension_rmse_mean,dimension_rmse_median,dimension_rmse_p90,dimension_rmse_p95,dimension_rmse_max,cosine_mean,cosine_median,cosine_p90,cosine_p95,cosine_max
R26,2.6,722,2.2805051414755244,2.191962957382202,3.234024357795715,3.5373702764511084,5.323293685913086,0.28506314268444055,0.27399536967277527,0.4042530447244644,0.44217128455638854,0.6654117107391357,0.443329882745146,0.44347625970840454,0.7679068505764007,0.8338653773069379,0.9701187014579773
R26,2.8000000000000003,722,2.2945999626142495,2.205418825149536,3.2354185104370115,3.513750398159026,5.169644355773926,0.2868249953267812,0.275677353143692,0.40442731380462643,0.43921879976987827,0.6462055444717407,0.43886653043202656,0.45737195014953613,0.7718622922897339,0.8372595191001888,0.9402549862861633
R26,3.0,722,2.295544544993345,2.208389163017273,3.289785122871399,3.696551954746246,5.169845104217529,0.28694306812416814,0.2760486453771591,0.4112231403589249,0.46206899434328075,0.6462306380271912,0.4374365713644045,0.4525701701641083,0.7626446962356567,0.8277184933423996,0.9570558071136475
R26,3.2,722,2.3294171732218314,2.240079641342163,3.3214183330535887,3.6215513348579402,5.274179458618164,0.2911771466527289,0.2800099551677704,0.4151772916316986,0.45269391685724253,0.6592724323272705,0.4175829443818737,0.44424326717853546,0.7692190587520599,0.8242874473333357,0.9348246455192566
R26,3.4,722,2.317639322657334,2.211168885231018,3.2609223604202264,3.5759067058563225,5.246775150299072,0.28970491533216675,0.27639611065387726,0.4076152950525283,0.4469883382320403,0.655846893787384,0.41560946713821506,0.4370691180229187,0.7562487900257111,0.8222440510988234,0.9257922172546387
R26,3.6,722,2.3572124212237275,2.269497275352478,3.2800461530685423,3.7509395837783805,5.251867771148682,0.29465155265296594,0.28368715941905975,0.4100057691335678,0.46886744797229757,0.6564834713935852,0.4006585740862244,0.43277251720428467,0.7504061043262481,0.8116133481264114,0.9487088918685913
R26,3.8000000000000003,722,2.3610951054294356,2.275020122528076,3.344070863723755,3.743716287612915,5.322637557983398,0.29513688817867945,0.2843775153160095,0.4180088579654694,0.46796453595161436,0.6653296947479248,0.40392698878193417,0.4220273941755295,0.759091579914093,0.8400289595127105,0.9351996183395386
R26,4.0,722,2.3724523544971965,2.2770153284072876,3.308366274833679,3.728967773914337,5.3268141746521,0.29655654431214956,0.28462691605091095,0.41354578435420986,0.4661209717392921,0.6658517718315125,0.39999726569648303,0.41881605982780457,0.7509746372699737,0.8126672297716141,0.9550567865371704
R26,4.2,722,2.3847130596472614,2.31616747379303,3.271804594993591,3.7951237559318494,5.166839122772217,0.2980891324559077,0.2895209342241287,0.4089755743741989,0.47439046949148117,0.6458548903465271,0.3891533704653867,0.4127020835876465,0.7450567543506622,0.8224021226167678,0.9344288110733032
R26,4.4,722,2.372461968264091,2.2780038118362427,3.299177098274231,3.698731422424316,5.19206428527832,0.2965577460330114,0.28475047647953033,0.41239713728427885,0.4623414278030395,0.64900803565979,0.3903619101941147,0.4117840826511383,0.7439174652099608,0.8102578938007352,0.9375495910644531
R26,4.6000000000000005,722,2.4090808373243857,2.3242909908294678,3.389043927192688,3.670108294486999,5.264718055725098,0.3011351046655482,0.29053637385368347,0.423630490899086,0.4587635368108749,0.6580897569656372,0.38139212505470355,0.40985387563705444,0.7320414841175079,0.8090860694646833,0.9482398629188538
R26,4.8,722,2.3959384784308826,2.287271499633789,3.4187112808227536,3.7948619723320003,5.260589599609375,0.2994923098038603,0.28590893745422363,0.4273389101028442,0.47435774654150004,0.6575736999511719,0.38681357711902314,0.4154704362154007,0.7557394087314605,0.8282457768917082,0.940540075302124
R26,4.98,722,2.4128181728794966,2.3415290117263794,3.3710281610488892,3.7609942793846125,5.050184726715088,0.3016022716099371,0.2926911264657974,0.42137852013111116,0.47012428492307656,0.631273090839386,0.377597592086428,0.3830820620059967,0.7437080919742584,0.8082986623048781,0.938004195690155
R26,5.0,722,2.414522093914222,2.3147579431533813,3.400678300857544,3.7901906490325916,5.139245510101318,0.30181526173927775,0.28934474289417267,0.425084787607193,0.47377383112907395,0.6424056887626648,0.37884007799256125,0.38923510909080505,0.7499518275260925,0.8172984182834625,0.925735592842102
