mode,horizon_s,target,rmse,normalized_rmse,r2
D,0.0,recent_delta_omega,0.3293214756975644,0.5539263205617425,0.6177755708839565
D,0.0,recent_command_mean,0.24502385606730015,0.8702826753055707,-0.24771576444121646
D,0.0,within_log_phase,0.6258422053245009,0.8852117574807375,0.21588448917164527
D,0.2,phase_relative,0.18661304604085277,0.2639107051433681,0.7126878175574609
D,0.2,frequency,0.20002669676682266,0.36667597198219326,0.7854539530915907
D,0.2,body_rate,0.415102578476133,0.7324213645320263,0.15768919039901186
D,0.2,recent_delta_omega,0.5318097022996751,0.8196033588012787,-0.060655874198627835
D,0.2,recent_command_mean,0.23959180407504085,0.8548411741872044,-0.18044432912025665
D,0.2,within_log_phase,0.7077956093382344,1.001114926312793,-0.002017184012566009
D,0.4,phase_relative,0.2180063245919275,0.3083075061974733,0.8547861596939977
D,0.4,frequency,0.18545988018063597,0.3399730282413742,0.8211770761131452
D,0.4,body_rate,0.44614811869375337,0.7609786261054031,0.03755778433975532
D,0.4,recent_delta_omega,0.563197523394589,0.8347462126786455,-0.13485730205003543
D,0.4,recent_command_mean,0.23711174562286697,0.8448468706679424,-0.15336318873296273
D,0.4,within_log_phase,0.6975592711127814,0.9866664515895139,0.02592902044409895
D,0.5,phase_relative,0.253504824295131,0.3585099667808194,0.8399806542118081
D,0.5,frequency,0.1921357964182972,0.35221088506190523,0.8118493700875358
D,0.5,body_rate,0.4371762360638021,0.7582360102742549,0.10391041349024654
D,0.5,recent_delta_omega,0.539122625858889,0.8043692300271589,-0.0454339394219998
D,0.5,recent_command_mean,0.24123930074106248,0.8608182797556538,-0.19762595512897851
D,0.5,within_log_phase,0.7047262315623031,0.9967933834698282,0.006699541109623008
D,0.6,phase_relative,0.28289908818253534,0.4000797341377966,0.8222328937643042
D,0.6,frequency,0.1953768219491816,0.358152122936475,0.8032582650964057
D,0.6,body_rate,0.4475263363260646,0.7668551315749637,0.043239117824431905
D,0.6,recent_delta_omega,0.5466146003869927,0.8133863008570356,-0.1067247358238681
D,0.6,recent_command_mean,0.23883819691912986,0.8498348039544437,-0.18217840757411907
D,0.6,within_log_phase,0.7042479715550501,0.9961013033752558,0.007476554321852014
D,0.8,phase_relative,0.3531891648895272,0.49948491561831687,0.7451020278253528
D,0.8,frequency,0.2029253520980075,0.37198959900390316,0.7943528823773807
D,0.8,body_rate,0.43395722249335594,0.7471564131265926,0.10599643726370378
D,0.8,recent_delta_omega,0.5428126567351595,0.802563330867982,-0.027574967219936575
D,0.8,recent_command_mean,0.24106691456450058,0.8594240560635577,-0.21922480721012905
D,0.8,within_log_phase,0.7048755253606441,0.9970115694092653,0.0060376505523772606
D,1.0,phase_relative,0.41818318203145344,0.5914003377066038,0.6486185908043611
D,1.0,frequency,0.20574676947050885,0.37716163840740036,0.7880740720497066
D,1.0,body_rate,0.44149977312996164,0.7724639796375389,0.0644779850125965
D,1.0,recent_delta_omega,0.5466177695861667,0.807358294974813,-0.058580747233539565
D,1.0,recent_command_mean,0.24007181714774925,0.8589710781766362,-0.21359236637869428
D,1.0,within_log_phase,0.7043275256552698,0.9962270712168395,0.006705336918048976
D,1.2,phase_relative,0.4691921049222351,0.6635378494953716,0.5594402612992777
D,1.2,frequency,0.1836858117278209,0.3367209209736267,0.8256432532164988
D,1.2,body_rate,0.4403574300931487,0.7776898777180822,0.036610130090757975
D,1.2,recent_delta_omega,0.5336263490825984,0.790980490502114,-0.07195615052007898
D,1.2,recent_command_mean,0.240773792813927,0.8614589491736422,-0.2136557200708309
D,1.2,within_log_phase,0.7041829017369208,0.9960138879324179,0.008219177556230028
D,1.4000000000000001,phase_relative,0.5135824631783956,0.7263152972542247,0.4724607108932798
D,1.4000000000000001,frequency,0.19808483105761787,0.36311626966299937,0.7995795544448148
D,1.4000000000000001,body_rate,0.4439503036265485,0.7807129157302833,0.034415317108008714
D,1.4000000000000001,recent_delta_omega,0.5417526189607614,0.794527635416655,-0.0486242317153065
D,1.4000000000000001,recent_command_mean,0.2424558636991575,0.8651719520503568,-0.23075721739222876
D,1.4000000000000001,within_log_phase,0.7068806730147245,0.9998490919726964,-0.00037885811869364794
D,1.6,phase_relative,0.550449254657251,0.7784528146570984,0.3935591192628479
D,1.6,frequency,0.19521248010828934,0.3578508621286902,0.8086630882323469
D,1.6,body_rate,0.4451603528531064,0.79239364292048,0.05317647952481375
D,1.6,recent_delta_omega,0.5319723331105745,0.7863364922507539,-0.049083941859133784
D,1.6,recent_command_mean,0.24396774223572304,0.8686801452265631,-0.25601635617120966
D,1.6,within_log_phase,0.7056130904062109,0.9980345280738735,0.003633846518398376
D,1.8,phase_relative,0.5810057029265093,0.8216661589570001,0.3222245198268384
D,1.8,frequency,0.20440297909987895,0.3746982890232658,0.7948598337996503
D,1.8,body_rate,0.44980100290020053,0.7968552576759816,0.04963690823211542
D,1.8,recent_delta_omega,0.551241582681583,0.8043066501576501,-0.04237187950316601
D,1.8,recent_command_mean,0.24544525358241576,0.8719098656961172,-0.2865314166376969
D,1.8,within_log_phase,0.7069016638632546,0.9998766448952169,0.00032316817417699095
D,2.0,phase_relative,0.6067316400109996,0.8580481287092943,0.25614309923211886
D,2.0,frequency,0.20921911432905393,0.38352691587608057,0.7882177261357246
D,2.0,body_rate,0.4482810096053151,0.8065501396582001,0.03526211931820045
D,2.0,recent_delta_omega,0.5373828486188276,0.7979248134773606,-0.03355972998765511
D,2.0,recent_command_mean,0.24669710830262542,0.8752300142205117,-0.300556674188053
D,2.0,within_log_phase,0.7054221804019086,0.9977721619710364,0.0033488659543263744
D,2.2,phase_relative,0.6291327256502687,0.8897280483744086,0.1965431180748216
D,2.2,frequency,0.19112492549509155,0.35035782202428944,0.8155480990456743
D,2.2,body_rate,0.4424057089192783,0.8011112293967587,0.018295577284957454
D,2.2,recent_delta_omega,0.52344561807612,0.7702786149830322,-0.03491786613929726
D,2.2,recent_command_mean,0.24881279632346065,0.8825424545225051,-0.3104487214881566
D,2.2,within_log_phase,0.7064630042432734,0.9992443701659314,0.0016230599581606997
D,2.4,phase_relative,0.6591161137813538,0.9321309632409807,0.1180143031926768
D,2.4,frequency,0.2044331909156123,0.3747536713651152,0.7923422834505411
D,2.4,body_rate,0.444635833314723,0.8076094927430941,0.021902972192253567
D,2.4,recent_delta_omega,0.5329363876166793,0.7810184859813605,-0.0228220885959447
D,2.4,recent_command_mean,0.25197032268015124,0.892065190124661,-0.34388084274116015
D,2.4,within_log_phase,0.7073230213775106,1.0004754843093029,-0.00142916155247641
D,2.6,phase_relative,0.6875388746170323,0.9723268177828066,0.0448194471046498
D,2.6,frequency,0.19727687892050244,0.36163518418800783,0.8093544651720149
D,2.6,body_rate,0.4461415862556019,0.8159275150350609,0.04857866654246257
D,2.6,recent_delta_omega,0.5273092224539446,0.7814297041837149,-0.02290797786193477
D,2.6,recent_command_mean,0.25294455649048203,0.8934808594141791,-0.3710127493410773
D,2.6,within_log_phase,0.7089017610998399,1.0026798773904717,-0.005594658982558398
D,2.8000000000000003,phase_relative,0.7150627474612861,1.0112514527143497,-0.026717066129824607
D,2.8000000000000003,frequency,0.20985761999067798,0.3846973830580941,0.7916529256030527
D,2.8000000000000003,body_rate,0.4570954314863697,0.8236368646209159,0.02160228229795591
D,2.8000000000000003,recent_delta_omega,0.5458735870797785,0.7946381526406623,-0.03167202371087097
D,2.8000000000000003,recent_command_mean,0.25406247962123196,0.8955932891646581,-0.4082487984623675
D,2.8000000000000003,within_log_phase,0.7081632347609854,1.001658480254114,-0.003215669171050539
D,3.0,phase_relative,0.7497570454136829,1.0603166002553566,-0.12543443570855373
D,3.0,frequency,0.21073568741703408,0.3863069993354671,0.7906397090271451
D,3.0,body_rate,0.4528237074008358,0.8233163868764252,0.008673713675064754
D,3.0,recent_delta_omega,0.5371171316965989,0.7913320260002752,-0.029590956000274504
D,3.0,recent_command_mean,0.2550659612692755,0.897258616927737,-0.42478051965440944
D,3.0,within_log_phase,0.7075507504568814,1.000788270204962,-0.0024588170213351024
D,3.2,phase_relative,0.7794783435088761,1.102348863832264,-0.21549849958620837
D,3.2,frequency,0.1940677494828202,0.3557524161635449,0.8150192602861926
D,3.2,body_rate,0.44497959764964184,0.8157023698990851,0.006552987172295577
D,3.2,recent_delta_omega,0.5239864055072782,0.7697382702513523,-0.03325128769193686
D,3.2,recent_command_mean,0.2567279768563789,0.902786148675628,-0.4326026290235079
D,3.2,within_log_phase,0.7064495506129694,0.9992252199037787,0.0016750973389584312
D,3.4,phase_relative,0.8050378541327742,1.1384954710228226,-0.2991602615563258
D,3.4,frequency,0.20399112231840086,0.37394329987378244,0.7999111470958096
D,3.4,body_rate,0.4431090322706797,0.8178610127711413,0.016081217515581114
D,3.4,recent_delta_omega,0.528186226374234,0.7768338047752228,-0.016484178915145753
D,3.4,recent_command_mean,0.25828082288079496,0.9073318841491929,-0.4514614024584591
D,3.4,within_log_phase,0.708288271687527,1.0018362682684647,-0.00440531521253007
D,3.6,phase_relative,0.8323115009187776,1.1770662328630723,-0.3883315404852412
D,3.6,frequency,0.20009543576478603,0.3668019798566356,0.8078518120338045
D,3.6,body_rate,0.4519758000330701,0.8293402647198387,0.02101393815673336
D,3.6,recent_delta_omega,0.5253909776259609,0.7747116363946673,-0.030812952827615314
D,3.6,recent_command_mean,0.2585624596246046,0.9079756658479184,-0.4728651165317599
D,3.6,within_log_phase,0.7039866223011273,0.9957359777003864,0.0079514320958185
D,3.8000000000000003,phase_relative,0.8630479615874372,1.22053415314396,-0.49097028007842125
D,3.8000000000000003,frequency,0.20947853260895705,0.38400246464767435,0.7957007307647344
D,3.8000000000000003,body_rate,0.4550561811255082,0.826521366129214,0.015507091474492696
D,3.8000000000000003,recent_delta_omega,0.5429090602608948,0.7918941771618624,-0.024709088503393595
D,3.8000000000000003,recent_command_mean,0.2577583647913315,0.9041330898111098,-0.48922809185310134
D,3.8000000000000003,within_log_phase,0.7059261970801584,0.9984834631260828,0.0031966955389592933
D,4.0,phase_relative,0.885136284114037,1.2517717589657575,-0.5671228547364351
D,4.0,frequency,0.20977546179176926,0.3845467759744992,0.7968451430122903
D,4.0,body_rate,0.4592533912067869,0.8356344576631428,-0.005135571438800168
D,4.0,recent_delta_omega,0.5427061416017033,0.7953194125810188,-0.03747211163655639
D,4.0,recent_command_mean,0.2588010292995409,0.9059621519513193,-0.5059509422866775
D,4.0,within_log_phase,0.7065236236779887,0.9993424514357434,0.0007692242335913813
D,4.2,phase_relative,0.9016612538442829,1.2751415956760337,-0.6277627881644019
D,4.2,frequency,0.19362882903294829,0.35494781565180783,0.8197675116907149
D,4.2,body_rate,0.44631171472460746,0.8211853975284276,-0.002199762867727273
D,4.2,recent_delta_omega,0.5226067093897289,0.76743132600204,-0.027391746444161535
D,4.2,recent_command_mean,0.2591950114360887,0.9074873985660284,-0.4995490103553053
D,4.2,within_log_phase,0.7079905714172091,1.0013970527198002,-0.0025287574310430827
D,4.4,phase_relative,0.9176403099201388,1.2977393938791744,-0.6871334179797375
D,4.4,frequency,0.20327108253451895,0.37262336962502907,0.8049328987168347
D,4.4,body_rate,0.4482328644650636,0.829949677582368,0.004102839510011447
D,4.4,recent_delta_omega,0.5321540882955056,0.7781306430489161,-0.03301557115899545
D,4.4,recent_command_mean,0.2585726225807655,0.9054011361178345,-0.4939331138457501
D,4.4,within_log_phase,0.707321002145297,1.000470455575653,-0.002111974544234174
D,4.6000000000000005,phase_relative,0.9280346487789366,1.3124392091167643,-0.723727056246849
D,4.6000000000000005,frequency,0.19784008558655636,0.36266761813327714,0.818586585128015
D,4.6000000000000005,body_rate,0.4577761265939746,0.8443354322345865,0.0018305682162468306
D,4.6000000000000005,recent_delta_omega,0.5209472871253867,0.76841152399451,-0.010818505478141116
D,4.6000000000000005,recent_command_mean,0.2581719564757072,0.90368010267996,-0.5009803224016347
D,4.6000000000000005,within_log_phase,0.7062663137529422,0.9989630000687397,0.0012161795767502426
D,4.8,phase_relative,0.944961525078343,1.3363774275576816,-0.7923086527693308
D,4.8,frequency,0.21365179827510056,0.39165262469734474,0.8032043138464202
D,4.8,body_rate,0.4506736471287734,0.8264373124713967,0.019691599644238944
D,4.8,recent_delta_omega,0.5407080804408514,0.7878930045108062,-0.02338482534355757
D,4.8,recent_command_mean,0.258250828334113,0.9029357716567848,-0.5178513573254824
D,4.8,within_log_phase,0.7077465649464926,1.0010602141587197,-0.0018538478678011838
D,4.98,phase_relative,0.9571366156028612,1.3535956059952523,-0.8414831769371458
D,4.98,frequency,0.21329990926820008,0.3910075645842665,0.8009929994790902
D,4.98,body_rate,0.45415438829293026,0.838740795588988,-0.009864213845730774
D,4.98,recent_delta_omega,0.5225727084084024,0.7729729345241457,-0.04378573191577129
D,4.98,recent_command_mean,0.2588780984209609,0.9034918727516336,-0.521372692394759
D,4.98,within_log_phase,0.7061508372506302,0.9987968135912727,0.001999886556432129
D,5.0,phase_relative,0.9589771940045753,1.3561985769781153,-0.8478350832415609
D,5.0,frequency,0.20876543461280866,0.3826952596341302,0.8072318431070564
D,5.0,body_rate,0.46357749937723675,0.8448037721916652,-0.01398264871045174
D,5.0,recent_delta_omega,0.5394098064395209,0.7896325761729381,-0.03818547334873057
D,5.0,recent_command_mean,0.2590838280210757,0.9042736348184288,-0.5238489209236676
D,5.0,within_log_phase,0.7063958951771556,0.9991596465230522,0.001093463429844732
