mode,point_index,step,horizon_s,largest_singular,median_singular,spectral_radius,frobenius
train_teacher,15391,-1,-0.02,1.028253934995054,0.7187895109521532,0.9623230856559503,5.7234158449217665
train_teacher,16124,-1,-0.02,1.0205775968540984,0.43911358684941093,0.9262212932590794,4.1058380272462625
train_teacher,16857,-1,-0.02,1.0706320739728348,0.36047333033286677,0.8458742778634702,3.610729227009694
train_teacher,17589,-1,-0.02,1.0277687402163627,0.5492496378671806,0.8824765905772138,4.7077813755552524
train_teacher,18322,-1,-0.02,1.014238900887662,0.5917971436853238,0.8988436714598982,5.001464983841536
train_teacher,19055,-1,-0.02,0.9969982745206163,0.5935742044737656,0.9461015873253873,5.086188469013339
train_teacher,19788,-1,-0.02,0.9809060856647895,0.49105674070609284,0.832420988872518,4.303370091603334
train_teacher,20521,-1,-0.02,1.075751567280573,0.4482039579852354,0.9010970017943949,4.124746171631636
train_teacher,21254,-1,-0.02,1.0660227131466264,0.5619011595771695,0.9285621961892175,4.790089319053054
train_teacher,21987,-1,-0.02,1.0056028073364776,0.531261804967308,0.8898116218043493,4.567940821530222
train_teacher,22720,-1,-0.02,0.9969686247386993,0.6734657501483621,0.9736287735672094,5.524084162272221
train_teacher,23453,-1,-0.02,0.967988739137044,0.5096437294922272,0.8837831663506158,4.429084140071241
train_teacher,24186,-1,-0.02,1.058263411912889,0.5299505925008532,0.9524295517644975,4.718027633497177
train_teacher,24919,-1,-0.02,1.033461813958231,0.5025813529016082,0.9310146129817776,4.386990036064461
train_teacher,25652,-1,-0.02,1.031589660403032,0.6250653355860383,0.9607245217102157,5.2620528538860185
train_teacher,26384,-1,-0.02,1.042254211094988,0.5879919488056309,0.9965142103575821,5.023769094115693
train_teacher,27117,-1,-0.02,1.0293059525472001,0.524065346319691,0.9201989890915075,4.587480105337322
train_teacher,27850,-1,-0.02,1.0072459586293674,0.5279983738735559,0.9191529070797093,4.728467556055642
train_teacher,28583,-1,-0.02,1.0367821865588114,0.4076525234437006,0.8468579838372661,3.824044966735011
train_teacher,29316,-1,-0.02,1.0250097122850992,0.5431284151548916,0.9069841856547952,4.70624875215914
train_teacher,30049,-1,-0.02,0.9975504398063118,0.551501678181032,0.8987391077312537,4.704282633864784
train_teacher,30782,-1,-0.02,1.007768493380493,0.5417501548170477,0.9184178978327647,4.679426830108556
train_teacher,31515,-1,-0.02,1.003475818076123,0.5166958427733779,0.8935386152791804,4.582921448284144
train_teacher,32248,-1,-0.02,1.0718355763318848,0.5558077311621343,0.9001493065941053,4.855978132257055
train_teacher,32981,-1,-0.02,0.9597838022166585,0.3366420855839526,0.7731557412912133,3.491785184895029
train_teacher,33714,-1,-0.02,1.0457549458394724,0.56948753769589,0.9296752461912346,4.864444178418656
train_teacher,34447,-1,-0.02,1.0266791512272395,0.7558116349443291,0.9963338352654324,5.990722616268149
validation_teacher,0,0,0.0,1.0156854465056455,0.5024919270060855,0.8631926205098924,4.478564465670731
validation_teacher,1,0,0.0,1.0016483875390474,0.471421657722087,0.9141066488905084,4.383706244748498
validation_teacher,145,0,0.0,1.0018149603211135,0.4301291930092509,0.8899810742892921,4.030009671434327
validation_teacher,146,0,0.0,1.0275913944328998,0.48679607061402363,0.9433799326372975,4.519044871747527
validation_teacher,280,0,0.0,1.060332890875489,0.4479790926070707,0.932309533518362,4.137187241287837
validation_teacher,281,0,0.0,0.9947258959438566,0.42040013257234854,0.8985895323578817,4.02948393930534
validation_teacher,450,0,0.0,0.9876789689751785,0.5311187991315298,0.9135308728911944,4.608825224500407
validation_teacher,451,0,0.0,1.026284313743314,0.4860096320665359,0.9373161308150023,4.398112457747882
validation_teacher,582,0,0.0,0.996062626025637,0.4916458312884543,0.8728375084057985,4.41955279495217
validation_teacher,583,0,0.0,1.0487151680917444,0.5167788123730324,0.9824377436771292,4.662748231787262
validation_free,0,0,0.0,0.9980000247042076,0.49902547925770735,0.8608884153068805,4.461522665732898
validation_free,1,0,0.0,1.003576785013693,0.4713066092309387,0.930601697119283,4.37779659432873
validation_free,145,0,0.0,0.9929787829851661,0.4271577203986413,0.8787729335126706,4.017201944637879
validation_free,146,0,0.0,1.0231358747987342,0.483223696895158,0.921125721742391,4.481520814706031
validation_free,280,0,0.0,1.0652008907895727,0.44903807905553583,0.940340939077326,4.162814397970828
validation_free,281,0,0.0,1.0043367679590613,0.419933378991199,0.9162718565541171,4.029056682280462
validation_free,450,0,0.0,0.9884207162245907,0.5536240094109999,0.9297377809185101,4.734370313447273
validation_free,451,0,0.0,1.0236115968248267,0.49096526832805987,0.9032722343649139,4.47708458339137
validation_free,582,0,0.0,0.9961286706609469,0.5037576967500454,0.8782529720662582,4.452142839239276
validation_free,583,0,0.0,1.0450365706417868,0.5295895035091465,0.9792331965463072,4.713962335624916
validation_B,0,0,0.0,1.0156854465056455,0.5024919270060855,0.8631926205098924,4.478564465670731
validation_B,1,0,0.0,1.0016483875390474,0.471421657722087,0.9141066488905084,4.383706244748498
validation_B,145,0,0.0,1.0018149603211135,0.4301291930092509,0.8899810742892921,4.030009671434327
validation_B,146,0,0.0,1.0275913944328998,0.48679607061402363,0.9433799326372975,4.519044871747527
validation_B,280,0,0.0,1.060332890875489,0.4479790926070707,0.932309533518362,4.137187241287837
validation_B,281,0,0.0,0.9947258959438566,0.42040013257234854,0.8985895323578817,4.02948393930534
validation_B,450,0,0.0,0.9876789689751785,0.5311187991315298,0.9135308728911944,4.608825224500407
validation_B,451,0,0.0,1.026284313743314,0.4860096320665359,0.9373161308150023,4.398112457747882
validation_B,582,0,0.0,0.996062626025637,0.4916458312884543,0.8728375084057985,4.41955279495217
validation_B,583,0,0.0,1.0487151680917444,0.5167788123730324,0.9824377436771292,4.662748231787262
validation_teacher,0,50,1.0,0.9927294514623808,0.4707175615934237,0.8985560272094052,4.382499176212691
validation_teacher,1,50,1.0,1.0540401297513968,0.4623768501250677,0.9309638131407945,4.221974202755753
validation_teacher,145,50,1.0,1.0274487752958787,0.487608881825151,0.9399087117643965,4.51991455532434
validation_teacher,146,50,1.0,1.032678918604786,0.4490311936049287,0.9188454355009639,4.230782385301102
validation_teacher,280,50,1.0,0.9996882925538455,0.4185475866115381,0.9038742609784772,4.0319906578430995
validation_teacher,281,50,1.0,0.971485775142601,0.48373683030374703,0.8446063626645264,4.310895458213433
validation_teacher,450,50,1.0,1.02041576432731,0.48486864968190874,0.9341273940467492,4.418270175270752
validation_teacher,451,50,1.0,1.0248761469864152,0.5082913442978295,0.9653814477976042,4.5927056210661785
validation_teacher,582,50,1.0,1.0467165367049998,0.5312608588454905,0.9674861179504839,4.676513912098327
validation_teacher,583,50,1.0,1.0308261976508002,0.5307780244229184,0.965498369966908,4.637593042113961
validation_free,0,50,1.0,1.0128824781094872,0.5370814742631773,0.9192511765511083,4.747557295265376
validation_free,1,50,1.0,0.9981191855986167,0.4798686558372308,0.9124782577714725,4.430483989333793
validation_free,145,50,1.0,1.030730967940965,0.5270319463848405,0.945388382785646,4.715862459332597
validation_free,146,50,1.0,0.996814758657911,0.4823611867450629,0.9317806486023554,4.510450484644693
validation_free,280,50,1.0,0.9683004753588477,0.4836580605501313,0.8700980064695933,4.444802754446396
validation_free,281,50,1.0,1.0387810225842324,0.4726454289451145,0.9111317841979124,4.254819922016689
validation_free,450,50,1.0,1.0227683032374413,0.5536741107882097,0.9241699242627776,4.86980915009126
validation_free,451,50,1.0,1.0045356809007264,0.5071194600014158,0.9150590524132465,4.588326898531325
validation_free,582,50,1.0,1.0328843900722986,0.5512752727024961,0.9489979805450718,4.895456236769791
validation_free,583,50,1.0,1.0284332959454376,0.5485221780280406,0.9080417185965683,4.821659523346292
validation_B,0,50,1.0,0.9933049247361156,0.47301549057458014,0.9003100842997394,4.392445708589381
validation_B,1,50,1.0,1.0541682684438438,0.46252395288060977,0.9310874637447005,4.223396906245319
validation_B,145,50,1.0,1.0268194825253552,0.4893625464779744,0.9394892369630874,4.530018498282807
validation_B,146,50,1.0,1.0330023665320422,0.44959305880057554,0.9188757666024079,4.233684066416665
validation_B,280,50,1.0,0.9996919886569136,0.420306852507665,0.904713475823437,4.037978068601032
validation_B,281,50,1.0,0.9715840448404758,0.4839330039554123,0.8447065793521041,4.3111186252093034
validation_B,450,50,1.0,1.0213037236033993,0.4879408362562128,0.940143843839287,4.447329403616774
validation_B,451,50,1.0,1.0243215212245482,0.5082050153086514,0.9646478382192982,4.590737022982741
validation_B,582,50,1.0,1.0477714251776293,0.5349737353244233,0.9716314404068925,4.697864853820982
validation_B,583,50,1.0,1.0306004435406908,0.5309567087797906,0.9644798310363193,4.639338058042034
validation_teacher,0,249,4.98,1.056813021911106,0.5040646681681438,0.9213044246461567,4.434937654557968
validation_teacher,1,249,4.98,1.0550920587292907,0.4142430662288433,0.8817744319566646,3.912349277773138
validation_teacher,145,249,4.98,0.9475149683765675,0.4933103958383916,0.8361803041274545,4.291603812077285
validation_teacher,146,249,4.98,0.9498047422440753,0.4910785697589577,0.8409780613169984,4.341144790025364
validation_teacher,280,249,4.98,1.0224105252028408,0.4123920541764018,0.9094684149103289,3.9169500440044787
validation_teacher,281,249,4.98,1.0646821656906527,0.466556602032441,0.8918332307331045,4.2280878079576265
validation_teacher,450,249,4.98,1.0157867254357285,0.5375257621180717,0.8982057399522899,4.6654883954634165
validation_teacher,451,249,4.98,1.0259268724117399,0.5411220071149397,0.9029384849073987,4.6497945893268104
validation_teacher,582,249,4.98,1.0599205399848717,0.5009015319879756,0.9057853291801277,4.470774125007013
validation_teacher,583,249,4.98,1.012269895086745,0.509332189505321,0.8692916668245426,4.35326610147113
validation_free,0,249,4.98,1.065994542287549,0.48374085629660485,0.9059679947148274,4.299782863867593
validation_free,1,249,4.98,1.0532266279987637,0.4579970488292642,0.956655389776328,4.175722378821403
validation_free,145,249,4.98,1.0527862538014856,0.46584421318727337,0.8847193098535098,4.315986608605302
validation_free,146,249,4.98,1.0382008952791275,0.47205539360315285,0.9364084852241661,4.280434630132747
validation_free,280,249,4.98,1.0100645251154554,0.46205995608897155,0.9292997947684329,4.192854620061547
validation_free,281,249,4.98,1.0308113010664313,0.4398418835798725,0.8676174823637607,4.111154027340066
validation_free,450,249,4.98,1.0439475118990247,0.5165612560507078,0.9126249766377132,4.631034440755799
validation_free,451,249,4.98,1.0372740560641271,0.5161201653959251,0.9210992637507676,4.612338814468126
validation_free,582,249,4.98,1.0046238189418815,0.5319078509278404,0.914227066087158,4.732897699600057
validation_free,583,249,4.98,1.0079689319495246,0.5272749349049034,0.9041175230289183,4.688441361359667
validation_B,0,249,4.98,1.055191688728338,0.5046452402672721,0.9212016348311516,4.439041051221293
validation_B,1,249,4.98,1.053365861877682,0.4140680950170099,0.8790681045108799,3.9095727082213187
validation_B,145,249,4.98,0.9466846333084254,0.4942720288923214,0.8365864454595066,4.295643594037864
validation_B,146,249,4.98,0.9493571462272415,0.4912310876397147,0.8406875918023398,4.3439999275689996
validation_B,280,249,4.98,1.0224097161253587,0.4130857144194442,0.909173063461351,3.919381154877868
validation_B,281,249,4.98,1.0649755001587538,0.46662723877483314,0.892094247176002,4.229149781331158
validation_B,450,249,4.98,1.0154671780253814,0.5362984271797986,0.8972927792881219,4.657491017364587
validation_B,451,249,4.98,1.0259349116527796,0.539217982467285,0.9032524466453892,4.636714161264007
validation_B,582,249,4.98,1.0613916831539982,0.5028391769956682,0.9056729350126217,4.482194538004888
validation_B,583,249,4.98,1.0136897830220342,0.508223378689834,0.8679517839182521,4.354245182079269
