mode,horizon_s,n,knn_mean,knn_median,knn_p90,knn_p95,knn_max,mahalanobis_mean,mahalanobis_median,mahalanobis_p90,mahalanobis_p95,mahalanobis_max,knn_outside_train_p99_mean,knn_outside_train_p99_median,knn_outside_train_p99_p90,knn_outside_train_p99_p95,knn_outside_train_p99_max,knn_outside_leave_log_p99_mean,knn_outside_leave_log_p99_median,knn_outside_leave_log_p99_p90,knn_outside_leave_log_p99_p95,knn_outside_leave_log_p99_max,mahalanobis_outside_train_p99_mean,mahalanobis_outside_train_p99_median,mahalanobis_outside_train_p99_p90,mahalanobis_outside_train_p99_p95,mahalanobis_outside_train_p99_max
B,1.8,722,0.4562678867925237,0.4468741863965988,0.5463206887245178,0.5927752882242202,0.8750810623168945,0.8355802681472493,0.7928583025932312,1.100640058517456,1.1977583706378936,2.56618595123291,0.9349030470914127,1.0,1.0,1.0,1.0,0.0013850415512465374,0.0,0.0,0.0,1.0,0.008310249307479225,0.0,0.0,0.0,1.0
B,2.0,722,0.456107447847435,0.45122796297073364,0.5496072173118591,0.5845229804515838,0.8506271243095398,0.8316934930981031,0.7881336212158203,1.0891416549682618,1.239066386222839,2.464054822921753,0.9349030470914127,1.0,1.0,1.0,1.0,0.0013850415512465374,0.0,0.0,0.0,1.0,0.006925207756232687,0.0,0.0,0.0,1.0
B,2.2,722,0.45242169887405354,0.4432336091995239,0.5350491940975189,0.5780282527208328,0.7982905507087708,0.8276902717071227,0.7829489707946777,1.1195470929145812,1.244960731267929,2.2934701442718506,0.9349030470914127,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.008310249307479225,0.0,0.0,0.0,1.0
B,2.4,722,0.45363354699433345,0.44303540885448456,0.5461053490638733,0.5809725672006607,0.7849580645561218,0.8211368577879882,0.7721229791641235,1.1010117888450621,1.2175207257270813,2.280763864517212,0.9390581717451524,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.006925207756232687,0.0,0.0,0.0,1.0
B,2.6,722,0.4537067407964009,0.4401196539402008,0.5548944294452667,0.5862855255603788,0.7846540808677673,0.8295890889091835,0.7848691642284393,1.0901360392570496,1.2434503674507134,2.4977104663848877,0.9349030470914127,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.008310249307479225,0.0,0.0,0.0,1.0
B,2.8000000000000003,722,0.45580582935724234,0.4485628008842468,0.5481679320335389,0.5832069367170333,0.865641713142395,0.83926329235456,0.7881296873092651,1.0964990496635436,1.2273762881755828,2.4765658378601074,0.9335180055401662,1.0,1.0,1.0,1.0,0.0013850415512465374,0.0,0.0,0.0,1.0,0.0110803324099723,0.0,0.0,0.0,1.0
B,3.0,722,0.45502622953907607,0.4481957405805588,0.5445476591587066,0.586256021261215,0.812350869178772,0.8330837926953784,0.7867658734321594,1.1034690022468567,1.2473788201808929,2.446402072906494,0.9307479224376731,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.009695290858725761,0.0,0.0,0.0,1.0
B,3.2,722,0.4530676711051418,0.44672639667987823,0.5421041548252106,0.5776925384998319,0.8028959631919861,0.8291041989323175,0.7713320553302765,1.1094890117645262,1.2756797492504108,2.2642056941986084,0.9376731301939059,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.008310249307479225,0.0,0.0,0.0,1.0
B,3.4,722,0.4535711933948987,0.442192941904068,0.5461110055446624,0.5844748944044112,0.8011530041694641,0.82220232354637,0.7741275727748871,1.1064155340194701,1.2251938045024868,2.4454245567321777,0.9445983379501385,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.006925207756232687,0.0,0.0,0.0,1.0
B,3.6,722,0.45323373311279225,0.4419664442539215,0.5522901475429535,0.5884090751409531,0.7855409979820251,0.8258112741226635,0.77179154753685,1.0845393419265745,1.2471711516380308,2.4965806007385254,0.9210526315789473,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.009695290858725761,0.0,0.0,0.0,1.0
B,3.8000000000000003,722,0.45588986414621413,0.4487612545490265,0.5494082450866699,0.5757616102695465,0.8809606432914734,0.8357509217351428,0.7823891937732697,1.1032578825950623,1.221709609031677,2.4939801692962646,0.9390581717451524,1.0,1.0,1.0,1.0,0.0013850415512465374,0.0,0.0,0.0,1.0,0.012465373961218837,0.0,0.0,0.0,1.0
B,4.0,722,0.4547476731343943,0.4474484473466873,0.5450938522815704,0.5801492691040038,0.858355700969696,0.8314829189691517,0.7814364731311798,1.092249047756195,1.2521267652511587,2.43416166305542,0.9293628808864266,1.0,1.0,1.0,1.0,0.0013850415512465374,0.0,0.0,0.0,1.0,0.009695290858725761,0.0,0.0,0.0,1.0
B,4.2,722,0.452341768343693,0.44333285093307495,0.5413263082504273,0.5856939494609833,0.7879447340965271,0.830940752148298,0.7815706729888916,1.1108824968338014,1.265275007486343,2.242682456970215,0.9335180055401662,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.009695290858725761,0.0,0.0,0.0,1.0
B,4.4,722,0.45240745307501,0.44426681101322174,0.5421836853027344,0.5836579471826553,0.799393355846405,0.8251737302112447,0.7728970348834991,1.1162925124168392,1.2284363865852355,2.4090373516082764,0.9418282548476454,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.006925207756232687,0.0,0.0,0.0,1.0
B,4.6000000000000005,722,0.4522721738944093,0.4423525184392929,0.5495486617088318,0.5844256341457367,0.7340595126152039,0.8255394622477138,0.7713234126567841,1.0849772095680235,1.2415869355201719,2.5778722763061523,0.9210526315789473,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0110803324099723,0.0,0.0,0.0,1.0
B,4.8,722,0.4548776080816406,0.4459763169288635,0.5516974925994873,0.5789373993873596,0.8363842368125916,0.8340147833167021,0.7804914712905884,1.0956623554229736,1.2448837399482726,2.473144292831421,0.9307479224376731,1.0,1.0,1.0,1.0,0.0013850415512465374,0.0,0.0,0.0,1.0,0.012465373961218837,0.0,0.0,0.0,1.0
B,4.98,722,0.4544246915387315,0.44446784257888794,0.5511108756065368,0.5897750526666641,0.8184328079223633,0.8319269867402365,0.7800346314907074,1.1007867813110352,1.2434201359748835,2.4248392581939697,0.9307479224376731,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.012465373961218837,0.0,0.0,0.0,1.0
B,5.0,722,0.45464563799036506,0.4468853771686554,0.544157600402832,0.5921795845031738,0.8504015207290649,0.8341949169738141,0.7791003286838531,1.1048623204231263,1.25515906214714,2.509064197540283,0.9376731301939059,1.0,1.0,1.0,1.0,0.0013850415512465374,0.0,0.0,0.0,1.0,0.012465373961218837,0.0,0.0,0.0,1.0
D,0.0,722,0.4536190280623713,0.4472828060388565,0.5489193856716156,0.5896943807601929,0.826601505279541,0.8354674052251013,0.7835484147071838,1.1228649139404296,1.2847844064235687,2.4495444297790527,0.9182825484764543,1.0,1.0,1.0,1.0,0.0013850415512465374,0.0,0.0,0.0,1.0,0.0110803324099723,0.0,0.0,0.0,1.0
D,0.2,722,0.42194266171501615,0.41499343514442444,0.5048928916454315,0.5449198752641677,0.6627429127693176,0.7001127057458555,0.6505945920944214,0.9192488968372344,1.0675360977649684,2.2531509399414062,0.8587257617728532,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004155124653739612,0.0,0.0,0.0,1.0
D,0.4,722,0.4096830997853398,0.4027593284845352,0.49581119716167443,0.5244323372840881,0.6959564089775085,0.6388835661381566,0.5968992710113525,0.8563456118106841,0.966796189546585,2.268319606781006,0.778393351800554,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002770083102493075,0.0,0.0,0.0,1.0
D,0.5,722,0.40161749415120257,0.3928554356098175,0.48592282533645625,0.5183708757162094,0.6965473890304565,0.6188377697134282,0.5762362480163574,0.817183244228363,0.9402008891105642,2.213794231414795,0.7493074792243767,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002770083102493075,0.0,0.0,0.0,1.0
D,0.6,722,0.40086162379243695,0.39304319024086,0.4784369647502899,0.516330251097679,0.6837756037712097,0.5994356030655039,0.5626180768013,0.7850519478321075,0.901510858535766,2.2663698196411133,0.7548476454293629,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002770083102493075,0.0,0.0,0.0,1.0
D,0.8,722,0.389065975524547,0.3829006850719452,0.4623842686414718,0.5089040189981459,0.6973282098770142,0.5748988882408909,0.5354819893836975,0.7325768649578095,0.8427915871143341,2.1908655166625977,0.6745152354570637,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002770083102493075,0.0,0.0,0.0,1.0
D,1.0,722,0.38312985845054615,0.3761136680841446,0.45187999308109283,0.48732172250747674,0.7226969003677368,0.5546850389968655,0.5165132880210876,0.6991651833057404,0.7969968885183333,2.0491607189178467,0.6551246537396122,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002770083102493075,0.0,0.0,0.0,1.0
D,1.2,722,0.37811179822336605,0.37401944398880005,0.44427216053009033,0.46567244231700894,0.7402045130729675,0.5386697753974936,0.5085930526256561,0.6766899228096008,0.7677008658647537,1.89303719997406,0.628808864265928,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002770083102493075,0.0,0.0,0.0,1.0
D,1.4000000000000001,722,0.37573696540828555,0.37230777740478516,0.44031123816967005,0.4634954825043678,0.7086143493652344,0.5296986087785203,0.5015832781791687,0.6622153639793396,0.7136156469583507,1.7701330184936523,0.6301939058171745,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,1.6,722,0.3730087884988151,0.3705809861421585,0.4365028530359268,0.45616389811038965,0.7291252017021179,0.5241058744964837,0.4972943067550659,0.6424620985984802,0.7158698022365569,1.6459910869598389,0.6121883656509696,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,1.8,722,0.37001411804614637,0.3692398965358734,0.4317137688398361,0.4534362003207207,0.758612334728241,0.5157535047247139,0.49230822920799255,0.6338379681110382,0.6897585570812225,1.4493515491485596,0.5858725761772853,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,2.0,722,0.3693814323466901,0.3697821795940399,0.42885922491550443,0.45069411695003503,0.7553318738937378,0.5089399098029097,0.49009236693382263,0.6201847434043884,0.6706183075904846,1.2577300071716309,0.5872576177285319,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,2.2,722,0.3672178042975159,0.3686344027519226,0.42225529849529264,0.44948820918798443,0.6881238222122192,0.5048517063053691,0.48684120178222656,0.611504977941513,0.6547766119241712,1.1187961101531982,0.5872576177285319,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,2.4,722,0.36619698254190325,0.36773841083049774,0.42482089102268217,0.4497184857726096,0.6088128089904785,0.501921038919869,0.4860088974237442,0.6050251722335815,0.6382850646972655,1.0422672033309937,0.5664819944598338,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,2.6,722,0.365461496579515,0.3656839430332184,0.4193163990974426,0.44572179317474364,0.5575222969055176,0.49868985919741055,0.48471516370773315,0.600058752298355,0.6500675767660141,0.9860484600067139,0.5595567867036011,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,2.8000000000000003,722,0.3650220670321972,0.3655858486890793,0.4239996165037155,0.44383709281682965,0.5421687364578247,0.4965442087181387,0.4809938967227936,0.5955357193946839,0.6331710338592529,0.9644891619682312,0.5623268698060941,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,3.0,722,0.3631851571583682,0.3647974580526352,0.42124002575874325,0.44424462169408796,0.5436998009681702,0.49604585027925857,0.48077574372291565,0.5998262465000153,0.6328274399042129,0.9324733018875122,0.5554016620498615,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,3.2,722,0.36184637434264627,0.3634789437055588,0.4189164340496063,0.43754758387804027,0.5280250906944275,0.4960718346434617,0.48184721171855927,0.5892550349235535,0.6265702694654464,0.8924375176429749,0.5290858725761773,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,3.4,722,0.3616914870914,0.36303912103176117,0.4194062054157257,0.4335850358009338,0.5394974946975708,0.49725513337721783,0.48611459136009216,0.5926261603832245,0.6258895844221115,0.8879461884498596,0.5373961218836565,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,3.6,722,0.3599303680113478,0.36130884289741516,0.42009799182415003,0.43705936819314956,0.5422677397727966,0.49618105561449255,0.4845893830060959,0.5936829745769501,0.6348330050706862,0.8364935517311096,0.5235457063711911,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,3.8000000000000003,722,0.36102571614974094,0.3589271008968353,0.4193844646215439,0.4405201151967048,0.549777090549469,0.49775899038585597,0.48662078380584717,0.591724020242691,0.6291007965803145,0.9209930896759033,0.4986149584487535,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,4.0,722,0.3590106181490785,0.3593488335609436,0.41828182339668274,0.4404897853732109,0.5360804200172424,0.4997148686746481,0.48893478512763977,0.5929819166660308,0.6346910417079925,0.8283985257148743,0.5013850415512465,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,4.2,722,0.35917746281854995,0.35907599329948425,0.41866587698459623,0.4386095032095909,0.5340701341629028,0.4991895193621062,0.4859771430492401,0.5866934597492218,0.6244125187397002,0.9244797825813293,0.49722991689750695,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,4.4,722,0.3587631478575458,0.35912029445171356,0.4208876520395279,0.44342498779296863,0.5038154721260071,0.504352342595354,0.48918551206588745,0.600301307439804,0.6322452098131179,0.881029486656189,0.4986149584487535,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,4.6000000000000005,722,0.3578332682601963,0.35597342252731323,0.4234247714281082,0.44290983527898786,0.5240123867988586,0.5048775674563696,0.4932839721441269,0.5946486771106719,0.6299870312213895,0.937895655632019,0.47229916897506924,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,4.8,722,0.35714549767343623,0.35395902395248413,0.42410796284675595,0.44240204989910126,0.5056453943252563,0.5068191627551314,0.49550774693489075,0.596500301361084,0.6379837661981582,0.9621487855911255,0.4556786703601108,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,4.98,722,0.35720418013859323,0.35583609342575073,0.4257511615753174,0.44275185167789455,0.4905082881450653,0.5070039830544649,0.49479714035987854,0.5930773973464966,0.6346500903367995,1.0252530574798584,0.47229916897506924,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,5.0,722,0.3575092054016042,0.354396715760231,0.42470296025276183,0.44047576487064355,0.49595165252685547,0.5080780323357463,0.496004655957222,0.5988556265830993,0.6324577689170837,1.0367168188095093,0.4626038781163435,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R13,0.0,722,0.4536190280623713,0.4472828060388565,0.5489193856716156,0.5896943807601929,0.826601505279541,0.8354674052251013,0.7835484147071838,1.1228649139404296,1.2847844064235687,2.4495444297790527,0.9182825484764543,1.0,1.0,1.0,1.0,0.0013850415512465374,0.0,0.0,0.0,1.0,0.0110803324099723,0.0,0.0,0.0,1.0
R13,0.2,722,0.4217773000206643,0.4128771424293518,0.5043942213058471,0.540699642896652,0.6671518683433533,0.7003092395549335,0.6501932740211487,0.9259930193424225,1.0642052829265594,2.188070297241211,0.8601108033240997,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004155124653739612,0.0,0.0,0.0,1.0
R13,0.4,722,0.40693603014351587,0.3989885449409485,0.49209550619125364,0.5340277045965194,0.681397557258606,0.6359864906343397,0.5845451951026917,0.8600390374660491,0.9825056046247482,2.147275924682617,0.760387811634349,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002770083102493075,0.0,0.0,0.0,1.0
R13,0.5,722,0.4013081988799605,0.3925015777349472,0.4800617605447769,0.5277013182640076,0.7085696458816528,0.6243215366743938,0.5727499127388,0.8362307369709013,0.9564551353454589,2.0754597187042236,0.7451523545706371,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002770083102493075,0.0,0.0,0.0,1.0
R13,0.6,722,0.39864892411430125,0.39120131731033325,0.4792002648115158,0.5207629948854446,0.6977505087852478,0.6062452930162487,0.5625549852848053,0.7935560524463653,0.9297067403793334,2.1016032695770264,0.7188365650969529,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002770083102493075,0.0,0.0,0.0,1.0
R13,0.8,722,0.3935336909796062,0.38546332716941833,0.46837136447429656,0.5163785189390181,0.7161597013473511,0.5879392734937721,0.5354632139205933,0.7768636882305145,0.9103973954915998,2.0007190704345703,0.6952908587257618,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002770083102493075,0.0,0.0,0.0,1.0
R13,1.0,722,0.38680725806802924,0.3796806335449219,0.4562362492084503,0.5008678913116454,0.7378024458885193,0.5759050692547721,0.5270808041095734,0.7606014907360077,0.8899598449468606,1.858938455581665,0.6537396121883656,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0013850415512465374,0.0,0.0,0.0,1.0
R13,1.2,722,0.3823780543338559,0.3771491199731827,0.4553739845752716,0.4870904698967933,0.7319680452346802,0.5671057382036114,0.521799772977829,0.7478586375713349,0.8780956059694289,1.7277717590332031,0.6371191135734072,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R13,1.4000000000000001,722,0.37818798703500106,0.3723504990339279,0.45453333854675293,0.4894669547677039,0.7024163603782654,0.5581976169529383,0.5114505887031555,0.7349208414554596,0.8644990742206573,1.6461929082870483,0.6066481994459834,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R13,1.6,722,0.3756112015891273,0.3697759807109833,0.44656715989112855,0.48381984233856196,0.7237280011177063,0.5510256803514555,0.5079681873321533,0.7203540861606598,0.831938844919204,1.5529427528381348,0.5831024930747922,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R13,1.8,722,0.37450130106339496,0.367671474814415,0.4411704748868942,0.4783417358994483,0.7309932112693787,0.5465295187654258,0.5074576735496521,0.7207944154739379,0.8340216249227521,1.5633065700531006,0.5637119113573407,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R13,2.0,722,0.37141272000493764,0.36696672439575195,0.43904066681861875,0.4738471552729607,0.7316218614578247,0.5403705110510301,0.5029762983322144,0.7255636870861053,0.8167969495058058,1.486960768699646,0.5554016620498615,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R13,2.2,722,0.3695753285676819,0.3667718470096588,0.43679048120975494,0.4710343360900877,0.6568415760993958,0.5346315737163592,0.498093843460083,0.6824491918087006,0.7910588145256041,1.51100754737854,0.5526315789473685,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R13,2.4,722,0.3685019738827716,0.3633516877889633,0.4343570202589035,0.46186975687742227,0.6141015887260437,0.5330107768899516,0.5001010298728943,0.7025705218315125,0.7765234202146529,1.445352554321289,0.5318559556786704,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R13,2.6,722,0.3671437912411637,0.36610373854637146,0.43339689970016476,0.45841958224773405,0.5566040277481079,0.5295128863191341,0.49808621406555176,0.6875040471553803,0.7717945188283919,1.3724074363708496,0.5443213296398892,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R13,2.8000000000000003,722,0.36605367308013,0.36103396117687225,0.430721715092659,0.45598327815532685,0.5590440630912781,0.5258176301985236,0.4926660507917404,0.67133828997612,0.7723409831523894,1.2889084815979004,0.5152354570637119,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R13,3.0,722,0.3659852765438629,0.36180931329727173,0.4295007854700088,0.46115387678146363,0.5338785648345947,0.5238597091297694,0.49188096821308136,0.664571100473404,0.7642940253019331,1.2254784107208252,0.5193905817174516,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R13,3.2,722,0.36443931768310367,0.3605528920888901,0.4289461463689804,0.45737318396568294,0.5265921950340271,0.5209210490255805,0.4937800318002701,0.658974027633667,0.7659511804580688,1.1836601495742798,0.5138504155124654,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R13,3.4,722,0.36490987336206304,0.36163148283958435,0.42925449609756466,0.4555213347077369,0.512005090713501,0.5187137069546945,0.48923857510089874,0.6564336478710174,0.7476326823234555,1.1975961923599243,0.5166204986149584,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R13,3.6,722,0.3647371428164749,0.36072583496570587,0.43045527338981626,0.4582789123058319,0.5355849266052246,0.5185400410619799,0.49053269624710083,0.6475332617759705,0.7438278317451472,1.179905652999878,0.5166204986149584,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R13,3.8000000000000003,722,0.36556479326575747,0.3625367432832718,0.42658563554286955,0.45691831707954406,0.5617494583129883,0.5184387014017872,0.4904598295688629,0.6471331655979157,0.7366800576448435,1.236922025680542,0.5207756232686981,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R13,4.0,722,0.3647591935424263,0.3612261563539505,0.42916826009750364,0.4505557626485824,0.5399233102798462,0.5172831343068971,0.4902692139148712,0.6381774127483367,0.7469071269035338,1.2611644268035889,0.5193905817174516,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R13,4.2,722,0.3641145908353732,0.359686478972435,0.4305644482374191,0.4502121552824974,0.5339217185974121,0.51854195542778,0.4886999726295471,0.6493351876735687,0.7519242197275161,1.2458250522613525,0.5041551246537396,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R13,4.4,722,0.36479016944477105,0.3619077056646347,0.4260305136442184,0.4504257872700691,0.5755874514579773,0.5187570574458616,0.4926098436117172,0.638826549053192,0.727145716547966,1.2439215183258057,0.5193905817174516,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
