log_id,window_id,horizon_s,linear,angular,frequency,linear_body
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:1375:5s,0.2,0.56627506,3.2242446,0.9566147,0.64237696
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:1425:5s,0.2,0.48100063,2.084832,0.702908,0.47457165
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:1475:5s,0.2,0.62238634,3.6902797,1.0358466,0.63709515
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:1525:5s,0.2,0.5672209,1.8975904,0.66949415,0.5840556
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:1575:5s,0.2,0.86032814,2.9838173,0.70387936,0.84149516
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:1625:5s,0.2,0.90778404,4.5554934,0.7779024,0.86371994
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:1675:5s,0.2,0.9565584,3.5799553,1.100225,0.9684549
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:1725:5s,0.2,0.70499134,3.4447813,0.6936176,0.67824626
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:1775:5s,0.2,0.7420264,3.3581316,0.80551946,0.73937684
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:1825:5s,0.2,0.61562943,3.8050427,0.6536303,0.58827806
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:1875:5s,0.2,0.49714473,2.4617698,0.56362796,0.49410233
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:1925:5s,0.2,0.49441907,2.5552635,0.7533714,0.49560145
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:1975:5s,0.2,0.6751238,3.9542987,0.8838399,0.6804581
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2025:5s,0.2,0.986968,3.2298388,0.6919218,0.97978145
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2075:5s,0.2,0.6712445,2.804975,0.76960427,0.65450186
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2125:5s,0.2,0.7478367,3.0031853,1.2102543,0.7776866
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2175:5s,0.2,0.90228885,2.9900217,0.9682248,0.90430737
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2225:5s,0.2,0.56897867,3.1231163,0.50625384,0.5425686
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2275:5s,0.2,0.73785657,3.4943707,0.5060754,0.7306254
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2325:5s,0.2,0.52853477,2.432971,0.6796818,0.5240174
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2375:5s,0.2,0.6732403,3.2677515,0.76899177,0.6804778
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2425:5s,0.2,1.1288483,3.102737,1.1592811,1.1251262
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2475:5s,0.2,0.65681213,2.8528688,0.61201787,0.6565962
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2525:5s,0.2,0.59272367,2.8653262,0.6475941,0.61342746
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2575:5s,0.2,0.5902127,3.6430402,0.5764441,0.5246698
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2625:5s,0.2,0.6976634,3.5090413,0.40541744,0.59013927
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2675:5s,0.2,0.5224603,2.967931,0.6738332,0.53268707
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2725:5s,0.2,0.8753049,4.0849557,0.9850307,0.8593026
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2775:5s,0.2,0.537622,3.0760906,0.49140596,0.5104566
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2825:5s,0.2,0.87050843,3.1685894,1.1364574,0.8556214
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2875:5s,0.2,0.7826561,3.881725,0.39347866,0.5919235
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2925:5s,0.2,0.37069133,2.6961594,0.5950529,0.36875942
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2975:5s,0.2,0.75589395,2.7827177,0.7662996,0.75888574
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3025:5s,0.2,0.53886986,2.7011833,0.56326914,0.53520626
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3075:5s,0.2,0.47507808,3.4114664,0.7363023,0.43706432
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3125:5s,0.2,0.70925534,3.061024,0.9563481,0.79492617
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3175:5s,0.2,0.62536526,2.8127952,0.45747498,0.60362846
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3225:5s,0.2,0.79398274,3.7936244,0.8438554,0.7736774
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3275:5s,0.2,0.56233037,3.9902818,0.5998434,0.5518283
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3325:5s,0.2,0.4622829,2.1713026,0.4896531,0.44700226
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3375:5s,0.2,0.584104,3.8188386,0.36799923,0.5491485
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3425:5s,0.2,0.83201647,3.427326,0.87505496,0.81759286
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3475:5s,0.2,0.45343545,2.4566395,0.56554806,0.44547167
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3525:5s,0.2,0.85701334,3.2595162,0.91582865,0.8612952
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3575:5s,0.2,0.6727834,3.425224,0.77400273,0.6737626
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3625:5s,0.2,1.1724402,3.5210533,0.98841614,1.1547328
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3675:5s,0.2,0.7751198,3.2667503,0.5790565,0.7779455
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3725:5s,0.2,0.71240246,4.4685235,0.36412412,0.67330885
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3775:5s,0.2,1.0533808,3.6530964,1.0160749,1.0853366
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3825:5s,0.2,0.53112394,2.5748646,0.6992701,0.53325266
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3875:5s,0.2,0.6196,3.6980386,0.35148454,0.59470564
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3925:5s,0.2,0.7753988,3.9067,0.5495748,0.78035486
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3975:5s,0.2,0.81821704,3.0790174,1.1370366,0.8310225
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:4025:5s,0.2,0.8061514,4.375835,0.43384528,0.79032946
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:4075:5s,0.2,0.7333791,3.848558,0.67160237,0.75317353
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:4125:5s,0.2,0.7300523,3.9363346,0.88636774,0.7694302
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:4175:5s,0.2,0.7111956,4.0564556,0.35748833,0.6880751
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:4225:5s,0.2,0.7509625,3.0426018,0.4902974,0.7359469
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:4275:5s,0.2,0.7895856,2.7568285,1.0816783,0.8246145
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:4325:5s,0.2,0.5616866,3.4091833,0.71080893,0.54669356
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:25:5s,0.2,1.0002397,3.3969126,0.89624894,0.9960431
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:75:5s,0.2,0.50690335,4.2549,0.51211876,0.51150304
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:125:5s,0.2,0.9148115,3.6459355,0.7775087,0.8831715
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:175:5s,0.2,0.79736614,3.4202058,0.6864579,0.83347344
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:225:5s,0.2,0.49060234,4.2583747,0.59076124,0.44562897
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:275:5s,0.2,0.5245498,3.0620227,0.46332788,0.52114874
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:325:5s,0.2,0.8348491,3.304383,0.6320649,0.8139343
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:375:5s,0.2,0.71344596,4.4722176,0.5054231,0.763956
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:425:5s,0.2,0.8151291,2.764126,0.77338296,0.8260439
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:475:5s,0.2,0.6402576,3.0472171,0.6543999,0.6693137
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:525:5s,0.2,0.9010375,3.8842154,0.6326746,0.91371465
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:575:5s,0.2,1.0516989,3.8424602,1.1242177,1.0245881
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:625:5s,0.2,0.8252278,2.90339,0.6995196,0.8186675
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:675:5s,0.2,0.9542644,2.3991532,1.0186843,0.97340035
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:725:5s,0.2,0.56572556,2.3263404,0.6382169,0.56647766
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:775:5s,0.2,0.970649,2.974383,1.0653454,0.9902789
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:825:5s,0.2,1.1418434,2.7509987,1.1393361,1.1430877
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:875:5s,0.2,0.5173945,2.689207,0.57298416,0.5295531
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:925:5s,0.2,0.5015019,4.1106424,0.33389944,0.4897642
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:975:5s,0.2,0.69917274,2.91616,0.5774827,0.741023
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1025:5s,0.2,0.58744377,2.5837507,0.679655,0.595436
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1075:5s,0.2,0.942088,3.2077484,0.9636634,0.9451478
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1125:5s,0.2,1.2111242,4.309566,1.0589708,1.2138335
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1175:5s,0.2,0.55874896,2.3191738,0.7038566,0.5597604
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1225:5s,0.2,0.6053521,3.1263423,0.7615037,0.60256267
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1275:5s,0.2,0.54991466,2.8293107,0.5112117,0.5532102
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1325:5s,0.2,0.9761698,4.164253,1.1369166,0.9810514
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1375:5s,0.2,0.5308348,2.9383729,0.47022048,0.53340733
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1425:5s,0.2,0.7394456,3.254981,0.8590396,0.73654526
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1475:5s,0.2,1.4255202,2.9745142,1.3379252,1.4032507
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1525:5s,0.2,0.9990065,3.7432442,1.0959178,0.97472477
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1575:5s,0.2,0.501207,2.670332,0.5688247,0.49309063
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1625:5s,0.2,0.6734582,2.7225125,0.7068699,0.66331154
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1675:5s,0.2,0.58149266,3.0654333,0.61039656,0.5495563
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1725:5s,0.2,0.7208162,3.8660204,0.557524,0.7084883
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1775:5s,0.2,1.1634881,2.8846645,1.084367,1.1651019
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1825:5s,0.2,0.7870603,3.6247437,1.0639794,0.7642935
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1875:5s,0.2,0.74204236,2.8821526,0.9013299,0.7303375
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1925:5s,0.2,0.8999454,3.7528348,1.2190576,0.8878462
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1975:5s,0.2,1.3409334,3.34279,1.5816684,1.3577827
2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:2025:5s,0.2,1.2707766,2.9786568,1.5475041,1.2803986
