mode,horizon_s,metric,change_pct,ci95_low,ci95_high,improved_flights
C,0.2,velocity_m_s,4.867822063766258,3.561978326582449,6.204041704731056,0
C,0.2,attitude_deg,93.43676204547253,90.33829225980293,96.91885968921892,0
C,0.2,body_rate_rad_s,26.78468770085769,19.779512685632096,35.283209382734036,0
C,0.5,velocity_m_s,11.24977961552287,8.422093892810835,14.68812284035408,0
C,0.5,attitude_deg,142.3812335940149,136.61407964445144,149.64317896181595,0
C,0.5,body_rate_rad_s,30.2337703288146,26.867416607757598,33.50006378443358,0
C,1.0,velocity_m_s,24.877093576497945,17.717193121680342,33.129297077077254,0
C,1.0,attitude_deg,136.8793654197046,130.21606567635592,140.93011505253824,0
C,1.0,body_rate_rad_s,31.85850561595136,28.16439442301888,36.85564879102874,0
C,2.0,velocity_m_s,22.312394317499983,15.207140686327293,28.30410639738701,0
C,2.0,attitude_deg,96.91428172511016,92.45236366461175,100.95995721059312,0
C,2.0,body_rate_rad_s,32.885161346230895,27.370321246137696,38.19741084409101,0
C,3.0,velocity_m_s,10.759436126485756,8.794962353510027,12.587108128379532,0
C,3.0,attitude_deg,74.90937868062551,67.5852901036488,83.59449705941047,0
C,3.0,body_rate_rad_s,33.24384367023385,26.168112081000004,39.867313124597345,0
C,5.0,velocity_m_s,8.899219052641127,4.515833451433582,13.83752975671948,0
C,5.0,attitude_deg,47.94278084200694,38.851759601627634,57.35387606406326,0
C,5.0,body_rate_rad_s,36.99520470346238,27.70493613400744,46.74114691160505,0
C_native,0.2,velocity_m_s,38.2627007913521,35.75701708775023,40.76111264923754,0
C_native,0.2,attitude_deg,90.25687634077579,87.60758985609844,92.07596416215469,0
C_native,0.2,body_rate_rad_s,25.101150841872855,18.230029222578526,33.51067015118539,0
C_native,0.5,velocity_m_s,63.953676170769704,57.94285081739774,70.17799090488757,0
C_native,0.5,attitude_deg,132.45953193987526,125.68085577266572,141.07774152616534,0
C_native,0.5,body_rate_rad_s,26.843926880033496,23.74696665986802,29.98921506948917,0
C_native,1.0,velocity_m_s,67.16812097370861,55.19156260571545,75.84746974631483,0
C_native,1.0,attitude_deg,125.22938996845126,118.87508805427589,130.00183183528685,0
C_native,1.0,body_rate_rad_s,27.795928971365225,24.132070108986923,32.33271291045649,0
