model,seed,cohort,log_id,horizon_s,position_rmse_m,velocity_rmse_m_s,attitude_error_deg,body_rate_rmse_rad_s,delta_v_rmse_m_s,delta_omega_rmse_rad_s,velocity_x_rmse_m_s,velocity_y_rmse_m_s,velocity_z_rmse_m_s,body_rate_p_rmse_rad_s,body_rate_q_rmse_rad_s,body_rate_r_rmse_rad_s,n_windows,history_steps
B2_StandardGRU,42,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.2,0.08100303466662198,0.416984161937004,2.369812304619908,0.7300355486796636,0.416984161937004,0.7300355486796636,0.154391842906658,0.22800330669260985,0.313134862778687,0.6384531279711394,0.3226618304116021,0.1456669108456679,150,1
B2_StandardGRU,42,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.5,0.1670075913905374,0.38562362582168397,3.8044862991237456,0.6406969952761151,0.38562362582168397,0.6406969952761151,0.18437733902301487,0.1947710335419021,0.2770826990984345,0.5598534804947236,0.28354124151897003,0.12907782339219848,150,1
B2_StandardGRU,42,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,1.0,0.3868268743186376,0.6032558884708108,5.328481660813173,0.6229727185342504,0.6032558884708108,0.6229727185342504,0.34770277023471147,0.3707447985873808,0.32491344211376855,0.49796252638587274,0.3353300773166364,0.16637929438536522,150,1
B2_StandardGRU,42,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,0.1,0.06563629385378246,0.3906361964205578,1.468323945454592,0.6881280015586547,0.3906361964205578,0.6881280015586547,0.08660697168329051,0.09822772997461894,0.36803149793707013,0.5830828259291401,0.3354313517863451,0.14498404351645455,155,1
B2_StandardGRU,42,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,0.2,0.11914496355316254,0.27402440160211433,2.1289344361081923,0.697955218788859,0.27402440160211433,0.697955218788859,0.0987836743025311,0.10286877031287556,0.2339854150561636,0.6077997249900247,0.3146067401704455,0.13690719767777165,155,1
B2_StandardGRU,42,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,0.5,0.2502763048197898,0.34244890546775386,3.3787999550529055,0.6476616653115039,0.34244890546775386,0.6476616653115039,0.1603674278092338,0.18017613754141537,0.24308455404358742,0.5780834063462941,0.2582950019583841,0.1362677510801962,155,1
B2_StandardGRU,42,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,1.0,0.49152632686811926,0.6464711933235786,5.4995292436635825,0.6367630425490924,0.6464711933235786,0.6367630425490924,0.3570455265236288,0.4261100276158707,0.3299602099524702,0.5583910930700735,0.27042415197619385,0.14330853974673757,155,1
B2_StandardGRU,42,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.1,0.08819503777388761,0.3904438794426515,1.558848262135305,0.6662543989247729,0.3904438794426515,0.6662543989247729,0.1121853950641995,0.1141966138089346,0.3561179488920635,0.5480498868696335,0.3552591255511338,0.131632820001078,140,1
B2_StandardGRU,42,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.2,0.16973695000147968,0.3198594965160874,2.026641730634465,0.6953204476155885,0.3198594965160874,0.6953204476155885,0.10872664706922089,0.13392206307885918,0.26935755929491206,0.5701957850507703,0.366346693322956,0.15536213140277802,140,1
B2_StandardGRU,42,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.5,0.4187874665697217,0.3345794242903196,3.2601659163177015,0.6105022134242563,0.3345794242903196,0.6105022134242563,0.1661197806861238,0.19057612071570057,0.21915371736794834,0.549114782567506,0.23237566088306882,0.13110095495805402,140,1
B2_StandardGRU,42,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,1.0,0.8323348470207824,0.6298192289525213,5.143413973419005,0.6318104271418683,0.6298192289525213,0.6318104271418683,0.35337901704783015,0.45495838290859836,0.25457494238406686,0.5655581392034508,0.23348722422976534,0.1575186438089137,140,1
B2_StandardGRU,42,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.1,0.04421752304600809,0.348409646379152,1.671707610518344,0.7613595177580843,0.348409646379152,0.7613595177580843,0.08928936937628697,0.08080768541113942,0.3269354801561388,0.6635783979127038,0.3432465019703704,0.1466760511792448,201,1
B2_StandardGRU,42,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.2,0.07953937298127975,0.28577996478646445,2.277536118016221,0.6402927542259524,0.28577996478646445,0.6402927542259524,0.09954059408773511,0.10488594016020464,0.24649705466541297,0.5513338737763164,0.2978513739328583,0.13149269860857463,201,1
B2_StandardGRU,42,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.5,0.20861123057052394,0.4427888865612162,3.26810851146699,0.6115298520537267,0.4427888865612162,0.6115298520537267,0.24874909433385048,0.28578921255891265,0.22915150471940468,0.5170388163076162,0.29414352840553487,0.14184219076570342,201,1
B2_StandardGRU,42,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,1.0,0.4617288195628547,0.5238606860880175,5.428103043064483,0.569168120563058,0.5238606860880175,0.569168120563058,0.3089084733244951,0.29276892942936633,0.3054372726071931,0.4901396199045841,0.25429749276229147,0.13801553405282288,201,1
B2_StandardGRU,42,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.1,0.129747330712993,0.40508375492911036,1.6788463163990683,0.6425180717249932,0.40508375492911036,0.6425180717249932,0.12138646930852659,0.11530579444488898,0.36886684229368016,0.5379779825236581,0.3185401157660417,0.14812615387140413,164,1
B2_StandardGRU,42,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.2,0.26667706640312167,0.29825683995292956,2.2416263021679574,0.6052299153743385,0.29825683995292956,0.6052299153743385,0.12777956142574032,0.13037458866965937,0.23586435273217957,0.4779096618586073,0.3417280286423047,0.14535322496066172,164,1
B2_StandardGRU,42,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.5,0.6636980633435141,0.39232136829379194,3.6643660597688883,0.6005462197144016,0.39232136829379194,0.6005462197144016,0.21439811087139712,0.22919560751007312,0.2354121483118018,0.5200952942968728,0.26632773757316824,0.1386585124060737,164,1
B2_StandardGRU,42,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,1.0,1.3734548171872147,0.7345182962511667,5.712307747139449,0.6700863092557652,0.7345182962511667,0.6700863092557652,0.42544267511458617,0.4993511450299447,0.3303998966046211,0.593111375689866,0.27202760757607664,0.15243207863085634,164,1
B2_StandardGRU,17,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.1,0.01941418062221299,0.19510383979657658,1.6982945335232809,0.6030921828198046,0.19510383979657658,0.6030921828198046,0.0779789027425207,0.06442158810132122,0.16683722011872662,0.510469368338106,0.28345498504898087,0.1509783971889145,130,5
B2_StandardGRU,17,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.2,0.04168694953722229,0.23678800953731416,2.7893278392437986,0.5697342944521101,0.23678800953731416,0.5697342944521101,0.10412454619839295,0.09056625243438358,0.19241724002701374,0.48455820536788863,0.25991770834877903,0.14914186793859727,130,5
B2_StandardGRU,17,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.5,0.14275868138838493,0.41523491229980103,5.344755896988049,0.6301470560601982,0.41523491229980103,0.6301470560601982,0.19195093583613662,0.20208148606355802,0.30779529498450553,0.5349001499953646,0.28739141377353655,0.1684438098759314,130,5
B2_StandardGRU,17,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,1.0,0.4230943813287804,0.8206685729598296,8.934805741235774,0.6690467100156735,0.8206685729598296,0.6690467100156735,0.453072815284557,0.5017803011743134,0.4652294703127309,0.5220151653134831,0.36538041927710035,0.2040118049879078,130,5
B2_StandardGRU,17,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.1,0.02052788608086915,0.17778511580617984,1.5429827496958173,0.5672372493679537,0.17778511580617984,0.5672372493679537,0.06785748501202658,0.07051182043145925,0.14842840802724053,0.5022433389475113,0.22307335748976648,0.1405275870838899,145,5
B2_StandardGRU,17,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.2,0.04283356499143715,0.25107176192230113,2.3386636646806056,0.5811814374732687,0.25107176192230113,0.5811814374732687,0.09793904781427401,0.11483845446015235,0.20064172528466137,0.4912614802621468,0.2584235599788299,0.17219548461561732,145,5
B2_StandardGRU,17,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.5,0.1291260711484433,0.3926961415264603,4.87472741554325,0.5805671696017175,0.3926961415264603,0.5805671696017175,0.18998342337085392,0.19976641849663793,0.27966039486328187,0.5025211658940546,0.24468599152453901,0.15703337797895928,145,5
B2_StandardGRU,17,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,1.0,0.3714252809837729,0.6693719851819075,7.375962870076356,0.6320654046282075,0.6693719851819075,0.6320654046282075,0.39026984387223507,0.39138875471133255,0.37757535167939854,0.5041929531044895,0.3300497153362216,0.19069170714551992,145,5
B2_StandardGRU,17,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.1,0.0165004178003035,0.1801287245373256,1.4978324812335986,0.5092733247744365,0.1801287245373256,0.5092733247744365,0.07245166191417353,0.06199197416725583,0.15282051311314296,0.4129783835215724,0.2605077658515934,0.14471999862399512,144,5
B2_StandardGRU,17,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.2,0.03772110531472847,0.22695070331867456,2.306647862226642,0.5481683218837856,0.22695070331867456,0.5481683218837856,0.091937290494571,0.10564239988866389,0.1785884646306181,0.44501880962892976,0.27436740294950895,0.16483111475712864,144,5
B2_StandardGRU,17,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.5,0.11856611180013044,0.3774824962738456,4.6934409616898725,0.5832278477886526,0.3774824962738456,0.5832278477886526,0.21719046208217838,0.15986774899740758,0.26412807689483825,0.4954315120906102,0.264629585438413,0.15707807540993343,144,5
B2_StandardGRU,17,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,1.0,0.3652412683805475,0.7446130986150009,7.167079057756282,0.5869776150905133,0.7446130986150009,0.5869776150905133,0.4747579811605409,0.39505747747591624,0.4159123891443565,0.45225524974390974,0.3353972539009472,0.16588125804961856,144,5
B2_StandardGRU,17,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.1,0.018956077572734258,0.2254207356229259,1.7744133962212079,0.5651386707689088,0.2254207356229259,0.5651386707689088,0.07744471894242318,0.07730469773439193,0.1970807125644324,0.4853071600392446,0.2590384183726998,0.12945182663856947,153,5
B2_StandardGRU,17,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.2,0.04480725384640204,0.28430684561646946,2.809573357483758,0.5903625218760521,0.28430684561646946,0.5903625218760521,0.10531651998566291,0.0920218773407298,0.24752936628445552,0.48963625673036737,0.2912624026559555,0.15475934908756217,153,5
B2_StandardGRU,17,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.5,0.14666736043775785,0.41828502244395904,5.604835056284797,0.589893925016952,0.41828502244395904,0.589893925016952,0.20881541771626544,0.17586557388868823,0.3169065812597259,0.4804610909399922,0.3045132061690239,0.15621680490049558,153,5
B2_StandardGRU,17,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,1.0,0.41660911979949505,0.7972990895147329,8.803791998822513,0.6841657551389149,0.7972990895147329,0.6841657551389149,0.48249473765537465,0.41777006974563097,0.4778627785260368,0.548798087431563,0.3627182215060377,0.1879865195266861,153,5
B2_StandardGRU,17,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.1,0.0215406760591734,0.18925189538844436,1.5085876746360798,0.5388734960408534,0.18925189538844436,0.5388734960408534,0.06599561835410493,0.0736094386203881,0.16137691536328647,0.43556667135967947,0.28626426882523814,0.13681771789462244,138,5
B2_StandardGRU,17,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.2,0.04356000015683793,0.22717819342737222,2.7156543646506797,0.5490682073615443,0.22717819342737222,0.5490682073615443,0.08225956635949154,0.13225560616249613,0.16538364474718678,0.45459338544276945,0.2655937718560795,0.1558226511074761,138,5
B2_StandardGRU,17,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.5,0.12640968965237379,0.35328695756290984,4.970038586935634,0.5413902519557885,0.35328695756290984,0.5413902519557885,0.1564154010413107,0.1574194924532246,0.2748908876207292,0.42808854210092206,0.28901611448810516,0.16221371890459085,138,5
B2_StandardGRU,17,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,1.0,0.37449083997434357,0.7038706593859477,8.110351907654241,0.5246047997872412,0.7038706593859477,0.5246047997872412,0.3987467856153187,0.42142622726155415,0.39854089010031674,0.3838323592976247,0.3084414868623375,0.1809606727937897,138,5
B2_StandardGRU,17,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.1,0.023203623378219893,0.16064309757601566,1.558718188870049,0.5529595776145574,0.16064309757601566,0.5529595776145574,0.06636090934579515,0.052481577266443785,0.1365581142123848,0.4488814368104258,0.29233458208742336,0.13715043666882368,131,5
B2_StandardGRU,17,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.2,0.04598475349875161,0.2174194112093936,2.3983344514232003,0.48629004994801167,0.2174194112093936,0.48629004994801167,0.08226444446152878,0.08104963696789408,0.18421378313103504,0.3865782364889827,0.2548276270852624,0.1486544995134769,131,5
B2_StandardGRU,17,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.5,0.13666066478708702,0.3424645669970039,4.737548820605013,0.5272321064291285,0.3424645669970039,0.5272321064291285,0.15037004738326823,0.16692470652977767,0.258470444825606,0.41768659081152704,0.2765753821512446,0.16437050798069883,131,5
B2_StandardGRU,17,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,1.0,0.3832984799079844,0.719635459626982,8.241037008509412,0.6286537004129993,0.719635459626982,0.6286537004129993,0.4011671395877417,0.4485713683747442,0.3946186112462724,0.5174875252012099,0.32062404875488154,0.15688325488754878,131,5
B2_StandardGRU,17,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.1,0.018062345315835754,0.1984517509850023,1.6442305920899767,0.5249853359683296,0.1984517509850023,0.5249853359683296,0.07305351306398793,0.08056852864384632,0.16599696952109944,0.43273176974606536,0.26317075256616523,0.13818094451832505,146,5
B2_StandardGRU,17,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.2,0.04513669677345724,0.25346019646242635,2.6587433240982956,0.6304791254800944,0.25346019646242635,0.6304791254800944,0.10884355847599798,0.09270705986407392,0.2092858141881881,0.5389808213849464,0.286934215896012,0.15707436962628257,146,5
B2_StandardGRU,17,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.5,0.13500717742396726,0.3829092371764622,4.762065799809899,0.5812456142507878,0.3829092371764622,0.5812456142507878,0.19484330195250749,0.20021723632635777,0.26185612438348577,0.4855718226829326,0.2690762629056495,0.17223366059768924,146,5
B2_StandardGRU,17,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,1.0,0.37064714137846144,0.7285658367824535,7.884321990257773,0.5924911069977006,0.7285658367824535,0.5924911069977006,0.4774946675148338,0.38600967891875626,0.39217795552842294,0.48155733784179594,0.29313660384721363,0.1822612787374345,146,5
B2_StandardGRU,17,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.1,0.016492826959827796,0.21573877103748995,1.6426418829673908,0.5964883613786499,0.21573877103748995,0.5964883613786499,0.09446537789201122,0.07374894072922049,0.1793895299336167,0.5225205124210001,0.24016466412260093,0.1584033253008301,114,5
B2_StandardGRU,17,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.2,0.04132643753876666,0.30697339130731033,2.5613888256489936,0.5854266984937618,0.30697339130731033,0.5854266984937618,0.18889298064825466,0.09651854966887984,0.22189248387979515,0.49046234482751055,0.2680574707487781,0.17411576606204832,114,5
B2_StandardGRU,17,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.5,0.13314876452643065,0.4148944151144715,4.975747336166267,0.6426602417122367,0.4148944151144715,0.6426602417122367,0.24228204074562137,0.20308920773956085,0.2686848751326244,0.5501702985056224,0.28544988656456605,0.16983283304514885,114,5
B2_StandardGRU,17,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,1.0,0.36800215804988856,0.786884322538091,8.388833986819398,0.7154012412696509,0.786884322538091,0.7154012412696509,0.5064564879465718,0.4630590113212028,0.38505209375782473,0.5736710801869852,0.3731104227695723,0.20854026035268572,114,5
B2_StandardGRU,17,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.1,0.015475835150912038,0.1654791064465252,1.524223258112049,0.6066436628513432,0.1654791064465252,0.6066436628513432,0.06380134810318897,0.05993133705441572,0.14043132659569282,0.5346827887153536,0.24637278397259585,0.14639433201753238,168,5
B2_StandardGRU,17,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.2,0.03136830340069396,0.19271566393749975,2.319555981403494,0.5843310014470631,0.19271566393749975,0.5843310014470631,0.07391750932418951,0.08008209750954,0.1589414565198527,0.5106696325860137,0.22559895016629822,0.1725235035885183,168,5
B2_StandardGRU,17,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.5,0.10603384842127987,0.4393383760875406,4.289081155159984,0.6791487387767787,0.4393383760875406,0.6791487387767787,0.25336003153916326,0.2248684789447953,0.27975180124311194,0.5809855705276498,0.3013495509484449,0.18134835087179882,168,5
B2_StandardGRU,17,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,1.0,0.35374650064769897,0.7051439659152245,7.2041791046989605,0.6484733708284414,0.7051439659152245,0.6484733708284414,0.40343082784281203,0.4384840732333605,0.37709852470328714,0.5474773392578215,0.28964027242806945,0.19208016102807463,168,5
B2_StandardGRU,17,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.1,0.05994335788997928,0.17107960594754137,1.5165204539181418,0.6287442433435907,0.17107960594754137,0.6287442433435907,0.06702494733805263,0.05565699751779581,0.1472351406179971,0.5611706766028685,0.2449509530192024,0.14284896175250103,182,5
B2_StandardGRU,17,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.2,0.11389467389660088,0.20415623964057422,2.3148176304177874,0.6188281784895928,0.20415623964057422,0.6188281784895928,0.08983883613071468,0.0752699389676934,0.1671621667562905,0.5286822821733069,0.26411522288937234,0.1835388461521655,182,5
B2_StandardGRU,17,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.5,0.2769734829265959,0.3476057650186201,4.006974105042587,0.6333495844503771,0.3476057650186201,0.6333495844503771,0.20437723929294832,0.16919724401968492,0.2245707116908086,0.561827282673734,0.2401766410693147,0.1667242683342027,182,5
B2_StandardGRU,17,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,1.0,0.6572335002200683,0.7088764167381395,6.020578201311119,0.6391099172948099,0.7088764167381395,0.6391099172948099,0.4580751601281246,0.3975244033750038,0.3669431435555714,0.5419304492796525,0.30216471379959714,0.15319712876728545,182,5
B2_StandardGRU,17,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.1,0.023507639663329832,0.19070824866464,1.5405139910339245,0.5639127442622152,0.19070824866464,0.5639127442622152,0.07799565215783245,0.06566773508882863,0.1611647074315962,0.4756105246273091,0.259284430183536,0.15672841564144452,160,5
B2_StandardGRU,17,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.2,0.0437797680391623,0.22443667531380815,2.3664528663622066,0.6750793581890496,0.22443667531380815,0.6750793581890496,0.09189647911542005,0.09234856077089713,0.18275284313971377,0.6056357776092586,0.24610808502458012,0.16842878381708368,160,5
B2_StandardGRU,17,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.5,0.126573620826691,0.34116117873326685,4.095546691736004,0.7719137187214329,0.34116117873326685,0.7719137187214329,0.1952050373315288,0.188902018856755,0.20640244801578952,0.7180175767217784,0.2371072106825817,0.15518285765915715,160,5
B2_StandardGRU,17,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,1.0,0.3710206099127422,0.6823379440042225,6.023809353908863,0.6846498234414686,0.6823379440042225,0.6846498234414686,0.4159769867731261,0.4463941074408337,0.3054185933193353,0.6008819218148748,0.2912239822677367,0.1512444674248215,160,5
B2_StandardGRU,17,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.1,0.025772625361194026,0.21586718202013142,1.5901184248081632,0.6081902572358797,0.21586718202013142,0.6081902572358797,0.07517489163318256,0.07378609170652996,0.18842236759983502,0.538489525106902,0.24311133090074277,0.14429588051797684,161,5
B2_StandardGRU,17,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.2,0.05143689370534411,0.23540034777069868,2.4878856601257215,0.6393234043309131,0.23540034777069868,0.6393234043309131,0.10759561274979249,0.11051898280951283,0.17782593254728954,0.5437029085355655,0.2699562786566799,0.20061198914589232,161,5
B2_StandardGRU,17,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.5,0.14276766902123192,0.4915302432947736,4.659332735994208,0.6673883648338614,0.4915302432947736,0.6673883648338614,0.29201827622698556,0.29311395034174426,0.26535168840219725,0.5695854120631086,0.30629582199826927,0.16481067109540737,161,5
B2_StandardGRU,17,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1.0,0.4423563278436733,0.8353024008346053,7.208418020080777,0.6991233139018526,0.8353024008346053,0.6991233139018526,0.5240919320538378,0.5129334786786907,0.3999462389455717,0.5994385583749025,0.3127539219041031,0.1778533303262244,161,5
B2_StandardGRU,17,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.1,0.023919802536211236,0.2971151880258159,1.2851069149888334,0.5754223582235302,0.2971151880258159,0.5754223582235302,0.14466941722266813,0.21276877442877054,0.14858547474147138,0.49527891459946555,0.25541575373451686,0.14343109788652034,150,5
B2_StandardGRU,17,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.2,0.050416154724824906,0.2594229725956674,2.081391224768294,0.6718975015241548,0.2594229725956674,0.6718975015241548,0.11359236127391566,0.1746800135145795,0.15454432066282778,0.6017237223160208,0.24357086958092286,0.17334372226344724,150,5
B2_StandardGRU,17,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.5,0.12408784637944222,0.3519478261339047,3.628428640798376,0.6240952940863342,0.3519478261339047,0.6240952940863342,0.22671442271275588,0.18490254226473266,0.1956499238907131,0.5403643040290703,0.2743658412820454,0.1490796437126208,150,5
B2_StandardGRU,17,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,1.0,0.3670231060010968,0.654622609252912,5.3386897738834,0.6238508586399487,0.654622609252912,0.6238508586399487,0.4370338171841088,0.3830839379799553,0.3012953694372808,0.4973896442259366,0.34113385519906986,0.1594400466621152,150,5
B2_StandardGRU,17,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,0.1,0.060174861626855466,0.1638565764155436,1.1858781536556637,0.5638573021597767,0.1638565764155436,0.5638573021597767,0.05094956769741652,0.05695477945310836,0.1449457563487701,0.5131149068356433,0.19982110962041896,0.1213246625052603,155,5
B2_StandardGRU,17,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,0.2,0.1092798956026416,0.19011802311589676,1.8469626110587252,0.6378052332577407,0.19011802311589676,0.6378052332577407,0.07545424990507921,0.0775912013297324,0.1563045884194301,0.5575620977254779,0.27223668424111475,0.1476726464323348,155,5
B2_StandardGRU,17,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,0.5,0.24270083658561004,0.3080460010042617,3.3371977090240246,0.6394956606363458,0.3080460010042617,0.6394956606363458,0.16974503430315724,0.16796800469550072,0.19459113921951796,0.5758856243909778,0.24197205825161117,0.136967042086806,155,5
B2_StandardGRU,17,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,1.0,0.4996425446911274,0.6436765085810637,5.93624687560176,0.6564732229433771,0.6436765085810637,0.6564732229433771,0.38904295711523246,0.3958179785525856,0.32602630733222815,0.5761458391941219,0.28033697661707724,0.14291341421350978,155,5
B2_StandardGRU,17,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.1,0.08621105856473896,0.15804826396234053,1.259720409038589,0.5757722634597787,0.15804826396234053,0.5757722634597787,0.06631703951865464,0.06820231804852177,0.12621310480215256,0.5007637874797792,0.2501743654596143,0.13476689276444198,140,5
B2_StandardGRU,17,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.2,0.16806314190940608,0.21340018676288958,1.852686619852478,0.6155208738675679,0.21340018676288958,0.6155208738675679,0.1061593440346501,0.09584332444060123,0.1583789460273764,0.5493099992303306,0.22045418382262882,0.16889175156699396,140,5
B2_StandardGRU,17,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.5,0.4299062355941228,0.3408766771210307,3.3075752010142656,0.6118262596891705,0.3408766771210307,0.6118262596891705,0.21894588547847976,0.18706615277562846,0.1823893163615816,0.5514846929928018,0.21975180512424014,0.1480038836805084,140,5
B2_StandardGRU,17,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,1.0,0.8946715112270346,0.6952681278408417,5.600285570205835,0.6424224074048209,0.6952681278408417,0.6424224074048209,0.48005498098210525,0.4274044457788276,0.2650856928505814,0.5789864192179328,0.24105198133919287,0.13919489282819003,140,5
B2_StandardGRU,17,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.1,0.03918094808755626,0.14723375011565443,1.3817311954734794,0.62136676194098,0.14723375011565443,0.62136676194098,0.06253853995639211,0.05074391279849903,0.12325487214361973,0.5565194630558638,0.2489097610350857,0.12011107753445638,201,5
B2_StandardGRU,17,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.2,0.07082668712207511,0.18504266725210014,1.9493571248549686,0.5742777033057342,0.18504266725210014,0.5742777033057342,0.08430821412761395,0.0759702978279731,0.14615549111242077,0.5177401990209917,0.20838501633480053,0.13533533093378786,201,5
B2_StandardGRU,17,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.5,0.2050218474427523,0.45471642279605395,3.5131235362179067,0.6006152902017409,0.45471642279605395,0.6006152902017409,0.25301846156656355,0.3047810008791716,0.22328731439564467,0.5097083335642422,0.268004344253546,0.170615981023207,201,5
B2_StandardGRU,17,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,1.0,0.49399139348373045,0.64940350631424,6.299963276101927,0.6171435841872731,0.64940350631424,0.6171435841872731,0.4274180800463301,0.3630001139673413,0.3275204056580835,0.5133523793517334,0.3117834643784342,0.14186828207041088,201,5
B2_StandardGRU,17,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.1,0.12790942685825174,0.17627405516037803,1.4414853890306472,0.5788200639782972,0.17627405516037803,0.5788200639782972,0.07171272190189042,0.06595771924386096,0.14689931011497,0.5181036432169084,0.21826983600413594,0.13769371822975138,164,5
B2_StandardGRU,17,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.2,0.26528871151712974,0.21290048287749763,2.0803454675351767,0.5734456216895554,0.21290048287749763,0.5734456216895554,0.11365002003067363,0.10879792569153315,0.1434339566550361,0.48927544348014795,0.2606170478389237,0.14672483027064384,164,5
B2_StandardGRU,17,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.5,0.6691522089100502,0.4143165422665266,3.8270438112821763,0.599718331718987,0.4143165422665266,0.599718331718987,0.240380798391817,0.24763300568420873,0.22924476756516768,0.5317088341374614,0.2402066914407915,0.1387391022280844,164,5
