model,seed,cohort,log_id,horizon_s,position_rmse_m,velocity_rmse_m_s,attitude_error_deg,body_rate_rmse_rad_s,delta_v_rmse_m_s,delta_omega_rmse_rad_s,velocity_x_rmse_m_s,velocity_y_rmse_m_s,velocity_z_rmse_m_s,body_rate_p_rmse_rad_s,body_rate_q_rmse_rad_s,body_rate_r_rmse_rad_s,n_windows,history_steps
B2_StandardGRU,17,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.1,0.03394846907754772,0.5042078848496212,2.3525184125548586,0.7197165139187409,0.5042078848496212,0.7197165139187409,0.12980277427898718,0.12260691105248733,0.4715340669518742,0.527530941117464,0.46639195347572593,0.14893459069055837,153,1
B2_StandardGRU,17,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.2,0.06561255986546596,0.37548017117627625,3.533804041579687,0.6819794288861561,0.37548017117627625,0.6819794288861561,0.13185422558462148,0.11579964808728514,0.3319491883480157,0.4960865816407739,0.4367713876564969,0.16800238053217448,153,1
B2_StandardGRU,17,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.5,0.1638444378731862,0.43558488905736553,5.913891858037671,0.6184160327806347,0.43558488905736553,0.6184160327806347,0.21411278871760556,0.2009349581744164,0.32173755122169523,0.49100457681759974,0.33342431484366636,0.1737271464548375,153,1
B2_StandardGRU,17,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,1.0,0.44150246815767813,0.7882592086097964,8.833159467015411,0.6889567291912048,0.7882592086097964,0.6889567291912048,0.5000092080113603,0.4436374745604444,0.4177668764127018,0.5693773481936439,0.3337569805197027,0.19767925540174375,153,1
B2_StandardGRU,17,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.1,0.030862880592585094,0.44398591965221496,1.9482935478110732,0.6565576619560863,0.44398591965221496,0.6565576619560863,0.10893546558205928,0.09876624500414595,0.4189293377595129,0.48344081898717123,0.4213725941495685,0.1407056321186853,138,1
B2_StandardGRU,17,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.2,0.05992644034119496,0.28218064675136756,3.192812783785983,0.6271674889219061,0.28218064675136756,0.6271674889219061,0.10786889806780667,0.14313992743496715,0.21794765289988682,0.471464562442995,0.3798730897051684,0.163574635071864,138,1
B2_StandardGRU,17,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.5,0.1354726084168481,0.3669977711844947,5.301238123595553,0.5336192648666788,0.3669977711844947,0.5336192648666788,0.17495941032752976,0.14948837512131366,0.2858842326813762,0.4211497872445984,0.2834181390869766,0.1644887077496792,138,1
B2_StandardGRU,17,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,1.0,0.3718734527848357,0.6600651965943334,8.500406853163478,0.5092822809462034,0.6600651965943334,0.5092822809462034,0.37446493432443617,0.40981628756931254,0.3570891865618703,0.37549661829420583,0.2797563938644526,0.20026754961136478,138,1
B2_StandardGRU,17,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.1,0.04093571998370423,0.48306022538839694,2.1409759819919927,0.6696062510591213,0.48306022538839694,0.6696062510591213,0.11442932563888902,0.08382562580747165,0.461764415307312,0.49931104769077905,0.41928546332745154,0.15251462013089748,131,1
B2_StandardGRU,17,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.2,0.07622432260379454,0.322130884482223,2.937310858601753,0.6050034300432765,0.322130884482223,0.6050034300432765,0.11702636754835102,0.10265592375513341,0.28201932088727144,0.4095918204975974,0.4066935155619007,0.1812845149081843,131,1
