reference_history_steps,history_steps,cohort,horizon_s,metric,n_seeds,seeds_improved,mean_paired_difference,min_paired_difference,max_paired_difference
1,5,Sep17,1.0,attitude_error_deg,3,3,-0.1680010035271208,-0.2435360437970271,-0.10564208538618836
1,5,Sep7,0.1,attitude_error_deg,3,3,-0.24216287933323133,-0.276656780078691,-0.21761883441633967
1,5,Sep7,0.2,attitude_error_deg,3,3,-0.19170575274047344,-0.2819233615766912,-0.1446125676315746
1,5,Sep7,0.5,attitude_error_deg,3,1,0.0404167233104323,-0.061128018058532074,0.10597839791283725
1,5,Sep7,1.0,attitude_error_deg,3,0,0.22434056764544477,0.05893672842174702,0.3224407897617123
1,5,ALL,0.1,body_rate_rmse_rad_s,3,3,-0.1004058307415177,-0.10195696611271143,-0.09876533620467154
1,5,ALL,0.2,body_rate_rmse_rad_s,3,3,-0.08780174120714761,-0.09225471766695381,-0.08180375986401012
1,5,ALL,0.5,body_rate_rmse_rad_s,3,3,-0.020260951211615346,-0.024112022227922525,-0.01832503389246043
1,5,ALL,1.0,body_rate_rmse_rad_s,3,0,0.006332336145636959,0.00014549582737310995,0.012409490300470005
1,5,Sep17,0.1,body_rate_rmse_rad_s,3,3,-0.11611628713944333,-0.1220180397441677,-0.11102832615703417
1,5,Sep17,0.2,body_rate_rmse_rad_s,3,3,-0.10996937674589931,-0.11151316458291893,-0.10747584797108134
1,5,Sep17,0.5,body_rate_rmse_rad_s,3,3,-0.02943056314517219,-0.03353750877695649,-0.021817902038188786
1,5,Sep17,1.0,body_rate_rmse_rad_s,3,1,0.006672308669321891,-0.004241873518637473,0.013557077930441364
1,5,Sep7,0.1,body_rate_rmse_rad_s,3,3,-0.08644098061002818,-0.09389353496220232,-0.0813637678298389
1,5,Sep7,0.2,body_rate_rmse_rad_s,3,3,-0.06809717628381266,-0.0751360981860959,-0.055923441802065654
1,5,Sep7,0.5,body_rate_rmse_rad_s,3,3,-0.0121101850484537,-0.016268238767968013,-0.004842054170024479
1,5,Sep7,1.0,body_rate_rmse_rad_s,3,0,0.006030138346805991,0.0026556229427621147,0.011389412407162292
1,13,ALL,0.1,position_rmse_m,3,3,-0.012442215829945166,-0.012645625143317796,-0.0123403338905421
1,13,ALL,0.2,position_rmse_m,3,3,-0.022075261187180135,-0.022497671627895108,-0.0213624366743327
1,13,ALL,0.5,position_rmse_m,3,3,-0.01831169352863063,-0.019408316754744692,-0.016154569762071108
1,13,ALL,1.0,position_rmse_m,3,2,-0.005347562026806548,-0.01280194266963125,0.0015095095038918926
1,13,Sep17,0.1,position_rmse_m,3,3,-0.01566618434635053,-0.015915261214730796,-0.015540496650725703
1,13,Sep17,0.2,position_rmse_m,3,3,-0.027966653551248666,-0.028597993290282092,-0.027421486243887495
1,13,Sep17,0.5,position_rmse_m,3,3,-0.020698431889817858,-0.022862374264019603,-0.017394645552528787
1,13,Sep17,1.0,position_rmse_m,3,2,-0.0030338683054054183,-0.015608319545967086,0.010318071896481595
1,13,Sep7,0.1,position_rmse_m,3,3,-0.009576466037584767,-0.009739281968728399,-0.0094943713736471
1,13,Sep7,0.2,position_rmse_m,3,3,-0.016838467974674864,-0.017463625605744798,-0.015976614834728495
1,13,Sep7,0.5,position_rmse_m,3,3,-0.016190148318686547,-0.01724835311193551,-0.015052280170553406
1,13,Sep7,1.0,position_rmse_m,3,3,-0.007404178668051949,-0.010307385446221673,-0.005584826823968547
1,13,ALL,0.1,velocity_rmse_m_s,3,3,-0.3117247247560948,-0.3148015894011826,-0.3066915977331552
1,13,ALL,0.2,velocity_rmse_m_s,3,3,-0.1401181303847395,-0.14464430882439652,-0.1345177235500913
1,13,ALL,0.5,velocity_rmse_m_s,3,3,-0.030639253661392824,-0.03429128691930328,-0.023809653258662078
1,13,ALL,1.0,velocity_rmse_m_s,3,1,0.00850382056411129,-0.0014605774644889102,0.022630516361144992
1,13,Sep17,0.1,velocity_rmse_m_s,3,3,-0.3330787090080048,-0.3376195091878687,-0.3276679616041671
1,13,Sep17,0.2,velocity_rmse_m_s,3,3,-0.13173655207360827,-0.13541891468398823,-0.1290372522339918
1,13,Sep17,0.5,velocity_rmse_m_s,3,3,-0.02136210077119875,-0.034049862022550115,-0.005884713096042105
1,13,Sep17,1.0,velocity_rmse_m_s,3,1,0.012381322679347773,-0.0027144792836367726,0.028539016754434154
1,13,Sep7,0.1,velocity_rmse_m_s,3,3,-0.29274340542106375,-0.2977819744404749,-0.2880459409589224
1,13,Sep7,0.2,velocity_rmse_m_s,3,3,-0.1475684222168562,-0.15851724801586747,-0.1378637095476438
1,13,Sep7,0.5,velocity_rmse_m_s,3,3,-0.03888561178600982,-0.04240801512728798,-0.034505886827528476
1,13,Sep7,1.0,velocity_rmse_m_s,3,2,0.005057152017234483,-0.017167360723216674,0.03268481484461094
1,13,ALL,0.1,attitude_error_deg,3,3,-0.4755297829880089,-0.4791156821160101,-0.46886258330498376
1,13,ALL,0.2,attitude_error_deg,3,3,-0.4986459599984639,-0.5236742099657672,-0.465399400439789
1,13,ALL,0.5,attitude_error_deg,3,3,-0.42566830556233537,-0.4624513710799043,-0.35880371607084793
1,13,ALL,1.0,attitude_error_deg,3,3,-0.16198135143291528,-0.24781036642090015,-0.040638938534907965
1,13,Sep17,0.1,attitude_error_deg,3,3,-0.6315473779689771,-0.6425495230493838,-0.6098059494815986
1,13,Sep17,0.2,attitude_error_deg,3,3,-0.6903994353952695,-0.7130544014356559,-0.6471130193310639
1,13,Sep17,0.5,attitude_error_deg,3,3,-0.7166538916965349,-0.7941069061247115,-0.6415428920759583
1,13,Sep17,1.0,attitude_error_deg,3,3,-0.42731535463895415,-0.664015595899591,-0.2443597439469034
1,13,Sep7,0.1,attitude_error_deg,3,3,-0.33684747633825896,-0.3435795911479915,-0.33288802620405455
1,13,Sep7,0.2,attitude_error_deg,3,3,-0.32819842631241364,-0.355336261992532,-0.30387618364754365
1,13,Sep7,0.5,attitude_error_deg,3,3,-0.1670144512208235,-0.22591689855609154,-0.10748000406630487
1,13,Sep7,1.0,attitude_error_deg,3,1,0.07387109586134126,-0.04098277180744425,0.14044622183130961
1,13,ALL,0.1,body_rate_rmse_rad_s,3,3,-0.13142998852939872,-0.1359444190417315,-0.12291347335055258
1,13,ALL,0.2,body_rate_rmse_rad_s,3,3,-0.11304126893275539,-0.1178885560724281,-0.10930269204213983
1,13,ALL,0.5,body_rate_rmse_rad_s,3,3,-0.04127742067190143,-0.047193203139971884,-0.031679288246015846
1,13,ALL,1.0,body_rate_rmse_rad_s,3,3,-0.014568831893384352,-0.023983454975030294,-0.0072897940161877894
1,13,Sep17,0.1,body_rate_rmse_rad_s,3,3,-0.14097277331606062,-0.1460528265976092,-0.13364760418594268
1,13,Sep17,0.2,body_rate_rmse_rad_s,3,3,-0.13582209810358972,-0.1399132860219624,-0.13114285267468162
1,13,Sep17,0.5,body_rate_rmse_rad_s,3,3,-0.05104439081113077,-0.056517797269341474,-0.042631162823330015
1,13,Sep17,1.0,body_rate_rmse_rad_s,3,2,-0.0080884623519214,-0.023015965391110726,0.0015398426747320615
1,13,Sep7,0.1,body_rate_rmse_rad_s,3,3,-0.12294751316347703,-0.12947911226582165,-0.11337202371909483
1,13,Sep7,0.2,body_rate_rmse_rad_s,3,3,-0.09279164300312485,-0.10142491203536408,-0.08209327517118647
1,13,Sep7,0.5,body_rate_rmse_rad_s,3,3,-0.032595669437030926,-0.03890467502497674,-0.021944288621736585
1,13,Sep7,1.0,body_rate_rmse_rad_s,3,3,-0.020329160374684685,-0.024843445716292156,-0.015138359963672077
1,26,ALL,0.1,position_rmse_m,3,3,-0.012622295127065697,-0.012901398132314099,-0.012418180059462595
1,26,ALL,0.2,position_rmse_m,3,3,-0.022588799516502934,-0.02329212275855891,-0.021426801214847788
1,26,ALL,0.5,position_rmse_m,3,3,-0.019692502778621068,-0.02289826978356449,-0.014151961339677416
1,26,ALL,1.0,position_rmse_m,3,2,-0.014981582135944157,-0.031759577981616716,0.009071565416540361
1,26,Sep17,0.1,position_rmse_m,3,3,-0.015871443211356733,-0.016296683182130896,-0.015576331253472603
1,26,Sep17,0.2,position_rmse_m,3,3,-0.02834408168109323,-0.029646452461001893,-0.027152453489596294
1,26,Sep17,0.5,position_rmse_m,3,3,-0.0208624528098932,-0.02545686942312972,-0.013392180919291785
1,26,Sep17,1.0,position_rmse_m,3,2,-0.009356297676766415,-0.025477012732190163,0.021556128349937587
1,26,Sep7,0.1,position_rmse_m,3,3,-0.0097341634965847,-0.009883366976921396,-0.009610934553675801
1,26,Sep7,0.2,position_rmse_m,3,3,-0.017472993147978233,-0.01843781722803149,-0.0163373325261824
1,26,Sep7,0.5,position_rmse_m,3,3,-0.018652547195268043,-0.022151569069170207,-0.014827321713353603
1,26,Sep7,1.0,position_rmse_m,3,3,-0.019981834988546554,-0.03734408042555115,-0.0020258238575905363
1,26,ALL,0.1,velocity_rmse_m_s,3,3,-0.3194803565244432,-0.323748311870084,-0.3130058438900335
1,26,ALL,0.2,velocity_rmse_m_s,3,3,-0.147065814727113,-0.1501943368153181,-0.1409827331414668
1,26,ALL,0.5,velocity_rmse_m_s,3,3,-0.038049653713746336,-0.05272219287886193,-0.018397842332916803
1,26,ALL,1.0,velocity_rmse_m_s,3,2,-0.016867994865347475,-0.04026682717457619,0.013388530652379105
1,26,Sep17,0.1,velocity_rmse_m_s,3,3,-0.3392212329477262,-0.34619103159378883,-0.3306320894433584
1,26,Sep17,0.2,velocity_rmse_m_s,3,3,-0.13580345243672676,-0.14394496614392513,-0.1312189573964341
1,26,Sep17,0.5,velocity_rmse_m_s,3,2,-0.024387165749533073,-0.042346401701424785,0.005129987639794109
1,26,Sep17,1.0,velocity_rmse_m_s,3,2,-0.008580987818361993,-0.03580246534353804,0.028864436289577022
1,26,Sep7,0.1,velocity_rmse_m_s,3,3,-0.30193291081485824,-0.3085551865936863,-0.2973380700648558
1,26,Sep7,0.2,velocity_rmse_m_s,3,3,-0.15707680342967864,-0.1667327447384387,-0.1487483325829298
1,26,Sep7,0.5,velocity_rmse_m_s,3,3,-0.05019408745971369,-0.06763517927165619,-0.0393114689753265
1,26,Sep7,1.0,velocity_rmse_m_s,3,3,-0.02423422335155682,-0.044235148802165614,-0.00036782991401917986
1,26,ALL,0.1,attitude_error_deg,3,3,-0.490831637812575,-0.5155670814700601,-0.4707481628110646
1,26,ALL,0.2,attitude_error_deg,3,3,-0.5385436684250657,-0.6076823201843573,-0.48883425803252134
1,26,ALL,0.5,attitude_error_deg,3,3,-0.4816211322446386,-0.5473077565584363,-0.3981492592743088
1,26,ALL,1.0,attitude_error_deg,3,3,-0.24109366124298473,-0.37185426327214977,-0.06805480989164181
1,26,Sep17,0.1,attitude_error_deg,3,3,-0.6642543009378392,-0.6803582922739753,-0.6557464858623201
1,26,Sep17,0.2,attitude_error_deg,3,3,-0.73844401290429,-0.8234116527604698,-0.6722848489980735
1,26,Sep17,0.5,attitude_error_deg,3,3,-0.7656708321208461,-0.8417845542082372,-0.648652341721129
1,26,Sep17,1.0,attitude_error_deg,3,3,-0.4392068067780593,-0.6470953673526729,-0.12721991429342427
1,26,Sep7,0.1,attitude_error_deg,3,3,-0.3366781594790067,-0.36908600519991275,-0.30630520898772695
1,26,Sep7,0.2,attitude_error_deg,3,3,-0.3608544733324213,-0.41592291345003485,-0.32576706606314065
1,26,Sep7,0.5,attitude_error_deg,3,3,-0.2291325101324538,-0.31684745089200295,-0.17547985265491306
1,26,Sep7,1.0,attitude_error_deg,3,2,-0.0649930874340301,-0.21945348512465568,0.039937828801512865
1,26,ALL,0.1,body_rate_rmse_rad_s,3,3,-0.13778472956713594,-0.14114831507511771,-0.13340596888237855
1,26,ALL,0.2,body_rate_rmse_rad_s,3,3,-0.11967393263588529,-0.12133237277107667,-0.11663511457047837
1,26,ALL,0.5,body_rate_rmse_rad_s,3,3,-0.04453875780986757,-0.0495146218506719,-0.037491229651160585
1,26,ALL,1.0,body_rate_rmse_rad_s,3,3,-0.01768931515159859,-0.029821461868861365,-0.005291188318023332
1,26,Sep17,0.1,body_rate_rmse_rad_s,3,3,-0.14797413396254658,-0.15186046963316746,-0.14114601211048716
1,26,Sep17,0.2,body_rate_rmse_rad_s,3,3,-0.14138624217118204,-0.14637363222316435,-0.13884899315726118
1,26,Sep17,0.5,body_rate_rmse_rad_s,3,3,-0.05296410749449695,-0.05892571227899135,-0.04427296239066569
1,26,Sep17,1.0,body_rate_rmse_rad_s,3,2,-0.009520538698771527,-0.029370384239590597,0.01051995957797558
1,26,Sep7,0.1,body_rate_rmse_rad_s,3,3,-0.12872748121565977,-0.13162639991240666,-0.12652593045739313
1,26,Sep7,0.2,body_rate_rmse_rad_s,3,3,-0.10037410193784368,-0.10568461422703745,-0.09020087665697996
1,26,Sep7,0.5,body_rate_rmse_rad_s,3,3,-0.03704955809019694,-0.044022154327861274,-0.03146302277160051
1,26,Sep7,1.0,body_rate_rmse_rad_s,3,3,-0.02495044977633376,-0.030222419761546604,-0.019345542003355698
13,26,ALL,0.1,position_rmse_m,3,3,-0.00018007929712053153,-0.00025577298899630285,-7.784616892049512e-05
13,26,ALL,0.2,position_rmse_m,3,3,-0.0005135383293227991,-0.0007944511306638008,-6.436454051508833e-05
13,26,ALL,0.5,position_rmse_m,3,2,-0.0013808092499904372,-0.0034899530288197977,0.0020026084223936924
13,26,ALL,1.0,position_rmse_m,3,2,-0.009634020109137609,-0.02700932506693643,0.007562055912648469
13,26,Sep17,0.1,position_rmse_m,3,3,-0.00020525886500620075,-0.00038142196740010084,-3.583460274689948e-05
13,26,Sep17,0.2,position_rmse_m,3,2,-0.0003774281298445671,-0.001048459170719801,0.0002690327542912013
13,26,Sep17,0.5,position_rmse_m,3,2,-0.00016402092007534544,-0.002594495159110116,0.004002464633237002
13,26,Sep17,1.0,position_rmse_m,3,2,-0.006322429371360998,-0.0216656554654594,0.011238056453455991
13,26,Sep7,0.1,position_rmse_m,3,3,-0.0001576974589999313,-0.00021381758550979846,-0.00011518978329699836
13,26,Sep7,0.2,position_rmse_m,3,3,-0.0006345251733033686,-0.0009741916222866936,-0.00036071769145390453
13,26,Sep7,0.5,position_rmse_m,3,2,-0.0024623988765814972,-0.004903215957234697,0.00022495845719980312
13,26,Sep7,1.0,position_rmse_m,3,2,-0.012577656320494604,-0.031759253601582604,0.004294499876375091
13,26,ALL,0.1,velocity_rmse_m_s,3,3,-0.007755631768348342,-0.008946722468901408,-0.0063142461568783115
13,26,ALL,0.2,velocity_rmse_m_s,3,3,-0.0069476843423735,-0.009001978035587416,-0.005376065400157587
13,26,ALL,0.5,velocity_rmse_m_s,3,2,-0.007410400052353512,-0.018905372072648807,0.005411810925745275
13,26,ALL,1.0,velocity_rmse_m_s,3,2,-0.025371815429458766,-0.06289734353572118,0.009047007856701317
13,26,Sep17,0.1,velocity_rmse_m_s,3,3,-0.006142523939721367,-0.008571522405920101,-0.0029641278391913106
13,26,Sep17,0.2,velocity_rmse_m_s,3,3,-0.004066900363118474,-0.0085260514599369,-0.0014929444669762038
13,26,Sep17,0.5,velocity_rmse_m_s,3,2,-0.003025064978334324,-0.011793355991964516,0.011014700735836214
13,26,Sep17,1.0,velocity_rmse_m_s,3,2,-0.020962310497709764,-0.04712189591078397,0.0003254195351428679
13,26,Sep7,0.1,velocity_rmse_m_s,3,3,-0.009189505393794511,-0.01077321215321142,-0.007503174922238703
13,26,Sep7,0.2,velocity_rmse_m_s,3,3,-0.009508381212822437,-0.010884623035286006,-0.008215496722571214
13,26,Sep7,0.5,velocity_rmse_m_s,3,2,-0.011308475673703874,-0.025227164144368208,0.0004314644278864965
13,26,Sep7,1.0,velocity_rmse_m_s,3,2,-0.0292913753687913,-0.07691996364677656,0.016799530809197494
13,26,ALL,0.1,attitude_error_deg,3,2,-0.015301854824566105,-0.04670449816507638,0.00786292073196826
13,26,ALL,0.2,attitude_error_deg,3,3,-0.03989770842660182,-0.08400811021859012,-0.012250157468483014
13,26,ALL,0.5,attitude_error_deg,3,3,-0.055952826682303204,-0.09155792702218246,-0.036955009821266316
13,26,ALL,1.0,attitude_error_deg,3,3,-0.07911230981006945,-0.174359513929212,-0.027415871356733845
13,26,Sep17,0.1,attitude_error_deg,3,3,-0.03270692296886213,-0.07055234279237665,-0.013196962812936253
13,26,Sep17,0.2,attitude_error_deg,3,3,-0.048044577509020435,-0.11035725132481389,-0.008604651535237817
13,26,Sep17,0.5,attitude_error_deg,3,3,-0.049016940424311116,-0.09226372354423695,-0.0071094496451706846
13,26,Sep17,1.0,attitude_error_deg,3,1,-0.011891452139105141,-0.16973441461771266,0.11713982965347913
13,26,Sep7,0.1,attitude_error_deg,3,2,0.00016931685925225537,-0.025506414051921222,0.026582817216327603
13,26,Sep7,0.2,attitude_error_deg,3,3,-0.032656047020007684,-0.06058665145750286,-0.015490607186923189
13,26,Sep7,0.5,attitude_error_deg,3,3,-0.06211805891163028,-0.09093055233591141,-0.027423775810371254
13,26,Sep7,1.0,attitude_error_deg,3,3,-0.13886418329537134,-0.17847071331721143,-0.08221200875864554
13,26,ALL,0.1,body_rate_rmse_rad_s,3,3,-0.0063547410377372176,-0.010492495531825963,-0.003367831547999467
13,26,ALL,0.2,body_rate_rmse_rad_s,3,3,-0.006632663703129908,-0.009121751882402607,-0.003443816698648572
13,26,ALL,0.5,body_rate_rmse_rad_s,3,2,-0.0032613371379661324,-0.005811941405144738,0.0005827812122016773
13,26,ALL,1.0,body_rate_rmse_rad_s,3,2,-0.003120483258214235,-0.005838006893831071,0.0019986056981644573
13,26,Sep17,0.1,body_rate_rmse_rad_s,3,3,-0.00700136064648597,-0.008642580468537497,-0.0048630935463759295
13,26,Sep17,0.2,body_rate_rmse_rad_s,3,3,-0.005564144067592314,-0.00770614048257956,-0.0025259455189954316
13,26,Sep17,0.5,body_rate_rmse_rad_s,3,3,-0.0019197166833661756,-0.0024079150096498747,-0.0016417995673356778
13,26,Sep17,1.0,body_rate_rmse_rad_s,3,2,-0.001432076346850127,-0.006921927095314029,0.008980116903243518
13,26,Sep7,0.1,body_rate_rmse_rad_s,3,3,-0.005779968052182727,-0.013153906738298304,-0.0020387097716648706
13,26,Sep7,0.2,body_rate_rmse_rad_s,3,3,-0.007582458934718835,-0.010380073126689648,-0.004259702191673376
13,26,Sep7,0.5,body_rate_rmse_rad_s,3,2,-0.00445388865316602,-0.009518734149863928,0.0032411778538476987
13,26,Sep7,1.0,body_rate_rmse_rad_s,3,3,-0.004621289401649076,-0.005378974045254448,-0.004207182039683621
5,13,ALL,0.1,position_rmse_m,3,3,-0.0007233578308754341,-0.0007599576275911998,-0.000697210576382501
5,13,ALL,0.2,position_rmse_m,3,3,-0.0024188703222374993,-0.002569043028599602,-0.002323417299973096
5,13,ALL,0.5,position_rmse_m,3,3,-0.0046323984395969615,-0.005719142396103105,-0.003981913743456383
5,13,ALL,1.0,position_rmse_m,3,3,-0.009043742421429949,-0.015563416819247278,-0.005492434718084749
5,13,Sep17,0.1,position_rmse_m,3,3,-0.000347338257364867,-0.0004884591121889006,-0.0001470175172782022
5,13,Sep17,0.2,position_rmse_m,3,3,-0.002199152865858464,-0.0027635178378662972,-0.0014438366645041986
5,13,Sep17,0.5,position_rmse_m,3,3,-0.003534380319693766,-0.004606486921902492,-0.0017947720279183066
5,13,Sep17,1.0,position_rmse_m,3,3,-0.0039032766677988273,-0.005866001156318301,-0.001007809413344718
5,13,Sep7,0.1,position_rmse_m,3,3,-0.0010575974517737022,-0.0013047932812028026,-0.0008827674334435029
5,13,Sep7,0.2,position_rmse_m,3,3,-0.0026141747279078004,-0.0031822075035936037,-0.002264140148656002
5,13,Sep7,0.5,position_rmse_m,3,3,-0.005608414546177674,-0.00920747161226751,-0.0037863863960749256
5,13,Sep7,1.0,position_rmse_m,3,3,-0.013613045313546382,-0.02850173451338278,-0.006075914970841367
5,13,ALL,0.1,velocity_rmse_m_s,3,3,-0.03988650912370986,-0.0420596886750397,-0.03701182611564349
5,13,ALL,0.2,velocity_rmse_m_s,3,3,-0.03631522309538626,-0.0393581780768143,-0.0339773771180264
5,13,ALL,0.5,velocity_rmse_m_s,3,3,-0.021545078426933133,-0.02439307939841817,-0.01734330881282753
5,13,ALL,1.0,velocity_rmse_m_s,3,3,-0.026528137751296327,-0.041659909947525,-0.013414797804915168
5,13,Sep17,0.1,velocity_rmse_m_s,3,3,-0.036159178625506196,-0.03948418073924659,-0.03222611851409368
5,13,Sep17,0.2,velocity_rmse_m_s,3,3,-0.032025108217136646,-0.03528690099615911,-0.0287725953401384
5,13,Sep17,0.5,velocity_rmse_m_s,3,3,-0.014774006308939566,-0.023744802009453003,-0.0062561423732021
5,13,Sep17,1.0,velocity_rmse_m_s,3,3,-0.019470923133063534,-0.024787267690785764,-0.015158332459300983
5,13,Sep7,0.1,velocity_rmse_m_s,3,3,-0.043199691788779825,-0.044349029062411505,-0.04126578842813228
5,13,Sep7,0.2,velocity_rmse_m_s,3,3,-0.04012865854271926,-0.04297709103739669,-0.03860384980948239
5,13,Sep7,0.5,velocity_rmse_m_s,3,3,-0.02756380919848304,-0.03769236235519963,-0.0200297392738622
5,13,Sep7,1.0,velocity_rmse_m_s,3,3,-0.0328012174119476,-0.06227567945723245,-0.011864989223238864
5,13,ALL,0.1,attitude_error_deg,3,3,-0.09029193547649846,-0.11081378068842573,-0.07425787188189292
5,13,ALL,0.2,attitude_error_deg,3,3,-0.14407796903135303,-0.1890192940940545,-0.10781922654247822
5,13,ALL,0.5,attitude_error_deg,3,3,-0.24889089464130798,-0.2653756969996035,-0.21674389388822846
5,13,ALL,1.0,attitude_error_deg,3,3,-0.2016905914677413,-0.2876050318561756,-0.13848411833903995
5,13,Sep17,0.1,attitude_error_deg,3,3,-0.08535019125690264,-0.10580144320172535,-0.06773931527292443
5,13,Sep17,0.2,attitude_error_deg,3,3,-0.152611426423192,-0.1982994510760756,-0.11300848475855574
5,13,Sep17,0.5,attitude_error_deg,3,3,-0.29553307976511495,-0.3767878321419378,-0.22044007228595053
5,13,Sep17,1.0,attitude_error_deg,3,3,-0.2593143511118334,-0.42047955210256394,-0.08953486254875642
5,13,Sep7,0.1,attitude_error_deg,3,3,-0.09468459700502763,-0.11526919178771489,-0.06692281106930054
5,13,Sep7,0.2,attitude_error_deg,3,3,-0.1364926735719402,-0.18077026566559073,-0.07341290041584081
5,13,Sep7,0.5,attitude_error_deg,3,3,-0.2074311745312558,-0.24404624111706585,-0.16478888049755946
5,13,Sep7,1.0,attitude_error_deg,3,3,-0.15046947178410353,-0.1819945679304027,-0.09991950022919127
5,13,ALL,0.1,body_rate_rmse_rad_s,3,3,-0.031024157787881035,-0.03666673699124057,-0.02095650723784115
5,13,ALL,0.2,body_rate_rmse_rad_s,3,3,-0.02523952772560778,-0.02749893217812971,-0.022585812593219345
5,13,ALL,0.5,body_rate_rmse_rad_s,3,3,-0.021016469460286086,-0.026613973115253486,-0.013354254353555417
5,13,ALL,1.0,body_rate_rmse_rad_s,3,3,-0.02090116803902131,-0.024128950802403404,-0.018875268998002737
5,13,Sep17,0.1,body_rate_rmse_rad_s,3,3,-0.024856486176617287,-0.030750331080481086,-0.02119984942046227
5,13,Sep17,0.2,body_rate_rmse_rad_s,3,3,-0.025852721357690418,-0.028994168338264736,-0.02366700470360028
5,13,Sep17,0.5,body_rate_rmse_rad_s,3,3,-0.02161382766595858,-0.02358151864897018,-0.020446703563764324
5,13,Sep17,1.0,body_rate_rmse_rad_s,3,3,-0.01476077102124329,-0.018774091872473253,-0.012017235255709302
5,13,Sep7,0.1,body_rate_rmse_rad_s,3,3,-0.03650653255344886,-0.048115344435982754,-0.01947848875689251
5,13,Sep7,0.2,body_rate_rmse_rad_s,3,3,-0.02469446671931219,-0.026288813849268178,-0.021624752939547576
5,13,Sep7,0.5,body_rate_rmse_rad_s,3,3,-0.020485484388577224,-0.032095990494354965,-0.006724026414367978
5,13,Sep7,1.0,body_rate_rmse_rad_s,3,3,-0.026359298721490676,-0.028888825406785723,-0.023661298386851937
5,26,ALL,0.1,position_rmse_m,3,3,-0.0009034371279959657,-0.0009529835653788038,-0.000837803796511695
