model,seed,cohort,horizon_s,position_rmse_m,velocity_rmse_m_s,attitude_error_deg,body_rate_rmse_rad_s,delta_v_rmse_m_s,delta_omega_rmse_rad_s,velocity_x_rmse_m_s,velocity_y_rmse_m_s,velocity_z_rmse_m_s,body_rate_p_rmse_rad_s,body_rate_q_rmse_rad_s,body_rate_r_rmse_rad_s,n_flights,n_windows,history_steps
B2_StandardGRU,42,Sep17,0.2,0.04073548466848858,0.2292053747700307,2.452783828045594,0.5399800084380432,0.2292053747700307,0.5399800084380432,0.10816566811010542,0.0952499066708711,0.17559607669608895,0.45935748272619453,0.2404559748172329,0.14881565359597015,8,1101,13
B2_StandardGRU,42,Sep17,0.5,0.12948853239876174,0.37890428150685995,4.696753347815723,0.5582613285187674,0.37890428150685995,0.5582613285187674,0.20246005406945838,0.18362637869837192,0.2602947111967047,0.474723164948104,0.24622662402967602,0.15869453721458965,8,1101,13
B2_StandardGRU,42,Sep17,1.0,0.37120803174109895,0.7116023342496123,7.730772978561884,0.6137721965017782,0.7116023342496123,0.6137721965017782,0.4242002931959938,0.44465762494265226,0.35555272909345836,0.49526606269313467,0.3107130921116706,0.18352220650978004,8,1101,13
B2_StandardGRU,42,Sep7,0.1,0.05011419481339081,0.14610106603239986,1.3559048398574076,0.566536779896308,0.14610106603239986,0.566536779896308,0.06720124934947698,0.0700675691672929,0.10321986973446227,0.5037760222864581,0.21795294298168394,0.13651712698310442,9,1481,13
B2_StandardGRU,42,Sep7,0.2,0.09728729278760476,0.18385576485930488,2.074223734640729,0.593874453320703,0.18385576485930488,0.593874453320703,0.0846007903802178,0.09168091306498015,0.1330584593721652,0.5375689153788457,0.2075679268736189,0.14030741788252193,9,1481,13
B2_StandardGRU,42,Sep7,0.5,0.2504962205312153,0.35113522822667936,3.692536756440584,0.6235101070772044,0.35113522822667936,0.6235101070772044,0.2005536896149841,0.2032319012601666,0.20233780127457432,0.5610173306235569,0.23152383801453957,0.13826171183914124,9,1481,13
B2_StandardGRU,42,Sep7,1.0,0.5751570161922177,0.6386145112230238,6.0081062324339545,0.6217020481677866,0.6386145112230238,0.6217020481677866,0.3904405516774615,0.4150451890527787,0.2831675718043784,0.5382174791359161,0.2713943615011818,0.14690022654972223,9,1481,13
B2_StandardGRU,17,ALL,0.1,0.035362451832502986,0.14035855362762464,1.3845081999116717,0.5438908711237967,0.14035855362762464,0.5438908711237967,0.06245899928869085,0.06368893881046389,0.1039646517113139,0.4762783239684384,0.2220844076613292,0.13502715242563715,17,2582,26
B2_StandardGRU,17,ALL,0.2,0.07037190053473635,0.191337249956398,2.153924950052745,0.5642465257049663,0.191337249956398,0.5642465257049663,0.08804070146912818,0.08925993193624204,0.14163087663505067,0.4988074968435311,0.21699200547669906,0.1456706482653244,17,2582,26
B2_StandardGRU,17,ALL,0.5,0.19181756174914597,0.3512097180469291,4.033739771723627,0.5987111840019169,0.3512097180469291,0.5987111840019169,0.18695265610987355,0.18616324680223692,0.22673953078944797,0.5234362960146132,0.24350756552482727,0.15348245796622753,17,2582,26
B2_StandardGRU,17,ALL,1.0,0.4710118358619498,0.6397393092867328,6.743670494699981,0.6179617016979126,0.6397393092867328,0.6179617016979126,0.3841710713506121,0.40668320924807055,0.306596792816769,0.5146079867613828,0.294705714091293,0.16743041035874964,17,2582,26
B2_StandardGRU,17,Sep17,0.1,0.018732196056147968,0.14915633314651408,1.4554005293162402,0.5271383388882338,0.14915633314651408,0.5271383388882338,0.0646648400734976,0.06041526430527262,0.11964479797643533,0.45525084061902554,0.22912816309620085,0.12985899294251352,8,1101,26
B2_StandardGRU,17,Sep17,0.2,0.04013913313889041,0.21956426359757708,2.315408116422238,0.5362156869348987,0.21956426359757708,0.5362156869348987,0.10107149512043376,0.09271941313819362,0.16912293677929507,0.4633663733843764,0.22220707228510672,0.1517490893710403,8,1101,26
B2_StandardGRU,17,Sep17,0.5,0.12703654598931655,0.36104228813823613,4.526343428566673,0.5620904662494558,0.36104228813823613,0.5620904662494558,0.18169251153466995,0.17479359161586447,0.255984017775043,0.48269437832588835,0.23367331655829943,0.16700034361350172,8,1101,26
B2_StandardGRU,17,Sep17,1.0,0.3575994088262163,0.6744544644740484,7.675610016839577,0.6087628786367513,0.6744544644740484,0.6087628786367513,0.3970528246407614,0.4167900037458592,0.34945116963397477,0.49870986576381826,0.2930436391331126,0.18682440245442547,8,1101,26
B2_StandardGRU,17,Sep7,0.1,0.050144901411485227,0.1325383051663896,1.3214927959964997,0.5587820108887416,0.1325383051663896,0.5587820108887416,0.060498251924418184,0.06659887170396722,0.09002674392009487,0.49496942027902757,0.2158232917192211,0.13962107196619147,9,1481,26
B2_StandardGRU,17,Sep7,0.2,0.09724547155326607,0.16624657116423885,2.0103843577243063,0.5891628268339152,0.16624657116423885,0.5891628268339152,0.07645777377907878,0.08618483753450731,0.1171934898401667,0.5303107176961129,0.21235639053589225,0.14026758950468804,9,1481,26
B2_StandardGRU,17,Sep7,0.5,0.2494006868689943,0.34246965574354504,3.59586985452981,0.6312629331152156,0.34246965574354504,0.6312629331152156,0.19162834017672117,0.19626960696790133,0.2007444312466968,0.5596513339601464,0.25224912016174084,0.1414665596130949,9,1481,26
B2_StandardGRU,17,Sep7,1.0,0.5718228821159352,0.6088813935646745,5.915279808353674,0.6261384333078338,0.6088813935646745,0.6261384333078338,0.37272062398159045,0.39769939191670284,0.2685040134236973,0.528739649870329,0.29618311405411996,0.15019130627370447,9,1481,26
B2_StandardGRU,23,ALL,0.1,0.03548711053487918,0.14947617109493305,1.4246294529035894,0.5437161480655596,0.14947617109493305,0.5437161480655596,0.06403325724353344,0.06676385468005823,0.11318972087173407,0.47308855901810576,0.22675002666110886,0.1379027053172075,17,2582,26
B2_StandardGRU,23,ALL,0.2,0.07087549760215009,0.19876495637065858,2.2065952760482856,0.5695336495342366,0.19876495637065858,0.5695336495342366,0.08996049495969738,0.09259848730423606,0.14790078701675619,0.49911492450230904,0.22928845980118928,0.14448680356521165,17,2582,26
B2_StandardGRU,23,ALL,0.5,0.19447252396672082,0.3651877075519981,4.075688471845725,0.5976309396014523,0.3651877075519981,0.5976309396014523,0.200318157529241,0.19355842684300228,0.23137129699868625,0.5170257647813447,0.25558301366481967,0.15092699245631355,17,2582,26
B2_StandardGRU,23,ALL,1.0,0.48130270101640393,0.6528093336943108,6.542445487935679,0.6331251400447657,0.6528093336943108,0.6331251400447657,0.39383235323585736,0.4092846997892653,0.31410014086085647,0.5141008205211635,0.32710857783312036,0.16288493862009604,17,2582,26
B2_StandardGRU,23,Sep17,0.1,0.01908979797565265,0.15859305949784006,1.4761573607193075,0.5247899582661589,0.15859305949784006,0.5247899582661589,0.06598835687064868,0.06394067509547488,0.12850065819111206,0.4464973891431706,0.23533550863290875,0.13952249183706564,8,1101,26
B2_StandardGRU,23,Sep17,0.2,0.04130150419862942,0.22133990852341479,2.3854713925753384,0.5374336609896213,0.22133990852341479,0.5374336609896213,0.10223209497055835,0.09656293410948862,0.16813897174706893,0.45423989288750205,0.2444520563077917,0.14877804494115895,8,1101,26
B2_StandardGRU,23,Sep17,0.5,0.13392398963709676,0.38918049121549686,4.4925398588152055,0.5648123314414162,0.38918049121549686,0.5648123314414162,0.20416696624930963,0.19089365486271864,0.2665216199312714,0.4727473411431826,0.26281609828509844,0.1615311543660995,8,1101,26
B2_StandardGRU,23,Sep17,1.0,0.3842396949936463,0.6945381047741769,7.172736071181631,0.635914735532969,0.6945381047741769,0.635914735532969,0.41013788944536805,0.4129710278264238,0.3745629514644847,0.4950106325132614,0.3550117024049657,0.1775928655956699,8,1101,26
B2_StandardGRU,23,Sep7,0.1,0.05006249947641386,0.14137227029234903,1.3788268681785063,0.5605394278872491,0.14137227029234903,0.5605394278872491,0.06229539090831989,0.0692733476441323,0.09957999881006474,0.4967251544624926,0.21911848713062007,0.13646289507733356,9,1481,26
B2_StandardGRU,23,Sep7,0.2,0.0971634917386129,0.17869833223487527,2.0475942835797944,0.5980669726850055,0.17869833223487527,0.5980669726850055,0.07905240606115428,0.08907453458845602,0.1299112894787004,0.5390038414932485,0.21580970735087598,0.14067236678659187,9,1481,26
B2_StandardGRU,23,Sep7,0.5,0.24829344337083115,0.34386078873999915,3.7051539056506297,0.6268030357437067,0.34386078873999915,0.6268030357437067,0.19689699422251333,0.19592711304769886,0.20012656550305502,0.556384363570822,0.24915360511346074,0.1415010707587261,9,1481,26
B2_StandardGRU,23,Sep7,1.0,0.5675809285921884,0.6157170927344298,5.982187191717056,0.6306454996108073,0.6157170927344298,0.6306454996108073,0.3793385432718479,0.4060079637562355,0.2603554203242979,0.5310698765281875,0.3023058004359244,0.14981122575291927,9,1481,26
B2_StandardGRU,42,ALL,0.1,0.03516971733403742,0.14495216236968075,1.4130256429973742,0.5483794331513228,0.14495216236968075,0.5483794331513228,0.06282210294170426,0.06698598435181369,0.10827372594640182,0.4811185619357693,0.22368023487312283,0.13329613572595533,17,2582,26
B2_StandardGRU,42,ALL,0.2,0.06988022607147455,0.19619477972288252,2.2289348033561684,0.5650685449125675,0.19619477972288252,0.5650685449125675,0.08856058924050092,0.0930025526988592,0.1453232062865201,0.5005209740658307,0.2162412511631208,0.14333947818803705,17,2582,26
B2_StandardGRU,42,ALL,0.5,0.19089634297239788,0.35546537899543096,4.125763726825424,0.5933875807324946,0.35546537899543096,0.5933875807324946,0.19630284282202148,0.19068292865621111,0.22346592079836972,0.5222663461580447,0.23500730417088203,0.14865407810594172,17,2582,26
B2_StandardGRU,42,ALL,1.0,0.4697262323362134,0.650696611449709,6.791357065137423,0.6121323463723045,0.650696611449709,0.6121323463723045,0.3912014964702744,0.4178646673742013,0.3054550892877567,0.5184803036774818,0.2750308930557088,0.1673393798789284,17,2582,26
B2_StandardGRU,42,Sep17,0.1,0.018519275803981917,0.1521007175366403,1.4779260556898175,0.5302459665563373,0.1521007175366403,0.5302459665563373,0.0662365813502295,0.06477934853208883,0.1196169468102353,0.4575412196725678,0.230420827223765,0.13131798941105866,8,1101,26
B2_StandardGRU,42,Sep17,0.2,0.039687025497768764,0.2206793233100938,2.4276119983785844,0.5374540629190477,0.2206793233100938,0.5374540629190477,0.10234571670404191,0.09780079768574229,0.16639835516840684,0.46210062442706473,0.22711124872317812,0.1525227546268416,8,1101,26
B2_StandardGRU,42,Sep17,0.5,0.12689403723965162,0.3706077418279852,4.689643898170552,0.5558534135091175,0.3706077418279852,0.5558534135091175,0.1978849923420171,0.18485368436180266,0.250830237078541,0.4750833701305352,0.23735501609521525,0.1623828821177605,8,1101,26
B2_StandardGRU,42,Sep17,1.0,0.36266834263901937,0.6955118791321241,7.847912808215363,0.6074177776532983,0.6955118791321241,0.6074177776532983,0.4140936378728381,0.4379911384362216,0.343740368277398,0.4976883174289376,0.2894090102331772,0.19086966079333867,8,1101,26
B2_StandardGRU,42,Sep7,0.1,0.04997010980519786,0.13859789111016116,1.355336387270758,0.5644980701246431,0.13859789111016116,0.5644980701246431,0.05978701102301514,0.06894743841379133,0.0981908629563276,0.5020761995030596,0.21768859722810754,0.13505448800586353,9,1481,26
B2_StandardGRU,42,Sep7,0.2,0.09671862658143525,0.1744307409786947,2.052332852225132,0.5896147511290296,0.1744307409786947,0.5896147511290296,0.07630714260624226,0.08873744604385199,0.12658974061373188,0.534672395966956,0.20657903110973652,0.13517656579798856,9,1481,26
B2_StandardGRU,42,Sep7,0.5,0.24778728140150572,0.3420055009220494,3.624536907851976,0.6267512849310521,0.3420055009220494,0.6267512849310521,0.19489648769313653,0.19586447914012972,0.1991420841048841,0.5642067692936086,0.2329204491270303,0.1364506967621028,9,1481,26
B2_StandardGRU,42,Sep7,1.0,0.5648888009559414,0.610860817954229,5.852196404623697,0.6163230741225322,0.610860817954229,0.6163230741225322,0.37085292633466227,0.3999744708746276,0.2714237301858534,0.5369620692317433,0.2622503444535147,0.14642357462167485,9,1481,26
