history_steps,seed,flight_id,cohort,horizon_s,n_windows,metric,value
26,23,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.1,138,position_rmse_m,0.022164307199246346
26,23,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.2,138,position_rmse_m,0.041779709922326234
26,23,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.5,138,position_rmse_m,0.1301021955160833
26,23,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,1.0,138,position_rmse_m,0.36894017580037086
26,23,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.1,131,position_rmse_m,0.023259142940616102
26,23,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.2,131,position_rmse_m,0.04723982756458889
26,23,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.5,131,position_rmse_m,0.1357155389433662
26,23,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,1.0,131,position_rmse_m,0.36863612047155797
26,23,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.1,146,position_rmse_m,0.01621454128236992
26,23,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.2,146,position_rmse_m,0.038448105070989724
26,23,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.5,146,position_rmse_m,0.1307683854404035
26,23,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,1.0,146,position_rmse_m,0.3500410397562451
26,23,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.1,114,position_rmse_m,0.016176475977852704
26,23,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.2,114,position_rmse_m,0.04288389657547545
26,23,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.5,114,position_rmse_m,0.14792047390568594
26,23,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,1.0,114,position_rmse_m,0.40442819085501963
26,23,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.1,168,position_rmse_m,0.015184233466113937
26,23,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.2,168,position_rmse_m,0.028814084137349996
26,23,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.5,168,position_rmse_m,0.09568540061045067
26,23,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,1.0,168,position_rmse_m,0.3062480557857053
26,23,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.1,182,position_rmse_m,0.05964922872129752
26,23,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.2,182,position_rmse_m,0.11429651759810007
26,23,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.5,182,position_rmse_m,0.27441744044920074
26,23,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,1.0,182,position_rmse_m,0.6336872986828277
26,23,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.1,160,position_rmse_m,0.021408084198495145
26,23,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.2,160,position_rmse_m,0.04139787026688668
26,23,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.5,160,position_rmse_m,0.12217727883905113
26,23,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,1.0,160,position_rmse_m,0.3479184228165161
26,23,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.1,161,position_rmse_m,0.020577885987312
26,23,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.2,161,position_rmse_m,0.037788531988188746
26,23,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.5,161,position_rmse_m,0.11139300900752253
26,23,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,1.0,161,position_rmse_m,0.3434803732862088
26,23,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.1,150,position_rmse_m,0.02215892643325349
26,23,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.2,150,position_rmse_m,0.044494898103584125
26,23,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.5,150,position_rmse_m,0.10731706984934372
26,23,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,1.0,150,position_rmse_m,0.3115836701095942
26,23,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.1,155,position_rmse_m,0.059445097786546566
26,23,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.2,155,position_rmse_m,0.10699188195921608
26,23,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.5,155,position_rmse_m,0.23441708780312856
26,23,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,1.0,155,position_rmse_m,0.45960481009641146
26,23,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.1,140,position_rmse_m,0.08520552296343167
26,23,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.2,140,position_rmse_m,0.16557670511323902
26,23,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.5,140,position_rmse_m,0.42085448411357806
26,23,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,1.0,140,position_rmse_m,0.8591112622619135
26,23,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.1,201,position_rmse_m,0.03900484387253439
26,23,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.2,201,position_rmse_m,0.06945573146235774
26,23,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.5,201,position_rmse_m,0.19738628685761844
26,23,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,1.0,201,position_rmse_m,0.4497585155739368
26,23,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.1,164,position_rmse_m,0.12792867185874007
26,23,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.2,164,position_rmse_m,0.26565520501859374
26,23,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.5,164,position_rmse_m,0.6709929328075863
26,23,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,1.0,164,position_rmse_m,1.3968359487165825
26,42,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.1,130,position_rmse_m,0.01876662824695435
26,42,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.2,130,position_rmse_m,0.03880079706048106
26,42,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.5,130,position_rmse_m,0.12570405387743014
26,42,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,1.0,130,position_rmse_m,0.3978165589109359
26,42,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.1,145,position_rmse_m,0.0199606986413462
26,42,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.2,145,position_rmse_m,0.040591635320732886
26,42,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.5,145,position_rmse_m,0.1211338330240782
26,42,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,1.0,145,position_rmse_m,0.3535114875832967
26,42,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.1,144,position_rmse_m,0.015978486952122367
26,42,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.2,144,position_rmse_m,0.03517473118565172
26,42,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.5,144,position_rmse_m,0.11806332490354245
26,42,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,1.0,144,position_rmse_m,0.36712023366064034
26,42,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.1,153,position_rmse_m,0.01818482612941603
26,42,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.2,153,position_rmse_m,0.03974590467668504
26,42,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.5,153,position_rmse_m,0.14075102856010263
26,42,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,1.0,153,position_rmse_m,0.40742323064937996
26,42,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.1,138,position_rmse_m,0.02141733752474183
26,42,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.2,138,position_rmse_m,0.04014026354601289
26,42,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.5,138,position_rmse_m,0.12112850073163678
26,42,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,1.0,138,position_rmse_m,0.3431625497727713
26,42,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.1,131,position_rmse_m,0.022393611262463503
26,42,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.2,131,position_rmse_m,0.04419101312766866
26,42,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.5,131,position_rmse_m,0.1245508105849752
26,42,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,1.0,131,position_rmse_m,0.34032639178955293
26,42,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.1,146,position_rmse_m,0.016049531568611136
26,42,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.2,146,position_rmse_m,0.03842823003985313
26,42,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.5,146,position_rmse_m,0.1298482609629456
26,42,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,1.0,146,position_rmse_m,0.3187264415533827
26,42,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.1,114,position_rmse_m,0.015403086106199925
26,42,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.2,114,position_rmse_m,0.040423629025064745
26,42,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.5,114,position_rmse_m,0.133972485272502
26,42,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,1.0,114,position_rmse_m,0.3732598471921949
26,42,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.1,168,position_rmse_m,0.015487037436668058
26,42,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.2,168,position_rmse_m,0.03086006524258119
26,42,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.5,168,position_rmse_m,0.09982235296650886
26,42,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,1.0,168,position_rmse_m,0.30145936965189096
26,42,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.1,182,position_rmse_m,0.05926051573009461
26,42,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.2,182,position_rmse_m,0.1120569415359417
26,42,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.5,182,position_rmse_m,0.2702599143354788
26,42,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,1.0,182,position_rmse_m,0.6337792453412039
26,42,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.1,160,position_rmse_m,0.021540074865662104
26,42,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.2,160,position_rmse_m,0.04226068784668867
26,42,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.5,160,position_rmse_m,0.1265976573970025
26,42,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,1.0,160,position_rmse_m,0.3470010498614486
26,42,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.1,161,position_rmse_m,0.02064710527152164
26,42,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.2,161,position_rmse_m,0.03696015339539023
26,42,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.5,161,position_rmse_m,0.10780688014886482
26,42,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,1.0,161,position_rmse_m,0.3349359471975047
26,42,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.1,150,position_rmse_m,0.0218050962463779
26,42,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.2,150,position_rmse_m,0.04214234205758561
26,42,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.5,150,position_rmse_m,0.11022781051187286
26,42,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,1.0,150,position_rmse_m,0.32450514732433283
26,42,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.1,155,position_rmse_m,0.05914141330112705
26,42,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.2,155,position_rmse_m,0.10653266440707994
26,42,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.5,155,position_rmse_m,0.2318906538961374
26,42,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,1.0,155,position_rmse_m,0.4448460498547707
26,42,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.1,140,position_rmse_m,0.08535792368866908
26,42,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.2,140,position_rmse_m,0.16586136750408725
26,42,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.5,140,position_rmse_m,0.42092019665513497
26,42,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,1.0,140,position_rmse_m,0.8483005272314539
26,42,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.1,201,position_rmse_m,0.03874886845919221
26,42,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.2,201,position_rmse_m,0.06858825365238
26,42,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.5,201,position_rmse_m,0.1943123337857514
26,42,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,1.0,201,position_rmse_m,0.4639935170377682
26,42,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.1,164,position_rmse_m,0.12774295324746807
26,42,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.2,164,position_rmse_m,0.2652051635911827
26,42,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.5,164,position_rmse_m,0.6682477329167995
26,42,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,1.0,164,position_rmse_m,1.3851783551030985
1,17,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.1,130,velocity_rmse_m_s,0.5371310232924444
1,17,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.2,130,velocity_rmse_m_s,0.3806300843613441
1,17,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.5,130,velocity_rmse_m_s,0.46003877039812946
1,17,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,1.0,130,velocity_rmse_m_s,0.8000450200189121
1,17,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.1,145,velocity_rmse_m_s,0.4977066202530418
1,17,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.2,145,velocity_rmse_m_s,0.3376290710648542
1,17,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.5,145,velocity_rmse_m_s,0.3820848116639143
1,17,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,1.0,145,velocity_rmse_m_s,0.6892759908517697
1,17,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.1,144,velocity_rmse_m_s,0.4926101672279114
1,17,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.2,144,velocity_rmse_m_s,0.3337361845252519
1,17,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.5,144,velocity_rmse_m_s,0.4124029265949655
1,17,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,1.0,144,velocity_rmse_m_s,0.6982760341214616
1,17,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.1,153,velocity_rmse_m_s,0.5042078848496212
1,17,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.2,153,velocity_rmse_m_s,0.37548017117627625
1,17,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.5,153,velocity_rmse_m_s,0.43558488905736553
1,17,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,1.0,153,velocity_rmse_m_s,0.7882592086097964
1,17,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.1,138,velocity_rmse_m_s,0.44398591965221496
1,17,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.2,138,velocity_rmse_m_s,0.28218064675136756
1,17,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.5,138,velocity_rmse_m_s,0.3669977711844947
1,17,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,1.0,138,velocity_rmse_m_s,0.6600651965943334
1,17,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.1,131,velocity_rmse_m_s,0.48306022538839694
1,17,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.2,131,velocity_rmse_m_s,0.322130884482223
1,17,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.5,131,velocity_rmse_m_s,0.32296288259987976
1,17,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,1.0,131,velocity_rmse_m_s,0.6643990071627924
1,17,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.1,146,velocity_rmse_m_s,0.46912043728239716
1,17,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.2,146,velocity_rmse_m_s,0.3296199843913153
1,17,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.5,146,velocity_rmse_m_s,0.3733473310455917
1,17,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,1.0,146,velocity_rmse_m_s,0.6336131245593133
1,17,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.1,114,velocity_rmse_m_s,0.49215300967433473
1,17,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.2,114,velocity_rmse_m_s,0.44485874119945684
1,17,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.5,114,velocity_rmse_m_s,0.422479588057296
1,17,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,1.0,114,velocity_rmse_m_s,0.7481218566223135
1,17,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.1,168,velocity_rmse_m_s,0.4884169797385322
1,17,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.2,168,velocity_rmse_m_s,0.3226151618020202
1,17,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.5,168,velocity_rmse_m_s,0.47460905802669007
1,17,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,1.0,168,velocity_rmse_m_s,0.6835929991902828
1,17,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.1,182,velocity_rmse_m_s,0.45101870914554876
1,17,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.2,182,velocity_rmse_m_s,0.35136280793961355
1,17,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.5,182,velocity_rmse_m_s,0.3459031055286664
1,17,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,1.0,182,velocity_rmse_m_s,0.6088564593149568
1,17,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.1,160,velocity_rmse_m_s,0.4578977822915413
1,17,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.2,160,velocity_rmse_m_s,0.31862457102514025
1,17,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.5,160,velocity_rmse_m_s,0.3504165492968214
1,17,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,1.0,160,velocity_rmse_m_s,0.6880032518328055
1,17,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.1,161,velocity_rmse_m_s,0.47791927895777436
1,17,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.2,161,velocity_rmse_m_s,0.351252956515552
1,17,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.5,161,velocity_rmse_m_s,0.5313471091857377
1,17,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,1.0,161,velocity_rmse_m_s,0.8037478010115641
1,17,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.1,150,velocity_rmse_m_s,0.5298154496705567
1,17,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.2,150,velocity_rmse_m_s,0.4030419195245734
1,17,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.5,150,velocity_rmse_m_s,0.38030811669706854
1,17,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,1.0,150,velocity_rmse_m_s,0.561500860387156
1,17,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.1,155,velocity_rmse_m_s,0.3974857714834991
1,17,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.2,155,velocity_rmse_m_s,0.29196583766136885
1,17,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.5,155,velocity_rmse_m_s,0.3472233037601478
1,17,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,1.0,155,velocity_rmse_m_s,0.5939960962048316
1,17,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.1,140,velocity_rmse_m_s,0.39240595326486594
1,17,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.2,140,velocity_rmse_m_s,0.35252969008844603
1,17,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.5,140,velocity_rmse_m_s,0.3549628368131604
1,17,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,1.0,140,velocity_rmse_m_s,0.606572788195514
1,17,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.1,201,velocity_rmse_m_s,0.3616885760544048
1,17,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.2,201,velocity_rmse_m_s,0.2823011389463751
1,17,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.5,201,velocity_rmse_m_s,0.5112976800296315
1,17,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,1.0,201,velocity_rmse_m_s,0.585782412298086
1,17,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.1,164,velocity_rmse_m_s,0.4131929252339596
1,17,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.2,164,velocity_rmse_m_s,0.32311975962100775
1,17,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.5,164,velocity_rmse_m_s,0.3948757557988869
1,17,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,1.0,164,velocity_rmse_m_s,0.745996212866364
1,23,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.1,130,velocity_rmse_m_s,0.5404992216885343
1,23,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.2,130,velocity_rmse_m_s,0.37139758446301707
1,23,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.5,130,velocity_rmse_m_s,0.4436254708725537
1,23,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,1.0,130,velocity_rmse_m_s,0.79973804794453
1,23,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.1,145,velocity_rmse_m_s,0.5072491005538421
1,23,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.2,145,velocity_rmse_m_s,0.3464539125276054
1,23,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.5,145,velocity_rmse_m_s,0.3952479223760775
1,23,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,1.0,145,velocity_rmse_m_s,0.5793537180323894
1,23,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.1,144,velocity_rmse_m_s,0.49936724841697183
1,23,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.2,144,velocity_rmse_m_s,0.3181817224271617
1,23,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.5,144,velocity_rmse_m_s,0.3560716982362059
1,23,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,1.0,144,velocity_rmse_m_s,0.6755481439793154
1,23,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.1,153,velocity_rmse_m_s,0.5086861925734432
1,23,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.2,153,velocity_rmse_m_s,0.40777967099078666
1,23,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.5,153,velocity_rmse_m_s,0.430043048104887
1,23,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,1.0,153,velocity_rmse_m_s,0.7167849151079516
1,23,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.1,138,velocity_rmse_m_s,0.441136514164527
1,23,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.2,138,velocity_rmse_m_s,0.2964768633043819
1,23,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.5,138,velocity_rmse_m_s,0.37133957087120806
1,23,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,1.0,138,velocity_rmse_m_s,0.6443151132607735
1,23,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.1,131,velocity_rmse_m_s,0.46888309114176413
1,23,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.2,131,velocity_rmse_m_s,0.3184709518979235
1,23,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.5,131,velocity_rmse_m_s,0.3149281848954594
1,23,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,1.0,131,velocity_rmse_m_s,0.6035002064472685
1,23,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.1,146,velocity_rmse_m_s,0.4622109590829285
1,23,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.2,146,velocity_rmse_m_s,0.3328065791895119
1,23,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.5,146,velocity_rmse_m_s,0.35490367637202885
1,23,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,1.0,146,velocity_rmse_m_s,0.6101469758247919
1,23,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.1,114,velocity_rmse_m_s,0.48576886390757595
1,23,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.2,114,velocity_rmse_m_s,0.43712345354549814
1,23,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.5,114,velocity_rmse_m_s,0.40624445687720157
1,23,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,1.0,114,velocity_rmse_m_s,0.6960022272797781
1,23,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.1,168,velocity_rmse_m_s,0.4794391330363469
1,23,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.2,168,velocity_rmse_m_s,0.3318838657998528
1,23,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.5,168,velocity_rmse_m_s,0.40365331081920547
1,23,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,1.0,168,velocity_rmse_m_s,0.594736120972019
1,23,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.1,182,velocity_rmse_m_s,0.4594712080603215
1,23,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.2,182,velocity_rmse_m_s,0.3388161119092691
1,23,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.5,182,velocity_rmse_m_s,0.3494357992046985
