steps,variant,log_id,n,finite,rmse
10,iv_attitude,9.12数据/log_11_2026-9-12-06-21-12.ulg,144,True,0.4630577772275543
10,iv_attitude,9.12数据/log_12_2026-9-12-06-29-44.ulg,129,True,0.47045919680973003
10,iv_attitude,9.12数据/log_2_2026-9-12-18-32-54.ulg,129,True,0.4364557667405752
10,iv_attitude,9.12数据/log_3_2026-9-12-18-40-02.ulg,135,True,0.49141805248686304
10,iv_attitude,9.12数据/log_7_2026-9-12-05-49-02.ulg,110,True,0.46880925567614784
10,iv_attitude,9.12数据/log_8_2026-9-12-05-55-30.ulg,183,True,0.4263731657804626
10,iv_attitude,9.12数据/log_9_2026-9-12-06-03-32.ulg,318,True,0.44993417471301655
10,iv_attitude,9.13数据/log_1_2026-9-13-06-11-06.ulg,90,True,0.44272036518233654
10,iv_attitude,9.13数据/log_2_2026-9-13-06-20-06.ulg,105,True,0.4487262597408726
10,iv_attitude,9.13数据/log_3_2026-9-13-06-31-26.ulg,131,True,0.4849328396984916
10,iv_attitude,9.13数据/log_4_2026-9-13-06-36-26.ulg,97,True,0.4637139426618599
10,iv_attitude,9.13数据/log_5_2026-9-13-06-42-40.ulg,127,True,0.4868665548586668
10,iv_attitude,9.13数据/log_7_2026-9-13-18-12-52.ulg,158,True,0.42555980281026223
10,iv_attitude,9.14数据/log_11_2026-9-14-18-13-22.ulg,82,True,0.532469639912456
10,iv_attitude,9.14数据/log_12_2026-9-14-18-20-30.ulg,124,True,0.48726563895593356
10,iv_attitude,9.14数据/log_13_2026-9-14-18-28-32.ulg,199,True,0.44823933763411644
10,iv_attitude,9.14数据/log_14_2026-9-14-18-34-22.ulg,50,True,0.5811605193755486
10,iv_attitude,9.15数据/log_10_2026-9-15-17-44-04.ulg,104,True,0.5071152664238474
10,iv_attitude,9.15数据/log_11_2026-9-15-17-51-56.ulg,95,True,0.5083151357707771
10,iv_attitude,9.15数据/log_12_2026-9-15-18-03-58.ulg,135,True,0.4723508944594186
10,iv_attitude,9.15数据/log_13_2026-9-15-18-10-58.ulg,123,True,0.4781585411623781
10,iv_attitude,9.15数据/log_14_2026-9-15-18-17-26.ulg,130,True,0.48254110624160734
10,iv_attitude,9.15数据/log_15_2026-9-15-18-23-44.ulg,110,True,0.5303325992955557
10,iv_attitude,9.16数据/log_1_2026-9-16-18-02-34.ulg,98,True,0.5354220102866133
10,iv_attitude,9.16数据/log_2_2026-9-16-18-08-46.ulg,118,True,0.46332332461022707
10,iv_attitude,9.16数据/log_3_2026-9-16-18-13-58.ulg,100,True,0.48618923969844635
10,iv_attitude,9.16数据/log_4_2026-9-16-18-20-50.ulg,101,True,0.5273526984508928
10,iv_attitude,9.16数据/log_5_2026-9-16-18-26-48.ulg,97,True,0.5055296918475976
10,iv_attitude,9.18数据/log_0_2026-9-18-18-15-06.ulg,135,True,0.6363389410364718
10,iv_attitude,9.18数据/log_1_2026-9-18-18-23-36.ulg,123,True,0.47731464903747484
10,iv_attitude,9.18数据/log_2_2026-9-18-18-29-40.ulg,130,True,0.46223540603375635
