transition_bin,horizon_s,n_rollouts,n_valid,n_failed,failure_pct,numerical_failure_pct,position_horizontal_m_finite_count,position_horizontal_m_median,position_horizontal_m_p90,position_horizontal_m_p95,position_horizontal_m_mean,position_horizontal_m_max,position_horizontal_m_rmse,position_horizontal_m_equal_log_rmse,position_vertical_m_finite_count,position_vertical_m_median,position_vertical_m_p90,position_vertical_m_p95,position_vertical_m_mean,position_vertical_m_max,position_vertical_m_rmse,position_vertical_m_equal_log_rmse,position_m_finite_count,position_m_median,position_m_p90,position_m_p95,position_m_mean,position_m_max,position_m_rmse,position_m_equal_log_rmse,velocity_m_s_finite_count,velocity_m_s_median,velocity_m_s_p90,velocity_m_s_p95,velocity_m_s_mean,velocity_m_s_max,velocity_m_s_rmse,velocity_m_s_equal_log_rmse,attitude_deg_finite_count,attitude_deg_median,attitude_deg_p90,attitude_deg_p95,attitude_deg_mean,attitude_deg_max,attitude_deg_rmse,attitude_deg_equal_log_rmse,body_rate_rad_s_finite_count,body_rate_rad_s_median,body_rate_rad_s_p90,body_rate_rad_s_p95,body_rate_rad_s_mean,body_rate_rad_s_max,body_rate_rad_s_rmse,body_rate_rad_s_equal_log_rmse,frequency_hz_finite_count,frequency_hz_median,frequency_hz_p90,frequency_hz_p95,frequency_hz_mean,frequency_hz_max,frequency_hz_rmse,frequency_hz_equal_log_rmse,phase_rad_finite_count,phase_rad_median,phase_rad_p90,phase_rad_p95,phase_rad_mean,phase_rad_max,phase_rad_rmse,phase_rad_equal_log_rmse,velocity_x_m_s_finite_count,velocity_x_m_s_median,velocity_x_m_s_p90,velocity_x_m_s_p95,velocity_x_m_s_mean,velocity_x_m_s_max,velocity_x_m_s_rmse,velocity_x_m_s_equal_log_rmse,velocity_y_m_s_finite_count,velocity_y_m_s_median,velocity_y_m_s_p90,velocity_y_m_s_p95,velocity_y_m_s_mean,velocity_y_m_s_max,velocity_y_m_s_rmse,velocity_y_m_s_equal_log_rmse,velocity_z_m_s_finite_count,velocity_z_m_s_median,velocity_z_m_s_p90,velocity_z_m_s_p95,velocity_z_m_s_mean,velocity_z_m_s_max,velocity_z_m_s_rmse,velocity_z_m_s_equal_log_rmse,body_rate_p_rad_s_finite_count,body_rate_p_rad_s_median,body_rate_p_rad_s_p90,body_rate_p_rad_s_p95,body_rate_p_rad_s_mean,body_rate_p_rad_s_max,body_rate_p_rad_s_rmse,body_rate_p_rad_s_equal_log_rmse,body_rate_q_rad_s_finite_count,body_rate_q_rad_s_median,body_rate_q_rad_s_p90,body_rate_q_rad_s_p95,body_rate_q_rad_s_mean,body_rate_q_rad_s_max,body_rate_q_rad_s_rmse,body_rate_q_rad_s_equal_log_rmse,body_rate_r_rad_s_finite_count,body_rate_r_rad_s_median,body_rate_r_rad_s_p90,body_rate_r_rad_s_p95,body_rate_r_rad_s_mean,body_rate_r_rad_s_max,body_rate_r_rad_s_rmse,body_rate_r_rad_s_equal_log_rmse
0,0.2,241,240,1,0.4149377593360996,0.0,241,0.032451243099512736,0.062265000069647414,0.07955225561394211,0.03586036868205194,0.16014255311194264,0.04371456139488844,0.04040441772633464,241,0.06882095336914062,0.11318588256835938,0.1299152374267578,0.0675538268821368,0.16277122497558594,0.07712027179556796,0.07517494745533718,241,0.07857747916628458,0.1290683094103359,0.14190951421545198,0.08157816003997037,0.18899697336077334,0.08864817651689033,0.08556616841216277,241,0.48810135783995795,0.7740620918440941,0.862688510225358,0.4860967158690232,1.1348341331585048,0.533091045043892,0.520271818854968,241,2.74892039612639,4.769815632696384,5.730083498111152,2.927966139101462,7.663332352671516,3.258790059794495,3.184366894256508,241,0.6057948944683109,0.9880465318637837,1.159017196906266,0.6492198139814128,1.7107034204182483,0.7112103436259176,0.7037877279132931,241,0.15807723999023438,0.3306303024291992,0.3624563217163086,0.16819707882354862,0.44751667976379395,0.20237851522838915,0.20623987959821072,241,0.16913654792087132,0.3855871475860866,0.4431589095050228,0.1963561787245418,0.5804433527445809,0.23582889968991413,0.24043466488200918,241,0.11504173278808594,0.27527952194213867,0.3123035430908203,0.1292587760372157,0.39685678482055664,0.16186418672688407,0.15166661048280178,241,0.11628657579421997,0.3047060966491699,0.3540806770324707,0.139434476039098,0.6198718547821045,0.17843125784324118,0.16685317145658335,241,0.4077935218811035,0.7218363881111145,0.8316976800560951,0.4091155842145619,1.1227947622537613,0.4755505583907058,0.4675498523317918,241,0.34120234847068787,0.7971370220184326,0.9582818746566772,0.39239307049602945,1.5224565863609314,0.49518445592963084,0.49017083791186583,241,0.3677341192960739,0.7387833148241043,0.8099227845668793,0.4005713205416474,1.1355527117848396,0.4708738101911797,0.46293988072603376,241,0.14698636531829834,0.3072592616081238,0.36755020916461945,0.1590380488964439,0.6165092289447784,0.1972063953380118,0.1940216203561229
0,0.5,241,238,3,1.2448132780082988,0.0,241,0.11175549324190334,0.2027650349660914,0.2445785435656445,0.12253757903262745,0.4372651391140234,0.1394166770022135,0.1317998032505585,241,0.1188812255859375,0.22374820709228516,0.2530250549316406,0.12271610829840063,0.42597007751464844,0.1477838542333767,0.13969544568157405,241,0.17994272773805767,0.29892861688727657,0.32738021404472994,0.18634518859404609,0.49884055376368813,0.20316760912707382,0.19233585440178486,241,0.5660354028522306,0.9715248708405285,1.09691329649904,0.620979920887802,1.4755058799606704,0.6680094127663609,0.6586200070015183,241,5.474055914206218,9.063430023549843,10.116957023284888,5.708785986180692,13.676044618152972,6.218519849337763,6.088943144755753,241,0.6350767852156869,1.0678312033836783,1.252942087342297,0.6724719703472304,1.7591109824696964,0.7357442921173377,0.727708695553912,241,0.1417853832244873,0.3085451126098633,0.33820629119873047,0.15746900451628498,0.4935002326965332,0.1897984266736396,0.18819511401800434,241,0.25739241364111365,0.5618347824541559,0.6339461712591544,0.2885277692000593,0.9806265087505324,0.35423100029170407,0.3398664692875352,241,0.2402791976928711,0.4857149124145508,0.5602221488952637,0.2592063526491561,0.9182429611682892,0.3126369280058862,0.3047698697560824,241,0.2468891143798828,0.49954748153686523,0.5672550201416016,0.2673200322894758,0.8511142730712891,0.31677985793939495,0.3083676210676953,241,0.3768544942140579,0.7998932152986526,0.9316594004631042,0.4181686778711271,1.336407095193863,0.4981417954713271,0.4934685178511401,241,0.3202893137931824,0.9001972824335098,1.1107470393180847,0.4164781068293262,1.6508100628852844,0.5347814078278346,0.523814569224466,241,0.35472074151039124,0.7177042029798031,0.8198003694415092,0.39375049617437113,1.1942641343921423,0.4603504796570172,0.46198304127272055,241,0.12243351340293884,0.34091557562351227,0.4087798222899437,0.1591994784534735,0.6960846483707428,0.20834093477873186,0.1961669276540764
0,1.0,241,233,8,3.319502074688797,0.0,241,0.39975705494523583,0.6019247166787174,0.7371898113831769,0.4110877024185471,1.3188955034851086,0.45097049494135416,0.4346254873601597,241,0.19253921508789062,0.5168323516845703,0.5614852905273438,0.24243064540055778,0.9474601745605469,0.30621000969434026,0.28945985736672164,241,0.4784592316622064,0.7467547692141211,0.8962131326802533,0.5062440775194039,1.4334402954402439,0.5451045379967571,0.5223732810060862,241,1.002415093154723,1.6054295147737483,1.8624534146488596,1.0390088936897948,2.498688494681039,1.1329179264668807,1.0811130828604896,241,8.565578504446723,15.338528146970729,18.02454481064298,9.354334026482485,24.925576234145087,10.338587452602116,9.861826551812912,241,0.6312480895436583,1.078076332211168,1.2749413068309277,0.6719157620443585,1.9474159322764684,0.7482876410274856,0.7002038651330872,241,0.14701533317565918,0.365706205368042,0.40093016624450684,0.17105624388857008,0.5327723026275635,0.21093677102818695,0.20985157886278283,241,0.4187461285725007,1.0280577727891114,1.186898621044968,0.49802444694684084,1.6588394086067098,0.6099144994113023,0.56459735804341,241,0.41899776458740234,1.0238385424017906,1.1726582050323486,0.5094164903710414,2.2438666820526123,0.6344736694936941,0.6122241488271181,241,0.4699840545654297,1.0388591885566711,1.1473851203918457,0.5130594462712771,1.9703729152679443,0.6269981974954159,0.5884900537142651,241,0.42694245278835297,1.1483400464057922,1.433609277009964,0.5456836820305693,2.0084906220436096,0.6984407284564114,0.6619825008727372,241,0.3173743486404419,0.8932076618075371,1.107495479285717,0.39873960707650646,1.7324893176555634,0.5300179705430479,0.4756316495406396,241,0.38976093381643295,0.7807263061404228,0.8488342091441154,0.4046551875047448,1.2971482016146183,0.48342804136225875,0.47194928317063356,241,0.11984208598732948,0.3610895723104477,0.40741123259067535,0.16013189332950492,0.8783523216843605,0.21286773696490038,0.19411763520937703
0,2.0,241,219,22,9.12863070539419,0.0,241,1.4025731783992508,2.5954251621974014,3.0402271362214197,1.5304559630346537,5.9464736816219865,1.7465043122889907,1.6561056280081299,241,0.4628143310546875,1.1755199432373047,1.4049549102783203,0.5456852655687767,2.2155017852783203,0.7049874223310783,0.6378726767672399,241,1.582993788259732,2.7647066997190666,3.1405167665740006,1.6927103094301947,6.014139369454734,1.8834236322423743,1.7768653521542526,241,1.5568296471331236,3.0738943604310176,3.7533415852876177,1.7893985681149505,7.056154855092045,2.056202940995547,1.8984141897712838,241,12.902796845847531,27.909872900951513,33.64241807359321,15.328496674323642,54.736761241272355,17.912658138977637,16.680434506085728,241,0.6771628751500413,1.1691203096354275,1.303587615397436,0.7067735602056477,1.6843974926256946,0.7874818807999141,0.7393942871845944,241,0.16025662422180176,0.35917067527770996,0.406116247177124,0.17958116036727714,0.551260232925415,0.21687216519407224,0.21785056759174787,241,0.6467652965890309,1.5000025028734854,1.7110912007276724,0.7379456423535884,3.094920561550687,0.9159183817354433,0.8690296529986089,241,0.7558064460754395,2.087956666946411,2.5947275161743164,1.025635368673757,6.903707265853882,1.3765692782657486,1.256727930670536,241,0.825007438659668,2.172391891479492,2.794914960861206,1.0378028129950103,4.457121729850769,1.3465677818770099,1.2103319959238437,241,0.4822153076529503,1.2178838849067688,1.4022523164749146,0.571057322840844,2.280025601387024,0.7209596143366722,0.695809454313781,241,0.3448108360171318,0.9898533225059509,1.1635800004005432,0.43596941500339903,1.5739962863735855,0.5723255151225063,0.5319012582718281,241,0.35414403304457664,0.7656698189675808,0.8625415824353695,0.39581225948172516,1.2512401789426804,0.47827162727286227,0.4521267988775234,241,0.1391851305961609,0.46815095841884613,0.5329686142504215,0.18802468058630473,0.8667747974395752,0.25264098613189456,0.239772897519416
0,3.0,241,200,41,17.012448132780083,0.0,241,2.9455242154858072,5.8309653909577035,7.7404777683177475,3.418517267360788,15.340106662771152,4.063568161943696,3.7985263024572773,241,0.6355724334716797,1.5943412780761719,2.0949673652648926,0.7933767336532783,3.3655853271484375,1.0389184990054876,0.9293486450152674,241,3.1184979686634287,5.999262177312123,7.772346500167658,3.6055896955569016,15.506645986193314,4.19427441333281,3.913565121191278,241,2.008975205043809,4.7642782017254675,6.170620034101327,2.6145139887619617,13.017043475462652,3.1829471731566246,2.9464340383507888,241,16.51218008619467,43.37288535006023,53.19973962418139,21.95055337776761,99.05492864044652,27.126333812495673,24.648091459982442,241,0.6870827937779991,1.1738577920562059,1.329229460712503,0.7017570641850311,1.951869661352503,0.7811023066878341,0.7425894412235795,241,0.1677837371826172,0.34911561012268066,0.3903534412384033,0.180415664965681,0.5420691967010498,0.21512164241773699,0.21021609989441997,241,0.7893589146962654,2.012472200785837,2.3031415325455744,0.9333187145939991,3.098068911052721,1.1714620689953554,1.1393364271791138,241,1.086164951324463,3.4596673250198364,4.3800380527973175,1.6109093464862678,12.131749391555786,2.3108791665608512,2.111112450939852,241,1.1965808868408203,3.464204788208008,4.604691416025162,1.550837089891132,7.115076541900635,2.0799858935392996,1.9025070281482148,241,0.5141030214726925,1.058291494846344,1.3162531852722168,0.5566674103029072,2.116823434829712,0.6816515732676738,0.650197262009337,241,0.3514118976891041,0.9883864298462868,1.1647037230432034,0.43245568028235754,1.8882218822836876,0.5659490053592463,0.5315796982364813,241,0.3627941682934761,0.7532318290323019,0.8461949117481709,0.39288229017645987,1.2281261906027794,0.4714383363667433,0.4561952738684306,241,0.16124679893255234,0.4305561138316989,0.5402381233870983,0.19986151179786157,0.9208423644304276,0.259939284929563,0.2396875383107092
0,5.0,241,173,68,28.21576763485477,0.0,241,7.226842273751974,17.81478770988479,21.563441426803667,9.081639421318606,45.548065440544036,11.264591897038905,10.301937029667597,241,0.9527549743652344,2.3248653411865234,2.9867191314697266,1.1595359365475129,4.584925651550293,1.4565697160424935,1.3455406532089547,241,7.319916015326993,17.819260335117143,21.573338713852475,9.257167150645177,45.562064907211024,11.35837250421585,10.391825195142559,241,2.9250814650474917,7.638819274920363,9.508920521612186,3.822213884911289,17.41350299020531,4.773183118791602,4.3678600250099775,241,24.48993741194776,70.45403503500805,96.82031341896811,34.018307141667805,167.665777219195,43.53001421952052,39.45213840971961,241,0.6735972518655298,1.153011970731471,1.3395426419162062,0.699292609457402,2.0961014389531725,0.7866268834682391,0.747471134025589,241,0.14170503616333008,0.3557779788970947,0.4035208225250244,0.17150343404271295,0.5410246849060059,0.21063367908351896,0.20840668277038404,241,1.1865302018482424,2.623337393789896,2.8508785279472946,1.3278752578874706,3.1144806824617604,1.5841197026577913,1.492753120587227,241,1.9297224879264832,5.1551525592803955,6.675488710403442,2.4572255951410384,16.995803833007812,3.474597479644193,3.154940734309525,241,1.7033917903900146,5.293058753013611,6.733376741409302,2.3514720410170398,10.73013973236084,3.20391851202653,2.9253832170873353,241,0.4342886507511139,1.1092079058289528,1.311979740858078,0.531370118094214,2.106696903705597,0.6673496896388381,0.6346276742016638,241,0.2921664882451296,0.9627659916877747,1.1578440368175507,0.4046085627065562,2.0258834213018417,0.5533411938862891,0.5116866508855249,241,0.40787138044834137,0.7298603281378746,0.8484636843204498,0.4173742329945239,2.0721754543483257,0.4986102177996515,0.48820555121957565,241,0.16805271431803703,0.42161913588643074,0.5098647326231003,0.19870997810240204,0.6777771636843681,0.2529490613725117,0.23685739451797527
1,0.2,240,240,0,0.0,0.0,240,0.029899772899867092,0.06431686402690792,0.07337193196788848,0.03460926273090877,0.12600890957665295,0.04104028926080214,0.04080248093685847,240,0.067169189453125,0.11160049438476563,0.1203700065612793,0.06671764353911082,0.16425108909606934,0.07537477261317498,0.07476538090807365,240,0.0779374858014517,0.12075502143384936,0.1289794403057287,0.07970438327118883,0.17350471410868573,0.08582343321668123,0.08523423757639947,240,0.43684873270139585,0.7447317441614891,0.813156438007564,0.4659273234521992,1.128250530395041,0.5105940137343125,0.5115099915799767,240,2.5018909899994415,4.44850304970427,5.554925246979459,2.7261141802591737,9.100986447882047,3.0701117851560293,3.100113154948397,240,0.614778085620346,0.9871667615376489,1.07353266107825,0.6348979117849578,1.964506517681697,0.6898787074992732,0.6953604084664822,240,0.13683390617370605,0.3179406404495239,0.36639113426208497,0.15775951892137527,0.46588873863220215,0.19254182948625562,0.19256197232634203,240,0.16441794919357378,0.37197585814875467,0.4472520788969226,0.18672352466131284,0.6625053673041492,0.22815046825517538,0.22716468605078935,240,0.12828683853149414,0.32257118225097653,0.3842766761779784,0.15673011244895557,0.5425825119018555,0.195818377370509,0.19620966516817923,240,0.11062288284301758,0.2704625129699707,0.3184105157852171,0.13329052040353417,0.4436150789260864,0.16487428808916163,0.16461903958634255,240,0.38045114278793335,0.6890049401670694,0.782542448490858,0.3697924244722041,1.0916146636009216,0.4417894057946481,0.4410716427178255,240,0.32269675354473293,0.7514707580208778,0.8671115842182188,0.3615957005584884,1.4194625914096832,0.4508767818882448,0.4557627575611173,240,0.4251531017944217,0.7094772092998027,0.8411659836769101,0.42392611402319746,1.352129727602005,0.4854833274221638,0.48742738974244065,240,0.11375314742326736,0.3221494170837104,0.3980657376348971,0.14858570325983844,0.7245510816574097,0.1922204396261537,0.1925452868741387
1,0.5,240,230,10,4.166666666666666,0.0,240,0.12755953643068405,0.2106799355814778,0.2505104077018151,0.1332995106861087,0.39693559704143083,0.14737143841011488,0.14804451864112378,240,0.10665655136108398,0.21568355560302732,0.2473679542541503,0.11523466408252717,0.31351661682128906,0.13756758069711905,0.13785285174138134,240,0.18146689118862125,0.28488333826957224,0.3219051358328773,0.1880664719594579,0.4513847362061061,0.20160153798501798,0.20247334536268907,240,0.5907147615776316,0.9153266193535395,1.0286826058437573,0.6196815199292073,1.4379173071157785,0.6600275580456907,0.6637532268416899,240,5.162075417106568,8.684081214666039,9.902800830234185,5.463718929689477,15.495934478310836,6.003110769672559,6.0631237467127175,240,0.6385100368684878,1.0271501723048424,1.165118624327976,0.6676299497964574,1.793167966349613,0.7249338802667656,0.7329436099090045,240,0.13685297966003418,0.32689445018768304,0.37455190420150747,0.15418412884076435,0.5096211433410645,0.190613143455605,0.19081486439416723,240,0.21566082995102676,0.5358235102527483,0.6625154747448299,0.26864036442272515,0.9064851334002597,0.3336117801773866,0.33289871091033085,240,0.27765488624572754,0.5193197011947632,0.5925397634506223,0.2868295636571323,0.9763903617858887,0.3367743232056158,0.3366845533961674,240,0.24471664428710938,0.5026118278503418,0.5727969408035275,0.2644822681400304,0.7889471054077148,0.3163773201988188,0.31636303619420614,240,0.31365943141281605,0.7500423848628995,0.9113178819417953,0.38588416934459624,1.4242503345012665,0.47130120291907923,0.47336463021508185,240,0.32848145067691803,0.771011072397232,0.9310636147856712,0.38976589161902664,1.4679927378892899,0.4889454904582328,0.49310899571334155,240,0.43193304631859064,0.7450546808540821,0.8537135288119315,0.43513478358606034,1.7851802669465542,0.5045223206951174,0.5093001069450468,240,0.11360042728483677,0.28746895864605904,0.3341044349595903,0.139505934601281,0.7215768694877625,0.17865795823192587,0.17936941594383998
1,1.0,240,219,21,8.75,0.0,240,0.42517971190444914,0.6690633014949626,0.755278199772012,0.4461260570242826,1.1228347883402414,0.4812474673248093,0.48470905953335075,240,0.2066965103149414,0.47144527435302735,0.5797791481018065,0.23937419950962066,0.9141645431518555,0.29846175593479995,0.3009692888371057,240,0.4981630756592341,0.7680346350640377,0.8859159780556733,0.5339514805471014,1.4192873680462699,0.566284861674959,0.5706597892600165,240,1.0145194576464207,1.5433275021827648,1.7316333870642542,1.0400098064369867,2.4218926143220583,1.1164429970643928,1.124826305927425,240,8.405069962487453,13.987846773188693,15.729340323668703,9.033075028243145,27.92897532085369,9.733374403788238,9.857293003070204,240,0.6677488968952959,1.0563059722196988,1.1880477377188725,0.6868627537851192,1.78214508603435,0.7451717286611468,0.7497914794225546,240,0.1387791633605957,0.31457862854003904,0.35580366849899286,0.1565073698759079,0.5192272663116455,0.19009069195231587,0.19049149990313602,240,0.3902697817066709,0.9699843960990423,1.1566730736131559,0.4750534498120341,1.675422641373963,0.5977610983794269,0.600326260899028,240,0.4602445363998413,1.0037008047103881,1.1342567503452297,0.5076081866553674,2.218698024749756,0.6154946119488736,0.6208704786333998,240,0.4786374568939209,1.0258389949798583,1.3154654741287228,0.535396138112992,1.8886604309082031,0.6498390365334558,0.6571290412982155,240,0.46232347562909126,1.0710086956620215,1.2159727185964582,0.5454101547909279,1.8967190384864807,0.6673234410338807,0.6648504720928183,240,0.3247802257537842,0.8578657453879712,1.0483564104884862,0.40663887652917763,1.5169336572289467,0.5194630174834672,0.5243029106906005,240,0.4137764647603035,0.7649732546880841,0.847817401587963,0.42427517311492313,1.1271895170211792,0.49063752148713036,0.4864521834464027,240,0.12565935403108597,0.37745093852281564,0.47722548774909224,0.15843229419066726,0.6273402199149132,0.21145661770627658,0.21195929669669833
1,2.0,240,204,36,15.0,0.0,240,1.4463927171243889,2.611571013252086,3.0435098202516193,1.5340476603227209,4.336971136269538,1.7164230261822346,1.740545539656616,240,0.42261552810668945,1.0956709384918208,1.3309865951538074,0.5308890054623286,2.3058929443359375,0.6807600691062726,0.6904998361065999,240,1.553810327227823,2.650268294505689,3.173551077336281,1.6966238832503626,4.380084491193251,1.846494591516086,1.8732426724554068,240,1.4780769074702236,2.876125010809982,3.3503649717907464,1.7167975707735366,5.794410760519876,1.9345820258575517,1.9617802040422294,240,13.229634346654777,23.895975315185673,29.02215196153346,14.745956594396336,52.61595455363475,16.55293803933947,16.779122029202437,240,0.6440380343995202,0.9881333769045098,1.0562477611067929,0.6502261557782564,1.6219966876247223,0.7010519410486075,0.7043853128941862,240,0.14659512042999268,0.3366584539413452,0.36899207830429065,0.16750967899958294,0.5140538215637207,0.2042308186820938,0.2046314856705434,240,0.628157062684835,1.3803227614483327,1.7106252091093823,0.7339489245544061,2.9733087190939926,0.9234509578203777,0.9245996319740193,240,0.7585937976837158,1.8815493047237397,2.397353619337082,0.8999860082588081,4.010670185089111,1.1711157006550943,1.1818844440465346,240,0.8084054701030254,2.3859847724437713,2.8850561507046213,1.0462886470369994,4.132436275482178,1.3690661794127978,1.3911066449572709,240,0.5085491463541985,1.1569055795669554,1.3373232688754797,0.5787405473936815,1.83762326836586,0.7048073686038484,0.7103049931141355,240,0.2912731673568487,0.7821647219359874,0.9104829920455814,0.35442412525590045,1.5371313095092773,0.4492026162416388,0.4524242930579348,240,0.4112483039498329,0.7526428140699863,0.8203321677166968,0.42671333053537336,1.1175970062613487,0.4918606556776198,0.49123687885862494,240,0.1440126672387123,0.3658860236406326,0.44515984375029793,0.16959118225592343,0.7242029681801796,0.21854960307918464,0.21686965868832825
