initialization,horizon_s,n_rollouts,n_valid,n_failed,failure_pct,numerical_failure_pct,position_horizontal_m_finite_count,position_horizontal_m_median,position_horizontal_m_p90,position_horizontal_m_p95,position_horizontal_m_mean,position_horizontal_m_max,position_horizontal_m_rmse,position_horizontal_m_equal_log_rmse,position_vertical_m_finite_count,position_vertical_m_median,position_vertical_m_p90,position_vertical_m_p95,position_vertical_m_mean,position_vertical_m_max,position_vertical_m_rmse,position_vertical_m_equal_log_rmse,position_m_finite_count,position_m_median,position_m_p90,position_m_p95,position_m_mean,position_m_max,position_m_rmse,position_m_equal_log_rmse,velocity_m_s_finite_count,velocity_m_s_median,velocity_m_s_p90,velocity_m_s_p95,velocity_m_s_mean,velocity_m_s_max,velocity_m_s_rmse,velocity_m_s_equal_log_rmse,attitude_deg_finite_count,attitude_deg_median,attitude_deg_p90,attitude_deg_p95,attitude_deg_mean,attitude_deg_max,attitude_deg_rmse,attitude_deg_equal_log_rmse,body_rate_rad_s_finite_count,body_rate_rad_s_median,body_rate_rad_s_p90,body_rate_rad_s_p95,body_rate_rad_s_mean,body_rate_rad_s_max,body_rate_rad_s_rmse,body_rate_rad_s_equal_log_rmse,frequency_hz_finite_count,frequency_hz_median,frequency_hz_p90,frequency_hz_p95,frequency_hz_mean,frequency_hz_max,frequency_hz_rmse,frequency_hz_equal_log_rmse,phase_rad_finite_count,phase_rad_median,phase_rad_p90,phase_rad_p95,phase_rad_mean,phase_rad_max,phase_rad_rmse,phase_rad_equal_log_rmse,velocity_x_m_s_finite_count,velocity_x_m_s_median,velocity_x_m_s_p90,velocity_x_m_s_p95,velocity_x_m_s_mean,velocity_x_m_s_max,velocity_x_m_s_rmse,velocity_x_m_s_equal_log_rmse,velocity_y_m_s_finite_count,velocity_y_m_s_median,velocity_y_m_s_p90,velocity_y_m_s_p95,velocity_y_m_s_mean,velocity_y_m_s_max,velocity_y_m_s_rmse,velocity_y_m_s_equal_log_rmse,velocity_z_m_s_finite_count,velocity_z_m_s_median,velocity_z_m_s_p90,velocity_z_m_s_p95,velocity_z_m_s_mean,velocity_z_m_s_max,velocity_z_m_s_rmse,velocity_z_m_s_equal_log_rmse,body_rate_p_rad_s_finite_count,body_rate_p_rad_s_median,body_rate_p_rad_s_p90,body_rate_p_rad_s_p95,body_rate_p_rad_s_mean,body_rate_p_rad_s_max,body_rate_p_rad_s_rmse,body_rate_p_rad_s_equal_log_rmse,body_rate_q_rad_s_finite_count,body_rate_q_rad_s_median,body_rate_q_rad_s_p90,body_rate_q_rad_s_p95,body_rate_q_rad_s_mean,body_rate_q_rad_s_max,body_rate_q_rad_s_rmse,body_rate_q_rad_s_equal_log_rmse,body_rate_r_rad_s_finite_count,body_rate_r_rad_s_median,body_rate_r_rad_s_p90,body_rate_r_rad_s_p95,body_rate_r_rad_s_mean,body_rate_r_rad_s_max,body_rate_r_rad_s_rmse,body_rate_r_rad_s_equal_log_rmse
cold_repeated26,0.2,722,719,3,0.41551246537396125,0.0,722,0.03489519061548101,0.066241722931939,0.07829854070110114,0.03873024844027538,0.1786698186133989,0.04533240762561008,0.045044405359571486,722,0.07715034484863281,0.1350318908691406,0.15094957351684565,0.07712990714242253,0.20241928100585938,0.08847753434353482,0.08783742330221156,722,0.08986081320431591,0.14175968339860898,0.15707893694432765,0.09183059797402858,0.21810747549947354,0.0994147939928754,0.09878164541382325,722,0.5319920982097284,0.8970289664457614,1.0010700029506983,0.5578889412733987,1.3453906148212451,0.6151066679430798,0.6144989903914592,722,3.1366559700899037,5.623403805666867,6.467637034267692,3.3763957911726954,9.924652985353493,3.7461204409987343,3.7357734185046354,722,0.7259582356048261,1.1806867572986068,1.3389083788596108,0.753174950761024,2.6726466159754967,0.8209522906143505,0.8200850003642394,722,0.1412827968597412,0.33874950408935545,0.38660633563995317,0.16251833864856624,0.5480935573577881,0.200114785195717,0.20038684726452782,722,0.16587572750453816,0.3976200411574282,0.45530796999254136,0.19095844979212726,0.6680779919472215,0.2347590350046894,0.23466968954577583,722,0.131247878074646,0.3233182907104492,0.38283610939979545,0.1557776680999175,0.8154401779174805,0.1976766008134692,0.19628666320774063,722,0.13093531131744385,0.3124196052551269,0.3677665591239929,0.1532133067068012,0.700164794921875,0.19271427426229687,0.19190815315658571,722,0.45421160757541656,0.8429075568914414,0.9330719977617262,0.4707311576085908,1.2550568580627441,0.5496738878047844,0.549471256063425,722,0.401651106774807,0.9431048393249511,1.1499751966446636,0.47642148494966513,2.6361215710639954,0.59687627527027,0.595500552622274,722,0.40111993439495564,0.8341916263103485,0.9311821084469557,0.43955829068602364,1.3061197996139526,0.5187384440220604,0.5183995764478149,722,0.14216144243255258,0.36054442934691905,0.43987605571746813,0.17396815239427318,0.7482242584228516,0.22048084310889596,0.22067204907026844
cold_repeated26,0.5,722,705,17,2.3545706371191137,0.0,722,0.13288328915396624,0.23466777758363017,0.2731426707320112,0.13960868075236282,0.4994133715570951,0.157865734470477,0.15704042879055463,722,0.13830280303955078,0.29778213500976564,0.34240083694458,0.15526056834535254,0.5263633728027344,0.18781597453490614,0.18638053933105364,722,0.21184797279365852,0.35037862622215343,0.4004780281071102,0.2261015125130523,0.6055539721311026,0.2453496085393243,0.24394888021030448,722,0.6428872410823776,1.048371352214614,1.2043342596266644,0.6794631857888193,2.143251116435401,0.7378497015738217,0.7351258670143246,722,5.937339873195519,9.92978548313095,11.608876665209502,6.169643125691714,20.230358329366446,6.815364305359498,6.80372118725851,722,0.6737212899009672,1.1392161844471276,1.302978605690378,0.7084290462784396,2.0085632050329805,0.77625705203879,0.7762497612145615,722,0.13518083095550537,0.31369428634643554,0.3621647953987121,0.15443500191220946,0.5105490684509277,0.1884946886549721,0.18843879633616142,722,0.2500284428451529,0.5942566143757041,0.6829018248968143,0.28873158824315126,1.0642116596606357,0.3583522930853567,0.35743880175223264,722,0.2589040994644165,0.5818302154541015,0.6729587078094481,0.29081234143185236,1.4086999893188477,0.3565872426988155,0.3536906710013857,722,0.25505290925502777,0.5802530705928802,0.6745687335729598,0.2907906454159695,1.5567076057195663,0.3564717182494941,0.3545603387645574,722,0.38932809233665466,0.8558397114276886,1.0270632356405256,0.44016851681004693,1.8476309776306152,0.5386980922049819,0.5376544006526014,722,0.3670194046571851,0.9517894845455882,1.1311971768736835,0.4388682450341329,1.7367539256811142,0.5550044577424417,0.5528960073579717,722,0.4112604195252061,0.7851922944188118,0.8459216140210628,0.4270587027912322,1.810621216893196,0.5010181382319394,0.5016450294330719,722,0.12729430943727493,0.3408368468284606,0.4216052196919915,0.16070374886117442,0.9018049538135529,0.20862858837794063,0.20773906764599018
cold_repeated26,1.0,722,685,37,5.124653739612189,0.0,722,0.4519048879941309,0.7545294804975345,0.8681795398423433,0.4706198973674204,1.5878578129684509,0.522776513644848,0.5191855470683212,722,0.24703121185302734,0.5848035812377929,0.747465217113494,0.2921901168585484,1.1209306716918945,0.3678617880341489,0.3644536185285671,722,0.5599579315583625,0.9126185020656724,1.0495156612198486,0.5882778569912924,1.7220485033429884,0.6392320222848219,0.6346488876690513,722,1.0595384869829556,1.7617986268659973,2.0201027205772633,1.1283713182277182,2.8128956427615464,1.2242541390878783,1.2178780137350131,722,9.053651141053523,16.063531743320723,18.567038760796148,9.914358994116252,34.93375700873834,10.94399742238155,10.910984801799362,722,0.6707471583776061,1.0976630879740716,1.2392701183501622,0.6929776271562385,1.939572315497901,0.7618551384286495,0.7583869658578541,722,0.1414473056793213,0.3282050371170044,0.3844228386878966,0.16047152488845867,0.5176906585693359,0.19715654263643356,0.19719581310707596,722,0.4338674342496631,1.0146356638295935,1.1606651040122096,0.5001244952662928,1.875374350465215,0.61856767267382,0.6158507021135003,722,0.48492956161499023,1.1095592021942138,1.404941524565219,0.5600907103789949,2.500493049621582,0.7021149834900787,0.6973460766055948,722,0.5178098678588867,1.1676670014858246,1.3961885452270502,0.5867135632393619,2.498728394508362,0.7200926614810215,0.7132397848620443,722,0.49037522822618484,1.1683615090325474,1.3673912495374676,0.5652542528883396,2.2114312648773193,0.6980682673734053,0.6959529156993498,722,0.35025646165013313,0.9126935668289661,1.0975936913862823,0.41951367150430396,1.7583945393562317,0.5392681673134518,0.5334790812588813,722,0.40115846134722233,0.7804640397429466,0.8532328917644917,0.41582038902343504,1.3346095830202103,0.49083148125412907,0.4898370672957563,722,0.13301525823771954,0.3543234221637248,0.4527907252311706,0.1688569363112219,0.9519889056682587,0.2206752199101775,0.22007139275086063
cold_repeated26,2.0,722,613,109,15.096952908587259,0.0,722,1.5888198756032712,2.9183207058137985,3.4959213465159253,1.735773454254054,5.482891734588526,1.961736272003545,1.9441231726661528,722,0.5113239288330078,1.227512264251709,1.4520372629165645,0.5937173560550668,2.5254039764404297,0.7540154131702003,0.750912121406103,722,1.7345508321586558,3.0659109888812424,3.629480389533823,1.9028640745244143,5.496658403655316,2.1016537403179893,2.08501816085517,722,1.7342888017896398,3.3448255418442017,4.07271832249422,1.9687480055332822,7.040597604566007,2.2290568509698887,2.2086745184458065,722,14.4789686006077,28.955440892566344,35.24501891631173,16.606296526965316,61.29287363479007,19.02863357387136,18.899378583820088,722,0.672148355740315,1.125966795046838,1.2469351246202631,0.6963310772481526,1.810803525112964,0.7633449628168025,0.76039063157843,722,0.1462916135787964,0.33542711734771724,0.3825343370437622,0.16540700874170108,0.5508546829223633,0.20191782423256774,0.2017727637021937,722,0.659029185044588,1.5098938694955542,1.8610579253966288,0.7553170238436948,3.125804516537663,0.947033866173371,0.9414501492074698,722,0.897781491279602,2.312725710868835,2.852728188037869,1.096560168785296,6.593433380126953,1.431518036694062,1.4144037927361044,722,0.9404511451721191,2.5392784774303436,3.0946429491043075,1.1888533985600847,5.321916103363037,1.5331449002014856,1.5163944699664733,722,0.5142890475690365,1.2359791338443755,1.4485826671123505,0.606399801693898,2.2788752913475037,0.7542660475333304,0.7525059223070426,722,0.34268777444958687,0.9148687206208703,1.082724196091294,0.4142635051690563,1.764392325654626,0.5333858624107011,0.5281668374939062,722,0.3982674526050687,0.7502935748547316,0.8408723904751241,0.41175542210523486,1.3373644202947617,0.4862448019764646,0.485319857165044,722,0.15485738404095173,0.4346796857193112,0.5313983812928197,0.19254505486519255,0.9854335486888885,0.24851769874406734,0.2478242863532291
cold_repeated26,3.0,722,550,172,23.822714681440445,0.0,722,3.369587450483043,6.682343457492419,8.149092445335283,3.851826721867393,15.299052973654298,4.439046262973952,4.393349091354945,722,0.6904582977294922,1.7432054996490478,2.1099537551403045,0.8464721556845795,3.4444942474365234,1.0660111251069084,1.0614840987250773,722,3.5190749607142884,6.884978420657796,8.378844430184554,4.025598426331714,15.46705125036236,4.565250425077982,4.52081882586481,722,2.4437672241607338,5.380554141386128,6.320853025583953,2.8880187237057178,12.955144859734608,3.3888470287312544,3.3553890796743375,722,20.774217608888762,44.45799774925481,51.12214772823926,24.016475714431653,101.4309337307135,28.42785773486506,28.168956944502373,722,0.6765479200744116,1.1310127039865243,1.269707535028484,0.7065248370158335,1.9498130888944312,0.7752934853676445,0.7726413849240654,722,0.1461237668991089,0.33828325271606446,0.3840857028961179,0.16751265030488413,0.541703462600708,0.2034643563418899,0.20332088892514574,722,0.8344641639902974,2.031212808328895,2.4264233402842246,0.9822924080642775,3.132147218654737,1.2176328608744968,1.205563140489152,722,1.3017224073410034,3.592384386062622,4.640862905979154,1.7030287796158698,12.131221055984497,2.2861939682510606,2.247762994677243,722,1.4144896268844604,3.990381187200546,5.106010890007013,1.8169374762430601,9.574068546295166,2.3957239070225422,2.3807366400672816,722,0.509040174074471,1.1176114961504937,1.4204824194312082,0.5774364560382013,2.5629761666059494,0.7197973916275096,0.7163879411754337,722,0.34735251776874065,0.9133482798933982,1.1404583466239273,0.42511667279443394,1.8853062763810158,0.5467641635703769,0.5420836657984404,722,0.4022470416966826,0.7489626995287835,0.822538440302014,0.4127599638744858,1.3986314283683896,0.4842222474581077,0.4836970967584516,722,0.16918836534023285,0.4340479373931885,0.5104352598893455,0.2026167314938109,1.0148846842348576,0.2601110396644387,0.25904572502964546
cold_repeated26,5.0,722,446,276,38.227146814404435,0.0,722,8.726934944315952,19.152477949845768,23.108437432077913,10.327038548386051,45.38207140435051,12.241065533932566,12.104758288452,722,0.9953718185424805,2.4572634696960445,2.982299876213072,1.197889643940569,4.600020408630371,1.5115707677893324,1.5017025249362772,722,8.84949566155624,19.17436756200693,23.251184038758154,10.488360511401192,45.39490804278343,12.334039548828558,12.199065568739824,722,3.7126709889457423,8.488107469569858,10.323793401844826,4.350727439183839,17.374270213658747,5.204606928204427,5.143615602384765,722,31.32602842152582,76.86183544167338,92.56097556215536,38.59956569654399,166.41319226255644,47.1704353625179,46.59204243185511,722,0.6959189051318078,1.1488114812598518,1.3286316891938756,0.7181727192240324,2.0960794141017636,0.7910420348054228,0.7878604505610769,722,0.1431131362915039,0.3351021289825439,0.38041036128997796,0.16541347823975158,0.5396451950073242,0.20167088470874497,0.20160086122624374,722,1.3121971890113784,2.6559379633021742,2.9044280729962835,1.4002994595783307,3.1396379965617314,1.6392265024172556,1.634812697279892,722,1.9599937200546265,5.814217731356621,7.3772328913211815,2.628116995210687,16.908620834350586,3.529802805414017,3.463225587991907,722,2.1774998903274536,6.551603627204894,7.871969127655029,2.850235097474029,12.431854724884033,3.7597097107663435,3.731837299977827,722,0.47756409645080566,1.164095067977905,1.387217688560485,0.563484556170005,2.2262386977672577,0.7021455139599727,0.6981118423635133,722,0.33489166013896465,0.9159204138442874,1.1513808468356728,0.4241267522329231,2.0254253894090652,0.5528349192283425,0.5477392592812056,722,0.40627917647361755,0.7696699034422635,0.8521505262702701,0.42334892845021205,2.0699040200561285,0.5001502870000495,0.49910782071701887,722,0.17695522587746382,0.42944898903369905,0.5133461266756056,0.20904470270461212,0.9923725202679634,0.26451983540873447,0.26399523974863115
cold_single,0.2,722,720,2,0.2770083102493075,0.0,722,0.032829309152700645,0.06476115550205795,0.07668075089511288,0.03661188865195263,0.1805162270687897,0.04400313908474909,0.04374410431212285,722,0.07475948333740234,0.1293863296508789,0.14297804832458497,0.0750168786484779,0.1928424835205078,0.08588756600122209,0.08524157231395726,722,0.0856392377004574,0.1371043985991161,0.15456876880310683,0.08931819324240918,0.21719646092691697,0.0965036281334855,0.09588649678110887,722,0.474040991823586,0.8480441749191722,0.9407388444561595,0.507918848895006,1.3944851033403516,0.5661030448343038,0.5658817191994018,722,3.0488496875040765,5.344941073077089,6.12202838202986,3.298828389152482,9.542397146897594,3.637666517243773,3.6330079133623627,722,0.6851218257479226,1.1005859616140186,1.2219893183801556,0.6979810301811591,2.0064569954191125,0.7597387176003336,0.7590086878566973,722,0.1464855670928955,0.3262247800827026,0.37490813732147205,0.16255494613726715,0.5231213569641113,0.19706267025144905,0.19745320151832763,722,0.16841449720048374,0.3808042702280552,0.43232114589643944,0.18772372230827217,0.6536996155036121,0.22861341511153485,0.2286316507099157,722,0.11511972546577454,0.29738473892211914,0.37271504402160627,0.1426326479560275,0.7044169902801514,0.18264607328117133,0.18130996001688665,722,0.11646062880754471,0.2898352473974228,0.34823348522186254,0.1408796903349645,0.7032489776611328,0.17917098916991464,0.17851870492642624,722,0.39556728675961494,0.8079243347048759,0.8941097304224965,0.4256113951769722,1.3817514479160309,0.5049859660678832,0.5051264792315653,722,0.36776039376854897,0.8854572471231221,1.0025946721434593,0.4312965847966048,1.7143585681915283,0.5369365316155684,0.5356786499356829,722,0.40625331178307533,0.7708950489759445,0.8700288154184818,0.4263291469766433,1.3031116724014282,0.49774565490355993,0.4974119706640378,722,0.12914431933313608,0.33421868588775394,0.39677320253103954,0.15783003513015023,0.7447215616703033,0.2028579381297894,0.20312826671455056
cold_single,0.5,722,703,19,2.631578947368421,0.0,722,0.12294448709672584,0.22073745337940284,0.25880845054550516,0.1313225499192988,0.4691407632307522,0.15008904628548664,0.14944212534183196,722,0.1333599090576172,0.27638244628906244,0.31438779830932595,0.1443150865734449,0.48195838928222656,0.17404535744184066,0.17271894308707955,722,0.19958306859845965,0.3248486475432612,0.3805412512067782,0.21208104162037905,0.5700194414317408,0.22982277576851481,0.22866071190931497,722,0.6081710348729267,0.9709846649331056,1.1139378563183617,0.6410326768262102,2.32147562026534,0.6966988468671639,0.6946118933522374,722,5.4052363115414135,9.56872816399839,11.051629602916371,5.821836548763995,20.584977273204995,6.449033404647794,6.439963387216086,722,0.6583656522277241,1.112954862722464,1.2553796786467961,0.6924366705668445,1.9092011262317516,0.7564561624569195,0.756692414221064,722,0.13888537883758545,0.3148797988891601,0.35786162614822387,0.15554659221311026,0.48697853088378906,0.18865091032216355,0.18850934484048057,722,0.23448700085049978,0.5596558926929156,0.670426886184846,0.27845689448906324,1.0149016907122714,0.3448783682669918,0.3439759482549931,722,0.22995591163635254,0.5350023746490479,0.635692191123962,0.2687274912511543,1.3387718200683594,0.3293737543806607,0.32688358625108105,722,0.23664546012878418,0.5482317447662353,0.6040236949920653,0.2754307222885397,1.56079863011837,0.3383586436349285,0.3366770316135519,722,0.38501088321208954,0.7807087302207946,0.9736460737884043,0.41891747871910445,2.0062320232391357,0.5122652061469288,0.5114856583102767,722,0.3509061513468623,0.9075730130076408,1.1004862876608958,0.42115649274115674,1.633663922548294,0.5326929943549392,0.5307521144488477,722,0.41074808686971664,0.7586262352764607,0.8297723758965729,0.42495996163305993,1.8348740339279175,0.49800977015112424,0.4985517763208798,722,0.11881956830620766,0.3346020579338074,0.40226648338139015,0.15417498822554632,0.7973960638046265,0.20112276926853015,0.20064178496370086
cold_single,1.0,722,677,45,6.232686980609419,0.0,722,0.4223211599947561,0.6933374201271645,0.8182560509112563,0.44334762269107375,1.4960211847208114,0.49153169585688977,0.4885658659460879,722,0.2058858871459961,0.5505252838134765,0.6599455714225766,0.26158392693527516,1.2218170166015625,0.3347065072471749,0.3314515771494912,722,0.5180126917327913,0.8551244839732531,0.959539776495203,0.5453817739643825,1.595011894598542,0.594669533460016,0.5905768941587705,722,0.9915107425557763,1.653116696291989,1.8966010004994927,1.0590025402402004,2.779338483783298,1.153222485474411,1.1471978614446952,722,8.679943694527744,15.538756346958928,18.365697490271277,9.520220667704015,32.09224503297432,10.504557263105928,10.483500689611569,722,0.6691367626619219,1.086351377528183,1.2156266944367489,0.6834147115513489,1.9259902473623465,0.7516523187484435,0.7486534843963673,722,0.1414891481399536,0.3322413206100464,0.3823589920997619,0.1602465191706396,0.5181095600128174,0.19709089236239555,0.19709674398355084,722,0.41843082334889214,0.9716753207402817,1.1253920766679488,0.48438198794138654,1.784784350312627,0.599859927802804,0.5966705951711327,722,0.422787070274353,1.0106924533843993,1.2934750795364374,0.516485304647471,2.3903400897979736,0.6537227120740187,0.6491879142290571,722,0.4851938486099243,1.0961231291294093,1.286472726613283,0.546548562342368,2.1586875915527344,0.6662878202226511,0.6602370683405621,722,0.4527017194777727,1.1291897743940351,1.2883490830659863,0.5422457867292971,2.114463686943054,0.677221719487286,0.6754437798128101,722,0.32923927530646324,0.9025883100926874,1.0694818187505004,0.4080180956887267,1.7282215058803558,0.5287247503392776,0.5242170552598951,722,0.39481059461832047,0.7735772289335727,0.8584838062524794,0.4150420322447017,1.3232711255550385,0.4889767142377423,0.4877444603658624,722,0.13180279545485973,0.33987816646695135,0.43667995855212205,0.16412003185485402,0.881460651755333,0.2152512940538142,0.21466499737217695
cold_single,2.0,722,620,102,14.127423822714682,0.0,722,1.516065168846146,2.7861380221105656,3.2529156820392875,1.6293747744175349,5.784358986524354,1.8412723412907208,1.825747684879619,722,0.43950462341308594,1.1345955848693843,1.395108485221862,0.5442675168824658,2.7756595611572266,0.6973694303776531,0.6941152323474142,722,1.632342308682114,2.887585542527935,3.4281522987952733,1.7813459209622144,5.817363171164225,1.9689103476866245,1.953552244816939,722,1.654535250004647,3.1563271995121007,3.9281870808075245,1.876213413861224,6.879680165528046,2.127590957776187,2.1092794356492055,722,13.778148615259035,27.760747768839448,33.536201227808846,15.921248370878027,59.742768724701094,18.2749413612032,18.17151535491891,722,0.6769011016620236,1.1247821396116673,1.2653474046555877,0.6961086352625361,1.8266564094523228,0.762740653013039,0.7600004436946625,722,0.14713788032531738,0.33555634021759034,0.3809847712516784,0.16585581355477966,0.5492136478424072,0.2022838813446548,0.20213951514370193,722,0.6179781459393645,1.4833840479069316,1.8713876449767424,0.7371715965243978,3.120321721962114,0.925943431129752,0.9195775021842438,722,0.8160737380385399,2.1099982261657715,2.7310605376958836,1.0324513269946305,6.841449022293091,1.3734461741334967,1.3549270801698208,722,0.9205865859985352,2.3493032336235045,2.957398889958854,1.1279011135211425,4.918538004159927,1.4476740943441289,1.4347016953968068,722,0.5064429920166731,1.217203565686941,1.4428267493844005,0.5920478321916303,2.2336378693580627,0.7379218162745689,0.7355564595631009,722,0.3434610851109028,0.9061865478754043,1.084695931524038,0.4134528140456498,1.757622390985489,0.531758893414551,0.5267648962203284,722,0.39891770761460066,0.7567943952977657,0.8447363157756627,0.41385711317267937,1.3520811758935452,0.48787482026918744,0.4870212258545429,722,0.1519559547305107,0.4262767896056175,0.5184207733720536,0.19081261231501262,1.0103717930614948,0.2469492716745638,0.24635620511551332
