model,seed,cohort,horizon_s,position_rmse_m,velocity_rmse_m_s,attitude_error_deg,body_rate_rmse_rad_s,delta_v_rmse_m_s,delta_omega_rmse_rad_s,velocity_x_rmse_m_s,velocity_y_rmse_m_s,velocity_z_rmse_m_s,body_rate_p_rmse_rad_s,body_rate_q_rmse_rad_s,body_rate_r_rmse_rad_s,n_flights,n_windows
StandardGRU_H26_K50,23,Sep17,0.5,0.1339239849022839,0.389180496720658,4.49253969865007,0.5648123199519444,0.389180496720658,0.5648123199519444,0.20416696693321773,0.1908936615628007,0.26652162211576536,0.47274732787385704,0.26281609626906977,0.1615311557206497,8,1101
StandardGRU_H26_K50,23,Sep17,1.0,0.3842396723942535,0.6945381326018566,7.172735757240244,0.6359147315994942,0.6945381326018566,0.6359147315994942,0.4101378789614465,0.4129710468442727,0.37456298896713075,0.4950106340336808,0.355011694364812,0.17759285909202388,8,1101
StandardGRU_H26_K50,23,Sep7,0.1,0.050062493397834223,0.14137227013753786,1.3788268625833024,0.5605394324521329,0.14137227013753786,0.5605394324521329,0.062295387724384615,0.0692733444205888,0.09958000199793142,0.49672516137191486,0.21911848286420857,0.13646289583743193,9,1481
StandardGRU_H26_K50,23,Sep7,0.2,0.09716348627518265,0.17869832934465324,2.0475942552757864,0.5980669682323556,0.17869832934465324,0.5980669682323556,0.07905239503352274,0.08907453268896558,0.12991129550987524,0.5390038362522012,0.21580970808204675,0.14067236739144778,9,1481
StandardGRU_H26_K50,23,Sep7,0.5,0.24829343742749088,0.3438607994792697,3.705153813748747,0.6268030428370368,0.3438607994792697,0.6268030428370368,0.19689700939972346,0.19592711288430517,0.2001265696063,0.5563843734614795,0.24915360231739006,0.14150106847991215,9,1481
StandardGRU_H26_K50,23,Sep7,1.0,0.5675809475285221,0.6157171013490141,5.982187213049307,0.6306455019608399,0.6157171013490141,0.6306455019608399,0.37933857739114923,0.4060079404220001,0.2603554246104576,0.5310698827531186,0.3023057976436781,0.1498112221018235,9,1481
StandardGRU_H26_K50,42,ALL,0.1,0.0351697164016657,0.14495216337551764,1.4130256257294542,0.5483794394359792,0.14495216337551764,0.5483794394359792,0.06282210689804603,0.06698598332854344,0.10827372581561923,0.48111857013477793,0.2236802333343238,0.1332961351952836,17,2582
StandardGRU_H26_K50,42,ALL,0.2,0.06988022367330414,0.19619478643057864,2.228934786674103,0.5650685421327635,0.19619478643057864,0.5650685421327635,0.08856059423602558,0.09300255461747452,0.14532321104222864,0.5005209722725331,0.21624124923765684,0.14333947784480702,17,2582
StandardGRU_H26_K50,42,ALL,0.5,0.1908963541661363,0.3554653812390413,4.125763745024988,0.5933875723203422,0.3554653812390413,0.5933875723203422,0.19630284672760356,0.19068293294166563,0.2234659155664094,0.5222663386077958,0.23500730066241124,0.14865407872543088,17,2582
StandardGRU_H26_K50,42,ALL,1.0,0.46972625450620287,0.6506966087919333,6.791357291121211,0.6121323432506832,0.6506966087919333,0.6121323432506832,0.3912014962875995,0.41786467924714965,0.30545506935130323,0.5184803093654086,0.2750308759051815,0.1673393820939343,17,2582
StandardGRU_H26_K50,42,Sep17,0.1,0.018519272877007394,0.15210071853255133,1.4779260253309476,0.5302459746755553,0.15210071853255133,0.5302459746755553,0.06623658449806265,0.06477935038341757,0.11961694555678243,0.45754123094784616,0.23042082345053158,0.13131798884319285,8,1101
StandardGRU_H26_K50,42,Sep17,0.2,0.03968701986092899,0.22067932760300246,2.4276119596630608,0.5374540625425568,0.22067932760300246,0.5374540625425568,0.10234571821308408,0.09780080214570525,0.16639835763404706,0.46210062656086937,0.22711124461407745,0.152522753199386,8,1101
StandardGRU_H26_K50,42,Sep17,0.5,0.12689404935931903,0.3706077452560842,4.689643896915308,0.555853400954385,0.3706077452560842,0.555853400954385,0.19788499929072317,0.18485368396350746,0.25083023421485995,0.47508336181673255,0.23735500076214489,0.16238288709971685,8,1101
StandardGRU_H26_K50,42,Sep17,1.0,0.36266836355766835,0.6955118804695095,7.847913036142825,0.6074177828450987,0.6955118804695095,0.6074177828450987,0.4140936505779147,0.43799115210468714,0.34374034041420193,0.49768833430545756,0.2894089898378919,0.19086966703174452,8,1101
StandardGRU_H26_K50,42,Sep7,0.1,0.049970110645806406,0.13859789212482104,1.3553363816392376,0.5644980747785782,0.13859789212482104,0.5644980747785782,0.05978701569803127,0.06894743483532197,0.09819086382347414,0.5020762049676062,0.21768859767547244,0.13505448750825316,9,1481
StandardGRU_H26_K50,42,Sep7,0.2,0.09671862706208202,0.1744307498328686,2.0523328551283626,0.5896147462129472,0.1744307498328686,0.5896147462129472,0.07630715070086247,0.08873744570349164,0.12658974740505669,0.5346723906829008,0.20657903112528297,0.13517656641851458,9,1481
StandardGRU_H26_K50,42,Sep7,0.5,0.24778729177219605,0.3420055021127809,3.624536943344704,0.626751280201193,0.3420055021127809,0.626751280201193,0.1948964888937194,0.1958644875889173,0.19914207676778667,0.5642067624220742,0.23292045612931467,0.1364506935038433,9,1481
StandardGRU_H26_K50,42,Sep7,1.0,0.5648888242382335,0.610860811745199,5.852196628879778,0.6163230636112027,0.610860811745199,0.6163230636112027,0.3708529146962081,0.3999744811515608,0.2714237172953934,0.5369620649742539,0.2622503301872167,0.14642357326032523,9,1481
