experiment,partition,window_id,log_id,step,actual_duration_s,dt_s,epsilon,epsilon_control,epsilon_max_matrix_difference,singular_epsilon_difference,radius_epsilon_difference,largest_singular,spectral_radius,dynamic_largest_singular,dynamic_spectral_radius,rigid_largest_singular,rigid_spectral_radius
R3-high,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:0:0,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.009857999999999999,0.001,0.002,0.00021287371,6.860646325979047e-05,3.263164755740178e-05,1.0781964329791767,1.0024047342013533,1.078193501508085,1.0024047342013533,1.0202377723380374,1.0019929992224286
R3-high,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:0:890,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.019715999999999997,0.001,0.002,0.0019073486,6.59424842321954e-05,0.0,1.1618940038132624,1.0004042387008667,1.1618843415142848,0.9992099684235988,1.0396017417052026,0.9963591009481767
R3-high,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:3:90,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.029573,0.001,0.002,0.0019073486,4.88570546470779e-05,0.0008429788495225576,1.2495170742430597,0.9995612598513441,1.2495117520868482,0.9995612598513455,1.054825849972339,0.9997854633702062
R3-high,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:3:990,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.029571999999999998,0.001,0.002,0.007629335,0.0001890630933378823,0.00667572021484375,1.2475969414158503,1.0070799589157104,1.247591861306099,0.9910652835327484,1.0622274109673757,0.9916241504052232
R3-high,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:3:1880,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.019715,0.001,0.002,0.0019073486,1.6203464821229474e-05,0.0001232087948852545,1.1630679767246885,1.0015134940953676,1.1630453594733112,1.0015134940953656,1.035952382182247,0.9998838286553596
R3-high,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:3:2770,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.019714,0.001,0.002,0.0019073486,6.608639469551925e-05,0.0009536147117614746,1.1662174406854109,0.9994506239891052,1.1662147840003076,0.9993320731344608,1.036299157887715,0.9996194690037481
R3-high,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:3:3670,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.019714,0.001,0.002,0.0019073485,1.709874664790334e-05,0.0009536147117614746,1.1598179401813307,0.9994506239891052,1.159793780914728,0.9992319490007164,1.0352500467242414,0.9974132531886868
R3-high,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:5:230,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.019714,0.001,0.002,0.0019073486,7.157634369425736e-06,0.00022442618821472138,1.159653974036976,1.0011039120288479,1.1596277873242753,1.0011039120288476,1.0372300978521618,1.0011526116171112
R3-high,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:5:1120,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.009856,0.001,0.002,0.0076293936,9.958582828129003e-05,0.006039267155163008,1.078934239473579,1.0070799589157104,1.078933338777204,1.0010283586582762,1.019709004989379,1.0006988342675964
R3-high,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:5:2020,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.02957,0.001,0.002,0.0009536743,8.17544643627599e-06,0.0004023313522338867,1.24532521252999,1.0000019073486328,1.2453008947961004,0.9991509496999689,1.0584030958415553,1.0004797516490362
